timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769756551.623512,SENT,4f9d1da7-8cbf-45f6-81a4-61ce3fdbfed0,fa457228-6b0b-480a-880f-d459284de3b3,c4,c3,3401,?,p1,
1769756551.623657,CREATED,aa315d3a-d415-463f-b2e3-a8c17a2f90a4,1f073da7-996b-4bc4-ad6c-94e61a175a73,c4,c3,27,?,?,surb={'id': '9573c284-57e1-40b0-ae5b-6028ab48ba7a', 'route': ['p3', 'e6', 'i9', 'x3', 'p1', 'c4']}
1769756741.7970002,SENT,459f3b93-e1a4-4ea7-b197-b5089f741108,6b086958-d317-482d-be68-d9982865f998,c4,c3,3409,?,p1,
1769756741.7972014,CREATED,cfad2b13-eb95-4b5d-a8a7-6f6afb410245,8dad2f42-0079-4019-ac90-0c3c8094121d,c4,c3,27,?,?,surb={'id': '85cf23ff-d945-4535-ad66-276af2b14c16', 'route': ['p3', 'e9', 'i9', 'x11', 'p1', 'c4']}
1769756741.8167293,SENT,6f847b54-6825-4e4f-817a-2ad480873f30,e91ba91b-edbf-4c96-ad65-b76fef828ab1,c4,c3,3351,?,p1,
1769756741.816824,CREATED,02554f67-23db-4a64-b0f5-136a94d08db2,df7f8e49-69bb-4c7f-98b7-00ed9ec0de23,c4,c3,25,?,?,surb={'id': '52fcc378-38c8-49f6-9a58-e327b6638734', 'route': ['p3', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769756741.8530838,RECEIVED,62d0ed87-a959-48de-afec-9ee9f2f44ab4,e30ea6bd-4e9d-4cfd-b7c5-4e5df3d3dacc,c1,c4,27,p1,?,surb={'id': '800c3e69-9184-4cd9-992f-1d2ced4b97f1', 'route': ['p1', 'e5', 'i6', 'x11', 'p1', 'c1']}
1769756742.0266097,SENT,41a44c36-433d-4671-873c-cc2d972801e8,99e37728-3b87-4929-8d4a-8839e1a59621,c4,c3,3372,?,p1,
1769756742.0266972,CREATED,7b391fb4-68fc-4c6b-9582-d05a35318c9e,68c4780e-7769-46ce-931c-b0041ba5291e,c4,c3,26,?,?,surb={'id': 'ca10e35c-5676-4f73-bb87-75b0f741074e', 'route': ['p3', 'e9', 'i10', 'x11', 'p1', 'c4']}
1769756742.0550337,RECEIVED,7d030780-4e17-4338-93c1-0fff2d3363e9,17bab97e-8cf5-42cf-b70a-8bb5d0c72095,c1,c4,26,p1,?,surb={'id': 'c5b72ad2-7c9a-4c48-ac7e-8b5f7ea41101', 'route': ['p1', 'e3', 'i3', 'x9', 'p1', 'c1']}
1769756742.1910658,RECEIVED,900b5f67-7ac4-4a73-9da9-0a8a5d2ae314,0752c526-0283-403c-8659-84e1b901bda4,c1,c4,25,p1,?,surb={'id': '66804fc2-b639-4c99-9135-9a3a82e7c126', 'route': ['p1', 'e8', 'i10', 'x3', 'p1', 'c1']}
1769756742.2192676,SENT,d11e9d97-d67b-470d-9a8a-298023a55a6c,a32977f0-f7d2-4994-b246-4011f27b1f0f,c4,c3,3383,?,p1,
1769756742.2193558,CREATED,df7fffab-afd6-499a-8dd8-e13dd3e37143,837e0f48-ac77-431a-badb-8214d52d9b71,c4,c3,26,?,?,surb={'id': 'fc395717-1b10-46a9-8a3d-f305d01b03ce', 'route': ['p3', 'e9', 'i8', 'x7', 'p1', 'c4']}
1769756742.2408967,RECEIVED,7b08a1e6-bb61-4c79-a2ff-aa9d7d675524,a660c8a6-d100-4294-943b-6c8636b1a032,c1,c4,27,p1,?,surb={'id': '5f378194-b86a-451f-ada3-75d3afec29e7', 'route': ['p1', 'e12', 'i1', 'x1', 'p1', 'c1']}
1769756742.4630544,RECEIVED,22ec6d3c-8c8f-4d2d-9284-839725b96a26,46ed3f13-9944-470e-8bc2-2f69fac85e15,c1,c4,27,p1,?,surb={'id': 'f3d929cf-5cda-4c1e-a481-3043dc3ff4db', 'route': ['p1', 'e11', 'i10', 'x6', 'p1', 'c1']}
1769756742.6584246,RECEIVED,25715c85-05a1-476a-96c0-fecfaaf91ba0,738205c9-67e8-4f24-91fd-343e6dabfa8d,c1,c4,27,p1,?,surb={'id': '8baea454-3f37-4550-afa3-8baf48b1b501', 'route': ['p1', 'e5', 'i8', 'x7', 'p1', 'c1']}
1769756743.2264886,RECEIVED,38d4aa11-a4ef-4243-9897-b65c0630c676,73a33984-5e88-48b9-bb80-0ff8354655d3,c1,c4,27,p1,?,surb={'id': '66fadad1-f757-480e-8a45-135f99eec589', 'route': ['p1', 'e11', 'i12', 'x11', 'p1', 'c1']}
1769756743.6402066,SENT,a447dc4c-6c0a-4aad-b9a8-4b0b7ba23fe5,ad8feafb-bebb-4353-9b15-abfe467911a6,c4,c3,3363,?,p1,
1769756743.6403005,CREATED,afecbc50-c406-4b03-8df7-78c48e084ab0,1f73738d-168f-4001-96f1-5271d98d9145,c4,c3,27,?,?,surb={'id': '0ef7d1ad-5462-462b-bb57-f1dbfb864ecc', 'route': ['p3', 'e4', 'i9', 'x2', 'p1', 'c4']}
1769756743.7394226,RECEIVED,22896128-566f-473e-9b21-f38e052e10db,d06805be-df64-4c7d-88f6-809ef76589e5,c1,c4,27,p1,?,surb={'id': 'f52e7cf7-ae04-4ce1-99bc-83bd4eb2bce3', 'route': ['p1', 'e3', 'i1', 'x4', 'p1', 'c1']}
1769756743.8386102,RECEIVED,42e15fe8-a464-4d68-a00f-d225adac49eb,76764a44-1d78-4563-a958-bb2e1eae835f,c1,c4,27,p1,?,surb={'id': '63971771-af77-4037-9988-84bf5c260ffc', 'route': ['p1', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769756743.9179592,RECEIVED,3aa739a5-db24-4613-aa97-c127cb155533,ca5f93f4-f5e5-402a-9376-ea29fc36d7ce,c1,c4,27,p1,?,surb={'id': 'e666744d-c946-44bc-a632-5b3c63d6dfb7', 'route': ['p1', 'e2', 'i4', 'x2', 'p1', 'c1']}
1769756744.0211833,SENT,79d485c3-1e94-4dbc-9021-9477829cbdbc,16e4df81-b7e9-4400-aa8b-90738a645cbc,c4,c3,3400,?,p1,
1769756744.021319,CREATED,6d1fe945-1bca-4bb0-974b-d236201497af,16f1e1da-4831-404f-8cfd-9cdf9af3fc25,c4,c3,27,?,?,surb={'id': '3e2149e2-d133-4a5e-8bce-b53dadc26489', 'route': ['p3', 'e2', 'i6', 'x10', 'p1', 'c4']}
1769756744.0567026,SENT,ba2ec4e1-f2ac-4ac0-8355-1ae94179574d,04f3899b-2a15-4115-9f89-1c9673b5abd7,c4,c3,3371,?,p1,
1769756744.0568368,CREATED,4f706e67-c9a9-4e96-953a-d69bd7f1dd73,85010588-149c-465e-915e-979b64ccb0ef,c4,c3,26,?,?,surb={'id': 'bcc696c0-33a7-46eb-98a8-d44a3319d8f0', 'route': ['p3', 'e5', 'i9', 'x12', 'p1', 'c4']}
1769756744.63796,SENT,be7018db-8132-4338-bb5a-dc8fdb218966,208368b2-c621-4558-8706-b7d0052dbeb3,c4,c3,3395,?,p1,
1769756744.6380699,CREATED,07ab2692-95de-4a93-b1a1-dca7d839a034,7a861709-6f42-429f-b349-20e8550777d6,c4,c3,27,?,?,surb={'id': '3b010e1e-d02e-4c04-a814-02261752edd7', 'route': ['p3', 'e11', 'i1', 'x6', 'p1', 'c4']}
1769756744.7291083,SENT,323a26bd-b426-40d6-8d05-f836663454d1,8aca51a8-9651-4b38-a39f-668690c21245,c4,c3,3391,?,p1,
1769756744.729196,CREATED,878e7a52-4ccd-43c0-afe9-ce79a304fd75,0525ea7f-aaa1-4b96-9f31-06f673832c41,c4,c3,27,?,?,surb={'id': '15205c61-a3e3-4641-8ec8-fa0468dff9a2', 'route': ['p3', 'e3', 'i6', 'x12', 'p1', 'c4']}
1769756744.7947695,SENT,4039c3a0-9c59-4472-85c2-6165ca897827,1629ea7f-e391-4e29-b727-16f9638f9a8c,c4,c3,3389,?,p1,
1769756744.7948565,CREATED,0615d105-98b2-4ca7-b85c-5f9ed0bade17,12b47cfa-cd12-480f-a5d3-2afa1bac1298,c4,c3,27,?,?,surb={'id': '73087f14-76e6-4e4d-a4e4-bdec55db92de', 'route': ['p3', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769756744.8499293,SENT,d62e04a3-0302-4e51-bc4b-27f40baae54b,e70df396-9a74-4154-807b-6fad0dbf2a03,c4,c3,3363,?,p1,
1769756744.8500085,CREATED,85a07915-088c-455a-b4f9-4de0cd23e2ea,80bcc3d0-8249-4907-8959-c78667e94fc2,c4,c3,25,?,?,surb={'id': '3b25eb68-5149-4a44-a4c6-ebedbafbdf01', 'route': ['p3', 'e8', 'i1', 'x3', 'p1', 'c4']}
1769756745.1398497,RECEIVED,db339fba-2b7c-46ad-aadb-0fa117394c94,2b786486-57e9-451c-bce9-2498ac464cf0,c1,c4,27,p1,?,surb={'id': '5d603141-b8bb-4249-aea7-d9143b3834ba', 'route': ['p1', 'e5', 'i9', 'x1', 'p1', 'c1']}
1769756745.2444224,RECEIVED,412b80ae-a7ac-40f1-af1b-76584346d181,765401ab-3a22-4543-95df-d5ec7c677a7b,c1,c4,27,p1,?,surb={'id': '01039b2f-dd67-4424-aada-1d7589b5efb0', 'route': ['p1', 'e1', 'i11', 'x6', 'p1', 'c1']}
1769756745.3607333,SENT,7042b2a2-9713-49cb-b0bd-45ce4d21e2d8,36604a7a-4148-4cc9-b2c1-fd0cb1e4f35e,c4,c3,3388,?,p1,
1769756745.36082,CREATED,d5469838-2540-4e74-a28b-7df5950d9171,29158ecb-f625-4eeb-b866-b1e3ddf9b010,c4,c3,27,?,?,surb={'id': 'f5d16858-f1fe-4f91-a5fc-740832e3afb9', 'route': ['p3', 'e1', 'i6', 'x11', 'p1', 'c4']}
1769756745.423066,RECEIVED,d979450f-20d1-421c-92b5-858601ab2915,a786a9c3-ce4f-4b33-ad53-316898001ffb,c1,c4,27,p1,?,surb={'id': 'e1879b56-5165-4e78-84bc-df1f011a8267', 'route': ['p1', 'e12', 'i5', 'x10', 'p1', 'c1']}
1769756745.5169308,SENT,7734daf8-5b12-4199-b82d-2c393e49c3ec,f3e2396e-55e7-4338-900d-364419583e18,c4,c3,3396,?,p1,
1769756745.5170176,CREATED,7328c469-b30f-41cd-97a9-f702661dd09b,25406e8f-dceb-4557-9b5d-a02d54563497,c4,c3,27,?,?,surb={'id': 'c9166bc8-276c-4b39-b859-1d5da61b7e75', 'route': ['p3', 'e5', 'i12', 'x8', 'p1', 'c4']}
1769756745.693945,SENT,69807e37-a322-4698-a308-843c0634c48c,bc7f97be-20c0-4262-ad23-3bb102cbdc13,c4,c3,3375,?,p1,
1769756745.6940324,CREATED,d639d747-aeba-4d5f-8a82-35250a5158a8,7a240dd5-9751-42be-b7fc-9ab5de55bee3,c4,c3,26,?,?,surb={'id': '27f1cb8e-46bb-4098-b981-df02fe69e6a5', 'route': ['p3', 'e4', 'i4', 'x11', 'p1', 'c4']}
1769756746.0440295,SENT,22f12ddd-f1ce-4367-b6b7-33177159756b,93170bde-16e3-4a0f-9b74-f360066c9145,c4,c3,3379,?,p1,
1769756746.0456293,CREATED,ef269c41-72e8-4509-afd2-c5f4515e7504,a97f72e9-5e17-4d9e-9490-0cce4c5a63ca,c4,c3,26,?,?,surb={'id': '51b0b356-1684-44a7-ac25-77fa7bbccd0c', 'route': ['p3', 'e10', 'i4', 'x2', 'p1', 'c4']}
1769756746.0958953,SENT,9d3cec9a-3904-42ac-b104-8bddaea9bf3e,49b6e8a1-2332-4130-9947-618b1eaa35fb,c4,c3,3384,?,p1,
1769756746.095972,CREATED,51511e93-3703-45fb-92ef-3ec75a490123,ac2d59a3-ddeb-4816-aa4c-36723df960c2,c4,c3,26,?,?,surb={'id': '6368460f-7e35-43eb-a91f-76de99199d66', 'route': ['p3', 'e5', 'i10', 'x11', 'p1', 'c4']}
1769756746.1369817,RECEIVED,a2aeccb5-bb18-4c40-a747-2fcdf2ddb141,17062474-711b-4392-bab6-da31f8fd3be0,c1,c4,27,p1,?,surb={'id': '88850b71-bf89-46ce-8560-b66db979a7df', 'route': ['p1', 'e4', 'i11', 'x11', 'p1', 'c1']}
1769756746.239185,RECEIVED,21f0a177-83ba-4d23-b7c8-172f8d61c739,736ce831-9ca2-41af-b2d3-82730b0fd4b4,c1,c4,27,p1,?,surb={'id': '3151da05-d072-421f-b33f-8685b7fe65d5', 'route': ['p1', 'e1', 'i6', 'x9', 'p1', 'c1']}
1769756746.2633555,RECEIVED,0b559063-71c0-4ea4-ba89-a5a4fb331e89,5b8ddb3a-cac1-458f-91c1-d39ae9b75875,c1,c4,27,p1,?,surb={'id': '0dc4eec8-d114-4143-b85e-96d5e524a9c8', 'route': ['p1', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769756746.31198,RECEIVED,113a2c10-af4d-47ae-bb9d-20426565a9ec,e6bac080-443c-46fe-9440-a63cf5868157,c1,c4,26,p1,?,surb={'id': '76618946-964b-4680-baf7-c80d7cd4d9de', 'route': ['p1', 'e5', 'i11', 'x7', 'p1', 'c1']}
1769756746.3580127,RECEIVED,1a11c91e-14d0-431a-8b38-0a92cc72f7bf,ba368948-2294-4482-aa09-e17f45d08176,c1,c4,27,p1,?,surb={'id': '24996522-bf32-4a92-99a1-c6cb1a571daa', 'route': ['p1', 'e6', 'i8', 'x5', 'p1', 'c1']}
1769756746.4922936,SENT,3483ccc9-cabb-4dc0-b8d2-0c813df59a60,0ccbf2b7-aaa4-4da4-ac18-9373c8397653,c4,c3,3397,?,p1,
1769756746.492377,CREATED,1adf0cfa-3d26-41e9-b275-5422553f96d4,a09b3b36-96eb-4e55-b8ad-238576e9eb93,c4,c3,27,?,?,surb={'id': 'a470cd67-2885-442d-9d41-c064da6d84c0', 'route': ['p3', 'e2', 'i12', 'x11', 'p1', 'c4']}
1769756746.869893,RECEIVED,d53462e5-51cd-4184-9224-577f0ed853f3,5a3bdaad-8ae5-4150-9a64-737769ffb624,c1,c4,27,p1,?,surb={'id': '9bfd60fe-0102-4a4e-a546-307256a5cafd', 'route': ['p1', 'e1', 'i6', 'x3', 'p1', 'c1']}
1769756746.8922298,SENT,2a90f472-0f0a-42f4-8e30-243cf6d21c48,068fb7c7-0a30-40b0-b232-1e56ee437e7f,c4,c3,3384,?,p1,
1769756746.8923407,CREATED,ca34cd7d-d67c-40f2-bca6-554a86bc2828,cd3ed64b-e950-45e7-a1a9-82393c0683a3,c4,c3,27,?,?,surb={'id': '09feb10a-4193-487a-9cdc-37bde6e2a48e', 'route': ['p3', 'e1', 'i11', 'x12', 'p1', 'c4']}
1769756746.9609249,RECEIVED,c5e8160b-51ea-441b-8e5c-1a87137e3ed1,65c8fcd5-7a22-46ba-8f36-98ef49fc2e25,c1,c4,27,p1,?,surb={'id': 'a3c947ce-a410-4146-9638-5b92fe058ff8', 'route': ['p1', 'e9', 'i12', 'x12', 'p1', 'c1']}
1769756747.0468085,RECEIVED,98823fd4-54b1-44ca-9108-77141eab8e1d,ab74928d-d606-4528-a566-23f7f36aa9ea,c1,c4,25,p1,?,surb={'id': '1a607dd1-be3f-47e4-ae6f-69201316c06c', 'route': ['p1', 'e1', 'i5', 'x3', 'p1', 'c1']}
1769756747.1385493,RECEIVED,3847f20e-2784-4576-922d-118c22eeae90,7f891768-e174-4f35-bcfa-ffe49db21573,c1,c4,27,p1,?,surb={'id': '8c97d143-4c11-49ff-9363-4acab40bad30', 'route': ['p1', 'e4', 'i9', 'x3', 'p1', 'c1']}
1769756747.26394,SENT,d81aac6b-7605-4f96-bf0c-ca2500fc9093,33ef6648-e94f-4dc8-9d31-7bbccb698f09,c4,c3,3380,?,p1,
1769756747.2647755,CREATED,29f37beb-fe8c-47a0-9f0f-c7e2aaaa8ef2,384b537a-729d-4053-8101-c9f2eec38c0e,c4,c3,27,?,?,surb={'id': 'fc6b0298-d5f1-4699-adeb-10c021b97f91', 'route': ['p3', 'e4', 'i6', 'x8', 'p1', 'c4']}
1769756747.35118,RECEIVED,09b1f69b-d5f8-49c5-a03d-2a45e591596f,61407f6b-f094-4eda-b10a-af62db2d9eb4,c1,c4,26,p1,?,surb={'id': '54853c1f-9b08-4394-9890-845847269196', 'route': ['p1', 'e2', 'i5', 'x3', 'p1', 'c1']}
1769756748.1503181,SENT,fa7046b3-d793-4a68-bf8d-8ab0abd82068,756bd532-c68f-4ca0-9b1e-af5f326c2811,c4,c3,3372,?,p1,
1769756748.1504672,CREATED,04bad5d0-18a3-4644-9e10-2b56e3e23df1,bb7852bf-f782-4ab8-83c2-007301909447,c4,c3,27,?,?,surb={'id': '79cd0f73-c9cd-4726-8d2e-7ca645cea1ac', 'route': ['p3', 'e3', 'i5', 'x11', 'p1', 'c4']}
1769756748.294437,RECEIVED,942fc744-1b35-4895-8785-4e2973886d35,22e6ae00-c47b-4ea9-b973-6ea3606f6985,c1,c4,27,p1,?,surb={'id': '250bc489-cc09-4ca7-beca-34340cd32eb5', 'route': ['p1', 'e11', 'i3', 'x9', 'p1', 'c1']}
1769756748.4985707,RECEIVED,dcdd1e9a-dab4-4def-ae9c-43c44f88f020,7660e3b6-c52f-45ff-808c-7310a828377b,c1,c4,27,p1,?,surb={'id': '39135832-f576-4f9a-900a-acd5b085c0e9', 'route': ['p1', 'e3', 'i1', 'x3', 'p1', 'c1']}
1769756748.7871122,RECEIVED,097d06bf-688b-4c74-8157-578440e721e2,2a9b2cdf-48dd-492f-bba7-6437b4a22c01,c1,c4,27,p1,?,surb={'id': 'b77c5111-43fc-47e0-b01e-67d71509bc1d', 'route': ['p1', 'e10', 'i3', 'x5', 'p1', 'c1']}
1769756748.987146,SENT,6a5925fa-14e4-41f2-aff0-c706669cdf6e,101b51df-e90f-4780-8c3b-3d2fd2949f62,c4,c3,3383,?,p1,
1769756748.9872227,CREATED,a16c3736-283f-4e78-9023-c50aa219686f,ac8759b4-e04f-45ee-a866-48ecbf14846f,c4,c3,27,?,?,surb={'id': '962fb3ee-9aec-4726-9a7f-a75a021036a2', 'route': ['p3', 'e1', 'i1', 'x9', 'p1', 'c4']}
1769756749.0114686,SENT,4db64c4f-bec6-4e88-9b5b-840ad8efd952,8df6473b-ccab-4b4e-ba71-3b7df264cd8c,c4,c3,3395,?,p1,
1769756749.0115461,CREATED,ca635eb3-3e7d-4c5f-9f1e-2b21709ae92d,5c304375-4683-40e9-8c67-175f321c6960,c4,c3,27,?,?,surb={'id': '622b3def-b23b-4d75-b886-b9763e10eff9', 'route': ['p3', 'e4', 'i2', 'x12', 'p1', 'c4']}
1769756749.4178207,RECEIVED,6dc9d4c3-fc64-46e2-ba49-b5cc1547fad9,7995ae9b-6087-457d-b641-b677aef24787,c1,c4,27,p1,?,surb={'id': 'cc8ba6b4-75a6-477f-be4c-25a074dbc894', 'route': ['p1', 'e2', 'i3', 'x3', 'p1', 'c1']}
1769756749.7315605,RECEIVED,84a9fca7-c181-45c6-82c3-b5a6b39cb000,593fdbd9-ad05-4aab-a479-b3861e189628,c1,c4,27,p1,?,surb={'id': '608d8a9e-8a0e-498e-af8e-02e72e13b854', 'route': ['p1', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769756749.8163223,SENT,84d4a044-daed-4e03-9bd1-048ebbd9d5ca,7dbbb9af-82fd-41a4-a4e3-098358cb9a52,c4,c3,3382,?,p1,
1769756749.816857,CREATED,30622f03-75f2-485f-95a8-e385bc4a1e79,4da02c14-2b57-4f23-abfd-b88fb8568bbc,c4,c3,26,?,?,surb={'id': '70c5119a-2eb7-47af-a06b-998ba59bfc04', 'route': ['p3', 'e8', 'i9', 'x9', 'p1', 'c4']}
1769756749.993005,RECEIVED,c780d0f0-bf69-42fe-b45f-7d60b83c64a2,12386394-f8ab-4565-bc61-99e664813989,c1,c4,27,p1,?,surb={'id': '45650df1-153b-4c53-a237-99f6328f109c', 'route': ['p1', 'e4', 'i3', 'x3', 'p1', 'c1']}
1769756750.3793519,SENT,26c74b38-82dd-416b-8f04-6221b4f55824,413cc787-f722-441a-97a7-0006c57db576,c4,c3,3417,?,p1,
1769756750.3795018,CREATED,df0be606-c9bb-4805-b473-2a80972ca82f,d9547a35-a7c0-4c40-a177-85c8865898c7,c4,c3,27,?,?,surb={'id': '60f4b5cb-c482-4217-9d9b-10d9f0a0a25f', 'route': ['p3', 'e2', 'i11', 'x12', 'p1', 'c4']}
1769756750.7489815,SENT,096d505c-7d8a-4b82-a201-85db0c3121e2,8cbab0a4-9618-49fd-9ac3-7caaaf8caec6,c4,c3,3396,?,p1,
1769756750.75123,CREATED,f9f51976-790f-4ee3-a670-02228d0ecfeb,e6cddae9-20f9-4a60-8095-84df7e02220f,c4,c3,26,?,?,surb={'id': '55b14b93-aa28-4476-8e00-f62a0ab9f1e7', 'route': ['p3', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769756750.7934337,SENT,75da80e8-101f-4c1c-bb85-ef38e8714009,548bfa56-3aea-43b5-8518-e735cf235ff7,c4,c3,3380,?,p1,
1769756750.793593,CREATED,ca219659-1bc2-4289-904d-362ea1342226,3fd2fb04-6a22-4cbb-8ff6-f2ae4019b543,c4,c3,26,?,?,surb={'id': '94b296c1-d701-4ca6-b0aa-4f32e84f9ca8', 'route': ['p3', 'e2', 'i8', 'x8', 'p1', 'c4']}
1769756750.9829493,SENT,e91dc69e-f49e-450b-8d5d-9a561047383f,ebcc2d67-f1e4-4689-b327-6fa6ac06be76,c4,c3,3387,?,p1,
1769756750.9831307,CREATED,77b52749-8fba-4ed9-b771-ed3df0672171,6e804dae-34dc-4c0c-8c78-ce2af7383ed1,c4,c3,26,?,?,surb={'id': 'fecaf6ba-01e2-43df-b749-81db86e2e5dd', 'route': ['p3', 'e6', 'i11', 'x11', 'p1', 'c4']}
1769756751.6069942,SENT,d90b6f9d-0377-4c23-930f-8016eca0efe2,046df0bc-bb5f-4bc3-95a6-c9fa8cc1145a,c4,c3,3392,?,p1,
1769756751.6070695,CREATED,7781b9fd-4c06-4a32-aa4f-02e89d1a76e4,9141b270-ea69-4ace-a9a6-46c46b19af97,c4,c3,26,?,?,surb={'id': '3e32b0d9-130b-4eb4-ae89-5269bd90526f', 'route': ['p3', 'e1', 'i2', 'x6', 'p1', 'c4']}
1769756751.6394978,RECEIVED,3f9abf56-71e5-4d56-8a63-6743e5c1124b,ea46665c-baa2-4d38-997c-9c866ee29f1e,c1,c4,27,p1,?,surb={'id': '9d937184-369f-4297-877c-636fdb854d37', 'route': ['p1', 'e4', 'i8', 'x1', 'p1', 'c1']}
1769756751.684596,RECEIVED,33a64173-c69e-4fdb-83e9-8f1e58c27b18,e74e746f-5726-44ee-b9f6-7c86d91b756b,c1,c4,26,p1,?,surb={'id': '3c824e45-268f-431a-8e13-d38437f1b02d', 'route': ['p1', 'e8', 'i7', 'x1', 'p1', 'c1']}
1769756752.2252877,SENT,2fa7a652-f985-4b2b-bea3-6318e8c2216c,95120be5-793c-43b7-a13b-e98143736468,c4,c3,3388,?,p1,
1769756752.225437,CREATED,8949f018-6211-4186-85a4-b9e5e7852ece,95ba7551-528f-4a21-966f-634e40d7c891,c4,c3,27,?,?,surb={'id': '520c613d-9479-43a4-b54f-9e6bf13630a0', 'route': ['p3', 'e9', 'i3', 'x11', 'p1', 'c4']}
1769756752.5778854,SENT,0930406a-efe9-464c-981d-d818d712ebc6,5f0314c7-19ce-49b2-bb8f-c0a2b95bec9b,c4,c3,3361,?,p1,
1769756752.5780282,CREATED,fb9e1b73-9e4a-4322-85ed-494432a8554f,72c3668e-f99b-425d-b3d5-176689ee406a,c4,c3,26,?,?,surb={'id': '754b6d77-13d3-45cd-a62e-e820b1870198', 'route': ['p3', 'e1', 'i5', 'x1', 'p1', 'c4']}
1769756752.6815796,SENT,7932057f-3f4e-4bb6-8c73-fa8619f0b484,f4dfc03b-65b5-4b16-85d4-7054c65f0711,c4,c3,3363,?,p1,
1769756752.681714,CREATED,988f17da-53e3-45dd-8285-b24d25312371,61bca19f-bdf5-44c3-ba4d-06693150c586,c4,c3,27,?,?,surb={'id': '39beb167-5cc0-439e-9b7c-208f4ec7a265', 'route': ['p3', 'e1', 'i6', 'x7', 'p1', 'c4']}
1769756752.7568746,RECEIVED,da0165b2-88de-4a11-a7a5-22ab62b3970d,4906c109-6372-4cba-a947-9a6258df5294,c1,c4,27,p1,?,surb={'id': '3f3e9f9f-4eaf-464c-8188-61c7b9f49c8e', 'route': ['p1', 'e4', 'i7', 'x7', 'p1', 'c1']}
1769756752.763638,SENT,e56e3583-6e87-44cc-adaf-756a0ed4c3f9,996cba34-2a71-467e-91b0-204dfcc4b8d9,c4,c3,3369,?,p1,
1769756752.7637763,CREATED,20078504-c3b8-407e-966c-be02d750780b,fa86cf61-b703-4cfe-b156-3f8c392342b3,c4,c3,27,?,?,surb={'id': 'd32194b4-e02d-4368-8b9a-85211061da94', 'route': ['p3', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769756753.1724348,RECEIVED,49c4ec1c-9bca-40d2-8e28-bacb780338b7,53550e78-60c6-4b42-af41-83a5019405c3,c1,c4,27,p1,?,surb={'id': '8b35439d-9de9-49fa-90c2-a5d5815c5403', 'route': ['p1', 'e5', 'i11', 'x5', 'p1', 'c1']}
1769756753.2077951,SENT,1c984314-86c3-48c7-b8cc-0cce1e5d3d52,35358d05-c0b7-47d3-9aa5-54c5968f96e4,c4,c3,3392,?,p1,
1769756753.2079284,CREATED,2c34ca12-cff1-4a7a-991a-64b5d0c2791c,3833021f-2927-4988-8f08-7119416d62f6,c4,c3,27,?,?,surb={'id': '0439921e-e0df-42ce-9483-979f3f2373c6', 'route': ['p3', 'e7', 'i6', 'x10', 'p1', 'c4']}
1769756753.6025603,RECEIVED,7f6a870a-fa8c-408c-882b-8b70d134b026,c01af0c4-8e47-4bdb-95a1-c64f22ba5c53,c1,c4,27,p1,?,surb={'id': '9320312c-342e-42ea-b9b0-6eb4f0593921', 'route': ['p1', 'e3', 'i12', 'x12', 'p1', 'c1']}
1769756753.620107,SENT,586055b3-8235-4971-9fbc-a746932ab282,c1f6dbda-bf79-45fd-81d7-bc00619dce63,c4,c3,3375,?,p1,
1769756753.6201584,CREATED,23b39e5a-51b2-4dcd-90f4-ad481bf8f476,3c7a32cd-fd81-404f-8233-f04a44dc2e8a,c4,c3,27,?,?,surb={'id': '9c73e3df-28a2-4cd4-886e-82b6cc12ec6a', 'route': ['p3', 'e7', 'i6', 'x4', 'p1', 'c4']}
1769756753.672235,SENT,33d2f698-e3bf-4b51-bafa-039c35936f93,08a41efa-2abb-46a2-b3ee-576410d1754d,c4,c3,3387,?,p1,
1769756753.6722867,CREATED,b234ee18-89fc-48ee-ba1d-f2798b15221f,4c839a93-8845-4994-b8f9-ac2b7f996403,c4,c3,27,?,?,surb={'id': '7c257d50-ad23-4dc3-a1c9-62e28b420b16', 'route': ['p3', 'e11', 'i11', 'x1', 'p1', 'c4']}
1769756753.8495116,RECEIVED,e3f24069-f427-4870-8286-f2fd7b69b97d,8337e26b-9bb0-4a7e-83d3-c2d92856a843,c1,c4,27,p1,?,surb={'id': 'c441ba4e-1f7a-4b9f-a65a-3cbb34d0e7b1', 'route': ['p1', 'e9', 'i2', 'x4', 'p1', 'c1']}
1769756753.9832525,SENT,45843948-8852-45cb-b4e4-573a48b43d99,975ff759-f259-49f5-9158-86ae2ced64d3,c4,c3,3375,?,p1,
1769756753.9834306,CREATED,5c8ed269-6272-4510-b8b1-1f7f9a2dcea0,54a9e622-9f07-4641-b5de-f54335b98276,c4,c3,27,?,?,surb={'id': 'c1b0d409-ff8a-459b-979f-10266e5bae01', 'route': ['p3', 'e4', 'i5', 'x2', 'p1', 'c4']}
1769756754.184622,SENT,e460fa7e-b401-49f8-89cb-0366e95a070a,1658af59-9e3c-42b8-a941-556a2bd278a2,c4,c3,3379,?,p1,
