timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769756551.623512,SENT,4f9d1da7-8cbf-45f6-81a4-61ce3fdbfed0,fa457228-6b0b-480a-880f-d459284de3b3,c4,c3,3401,?,p1,
1769756551.623657,CREATED,aa315d3a-d415-463f-b2e3-a8c17a2f90a4,1f073da7-996b-4bc4-ad6c-94e61a175a73,c4,c3,27,?,?,surb={'id': '9573c284-57e1-40b0-ae5b-6028ab48ba7a', 'route': ['p3', 'e6', 'i9', 'x3', 'p1', 'c4']}
1769756557.8671508,RECEIVED,7782e954-f649-4ce8-84d0-af30e06dc6b4,0d18397e-6b3e-4156-9a03-c334708b9906,c1,c4,27,p1,?,surb={'id': 'ce55967c-3066-4b86-81cb-82351656b684', 'route': ['p1', 'e12', 'i3', 'x3', 'p1', 'c1']}
1769756558.1159265,SENT,38e85618-0d61-41e3-a85e-fde66dd8fa5c,5c348703-2fb7-4647-b6d7-5ca406b46ab1,c4,c3,3384,?,p1,
1769756558.116672,CREATED,792fa9ab-cbe8-4930-a05f-43fd7842ea89,45d44c10-e67d-4570-992c-a765e027e9a2,c4,c3,27,?,?,surb={'id': '9df99d7e-5792-4458-be4c-ba2c9c868c78', 'route': ['p3', 'e2', 'i9', 'x5', 'p1', 'c4']}
1769756558.2926774,RECEIVED,eec1d89b-46ab-47e6-ae10-9cd0f3898f30,d86cacb2-f40f-4a3c-a727-6a7c11d25da5,c1,c4,27,p1,?,surb={'id': '73a3edaa-1892-4ff0-85a9-42a665de7015', 'route': ['p1', 'e3', 'i3', 'x9', 'p1', 'c1']}
1769756558.473011,SENT,e44cd6bf-f892-4c6c-91c7-34b154b2d012,620331e5-0c4b-42bd-ab77-0ebed1f20be5,c4,c3,3395,?,p1,
1769756558.473174,CREATED,9966ab0d-ce7e-48b2-a14d-eba02fd02f32,a3606bf3-ab3a-4d28-be0f-b989b2684579,c4,c3,27,?,?,surb={'id': '8eaf6f16-dd1f-4de8-a7d1-1ef64c53117a', 'route': ['p3', 'e2', 'i10', 'x11', 'p1', 'c4']}
1769756558.619726,SENT,bd3c1b10-3d23-482f-ae79-1af62d1483c9,cd847b70-9b65-4795-ba05-8b0099915ded,c4,c3,3391,?,p1,
1769756558.6198761,CREATED,a5169a76-c8cb-4fdf-9531-ca9a8c87af16,d1a77125-5e19-41cb-a95b-4c2351198b19,c4,c3,27,?,?,surb={'id': 'b31295c1-1d36-4458-ac90-8c42c54ccd45', 'route': ['p3', 'e12', 'i12', 'x7', 'p1', 'c4']}
1769756558.8049462,SENT,3f2fd6e7-608f-4f3e-a547-40f0dfa6800c,27deb7fe-c0de-4076-9a2f-6157753b61cf,c4,c3,3396,?,p1,
1769756558.8053567,CREATED,dcff5479-32d9-4e8e-8682-3fe6bea28191,c2af0dd2-a810-49ed-ad9a-231c3472bc1f,c4,c3,27,?,?,surb={'id': '671f8055-e94c-4882-8b60-49bcfeb21e0a', 'route': ['p3', 'e2', 'i12', 'x9', 'p1', 'c4']}
1769756558.8840604,SENT,574632c4-1e57-41e6-90a9-01415b3923d7,0021d10f-4e0b-4ec7-b929-002c1b9cc68e,c4,c3,3400,?,p1,
1769756558.8842335,CREATED,f3c47ed9-2b17-4f40-bb6f-58baa598a6ca,6523f61a-e645-4c53-a1a3-0dbaa9d690f3,c4,c3,27,?,?,surb={'id': 'cc0dcbaf-3f14-4c18-8e7b-9ed962aab5e2', 'route': ['p3', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769756559.0136578,RECEIVED,05f4982a-f333-4b54-8c63-dfbdecf4c6a6,8edb82f7-b4ce-421e-81b6-d49047aebeba,c1,c4,27,p1,?,surb={'id': '171cae25-05ce-4c3a-a648-2bbb6fe8ad42', 'route': ['p1', 'e8', 'i2', 'x1', 'p1', 'c1']}
1769756559.4784162,RECEIVED,3fa03ca2-ba2f-4fd3-a057-e6b658a43c07,7f4d6953-e72c-47b7-bb59-4f68795af239,c1,c4,26,p1,?,surb={'id': 'c3fbfdf5-a36b-4bee-ad7b-c49fd1691423', 'route': ['p1', 'e12', 'i2', 'x2', 'p1', 'c1']}
1769756559.5125065,RECEIVED,78b36d94-2cb4-4c8e-a906-05fe5b358188,7c20d2ad-0d8a-4c63-ad0e-9ac52e785525,c1,c4,27,p1,?,surb={'id': 'a5bd0a74-ed02-4c2d-97b6-5ae9c493cfd0', 'route': ['p1', 'e4', 'i2', 'x11', 'p1', 'c1']}
1769756559.525592,RECEIVED,fe841a07-7782-4bd0-b574-4a8488dee6af,5dbd3bb1-d7d5-4d08-a10e-06c7b756cc14,c1,c4,27,p1,?,surb={'id': '38a3d639-ab24-419f-a6d5-b39db8f26b01', 'route': ['p1', 'e1', 'i7', 'x7', 'p1', 'c1']}
1769756559.5746784,RECEIVED,5df6dd66-dd47-42ce-b2f1-45e5a3ffb8f8,7a855adc-cc6d-4e9e-9dbc-55df0e1cf4b9,c1,c4,27,p1,?,surb={'id': '9da36230-9224-474a-9931-d3b20899a468', 'route': ['p1', 'e6', 'i4', 'x3', 'p1', 'c1']}
1769756559.5983381,RECEIVED,a102de9f-1db6-4088-bfda-0b6318900195,d74fe113-6c74-480c-80b8-8774361fbe89,c1,c4,27,p1,?,surb={'id': '237c0c59-4094-43d0-9311-0491219631bd', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769756559.6292646,SENT,5f7c7ca4-371c-4bbd-9ac6-b6a3bd0ef55f,2f9c05f4-74d2-4a38-93d3-ff77a816eeaa,c4,c3,3378,?,p1,
1769756559.6293933,CREATED,9162f8ee-38b9-40ef-98c2-31dfbbe3f409,cbdc041f-b07c-4e63-8326-b71c91cb8b3f,c4,c3,27,?,?,surb={'id': '56b33930-7c7b-4976-99f4-55086b3a0d64', 'route': ['p3', 'e10', 'i9', 'x8', 'p1', 'c4']}
1769756559.915954,SENT,e6ce34ec-9d2b-49d8-a03a-699576b599b2,2217ad6b-33d4-4c82-9783-29b73b88dcba,c4,c3,3387,?,p1,
1769756559.916133,CREATED,fd2adb79-4a90-42e3-a082-c59cd0fe1bc7,83b77419-8979-44c3-a726-a4bd13584b35,c4,c3,27,?,?,surb={'id': '4d198631-b3bb-49cb-a1e9-7538f13b3b57', 'route': ['p3', 'e8', 'i10', 'x5', 'p1', 'c4']}
1769756560.5020676,RECEIVED,4f5f14cd-b1ed-4985-a853-ec378d70e148,aa56d151-6e43-4dbd-baab-c2290e5b1bb6,c1,c4,27,p1,?,surb={'id': '04833a22-df10-43f7-a5f8-ebf359b2c778', 'route': ['p1', 'e2', 'i7', 'x7', 'p1', 'c1']}
1769756560.9226942,SENT,a548f6b6-298a-4b32-939f-31d37278eb05,af26a841-1d16-453d-bdaa-f70ae86c041c,c4,c3,3372,?,p1,
1769756560.922826,CREATED,d857e86f-22cc-45c3-898c-d28a12c5106b,9e0c335b-da9e-4ef9-be37-aeba0bb440ae,c4,c3,26,?,?,surb={'id': '8f06ea9c-2351-47ca-bc5c-7b015d8c3f23', 'route': ['p3', 'e10', 'i9', 'x10', 'p1', 'c4']}
1769756561.1595044,RECEIVED,438d0b49-ba65-416f-945e-e5c74e7f5057,45d291d9-663d-4194-a2a8-02d2e2347b1f,c1,c4,27,p1,?,surb={'id': '19f20225-f651-4cda-935f-a2d6a01f0047', 'route': ['p1', 'e4', 'i8', 'x8', 'p1', 'c1']}
1769756561.3721364,RECEIVED,7a76c33c-602e-4943-9b33-8d2c6bd8fc1a,b6517d97-2674-49cc-abd1-b7018e500d6e,c1,c4,27,p1,?,surb={'id': '8e4f5f3e-e671-48f2-9173-d3bc87b32297', 'route': ['p1', 'e11', 'i9', 'x11', 'p1', 'c1']}
1769756561.574103,SENT,1afe3b12-c87a-43ae-8d24-45fdd202ce45,154b9f82-5b86-4e8f-924c-6c42909a38c7,c4,c3,3387,?,p1,
1769756561.5742579,CREATED,700c74bc-b117-4abd-a455-9c7c31835df2,87fbaa4a-6dce-4095-9fd3-43ba7b1abc69,c4,c3,27,?,?,surb={'id': 'f5cfd832-10fa-4e76-8ce8-c59a70949208', 'route': ['p3', 'e4', 'i8', 'x6', 'p1', 'c4']}
1769756561.742218,RECEIVED,8afc67b3-8e7a-4279-bf3b-8f53ee4655cd,64420ad5-72eb-41e7-946d-52e81b8ca0b2,c1,c4,27,p1,?,surb={'id': 'cd04d950-25b6-471a-b520-efa257aa91c7', 'route': ['p1', 'e1', 'i3', 'x10', 'p1', 'c1']}
1769756561.7566855,RECEIVED,f3700fd1-fbb1-45f0-a59f-d4192c4af27c,e808e5b2-7e29-4de8-bfc2-3192d73d4980,c1,c4,26,p1,?,surb={'id': '1a373272-f98e-49d3-9b5a-78097d19aa57', 'route': ['p1', 'e11', 'i11', 'x1', 'p1', 'c1']}
1769756562.3646564,RECEIVED,c86d4986-061c-419b-a8c1-f5b98ed2b519,6e018671-5b62-4765-af4e-81ac52004691,c1,c4,26,p1,?,surb={'id': '9673e7fc-07e9-4945-ad12-702ebf1b7193', 'route': ['p1', 'e4', 'i5', 'x6', 'p1', 'c1']}
1769756562.5446136,SENT,62cf887b-f6ae-46c6-8adf-19e8a1862c01,41965a44-a96d-4282-be14-f1c72219bbee,c4,c3,3363,?,p1,
1769756562.544766,CREATED,9a0388a8-e363-4af1-8634-efae8b78ff77,36a33755-f172-406a-bc13-aaab85e091af,c4,c3,27,?,?,surb={'id': '74e72aa2-90e3-4354-b154-a7a338476516', 'route': ['p3', 'e9', 'i9', 'x4', 'p1', 'c4']}
1769756562.8115103,RECEIVED,4e8038bc-40d9-42f7-917a-c68f8b4931e5,0c720548-0087-4670-8019-cf977de08d2d,c1,c4,27,p1,?,surb={'id': 'beb1f87b-2ae5-4090-b6ee-12c4cf303f7c', 'route': ['p1', 'e4', 'i12', 'x1', 'p1', 'c1']}
1769756563.3062043,SENT,9f9a4749-1870-4254-816b-cc9a2f92a11e,74146978-4f0b-469d-92c8-78dd31f28859,c4,c3,3395,?,p1,
1769756563.3063426,CREATED,2509b510-df1c-468e-80c6-08aaad16e5df,68d375a1-e6d9-44ee-8c69-7ba24ce00af2,c4,c3,26,?,?,surb={'id': '4b9b1ae7-4c1b-4881-ad34-a02d7d223586', 'route': ['p3', 'e4', 'i9', 'x9', 'p1', 'c4']}
1769756563.715465,SENT,4a5394e8-b617-44fa-ace6-cab2c2b02734,85be2be5-06a5-41f8-89c5-24a937ff94da,c4,c3,3376,?,p1,
1769756563.7156126,CREATED,1841e453-b3a0-4263-9aa8-d5a38df64571,8e59271f-d9e6-4972-92d4-3933283707fa,c4,c3,27,?,?,surb={'id': '39604d91-6717-40cb-8fba-903bf1ae6623', 'route': ['p3', 'e4', 'i8', 'x4', 'p1', 'c4']}
1769756563.7808099,RECEIVED,33cf1762-83fa-4e79-bd92-b2396998886f,b2259c19-0560-4b6c-b5f9-4bfb20bbd316,c1,c4,27,p1,?,surb={'id': '1529a8eb-1439-467c-82c2-826b93a6ed64', 'route': ['p1', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769756563.9068165,SENT,8cbb21ee-ec4c-4ee8-b492-bce9cb16e2a7,3e23b642-9243-4550-824e-1078ea791685,c4,c3,3390,?,p1,
1769756563.9069505,CREATED,40fcad56-c965-4dec-ad15-173ce25ee651,7a4deec9-b09d-43f1-8b50-54763d431a20,c4,c3,27,?,?,surb={'id': 'f90f256b-ef85-4f37-8216-0645ae5e680f', 'route': ['p3', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769756563.9341004,SENT,dbdac544-17dd-4653-9539-06fcbc27beee,fa01f369-734f-44cb-89b4-061fd4619fed,c4,c3,3393,?,p1,
1769756563.9341936,CREATED,8d8ba49a-cf8b-47ab-9ed7-1a74b546a938,3f04acd0-7e73-42a2-b6ac-54ce15c9fdc8,c4,c3,27,?,?,surb={'id': '786cf140-0774-480f-8027-19d3736766a8', 'route': ['p3', 'e10', 'i2', 'x12', 'p1', 'c4']}
1769756564.0421073,RECEIVED,66cfd231-4750-4e9a-aa24-6fa4db7ac9a7,5072ee82-f169-4c2e-81a2-4f0df4608a34,c1,c4,27,p1,?,surb={'id': '2d602e94-659e-4709-8603-d318e14a403f', 'route': ['p1', 'e7', 'i4', 'x11', 'p1', 'c1']}
1769756564.4525378,RECEIVED,1b6a1af1-d026-4aac-a9a1-ed91b2c3c602,de8913aa-f67f-4e60-86f4-5974bd4c2262,c1,c4,27,p1,?,surb={'id': 'd51f1445-d6e0-4bc6-b920-bfc5df257b52', 'route': ['p1', 'e3', 'i9', 'x1', 'p1', 'c1']}
1769756564.5837214,SENT,a4af5db6-af43-43bd-a46d-f89decbbfbd4,d3cd1b1c-463c-4160-90b1-2df0bae26432,c4,c3,3364,?,p1,
1769756564.5837932,CREATED,be35cf46-6a8e-4e40-b070-f883b97d280e,ec9ef10e-7f1b-4501-a6e5-7ebac90fb8e7,c4,c3,27,?,?,surb={'id': 'bb9ad992-cce4-49d7-8e23-b38db57ee6e6', 'route': ['p3', 'e3', 'i2', 'x8', 'p1', 'c4']}
1769756565.1432014,RECEIVED,ef7ba936-d909-4a94-9afb-a7dcd6e90f69,4fc24069-da50-4574-9363-d281a05ac491,c1,c4,26,p1,?,surb={'id': '334ca1d1-b662-49f4-9c61-e740dee0652f', 'route': ['p1', 'e9', 'i5', 'x7', 'p1', 'c1']}
1769756565.2885537,SENT,b4084154-602d-4071-916d-4fa5dbf730cb,4fe6f1b9-8372-4be5-8b39-26e4656d911c,c4,c3,3379,?,p1,
1769756565.288685,CREATED,9187b554-5542-4349-91e9-4adb11c77c2b,59aff33a-a2f9-41d4-a5fe-90ebc34f75f6,c4,c3,27,?,?,surb={'id': 'f4e67efa-919e-4c2f-8b38-b05f27e9886d', 'route': ['p3', 'e11', 'i4', 'x8', 'p1', 'c4']}
1769756565.621985,SENT,bcec254a-7913-42b1-bf49-3e098d3c51ae,03e46959-c3f5-414a-baab-83793b2b1c2a,c4,c3,3359,?,p1,
1769756565.6227577,CREATED,680e87f1-b8c5-4757-89f4-d3f7bd951c3c,3342db1d-ccf8-47ff-84e3-2809237f21fb,c4,c3,26,?,?,surb={'id': '8f891790-8560-4c57-a88e-58569055f398', 'route': ['p3', 'e5', 'i11', 'x8', 'p1', 'c4']}
1769756565.6325228,SENT,5530ede3-9a6c-4dff-9032-c2ac68d5d155,b8f3ef9d-1c85-4663-bf40-6c24e8eee730,c4,c3,3379,?,p1,
1769756565.6326973,CREATED,ec3edfe0-4b95-4c74-ac0a-089f52699eee,38398e6b-42f3-449b-9b8c-c63ce9250de4,c4,c3,27,?,?,surb={'id': 'fe051633-2d7c-4bce-9d1f-e9cb18eab759', 'route': ['p3', 'e3', 'i8', 'x8', 'p1', 'c4']}
1769756565.6925135,RECEIVED,ccb23add-69b0-435f-8d29-bf0e1981c8f5,9fed1363-c1ef-49cf-8e6a-71a4049a5f9a,c1,c4,27,p1,?,surb={'id': '9dc3913f-f113-4069-a84c-4fe949ad0689', 'route': ['p1', 'e6', 'i12', 'x9', 'p1', 'c1']}
1769756565.693495,SENT,ec27e287-bac9-4fc6-b789-c590491dfbff,65dbeefc-ae61-40ba-86c8-5e64fbcaab60,c4,c3,3371,?,p1,
1769756565.6936624,CREATED,52bff704-0c41-4656-9b4b-00decb4f4420,b59ca33e-c255-452c-82d7-86ed240483c8,c4,c3,27,?,?,surb={'id': 'fb362602-aae2-48c4-aa6d-7cf6a1bfe923', 'route': ['p3', 'e1', 'i3', 'x9', 'p1', 'c4']}
1769756566.0814025,RECEIVED,906027f2-5668-4ca8-a2ab-51fb374f1521,29090a78-799a-469c-9ca2-0c14cc8d0fa5,c1,c4,26,p1,?,surb={'id': '1de32312-61c7-4d72-8efe-36f35f17f8fb', 'route': ['p1', 'e7', 'i3', 'x4', 'p1', 'c1']}
1769756566.1608393,SENT,f0add255-bc77-447d-9372-637deeb1287d,b471b8b6-438b-4837-bc82-b4c2b9da493a,c4,c3,3376,?,p1,
1769756566.1609907,CREATED,f7f2665c-f1b2-4cfa-b7fe-3f7120f8122c,46d21120-f470-4538-8b06-f3098968f97a,c4,c3,27,?,?,surb={'id': 'd49f861c-9434-4708-9ef6-3573a95ace85', 'route': ['p3', 'e4', 'i6', 'x9', 'p1', 'c4']}
1769756566.1863074,SENT,2a2b2365-4880-4ac2-a13e-3a951775eaea,13ba7bc3-c12b-4554-91ae-14431949d093,c4,c3,3376,?,p1,
1769756566.1864512,CREATED,55944352-f87e-4f88-b9c4-4348c91e200c,333d05a4-f749-43bf-b598-cbde8523b033,c4,c3,27,?,?,surb={'id': 'f01017d9-69be-43fe-b428-581dd4724fc8', 'route': ['p3', 'e3', 'i5', 'x10', 'p1', 'c4']}
1769756566.360726,SENT,e2bac351-b67c-4581-92ff-424fa594365a,822e3615-9a4b-431e-987a-d8ba8bdd30dc,c4,c3,3391,?,p1,
1769756566.3608603,CREATED,58389dfd-3108-4b80-aba8-c45d2068d67d,69b832c5-ac70-4a63-be5c-b048a732da8e,c4,c3,27,?,?,surb={'id': '84cb733a-3814-4fb0-9f73-5fd40a894a3c', 'route': ['p3', 'e12', 'i4', 'x5', 'p1', 'c4']}
1769756567.1421044,SENT,f661f572-d656-47e5-9446-4e133a8a2ce9,81c0ad33-2980-42c6-97d9-5b7967f6cbd0,c4,c3,3392,?,p1,
1769756567.1422553,CREATED,f06b0328-ffbf-4a9a-83be-f3d5ab360eac,2bdf6b0b-4a04-4f37-bfae-145c357989e2,c4,c3,27,?,?,surb={'id': '60de7c7e-b634-4ed1-9730-c7d83ea1221b', 'route': ['p3', 'e6', 'i2', 'x11', 'p1', 'c4']}
1769756567.2255747,SENT,6e71a418-2bde-48ef-8735-7df8686d3d5e,4adf5b72-de7b-40eb-aafc-e241a1aefa7e,c4,c3,3359,?,p1,
1769756567.225724,CREATED,1e582d7c-cc5e-465e-9478-87671f5ad599,6e3a3004-eb32-4079-b42f-1b85badcaeed,c4,c3,27,?,?,surb={'id': 'f867e468-4aad-4fee-b2c2-0be2e317628b', 'route': ['p3', 'e10', 'i6', 'x2', 'p1', 'c4']}
