timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769756614.8843043,SENT,4817a60b-d2bc-4016-8644-33dbf73c46b1,8a450843-93cc-48ad-84f8-2bac7d80431b,c2,c1,3371,?,p2,
1769756614.8843608,CREATED,16fa9f87-9352-4cbf-a60a-b70d4448e6f5,3e4a2c07-8958-49b6-b950-b37be8ab8d4e,c2,c1,27,?,?,surb={'id': '1b947f8b-b398-4fdd-bc7f-9cb60f20c360', 'route': ['p1', 'e5', 'i11', 'x4', 'p2', 'c2']}
1769756614.9620526,RECEIVED,b52d03de-44d6-42de-ad8b-811a92541451,ccc60e40-7c60-4c81-be48-75eaad1ac260,c5,c2,27,p2,?,surb={'id': '02d47f3d-8a2b-4c8b-8c2d-c45f2d7757d3', 'route': ['p2', 'e8', 'i7', 'x4', 'p2', 'c5']}
1769756615.1866074,RECEIVED,846ed1fe-4c7f-4ff9-bf57-683725f8b0ec,e2beec46-1387-4715-a823-d448a73ae38b,c5,c2,27,p2,?,surb={'id': '394bf308-cac9-40df-ac76-6f08f5160f55', 'route': ['p2', 'e11', 'i7', 'x6', 'p2', 'c5']}
1769756615.6210203,RECEIVED,e76b6341-9365-4f5f-950d-25f522bf5e03,486f6c51-5978-4a8d-a78c-c1f6ad8bf9eb,c5,c2,27,p2,?,surb={'id': '961c1d5a-fe87-4aa9-b8c7-5e8a437f7b5c', 'route': ['p2', 'e2', 'i12', 'x3', 'p2', 'c5']}
1769756615.8142529,RECEIVED,b4fdee17-7841-4f21-80f9-33e2e6b17320,166ae594-2abb-4dde-88a7-d03d4f6d76e2,c5,c2,27,p2,?,surb={'id': '0dc74406-f264-4f1f-bed9-2e24bebe607e', 'route': ['p2', 'e5', 'i7', 'x12', 'p2', 'c5']}
1769756616.1183803,SENT,09bc14a6-f0a8-41bf-96f1-bc58ca2eac77,cce55050-c41d-41a1-b26b-2c7f5497e7b8,c2,c1,3396,?,p2,
1769756616.1185257,CREATED,7ee4ccd8-f672-44ee-8a44-eb4e03d0ab31,adacf680-73ad-405b-a186-cd8507f9821b,c2,c1,27,?,?,surb={'id': '5e514015-5442-488b-bef7-10464746ac42', 'route': ['p1', 'e6', 'i8', 'x7', 'p2', 'c2']}
1769756616.2196784,RECEIVED,d207177b-cdde-4a35-8724-cfad8acab2d2,cc22bb40-bfc0-4da1-a85f-6793f8881161,c5,c2,27,p2,?,surb={'id': '81fe41ce-b1ae-48a9-b607-1ffcc4f5a76b', 'route': ['p2', 'e2', 'i3', 'x8', 'p2', 'c5']}
1769756616.269771,RECEIVED,91af6223-6f1b-465e-b99c-694619c30270,5ebf06f0-158b-4f6d-91e2-a215a3684c7e,c5,c2,27,p2,?,surb={'id': '657b5f8e-fb33-4e80-b26c-67258107e27d', 'route': ['p2', 'e10', 'i8', 'x11', 'p2', 'c5']}
1769756616.3268783,RECEIVED,02efc16e-f2ce-4688-a8b6-f34dbca2dbb3,19133ac7-bdea-4683-a29d-ad1251e02a03,c5,c2,27,p2,?,surb={'id': '5c42d09e-faea-4c36-8b22-69a36558de1c', 'route': ['p2', 'e1', 'i4', 'x6', 'p2', 'c5']}
1769756616.4120805,RECEIVED,a873c3a5-5c6e-4879-879f-da71b28851e5,aaeaf146-19ca-411d-9b10-25ca739a07e9,c5,c2,27,p2,?,surb={'id': '1eae96ea-7c52-4d04-a985-c179e05acfad', 'route': ['p2', 'e6', 'i7', 'x12', 'p2', 'c5']}
1769756616.509627,RECEIVED,006f4978-9b41-4ff2-b2b0-23d0db65c64c,50756b17-e805-49de-817a-13c0d346ff41,c5,c2,27,p2,?,surb={'id': '307502c3-e5ca-4255-b973-2e2c58cc5f9c', 'route': ['p2', 'e3', 'i11', 'x2', 'p2', 'c5']}
1769756616.5436676,RECEIVED,6223f100-c6da-4607-b25a-85a116110d82,664243fa-9ffc-4776-921a-1694024109db,c5,c2,27,p2,?,surb={'id': '76a65430-13e3-43e2-9c7f-43b5cf661d5b', 'route': ['p2', 'e10', 'i12', 'x1', 'p2', 'c5']}
1769756616.5934465,RECEIVED,d25c28a5-a4ac-4f20-a477-14ea302f992b,0882c7c4-4de4-4adf-9f64-d69a1079b7c2,c5,c2,27,p2,?,surb={'id': '5a951bfe-c41a-4555-8d4c-df950ab63b8c', 'route': ['p2', 'e1', 'i3', 'x8', 'p2', 'c5']}
1769756616.642411,RECEIVED,6bb18ddc-11a1-45fb-8e8e-873b2ce44950,128ea310-760e-46c4-b583-1801d74ca587,c5,c2,27,p2,?,surb={'id': '7381751e-180b-48ee-9ea7-90a75a26de0f', 'route': ['p2', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769756616.9284244,SENT,ed1f89a6-cac0-4dbd-aa54-4eb1635a797e,7a1a259d-d0b3-4278-8191-83d0ea7d4816,c2,c1,3400,?,p2,
1769756616.9285321,CREATED,3dc815f5-80e6-43d8-ad6b-36302c1387dc,4374d8a6-367a-4079-ada6-a15dd44f1bd5,c2,c1,27,?,?,surb={'id': '46fe7b60-3549-415b-892d-656665fe9c5a', 'route': ['p1', 'e3', 'i3', 'x4', 'p2', 'c2']}
1769756616.9467332,RECEIVED,42914e0c-9572-4810-9476-aaec35918ecd,3761ad07-1bf9-4771-8553-193ff15edd1f,c5,c2,27,p2,?,surb={'id': '77523430-2992-4aa1-b614-739a9207a0a9', 'route': ['p2', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769756616.99909,SENT,4c576368-ca8d-4182-847f-9145d220e495,64bfc19c-a41c-4eaa-abce-686d096e3330,c2,c1,3383,?,p2,
1769756616.9992354,CREATED,0bb2a7e9-f6dd-48c2-b156-80ce79e4333c,d0145798-3ceb-47c8-8d95-2f08b1dc9676,c2,c1,26,?,?,surb={'id': '8922871d-e055-4fae-ae7b-34ab05747939', 'route': ['p1', 'e11', 'i2', 'x4', 'p2', 'c2']}
1769756617.0543864,RECEIVED,bb8ab247-4522-4cdf-b380-d8c8e5c23ab9,2f8fb267-bc45-4798-821e-b7fc04c8b1e1,c5,c2,27,p2,?,surb={'id': 'a45f22b3-85ec-47bf-891a-9d64230fa940', 'route': ['p2', 'e12', 'i6', 'x6', 'p2', 'c5']}
1769756617.17477,RECEIVED,442756be-09a9-4cbf-adad-9b64736f83cb,640486ae-7d2e-4a80-952d-7fab5c8609cb,c5,c2,27,p2,?,surb={'id': 'a9ad9093-0546-427b-8854-283213c013a3', 'route': ['p2', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769756617.1856287,SENT,ff12925c-1f18-4f3c-90ec-05a798140e29,7e4f1b95-f89f-4f20-aa1c-c6e91edd090c,c2,c1,3367,?,p2,
1769756617.1857002,CREATED,589d16e3-c6f2-4c79-8e76-976a26729387,772941d2-7b5d-4e99-ba9b-eecd19341d2d,c2,c1,27,?,?,surb={'id': '8138a785-05d6-4473-ae75-7ccc5641908d', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c2']}
1769756617.2774591,RECEIVED,25d611fb-8da1-4434-b0ac-94dbcfd10ce8,c3d7082f-7dd1-4593-b365-c32fe44eace2,c5,c2,27,p2,?,surb={'id': '3b3ffe0f-d4a9-4e71-88fe-2f2ea43919c4', 'route': ['p2', 'e12', 'i5', 'x2', 'p2', 'c5']}
1769756617.458318,RECEIVED,1bd783dd-1afc-436f-8911-055cac8a858c,99b2e081-6a96-4a5e-8517-fc19c2d5be2a,c5,c2,27,p2,?,surb={'id': '5249791a-6f50-4242-b5bc-5939cadd7c82', 'route': ['p2', 'e5', 'i3', 'x8', 'p2', 'c5']}
1769756617.539829,RECEIVED,e39a6315-8e65-4ff2-a5f5-bb195adddef9,021f70c1-2e00-4319-b5ad-b2151f511d31,c5,c2,27,p2,?,surb={'id': '2ab9363d-d3c1-4bb0-844e-832ad4351013', 'route': ['p2', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769756617.593812,SENT,9fea4204-ce52-4324-af51-93e08eb08655,947b7fec-a11b-43de-ba60-d793a6a2cc2b,c2,c1,3400,?,p2,
1769756617.5939178,CREATED,bec5791d-0335-4b9f-a2e2-f57784ef6893,9d6f228e-162d-4be1-ab8f-87a57f8eba85,c2,c1,27,?,?,surb={'id': '4158ad7f-1733-4e21-9a8f-ca301ee8b1f4', 'route': ['p1', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769756617.602286,SENT,c37a2224-1444-479c-909a-31575413708b,9b31db6c-1937-4f2c-a550-79200f1bec75,c2,c1,3357,?,p2,
1769756617.6023965,CREATED,fd11397a-2173-4e38-8b3b-ba9128c9c65a,24124b8f-5aad-4124-b401-5f800774c09d,c2,c1,27,?,?,surb={'id': 'aad6c230-4d7f-464a-a260-e2901040a662', 'route': ['p1', 'e11', 'i3', 'x6', 'p2', 'c2']}
1769756617.898391,RECEIVED,a1016080-3fc4-43a6-9e3e-a1e505f0f901,ce41898d-1ecc-4490-b089-4f62631fb2dd,c5,c2,26,p2,?,surb={'id': '531e9db2-1b8d-476f-931b-51df4a5a88ba', 'route': ['p2', 'e10', 'i3', 'x6', 'p2', 'c5']}
1769756617.9256394,RECEIVED,b6bf0aa3-46bd-48c9-b48b-b44a8f039b3d,a8e32735-5466-4b94-958b-7f3e269de5c4,c5,c2,27,p2,?,surb={'id': '0e683767-011f-435a-928f-04c8a289ec45', 'route': ['p2', 'e7', 'i9', 'x8', 'p2', 'c5']}
1769756617.9936726,SENT,cda97a9d-1aac-478b-85d5-9832929db90e,8c433ab8-c604-45c6-81f9-4c865088d3f4,c2,c1,3389,?,p2,
1769756617.9937818,CREATED,5470f7bd-331c-4efe-8218-6de70a3e74c9,21a8895f-53e9-4d3d-b2b3-cba607cccf9f,c2,c1,27,?,?,surb={'id': '43139f4a-77f5-4351-89c3-2f7080a26662', 'route': ['p1', 'e12', 'i2', 'x11', 'p2', 'c2']}
1769756618.09222,RECEIVED,dffc4860-a7c9-4b00-b06d-0b7d84ee7fbd,d21bdde3-b249-43f1-a38b-43b8d2daf717,c5,c2,27,p2,?,surb={'id': 'cf6f0fcf-4b5e-404f-b432-91ba435bb74a', 'route': ['p2', 'e7', 'i4', 'x11', 'p2', 'c5']}
1769756618.3448792,RECEIVED,3c856ede-8ec7-4537-a794-8f8ef7a71d6c,88e35436-981c-442d-bc82-2b1c5a3f41d6,c5,c2,27,p2,?,surb={'id': '222b7ed7-bf71-4189-82cb-bd22abd958d7', 'route': ['p2', 'e7', 'i8', 'x4', 'p2', 'c5']}
1769756618.4793854,RECEIVED,485456c8-8088-4049-9031-165606ea9243,0b5d7ae0-1492-42a0-b0a0-03d5ce011633,c5,c2,27,p2,?,surb={'id': '0839e404-c622-48f5-a99d-78638c97d9a1', 'route': ['p2', 'e6', 'i12', 'x7', 'p2', 'c5']}
1769756618.797956,SENT,a1c98292-d86a-4c8b-9056-a84a7b6ebf5b,5cdc6c00-6cff-4f71-96eb-9b575e098aa8,c2,c1,3366,?,p2,
1769756618.7980347,CREATED,a0809682-518b-4fd3-b13f-dafa4cf7472a,2bf75685-487e-4403-a6c3-954b5c50ae6e,c2,c1,26,?,?,surb={'id': '1ffe2492-b7e7-4e81-82ee-62285fc04c89', 'route': ['p1', 'e6', 'i9', 'x7', 'p2', 'c2']}
1769756619.432936,SENT,31f7c714-6f38-4d2a-b666-719f05260382,a260eea1-4e77-4b91-a000-ba66ab003a7c,c2,c1,3389,?,p2,
1769756619.433121,CREATED,2e66c5ad-110c-4cee-9561-11a36d534fa2,4ca11b75-f11c-4dcc-a8a7-d161b105452d,c2,c1,27,?,?,surb={'id': 'c7d6f156-7bd3-49b4-b0b0-91228469069f', 'route': ['p1', 'e12', 'i6', 'x11', 'p2', 'c2']}
1769756619.6414838,RECEIVED,7fa1b4e3-3dbc-4f50-8650-2c3c5215e0f8,dc6c99ef-d414-4aab-9df0-3eed9daf1af8,c5,c2,27,p2,?,surb={'id': '320e7b7d-4a36-48c8-bd3f-bcf0c2c034d1', 'route': ['p2', 'e11', 'i6', 'x8', 'p2', 'c5']}
1769756619.7380009,SENT,9d617810-6c41-41ce-9a80-4be585daa381,6a37ea98-6e50-46be-aa85-08077af2f1d7,c2,c1,3380,?,p2,
1769756619.7380755,CREATED,6c461dd5-f299-4080-b8a8-2bc15d893457,949282d2-d880-47ab-89e2-8c4747535ec7,c2,c1,27,?,?,surb={'id': '918366bd-39ed-4fad-9ab4-65a49198f266', 'route': ['p1', 'e9', 'i1', 'x12', 'p2', 'c2']}
1769756619.9690332,RECEIVED,aa8c7559-ec1d-4d26-aa2d-d1ff3dabb01d,8ab279e9-b0dd-46a9-96fb-7285c7e265b7,c5,c2,27,p2,?,surb={'id': '408b0da2-44c9-4ff2-a66a-fd4daf9a657c', 'route': ['p2', 'e10', 'i5', 'x1', 'p2', 'c5']}
1769756620.4207168,RECEIVED,8cc48d9a-d69c-4a8c-9411-136fecabf9d2,2a78318a-0076-43af-b9b2-34fad0e33e90,c5,c2,27,p2,?,surb={'id': 'eaef0e9c-aba0-4c1d-8563-426205417f4c', 'route': ['p2', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769756620.4324005,SENT,ad9553e8-21db-401b-8235-ab095334e4da,272d63e6-09c6-438e-a788-6bafc0200b03,c2,c1,3383,?,p2,
1769756620.432472,CREATED,9ecb9c86-f68f-408f-8db3-21b6108b6675,36deeb21-e37d-4589-9701-a9060f4acf80,c2,c1,26,?,?,surb={'id': '15e67df0-6beb-479e-a505-95f828fcd4db', 'route': ['p1', 'e2', 'i11', 'x9', 'p2', 'c2']}
1769756620.527241,RECEIVED,39fbb142-8531-46d6-9947-06d9fa3ec428,149ecf85-f63a-4cfe-b03f-9e93419e7d63,c5,c2,27,p2,?,surb={'id': '00675f02-acec-41a5-8022-32fd1543e47b', 'route': ['p2', 'e10', 'i6', 'x2', 'p2', 'c5']}
1769756620.538344,SENT,2dd5cb12-f946-49b5-8708-4d5b5646b63a,faa3a4c7-78ce-4984-addb-37ba9ff097a0,c2,c1,3359,?,p2,
1769756620.5384138,CREATED,a0752491-8d39-4d3b-b736-ee87fc082ca2,9b9e1d09-89b6-4160-9c7d-fea63f948f69,c2,c1,27,?,?,surb={'id': '315f981c-8c9d-47c6-b243-1ced97a4b897', 'route': ['p1', 'e4', 'i4', 'x3', 'p2', 'c2']}
1769756620.7700255,SENT,1282a66f-af17-47df-8eb1-d53274197fb7,edab06ba-994e-44ca-826f-d34c13c9457e,c2,c1,3382,?,p2,
1769756620.7704995,CREATED,ff5f6daa-8c8f-42df-9ff5-4d2badf572a7,313e3a98-febb-489a-a220-f7e87a08be9a,c2,c1,27,?,?,surb={'id': '6a1cbafe-d6c7-4b09-8e47-28391d456bdf', 'route': ['p1', 'e3', 'i5', 'x10', 'p2', 'c2']}
1769756620.8717978,SENT,c34e4664-cfe2-4172-a4e5-431f929239f9,755fbabd-6030-466f-9c3c-b55f4d05187f,c2,c1,3359,?,p2,
1769756620.8718686,CREATED,75b78fda-97a4-43b3-a538-8039f4841ac4,4a4b43e2-6c2a-432b-8cf0-6193e12cd0a2,c2,c1,27,?,?,surb={'id': 'de1e45e3-26a0-42b8-a702-2fd64dd9c981', 'route': ['p1', 'e4', 'i5', 'x2', 'p2', 'c2']}
1769756620.9037144,SENT,b16e0268-b09d-4ec4-a9c4-f6130f14f3df,5813cc64-9a70-4e17-858a-559b45942607,c2,c1,3389,?,p2,
1769756620.9037852,CREATED,d0885438-ff28-485d-93ed-77d626da13f9,37b80601-06da-499d-b874-a00e936f6909,c2,c1,27,?,?,surb={'id': '36ad55dc-844d-4bbc-b46a-54cdd692ac71', 'route': ['p1', 'e11', 'i11', 'x5', 'p2', 'c2']}
1769756620.9457011,RECEIVED,2e878198-b7b7-4c0c-a229-4abea29ada82,ff37d593-391b-4cbd-a1ca-58f63eb4f5bb,c5,c2,27,p2,?,surb={'id': '5108106c-906f-455c-a503-3e4ac0fd27a0', 'route': ['p2', 'e12', 'i10', 'x5', 'p2', 'c5']}
1769756621.6614127,SENT,81a74b39-d6c8-4264-86dd-d0f974a10354,a6fe14f9-9f18-4862-902e-aa384fbd7af5,c2,c1,3386,?,p2,
1769756621.6615043,CREATED,072921cf-a55d-43a8-836c-21c4d9c49f62,99128a41-710b-44df-ab66-dfbb1e812d58,c2,c1,27,?,?,surb={'id': '121ec36c-e8a9-4ad2-a769-a8b2320a572e', 'route': ['p1', 'e3', 'i5', 'x9', 'p2', 'c2']}
1769756621.7149518,RECEIVED,61188546-338c-4a24-8f32-786be26c5408,84b67d33-56d4-4d29-8c61-67b4c059cdc1,c5,c2,27,p2,?,surb={'id': '452452a1-dacc-497c-8328-4aa0e25325e6', 'route': ['p2', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769756621.874398,SENT,ea2e4fb1-4be4-47fa-9e63-e90bee5c77dc,5905f779-f7e6-49bd-8a5f-3a6a021a6081,c2,c1,3405,?,p2,
1769756621.8744917,CREATED,f6529b4b-6be5-4f0d-8bdd-c062e5936318,3f252a2b-1bd6-40cf-bf7f-88389a156e0a,c2,c1,27,?,?,surb={'id': 'b801850a-40cd-4da2-9327-e9407f97f63a', 'route': ['p1', 'e12', 'i10', 'x8', 'p2', 'c2']}
1769756622.1253028,SENT,c1015004-d2e8-44ce-bed8-31ef854ba07f,33e3aec8-cb37-42ef-836d-719255a75380,c2,c1,3376,?,p2,
1769756622.1253958,CREATED,e9d77d90-ba54-4632-b929-2d505cfeaf9c,eee60d52-f0e3-45db-95dd-0836853b524d,c2,c1,27,?,?,surb={'id': '8b0c95a5-e5ad-4cde-9456-64c2d37885f9', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c2']}
1769756622.3052633,SENT,8da3960c-9800-4641-9837-8c289cb50d81,4ff3f0ad-13ab-4166-a8a6-a8b7cc6b550e,c2,c1,3386,?,p2,
1769756622.305356,CREATED,e1d9903a-d6c8-450c-b45b-edb59052263e,d99f926b-3b09-448a-81b7-4d9bcac23cea,c2,c1,27,?,?,surb={'id': '193ea0a6-507d-4313-a095-a5a9e383a11f', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769756622.5106657,RECEIVED,7da71627-83b6-4fc4-93a3-f0496354c76a,cb92f603-d689-468d-aabd-7d51d0fa9d4c,c5,c2,27,p2,?,surb={'id': 'cb2dc410-81eb-4746-ba72-11e7c22e8af7', 'route': ['p2', 'e5', 'i8', 'x12', 'p2', 'c5']}
1769756622.876724,SENT,7597909b-8fd8-4f8c-b7af-ba7b60095bb4,1833bdf9-ba60-415f-9900-16066255ddae,c2,c1,3399,?,p2,
1769756622.8768046,CREATED,9c867477-148f-41e3-bcf1-948b12707e55,1716149d-f7b8-4fef-812a-9454ea39f621,c2,c1,27,?,?,surb={'id': '26afc81e-a3f5-4ee8-91be-7ce67092a172', 'route': ['p1', 'e8', 'i12', 'x12', 'p2', 'c2']}
1769756623.0455317,RECEIVED,249171e7-48a9-4485-827a-10f6264b569d,18a43af5-697b-45a9-bb37-c97a33d49234,c5,c2,27,p2,?,surb={'id': 'c90c4f44-5014-4f3b-8ff0-203bf1607e65', 'route': ['p2', 'e10', 'i11', 'x7', 'p2', 'c5']}
1769756623.3775783,SENT,66c3b5d2-339f-4353-bade-b37a8222dcf2,aafc9eac-82c2-4397-9ba8-ceab43832465,c2,c1,3371,?,p2,
1769756623.3776975,CREATED,acbc6a36-4fcd-4794-94ad-f1d6d58f3a5b,3a57b420-2eee-43f8-afd0-ff89cf8e378a,c2,c1,27,?,?,surb={'id': '61d601bd-566e-4baa-981f-56a1d1d0715f', 'route': ['p1', 'e9', 'i5', 'x3', 'p2', 'c2']}
1769756624.188132,SENT,099b106b-0a4a-4bff-8d24-a7712cdbd026,3cb22479-c8c7-4229-ae7a-e34508e87077,c2,c1,3383,?,p2,
1769756624.188252,CREATED,3908f023-deea-41ed-93d5-8d636d029dca,34f54e91-1372-4b9a-aaa3-34fea34b03d8,c2,c1,27,?,?,surb={'id': '693ba0d6-cb64-4616-9039-b1b29279777f', 'route': ['p1', 'e8', 'i6', 'x4', 'p2', 'c2']}
1769756624.208057,SENT,334938dd-3694-42da-966e-96a03624e95b,68412fc5-9f2a-4b6e-9c4b-7c1bcfea63c3,c2,c1,3379,?,p2,
1769756624.2081788,CREATED,02c13da5-7688-4fa0-b518-0260172aa2e6,e6ad7da9-0b6b-470f-88e0-6e9f52f29228,c2,c1,27,?,?,surb={'id': '675c53be-b8ae-4dc3-9116-a9717d478e95', 'route': ['p1', 'e4', 'i1', 'x6', 'p2', 'c2']}
1769756624.3124237,SENT,4d0a88dc-2083-425a-8094-bd7af795475b,ab07dbb5-8fa1-4b15-90d3-6262a8b0e05c,c2,c1,3392,?,p2,
1769756624.3125417,CREATED,cfe92523-4f19-417f-b343-d68b21a8d5d2,089e87e9-09bf-45d3-8107-60a23fdf759e,c2,c1,27,?,?,surb={'id': '2087dd5c-3e01-4c98-8de0-0582e2030f26', 'route': ['p1', 'e2', 'i10', 'x4', 'p2', 'c2']}
1769756624.5184348,SENT,63274395-5679-4015-8044-9c7c0ae4dca4,839e8279-e153-47c4-9ab7-0ba98f70e9ed,c2,c1,3375,?,p2,
1769756624.518557,CREATED,cadf1096-f1a2-43b7-9886-1594ea322cd3,f1d43faa-ec72-4dde-a47a-fb581f8a0470,c2,c1,26,?,?,surb={'id': 'd7457e2e-b821-4215-99dc-dd3ace875fcd', 'route': ['p1', 'e12', 'i10', 'x2', 'p2', 'c2']}
1769756624.5708761,SENT,172ccc2d-baf0-45da-846c-302c62bf2bea,5d8469ff-6224-47ea-bba9-44ed17e5d5a7,c2,c1,3386,?,p2,
1769756624.5709956,CREATED,c061b917-3163-48d3-86a9-bef5c4b6ee81,1c8d42ae-1aaf-4d48-990a-e499501caa18,c2,c1,26,?,?,surb={'id': '8d3cf346-5450-4caf-ba63-bb36ab8142e0', 'route': ['p1', 'e7', 'i5', 'x2', 'p2', 'c2']}
1769756624.6727724,SENT,170681ec-b31f-447f-81fd-5a4dd11cc3f4,65aa2964-dbea-43b6-a44c-346b1f15ed0c,c2,c1,3363,?,p2,
1769756624.6728554,CREATED,e471c7d5-f9f1-4103-ae06-03c783b35a0a,4a51b7c2-175c-4133-a624-08f20d4186fe,c2,c1,27,?,?,surb={'id': '11fd9631-9205-443c-a62c-ea7b2793d39b', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769756624.732431,RECEIVED,16da8514-b177-498f-ad31-33e24f8a9641,d595965e-7124-4d4c-9840-b5a35c47dc17,c5,c2,26,p2,?,surb={'id': '47fa166f-362d-4d5b-b343-2abf47841d67', 'route': ['p2', 'e11', 'i10', 'x9', 'p2', 'c5']}
1769756624.7956567,RECEIVED,cb73b567-bf41-4b2a-adce-8413556594b9,5b4e2ad2-681e-44dd-98e5-d298345b5e60,c5,c2,27,p2,?,surb={'id': 'aa4aff27-a8e2-4770-bf31-0ec6e06dd97a', 'route': ['p2', 'e3', 'i3', 'x5', 'p2', 'c5']}
1769756625.2226279,RECEIVED,987d3997-b148-4094-80de-44a18be8aa13,8ba30651-c145-401b-876a-84d8a4ff31f8,c5,c2,26,p2,?,surb={'id': 'e0577c6b-b282-45f1-8b87-57d55d00d22e', 'route': ['p2', 'e6', 'i9', 'x5', 'p2', 'c5']}
1769756625.3088748,SENT,20874ae8-db1c-4d38-b8bb-e8edbe0c7171,55044043-79fc-45a0-900c-fb653c9d1125,c2,c1,3375,?,p2,
1769756625.308938,CREATED,744b7a99-4ef0-490a-a5f4-38212ad90164,e3b9d7f0-d8c0-40c2-a1c6-aecd758f46bd,c2,c1,26,?,?,surb={'id': 'a1eb5791-a8ba-49b4-8a23-52f50a5fd008', 'route': ['p1', 'e4', 'i8', 'x10', 'p2', 'c2']}
1769756625.3656406,SENT,8254434c-dc8d-406e-bd27-f7092ead07b4,ad4c2234-91e0-476f-b7e9-d42f01f52735,c2,c1,3372,?,p2,
1769756625.365694,CREATED,0a3d9be2-9af9-4eb1-8388-5983bc7e5d1e,d5241e17-3530-40c6-80f8-b3c7c638b1f6,c2,c1,27,?,?,surb={'id': '366270df-620c-4e65-a0e9-1c277c536a11', 'route': ['p1', 'e3', 'i3', 'x12', 'p2', 'c2']}
1769756625.4822104,RECEIVED,9a5609c0-8ee6-4f63-86cf-51c08bad7a81,c38104e5-b5d8-4a4f-a43d-63f963f550a8,c5,c2,27,p2,?,surb={'id': 'def00d4e-c32e-4eeb-a2c5-218382724733', 'route': ['p2', 'e7', 'i9', 'x8', 'p2', 'c5']}
1769756625.4870596,SENT,c7867b80-ae18-4d99-890c-acd8d835b167,b81f71cb-0985-4440-8d67-7d6113c4ab92,c2,c1,3392,?,p2,
1769756625.487132,CREATED,c0a93958-1389-4f82-902a-c52c3e123c7a,eee0092f-f6de-470b-bff9-c8683a87c68e,c2,c1,27,?,?,surb={'id': 'e5b13c1d-629e-472c-ad07-3e50b1436ea7', 'route': ['p1', 'e11', 'i7', 'x5', 'p2', 'c2']}
1769756625.5468025,RECEIVED,303ef65f-7c7e-4ada-bf1a-e39c6d5c5f5f,402b5e87-6c53-4759-af12-bff5fcd8a3b1,c5,c2,26,p2,?,surb={'id': '850763e6-03bb-4890-a3d7-23c06f19e2c5', 'route': ['p2', 'e4', 'i1', 'x5', 'p2', 'c5']}
1769756625.6622503,RECEIVED,6b6ef8f2-5d3f-487f-b12c-6a0a2c809d7b,491009c4-20f0-41c8-8888-5292ec49a575,c5,c2,26,p2,?,surb={'id': '2da0cdf1-a380-44bd-ba71-a4dcd2c55e9c', 'route': ['p2', 'e1', 'i4', 'x5', 'p2', 'c5']}
1769756625.9276857,SENT,0befbe03-512d-48e1-8555-97045c322316,4a4726f2-d2f3-467a-9cd7-18b27783d13a,c2,c1,3387,?,p2,
1769756625.9277525,CREATED,f17c95a8-bf7a-4676-8a67-6fa31d3a7472,fab0a58d-517b-441f-b32f-61ba82d709cb,c2,c1,27,?,?,surb={'id': '0aa9d7af-4dd7-4686-b576-645c28198ab7', 'route': ['p1', 'e11', 'i11', 'x8', 'p2', 'c2']}
1769756626.3784726,RECEIVED,64fa12b0-5cb6-4d39-adff-5519c11b4733,d1b22bbb-7084-463a-b58b-c48c614f8484,c5,c2,27,p2,?,surb={'id': '1598a296-3b14-4868-a49f-ff5d2efc6e4d', 'route': ['p2', 'e11', 'i6', 'x3', 'p2', 'c5']}
1769756626.8159828,SENT,dd34bfad-da7f-4f03-8d65-5e9edb49710e,d0bc88e2-6db6-4602-9479-295b3d5f5fb8,c2,c1,3363,?,p2,
1769756626.817004,CREATED,4afc5319-3ee8-4bfb-a26f-93672e92ae49,c0f010fe-af46-4443-b9f3-8467c0061914,c2,c1,27,?,?,surb={'id': '23d3d65b-5931-4cc7-b69b-492d6be2571d', 'route': ['p1', 'e9', 'i7', 'x3', 'p2', 'c2']}
1769756627.0152102,RECEIVED,4a833443-9dd9-4001-b7ab-0c5d5bc4e38e,85ffd2c2-60b7-45f4-851f-d3b3fa272659,c5,c2,27,p2,?,surb={'id': '92c94cff-251c-414c-b064-e915939e21e7', 'route': ['p2', 'e8', 'i1', 'x11', 'p2', 'c5']}
1769756627.0472193,RECEIVED,318c11d7-3d2f-4a0c-bc45-970663032d83,39a6f4ad-0644-4600-b3e1-2d265d0f3c6f,c5,c2,27,p2,?,surb={'id': 'ff8ca0bb-5def-4157-8118-cbdc636bac63', 'route': ['p2', 'e2', 'i10', 'x9', 'p2', 'c5']}
1769756627.1848583,SENT,bffdab4a-b322-4555-a5ef-7ba490a966c1,e9adb730-8789-4a7f-9ada-8b8d8d796be7,c2,c1,3360,?,p2,
