timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769756866.6474476,RECEIVED,91afb873-2895-486f-af90-64deb08ed9d4,5ee57f99-7730-4e80-ba5c-aa5d534dfba1,c5,c2,27,p2,?,surb={'id': 'b38d7b06-4d01-42eb-88a1-58e40b74a468', 'route': ['p2', 'e1', 'i5', 'x10', 'p2', 'c5']}
1769756866.7322419,SENT,a5315435-c510-4af3-8d42-3f6bcd46c2f4,013ed163-aba5-488f-8683-1aec2efbdc6a,c2,c1,3376,?,p2,
1769756866.7323897,CREATED,202dc40c-5c95-4140-84ff-37ba3e698cfd,93614048-ab22-434d-9073-08327142ce40,c2,c1,27,?,?,surb={'id': 'aeecf42d-92db-48ed-b4b6-aaa1d506960f', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c2']}
1769756866.8033712,RECEIVED,e24b62a2-57c8-4c10-90a8-04dbfc62a577,e8a719c9-d715-41e2-abd4-9a784dcfe284,c5,c2,27,p2,?,surb={'id': '0648f0ac-d545-4139-8d6d-a8de2b85e8c6', 'route': ['p2', 'e9', 'i8', 'x9', 'p2', 'c5']}
1769756867.029546,SENT,5e776eb1-12ac-447f-8ac8-1f2521cc5283,02b70888-8987-4429-95c0-b1cd47d1102f,c2,c1,3383,?,p2,
1769756867.0296214,CREATED,04644ef9-bd9a-44c5-bd17-1357bce222fe,6228ddae-a6d8-495c-8ac7-0fcc7be3dd21,c2,c1,27,?,?,surb={'id': '17f1214c-d447-4da3-8e60-773722b5631e', 'route': ['p1', 'e9', 'i10', 'x5', 'p2', 'c2']}
1769756867.2158203,RECEIVED,41da80c2-c414-45d6-8309-dcf2d6011d73,d8f8b4d5-d195-405f-97ac-694ee5bbc12f,c5,c2,26,p2,?,surb={'id': '25c973a0-5aba-49b6-ad3f-a05ee5b303e4', 'route': ['p2', 'e9', 'i4', 'x1', 'p2', 'c5']}
1769756867.2787743,RECEIVED,d41ef6ef-6542-40e8-b904-730c30b988d8,ec4e84e4-e2a5-4029-afbf-9ab297451d4e,c5,c2,26,p2,?,surb={'id': 'cfe3d370-f68f-4dd9-b6c5-99177c67fcd8', 'route': ['p2', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769756867.4941015,SENT,a6c3dd9b-0e63-42ff-8a86-0bf22eaf7391,7c24e252-d40d-4dfb-843e-88de8ca78479,c2,c1,3358,?,p2,
1769756867.4942517,CREATED,086c0b60-bceb-40b1-bf64-6e52c80aabf5,83e03d5d-a5b1-41df-9285-254891637fd7,c2,c1,26,?,?,surb={'id': '0e2733e4-dfcf-4b7a-b18e-ed80da874b75', 'route': ['p1', 'e6', 'i11', 'x5', 'p2', 'c2']}
1769756867.5571039,RECEIVED,09d15100-6110-4181-ac71-ec3643f069c4,16ce0c1a-50ed-408e-9772-83cfdb26d02f,c5,c2,27,p2,?,surb={'id': 'a85fbe69-d0a3-4c75-8fb2-02aaf98074c9', 'route': ['p2', 'e5', 'i8', 'x3', 'p2', 'c5']}
1769756867.6291835,RECEIVED,ffe14517-a423-4428-9e1b-5096a3416d01,9073b6ec-9955-413c-b89d-1011762af82a,c5,c2,26,p2,?,surb={'id': 'ee37886e-1071-4fec-81cb-db0087b90d2c', 'route': ['p2', 'e9', 'i5', 'x8', 'p2', 'c5']}
1769756867.7880294,SENT,2806f078-7938-4b98-806a-fdf2d7893d7f,a7a4778a-477e-49ba-81b0-20dded51105d,c2,c1,3376,?,p2,
1769756867.788211,CREATED,9b43697a-e044-469c-a070-a86e0b4550ff,d82a1522-7cd1-449f-9bef-ec9c79c0ee1c,c2,c1,24,?,?,surb={'id': '4ad8cf12-be2b-4b59-9640-02a033ff8c3d', 'route': ['p1', 'e12', 'i6', 'x4', 'p2', 'c2']}
1769756867.8017178,SENT,e078900f-e993-448c-809c-98f890b7971e,1c42b4d0-8497-4f31-8bae-0ca85621eb73,c2,c1,3367,?,p2,
1769756867.8018694,CREATED,b8e906a3-9cbd-4755-b947-004927017e4c,b70087a0-23c5-4f99-9788-b22fe3023272,c2,c1,26,?,?,surb={'id': '8b5d39b7-262e-4926-811d-57a2b24d00a7', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c2']}
1769756868.0231764,SENT,8db410a4-b0c3-48de-823b-048c99b1998a,82660f7f-b5c7-48b8-8c1d-e83e8a83c4c1,c2,c1,3354,?,p2,
1769756868.0233035,CREATED,a82cc50e-8213-4a26-bc54-384a5e60cb4b,44a8e04f-e87e-4d34-b51e-58317dc4ca8b,c2,c1,27,?,?,surb={'id': '8de5b950-e42f-4d41-960d-0471751a9a0b', 'route': ['p1', 'e2', 'i4', 'x6', 'p2', 'c2']}
1769756868.1327221,RECEIVED,dd5157f6-3674-4e15-9b35-4e3f85390872,1207ea67-10d9-4de2-ac54-521f3290dd78,c5,c2,27,p2,?,surb={'id': '28064384-8e99-4f4e-8653-0a34d67d5750', 'route': ['p2', 'e6', 'i3', 'x12', 'p2', 'c5']}
1769756868.1912584,RECEIVED,58f15f05-69e6-4cd3-ba73-ffc84b8f9b64,557a5685-8ff5-4afb-91b5-624172537fe9,c5,c2,27,p2,?,surb={'id': '598255eb-a57f-4c5e-ab67-03a8d77fb83c', 'route': ['p2', 'e6', 'i7', 'x2', 'p2', 'c5']}
1769756868.4912264,RECEIVED,61b12a00-9cfa-42dc-9627-695a7c4efcb2,1c9734c2-caa1-4380-93f3-fd0d63abcce3,c5,c2,27,p2,?,surb={'id': '28a9b092-66d3-4d4b-b2b2-16a2faebc4b9', 'route': ['p2', 'e5', 'i10', 'x11', 'p2', 'c5']}
1769756868.6254356,SENT,4c7ca80e-69a7-4c7e-9b31-2e12fb9bc0d5,246dea3c-f54b-4b41-a94f-3439af0a7c31,c2,c1,3400,?,p2,
1769756868.6255536,CREATED,140aeb07-c432-422d-9729-8851a3f0efa9,4607a508-b4b6-4985-9cda-329bed6dd92d,c2,c1,27,?,?,surb={'id': 'fc12a33e-abf8-44da-afda-34b21646981f', 'route': ['p1', 'e2', 'i5', 'x10', 'p2', 'c2']}
1769756868.7193403,SENT,85b87d47-b8af-4c0b-8ae3-b4291533ff2a,624cd138-8657-47ea-ae93-f44057b45916,c2,c1,3383,?,p2,
1769756868.7194612,CREATED,dda71e19-3dc9-4a6d-8b7d-95687e9ba5c1,cd35f79b-dba6-4297-ae7a-681bf80fc794,c2,c1,27,?,?,surb={'id': '0da9c842-b24e-42db-a7e7-0d1d3bab3076', 'route': ['p1', 'e6', 'i7', 'x12', 'p2', 'c2']}
1769756868.8039684,SENT,cc427add-36e5-4146-8304-6ff045f472d8,25e24415-928c-4002-b125-79941e9e8737,c2,c1,3399,?,p2,
1769756868.804144,CREATED,1c7183ee-667c-4d10-bef2-5e808a8ab9d8,cb8315e2-fbf7-4237-872d-c6990e2a984c,c2,c1,27,?,?,surb={'id': 'b4996ac5-94e5-4122-aa2b-7f1d209a116b', 'route': ['p1', 'e10', 'i12', 'x12', 'p2', 'c2']}
1769756869.3429043,SENT,58452a45-b373-445b-bd59-deae0cd5b823,b18d5209-160d-457c-8ed3-a486bc8805aa,c2,c1,3397,?,p2,
1769756869.3429976,CREATED,412694f2-40c8-4335-b0ea-17d44ed5f479,976c76ff-3693-4aeb-9ecf-bb83ac93bf8e,c2,c1,27,?,?,surb={'id': '520f7a5b-1550-48c9-a2b5-f67613ca918b', 'route': ['p1', 'e1', 'i5', 'x10', 'p2', 'c2']}
1769756869.4882653,SENT,0ecf6543-4a81-4152-afb2-93f0b868a9e1,5f65ad4e-fa22-4c14-a8da-e0f520d1ab5b,c2,c1,3392,?,p2,
1769756869.4883595,CREATED,232794f9-d110-401d-9489-74977f65581b,8e52ccae-1bcf-462c-b177-785ecc1ee5bb,c2,c1,27,?,?,surb={'id': '6a909c94-2875-453c-ab8f-3b57c7b15cee', 'route': ['p1', 'e11', 'i5', 'x12', 'p2', 'c2']}
1769756869.5063589,RECEIVED,f77ce30e-51d5-4d96-a4a0-1c861ad569ad,e7035ba7-dd87-4a48-b9ca-2a6d1a515d6b,c5,c2,27,p2,?,surb={'id': 'cd3a3283-1e9a-4b67-913e-2e6db3c0a706', 'route': ['p2', 'e1', 'i10', 'x8', 'p2', 'c5']}
1769756869.7726884,RECEIVED,f1518240-556e-4d92-b603-896a274f02ab,5b667fc5-5699-44fb-9c9e-09ac82ec8d8b,c5,c2,27,p2,?,surb={'id': '81baff98-abce-4b91-8b15-e0f88fb4907f', 'route': ['p2', 'e3', 'i11', 'x2', 'p2', 'c5']}
1769756870.0419796,SENT,86bb2690-adae-44cb-8240-1884511d31c0,80c05678-10ec-45fc-9886-e110c9b8f8a6,c2,c1,3399,?,p2,
1769756870.0425196,CREATED,6eb6fa86-a93c-40ce-a584-76711d80ce1b,12b8ed3e-7397-4247-8658-4b3372860981,c2,c1,27,?,?,surb={'id': 'dbcbb539-2918-4180-b4a2-57956fbe9530', 'route': ['p1', 'e3', 'i9', 'x11', 'p2', 'c2']}
1769756870.183532,SENT,f4a72604-55e1-41d4-9281-602480b31132,c151a097-3bed-4557-8d87-a9bd4e04692c,c2,c1,3375,?,p2,
1769756870.183603,CREATED,a0717949-3255-4bca-9944-371004bb89e1,34aa9ae9-58c2-47a3-b005-dc0c473446f5,c2,c1,27,?,?,surb={'id': '5c6a1755-4749-46c9-ab37-cd7adeec02bb', 'route': ['p1', 'e4', 'i9', 'x6', 'p2', 'c2']}
1769756870.4171019,RECEIVED,f1451581-6d6b-483e-b2d7-5cb4cb29dd73,abf041ed-d1f0-4299-b2a2-a1acfa102fbf,c5,c2,27,p2,?,surb={'id': 'f092ab31-bb72-4398-b655-b40fc911a56e', 'route': ['p2', 'e2', 'i5', 'x7', 'p2', 'c5']}
1769756870.7095578,RECEIVED,3b003710-a730-4ef1-9314-c1be1925709c,c0288b45-148c-441d-a236-e6a993d37112,c5,c2,27,p2,?,surb={'id': 'cdecdb49-8937-42b8-85c2-e2601217fa99', 'route': ['p2', 'e9', 'i3', 'x1', 'p2', 'c5']}
1769756870.788396,SENT,ab0c7bb8-faed-40bc-a4d8-85bed3e2a07b,59d3a7c1-9af4-4142-86b5-b42c1551140c,c2,c1,3361,?,p2,
1769756870.788483,CREATED,ce505eea-ca3d-4663-9efb-11a36b74fc36,c82078f8-7d00-4c32-934e-47293e4563b9,c2,c1,26,?,?,surb={'id': 'c301c693-bed7-4666-877f-d46bf0c0ba00', 'route': ['p1', 'e11', 'i6', 'x10', 'p2', 'c2']}
1769756870.9723682,RECEIVED,b9ad6d07-ad34-4df7-be51-0972d7402a59,7861dab4-1b98-413a-9bdf-61f7965c3e9e,c5,c2,27,p2,?,surb={'id': '2d77a0e1-b872-44de-b196-20754b574b17', 'route': ['p2', 'e7', 'i10', 'x12', 'p2', 'c5']}
1769756871.5190496,RECEIVED,e8e3a049-0cd2-4fac-a18f-793f2fca2d0a,33f2c91c-9ba9-49fe-808e-90fb2d771b80,c5,c2,27,p2,?,surb={'id': '29a9072a-573e-468d-a1ce-bb70b878027c', 'route': ['p2', 'e3', 'i5', 'x11', 'p2', 'c5']}
1769756871.562359,RECEIVED,8016a29d-a774-4d1b-95a2-264ed56c769e,e00c94d8-8057-4caa-ac75-2393a87ce584,c5,c2,27,p2,?,surb={'id': '15637919-7fa8-40fb-bb1d-8d2400f72837', 'route': ['p2', 'e5', 'i2', 'x6', 'p2', 'c5']}
1769756871.7282465,RECEIVED,04b9d331-7982-49aa-8150-6b63c78a55de,d481e8a6-27f5-4d29-b291-f1bc924a2824,c5,c2,26,p2,?,surb={'id': 'ad9e924c-c3f7-46f2-bf12-3bdf0c849f3d', 'route': ['p2', 'e10', 'i2', 'x4', 'p2', 'c5']}
1769756871.7742493,RECEIVED,e47fdf75-4750-4692-801c-f024c7aa3c48,58ca9608-a394-4e97-8d55-b97166e24d03,c5,c2,27,p2,?,surb={'id': '00b54ed0-e8bf-4ef6-bfa5-673225fd2d96', 'route': ['p2', 'e1', 'i2', 'x3', 'p2', 'c5']}
1769756871.7902164,SENT,20bea8be-581a-4003-acd6-9a1046aac818,5bb96a41-8ee7-4107-895d-f780fea855ea,c2,c1,3361,?,p2,
1769756871.7903693,CREATED,08da6669-6fe1-4a42-9fef-d15dbc4c002c,ff0f9e2a-ad27-4255-a6a3-4a67c5063179,c2,c1,27,?,?,surb={'id': 'f719763d-be41-4896-81ac-ed8b263bd55f', 'route': ['p1', 'e8', 'i5', 'x5', 'p2', 'c2']}
1769756871.878176,RECEIVED,4bc079b2-f166-4493-bec8-d5ae803e5930,8ded4f98-0bdb-4013-8f70-30bbe9148a6c,c5,c2,27,p2,?,surb={'id': '008e9227-6d1c-43f0-9f20-bfa14e9ce817', 'route': ['p2', 'e9', 'i6', 'x1', 'p2', 'c5']}
1769756872.351316,SENT,02bf941a-7206-4ef3-851a-416ad2fb3919,fc7ada9d-9733-437c-93e2-2d864d42602f,c2,c1,3360,?,p2,
1769756872.3514626,CREATED,8f0b5762-792c-40b2-83ae-dbe10cdb6981,df8cfc88-2d68-46c2-b52f-13681372b2f9,c2,c1,27,?,?,surb={'id': '76c57948-4412-4b0e-babf-03ae288d6f6a', 'route': ['p1', 'e9', 'i1', 'x4', 'p2', 'c2']}
1769756872.4308302,SENT,fb7f24ae-76bb-4aa8-8542-b4f99e43af56,7783b4f1-19b1-436f-9db8-e52bfb7ee594,c2,c1,3375,?,p2,
1769756872.4309769,CREATED,760cc55f-7e7f-4b5a-bcf9-46c1fd6700fd,fd3e7a68-c8a1-4283-b7fa-32aa0f9c2995,c2,c1,27,?,?,surb={'id': 'ed5a7b7c-42c4-4250-8dec-5edb9e95922b', 'route': ['p1', 'e9', 'i9', 'x9', 'p2', 'c2']}
1769756872.6233454,SENT,04e0783c-a9e9-4d08-bfec-232d95ea71e1,50ff6c2e-b425-4346-b4f2-946ee5670727,c2,c1,3383,?,p2,
1769756872.6234922,CREATED,79098731-be3f-414d-8e73-cadcd83323cc,e6e7f79a-4a2f-4b5b-b360-39111cb58831,c2,c1,26,?,?,surb={'id': '9fab94a5-f589-40f7-a70c-7c4746a12d92', 'route': ['p1', 'e3', 'i6', 'x11', 'p2', 'c2']}
1769756872.6853545,SENT,90d0f0c1-357f-4259-be0b-099c27fbb0f2,bbed30ae-89f3-4879-a77a-e78b75ed6be4,c2,c1,3388,?,p2,
1769756872.685505,CREATED,c5d293ed-74d3-4e86-9496-d62a040b0b14,efd225b6-433c-4d0b-8a5f-a01aa66c5304,c2,c1,27,?,?,surb={'id': 'a012cca1-3e2b-4f92-b69f-6a847e22f23f', 'route': ['p1', 'e1', 'i7', 'x10', 'p2', 'c2']}
1769756873.0230272,RECEIVED,a550bfe8-fb8e-4701-b202-adfc9b165951,366d5347-552e-46b0-a990-94389693144c,c5,c2,27,p2,?,surb={'id': '2978c4d4-f100-4f3b-b02d-fce101a807aa', 'route': ['p2', 'e10', 'i9', 'x12', 'p2', 'c5']}
1769756873.074238,RECEIVED,e4cd473e-472d-4fe1-b60d-141c50f83091,025695b7-9c6d-4f37-a7ab-0058702a27d4,c5,c2,27,p2,?,surb={'id': 'b987032b-1cb9-4308-8757-5f8cd531356e', 'route': ['p2', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769756873.2358053,RECEIVED,ac231c3e-c67f-48d4-b761-16d7ee9330bc,a3b63777-a726-43ce-bef3-a8eeaaef4690,c5,c2,27,p2,?,surb={'id': '93a6d839-d393-4585-a821-a3e630163576', 'route': ['p2', 'e8', 'i8', 'x9', 'p2', 'c5']}
1769756873.5595818,RECEIVED,f659c23b-5c5f-4fdd-a9b2-3c8cf01cbe66,94d15216-e7a0-422c-9697-40129b168f19,c5,c2,27,p2,?,surb={'id': '078a78db-847d-45e1-9384-76a92a7ce4ed', 'route': ['p2', 'e3', 'i5', 'x10', 'p2', 'c5']}
1769756873.8109164,RECEIVED,ef241dd5-36df-4fa2-b991-105ae401ebbd,20b99248-fa95-427a-926c-4e0c49eabe5a,c5,c2,27,p2,?,surb={'id': 'bc80433c-6527-4555-8d75-0e7e6e5629c3', 'route': ['p2', 'e7', 'i10', 'x6', 'p2', 'c5']}
1769756873.8443186,RECEIVED,87307d08-9f03-43bf-a1e0-0fec35f3b001,ccf75b6c-1d50-4fa8-9951-4814a6d071f5,c5,c2,27,p2,?,surb={'id': '7e84930c-6e35-4555-a833-1f672d40f23b', 'route': ['p2', 'e10', 'i2', 'x8', 'p2', 'c5']}
1769756873.8658123,RECEIVED,f86a1e7d-7b2d-405e-be9e-1aa4b3c7dbac,c3840d3a-ace5-45c7-946b-40bdcbf1e4c5,c5,c2,27,p2,?,surb={'id': '2d0f092a-0cde-4600-b02a-bb92650eb874', 'route': ['p2', 'e4', 'i12', 'x11', 'p2', 'c5']}
1769756874.0152054,RECEIVED,55cb755a-5f66-453c-8a61-e060aaf4de3b,3d4d59a6-c19b-42ea-b837-45e85025929b,c5,c2,26,p2,?,surb={'id': 'b6aa2e52-16d3-41ff-b816-3f9118627c3c', 'route': ['p2', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769756874.039405,SENT,ae0ff0c6-4f52-42ba-88d6-75e8189a976a,e00aace8-0a0c-442f-927e-15589907b190,c2,c1,3393,?,p2,
1769756874.0394664,CREATED,a5063501-bcae-49b0-9396-ce3d4eb5b34d,6ddc429f-5a24-41cd-9f0e-7ba8e5ea20fe,c2,c1,27,?,?,surb={'id': 'fbd5cef7-0d14-426b-a879-b06875682b0d', 'route': ['p1', 'e6', 'i4', 'x10', 'p2', 'c2']}
1769756874.1191368,RECEIVED,f97eca27-c41e-4252-9e2a-766cb0bcd674,6deaf90d-c263-4fcc-b885-cb565ea38e50,c5,c2,27,p2,?,surb={'id': '4aa313f6-8004-4af8-9afc-e11fef8c2eaf', 'route': ['p2', 'e2', 'i1', 'x12', 'p2', 'c5']}
1769756874.5746095,RECEIVED,db5ba151-7771-408c-9c7a-16393c161ae1,96081ca0-5359-4056-8661-4bf6e9146bde,c5,c2,27,p2,?,surb={'id': 'b0c81d61-e81a-4009-8319-69a41c1c8f54', 'route': ['p2', 'e2', 'i8', 'x9', 'p2', 'c5']}
1769756875.4878457,SENT,bdfeba7a-e143-47a8-a16a-a207fbc14ba3,e4ef4a02-bd4e-424d-8215-7aa5f0f3e08e,c2,c1,3375,?,p2,
1769756875.4879928,CREATED,9f035be0-5110-4de2-b98c-ca207c6c46fa,64b059c3-84a8-44c6-a0c0-5fca152b073e,c2,c1,27,?,?,surb={'id': '0fa273c1-db3e-4ccd-bcbf-3c250c141155', 'route': ['p1', 'e9', 'i8', 'x10', 'p2', 'c2']}
1769756875.6635764,RECEIVED,6011b178-dd4e-4454-899f-8ac2db9a8e9a,c5df8682-f5e9-473f-889b-1fae33cc79cc,c5,c2,27,p2,?,surb={'id': '4dd79e6f-a905-450a-ba51-89acfc834184', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769756876.0710528,RECEIVED,9b55e5a1-69d3-4675-9f7c-46a2e9c722fa,c6962e80-5e71-4609-a016-431b8c7245b5,c5,c2,27,p2,?,surb={'id': 'd0a187d1-7676-41f8-b9a0-660e7e34522f', 'route': ['p2', 'e6', 'i4', 'x8', 'p2', 'c5']}
1769756876.1533642,SENT,e4eae226-d2ec-4b3b-89cb-85cc4fe802ef,7deab841-35aa-498f-870b-947d57864f7d,c2,c1,3367,?,p2,
1769756876.153518,CREATED,a59135b4-ef7c-4994-b73f-155ec2da8b4c,204cfb16-a412-4ec3-b401-485e05da3674,c2,c1,27,?,?,surb={'id': 'e7f8cac6-2650-4a6f-bce6-4df86317ca65', 'route': ['p1', 'e10', 'i10', 'x7', 'p2', 'c2']}
1769756876.1743603,SENT,6096f5db-6b91-474d-ab02-dc08366606f7,c4b14de4-6d99-4e75-9393-5be0188d634b,c2,c1,3388,?,p2,
1769756876.1745086,CREATED,ec47267c-c666-4795-a851-b4120ad614dd,8ddd2c64-19c8-47eb-9a9e-c38b8170dcd6,c2,c1,27,?,?,surb={'id': '98edda4b-7d52-4f43-b801-a297479f5611', 'route': ['p1', 'e6', 'i5', 'x12', 'p2', 'c2']}
1769756876.2223434,RECEIVED,002dbf63-2820-48b2-9b9a-d3a001b2bd11,39dd4d2a-c1ac-4fc2-b125-26be10d45f46,c5,c2,26,p2,?,surb={'id': '757d12ea-481e-45bd-bcbf-28c89c41f8df', 'route': ['p2', 'e10', 'i5', 'x11', 'p2', 'c5']}
1769756876.3518562,SENT,5e2b92dd-9407-41ea-8687-4fe964014a54,067f838a-e96d-47ae-b856-00ae9929a1b7,c2,c1,3399,?,p2,
1769756876.3519573,CREATED,eddd46b3-1a57-4189-a088-a22fa99d3e4f,1f051b31-1c92-4bda-986f-a4911a7334d9,c2,c1,27,?,?,surb={'id': '292fcccb-9eab-4b44-b8d8-f13bee7d5e9b', 'route': ['p1', 'e10', 'i2', 'x11', 'p2', 'c2']}
1769756876.652149,RECEIVED,20951596-13a1-4f63-bb28-dbfbdd5227a0,61f58d7d-3e58-494f-8391-ae1c13e633b1,c5,c2,27,p2,?,surb={'id': '7da14c31-f41f-4f06-974b-c43c0ce337a8', 'route': ['p2', 'e1', 'i2', 'x7', 'p2', 'c5']}
1769756876.698967,SENT,39178eb4-062b-4378-a19d-d7776e63b12f,e014bf0a-8086-4e34-b5cb-b1b9990c0dee,c2,c1,3383,?,p2,
1769756876.6991444,CREATED,66b5d3a2-1185-4071-a7a1-82eb4b4d674c,0dd64ad7-40ac-4b54-91ce-991f79792ef1,c2,c1,27,?,?,surb={'id': 'e94aea88-2d70-4c06-83b0-d66d09c0c9bc', 'route': ['p1', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769756876.8393018,SENT,c682b3e9-3ff2-46ec-9140-9b4fd50bd671,4524e9a8-9c61-4717-8ead-698abb4b59be,c2,c1,3360,?,p2,
1769756876.8393793,CREATED,33526760-62db-482e-90ea-46df4648a1c1,27102a42-81e1-4636-ad06-6950c69cba1b,c2,c1,27,?,?,surb={'id': '4d7e21a6-dd7c-4121-adac-7c1a2119fd4e', 'route': ['p1', 'e5', 'i11', 'x6', 'p2', 'c2']}
1769756876.9596496,RECEIVED,8df95d9d-056e-4624-bf9e-a07aaf2437d4,6b655fe1-2e39-47d2-9140-a7633e70ecf7,c5,c2,27,p2,?,surb={'id': '05bb4222-c050-4077-9d01-6a02158c241d', 'route': ['p2', 'e4', 'i8', 'x2', 'p2', 'c5']}
1769756877.0899694,SENT,632ab602-0412-40f3-937a-e42644536f9b,669027c0-3b60-49a6-9d33-c490db395767,c2,c1,3376,?,p2,
1769756877.0900815,CREATED,76f098db-4bba-49d1-b666-c9ccd8d286f7,bbfcb433-eb05-4d6d-a6e6-6607c039d200,c2,c1,26,?,?,surb={'id': '6e3dcd3f-a7a9-4be3-bf69-3b1a5173670d', 'route': ['p1', 'e8', 'i12', 'x5', 'p2', 'c2']}
1769756877.0945337,RECEIVED,bb7e18fc-701e-4c88-b41b-8019a4fe4711,3897d1a8-efed-4321-998e-9c7c376b466d,c5,c2,26,p2,?,surb={'id': 'ca304c83-c32b-4a25-9f04-181df17f918b', 'route': ['p2', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769756877.1509583,RECEIVED,8df92616-f939-4005-bc68-29eb7a027f42,dcbf7a42-05aa-4aa4-bb81-e996fedb15c3,c5,c2,26,p2,?,surb={'id': '0c88150a-b2ed-4ed4-b216-9cda889e32b5', 'route': ['p2', 'e8', 'i9', 'x1', 'p2', 'c5']}
1769756877.1963782,RECEIVED,867a4a3c-93d5-4bbf-b25e-3fadae55abc6,daf6a161-c3e3-4990-af0c-f18996059895,c5,c2,26,p2,?,surb={'id': '3423f897-ba8d-4bcc-bbb5-5f4574f4730c', 'route': ['p2', 'e12', 'i8', 'x1', 'p2', 'c5']}
1769756877.358869,SENT,8fa9a291-c453-401c-ab03-e7cfd194fbf1,c9d448a1-eb1b-4a0a-b916-c4781590e6e1,c2,c1,3400,?,p2,
1769756877.358973,CREATED,67cc1970-c65f-457c-a103-81538b335b75,2532c690-ac3c-4905-bcbd-1e2a8fc9597d,c2,c1,27,?,?,surb={'id': 'b69dd479-7cdd-4ce5-8756-5e378a461e71', 'route': ['p1', 'e3', 'i3', 'x12', 'p2', 'c2']}
1769756877.4289181,SENT,ccec9b85-a7a9-4bb4-a624-0c658a2ab30c,80d6d84f-23be-4f62-9261-268238196534,c2,c1,3371,?,p2,
1769756877.429012,CREATED,7ec51af4-c6d5-4de1-8a88-606d4277db42,f8ae49ba-962e-4f7b-aa6b-8c3caa43bd50,c2,c1,27,?,?,surb={'id': '9d2eb669-bd2b-4433-8679-6b44169e2564', 'route': ['p1', 'e8', 'i9', 'x12', 'p2', 'c2']}
1769756877.570626,RECEIVED,15f29c9c-f23b-4223-a65f-bde4f25c4115,33544d10-d735-425d-8878-67932868d087,c5,c2,27,p2,?,surb={'id': 'bbf33248-55f7-4786-9a45-438b8a120665', 'route': ['p2', 'e1', 'i5', 'x4', 'p2', 'c5']}
1769756877.7642622,RECEIVED,20384346-adca-48ae-98cb-157673628793,fb1688fe-4eba-4b21-b8ac-21ae4a983343,c5,c2,27,p2,?,surb={'id': '1e7078a4-bab7-4c24-9b7f-d69e8c131900', 'route': ['p2', 'e10', 'i6', 'x12', 'p2', 'c5']}
1769756877.9145472,RECEIVED,1784efd0-5317-4fcf-a8bc-4c9bcd766ff0,2b798290-b25f-4014-b323-337b360836b0,c5,c2,27,p2,?,surb={'id': '32997404-7ca6-40c5-887a-266a28b0e03e', 'route': ['p2', 'e8', 'i4', 'x11', 'p2', 'c5']}
1769756877.9747167,SENT,17479206-ff4b-4505-8f4f-b8af5fe9a5b3,08a78c56-be0f-4918-a6e8-e8d3699d800c,c2,c1,3400,?,p2,
1769756877.9748871,CREATED,796eb085-1c69-46bd-adba-aad5f0047603,fc01666f-e9da-43ba-9604-4a2a81d5b33d,c2,c1,27,?,?,surb={'id': 'b0a89a13-4b9f-496a-ae46-f7b98a082a39', 'route': ['p1', 'e11', 'i4', 'x11', 'p2', 'c2']}
1769756878.00653,RECEIVED,292fce94-d88c-423b-bf48-6fd6bceacd44,5d4f8981-f9ef-4edf-a563-2b18c99416c8,c5,c2,27,p2,?,surb={'id': '9881565a-fd07-4cb0-bc00-5d0e44801613', 'route': ['p2', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769756878.1025057,RECEIVED,c6aeac90-0a96-4657-afc1-fa56cd2e5259,b153e82e-85cd-48d1-bba9-4df80ec205a3,c5,c2,27,p2,?,surb={'id': 'cf70d550-721e-4506-bad2-91d1b5a05c24', 'route': ['p2', 'e10', 'i3', 'x5', 'p2', 'c5']}
1769756878.1518757,RECEIVED,9d2db468-1c7e-46de-a399-cf1b0d1a5ffd,efd9e73a-c006-4de2-a8ac-e4212c63b5c6,c5,c2,26,p2,?,surb={'id': 'd81c0775-2584-45ed-bf37-16321f281b3b', 'route': ['p2', 'e7', 'i5', 'x4', 'p2', 'c5']}
1769756878.1870098,RECEIVED,a90af966-7dd9-448b-82ad-415a10ecc483,89fa5494-4a47-4064-894b-bcda4b545012,c5,c2,27,p2,?,surb={'id': '09ddaf08-31b7-44c7-a636-4cbba8e27106', 'route': ['p2', 'e7', 'i1', 'x12', 'p2', 'c5']}
1769756878.2308261,SENT,7ab856e1-483d-40b6-93a6-ddf37ae152fa,1b1dfe9b-3599-4f71-ae6a-b05bc2e98caf,c2,c1,3399,?,p2,
1769756878.2309034,CREATED,fe02ceaa-45cb-4f0c-9700-864a5dfd45ee,de9fa97f-1126-4597-98de-1a2200337397,c2,c1,27,?,?,surb={'id': '9c562b2d-40f9-4df2-abb4-d010b319a753', 'route': ['p1', 'e10', 'i6', 'x9', 'p2', 'c2']}
