timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763790.7737496,SENT,23a350c8-d732-4358-92b8-b12c06c166a8,2c205a1e-7dbb-4c54-be7e-08343335bb68,c4,c3,3384,?,p1,
1769763790.7738965,CREATED,a92dad9a-0646-42fa-8cb3-0d7dc26f8a55,d6d7b202-80c1-44f7-8fd4-cdf98a44e68a,c4,c3,27,?,?,surb={'id': '78a11a2d-2802-4ee3-a0f1-87c428a3b540', 'route': ['p3', 'e12', 'i5', 'x8', 'p1', 'c4']}
1769763790.8928208,RECEIVED,a1ce81f1-8c63-4889-944b-97b5b60ba898,7703e041-69b0-439c-bddc-d559ef930c46,c2,c4,27,p1,?,surb={'id': 'e176aa54-e32e-4997-b64a-d2356b2289e7', 'route': ['p1', 'e8', 'i1', 'x9', 'p2', 'c2']}
1769763790.9839385,SENT,6da5803e-844b-4662-99e2-ee0cbde0e515,bfadb7eb-e37e-46e2-8c14-944763225687,c4,c3,3396,?,p1,
1769763790.9841182,CREATED,9720cad8-2b98-40db-9763-6868cda82caf,fa704d93-91f2-423f-9d39-78ac862c4964,c4,c3,27,?,?,surb={'id': '1377d56c-4c2c-4f11-9df6-bb3398f9d5d0', 'route': ['p3', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769763791.0157032,SENT,8d42c71b-7c95-407c-ac57-1de5ed28fde4,6e6b6720-eaa2-4661-9c0c-794a98e62eaf,c4,c3,3391,?,p1,
1769763791.0158505,CREATED,270b7f29-400e-4857-b9a2-eb2e93a80c5d,00e849f9-1d93-4398-9f61-1d7d9fca2271,c4,c3,27,?,?,surb={'id': '53fca414-0e46-47a2-9eaf-13f2eb0b20b5', 'route': ['p3', 'e11', 'i12', 'x12', 'p1', 'c4']}
1769763791.2503803,RECEIVED,04973c5e-f572-402b-ab28-43b62fe0f07a,5799b906-54bc-4040-9cf5-a07354a164ab,c3,c4,27,p1,?,surb={'id': '983ae381-e465-47b2-a753-eb53f30780fe', 'route': ['p1', 'e9', 'i3', 'x6', 'p3', 'c3']}
1769763791.2561438,RECEIVED,7fe5f155-fe43-4a53-869f-c1b8f95bba27,b3dde81d-bf45-4cdf-b3d0-6bd3d3074f7b,c2,c4,27,p1,?,surb={'id': '6ce6f7c2-ad1d-46ab-b1d5-96610ad97361', 'route': ['p1', 'e7', 'i3', 'x5', 'p2', 'c2']}
1769763791.3818834,SENT,23f6424e-4a8a-4ce8-a76f-f7d583bcf142,b7767efe-4998-43ae-b8b9-618d6ac4b162,c4,c3,3364,?,p1,
1769763791.3819559,CREATED,6cb470c6-6496-4f21-af90-d5240ce9fb9a,3447697d-f501-4a3e-891a-8e0645f2a164,c4,c3,26,?,?,surb={'id': '74602b4b-725c-4e82-86d2-cbf067685cad', 'route': ['p3', 'e7', 'i5', 'x12', 'p1', 'c4']}
1769763791.5859919,RECEIVED,ac5fe2fd-482f-4016-841e-914ef703a00c,cb3abbb3-113d-4357-b56a-0bed752094c2,c3,c4,27,p1,?,surb={'id': 'c8ebb4f0-4480-46b8-9b30-384f0e26a507', 'route': ['p1', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769763791.6242023,RECEIVED,3f3c7525-15af-424f-b28d-2c7664081b21,6fbe3398-6924-4527-86c3-00351aea963b,c3,c4,27,p1,?,surb={'id': '9c511b6e-2f43-4fa6-860a-2b74debc4019', 'route': ['p1', 'e8', 'i7', 'x12', 'p3', 'c3']}
1769763791.707964,RECEIVED,e66a8ad5-e870-40b5-8469-d335f1208d87,1c0e209f-df3e-4538-a562-58b98670f460,c3,c4,26,p1,?,surb={'id': 'c8d91aa1-18cc-46c8-bb2c-51ae6ef0ad24', 'route': ['p1', 'e4', 'i5', 'x9', 'p3', 'c3']}
1769763791.8143678,RECEIVED,c5367ff2-c2ac-4fea-85f7-898bca24e91c,c7262435-ce4b-47f7-8567-52aa67094f13,c3,c4,27,p1,?,surb={'id': 'ba810337-c16e-4236-b499-b6f02a8fb302', 'route': ['p1', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769763791.9246333,RECEIVED,0c102e3d-d737-4497-bea1-62d098e665b3,1ff0176d-b07f-4d37-aa8c-f7f1bc5a1ac8,c3,c4,27,p1,?,surb={'id': '46a9865a-c08e-4e4a-9c32-df5d61c67267', 'route': ['p1', 'e7', 'i1', 'x1', 'p3', 'c3']}
1769763791.9341693,SENT,1b62b0ad-7162-4ed0-9ddd-1742e8afe754,25881e96-03df-456f-b1f5-be5649fd949a,c4,c3,3380,?,p1,
1769763791.934287,CREATED,ad917264-d82c-4b78-bb99-5dba3516b6a7,97b11104-a884-4a7a-973e-c25c21eda801,c4,c3,26,?,?,surb={'id': '99661e05-0094-4ac4-9095-58c59a290b91', 'route': ['p3', 'e8', 'i2', 'x2', 'p1', 'c4']}
1769763791.9955232,SENT,91862c07-ef33-4641-a7fd-1cc0379daa6f,ad146048-2453-49ca-be93-72d793cfc842,c4,c3,3395,?,p1,
1769763791.995634,CREATED,dc78d80e-6893-4cad-8514-55baa6a2fb3f,3d87165a-bac2-438c-b978-42b2726d7609,c4,c3,27,?,?,surb={'id': 'f5a36c7f-2f03-42f4-abf8-a9415493e7ae', 'route': ['p3', 'e6', 'i9', 'x9', 'p1', 'c4']}
1769763792.1380322,RECEIVED,b85d92ef-f8fc-4851-bcf7-d64a29fd8450,ba9523a3-d0b7-4a1e-ae11-87dcbd3cfaa8,c3,c4,27,p1,?,surb={'id': '2630b242-36b2-47d8-aa06-b3978b824cc7', 'route': ['p1', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769763792.299395,SENT,fc8266cc-09e7-4a83-b59b-0309dc79e045,c7059352-5790-45cf-8b1b-59ec50632f08,c4,c3,3396,?,p1,
1769763792.2995446,CREATED,dfe4de70-ee21-4eaf-a94d-fbe009163c6a,24f5971c-d72a-4113-b4cb-a136ae94d13e,c4,c3,27,?,?,surb={'id': 'ac767a9e-a2f8-43f1-802a-db8dd3f1f890', 'route': ['p3', 'e12', 'i11', 'x1', 'p1', 'c4']}
1769763792.3743262,SENT,40839bc9-668a-4838-b3c7-93608d5cce98,43afc1eb-fcef-4fae-beb5-25f5d6eb12ec,c4,c3,3377,?,p1,
1769763792.3745005,CREATED,f79c5f6c-3b1b-48b1-97d4-45a8c55b8d15,b86ba187-f6b0-465a-88c7-6cf5317dfc5a,c4,c3,27,?,?,surb={'id': 'c284defd-b4f1-462b-adca-b9dcf0b05cfa', 'route': ['p3', 'e1', 'i8', 'x12', 'p1', 'c4']}
1769763792.426995,RECEIVED,53e818cd-49a5-40b0-b866-c0b4c374fb60,9550451e-378c-4933-9034-398b2a3affb4,c2,c4,27,p1,?,surb={'id': '14e6710a-e9ae-4c89-96ce-eb90bc817923', 'route': ['p1', 'e2', 'i12', 'x10', 'p2', 'c2']}
1769763792.4548392,SENT,5a3b105c-64c1-4eed-aa86-78b28e58df76,38919e53-7190-4a04-bb72-0112ebb86995,c4,c3,3363,?,p1,
1769763792.4549882,CREATED,adbf678e-c286-4c15-ae99-97630ee36bd1,abc71609-2aac-43d0-b2ad-b6031463a036,c4,c3,27,?,?,surb={'id': '9dbdc501-e065-4ed0-aa9c-35d021719ca3', 'route': ['p3', 'e12', 'i5', 'x2', 'p1', 'c4']}
1769763792.763609,SENT,ffd8d3ec-ae3b-41c8-a927-f2c3c4f310b8,6fb28194-32da-48b6-84fe-1da9940f1188,c4,c3,3391,?,p1,
1769763792.763726,CREATED,322b83eb-c4d4-4195-87b6-c5dbef13bfec,e5cd2cd4-7d91-4c6a-bef7-812825ab2f45,c4,c3,27,?,?,surb={'id': '8dafaeb9-e364-42a9-ba49-2610f96a26a5', 'route': ['p3', 'e7', 'i8', 'x12', 'p1', 'c4']}
1769763792.77542,SENT,bf2ba72a-6a88-44c9-a3ca-a96b7f402a1d,dcd7ea81-2460-49d2-bae7-f6ec8503a81b,c4,c3,3371,?,p1,
1769763792.7755387,CREATED,90833e6d-9427-43b9-885c-76a876c00183,35abf446-6c55-4466-a7c4-bc9e679f206d,c4,c3,27,?,?,surb={'id': '62c605aa-d189-4e5f-abd2-4329acb3986a', 'route': ['p3', 'e5', 'i2', 'x6', 'p1', 'c4']}
1769763793.0035274,SENT,9c4ccdee-7c1a-45ec-bd7b-6e74a1e1ce31,8a81fea0-4e76-468b-acd9-12757dd497f4,c4,c3,3388,?,p1,
1769763793.0036485,CREATED,b9d03fc7-60f2-4994-9346-73d85746e009,05ed9719-5fa5-434d-b4db-035d9b03d94e,c4,c3,27,?,?,surb={'id': '8fdb47e0-bfd3-4268-8246-1042530b8a7d', 'route': ['p3', 'e4', 'i10', 'x4', 'p1', 'c4']}
1769763793.0165164,SENT,e749436a-7269-4243-8e4c-6cfffbd4d4d2,85614ef0-8e56-4ebd-b51c-174525b38a49,c4,c3,3391,?,p1,
1769763793.0168777,CREATED,7ca64586-3faf-4f21-a666-608ed75bf859,d0c41a96-97c3-4d46-91c0-4f17d148e19c,c4,c3,27,?,?,surb={'id': 'a5f293ad-f6a5-4d56-bd71-0d4fdd2661e3', 'route': ['p3', 'e3', 'i10', 'x11', 'p1', 'c4']}
1769763793.027319,RECEIVED,fdb2ba5a-9efb-4cb6-aad2-9c45093fef1f,753b1fb5-91b6-44d2-88cd-0cf350da940a,c3,c4,27,p1,?,surb={'id': 'df8c2150-80cf-4c02-8bdb-f5dc1531008c', 'route': ['p1', 'e12', 'i11', 'x10', 'p3', 'c3']}
1769763793.0310073,SENT,e66bb00d-c27a-4467-9af5-abe88ff54daf,03cf652f-c38b-488b-8047-0a56c5c70a6f,c4,c3,3397,?,p1,
1769763793.0311482,CREATED,1bf70716-4da3-4f97-b9a7-81e44f292e3a,161d5149-f099-4947-91b9-75ca7f13bf82,c4,c3,27,?,?,surb={'id': '6b2573cd-1697-4ce6-9502-40a3d3b5e969', 'route': ['p3', 'e10', 'i2', 'x4', 'p1', 'c4']}
1769763793.0926712,SENT,598845b7-c021-4578-b810-f7b738c7453d,a49579bf-a9ac-4714-9bd3-b1127d763ef3,c4,c3,3370,?,p1,
1769763793.0927896,CREATED,02359b4a-3d45-40db-983e-8a71d7ba9f07,f80aa19e-395b-4b25-bdee-6c2843754995,c4,c3,27,?,?,surb={'id': 'ab806d68-c298-4460-850e-d1a69d4f0f0b', 'route': ['p3', 'e4', 'i11', 'x1', 'p1', 'c4']}
1769763793.107238,RECEIVED,ffc65f91-2aef-45cd-8050-cbb60a837c02,edad042a-56da-40e2-94e6-f763eeebdffe,c2,c4,27,p1,?,surb={'id': '98945adb-c7fa-450b-bece-2fc7a84db933', 'route': ['p1', 'e7', 'i2', 'x3', 'p2', 'c2']}
1769763793.3071191,RECEIVED,13614ab2-1691-473b-b2f8-b755dda7f435,f583a577-7f9d-44a8-b32a-3573874eeeff,c3,c4,26,p1,?,surb={'id': '06d3246e-0bc8-47d3-9c7c-d09b6d0624e6', 'route': ['p1', 'e3', 'i8', 'x8', 'p3', 'c3']}
1769763793.700979,RECEIVED,6e50a69e-b8cc-4fae-886d-ba9927ec6190,ebba3017-b9e3-4729-857b-642f2de6cef1,c3,c4,26,p1,?,surb={'id': 'df75344f-1cc6-4f05-abc3-f17369ca609f', 'route': ['p1', 'e1', 'i5', 'x12', 'p3', 'c3']}
1769763793.7874546,SENT,c28cad16-874c-4aeb-a365-570abee8713f,8cfd7693-84f9-447b-99ca-5d673f5bc950,c4,c3,3385,?,p1,
1769763793.7875376,CREATED,d3fabe1c-63a9-467e-8e2a-960734a0dec6,85d186c3-6c0a-40cb-9d8f-aee59c956187,c4,c3,26,?,?,surb={'id': 'd402e97d-9a39-4980-a908-c75b981927e0', 'route': ['p3', 'e12', 'i5', 'x11', 'p1', 'c4']}
1769763793.8129184,RECEIVED,91e01b8c-8b2c-467a-aa54-1396c5159905,521bebbf-2c6e-465b-b740-58a430e7f01d,c2,c4,27,p1,?,surb={'id': 'a4a37161-2f1a-47a8-b5be-dd1e6aad51e0', 'route': ['p1', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769763793.875505,RECEIVED,ee799702-4561-4023-aa86-5cd05c534fb4,361486a9-caa3-4826-be2e-f28e2110d3aa,c2,c4,27,p1,?,surb={'id': '162e1041-7121-44d3-8ba2-797cd5f4a931', 'route': ['p1', 'e8', 'i11', 'x10', 'p2', 'c2']}
1769763793.9257894,RECEIVED,efda255d-f29b-4f7c-9c60-3c24ab1f48a8,5186a05b-d671-485a-8a10-d0c4fabb5210,c3,c4,27,p1,?,surb={'id': '622a9501-d024-44d0-96c8-da555a36c203', 'route': ['p1', 'e9', 'i2', 'x8', 'p3', 'c3']}
1769763793.9384437,RECEIVED,c73ea691-f2a5-450c-bb19-dcdd691a575c,0737e997-7401-438c-8daf-1d4b66e12ded,c3,c4,26,p1,?,surb={'id': 'bd889485-9804-4bac-8ac2-418de9ae1c75', 'route': ['p1', 'e2', 'i5', 'x6', 'p3', 'c3']}
1769763793.9858847,RECEIVED,16810ee2-5d97-4907-9e29-31b335ced175,d7290b9e-66d1-4764-9a1b-e92513219905,c3,c4,27,p1,?,surb={'id': '7bb612b0-a78e-434a-ae3f-6b52258bb01f', 'route': ['p1', 'e2', 'i2', 'x2', 'p3', 'c3']}
1769763794.0622907,SENT,42420eed-4e79-4e7a-a19d-758c454a9523,4cec5743-1623-4b2d-acd6-0c84f0ec97cf,c4,c3,3384,?,p1,
1769763794.0624406,CREATED,0c45a0c3-b9bf-4509-92fa-d2dcae5f96d6,74a9ff03-f54d-4f2c-9cba-2aa932c620ab,c4,c3,27,?,?,surb={'id': '30a2b89f-4b51-4c03-a051-43d0d853ad60', 'route': ['p3', 'e10', 'i7', 'x3', 'p1', 'c4']}
1769763794.3217013,RECEIVED,d29de5c5-de3e-4aa1-bccf-aa717081374c,6b77ec38-b67b-4db8-8520-02469dbed532,c3,c4,27,p1,?,surb={'id': 'd7dc1f78-e8a3-446b-8480-db114f4c6516', 'route': ['p1', 'e2', 'i7', 'x4', 'p3', 'c3']}
1769763794.5118375,RECEIVED,b828927c-8d52-4fc0-8aa0-e31f03fa6228,d84a78f5-2c40-4807-a43b-be960debda66,c2,c4,27,p1,?,surb={'id': 'aedcc87e-c321-46a3-b901-78057fb2d35b', 'route': ['p1', 'e1', 'i7', 'x5', 'p2', 'c2']}
1769763794.690711,RECEIVED,e65a22a2-5480-4179-8008-d81ae6a6ea6f,4babc259-8298-4d9c-86cd-84aa95e95ec5,c3,c4,26,p1,?,surb={'id': '5df97eba-84e1-4b19-9e4d-31b671e80b6d', 'route': ['p1', 'e3', 'i5', 'x9', 'p3', 'c3']}
1769763795.644896,SENT,66c016c0-845c-49b5-939f-fdab5fa951c8,8db7dfd1-3024-46d8-8dbf-85d8d3be53bb,c4,c3,3376,?,p1,
1769763795.6450968,CREATED,34b07907-12c4-4c67-b521-dca1838ed455,6d9a75d0-c0b8-463c-84ae-1e0ebac238df,c4,c3,27,?,?,surb={'id': '0c66ea93-e742-4051-8b8e-4330d754d285', 'route': ['p3', 'e5', 'i8', 'x5', 'p1', 'c4']}
1769763795.685096,SENT,e17ba735-9630-43fd-aef2-3dd9224d3930,cefe6101-cef8-448f-824a-77168aefb52e,c4,c3,3359,?,p1,
1769763795.6852462,CREATED,5853a9e3-a241-4b8c-9293-449bb4faea93,dfa1c85c-07de-4354-afe5-610e329addf7,c4,c3,26,?,?,surb={'id': '0690e2f5-dea1-4919-8fbb-3a41e39485c1', 'route': ['p3', 'e9', 'i9', 'x9', 'p1', 'c4']}
1769763795.86976,RECEIVED,86188650-9903-43b7-9ee4-77edae38969d,009566a2-05d7-40cc-869d-c6750fcde958,c2,c4,26,p1,?,surb={'id': '304089b8-f3d0-4bf6-b41d-04df8d49e6bc', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769763795.8871284,RECEIVED,72e5ab33-c62f-4d25-a9d9-541fae1f2f51,19321200-9182-41be-b6b5-dea6cb05cd44,c3,c4,27,p1,?,surb={'id': 'ca69c5bf-099a-4dbd-bd24-8edf7d161e98', 'route': ['p1', 'e8', 'i1', 'x7', 'p3', 'c3']}
1769763795.9816387,SENT,df7b8550-fd17-47b9-846c-8819220fdb74,1962fab4-757d-4436-bd5b-51333f2254eb,c4,c3,3376,?,p1,
1769763795.9817896,CREATED,312746e8-bebb-4c66-9575-ec4418825001,40454d4d-b8a0-42d8-add1-053ed1138693,c4,c3,26,?,?,surb={'id': '3e9b04d9-0992-477c-8fcc-9bbef9784c2c', 'route': ['p3', 'e12', 'i11', 'x1', 'p1', 'c4']}
1769763796.0049317,SENT,68aa7b55-3282-4b10-825e-c449e076243c,326d3e3d-eae1-4790-811c-fb68ac64874e,c4,c3,3379,?,p1,
1769763796.0050673,CREATED,156efbfe-07b7-4737-ae94-3db011824851,002649d6-2e04-4447-ab56-a4f4cc637c74,c4,c3,27,?,?,surb={'id': 'b4371bc1-a47c-428a-a41c-24f7521c34d0', 'route': ['p3', 'e2', 'i6', 'x5', 'p1', 'c4']}
1769763796.1851954,RECEIVED,f58c8a20-f76a-44ad-8f29-3afa82440627,f28ed818-e436-4b9e-92a2-29e29b2dbb19,c2,c4,27,p1,?,surb={'id': '6ca797ff-5a13-4d66-b068-6c30cba930c4', 'route': ['p1', 'e12', 'i6', 'x5', 'p2', 'c2']}
1769763796.5556328,RECEIVED,3a8684e2-e778-4fd8-bcfa-915be0c94786,d9d9b47e-87b9-4ff6-bc4e-74068ac9483f,c2,c4,26,p1,?,surb={'id': '8718878e-38f2-49b4-8009-0b74823bdf06', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769763796.659585,RECEIVED,e353cdd9-36c5-4d2b-97f6-9232e27c89e0,d127efd0-5eec-4156-9ef2-410cf3f10000,c2,c4,27,p1,?,surb={'id': 'd1a88eb6-6b1e-4fc7-adc7-b015f8f88452', 'route': ['p1', 'e4', 'i4', 'x1', 'p2', 'c2']}
1769763796.6651943,SENT,b9b39c3d-578c-422b-9762-cfa35a568b3c,167bd549-5f4d-4fea-8517-a55088852b24,c4,c3,3371,?,p1,
1769763796.665346,CREATED,3b8a8dc3-f87a-4154-9e0f-f993a804a062,601ae47d-4bb0-46b3-8476-1cde81288513,c4,c3,27,?,?,surb={'id': '8a9d2005-b345-44ea-9d5c-3aa24a5d8319', 'route': ['p3', 'e2', 'i4', 'x11', 'p1', 'c4']}
1769763796.7658155,SENT,6147b7a9-1b51-4b31-8b7b-2bf0e8c76c7a,bc1cb843-7c35-4de9-a93a-5729612a2024,c4,c3,3380,?,p1,
1769763796.7659688,CREATED,ff8dfe4e-a506-4c14-b921-4ef3595dc921,f918ca89-2413-4ced-94fa-c3610e9f39d3,c4,c3,27,?,?,surb={'id': '6fdbbe4b-5d28-439c-8bd1-5fcef5dcbd1d', 'route': ['p3', 'e6', 'i7', 'x8', 'p1', 'c4']}
1769763796.788255,RECEIVED,6ad14b54-3be3-47a1-865f-6fb5219a4fc7,ba7373e6-fefc-437a-9708-79cbc0fc6722,c2,c4,27,p1,?,surb={'id': '03845e39-728d-4fe8-b0a9-03df94f8b438', 'route': ['p1', 'e9', 'i11', 'x4', 'p2', 'c2']}
1769763797.0642107,RECEIVED,2f4b452c-2693-4803-80af-23bedfa7c9aa,f5c91b1c-deec-419c-af5d-9e3236cbea1c,c2,c4,26,p1,?,surb={'id': '0928ca7c-e19e-46c6-a1c6-88abe0e3d240', 'route': ['p1', 'e4', 'i2', 'x3', 'p2', 'c2']}
1769763797.3623605,RECEIVED,812c0874-8267-4c86-8723-6a7aa2270b6f,0294b330-e9c2-49b8-a640-68fc0cc782bd,c3,c4,27,p1,?,surb={'id': '83df7c9c-7c5e-4436-a3cb-37a47e0f49c2', 'route': ['p1', 'e10', 'i9', 'x6', 'p3', 'c3']}
1769763797.3929949,RECEIVED,5734e0ac-2013-42dc-b632-8351d0acceff,612c8d35-2b6f-4d4b-8f05-3ac6b899fe01,c2,c4,27,p1,?,surb={'id': 'd03491bd-07fd-4528-b087-81ffd77fbf70', 'route': ['p1', 'e10', 'i3', 'x6', 'p2', 'c2']}
1769763797.624927,RECEIVED,fcabaa1e-bc42-4b92-9acb-771501fa5eb4,3bdc6926-6f94-4839-8458-0c7c2c649b36,c2,c4,27,p1,?,surb={'id': '7ed4a685-ca5d-4244-a139-ad58e1ae9ca3', 'route': ['p1', 'e3', 'i11', 'x1', 'p2', 'c2']}
1769763797.6383314,SENT,bdc21602-f77c-4350-a978-67ea234eee6d,7d37cc0e-8669-45ce-9e6e-d951d19f5d13,c4,c3,3391,?,p1,
1769763797.638484,CREATED,5ae9652f-b3b0-4598-bd10-861124e2bad7,fce757f6-3bff-4f60-8526-37efad855e0d,c4,c3,27,?,?,surb={'id': '3146c279-cf06-4c53-8c6e-6769376de012', 'route': ['p3', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769763797.7321365,RECEIVED,01b12ed6-c688-451a-81a8-dec02faab275,0ad21ae8-151b-4ad6-b131-4eb1b2e22b50,c3,c4,27,p1,?,surb={'id': 'd99edefc-2246-4eaf-807d-32a72c541573', 'route': ['p1', 'e7', 'i10', 'x8', 'p3', 'c3']}
1769763797.844278,RECEIVED,ce7aedb5-3d07-433a-bbae-be18584a0012,0581feec-aa11-47dc-aa41-3ca5b8b6f5c0,c2,c4,27,p1,?,surb={'id': 'e958cb5c-75fa-4eaf-97e8-f451c16f84f5', 'route': ['p1', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769763797.9546094,RECEIVED,f94587b0-7cca-4a6c-ae89-962f528c2114,53a16793-6987-4907-a415-05ef67571db9,c2,c4,27,p1,?,surb={'id': '54203584-eb37-4816-9a1a-d037cad7f247', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769763797.9651945,RECEIVED,784342ec-f9e5-4ea7-ab1c-867d366e4e05,6cae326f-3571-4b95-bc27-4ddd06b40b42,c3,c4,27,p1,?,surb={'id': 'a1befc65-a835-480a-8364-e26034aad459', 'route': ['p1', 'e2', 'i5', 'x8', 'p3', 'c3']}
1769763798.0901332,RECEIVED,57c4a611-f4d4-4922-8806-97d9ed64c68b,6c44ad0b-f50a-443f-ae12-c598e8e5fcd8,c3,c4,26,p1,?,surb={'id': 'f157393f-655f-4afe-99c8-ff46c017f1ec', 'route': ['p1', 'e4', 'i11', 'x1', 'p3', 'c3']}
1769763798.117756,SENT,824c8f80-12d6-4a6d-b099-b730c05eb449,19f1b404-a0f8-4dde-8456-4b580903e1a6,c4,c3,3372,?,p1,
1769763798.1179092,CREATED,b9063097-9461-49d4-9b99-09a4ca2f83a7,a3e7ac76-0ef9-4c4f-8436-253309279b0d,c4,c3,27,?,?,surb={'id': '33a91224-2e04-499c-9307-123b5e04c6e2', 'route': ['p3', 'e2', 'i8', 'x1', 'p1', 'c4']}
1769763798.3497727,SENT,f794c6cb-1fa3-4249-8511-720f6a816758,2defcaf5-eb53-4451-a73c-5d386646b897,c4,c3,3383,?,p1,
1769763798.3499453,CREATED,cea4af25-b7c7-4768-8a97-d27c2212acf4,1786439b-d566-4b89-b00d-d1a77979c893,c4,c3,27,?,?,surb={'id': 'd42d0b2f-3d18-479c-83a0-7e495bc86a73', 'route': ['p3', 'e2', 'i5', 'x9', 'p1', 'c4']}
1769763798.3506956,RECEIVED,56bf48eb-b2b7-49b7-9b42-af250f80a306,8a95268f-a9a7-4204-af05-69921c4cbdc2,c3,c4,27,p1,?,surb={'id': 'c7dd198d-825a-4b16-9ec1-b510fd7e1470', 'route': ['p1', 'e2', 'i5', 'x1', 'p3', 'c3']}
1769763798.440021,SENT,92441755-6cda-48a1-8afe-9fadfae63cfc,79780fb1-f1b3-42db-9bb1-4478295496b7,c4,c3,3387,?,p1,
1769763798.4402235,CREATED,e4730b39-0c6b-45f0-be1d-7e7ca36147d1,0b9e8914-6833-4384-bce3-466a674c8e15,c4,c3,26,?,?,surb={'id': '3fa6dade-7aed-4e10-a8fa-13851b9cb3ef', 'route': ['p3', 'e2', 'i10', 'x2', 'p1', 'c4']}
1769763798.534828,RECEIVED,91e4316c-1b3b-47a5-8313-ac8060e9caeb,b590f810-2a45-41ae-8001-8b7f431916a0,c3,c4,27,p1,?,surb={'id': 'b3136068-5cb8-4f68-9314-fd6e7ddbb147', 'route': ['p1', 'e11', 'i5', 'x2', 'p3', 'c3']}
1769763798.741809,RECEIVED,18b4ca65-a775-4962-b094-627243ba7ec5,a964e58f-4a72-4662-b95f-024682b8c0d1,c3,c4,27,p1,?,surb={'id': 'cd92bb1f-7d61-41e7-9714-d685927cab0b', 'route': ['p1', 'e7', 'i4', 'x6', 'p3', 'c3']}
1769763799.167393,RECEIVED,c78156af-0e1f-4689-a205-9a51a489087a,f69c511a-9051-4ec2-a9df-843f22515e3f,c2,c4,26,p1,?,surb={'id': '805dc074-3af7-41f3-8f1d-5d033107b00b', 'route': ['p1', 'e6', 'i11', 'x5', 'p2', 'c2']}
1769763799.2179964,RECEIVED,7151681b-294e-4722-b507-75f8f73a4878,41861f49-69c1-40d7-b35d-9258ea1f851d,c3,c4,26,p1,?,surb={'id': '089f6a7f-fa9d-4268-bc85-ff8c5a211b7f', 'route': ['p1', 'e12', 'i7', 'x12', 'p3', 'c3']}
1769763799.299024,SENT,0a14a071-b795-42a0-975c-7e3217f613d5,ac2bd94f-e7b9-46e9-9b93-173cdea2d121,c4,c3,3388,?,p1,
1769763799.2991576,CREATED,d1ea89ee-4f98-4621-ad4b-c5c7258d7db1,2a1e8f08-3431-4f78-b8c3-92670e60608f,c4,c3,27,?,?,surb={'id': 'a14dd339-c2f5-41e5-b0fa-5c5370312f58', 'route': ['p3', 'e2', 'i2', 'x8', 'p1', 'c4']}
1769763799.337528,RECEIVED,ad75e2c6-ef3a-4c4b-9189-e7f3feac9171,9c8be32d-5119-4906-a6f5-648ac4156ea9,c3,c4,26,p1,?,surb={'id': '39b8bae9-2bee-463a-9530-1ea81c733765', 'route': ['p1', 'e5', 'i12', 'x6', 'p3', 'c3']}
1769763799.3827832,RECEIVED,cb5c16ba-d18e-4bdb-9c05-700de85dfac6,b285f352-4d68-4a6c-8f5e-eff9cdb6aa33,c2,c4,27,p1,?,surb={'id': '474c5db7-553c-4d26-abfc-e38f585b5be6', 'route': ['p1', 'e3', 'i3', 'x1', 'p2', 'c2']}
1769763799.5297313,RECEIVED,cf9703f5-d0fa-40b6-a21f-303f59fb39b2,a6f965c9-9003-4364-89a9-6c5d147dc192,c2,c4,27,p1,?,surb={'id': '15430339-13b3-4039-a3cc-a97401646eb0', 'route': ['p1', 'e9', 'i5', 'x4', 'p2', 'c2']}
1769763799.7363238,RECEIVED,c5d15ced-883c-435e-b878-fd109e85afe2,10ced5ee-f15d-4323-8365-4dd629387a70,c3,c4,27,p1,?,surb={'id': 'fec55dbc-6014-41db-ac24-7fa28b63f5dc', 'route': ['p1', 'e9', 'i5', 'x3', 'p3', 'c3']}
1769763800.0227237,RECEIVED,9b05033b-d7af-4e94-9432-98de53be5a8d,d0a065d7-f237-4669-84f5-b962e414a441,c3,c4,26,p1,?,surb={'id': '7c97f08f-363c-4169-b4c7-eff13bec9f8c', 'route': ['p1', 'e1', 'i1', 'x5', 'p3', 'c3']}
1769763800.3002493,RECEIVED,08f07639-9b6e-4443-b2d2-0cbd3a21e099,fc55e6b6-184b-4d66-bf3f-b905948e2f49,c2,c4,26,p1,?,surb={'id': '124e2885-23e4-4188-b84f-5d3e22d58c00', 'route': ['p1', 'e9', 'i8', 'x2', 'p2', 'c2']}
1769763800.33042,RECEIVED,ddd60dce-a960-4ded-9787-0283ee1bc1f0,fb76ac21-2f8d-43bc-9298-03fc127bd329,c2,c4,27,p1,?,surb={'id': '71c2667f-0be2-4a72-911b-db8c7807bef5', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
