timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763337.548312,SENT,a9ed35ef-186e-48ee-926e-74fbdaa5be47,bedea36b-94ed-432d-96f4-03c25de63322,c2,c4,3382,?,p2,
1769763337.548466,CREATED,93b50417-393b-4fb7-9778-c096ba340d1f,33c1db37-822e-4c47-89ab-e1fa3f6125e3,c2,c4,26,?,?,surb={'id': 'fb6735ed-95eb-4480-b285-d6610ab27475', 'route': ['p1', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769763337.568642,SENT,fba529a7-7f0c-42fa-8545-eb189cb8e8ef,05813bd4-19b7-45ed-8461-ef11f94b0aaf,c2,DROP,2032,?,p2,
1769763337.571453,CREATED,8a793ab9-9dff-4543-abef-d3b4ff15ccda,1ffc9044-652d-470d-b88f-2c3962db03b2,c2,DROP,26,?,?,
1769763337.7935948,SENT,da3597c3-1cea-4f17-aaaf-dcb0c72e1dbc,730f9ede-add2-4bcd-9ccb-efbf71b298dd,c2,DROP,2019,?,p2,
1769763337.7937121,CREATED,0577b97d-4b73-475f-9eeb-85f491560954,4cf6f0b4-0308-45d7-86a4-15c085842e40,c2,DROP,27,?,?,
1769763338.3674824,SENT,3787962c-cc0d-4c4a-959c-131a4fb5e5bb,a2904887-e7c0-45c0-824d-bf3696a6cf6f,c2,DROP,2044,?,p2,
1769763338.3675992,CREATED,baa2a71b-6b21-4b10-bfa0-11952cf44640,5e7e8672-f697-4674-961b-431cb2b3678f,c2,DROP,27,?,?,
1769763338.8247223,SENT,6fef99a3-005a-4f65-a279-a436457d6ffd,15583f9f-d70a-493c-9cf8-a61693f78614,c2,DROP,2015,?,p2,
1769763338.8253953,CREATED,060ec9e0-f9df-4254-a692-56f9c6d69a0d,fe4fab3e-e2b9-4237-898d-aa4672e4bfd2,c2,DROP,27,?,?,
1769763339.0443206,SENT,46b2d4b7-3735-4e37-b2f5-73da36c60ef4,ced8f35c-789d-459e-8c95-fef3e4b38764,c2,c4,3371,?,p2,
1769763339.044448,CREATED,a607667b-0883-47ac-a0e0-3fad7030308e,f5233e41-721f-47f0-883f-e0473a1aa1c6,c2,c4,27,?,?,surb={'id': '78c09f14-ae86-4624-a57e-180e1c3796cb', 'route': ['p1', 'e8', 'i11', 'x4', 'p2', 'c2']}
