timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763346.5872624,RECEIVED,5268c61b-dcf7-4663-bb6f-69785ef1ee77,21b2eacf-959a-4f24-9d75-179d18d9a72a,c4,c3,27,p3,?,surb={'id': '85f2470b-b236-498f-bb74-a7afc1035705', 'route': ['p3', 'e2', 'i8', 'x2', 'p1', 'c4']}
1769763346.6597247,SENT,343344a2-1564-44ce-92ff-5210c36380f1,d9e67070-4bc5-49f1-9ed7-4197061a68d8,c3,c4,3377,?,p3,
1769763346.6598687,CREATED,b040228f-d349-4371-bc0c-f7928de5641f,ade19138-9dbf-4885-af9e-6471c1944c4e,c3,c4,27,?,?,surb={'id': 'ea8e4ddb-6937-4557-b794-9d1cbb0abb6a', 'route': ['p1', 'e11', 'i7', 'x2', 'p3', 'c3']}
1769763346.7108068,SENT,f7e72fe5-d477-419b-b6e2-4f9af4dff1d6,62b3f42e-c527-4fab-94b1-ef823926e2fc,c3,c4,3375,?,p3,
1769763346.7109554,CREATED,d8089f62-e89b-43cb-aaa5-1611048a33af,9abcc1f0-a7c8-486d-9384-6650c11a48dc,c3,c4,27,?,?,surb={'id': '7078e4c4-0d4a-4670-926d-e1e086b3ff3e', 'route': ['p1', 'e1', 'i2', 'x5', 'p3', 'c3']}
1769763346.7281125,RECEIVED,c2d3aa99-c69c-4cf2-ae03-c80c644aef42,737d3c74-de27-4d31-acee-811858a9d472,c1,c3,27,p3,?,surb={'id': '6f83df50-ba57-493e-8c6c-c5b7b6613a65', 'route': ['p3', 'e1', 'i4', 'x5', 'p1', 'c1']}
1769763346.8690875,RECEIVED,79febdab-817d-40fe-80d7-55dc544cf997,3e2c7b70-5a26-4a08-a38f-38cc973a38b3,c4,c3,26,p3,?,surb={'id': '4d4e0c0a-6c22-4081-a7c3-cac49f3c517d', 'route': ['p3', 'e6', 'i8', 'x2', 'p1', 'c4']}
1769763346.907429,RECEIVED,fe0c0de9-7a0b-4ca5-825e-bc307a223944,d6b660bb-8077-4286-be22-9873adac434d,c1,c3,27,p3,?,surb={'id': '7b3e0ef4-f325-4b2c-b1de-e0f615525a6d', 'route': ['p3', 'e5', 'i12', 'x5', 'p1', 'c1']}
1769763346.9255822,RECEIVED,7e6d58bf-0589-4a14-bcba-aa101c5ef6de,0296fcb0-3763-4289-8edb-907da18ab6b7,c4,c3,27,p3,?,surb={'id': 'c3f65c43-cb71-432e-9f6f-c1f87370e98d', 'route': ['p3', 'e11', 'i7', 'x8', 'p1', 'c4']}
1769763346.9569626,RECEIVED,7206f52e-1ca1-488f-b999-61f1e8119f88,3030ea01-635d-4234-b3a7-d34700f82752,c4,c3,27,p3,?,surb={'id': '274ea5aa-d2b7-4fda-8054-f5c4fa5aa97b', 'route': ['p3', 'e10', 'i6', 'x6', 'p1', 'c4']}
