timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769752851.3349788,SENT,53ff005b-c0a8-4caa-8928-5a4d50985aad,5850ff42-4541-4e57-877f-30f3dae746f2,c2,c4,3347,?,p2,
1769752851.33518,CREATED,0d50123c-0111-4718-8c72-9aa0172aface,710ddba8-5414-40a7-bd41-33a33984d1d4,c2,c4,25,?,?,surb={'id': 'ac08b6a6-7ecc-4756-8677-119956f1542e', 'route': ['p1', 'e3', 'i9', 'x2', 'p2', 'c2']}
1769752851.8785844,SENT,e681b70f-48c4-4d01-a212-0adce45743fb,6bcfe9f1-2021-45e3-8be3-526afe01d4f9,c2,DROP,2028,?,p2,
1769752851.878703,CREATED,fc24e27c-2517-4c61-95a0-61fc7b92cbe0,4b3c551e-55eb-403a-9b42-934c09927a56,c2,DROP,27,?,?,
1769752851.995108,SENT,e488db45-bcc4-4b51-b6ea-e0b93a19169e,6f114871-0189-4952-8fb6-8c35a7201ef2,c2,DROP,2016,?,p2,
1769752851.9952366,CREATED,225e11b8-93e7-4f8e-819e-0fe43cf74d9f,322b9f10-5c74-471a-a330-45e1fa599b46,c2,DROP,27,?,?,
1769752852.3004827,SENT,da836583-1fa7-4d53-a7e4-aad1ccb51a84,9673718a-3fe7-4f14-9c4b-f0913e6954b5,c2,c4,3379,?,p2,
1769752852.3006198,CREATED,84ba80cf-1dd5-482d-8625-c5cae76c92f1,3d99842a-3242-4d2c-b6c8-9eea1c145e1e,c2,c4,27,?,?,surb={'id': '4cc348ed-d95a-4eff-bf14-7f9f68b61a2b', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769752852.5372515,SENT,816a0ec2-f9ee-4260-8142-057eda0a73b9,43458cc5-146e-4652-a46c-2f8671b58868,c2,c4,3372,?,p2,
1769752852.537384,CREATED,31319526-4cb2-4ebd-90f2-24a2c80adfd9,5d42d42f-febf-4063-bd43-2ca11fa3130b,c2,c4,26,?,?,surb={'id': 'b083149b-143f-495f-b3f7-e9b6d6b47758', 'route': ['p1', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769752852.7379556,SENT,62ff3a82-d7fb-4439-9e6b-0b0b810f6e31,0731b0e9-cbf0-4eee-a662-158e038e019a,c2,c4,3376,?,p2,
1769752852.7381427,CREATED,7f11ee10-e4df-445a-93d8-e2d7f99bbff1,82f6b316-78a0-4b3a-95a0-c1e00acd9dca,c2,c4,27,?,?,surb={'id': '6c7e0ce3-d754-492d-93eb-03c06bfc6361', 'route': ['p1', 'e6', 'i3', 'x9', 'p2', 'c2']}
1769752852.7717502,SENT,920e4295-3a07-41d7-b86c-1dd90aa67b76,5061df97-0590-4633-ae81-adafe1f8267e,c2,DROP,2035,?,p2,
1769752852.771866,CREATED,49507111-b15b-4efb-87d3-186348d2dfe5,3ff838de-1d1f-44df-846a-9b89eff05a5b,c2,DROP,27,?,?,
1769752852.8030226,RECEIVED,80d36009-191d-4942-957b-e854800faec1,72019f8f-41ac-4e35-abe0-f7b2f556639a,c4,c2,27,p2,?,surb={'id': '65f0281c-f70e-463e-94e9-c1540a3fb73c', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c4']}
1769752852.9215012,SENT,4e5a53fd-8f5d-41aa-8143-650e3dda4353,fd67fb3b-6732-47b0-a923-f447c0f004c8,c2,DROP,2025,?,p2,
1769752852.9216163,CREATED,58dd220d-780c-46e0-9955-ab6f0e88284f,69f2c9be-c9c4-4527-84ff-f77272cd0656,c2,DROP,27,?,?,
1769752853.3469937,SENT,1e45754e-81cd-4591-a1c2-4e47b841481b,96c21e81-34af-45e6-8452-ccdafa005047,c2,c4,3377,?,p2,
1769752853.3471527,CREATED,07f6c740-2228-426b-bba5-3796b7dbb033,e0fdeaf8-770c-4970-9841-cf964e127a44,c2,c4,27,?,?,surb={'id': '33e51af8-ea48-41fa-a2cc-440f59aca658', 'route': ['p1', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769752853.5767562,SENT,3d236aea-7fee-4bb3-97f1-bb4358173061,3ae164f8-e482-49aa-902c-8b79f01f1e67,c2,c4,3384,?,p2,
1769752853.576889,CREATED,c36bf311-88ad-4213-8bd4-2069a41a4396,7b2ce132-db1c-49a6-97b8-eeb7895c52a5,c2,c4,26,?,?,surb={'id': '314f7ee8-8e77-4af7-b6b8-db20ab4fd67b', 'route': ['p1', 'e10', 'i9', 'x2', 'p2', 'c2']}
1769752853.6405392,SENT,9ec94454-39f6-487c-801f-fdd0a4deb133,27eccb1e-9f15-4763-8969-c741516987e3,c2,c4,3399,?,p2,
1769752853.640669,CREATED,d1053847-ac1d-469b-9c8a-605af97e1b88,e272ba3c-4c92-4dd8-af72-08b5eb413624,c2,c4,27,?,?,surb={'id': '84934822-caca-4af8-9ffd-8ae96e878c25', 'route': ['p1', 'e12', 'i4', 'x11', 'p2', 'c2']}
1769752854.4133532,SENT,8c5a8cb9-b1a4-4a01-8711-ed1e7b436816,4fc51edc-5983-4cf5-8e8c-4ca68dbd44e6,c2,c4,3372,?,p2,
1769752854.413481,CREATED,2c89ff17-ac56-440d-8534-1c8060a97d75,961c3c43-ad21-4a6c-975d-e2454d3fc9ca,c2,c4,27,?,?,surb={'id': '2d64c5a9-0144-4e45-bc1e-250a3a7ab476', 'route': ['p1', 'e4', 'i6', 'x1', 'p2', 'c2']}
1769752854.5579164,SENT,a2dfc829-4bb1-4386-86d8-a65a10383cc5,98bafa7a-789a-42ad-985b-7a0bfbffd509,c2,c4,3392,?,p2,
1769752854.5580769,CREATED,f1d848ca-2ca7-4a5c-9334-a363eb76961a,87c49db9-2eab-482d-8074-cd5824970148,c2,c4,27,?,?,surb={'id': '66a715e6-6043-448e-b9b5-5023121903df', 'route': ['p1', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769752855.067567,SENT,0e2378fd-5c78-43ff-be40-c89f734ebb8d,0f34901b-7e78-4963-b233-1801c7b5c66e,c2,c4,3355,?,p2,
1769752855.0676975,CREATED,22cfcdc8-2e26-410f-a068-2fa59864a9d2,34c3fab5-84a3-4366-8d6f-f05feea79415,c2,c4,26,?,?,surb={'id': 'f78b5170-540e-4cfe-8b8a-8c5c2a24ba7a', 'route': ['p1', 'e8', 'i8', 'x2', 'p2', 'c2']}
