timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769752851.0609083,SENT,02393b9f-81a6-4a03-9cbd-025f3ea7f027,e9eda369-de17-462f-814e-050c6361653a,c4,DROP,2028,?,p1,
1769752851.0610774,CREATED,c90766f9-3506-4a34-adfc-5e21ef0d9147,feba3c45-a54d-4701-a9cb-c0fca7fa0c28,c4,DROP,26,?,?,
1769752851.2699966,SENT,1285abdd-c7a5-4186-baf0-9b95224ace99,a0fffc63-8cb6-485e-a7d8-f29b96ed2fca,c4,c2,3371,?,p1,
1769752851.2701893,CREATED,80d36009-191d-4942-957b-e854800faec1,72019f8f-41ac-4e35-abe0-f7b2f556639a,c4,c2,27,?,?,surb={'id': '65f0281c-f70e-463e-94e9-c1540a3fb73c', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c4']}
1769752851.2806513,SENT,2348227a-4314-4d81-851f-8143219f8b51,8fa6f255-2bb7-4b64-9e9d-33d016dcb014,c4,DROP,2017,?,p1,
1769752851.2807865,CREATED,202d405b-6d31-429f-9dc9-9d70178b3779,a2c3d707-da82-4d12-a588-91d49318e458,c4,DROP,27,?,?,
1769752851.7114618,SENT,14567163-0f9f-43ea-90c2-1c61aa4e03a9,4e4246f7-2b1f-419e-ba3d-65779eb8e80b,c4,DROP,2040,?,p1,
1769752851.711578,CREATED,0c2ec0d8-b39c-487f-b074-4463587a0f7d,ff445481-097b-481e-9761-0bfad0b64ae3,c4,DROP,27,?,?,
1769752852.6401715,SENT,c9b9bb02-bc3f-4488-b612-c408eb7a3532,62c33a39-7094-41e9-bca9-be4ed5164c0b,c4,c2,3365,?,p1,
1769752852.6403592,CREATED,3daedbbe-b1fa-4102-afc3-b528157447a9,d4444efb-86a9-4c58-8ffb-ed35ab8dc54a,c4,c2,27,?,?,surb={'id': '59fcc4d7-d70d-46f2-a515-f3976c61e2c3', 'route': ['p2', 'e8', 'i7', 'x8', 'p1', 'c4']}
1769752852.7339292,SENT,172cd6dc-e589-460c-8a28-440547261fff,79695e1c-42fc-4ade-89fe-f2a71b91a58a,c4,c2,3384,?,p1,
1769752852.7341151,CREATED,a724d87e-5f03-4226-b5ce-4e042dc3f42b,352a895b-f461-4e3d-89b1-9b68ddc432b5,c4,c2,27,?,?,surb={'id': '9dc31394-fc31-4d72-9798-d01863d365f2', 'route': ['p2', 'e7', 'i8', 'x4', 'p1', 'c4']}
1769752853.018355,SENT,5d86f3ab-ea48-4350-acd3-eb297d5e9499,805fcfa1-f552-46b3-a740-19e593e8cfda,c4,DROP,2044,?,p1,
1769752853.018473,CREATED,231f6b96-95b7-4915-b1ac-7c171ee581a1,49c12d10-4206-4185-9c82-d0a961ea5dbd,c4,DROP,27,?,?,
1769752853.264916,RECEIVED,7f11ee10-e4df-445a-93d8-e2d7f99bbff1,82f6b316-78a0-4b3a-95a0-c1e00acd9dca,c2,c4,27,p1,?,surb={'id': '6c7e0ce3-d754-492d-93eb-03c06bfc6361', 'route': ['p1', 'e6', 'i3', 'x9', 'p2', 'c2']}
1769752853.3026586,RECEIVED,420c9c4a-989d-4be0-a600-cac90e3954a0,e4f3bcdd-4fca-42b0-bd9c-117f2b896516,c5,c4,26,p1,?,surb={'id': '24ef3cd2-27e6-4413-baab-0650fbf5c85c', 'route': ['p1', 'e12', 'i11', 'x1', 'p2', 'c5']}
1769752853.4339194,RECEIVED,281cb502-2619-4d24-a1db-1daf8ea81947,46334d8f-450b-459b-89e1-a4659ad780a0,c5,c4,27,p1,?,surb={'id': '88e55133-037c-4005-9fe8-5a40c8a608ba', 'route': ['p1', 'e5', 'i2', 'x7', 'p2', 'c5']}
1769752853.5104983,SENT,a74a1576-b711-4eb3-9fc2-7a031073b9f4,45958164-eaae-46ad-8d51-f231668a864c,c4,c2,3376,?,p1,
1769752853.5106342,CREATED,167d0e6a-1315-42ba-ae0d-635485fef536,1330e1a3-1333-44fa-930a-7cec0716cfc5,c4,c2,26,?,?,surb={'id': '67637828-2721-45f8-b453-e72ef46b2676', 'route': ['p2', 'e8', 'i8', 'x1', 'p1', 'c4']}
1769752853.6766996,RECEIVED,8ed5d53e-58fe-4f3e-a2b3-d1e2ee4c4a97,e3e2d3d7-14b8-4d22-aca5-170775e4c816,c3,c4,27,p1,?,surb={'id': 'd980301d-2702-46bc-871d-a173b3a52edc', 'route': ['p1', 'e4', 'i9', 'x11', 'p3', 'c3']}
1769752853.7172883,RECEIVED,12b6f92d-f3fe-4627-87fe-fcd826e50d35,57cd5494-0f0f-4131-ad07-20a0405509e5,c3,c4,27,p1,?,surb={'id': '373641ac-5987-437a-b2e7-6df222065d2f', 'route': ['p1', 'e6', 'i5', 'x8', 'p3', 'c3']}
1769752853.956527,SENT,c9b0950c-d382-480f-9553-5677adedfb6c,ceaad2d9-20a0-4be9-a9a1-763bc4e51a66,c4,DROP,2016,?,p1,
1769752853.9566603,CREATED,a1c857d6-799f-4b45-a0eb-b1c59503c766,d46c6077-7ef7-44ec-b744-b15d33d6f9e9,c4,DROP,27,?,?,
1769752854.127761,SENT,4e5eabc0-ff8a-4a0f-8fe1-a7218fcd0624,a12dd0ce-9444-4e81-9aa5-da24acd19b60,c4,c2,3363,?,p1,
1769752854.1278932,CREATED,5e7da67f-5a13-47d7-952c-88c947930698,a38d49fa-ef4d-4992-a4a8-aab5d22bd7b9,c4,c2,26,?,?,surb={'id': 'dcc3e628-b67f-4a22-93af-8a4818878cf8', 'route': ['p2', 'e8', 'i7', 'x3', 'p1', 'c4']}
1769752854.139999,SENT,4a885220-a6a6-4f62-8160-99c67b4a2616,ee2f28e2-2f05-4fbc-81f3-58670d0a5c78,c4,DROP,2028,?,p1,
1769752854.1401606,CREATED,e3ce2089-7469-4bd9-8fec-58f48f2f02eb,52de52ce-bfe3-4216-9985-540af7330bb9,c4,DROP,27,?,?,
