timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769752851.396994,SENT,285e9d2e-4ef4-43ad-9d3f-e06f4f03e977,0cf0eb27-5217-4c18-af4b-9a1a89737f24,c3,DROP,2023,?,p3,
1769752851.3971546,CREATED,eb4ac239-4670-4130-956e-a273c3b92218,d3ae8eb3-e2c7-4bf0-9cbd-b1788ea7e5cd,c3,DROP,26,?,?,
1769752851.6658897,SENT,142fbdf4-8ee1-462b-b96c-5046f6cbefee,63fcada7-801a-49fe-a140-b875f0919f2d,c3,c4,3360,?,p3,
1769752851.6660209,CREATED,12b6f92d-f3fe-4627-87fe-fcd826e50d35,57cd5494-0f0f-4131-ad07-20a0405509e5,c3,c4,27,?,?,surb={'id': '373641ac-5987-437a-b2e7-6df222065d2f', 'route': ['p1', 'e6', 'i5', 'x8', 'p3', 'c3']}
1769752854.275739,CREATED,8c70e7f9-5bab-4f7d-bd62-dc5a5e235e34,bfb71d5e-064c-4460-91c8-367e989bf547,c3,c4,27,?,?,surb={'id': '48aa45cf-14bf-4841-8a39-d8feddc2f156', 'route': ['p1', 'e5', 'i4', 'x1', 'p3', 'c3']}
1769752854.2826114,SENT,55ea9b15-fb92-4cb2-900f-05ca95b43d6d,f4e69c95-c4c5-4d48-9a5e-21a0373b7446,c3,c4,3379,?,p3,
1769752854.2827585,CREATED,1d5e2c5f-cef2-46fa-b4c2-0aa032dd6a5a,e2f19c25-eb4b-40c8-9552-d70c974aefb8,c3,c4,26,?,?,surb={'id': '43b200de-089f-4703-8a5b-d7f474d4cf05', 'route': ['p1', 'e11', 'i9', 'x6', 'p3', 'c3']}
1769752855.0572155,SENT,bc4fc659-352d-4f96-a764-c0643ddcc36d,ff4fd4a9-1d4d-4511-853f-b40e4eb03c09,c3,c4,3389,?,p3,
1769752855.0575886,CREATED,60dedb3c-7b25-4016-b599-774a865036e2,ba51f350-5164-4990-97d3-df051e857a59,c3,c4,27,?,?,surb={'id': 'f680e427-3193-4330-b120-85fc689b5a33', 'route': ['p1', 'e10', 'i6', 'x3', 'p3', 'c3']}
1769752855.4213083,RECEIVED,5eb84c68-aed7-447f-88e5-c5f457728627,0498f467-1a16-49d6-97f2-89f0eff0d84d,c1,c3,27,p3,?,surb={'id': '722883f9-399f-4fe5-b44c-37b68a42645b', 'route': ['p3', 'e8', 'i8', 'x8', 'p1', 'c1']}
1769752855.5459492,RECEIVED,fb7dd5aa-fc3c-49c9-adf8-ec1f6ea5dd4c,437c6f33-7cf5-488c-9644-bae2931e46bd,c1,c3,27,p3,?,surb={'id': '632ae49a-f993-4d90-88bd-5c09c65f7ca9', 'route': ['p3', 'e4', 'i5', 'x9', 'p1', 'c1']}
1769752855.6004987,RECEIVED,f7e8b32d-51be-4b55-bf8a-2d7a0935b5f7,7b4c3b02-9e72-4add-9dec-b965e37df846,c1,c3,27,p3,?,surb={'id': 'b8de17d5-1905-48ae-90b2-3ec2ec451022', 'route': ['p3', 'e4', 'i6', 'x8', 'p1', 'c1']}
1769752855.6223512,SENT,aee7b59a-918c-472f-9178-4ac06ab9679e,0da13da5-998d-477c-a9f2-1aa58b79af66,c3,c4,3395,?,p3,
1769752855.6224844,CREATED,8d8577e7-12a5-4b34-9422-4e2c24d90b6e,d05dc25f-bc99-42ac-930c-cdaefed89aea,c3,c4,27,?,?,surb={'id': '9b81296b-b9eb-411b-ab7e-e34c8ba346c4', 'route': ['p1', 'e11', 'i10', 'x1', 'p3', 'c3']}
1769752855.675098,RECEIVED,74fcfa48-1b1b-4a28-b13d-c558439f34c4,49f66a6e-2c8b-4580-a4b2-cd181d4437a2,c1,c3,27,p3,?,surb={'id': 'd6005ef8-abb8-4465-bfb5-6f6e03d405aa', 'route': ['p3', 'e8', 'i10', 'x12', 'p1', 'c1']}
1769752855.7758687,RECEIVED,59143b60-86ea-4072-87c4-f362f2d4ba43,a61e8e4e-bd9c-41db-a734-568b9580dfef,c1,c3,27,p3,?,surb={'id': 'adacf3ea-287e-4fc6-986d-ea1d918c09cf', 'route': ['p3', 'e3', 'i7', 'x9', 'p1', 'c1']}
1769752855.7965436,RECEIVED,8a01a851-bff9-4e6b-947c-6bfb89da8340,ccee96ac-695c-49c8-bc00-52bf300d6605,c1,c3,27,p3,?,surb={'id': 'bbfdd2bb-b7be-4941-90a2-3fa01ff393e0', 'route': ['p3', 'e6', 'i3', 'x8', 'p1', 'c1']}
1769752855.812101,RECEIVED,3b0e7f1b-65c5-4701-9760-378d2236c292,7c34ed29-eff2-451b-9d3a-904ebfe32c2a,c1,c3,27,p3,?,surb={'id': '60865602-9b54-4691-a12c-238f14d52a32', 'route': ['p3', 'e8', 'i7', 'x5', 'p1', 'c1']}
1769752856.348588,SENT,9ec1fdcd-0781-4dd8-92ff-30c54dcb33c5,366058b5-97e1-4f14-80a0-40e17be26d42,c3,c4,3363,?,p3,
1769752856.3487089,CREATED,f22c028d-7d59-46f3-89b8-c8b0d57c5276,64751f8d-d17d-4d9e-a0ac-2acb9542a690,c3,c4,25,?,?,surb={'id': '17b31f32-d1f1-41a2-a0be-3fb671d75877', 'route': ['p1', 'e5', 'i2', 'x5', 'p3', 'c3']}
1769752856.4175844,RECEIVED,830df676-a398-42d7-a495-b570d60bc66f,68773526-9fb4-48bf-aa93-e8b4a5c553d8,c1,c3,27,p3,?,surb={'id': '4f5962a9-e250-43d2-83ad-990f5d10d77c', 'route': ['p3', 'e1', 'i4', 'x3', 'p1', 'c1']}
1769752856.4383028,RECEIVED,38655dbc-25af-4042-87ef-771a14ea6073,aa8c32bd-5c11-4bc5-acf7-8916b64315f9,c1,c3,26,p3,?,surb={'id': '24bf9c6c-c111-4abb-8f3d-58ab0cb8858a', 'route': ['p3', 'e2', 'i3', 'x1', 'p1', 'c1']}
1769752856.4451935,SENT,803c3cab-7003-4d02-833c-525562d4b3a9,0d816e55-d683-4123-b16c-f991d2c68232,c3,c4,3385,?,p3,
1769752856.4453423,CREATED,519008ac-1c40-4c37-8ed0-c364df4e28fb,3c0b8617-6669-4c3b-a767-5db5fe1a47ae,c3,c4,27,?,?,surb={'id': '5446d433-25f8-4b71-86e7-fa2dd1aff516', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769752856.5955555,RECEIVED,91b3b13e-902a-4c84-bfe9-77b68eac1650,548282bc-11dc-424f-b907-19c405b7a498,c1,c3,27,p3,?,surb={'id': '8c96f2ea-16ee-4c9e-a4b0-a73cb12ec96a', 'route': ['p3', 'e5', 'i8', 'x8', 'p1', 'c1']}
1769752856.7694144,SENT,9ca7e94f-f41d-4213-952d-915fa6b7e23e,a2e33750-0c3b-4723-b963-decefa822f82,c3,c4,3393,?,p3,
1769752856.769548,CREATED,f21df1d6-d3ee-46b8-8fd3-a960d24494d6,d900b1f0-3c3a-4db8-aea3-2074e490bd9f,c3,c4,27,?,?,surb={'id': 'e9904280-6ed4-406d-af3f-5986eb3d559f', 'route': ['p1', 'e3', 'i10', 'x4', 'p3', 'c3']}
1769752856.871001,RECEIVED,6f5f8def-1992-4305-ba61-d9effe10bc61,6696306a-4f5a-4e85-af72-286eb44eb2d2,c1,c3,26,p3,?,surb={'id': 'ef18be48-022c-4338-9f16-1ff2caf9f194', 'route': ['p3', 'e3', 'i6', 'x9', 'p1', 'c1']}
1769752856.9119833,SENT,82b3a47c-faa9-4536-845e-5c403436e329,88e56f1c-5308-4ec3-b0ec-c6b3cf720ce8,c3,c4,3374,?,p3,
1769752856.9121442,CREATED,9fc5b0b6-ee5b-4e14-ba76-1e39e7684ab7,23fe65e6-ec13-4b5e-a402-0df646df0ccc,c3,c4,27,?,?,surb={'id': '23851455-faba-426c-a095-ac52503d050a', 'route': ['p1', 'e5', 'i7', 'x3', 'p3', 'c3']}
1769752856.977923,RECEIVED,3b61de9c-97e2-4d45-bdf5-7da2fc61c2cb,fb60ec19-85ad-404a-9989-07db41703424,c1,c3,27,p3,?,surb={'id': '1c5e0609-067a-41e3-976f-ad9265e604e6', 'route': ['p3', 'e4', 'i1', 'x4', 'p1', 'c1']}
1769752857.0068014,RECEIVED,33bab280-f4ab-41de-b0ff-5b6a120cc1d7,fd8760f5-a47e-45a9-9bb8-6db210509db4,c1,c3,27,p3,?,surb={'id': 'f928d153-d96a-4890-a9f1-89213c79fa04', 'route': ['p3', 'e6', 'i3', 'x9', 'p1', 'c1']}
1769752857.0935252,SENT,73dd237b-bcbb-459f-882e-dd4cd21391d3,26d1caa8-5d46-4357-a84b-4e947467466e,c3,c4,3398,?,p3,
1769752857.0936594,CREATED,72842ddf-1446-4659-812b-b78d136b982d,6c6f0ffa-938e-4d12-8734-070ae98189bb,c3,c4,27,?,?,surb={'id': '73566752-45d6-4ee4-b78e-7c1b9494558f', 'route': ['p1', 'e11', 'i6', 'x11', 'p3', 'c3']}
1769752857.6295767,SENT,bd4dcec9-1b1f-4066-8bfd-202e197749c8,a611f085-0652-4d7b-8e69-0e60d549e89f,c3,c4,3391,?,p3,
1769752857.6297057,CREATED,3e80d92d-65ed-4474-8671-e802c9970091,ef578208-fe12-4eeb-9c43-626180abd86d,c3,c4,27,?,?,surb={'id': '03b5ce0d-3468-4a8e-9a27-5622c59fad5c', 'route': ['p1', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769752857.6503446,SENT,ffa0150c-9d91-4591-8c20-04b666b2f483,ef0df1bf-ed51-4fee-86c4-f8ce99844b51,c3,c4,3360,?,p3,
1769752857.6504862,CREATED,00c291ab-35ad-44ff-820c-426e561d655a,30ec15f4-f653-48a1-b9e7-2209c287a2c4,c3,c4,27,?,?,surb={'id': 'f2039bb2-0e59-4ef9-9182-090983540195', 'route': ['p1', 'e4', 'i3', 'x8', 'p3', 'c3']}
1769752857.6799104,RECEIVED,3da035fa-67da-447d-b8d6-32b967dac370,a65cc775-d98b-44ec-9244-ad20c0699f0b,c1,c3,26,p3,?,surb={'id': '755d7e54-a726-4242-aef1-215aac02d843', 'route': ['p3', 'e10', 'i10', 'x1', 'p1', 'c1']}
1769752857.787337,RECEIVED,e07dbd71-8467-493f-bc70-b7898dddc96b,e8a2b4a5-3c48-48b2-aeb2-3bb2b23857a3,c1,c3,26,p3,?,surb={'id': 'b97408c8-661b-48eb-a7b8-61941583ecf7', 'route': ['p3', 'e4', 'i3', 'x8', 'p1', 'c1']}
1769752857.8112042,RECEIVED,a5e163ea-2e23-4ee0-a6e2-c6f98da53c8b,355b6cca-6070-49ec-a15a-9c31502a8a8c,c1,c3,27,p3,?,surb={'id': '2b22f226-e6a5-46cd-8dd5-35cb68ee0331', 'route': ['p3', 'e4', 'i10', 'x6', 'p1', 'c1']}
1769752857.8377104,RECEIVED,14ed1fb3-cbb7-4256-8c2a-7864f22cef43,d72fe6f4-02c0-4e79-9e17-677ce219886f,c1,c3,27,p3,?,surb={'id': '393be6da-9c6f-4d1b-bc62-2c8dea66d27f', 'route': ['p3', 'e7', 'i11', 'x11', 'p1', 'c1']}
1769752857.8883824,RECEIVED,73bb7942-6af5-4679-8749-b7221cadbae3,59ee38c8-4592-4db1-9d01-665df8698769,c1,c3,27,p3,?,surb={'id': '760cd9a5-2879-451b-ab55-c90822da4cb6', 'route': ['p3', 'e1', 'i1', 'x6', 'p1', 'c1']}
1769752858.087807,SENT,cc550642-77cf-4aaa-898c-b01d61e432df,ccc587b3-b5cf-4f57-b009-f73b3de90f0c,c3,c4,3396,?,p3,
1769752858.08794,CREATED,3ae7d477-050d-44d6-848c-628bc659c50f,662e852d-ebf9-46de-9871-599d3ce37a81,c3,c4,26,?,?,surb={'id': '6d95cfaa-44c1-41e9-9477-38da9c630e25', 'route': ['p1', 'e5', 'i7', 'x2', 'p3', 'c3']}
1769752858.1005883,SENT,5329b788-f8dd-4d12-b24b-db0715a6a948,c7fbf4bb-d61d-4f26-b8bc-ea33bd19f809,c3,c4,3376,?,p3,
1769752858.1007357,CREATED,d4f76c52-d27a-40a6-8832-a348405e0847,1aa519e2-34a3-45c9-bbeb-3abde973a5b8,c3,c4,27,?,?,surb={'id': '06e9be80-9d06-4404-9ac8-ceaf475e1cea', 'route': ['p1', 'e4', 'i7', 'x1', 'p3', 'c3']}
1769752858.782817,SENT,c7c4e821-f47a-4735-8c81-cb7f64b71060,942d7b52-aac2-4b68-ae6b-10365cd65a42,c3,c4,3385,?,p3,
1769752858.7829785,CREATED,6fbf0e3d-6dfe-4bce-9011-dc4438ad256f,4910321f-b778-4f3b-8709-5852aeb138cf,c3,c4,27,?,?,surb={'id': '1d47840c-955a-4dd1-8a56-292a584a9c6d', 'route': ['p1', 'e9', 'i3', 'x2', 'p3', 'c3']}
1769752858.8523426,SENT,4761c22c-487b-45b5-addc-a9a0a5568633,f17d78d2-16dc-4a7a-a90d-5d47446d0704,c3,c4,3380,?,p3,
1769752858.8524888,CREATED,9806cdb5-987b-4150-80a1-c270647350b8,db6c1c14-bd8e-4b64-8e62-4382a6efb352,c3,c4,26,?,?,surb={'id': '2a35c23f-de0f-449d-a107-8c892d249a85', 'route': ['p1', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769752859.0251405,RECEIVED,961742e8-aed5-45e2-a24b-38e61f50532c,1a2af5ab-70e4-46a4-9392-10545690161d,c1,c3,27,p3,?,surb={'id': 'e18e6f49-0f3b-4fc5-903d-db561c53f9ba', 'route': ['p3', 'e5', 'i5', 'x12', 'p1', 'c1']}
1769752859.197415,SENT,1247a876-4f65-494a-9a70-0928e8888392,e5117a34-6438-489a-b484-1f506162cf4e,c3,c4,3387,?,p3,
1769752859.197547,CREATED,ad75298f-843d-43c9-9d25-3d07c807be2e,0c2dccbd-4dd7-4d56-ab6e-01a76705558a,c3,c4,27,?,?,surb={'id': '479bb65b-2ea2-4334-8dad-b01894c75a36', 'route': ['p1', 'e4', 'i11', 'x1', 'p3', 'c3']}
1769752859.5823987,RECEIVED,54180f92-0a90-473f-a1c5-c6229148db67,ff79b0cb-7908-468a-bbc3-e19dc84a147e,c1,c3,27,p3,?,surb={'id': '06e0f6af-a717-468c-8085-d0d6f4cfd4bb', 'route': ['p3', 'e12', 'i2', 'x8', 'p1', 'c1']}
1769752859.7464983,SENT,23ae4879-4fd6-4222-af0b-b623693e9fef,7f03cf5b-f770-44a4-a164-abbbe0dd5a1a,c3,c4,3371,?,p3,
1769752859.7466486,CREATED,38f0de36-a6ab-436f-bd7e-1439185369a6,0f229bea-1901-43de-ab17-6620e0b72691,c3,c4,27,?,?,surb={'id': '2a2d9087-18e0-480a-9f1c-9b8d07f9d2f9', 'route': ['p1', 'e7', 'i10', 'x2', 'p3', 'c3']}
1769752860.0083013,RECEIVED,22c50005-657b-4cd6-b69c-b477ed6bc3f1,422a018e-0036-408e-954e-a19bb95f3b97,c1,c3,27,p3,?,surb={'id': '36e54113-d518-4433-a808-159ae9d02c30', 'route': ['p3', 'e5', 'i1', 'x1', 'p1', 'c1']}
1769752860.0962913,RECEIVED,f04ad667-221d-43fa-bef1-d29d646f43c8,33144ec6-c86f-4957-8cfc-849cca1e1a1d,c1,c3,27,p3,?,surb={'id': '58cd9cb4-6450-429f-bcb5-41c136d38a9f', 'route': ['p3', 'e7', 'i8', 'x3', 'p1', 'c1']}
1769752860.501615,RECEIVED,fe4400af-1479-4423-9330-f70b7558ec45,896db2bd-6a39-4932-a9e9-60293b9d3cb7,c1,c3,27,p3,?,surb={'id': 'be98c3ae-26ac-4f3c-af80-0487bba305e9', 'route': ['p3', 'e1', 'i7', 'x8', 'p1', 'c1']}
1769752860.7178824,SENT,27372b0c-f86c-4011-a087-4058582473a5,1c16e7a6-3017-49aa-be23-4e3c037018e0,c3,c4,3400,?,p3,
1769752860.7180126,CREATED,0071f118-cb54-4c1a-9359-95c6b1a0517d,3ef3c923-44ef-4e3c-b869-6e537ba1a864,c3,c4,27,?,?,surb={'id': '33d14afd-5530-4b23-a147-3143c3719450', 'route': ['p1', 'e8', 'i3', 'x10', 'p3', 'c3']}
1769752860.8203888,RECEIVED,405d91df-4ff2-41eb-b0e0-74f4ba783429,d99a0574-8a4f-4ab8-8c8f-e811a6898a52,c1,c3,27,p3,?,surb={'id': '173aec04-31e0-48a9-9ca2-1e97955bbb5d', 'route': ['p3', 'e5', 'i10', 'x3', 'p1', 'c1']}
1769752860.9044333,SENT,2b0f4f17-161d-40ba-a584-c70f51ddc4c9,c01fd7f9-2dbf-4903-b3f4-e1e0a8b97604,c3,c4,3372,?,p3,
1769752860.9045846,CREATED,d81c572f-0797-4b8c-b299-4bb0c66a0561,baf2e772-6646-40c4-a05c-0b1af571ed07,c3,c4,26,?,?,surb={'id': '71f398a3-b457-4219-9b60-75b2d7edca8a', 'route': ['p1', 'e6', 'i10', 'x12', 'p3', 'c3']}
1769752861.0823574,RECEIVED,48685971-ca30-469f-bff9-7036271e9472,de06fb6a-4a56-4b7a-a15a-733a1501098c,c1,c3,27,p3,?,surb={'id': 'e7e448f6-ef12-40d7-b510-14b3f80ca7c9', 'route': ['p3', 'e11', 'i4', 'x8', 'p1', 'c1']}
1769752861.1507757,SENT,601a37e8-bb63-481e-bbcc-22fafb94cb4f,af571ea8-8fd0-4a0d-a18c-b66c6de4a4b8,c3,c4,3387,?,p3,
1769752861.1509073,CREATED,64402e3d-0608-4867-ae9d-3d89d34ffaef,8011e847-28fe-46a3-a8f9-fb658c72444f,c3,c4,27,?,?,surb={'id': 'd9a8a71a-bfcd-4ed3-9239-48ac8e0a8796', 'route': ['p1', 'e5', 'i12', 'x11', 'p3', 'c3']}
1769752861.3116112,RECEIVED,68a41622-7f35-47cd-820e-cc2ff09f8311,e0f9b7d9-c4b4-4ace-b668-46a0f9b17f6e,c1,c3,26,p3,?,surb={'id': '7bc98664-ef54-4e84-81e4-8072109f833b', 'route': ['p3', 'e1', 'i1', 'x7', 'p1', 'c1']}
1769752861.569143,SENT,cc199567-4a86-4e87-b125-5819ad63ed82,04ec3d55-84a9-44c3-a67b-2384df5085b1,c3,c4,3401,?,p3,
1769752861.5692396,CREATED,5674a6b7-5b39-42bd-b562-85bd1acfece2,0fe8825b-6a32-490b-a77a-234f1b9b1c71,c3,c4,27,?,?,surb={'id': 'c5850088-5562-4431-9da1-dfb691d098ce', 'route': ['p1', 'e8', 'i1', 'x12', 'p3', 'c3']}
1769752861.626851,SENT,fbb13f1e-180e-4ca0-a5dd-ef30a54da58c,6627286f-2853-44be-ba3c-d7a809747fc3,c3,c4,3359,?,p3,
1769752861.626991,CREATED,d81d8c76-ffb0-4f41-a321-8a7c48672efd,2508684d-a47e-4bcf-8fd1-bb5c07a5204d,c3,c4,27,?,?,surb={'id': '26fef131-01b2-443f-93c0-9c8fb8921687', 'route': ['p1', 'e2', 'i5', 'x5', 'p3', 'c3']}
1769752861.981001,RECEIVED,f6454ea9-714d-4e1e-ad49-82e86cd88870,5e319e81-eb40-4650-8184-ed003fbf2b7f,c1,c3,27,p3,?,surb={'id': 'b864946c-8818-4ed7-b0fd-1b397b6470e8', 'route': ['p3', 'e10', 'i3', 'x6', 'p1', 'c1']}
1769752862.037373,RECEIVED,0afb610e-b181-4757-8c98-8c35fa863b81,e023ede5-3dac-4f7c-b8d8-fa80a5e2f440,c1,c3,27,p3,?,surb={'id': 'ef93d60b-0d84-44e9-a54f-3ebb1ad732c6', 'route': ['p3', 'e10', 'i3', 'x4', 'p1', 'c1']}
1769752862.077254,RECEIVED,7ccaa9b5-78c0-4cbd-9418-31f2e6218b9f,4f0e2057-f2de-4f74-986e-b13eb558a576,c1,c3,27,p3,?,surb={'id': '911b1b7b-10c9-4dd5-973b-b10207cf2fae', 'route': ['p3', 'e8', 'i10', 'x1', 'p1', 'c1']}
1769752862.0922916,SENT,eb314ffb-dba9-45e7-84d9-3ccdd05aa73e,4c744d86-a8e0-473b-9b1f-5470e6b38a6c,c3,c4,3384,?,p3,
1769752862.0924222,CREATED,71ff5c56-54b7-4d81-8626-5d329d092752,10b9b828-8f56-436c-ac5b-63badf1eb033,c3,c4,27,?,?,surb={'id': 'a39fc89d-680f-47a0-8b4c-f54562762b72', 'route': ['p1', 'e8', 'i2', 'x4', 'p3', 'c3']}
1769752862.0949206,RECEIVED,9640f00e-0657-4eaf-bce5-a3e99f05c722,a281384e-1d8c-4064-9593-706c26dab296,c1,c3,27,p3,?,surb={'id': 'ff67af71-fce1-4a30-88da-1d8d6938e79d', 'route': ['p3', 'e11', 'i2', 'x1', 'p1', 'c1']}
1769752862.341166,SENT,2271eeab-3488-492c-badd-cac4aa400108,7c4fcd0f-d2f7-4159-9d0e-d13a37e1bd6b,c3,c4,3361,?,p3,
1769752862.3412995,CREATED,78ed1b08-9f37-419b-8c7a-dcd4a64cb06e,774611cd-a7f3-4620-ae07-102de578b2ff,c3,c4,27,?,?,surb={'id': '006d4180-98ce-4fbc-a168-c0c7691f6585', 'route': ['p1', 'e2', 'i5', 'x4', 'p3', 'c3']}
1769752862.3638275,RECEIVED,0edac48f-98ee-49b5-916e-149d7d493f6f,19a140bc-83c1-4fda-baf3-47ad12cedfe5,c1,c3,27,p3,?,surb={'id': 'f5e9cca1-ca51-41c0-933b-e873ce8eb6d8', 'route': ['p3', 'e1', 'i5', 'x12', 'p1', 'c1']}
1769752862.4479196,SENT,a7f8ebaa-6c15-465f-9e4c-f501f65cfcb3,83f74079-8490-4759-9a32-f864d1003dc8,c3,c4,3395,?,p3,
1769752862.4480782,CREATED,415ee331-c0b8-42f3-8193-7f42c28c9a1c,3f5c3807-b8b5-4fc8-a3e1-05fed2e13876,c3,c4,27,?,?,surb={'id': 'fbd2dc71-c83a-4b92-a85a-4d8e94a4f755', 'route': ['p1', 'e11', 'i3', 'x9', 'p3', 'c3']}
1769752862.6190069,SENT,71d6e896-a760-4e7c-90ec-9105919ff8b6,ef05188b-1cfe-42aa-833c-849fc8ebd716,c3,c4,3379,?,p3,
1769752862.6192136,CREATED,655c993a-4e8d-4c17-b8f9-1319f589e14e,c307096a-b6c5-4c25-bd94-6d4c31b7f735,c3,c4,27,?,?,surb={'id': '6c95727c-537c-4e15-8f96-103bb0444aa1', 'route': ['p1', 'e7', 'i8', 'x3', 'p3', 'c3']}
