timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443935.698609,CREATED,8c5b563f-ba85-495a-957a-7f890f6f951e,ca0bc062-b5d8-4303-9d33-8f71b63b16d0,c4,c5,27,?,?,surb={'id': '90e27b5f-129e-4fc9-b7c8-abbd320252ed', 'route': ['p2', 'e4', 'i3', 'x8', 'p1', 'c4']}
1769443935.882347,RECEIVED,b4fd4a87-eb9f-4f4e-a8a3-e0ab63a9f238,38a12eb8-b70e-4d4a-a23c-e10caa6e8182,c5,c4,27,p1,?,surb={'id': '5594254e-30ae-4bdf-a500-7a01ef2cc8cf', 'route': ['p1', 'e10', 'i11', 'x8', 'p2', 'c5']}
1769443936.032015,SENT,ca33ca97-b535-4c5c-8b72-0abf16a594d2,2d430151-6128-4405-8c80-6e80b69bfd71,c4,c5,3380,?,p1,
1769443936.0345798,CREATED,7c124c65-9a9c-4a70-8711-d2204b74547e,58771eee-aa8a-4006-b8fe-0d070da2543f,c4,c5,26,?,?,surb={'id': 'c4f58c23-49d0-4e9e-9c89-aa95ce357040', 'route': ['p2', 'e7', 'i8', 'x8', 'p1', 'c4']}
1769443936.2118478,RECEIVED,ef770856-338f-4b8f-9454-9134d50d1d23,fe9bb885-a6b7-45dd-9b29-3381b3935abe,c5,c4,27,p1,?,surb={'id': '2f6bf5b3-fafd-4848-974c-ddf9f5c35dcb', 'route': ['p1', 'e1', 'i6', 'x10', 'p2', 'c5']}
1769443936.4423604,SENT,02825978-e7d9-4d01-bd74-84bd7912ff03,92fdcae1-b324-41a3-9cfa-b015eeaf67f0,c4,c5,3375,?,p1,
1769443936.4425046,CREATED,310eb05e-3142-404e-b2e6-48a2ac5a505f,674ad2c5-830d-4500-a8e7-d63b8d03bf14,c4,c5,27,?,?,surb={'id': '0f01eba1-45f4-4a3c-9804-3256a1287411', 'route': ['p2', 'e7', 'i9', 'x2', 'p1', 'c4']}
1769443936.5839665,RECEIVED,70a29f51-d950-4744-ac32-3a479ad37914,01d26863-0ff8-49f4-a39a-8b86e6df1168,c5,c4,27,p1,?,surb={'id': '500726d4-3fbc-4d76-827a-dd1c7ad749e4', 'route': ['p1', 'e9', 'i8', 'x5', 'p2', 'c5']}
1769443936.699482,RECEIVED,ecd8a7cb-3740-4ec3-be51-3036651e04e5,226a60d2-a41a-4d59-b961-08933c84b8f4,c5,c4,26,p1,?,surb={'id': '0b09e310-5549-425d-a0e3-3dcf103e8e72', 'route': ['p1', 'e5', 'i7', 'x10', 'p2', 'c5']}
1769443936.753414,SENT,e3f3e1e8-f4e7-43a2-9c7c-ab551da6e74b,e0c96d9d-ccca-4be8-92df-e7fcbecea3eb,c4,c5,3373,?,p1,
1769443936.7535675,CREATED,4d11039c-ecfb-433c-8011-89caf3821f87,4cd526f5-f07f-49bf-884c-816e8787c056,c4,c5,26,?,?,surb={'id': 'cc1f33ca-bfb0-434a-8dbf-04b2f4c167cf', 'route': ['p2', 'e5', 'i12', 'x1', 'p1', 'c4']}
1769443936.9642687,RECEIVED,963cfaf7-b178-4ef7-a953-1398caaf7f42,30ef05c5-9613-4162-af92-d967398541d6,c5,c4,27,p1,?,surb={'id': '6f2daef4-b1ae-4d65-8373-7f4562333c90', 'route': ['p1', 'e12', 'i5', 'x6', 'p2', 'c5']}
1769443937.0556686,RECEIVED,f61e9a77-e1d5-460d-99e0-fe943acef06a,7b0e285f-3b8b-4ac8-8ec2-ffb49449d1a5,c5,c4,26,p1,?,surb={'id': '9529db8d-54be-4218-a6f8-09fe1b771112', 'route': ['p1', 'e6', 'i8', 'x1', 'p2', 'c5']}
1769443937.0701878,SENT,9a486a0b-8b24-4236-bbf1-5cf6212cc9e3,017b5a5a-27bd-4f5b-9be1-5df12d7d5a8c,c4,c5,3355,?,p1,
1769443937.0703368,CREATED,cfe5490e-f363-4521-bb28-24ed3898874e,367c18dc-c60a-45c5-9865-ea3612892f3b,c4,c5,26,?,?,surb={'id': '22c5f51c-c61f-440c-8d14-5ed9cd8137c3', 'route': ['p2', 'e10', 'i9', 'x5', 'p1', 'c4']}
1769443937.3447342,RECEIVED,78d9df3c-5e8e-47f2-b71f-c02254c6da2b,ff1154be-ec05-4fb7-8947-6bce7515cbc8,c5,c4,27,p1,?,surb={'id': '106c59e5-51c6-44fd-b19b-e433eccb4b69', 'route': ['p1', 'e12', 'i7', 'x1', 'p2', 'c5']}
1769443937.5055883,SENT,f7fb9037-0290-4437-919b-4a78866ff733,d4e08137-d2d4-4eb3-bdf1-415a042d01ae,c4,c5,3377,?,p1,
1769443937.5057397,CREATED,edb53f88-b9c6-4bea-a944-d075a2f2f49b,9246a7a1-9db4-4edc-a036-3a696d6f5ec7,c4,c5,27,?,?,surb={'id': 'f79c00b8-9ccf-4d80-a31c-4d0d3bd62a8e', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c4']}
1769443937.5520995,SENT,0b10d219-e792-47b3-b06c-0b7bbfad0726,cb92e33a-12d9-400f-a015-82a10873ed23,c4,c5,3401,?,p1,
1769443937.5522513,CREATED,e53f77f7-88af-4273-ac61-dff186430ae2,6519f04d-71a9-4160-8d10-ebfeb24d4d0f,c4,c5,26,?,?,surb={'id': 'e321fa18-b03a-482e-bd6f-5494b7278b19', 'route': ['p2', 'e12', 'i10', 'x1', 'p1', 'c4']}
1769443937.7596254,RECEIVED,8b52ec79-44db-44ba-8b82-70a19fe365c8,277a3ddf-4598-4dae-b369-eeab794199ac,c5,c4,26,p1,?,surb={'id': '13535134-0e3c-4511-b7c2-7869e5d8cebb', 'route': ['p1', 'e7', 'i6', 'x12', 'p2', 'c5']}
1769443937.842193,SENT,550b5d47-6a2a-4462-9577-a28bd7ac7d6f,9398890c-c85e-465b-9760-b8224c229628,c4,c5,3401,?,p1,
1769443937.842343,CREATED,503ed507-7c24-45a2-996c-985edff5b8be,9f54dc4a-d2d2-4b4f-adb7-71c3385b4f5a,c4,c5,27,?,?,surb={'id': 'b3a3822e-36ae-471d-8a0a-762ccb26a707', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769443937.858778,SENT,1245ba5c-513c-4fb8-a1bc-60f961894a78,39494349-0b24-4007-ae25-aef23159badc,c4,c5,3384,?,p1,
1769443937.8589263,CREATED,655a4fc9-95ba-4faa-8077-4d181373c989,9bce0446-dc63-4d30-b1e8-09d3d0146c07,c4,c5,27,?,?,surb={'id': 'e10c7ee8-4538-483a-ad24-4e6dfdbc63ff', 'route': ['p2', 'e1', 'i5', 'x4', 'p1', 'c4']}
1769443937.891962,SENT,05f9061b-8552-4112-b6f6-e2fb92c96f09,b9df54d0-47fa-47b4-af92-fc5fba1ef04a,c4,c5,3380,?,p1,
1769443937.8922985,CREATED,13dcda2e-cd29-4033-b747-c12b77313f9a,31b6e44e-1821-458b-8160-d4b5bfccd4db,c4,c5,27,?,?,surb={'id': '646179b7-d9cc-41fb-8065-b23083b58af4', 'route': ['p2', 'e5', 'i6', 'x8', 'p1', 'c4']}
1769443938.0301583,SENT,08f7f376-ebe9-4863-bca8-bac1a5b22c9c,cbb00d2a-04d4-45eb-b714-b50ee701394e,c4,c5,3387,?,p1,
1769443938.0302343,CREATED,00048178-861f-4bb8-923f-23799d1e416f,65dad829-65c8-4f72-867e-4900dea8af9f,c4,c5,27,?,?,surb={'id': 'a79ab210-51f3-4111-9dbf-39f13af6971b', 'route': ['p2', 'e1', 'i7', 'x4', 'p1', 'c4']}
1769443938.2052374,RECEIVED,f96a7711-db9f-434d-b833-54e9256341a4,033896e4-9051-4dd1-8caa-16ba2459be63,c5,c4,27,p1,?,surb={'id': '73b55b3b-0acc-48e4-8cd1-336e5baf5355', 'route': ['p1', 'e7', 'i10', 'x4', 'p2', 'c5']}
1769443938.301483,SENT,5cf40975-8d28-4446-8e92-65f89a59881a,bd80bc2a-617c-43a9-8f33-1ff2805fde15,c4,c5,3375,?,p1,
1769443938.3016331,CREATED,4f2d0410-f871-4edb-a193-a1ad362dc6e2,0c3ba6a8-0325-4b86-a878-cfcf2c9e3f13,c4,c5,27,?,?,surb={'id': '059ea9c0-fd7d-4fe8-9f30-6f2c45587f20', 'route': ['p2', 'e8', 'i11', 'x7', 'p1', 'c4']}
1769443938.632783,SENT,14ccfce5-56c2-4f25-9869-7e66c14b2773,7c65838b-e16b-46e7-b631-4185acad8ba1,c4,c5,3371,?,p1,
1769443938.6329305,CREATED,f0a3c0ef-6bc0-4c55-8e58-86fc1abdadca,c04f1b0e-9c46-45da-9f03-360765b24274,c4,c5,27,?,?,surb={'id': '56f559fd-4e7f-4668-b80b-6159e4b4d37d', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769443938.6708324,RECEIVED,7c946ddc-9563-484f-8c46-4a8bef5ecd26,a5b556f1-7c16-478b-9054-0802b92606f2,c5,c4,27,p1,?,surb={'id': 'c1327fa0-616a-4fab-b971-414d5da4c91e', 'route': ['p1', 'e11', 'i10', 'x5', 'p2', 'c5']}
1769443938.8563893,SENT,2ad43e15-85dc-466a-af56-70b774615abc,317f6983-b85b-4b85-a14b-adf27eaca22f,c4,c5,3352,?,p1,
1769443938.8565462,CREATED,b7389c39-22bb-47be-a1e3-ab3dd62e6b9b,7fcb8e7e-fe4a-42a3-8fce-0ea984225e55,c4,c5,25,?,?,surb={'id': '198f93c8-c9c8-4ead-ba64-fce52fd4b942', 'route': ['p2', 'e2', 'i4', 'x3', 'p1', 'c4']}
1769443938.9590092,SENT,f6970566-1ac2-4776-b81f-4f884442b00b,64454de6-6a6b-4164-bdfb-025559e50979,c4,c5,3388,?,p1,
1769443938.9607553,CREATED,c28fb1d1-8a18-4f81-bc07-21b65bd75700,a330e0cd-2604-4fb6-aeee-e4b599b93d0d,c4,c5,27,?,?,surb={'id': '17e9733f-4aed-49cb-ab8c-58f32fbb9594', 'route': ['p2', 'e8', 'i12', 'x1', 'p1', 'c4']}
1769443939.1667497,RECEIVED,7b6b2d5b-2474-498c-a09a-7f9dc59cffe6,57d65961-6afa-4436-b5cd-e13250f0c2af,c5,c4,27,p1,?,surb={'id': '7d4acf69-765e-429c-a9b3-7300d691c710', 'route': ['p1', 'e2', 'i12', 'x1', 'p2', 'c5']}
1769443939.3386133,RECEIVED,cd59b36d-7413-4276-93a4-a89b0c10a52e,9fe76bab-a700-419d-a288-e2345b18c538,c5,c4,27,p1,?,surb={'id': 'ffec9d19-8b06-4e35-bf70-4e5e63a0b71d', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c5']}
1769443939.7353947,SENT,5fb88967-08d5-495d-9043-23f46cfdaa37,50fde43b-815f-4cf1-b231-5621138d10de,c4,c5,3388,?,p1,
1769443939.7355454,CREATED,ac2be55a-a219-4e71-ae4e-8f095a0e025e,55ac4d3f-8060-4f4a-b662-2572ea1c5a44,c4,c5,27,?,?,surb={'id': '7eb5952c-2cdf-4d39-90cc-91da7ccb30c6', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c4']}
1769443939.897815,SENT,e4af9430-a273-4a2b-ad64-b05419c9be96,672c0a26-239d-4426-95a9-dac36d1dc11b,c4,c5,3380,?,p1,
1769443939.8979664,CREATED,8db66829-3ded-4984-bde4-7ea28806339c,f613be5c-4926-4d9b-a29b-67f6d5a3a9e8,c4,c5,27,?,?,surb={'id': '55bd7acb-a9c9-4d7e-b342-5862cc1c2f83', 'route': ['p2', 'e10', 'i10', 'x8', 'p1', 'c4']}
1769443940.1973586,SENT,baf1803b-32e4-4ceb-b33d-1ed5690b9888,cad9fb1f-a8e2-4e4f-afbc-d12ca76f3757,c4,c5,3379,?,p1,
1769443940.1974363,CREATED,994765c3-2b50-4686-9899-c7d848a20957,07549dd6-2e91-457e-b5c4-f45d37a7c576,c4,c5,27,?,?,surb={'id': '75229704-3bef-43ec-b595-dbff9ff4b648', 'route': ['p2', 'e1', 'i5', 'x9', 'p1', 'c4']}
1769443940.2023702,RECEIVED,ccb9e9e5-97dd-4688-8992-21f5ceea4c38,f3f8390f-d71a-4be2-976b-d6e39512222c,c5,c4,26,p1,?,surb={'id': '159e1426-a927-4f89-95dd-eabe4332c52e', 'route': ['p1', 'e12', 'i3', 'x4', 'p2', 'c5']}
1769443940.3424482,RECEIVED,6d8fface-9f5d-49d4-8aa3-369051611543,40d0681f-03eb-45c6-80fc-3fce9ba75718,c5,c4,27,p1,?,surb={'id': '113b02d2-b11a-4b76-9f9a-a25a7f8d2e9a', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c5']}
1769443940.4163215,SENT,24c3ce3d-945c-4541-b5d7-5141280a1d62,fb1192a8-bcff-4191-8ab5-1341892a8433,c4,c5,3376,?,p1,
1769443940.4163978,CREATED,f6ab17d4-c6bf-4d28-a3f7-8f75547827c7,1f486836-cc52-4f78-b81d-fd518f73ca2a,c4,c5,27,?,?,surb={'id': 'f404f938-1857-478f-b7cf-aa7ab6c34474', 'route': ['p2', 'e8', 'i4', 'x12', 'p1', 'c4']}
1769443940.4202936,RECEIVED,b54a5db3-b2d8-440d-a7cc-0ccbcce6a571,0410f738-2e2f-48d8-991f-158f6ad15259,c5,c4,27,p1,?,surb={'id': 'ee31809b-5ad7-4a07-a21d-70b61bf29971', 'route': ['p1', 'e9', 'i5', 'x11', 'p2', 'c5']}
1769443940.5791929,SENT,eae46ff3-9d02-4d15-9615-bbd653d4bb8a,92dd693c-8ca4-428c-8795-d509778f74c8,c4,c5,3363,?,p1,
1769443940.57927,CREATED,8f9c9c94-1c8f-41c4-97d0-bdf8ba8393b3,a15e72f8-88e2-41d0-89c1-7a7b70567447,c4,c5,26,?,?,surb={'id': '2cc86ed3-cd64-42f1-9ac9-5add3b096a53', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c4']}
1769443940.6193714,SENT,40823d6b-70c7-4590-b130-55d1ab62f8e6,32e6886b-fa28-40dc-9a83-adbffd3992a5,c4,c5,3383,?,p1,
1769443940.6194465,CREATED,a1f511cc-d947-450a-9443-5ef8e56a69ce,a1e3aa96-de4f-4bc1-b19f-ae9e941387ab,c4,c5,27,?,?,surb={'id': 'be584e75-be5a-40ba-b9ba-8c7b03b91e0e', 'route': ['p2', 'e8', 'i5', 'x12', 'p1', 'c4']}
1769443941.0317345,SENT,8360d847-833f-47f3-9849-26e8dbd092b8,4034d16f-b2f5-4ec8-b61a-cfe8427d859d,c4,c5,3359,?,p1,
1769443941.0319138,CREATED,73a86586-549e-40d9-adb0-45e66f726b24,7f2b9dd8-42a2-41a0-95da-ac37c1471b7b,c4,c5,26,?,?,surb={'id': '03dff6a2-82d8-4494-9e43-250bd7df54cd', 'route': ['p2', 'e8', 'i8', 'x2', 'p1', 'c4']}
1769443941.0833411,RECEIVED,3e1c1c17-3447-4cef-aecc-c2cfda0ef99a,2b9fe97a-c9f6-4714-a7dd-f026e9a52e1a,c5,c4,27,p1,?,surb={'id': '3b0992c4-bc9f-4add-93f7-19c4b82e3b04', 'route': ['p1', 'e2', 'i4', 'x3', 'p2', 'c5']}
1769443941.1718173,RECEIVED,b9c0cca6-546e-4731-9391-aa23d10fa3c8,5300b992-a65f-45ed-a6f4-a99d1a28224f,c5,c4,27,p1,?,surb={'id': '6630da94-2b82-4747-bd26-62af70088eba', 'route': ['p1', 'e7', 'i8', 'x12', 'p2', 'c5']}
1769443941.2785385,SENT,f27f7c8d-35c1-4751-af17-9f2538998d92,a1f39510-d947-4002-854a-d6beec47eb72,c4,c5,3375,?,p1,
1769443941.2786865,CREATED,4f1e776b-bff9-4303-811d-036c968e9512,7823db22-9500-40aa-82de-b632bbfd6c00,c4,c5,27,?,?,surb={'id': 'bdce1779-b42e-4b06-ba1a-c39fea0a54d1', 'route': ['p2', 'e6', 'i9', 'x5', 'p1', 'c4']}
1769443941.4282386,SENT,211f1dcc-a0ff-4381-a68b-333efa4ba712,af4d112c-7ec7-46ce-ac4f-078e4508325d,c4,c5,3359,?,p1,
1769443941.4283376,CREATED,e22856a6-0bed-4ef3-8a93-af1dd2d2c706,d9509ddc-8631-4a25-8914-225b46879239,c4,c5,26,?,?,surb={'id': 'a3ee0349-5109-4464-845c-0553ea250d8d', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769443941.531675,SENT,66d8d57f-828b-4fcb-8ab7-ec98934fc545,7d4220b3-f328-4b4d-8d6d-50be682e6a45,c4,c5,3379,?,p1,
1769443941.5317624,CREATED,c0b4db50-8c28-4931-be40-388c3e1fdeb7,cf67595b-f300-4e4c-93e2-a68213ad3dfe,c4,c5,27,?,?,surb={'id': '3bdc308d-90af-4aec-800b-5808fae93b7b', 'route': ['p2', 'e3', 'i12', 'x2', 'p1', 'c4']}
1769443941.6028862,RECEIVED,589c089c-da61-4378-8633-0a61d75b8e51,acf0d7f2-7dc9-477b-a3e8-90470293cff5,c5,c4,27,p1,?,surb={'id': '921106b0-3c3b-4ff2-90e2-661c89d58c7c', 'route': ['p1', 'e1', 'i3', 'x1', 'p2', 'c5']}
1769443941.6721644,RECEIVED,b5e5ec66-05c3-4990-b06e-ea80c510b0ca,e404d3b6-db6f-440c-9c4b-7cb7bafaa503,c5,c4,27,p1,?,surb={'id': '70d14dc8-ba2f-4073-b915-2d12fb4da80c', 'route': ['p1', 'e12', 'i11', 'x3', 'p2', 'c5']}
1769443941.9016109,SENT,82f35be0-c107-42b6-b82e-e1eccb22df07,5a696dfb-b8d1-431c-9687-139e6cc0e397,c4,c5,3359,?,p1,
1769443941.901759,CREATED,a31948be-15c8-428a-ad43-0cb2bcf23c7c,968519b7-1c19-4f69-a776-abe22ba70907,c4,c5,27,?,?,surb={'id': '3ce9f25c-8887-47af-bd28-8facc9bcf8d2', 'route': ['p2', 'e7', 'i3', 'x1', 'p1', 'c4']}
1769443942.0315647,SENT,dd35a126-3a35-440f-a656-112652403425,3b827615-118e-4a6e-aa5f-3b052f9c0d25,c4,c5,3393,?,p1,
1769443942.0317123,CREATED,528627df-4d2a-4d0b-b23f-6f0951a19d31,51fc4734-4ea1-4ccf-936b-82e922826577,c4,c5,27,?,?,surb={'id': '8d435828-fd96-4c4e-b829-6e968b7ac33f', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769443942.1062987,SENT,8f032b5b-2c36-4fdb-8ca8-04563798050a,18848aae-2710-4559-b160-0cc0dd2cf16d,c4,c5,3395,?,p1,
1769443942.1064513,CREATED,d0bfd604-6435-4e25-8b49-015f4e90b827,792d568b-943a-4932-88db-c9c04cd05747,c4,c5,27,?,?,surb={'id': 'c00c563e-92b9-4f8a-b88f-9d2fa625cd74', 'route': ['p2', 'e11', 'i10', 'x11', 'p1', 'c4']}
1769443942.304202,SENT,4897b99e-0562-43a3-af60-2ff38440464a,bc243d33-9730-4174-a17b-6503a7efd9af,c4,c5,3358,?,p1,
1769443942.3043373,CREATED,630883dc-508d-427e-b9cb-21c75e1ae385,2b6b17d9-f5f5-4760-8dbb-a011daf27e3e,c4,c5,26,?,?,surb={'id': '47d2cae0-bbe0-4314-9ad3-d77256eeace2', 'route': ['p2', 'e7', 'i6', 'x6', 'p1', 'c4']}
1769443942.5037985,SENT,884c0c23-bfd2-4054-8178-123462008d86,51236377-f975-4a39-9b3c-d958de6eefa1,c4,c5,3387,?,p1,
1769443942.5040433,CREATED,094236aa-e295-4168-a07c-5e12a7933507,bdde2d27-b45d-406b-80bd-6199432fb33b,c4,c5,27,?,?,surb={'id': 'af8d66e4-4067-4b18-a661-bce9df14fffd', 'route': ['p2', 'e4', 'i4', 'x8', 'p1', 'c4']}
1769443942.60863,SENT,003fd424-d4c1-4e3e-a75e-ce90d2753883,8e4c563a-6050-4d1d-b5aa-180b6cd60557,c4,c5,3392,?,p1,
1769443942.6087778,CREATED,83cac1fd-40d3-470b-a54c-1fa06c798bf1,65e58627-2cdc-4611-97fb-8161b6e70656,c4,c5,27,?,?,surb={'id': 'c57bb7e7-9012-4263-aaef-186996fd151c', 'route': ['p2', 'e2', 'i6', 'x1', 'p1', 'c4']}
1769443942.6818,SENT,87859c2c-b2b7-4318-97cb-c8987e2eb994,aca5334e-e1a9-4ce2-9c46-a35cbea6bd86,c4,c5,3362,?,p1,
1769443942.6819477,CREATED,8ba66a41-187d-47d3-8bc5-a3babbf70215,03e34273-e68c-4e5d-8dec-c6e3857ff4f5,c4,c5,26,?,?,surb={'id': 'ef919f7c-1e18-49c8-bcb4-7d849740a9c5', 'route': ['p2', 'e3', 'i10', 'x3', 'p1', 'c4']}
1769443942.761731,SENT,d133508e-b2f8-4713-84bb-2166d4235daa,bf95e0a1-264f-45d5-aea8-6cbb7b8760c0,c4,c5,3363,?,p1,
1769443942.7617927,CREATED,1236c561-3ec4-44cf-ad8c-b3903727e57e,a54645d6-856d-40df-bc45-5a4daff484ed,c4,c5,27,?,?,surb={'id': '2d6373cd-89ea-4b26-803d-b9e944b87b79', 'route': ['p2', 'e1', 'i8', 'x9', 'p1', 'c4']}
1769443942.976204,RECEIVED,50799672-c49d-40b3-a112-9a2708816a54,636f6138-fef0-4c09-af1f-a01c6ef85135,c5,c4,26,p1,?,surb={'id': 'bc7cddc9-221f-48b5-9744-22bc04d1be58', 'route': ['p1', 'e5', 'i5', 'x3', 'p2', 'c5']}
1769443943.0034363,SENT,2a914153-58cf-4876-8dbb-317abef2fc7a,2f63f6af-5596-4201-b248-37d01fa9dab8,c4,c5,3390,?,p1,
1769443943.0035276,CREATED,83a3487e-e190-4f12-843a-56379c308921,5c86d527-5b6c-4946-9549-eb9b924c5009,c4,c5,27,?,?,surb={'id': 'c757c98a-06a5-4e52-979c-fb936337c27a', 'route': ['p2', 'e1', 'i10', 'x8', 'p1', 'c4']}
1769443943.0142934,RECEIVED,77e646c4-17fe-43bb-9a8a-206a9d7c34a4,abf750d5-1fea-44d5-8860-315f1ff98bda,c5,c4,27,p1,?,surb={'id': '614c1bf7-d331-4903-ae70-abb44657d99f', 'route': ['p1', 'e6', 'i6', 'x7', 'p2', 'c5']}
1769443943.0519488,RECEIVED,00a3b975-ff8f-49f6-aa06-728873488de5,bd852c3c-3c24-492b-84ef-4c1d6d5977c8,c5,c4,27,p1,?,surb={'id': '7dc5918d-c6f1-4b71-8c80-b159f76d75bd', 'route': ['p1', 'e5', 'i3', 'x4', 'p2', 'c5']}
1769443943.1254218,SENT,eb9bb65c-2c7c-4fe4-bad8-068f05717474,56e5a823-6e62-4088-9406-9df2cf865ea4,c4,c5,3399,?,p1,
1769443943.125513,CREATED,3e517317-fb50-4d5a-b141-03a3962953a0,270b5fd8-f38a-4aaa-9807-d60162e783c3,c4,c5,27,?,?,surb={'id': '87565c16-8fb8-4565-857b-634371e3e15f', 'route': ['p2', 'e11', 'i12', 'x2', 'p1', 'c4']}
1769443943.621324,SENT,52969408-6b2b-4137-9e9b-6eb4296c6e6d,cd976598-161f-418b-9ce9-dfc03ba59bda,c4,c5,3389,?,p1,
1769443943.6214747,CREATED,f89e0526-fbee-47d2-81e5-8d12d8495883,89831724-6d87-461a-a069-8237dabf6eee,c4,c5,27,?,?,surb={'id': 'b81b8bae-94e0-445f-8cb6-7ba66bb8d3a3', 'route': ['p2', 'e11', 'i5', 'x3', 'p1', 'c4']}
1769443943.7686052,RECEIVED,d27326e8-575b-4b12-9ae2-0760a0825525,506378e5-c922-448e-adb3-4e0a42ad5ce4,c5,c4,27,p1,?,surb={'id': '990efa5b-c0b4-4502-be14-c6b1832f2fd7', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c5']}
1769443943.9261167,RECEIVED,b5109019-c0fd-443e-81b7-8d2236d2689f,7a00d038-a57e-4b3d-b88b-e5dfb96d8864,c5,c4,27,p1,?,surb={'id': 'adfd2f4d-7bdc-4f44-8e42-1d7dfdbbd4a7', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c5']}
1769443943.9909601,RECEIVED,01e99e5c-0c10-4954-b3c6-4e61c943b77c,739ddd7a-c624-4e12-9ac4-16aafc17465d,c5,c4,26,p1,?,surb={'id': 'd9b98642-cf01-4683-91e6-2d0c79b061da', 'route': ['p1', 'e4', 'i3', 'x7', 'p2', 'c5']}
1769443944.0177875,RECEIVED,bab2b87c-a5e4-498e-9211-32acf48bbdc1,1e4ad0d6-b3ea-4fa7-8f15-91aecaf0435e,c5,c4,27,p1,?,surb={'id': 'a1a71d46-2c27-4431-8159-1397f29bccba', 'route': ['p1', 'e8', 'i6', 'x11', 'p2', 'c5']}
1769443944.034931,SENT,c3b17e12-3e92-4075-8552-1b36efa6cec6,db6a9be4-5bef-4cb5-aa50-6be2f9fd9164,c4,c5,3364,?,p1,
1769443944.0350115,CREATED,66081b1e-b757-45e0-8554-63fde3bfa517,536de0a6-2af8-4e9d-ad5e-7fde1091fe9c,c4,c5,27,?,?,surb={'id': '6f1f1a2d-f497-4227-8bf0-2d1745ae8389', 'route': ['p2', 'e6', 'i1', 'x4', 'p1', 'c4']}
1769443944.2020354,SENT,78813b21-2e58-49ed-bd09-f934d37a681f,0440069a-a502-4090-9b4a-deb05bf03157,c4,c5,3360,?,p1,
1769443944.2022994,CREATED,dc37b3f4-bc79-487d-b9a5-c4aec7fae7ef,2af30be8-55d3-4a2d-8051-f792ef39c635,c4,c5,27,?,?,surb={'id': 'b1382562-b502-4e98-abf6-1ab02a83a17f', 'route': ['p2', 'e6', 'i8', 'x2', 'p1', 'c4']}
1769443944.2958236,SENT,5de9eb0a-72d6-4727-aac9-e141b6a733c0,6bf0e9f4-3c45-4bcf-9f17-d88aaf0e8f6a,c4,c5,3391,?,p1,
1769443944.2959034,CREATED,17e3151e-515e-4636-96fa-665f0fc91359,b41b1f97-22d8-49ae-8c50-74b169fb4d9a,c4,c5,27,?,?,surb={'id': '7c69cee5-f28d-463b-9874-f49ec5b55dda', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c4']}
1769443944.503971,SENT,9d85ff64-0fbe-42c0-bd79-9f3fd242e983,eeda0cc7-3869-435b-8fce-08d8895c654a,c4,c5,3383,?,p1,
1769443944.5041444,CREATED,7944fa4c-3892-4ee3-912a-62275695f448,07a623bb-e284-4633-b387-66bb9792704f,c4,c5,27,?,?,surb={'id': 'b3c5c112-676e-4238-b62b-ffc748f536a0', 'route': ['p2', 'e6', 'i2', 'x5', 'p1', 'c4']}
1769443944.9350781,SENT,9aac8f2b-5ff7-493e-ba44-bc6b0a459c92,bec7f94f-3d63-4b6b-ae78-bc40e8d0fca7,c4,c5,3379,?,p1,
1769443944.9351795,CREATED,4b016e76-bc01-4297-90aa-55cf6f1b17bb,65fef581-ed7d-4967-9ff2-f36943609b5b,c4,c5,27,?,?,surb={'id': '88b33976-4d69-4708-8aa6-c7b50fed02d9', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769443945.0946636,RECEIVED,ac6c6e17-a9b6-43de-85b0-4f5e1a44d32a,dbffdfa9-45f5-4079-9252-378a73cc2a4d,c5,c4,27,p1,?,surb={'id': '30b01334-1246-41d2-ae68-e42a6a66f131', 'route': ['p1', 'e1', 'i3', 'x2', 'p2', 'c5']}
1769443945.1933312,RECEIVED,09592005-0161-4fcc-9e7d-0f8d988c4177,25a24599-544e-46f8-aa7c-6352493c0e89,c5,c4,27,p1,?,surb={'id': 'dfb66b89-619c-4977-b2c9-744cb0f370a1', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c5']}
1769443945.3676136,RECEIVED,20f5bde2-ecfc-4df3-82b2-0a67cc35cb7e,56eb55ae-e8f6-4098-ae02-206a53cc0c31,c5,c4,26,p1,?,surb={'id': '62ead18a-7f14-4e85-98bb-a30a520a4533', 'route': ['p1', 'e7', 'i12', 'x4', 'p2', 'c5']}
