timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769444104.167761,CREATED,e7431300-25e7-4cde-bb14-33434383321c,0b72b74f-9758-44ac-99aa-91a4f20e7452,c5,c4,27,?,?,surb={'id': '34d32383-4ec3-4a9c-b29e-359632ba8989', 'route': ['p1', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769444104.1708612,RECEIVED,075cf546-b972-4b3b-a5ae-8762fa618f3e,087eeefb-638f-4079-833e-42edfa8a8d3c,c3,c5,27,p2,?,surb={'id': 'c2bae1e6-8843-4223-ab22-3637e4c6a067', 'route': ['p2', 'e6', 'i10', 'x11', 'p3', 'c3']}
1769444104.233124,RECEIVED,51d06ee4-b8fa-4d2f-940c-6abff90994e2,bfef3937-4eb9-4138-b0cb-e4f566e8e74c,c4,c5,26,p2,?,surb={'id': '5b683fe0-3e1c-429b-b59c-99957378b6ec', 'route': ['p2', 'e2', 'i10', 'x10', 'p1', 'c4']}
1769444104.2426808,SENT,669ae337-34e8-4422-bb53-9bdeab8d0466,6a6f9777-7c4c-43f6-b062-5f03f1e31c35,c5,c4,3380,?,p2,
1769444104.2427645,CREATED,083589dd-34cb-4003-9a7f-94eb91c6a363,9daaee8c-d09e-4444-a60c-4217b0501e04,c5,c4,26,?,?,surb={'id': '3115de55-0dd6-4798-b648-a9c43183355c', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c5']}
1769444104.2484486,RECEIVED,4f4164b5-4eac-423b-b9a5-6790c4ec6ecd,02d6c44f-a851-4507-b4bc-7d5021c0de23,c4,c5,27,p2,?,surb={'id': 'e72d49d6-9f19-4eba-8f6d-7148e6333658', 'route': ['p2', 'e4', 'i12', 'x10', 'p1', 'c4']}
1769444104.2728493,RECEIVED,3ebb27a5-963c-47e5-9b2b-865ba95b8758,8429b8fd-e573-4c75-9cf6-04127508442b,c3,c5,27,p2,?,surb={'id': 'ed34ad5e-4c52-40a8-983d-40c3fc08a64f', 'route': ['p2', 'e10', 'i9', 'x4', 'p3', 'c3']}
1769444104.3782284,RECEIVED,5854e7c4-2eb3-4bc1-9efb-f4e7a71b2e21,428298d3-8f0e-4462-ae64-d47876889e31,c4,c5,27,p2,?,surb={'id': '856878b6-9d21-4bea-8a0f-7f1acc1514fc', 'route': ['p2', 'e2', 'i5', 'x1', 'p1', 'c4']}
1769444104.4098804,SENT,83d3ddce-6554-4900-9cc3-86028859cc31,047c0e38-7e19-486e-8eb1-c5809dcec4a5,c5,c4,3391,?,p2,
1769444104.4099767,CREATED,6023c7b2-103a-428c-b73d-0d51a08fd307,0f3c70de-0629-4354-927a-c55d55c5017d,c5,c4,27,?,?,surb={'id': '3a705994-2591-46f7-b19d-e59e28d3b6f4', 'route': ['p1', 'e9', 'i7', 'x12', 'p2', 'c5']}
1769444104.7399304,RECEIVED,e2ed8ee9-69f3-4229-a25a-127d76cdd84a,3fe9cc30-d748-4128-a2f0-b369e273389c,c3,c5,27,p2,?,surb={'id': 'cafdc2d5-3994-424b-8cb2-8aabf38246ab', 'route': ['p2', 'e5', 'i12', 'x1', 'p3', 'c3']}
1769444104.7461665,SENT,8fbf98b3-34d5-4a3e-9480-86fb8f2e3997,64270ab8-fac4-4a45-bc68-86ef4e6182ac,c5,c4,3391,?,p2,
1769444104.746235,CREATED,85c50fdc-90bb-4564-99a3-eefc8b0ca5d5,e5cbf404-e1f1-4f19-9d0a-b9065deed607,c5,c4,27,?,?,surb={'id': '33b37b76-8ea4-49c0-b670-2828c34af89f', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c5']}
1769444104.7545202,RECEIVED,85af5078-1a31-4d90-9a35-688c6587449f,11cc43dd-a826-420e-8829-11385dec0c19,c3,c5,26,p2,?,surb={'id': '230b47b0-18fe-4ab1-b9c0-51623011bf7c', 'route': ['p2', 'e9', 'i12', 'x4', 'p3', 'c3']}
1769444104.8898184,RECEIVED,6ab080cc-4719-4ebb-97ac-f73adb3962c7,30634af6-9f1c-4676-ae72-60148221be0d,c3,c5,26,p2,?,surb={'id': '275de122-6764-4236-b9d6-e08556925299', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769444104.9338248,SENT,f11287b6-fee8-456e-a226-586903ce85ea,992f8a8d-aec3-4a52-a7b0-55613a091b2e,c5,c4,3383,?,p2,
1769444104.9339266,CREATED,d2302a54-bfa4-4697-b554-24a3c40315fd,c95159f2-440e-4df8-bf5f-38c292cb4a19,c5,c4,27,?,?,surb={'id': 'a2c0efae-ee43-458f-85c9-85794a7cbf9f', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769444105.3295393,RECEIVED,9d58d351-8acd-4f12-90e3-46c6ca06706a,7cee8a47-9664-41eb-80f3-03bf6071e2a5,c4,c5,27,p2,?,surb={'id': '9340b94f-41b6-481a-97bd-8681d878f826', 'route': ['p2', 'e12', 'i9', 'x6', 'p1', 'c4']}
1769444105.3750281,SENT,99c1104e-35f5-4a81-bfa1-3091b9c73b62,eba386ed-01c4-4b96-b36b-f10e875a9527,c5,c4,3363,?,p2,
1769444105.3752165,CREATED,b4cd7069-8cd0-44b7-b465-437f5f88bf0b,8c595ab4-4f3d-4277-afbd-768ea4c11abf,c5,c4,27,?,?,surb={'id': 'ea133bb6-28c9-4645-b6e0-bbfcd8e6ceae', 'route': ['p1', 'e7', 'i8', 'x1', 'p2', 'c5']}
1769444105.4491765,RECEIVED,bac49389-4594-492d-aeb5-9f717ae9e3e7,fcd561e0-06e2-4d4c-ba12-29a8b4d37514,c4,c5,27,p2,?,surb={'id': '632432c9-9eeb-4de8-b7bf-d1b45cfbf389', 'route': ['p2', 'e5', 'i8', 'x5', 'p1', 'c4']}
1769444105.8130271,SENT,393ed986-0050-453b-9f40-9d238b407a9e,d02089b6-7a44-4381-ac83-80f41501529a,c5,c4,3395,?,p2,
1769444105.813113,CREATED,49d8759f-61b9-45f7-b47b-8ed5892799ac,15b0309b-41c5-450a-ac8d-e59c57f9c49f,c5,c4,27,?,?,surb={'id': '3971188b-27a7-49cd-9116-157547b7c3d4', 'route': ['p1', 'e7', 'i6', 'x6', 'p2', 'c5']}
1769444106.2183752,RECEIVED,7056279d-2651-430a-ab48-21f1efd433b3,1cc92f85-6142-4d96-a8eb-46fb3504e83d,c4,c5,27,p2,?,surb={'id': '59ce3c5e-81eb-4486-a635-cb3cf3b4136d', 'route': ['p2', 'e7', 'i3', 'x12', 'p1', 'c4']}
1769444106.2505164,RECEIVED,0243ea51-bab2-4a31-906b-7b8cdea2dd6f,f49c3366-fbb2-491d-9519-f375c37f3e6e,c4,c5,27,p2,?,surb={'id': 'dc8b4853-ff47-4fbc-a1db-5bdc73402236', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c4']}
1769444106.2693074,SENT,80a86ade-7800-44d8-951c-09c7b9f40c3c,8ec06b8c-dade-4b94-aa56-60cedf6ac02b,c5,c4,3359,?,p2,
1769444106.2693691,CREATED,c174b73d-0fd0-4b10-b21a-c90cb65b4009,5b4ff039-b714-4bae-ad6e-83f936af15bd,c5,c4,27,?,?,surb={'id': '9dd9398e-66ad-48bf-83d9-28edffd95d43', 'route': ['p1', 'e6', 'i7', 'x9', 'p2', 'c5']}
1769444106.371565,RECEIVED,737447c7-202f-4d11-8e8e-a5f6935b3102,969b4298-d9b0-4a6a-b86e-b9531a255eca,c3,c5,27,p2,?,surb={'id': '5819df51-5e84-4400-bfb1-4364ba6f4ed2', 'route': ['p2', 'e12', 'i10', 'x11', 'p3', 'c3']}
1769444106.388647,RECEIVED,c2118972-b4e5-4bf5-b2d6-2992760e3746,1e85e80b-2afa-4b2d-a2ff-fd44b4022917,c3,c5,27,p2,?,surb={'id': '065c4bbd-59e0-43f6-84a6-9b5fc5f6a5d3', 'route': ['p2', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769444106.563038,SENT,1cf8b42f-9180-4402-81da-f94dc29184bb,b71c3d87-4c61-4e34-bcf4-bc5a1dffd599,c5,c4,3363,?,p2,
1769444106.563211,CREATED,f9e34fe4-1360-4e66-b70d-4ca2e7404d2e,534a1021-1e76-4ef5-a42c-14b411355750,c5,c4,26,?,?,surb={'id': 'eb5d35da-bb3f-4ecb-a581-c34afdfadff1', 'route': ['p1', 'e6', 'i4', 'x2', 'p2', 'c5']}
1769444107.1137898,RECEIVED,e4b32678-fca0-449b-a591-0f324bae6b80,8ba2308e-f162-436e-b94e-5f43ba7dbdb2,c4,c5,27,p2,?,surb={'id': '3115e466-096e-4e50-9294-9656b58eeacd', 'route': ['p2', 'e11', 'i3', 'x11', 'p1', 'c4']}
1769444107.4778328,RECEIVED,1ebbba98-73fb-4215-8a10-255b05e35e2a,3724b671-8fa0-4359-ade1-b79588833c99,c4,c5,26,p2,?,surb={'id': '64acadaf-dc98-4215-a2d9-5c8e1bd3eaa1', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769444107.5461094,RECEIVED,6c795cdf-95d4-419f-944c-eef517a917db,c7747d9b-9fb1-4360-a8eb-11691354d07d,c4,c5,27,p2,?,surb={'id': '05731c49-5036-47a9-aba1-878dd3bf2e85', 'route': ['p2', 'e9', 'i9', 'x11', 'p1', 'c4']}
1769444107.5511503,SENT,a43f34ec-0f6e-4b63-8ebe-dde476863a19,ffdc90ef-d489-4c8c-b2cb-953a4cf64973,c5,c4,3393,?,p2,
1769444107.5513008,CREATED,c41add8b-0bd3-4708-9986-f93d68ae2943,08630929-41f4-4651-ad8e-13a33d377be9,c5,c4,27,?,?,surb={'id': '534d2e7a-b533-49c9-bc9e-095c5a2a75e3', 'route': ['p1', 'e6', 'i11', 'x10', 'p2', 'c5']}
1769444108.0082226,RECEIVED,c5f0b962-f86e-4a62-a146-46aa55c5c865,cd8c4ffb-f97a-4017-aa94-826e40e61f67,c3,c5,26,p2,?,surb={'id': 'be929aae-d3fb-4bda-b3da-5be9c1dc149b', 'route': ['p2', 'e10', 'i12', 'x6', 'p3', 'c3']}
1769444108.2229104,RECEIVED,d5f38888-e488-4d80-ba66-332cb65d049f,14f59e8d-55b9-4ee0-83cd-0db1fffdf4be,c4,c5,27,p2,?,surb={'id': 'f4fe7170-4606-45e9-9c41-ea9654c02f56', 'route': ['p2', 'e7', 'i6', 'x4', 'p1', 'c4']}
1769444108.2740316,SENT,21a4dbec-4957-4dd0-9702-09a8450e6c2c,0ec83dac-8171-4898-b545-b8eb9ba05cfb,c5,c4,3360,?,p2,
1769444108.274142,CREATED,45428edb-84de-4fe8-b18b-609c8ddfedc1,a8a5ff82-aa42-499d-9590-8ec345306d6d,c5,c4,27,?,?,surb={'id': '0f78b5f7-c281-4526-9f92-fea3096def48', 'route': ['p1', 'e5', 'i6', 'x4', 'p2', 'c5']}
1769444108.4783487,RECEIVED,d79d2607-e09b-46cb-a1e8-b24982b04952,bc0f59ce-b302-401b-9409-3bab56899c13,c3,c5,27,p2,?,surb={'id': 'ba3bed1d-5089-43c9-82c6-5d04fe9787ee', 'route': ['p2', 'e5', 'i3', 'x10', 'p3', 'c3']}
1769444108.5650084,RECEIVED,a0940f6a-9f07-4cd5-91d1-20197c4aaa20,3623e880-bc2a-4cfd-8479-9433d0d4fae6,c4,c5,26,p2,?,surb={'id': '1334f249-7066-4342-b03b-30af6c0aee5d', 'route': ['p2', 'e9', 'i1', 'x11', 'p1', 'c4']}
1769444108.7165027,RECEIVED,48a0edcc-4625-4286-9f06-e17e171cea67,c2049911-1a8c-4b80-93ba-999db82e6ccc,c3,c5,27,p2,?,surb={'id': '3289b8f9-bbac-4590-ba05-477ce99271ca', 'route': ['p2', 'e9', 'i2', 'x2', 'p3', 'c3']}
1769444108.7591527,SENT,7d2d9e72-b399-460d-99a3-110ab4115f79,5b742f84-46e8-43a0-9f79-6f96055b2b17,c5,c4,3372,?,p2,
1769444108.7593088,CREATED,f8984966-8d00-44b4-bc91-a7b5d0ba2a03,a8f61cab-fdda-465d-baec-88a2f1dbd9a8,c5,c4,26,?,?,surb={'id': '53e4207a-1732-4fa8-abe7-975e1c519d98', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c5']}
1769444109.0187948,SENT,38756b08-5afa-4b3c-b791-af24b0d8a42e,2ca2166b-676a-4355-a17d-0917ca8f0743,c5,c4,3366,?,p2,
1769444109.018941,CREATED,874511b6-37f0-40f0-b70a-9cdf070f610d,f8938e3a-977f-4450-864b-c4456efe0771,c5,c4,27,?,?,surb={'id': '0185e901-627f-4901-929d-463268592fde', 'route': ['p1', 'e8', 'i3', 'x4', 'p2', 'c5']}
1769444109.0385761,RECEIVED,54b3498a-5db8-409e-83ae-6d8145839304,2fcf6600-3905-48c6-99d2-b71ea72c77e0,c4,c5,27,p2,?,surb={'id': '2a2bfe55-6a92-4f13-84eb-22028eb682ca', 'route': ['p2', 'e1', 'i2', 'x3', 'p1', 'c4']}
1769444109.089974,RECEIVED,e3457553-6ffe-471c-8e30-5ff5e10fa44e,28ba990a-28ac-4b6f-aa21-67cdbb137661,c4,c5,26,p2,?,surb={'id': '4fa90bbe-fbe7-429d-8f0a-6e895a50b4d0', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769444109.1765938,SENT,5b41dc51-6b62-4976-bb4e-adc577d90fa4,2b257791-9fbe-4e63-9969-c0f34d9c6e90,c5,c4,3392,?,p2,
1769444109.1767397,CREATED,2be253b3-aecb-4cdc-a6b9-ecdaf0c93f48,ddc2df5d-7e79-46c4-ba53-9e345b21615e,c5,c4,27,?,?,surb={'id': 'd74a588a-a6ac-4eb5-b3cc-4cafd9c4cb08', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c5']}
1769444109.287403,RECEIVED,d9577739-c24f-4ade-b451-869a3278e73d,8d521365-df9d-421b-bf38-9c3c3f75123f,c4,c5,26,p2,?,surb={'id': 'd3c4baca-cf2b-4021-9988-2a3c407bb341', 'route': ['p2', 'e3', 'i5', 'x10', 'p1', 'c4']}
1769444109.3291945,RECEIVED,3a1b1a4a-0da8-47f1-a7b4-26599a010767,f5a077bb-0175-49b0-8130-e2a16b8e74c0,c3,c5,27,p2,?,surb={'id': '5916411e-09a5-4aad-919f-fb8fd971cc27', 'route': ['p2', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769444109.5041323,RECEIVED,a0c04f68-7a26-4a73-b1e6-5dfdfeb8764c,d7b4885a-72a8-4587-8ef8-aeab9a2a1303,c3,c5,27,p2,?,surb={'id': '2c60afb9-715c-4e93-9a2b-abd4bf1ecc89', 'route': ['p2', 'e1', 'i12', 'x5', 'p3', 'c3']}
1769444109.607536,RECEIVED,ca155b9d-1d33-4add-aede-f838ffe0ea6a,71355d3f-717a-47a4-8a7f-b5bb490b9730,c4,c5,27,p2,?,surb={'id': '269f2b20-706f-40b5-a329-db101886dfb2', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769444109.6427937,RECEIVED,0764b9e3-d5c2-4a82-bde3-936e04f0cfb8,5c3a6838-3f63-4f85-ac53-996e736dc3b0,c4,c5,26,p2,?,surb={'id': '8ca51650-78aa-44ec-867f-4b121bf6d4d7', 'route': ['p2', 'e1', 'i1', 'x7', 'p1', 'c4']}
1769444109.6700797,RECEIVED,4175a8f7-9399-4a00-8d30-46bc03dd849f,37c64a52-858e-421a-86b2-a968ddbc54a2,c3,c5,26,p2,?,surb={'id': '04fe895b-5110-487c-9a2a-92dfeeb59125', 'route': ['p2', 'e3', 'i9', 'x5', 'p3', 'c3']}
1769444109.7377224,RECEIVED,ab206300-075c-4a6d-b960-6ba136d5e214,092c12fa-f51a-4607-81f9-3360b0083438,c4,c5,26,p2,?,surb={'id': '1a940a4d-514d-4ba3-a0b7-6242c104a506', 'route': ['p2', 'e12', 'i12', 'x11', 'p1', 'c4']}
1769444109.8979597,RECEIVED,ad1d0216-81e1-4256-80e2-f4ee30470682,3223558a-3fb2-474a-b1bb-b9c0569ff5dd,c4,c5,26,p2,?,surb={'id': '4a517a2d-9467-4480-91e8-8b86ef31cbb1', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c4']}
1769444109.9419222,RECEIVED,be3be1cd-7ca5-4f99-8a1d-824b00579b20,8bd96ab5-8084-4a2b-8506-5759b70adf54,c4,c5,27,p2,?,surb={'id': 'ef463a88-6973-4911-806d-1232112ea96a', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769444109.9958005,RECEIVED,b26b78dc-0057-4996-b93c-348ebe199d5e,a000fb77-09d4-4246-a2a0-34cf333e16db,c4,c5,27,p2,?,surb={'id': '40084627-469c-4a21-9c52-8e3e1cf71e84', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c4']}
1769444110.0343664,SENT,4af86e4e-56bd-413c-bd25-dfc25d185850,41345b51-f2c4-4dd4-a847-98e039c83792,c5,c4,3375,?,p2,
1769444110.034705,CREATED,adbf6579-9d60-4d84-96c9-a29546aa1ca7,e6a447fd-ef19-42f3-bd27-3d444bc521a5,c5,c4,26,?,?,surb={'id': 'e6d92951-7b88-4c08-93aa-f0304edf9c7e', 'route': ['p1', 'e9', 'i2', 'x10', 'p2', 'c5']}
1769444110.3408573,RECEIVED,74a4cd53-c02a-4264-9153-00eafcbe59e2,c81b67ef-633f-42e2-a5c1-389217f0ead6,c3,c5,26,p2,?,surb={'id': '31443ad5-6e5c-428c-942a-d3bea2da1b61', 'route': ['p2', 'e4', 'i2', 'x9', 'p3', 'c3']}
1769444111.0445747,SENT,60c8bd7a-e72e-4d92-a502-835fe981b41e,78027158-fce9-4402-aabd-13588f60144d,c5,c4,3376,?,p2,
1769444111.0447278,CREATED,31efd5e8-7665-4113-8511-a7e30cc89b8e,bd5b0950-bf83-46b7-a8c1-c000f4d3c9fb,c5,c4,27,?,?,surb={'id': '136d1137-ae8f-4a78-8064-7dfd1c460d8f', 'route': ['p1', 'e11', 'i4', 'x3', 'p2', 'c5']}
1769444111.500646,SENT,220a31ba-5405-4772-9897-30623d9a5119,4722a657-c091-4f32-aab2-cd6b158762f0,c5,c4,3359,?,p2,
1769444111.5007951,CREATED,fc88d003-81d6-4ab6-882c-78602a307e9b,cd07d4e1-c52e-4c26-ac1f-f92bee942f74,c5,c4,26,?,?,surb={'id': '8bcc709d-fce2-487d-9e0e-584dbc1040a3', 'route': ['p1', 'e7', 'i1', 'x1', 'p2', 'c5']}
1769444111.5740082,SENT,42163026-ad2d-4d1e-918e-1f5beee363d0,0ccff280-c2de-4904-a7cb-9dc1d9ec435c,c5,c4,3360,?,p2,
1769444111.5741978,CREATED,2c5ebfbb-8ca7-4e8d-86af-188ad119db22,91154cda-ea7c-40a6-8148-e48bd6fbcbb9,c5,c4,27,?,?,surb={'id': '7a9180db-0837-413d-88ed-6dac33772397', 'route': ['p1', 'e7', 'i12', 'x2', 'p2', 'c5']}
1769444111.7259145,SENT,e30bb84b-62fe-486a-aa9c-2c2eaea0aa2c,ea02b884-975b-45ff-9df5-764d90f5a293,c5,c4,3376,?,p2,
1769444111.726926,CREATED,1645f4d3-f8d3-42d1-8323-729bc06433d8,d639a343-af8c-44e5-ba00-ca8a73639402,c5,c4,26,?,?,surb={'id': 'af284a60-5156-4eaa-ba5f-be5822425e44', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c5']}
1769444111.7596247,SENT,fb835375-4bbb-4fdb-b986-7659490c7f82,946ea359-684a-46ca-884d-c90ad73fb481,c5,c4,3396,?,p2,
1769444111.7601533,CREATED,e0fcf2bc-c113-4c4d-b4a2-e8bfbaa12ecb,b6c65567-7970-4d9e-874b-15934a54b963,c5,c4,27,?,?,surb={'id': '8c9b2603-aa2a-48d7-800b-502644e5e8f5', 'route': ['p1', 'e12', 'i11', 'x5', 'p2', 'c5']}
1769444111.810598,RECEIVED,aac2cbc9-f2dc-43e7-b4ed-11b695a43524,cd52dcef-2989-4705-9f0b-01524ba6a107,c3,c5,27,p2,?,surb={'id': '3df5ae95-90a3-49b8-8b32-ea85ff40dd33', 'route': ['p2', 'e3', 'i2', 'x3', 'p3', 'c3']}
1769444111.8686664,RECEIVED,e59c6739-3a3e-44ed-b79b-01f73379523b,e4db1911-632f-4c05-96ed-bf3eb0707b35,c3,c5,27,p2,?,surb={'id': 'ad5f86b5-b147-443f-8723-b8d9d14dbf5b', 'route': ['p2', 'e4', 'i5', 'x3', 'p3', 'c3']}
1769444111.9995842,SENT,46d41839-2788-4a5d-97ee-774bad91d919,94aa06f5-c518-4499-92c1-e670ca00dd3d,c5,c4,3388,?,p2,
1769444111.999687,CREATED,0a97db9f-723d-427d-b78f-bf7cb69ba774,1b8787e9-9caa-4df5-987e-7114266b73f5,c5,c4,27,?,?,surb={'id': '76c66fb2-6def-413a-a096-a00cc754cf2f', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c5']}
1769444112.0547564,RECEIVED,1d8374d6-9d09-4e34-a581-b3693eacbb8a,3fff0cf7-db27-4212-becc-c6464da932cf,c4,c5,26,p2,?,surb={'id': '84a98304-e1b0-4f81-b822-212011742afb', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c4']}
1769444112.1898425,RECEIVED,ebc60a46-4f65-4641-8d40-2ab4140b1bd7,62928abd-0682-4b6c-bb17-882c02114de8,c4,c5,26,p2,?,surb={'id': '02c9fd3b-b9bc-40f6-a5b7-6164bb36b50b', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769444112.3660388,SENT,6d46a493-b3fc-4f94-97fa-ef66d4f65901,8cf04f28-6968-40e4-a008-ca0ed5b51492,c5,c4,3379,?,p2,
1769444112.3668466,CREATED,52a913ac-cf80-4854-9f5b-748febd683ff,6f590b0a-a547-4f21-9863-9ceb12b24d3d,c5,c4,26,?,?,surb={'id': '24224dff-19a2-4731-98a8-7e1d0b397ed5', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c5']}
1769444112.5883076,SENT,9f3876be-85f9-4882-9d81-d658ff237e0e,90ff406d-b117-4e2d-b579-ce6e9a8053f7,c5,c4,3391,?,p2,
1769444112.5884612,CREATED,a905c488-682d-4fa0-876c-6e961c0a1da8,d9b17fc8-0242-4850-bc58-45a2ff29782c,c5,c4,27,?,?,surb={'id': '987ac465-8fd4-4d63-802b-c8aeacf61817', 'route': ['p1', 'e3', 'i11', 'x12', 'p2', 'c5']}
1769444112.6782904,RECEIVED,2e2998da-16cc-40c7-80b0-afece0c9a164,c9ea0aed-8fbf-42a5-8d58-f49cf0af0b05,c3,c5,27,p2,?,surb={'id': '65389cb7-84c9-44a5-bed4-6c26e6132caf', 'route': ['p2', 'e9', 'i1', 'x1', 'p3', 'c3']}
1769444112.7226954,SENT,2e633dc6-98f8-4308-80f9-db6a2909181c,b4677c83-60ee-4160-b122-66bb3a4d5ed1,c5,c4,3396,?,p2,
1769444112.7228417,CREATED,71f2ab3e-19c0-48bb-8cb9-43a81972ade5,41ec7640-4d66-46aa-8b30-6b501aad1881,c5,c4,27,?,?,surb={'id': '49775b92-8818-4614-b9c9-fed64d5a6209', 'route': ['p1', 'e12', 'i6', 'x11', 'p2', 'c5']}
1769444112.7877991,RECEIVED,2fdaf7af-1adc-4e36-badc-14b627875c1f,5b675021-1a4e-4e8b-afd8-8ff0f0232b46,c3,c5,27,p2,?,surb={'id': '37b554a5-c564-4e23-8b84-cdb8163ed516', 'route': ['p2', 'e6', 'i10', 'x6', 'p3', 'c3']}
1769444113.0620341,RECEIVED,8f7347cd-abb0-4113-ba4b-b62a82ca809a,fd6cef96-f860-45bd-8c52-f61688fd963f,c3,c5,27,p2,?,surb={'id': 'cb207d39-4d2f-48ce-a637-54c94d3d5029', 'route': ['p2', 'e6', 'i8', 'x12', 'p3', 'c3']}
1769444113.229317,RECEIVED,6eff9561-7ff1-4042-a71a-8650b090cd75,ca5265e5-ebb6-4982-b59c-7beedeec3a94,c3,c5,27,p2,?,surb={'id': '4421de3d-3b4a-4763-8827-5ed690ce2e2b', 'route': ['p2', 'e4', 'i11', 'x8', 'p3', 'c3']}
1769444113.4715145,SENT,df2178b7-7146-44fc-ad97-ac1fe7b54e36,fd4c5f6c-f798-4513-8994-e8732eff59b8,c5,c4,3403,?,p2,
1769444113.471787,CREATED,127e48ed-e08c-498a-b30e-59bf25d57fcb,19b171a6-ee10-4115-86d7-acf6b8fa009b,c5,c4,27,?,?,surb={'id': 'f73965b1-5ba5-47e1-aa26-a1c73007c201', 'route': ['p1', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769444113.621754,SENT,82ffc80b-d06d-44a9-98b2-18c6775cce10,519654c9-1fd0-41bd-a703-f11af14c2543,c5,c4,3361,?,p2,
1769444113.6219034,CREATED,1cc43886-269c-4bcc-9912-d28c60082a05,1c68872a-1342-41eb-96f1-5bcc5e229b91,c5,c4,27,?,?,surb={'id': '79d48f3a-0202-473e-a0a0-508ad29094d6', 'route': ['p1', 'e5', 'i2', 'x4', 'p2', 'c5']}
1769444113.663873,RECEIVED,c231b2bd-a4ef-4092-858d-9fd8654ac92c,98d5940d-f75c-436d-82b5-44f4ec389a32,c4,c5,27,p2,?,surb={'id': '14624fb9-03c0-4eda-b1b7-a3bf8cc162ae', 'route': ['p2', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769444113.7615304,RECEIVED,3e03747f-4d01-484c-a0b1-795dc21886d8,52edcacf-48a9-44e2-9210-d133a760e2d0,c3,c5,27,p2,?,surb={'id': '29f734a1-ad30-4db9-bd97-ef580d8c3121', 'route': ['p2', 'e8', 'i10', 'x4', 'p3', 'c3']}
1769444113.9010322,SENT,bf017e89-757d-477d-8a16-9d98c4f45780,28b1d61e-ea89-451c-b82f-f1c37b8ccacb,c5,c4,3391,?,p2,
1769444113.9012165,CREATED,5ade1d79-5c7b-498c-8e26-336d774d2a16,45fec682-6ccb-40ed-834f-53f25c6d8c99,c5,c4,27,?,?,surb={'id': '19759240-e982-4e6c-81cc-5f6380359a95', 'route': ['p1', 'e6', 'i1', 'x6', 'p2', 'c5']}
1769444113.9246163,SENT,7c11148e-e5e6-4436-9011-fa89eeac3759,ec4fef59-b969-465c-b716-18c39be685ab,c5,c4,3364,?,p2,
1769444113.924748,CREATED,d83ea7fd-abfe-4d2e-9600-c78f52e35ee8,d5c038a0-6e5d-4a84-b07b-cb227eadc189,c5,c4,27,?,?,surb={'id': 'd0fb8920-b7a3-490e-8f73-e773c22c97de', 'route': ['p1', 'e6', 'i1', 'x5', 'p2', 'c5']}
1769444113.9883645,RECEIVED,0462b314-f2e9-4df9-a48b-55af34ca78b8,33a0b536-9fe7-4b05-8a22-162bf7d18adf,c3,c5,27,p2,?,surb={'id': '3f631042-8aca-49ac-9564-fc19b11719ed', 'route': ['p2', 'e12', 'i7', 'x6', 'p3', 'c3']}
1769444114.0579436,SENT,105b315a-fc13-4cf6-8888-f8f63cafb9ca,180e3c91-e299-4596-85ba-b3151d0e164c,c5,c4,3391,?,p2,
1769444114.0580184,CREATED,8df6dd2b-ea84-4b18-9746-5c162395b1e4,4cee1925-30ff-43ac-b29f-7ef93de5a0af,c5,c4,26,?,?,surb={'id': '6c982a39-cfb8-46a8-a0eb-b8c3d6ce58f1', 'route': ['p1', 'e8', 'i12', 'x10', 'p2', 'c5']}
1769444114.13452,RECEIVED,75cc2bfa-9385-4950-9cb4-2ddd8f5f4e11,51b72863-330a-479b-b600-c4f59f46200c,c4,c5,27,p2,?,surb={'id': '5bbcbc37-e95a-486d-9545-c94db17571bb', 'route': ['p2', 'e10', 'i1', 'x5', 'p1', 'c4']}
1769444114.375596,SENT,f5427c8d-5d27-4b2d-baa8-c7ea6c75402c,dc32bf19-ef4f-4008-87df-44861870452a,c5,c4,3380,?,p2,
