timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443925.6060042,SENT,119898a7-c09e-46c1-89f9-dcfd2de896ad,cc2c9880-af71-48b6-a205-775dfb543ed0,c5,c4,3375,?,p2,
1769443925.606189,CREATED,26767507-5187-4782-ade4-23264e99aafe,c0d686c4-50cf-4dac-ba0a-44041250d2b4,c5,c4,27,?,?,surb={'id': 'dc99d1df-9eda-419d-8bb6-94cfb32833ef', 'route': ['p1', 'e12', 'i4', 'x8', 'p2', 'c5']}
1769443925.6124594,RECEIVED,4e69098c-ec37-49fb-ae1c-3160be2543c0,09962512-0162-4882-adf4-37423f86f912,c4,c5,27,p2,?,surb={'id': 'b874c1aa-5a45-49b8-b945-4cd1a9396057', 'route': ['p2', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769443925.620616,SENT,34b8dec0-4201-4305-a88f-c0198fc361cc,8643eea7-8320-4592-b591-cfb5bb84d9bc,c5,c4,3376,?,p2,
1769443925.620761,CREATED,d124d6d7-e2e5-4881-a692-a9f9771e17a9,a2b439b1-4011-4b28-a0e2-7f1bbee9f2de,c5,c4,26,?,?,surb={'id': '01c0dbf7-405f-4c88-949d-095f26135aad', 'route': ['p1', 'e7', 'i6', 'x11', 'p2', 'c5']}
1769443925.6471174,SENT,15195a30-e719-482a-afac-b6186e7e8a06,cd39d516-17d0-4909-85fa-c3c18c6dc97e,c5,c4,3400,?,p2,
1769443925.6472669,CREATED,0f07d365-afe9-4a5b-9d6f-e1218a2ba392,5a6b4c5a-f268-424b-9062-7bee81e937ee,c5,c4,27,?,?,surb={'id': '59cdd6aa-e99d-4471-8a61-eaefe3de6430', 'route': ['p1', 'e12', 'i8', 'x4', 'p2', 'c5']}
1769443925.6574278,RECEIVED,9a689d82-fae8-4d5b-b264-ae5a1d7e896f,39470df2-2fd9-42d4-9266-4f27127e241f,c4,c5,27,p2,?,surb={'id': 'b19e48e0-f562-4575-ab4c-368da916d7b4', 'route': ['p2', 'e12', 'i6', 'x8', 'p1', 'c4']}
1769443925.673656,RECEIVED,0e77d651-1a43-4dfd-b6c9-9773ce960eb7,99fcb612-0113-466a-b9da-a3770d92b41f,c4,c5,26,p2,?,surb={'id': 'b181d555-f82a-4b1e-8514-d0ae4a582b93', 'route': ['p2', 'e1', 'i7', 'x4', 'p1', 'c4']}
1769443925.6888132,RECEIVED,c7474b0f-1eaa-4b5f-a4ee-faff84163676,d12b2858-8a27-418e-b237-6b1f07533913,c4,c5,27,p2,?,surb={'id': '1df6517e-3429-48a5-b493-ee4df0a7f1bb', 'route': ['p2', 'e5', 'i7', 'x1', 'p1', 'c4']}
1769443925.690919,SENT,68622e4d-e467-404b-bbb4-ee1a1110912f,b5ffd72e-a391-4361-9dde-8ef507ce5b3b,c5,c4,3392,?,p2,
1769443925.6909788,CREATED,fbff7077-6456-401b-a1ef-2dbfa9c0d001,0fe9c5d8-1196-47cf-8da7-a723564107d4,c5,c4,27,?,?,surb={'id': '722e64df-8d48-412b-8c04-3ab55eece695', 'route': ['p1', 'e10', 'i9', 'x8', 'p2', 'c5']}
1769443925.9334528,SENT,367d402c-5cb4-49cc-acee-06a5f4c79f57,ea4945cc-b938-40d4-9957-da6ae35b5b94,c5,c4,3388,?,p2,
1769443925.9336042,CREATED,3183d043-41a2-4c0d-9b6c-e15d2e19dd25,15e74b44-536c-483f-84a4-638cfb58e666,c5,c4,27,?,?,surb={'id': 'c9372db8-cf4f-423a-b1b3-169e62cdda06', 'route': ['p1', 'e9', 'i8', 'x2', 'p2', 'c5']}
1769443925.9785883,RECEIVED,f5a42b51-f52c-4b94-9f0c-c2bb2e8ecd61,f5c277fd-ac92-40e1-be51-dfb89de091a6,c3,c5,27,p2,?,surb={'id': 'b5238222-0e75-40e4-a144-27e566c8cb06', 'route': ['p2', 'e3', 'i10', 'x11', 'p3', 'c3']}
1769443926.1360087,RECEIVED,95aaf48e-d687-47ee-94d6-e08fe9593e67,141a0005-b560-4161-8cd9-3c8040942f64,c3,c5,26,p2,?,surb={'id': '37fbf59c-499b-4fe7-8edb-61f58a46deff', 'route': ['p2', 'e2', 'i12', 'x2', 'p3', 'c3']}
1769443926.3620338,SENT,6e8b14ce-69c3-4857-989a-5029aa945f88,54fe34dd-588b-44e6-8c26-330070b3b034,c5,c4,3392,?,p2,
1769443926.36221,CREATED,c019df09-62a6-4b4b-8294-d1137fd4f835,d3ed5ff7-f0b3-47e6-9f17-78085a880f39,c5,c4,27,?,?,surb={'id': 'a4f0b93b-2e27-4d1d-9d78-15afc99fe550', 'route': ['p1', 'e11', 'i4', 'x12', 'p2', 'c5']}
1769443926.6566412,RECEIVED,c42238c7-f273-4486-b0f2-2612d229f2ee,dcd2bd8f-6762-444c-ac8b-92d51c240ac4,c3,c5,26,p2,?,surb={'id': '199c87c1-3a6d-4630-9b5f-4447036b0dc4', 'route': ['p2', 'e12', 'i11', 'x4', 'p3', 'c3']}
1769443926.6785266,SENT,ae4521a2-4db9-419d-8eaf-8b1fce67a523,28673c15-ff2d-4b72-a9fd-51c081a1a18f,c5,c4,3359,?,p2,
1769443926.6786737,CREATED,a0de5283-d30b-4204-90e9-a70a435c907a,d66f3943-8cd8-4af4-9ee9-95fcb59ac447,c5,c4,26,?,?,surb={'id': '6e1eb71b-9017-4727-b667-aa0036f1b199', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c5']}
1769443926.695704,RECEIVED,c510f7e1-2b25-431a-bd3a-f0e4aa9c8862,0495bf7a-8780-4631-93d1-6bfbb2266957,c3,c5,26,p2,?,surb={'id': '7396b285-6819-42b0-adb0-9bbfe6819480', 'route': ['p2', 'e3', 'i8', 'x8', 'p3', 'c3']}
1769443926.8703513,SENT,d4e72c68-9d35-4ac9-8cd9-8fb2011de3ff,97e058f6-624e-4771-8464-0dac4cb3ddae,c5,c4,3387,?,p2,
1769443926.8704987,CREATED,c978d86e-de0e-450c-8c35-b5ac7b60285e,c90d6dca-c3b6-443f-97e0-9c4b2358f53d,c5,c4,27,?,?,surb={'id': 'fcc6515a-0459-4634-9ed7-f3eae4a84252', 'route': ['p1', 'e7', 'i11', 'x6', 'p2', 'c5']}
1769443926.8772602,SENT,9f32a7f1-3788-43cf-8c40-45900a4a345d,54d2b0b3-5339-4cec-a641-509e7d325d0a,c5,c4,3360,?,p2,
1769443926.877425,CREATED,073fc2e5-79a9-45a0-98a1-0783a4360385,20cc9fa8-14f2-4226-a278-8c99bbfab980,c5,c4,27,?,?,surb={'id': 'e9789056-3d55-4441-aebb-5591e3cf2a77', 'route': ['p1', 'e1', 'i8', 'x8', 'p2', 'c5']}
1769443926.9668846,SENT,f0172759-c70b-48f5-9672-4e897e62b15f,122597e9-98e6-452e-a274-5baeac29353b,c5,c4,3373,?,p2,
1769443926.9675825,CREATED,ac053851-9aef-4021-a9cb-138585945349,24357468-4069-4dd8-93b1-878dbfc88e44,c5,c4,27,?,?,surb={'id': 'd16666b9-18e4-4f8b-b186-04eadb4e0d34', 'route': ['p1', 'e9', 'i9', 'x9', 'p2', 'c5']}
1769443926.9955332,RECEIVED,7fbd90c4-fbc4-4776-bb33-9cc9a16c2962,97e1afee-4e66-4157-b6ed-22d418034dd4,c4,c5,27,p2,?,surb={'id': 'daf19b8d-7742-4643-8508-9692f695d9f5', 'route': ['p2', 'e3', 'i2', 'x12', 'p1', 'c4']}
1769443927.3974624,RECEIVED,e5fb3f15-4e6f-4a95-a018-c8bc7dcc3a46,1a1b5bf6-ed44-4e79-808e-df7b2ed1e907,c4,c5,27,p2,?,surb={'id': '98d9b0a0-bb31-4862-9567-66362dd35efc', 'route': ['p2', 'e7', 'i10', 'x11', 'p1', 'c4']}
1769443927.6213245,RECEIVED,ba2874f1-8bab-4493-8746-70a0cfe38a29,4e96ae6a-07c6-4c25-a553-a1867bea4f49,c3,c5,26,p2,?,surb={'id': '66f449ee-6d21-47dd-8ee4-b3cc0c730284', 'route': ['p2', 'e9', 'i9', 'x12', 'p3', 'c3']}
1769443927.7741673,RECEIVED,3e82e6ed-40c5-46f2-87a5-b324bf7805b1,5d187ea3-1ecb-4b2f-a200-4dc1a90ae4dd,c4,c5,27,p2,?,surb={'id': '21544889-9d5d-4601-9765-7d4248c0977e', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c4']}
1769443927.8215415,SENT,b82da8c9-af7c-43f1-bcd1-0f8e696bc7cc,f8ca0c1d-8117-4768-8926-eda5778721d0,c5,c4,3388,?,p2,
1769443927.8216858,CREATED,87bc3006-942e-43bd-ad64-092f650f4609,f9124c09-5733-435a-a244-02d7aa7377c1,c5,c4,27,?,?,surb={'id': 'e1d44506-deb7-49fc-9929-6ae501806e63', 'route': ['p1', 'e9', 'i2', 'x7', 'p2', 'c5']}
1769443928.0871506,RECEIVED,8a7088b8-dd2b-46e6-b245-b2ecb5cd2f63,155afc00-5ce6-4a41-9642-68d1425254d4,c3,c5,27,p2,?,surb={'id': 'cb6b6a97-1f27-460a-99f3-a884ab5a8fd3', 'route': ['p2', 'e6', 'i3', 'x8', 'p3', 'c3']}
1769443928.0936153,SENT,4b0777a2-1d1e-4c4e-a98e-2ae2182c867a,11ffcbd4-b4f6-4f50-b4e0-f4d3d0721668,c5,c4,3361,?,p2,
1769443928.0938811,CREATED,2d4a42f9-db5b-47a9-9e1a-cc229652d7e9,04e375f3-e66b-46b3-9a09-3d3d86e8c294,c5,c4,27,?,?,surb={'id': '9de14082-170c-436f-8811-fe083d1df54b', 'route': ['p1', 'e6', 'i9', 'x5', 'p2', 'c5']}
1769443928.2436411,RECEIVED,327009c5-3479-4512-9e71-38d82e9a1bc3,77a94bd8-3d33-42b6-bd13-45651ea234fc,c4,c5,27,p2,?,surb={'id': '71f06ad0-7f75-439f-bb17-8091eba13762', 'route': ['p2', 'e6', 'i8', 'x10', 'p1', 'c4']}
1769443928.644394,RECEIVED,a00fd19f-f126-4645-8ff4-db7b96eae671,8d5d4726-318f-48f8-a755-931fbd329748,c4,c5,27,p2,?,surb={'id': 'bc41eaa0-0aab-41a2-9734-8e550436394f', 'route': ['p2', 'e11', 'i10', 'x11', 'p1', 'c4']}
1769443928.7479167,RECEIVED,c64c9e65-7b28-41cc-9ce6-8f1ce89b47d2,32e64cbd-0054-4717-98f2-2508f1d2107c,c4,c5,26,p2,?,surb={'id': '551976b7-5b3b-4583-8e16-dbd0c1440f1f', 'route': ['p2', 'e4', 'i7', 'x3', 'p1', 'c4']}
1769443929.0191622,RECEIVED,a6c58d54-2cac-48cb-86fb-1efdbcde9c3f,1d67876f-c6bb-4d41-b16d-d54969cc0d7d,c3,c5,27,p2,?,surb={'id': '8e2ad5f2-e652-4203-8bef-f00360ec6162', 'route': ['p2', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769443929.1205668,SENT,fc5f41b3-e440-48a5-a47b-3f66ba5da864,9e943622-0c4c-42fa-8163-91bf73b4f939,c5,c4,3383,?,p2,
1769443929.1207113,CREATED,1beadd8c-f624-4ae2-a66c-a7eaf82fea19,126fa9ba-58fd-4e90-b707-7d70b87245f1,c5,c4,26,?,?,surb={'id': '70f43820-20fd-4204-b3f1-265485670f77', 'route': ['p1', 'e7', 'i1', 'x4', 'p2', 'c5']}
1769443929.1253195,RECEIVED,579ff174-0ab7-4f45-9668-1019892543e9,015fac33-940e-4bfd-8264-9b734109beec,c4,c5,27,p2,?,surb={'id': '5f0d7662-fcaf-4cb8-945a-8bb5b7fd3740', 'route': ['p2', 'e12', 'i9', 'x7', 'p1', 'c4']}
1769443929.1656945,SENT,9022029d-5fec-4053-a430-57e23ff3266e,a6019a6d-4616-48e2-b94c-927721419f31,c5,c4,3372,?,p2,
1769443929.1658447,CREATED,ceccb6aa-cbfa-4ee9-bc40-3a8c8887d167,93c595cf-16ae-4501-96e6-dce4a75431ec,c5,c4,26,?,?,surb={'id': '4f0debd4-142a-46b9-a360-501164f57a58', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c5']}
1769443929.2357285,RECEIVED,e65a5963-5719-4dcc-842e-047aa4e2fb3d,c449c6d5-4c15-4019-919c-62087169f397,c4,c5,27,p2,?,surb={'id': '51c52469-5a1a-41eb-977b-e12c425106d4', 'route': ['p2', 'e3', 'i5', 'x8', 'p1', 'c4']}
1769443929.24821,RECEIVED,cee1a5a7-ee6c-4d10-95d2-f91da34575c8,70fc2010-6044-4859-80bd-d61c8585b768,c3,c5,27,p2,?,surb={'id': '8fb70152-4ab1-4687-81ec-b2c1c114b968', 'route': ['p2', 'e11', 'i3', 'x7', 'p3', 'c3']}
1769443929.291817,SENT,67627a64-66a6-458d-8d2e-34cd13d86896,ce2c0a13-ae67-4788-8126-b29f6c4a473b,c5,c4,3375,?,p2,
1769443929.2919686,CREATED,6c15e979-cb39-469c-bc9f-5450c8aed6e2,71ed6ace-e2ad-4dfa-863f-b2d000ba65d2,c5,c4,27,?,?,surb={'id': '7c4f4a82-e4a0-48f1-9348-54c1bdad5e97', 'route': ['p1', 'e3', 'i6', 'x5', 'p2', 'c5']}
1769443929.38292,SENT,01d44b55-e628-4f53-bfea-850b2e6e048e,e74bcc20-512b-42ae-899e-5ac11185f4cf,c5,c4,3392,?,p2,
1769443929.3831081,CREATED,4e840cc8-e49e-4d78-ab18-019a5dd8fdec,63846f29-1caf-4394-afc4-d35dbc436182,c5,c4,27,?,?,surb={'id': '0534d77c-4f40-42b0-9a90-2b17d046172f', 'route': ['p1', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769443929.505317,RECEIVED,ffaf0c47-7230-4b4e-a2db-880e4f82dcd9,753399a4-e805-4cfe-b00a-a3f12ad39f8b,c4,c5,27,p2,?,surb={'id': '6156c7ca-6af6-4fc0-aea5-d70608a40453', 'route': ['p2', 'e5', 'i10', 'x2', 'p1', 'c4']}
1769443929.5837026,RECEIVED,61c97d4b-9bcd-4c8b-85e0-bcb99d298524,b68970ff-295f-4054-a375-d18bb38686d4,c3,c5,27,p2,?,surb={'id': '06dd0834-e049-4c60-bc1d-1fa0ff084770', 'route': ['p2', 'e1', 'i1', 'x12', 'p3', 'c3']}
1769443929.709614,SENT,7530adf5-b289-4b11-aefd-275c23a97c56,971d94f2-9e5a-4118-9aaa-a76b6e53140f,c5,c4,3384,?,p2,
1769443929.7097652,CREATED,e8577e32-fd4a-4487-ae38-fbf8835ce77e,6fa8e03a-8535-47c0-99a0-67e570fa5d80,c5,c4,26,?,?,surb={'id': '5decedfd-42e3-4b07-a6df-12c1a82d0def', 'route': ['p1', 'e3', 'i3', 'x5', 'p2', 'c5']}
1769443929.7755387,RECEIVED,85f734be-42fb-4abc-a2e2-af1c897c0ce7,a945c6d0-39f2-4f1f-b7e8-7fbc93791e08,c4,c5,27,p2,?,surb={'id': '4e3c5c20-5b9d-48b4-9e7d-28959f8c1b67', 'route': ['p2', 'e8', 'i2', 'x2', 'p1', 'c4']}
1769443929.878924,RECEIVED,cee3cda2-1a10-48ce-8240-8b3a4eeefdf2,ce378d57-8254-4565-9e45-0ec10b52a28d,c4,c5,27,p2,?,surb={'id': 'f232605f-03e1-4bb6-abeb-a2cc6be7a2da', 'route': ['p2', 'e9', 'i9', 'x2', 'p1', 'c4']}
1769443929.9373481,SENT,b2d789a2-7194-41f6-9402-8842ec223b39,c30d9861-1c52-4802-a07b-9c949d178981,c5,c4,3379,?,p2,
1769443929.937442,CREATED,8a5dcdad-d40a-433f-ac78-2bfe0a9eaad5,239a7404-ad1d-4768-8a4f-6d8a53837de8,c5,c4,27,?,?,surb={'id': '599fac90-99b6-43bc-8423-02b9a78b39ec', 'route': ['p1', 'e9', 'i9', 'x7', 'p2', 'c5']}
1769443930.257885,RECEIVED,8fdc7470-2f02-4c46-aba3-4df27523cc30,40ccc967-3485-4872-82e7-ca170a224d3c,c3,c5,27,p2,?,surb={'id': '0a143265-fa6c-47a5-bcf9-7bfadea963c0', 'route': ['p2', 'e6', 'i11', 'x5', 'p3', 'c3']}
1769443930.3035326,RECEIVED,7a02e036-1277-4038-a62b-18c5fb45d048,00598d97-638a-455e-a9b2-d1d0bad636ee,c4,c5,27,p2,?,surb={'id': '0d75930f-552b-40cd-94aa-a4cc9619060a', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c4']}
1769443930.3508823,SENT,448e8254-b924-4ff2-981d-f93a4231cbbf,f13067f9-ba0d-4c50-a1e7-234effa51a7e,c5,c4,3395,?,p2,
1769443930.3528824,CREATED,329759d8-aa8c-4a1a-8ef8-7fc586c5a7a3,bbd4a20f-b0e3-4d88-b86a-63f5b9114213,c5,c4,27,?,?,surb={'id': '48fb4a7c-c964-4670-8cc6-b224c05b3da5', 'route': ['p1', 'e5', 'i11', 'x8', 'p2', 'c5']}
1769443930.4113142,RECEIVED,cdbba19a-e4f7-4d83-989c-1068991a6e4a,764c841d-f448-4ca5-928c-0b02353c62d4,c4,c5,27,p2,?,surb={'id': '6c913cf6-ade8-403b-86b8-ef8462e9f416', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769443930.4998043,SENT,ba0d95ad-7dee-46b1-9df2-36d770b01866,8ada25e5-64c4-46e9-9c3e-322468bfe0da,c5,c4,3392,?,p2,
1769443930.4999356,CREATED,4b1c1793-7729-49cd-b80f-a81f93b541a5,fad559bb-11a3-43a6-974b-c170c90240bf,c5,c4,27,?,?,surb={'id': '468e4010-05a3-4a65-aa39-f1b6491f6183', 'route': ['p1', 'e6', 'i10', 'x11', 'p2', 'c5']}
1769443930.7101939,RECEIVED,98d59fe4-a161-4012-b80c-0ecbb37e4c31,eaf00307-56c0-480f-b564-55f249582676,c4,c5,27,p2,?,surb={'id': '05fa13b7-87b9-411b-84ae-6141d51afe60', 'route': ['p2', 'e10', 'i11', 'x9', 'p1', 'c4']}
1769443930.9512115,RECEIVED,26d0cc98-aa5a-4845-98e0-957cd152aa8b,ba4acfae-1d88-4468-afa8-35cd620258f0,c4,c5,27,p2,?,surb={'id': '40a5a3cd-3dc1-4d03-86e4-1962292a8cf4', 'route': ['p2', 'e10', 'i7', 'x2', 'p1', 'c4']}
1769443930.9767118,SENT,12428faa-9f92-49e1-a2bd-f2674b068d03,7cbe29e2-8996-429f-a755-8594aafde149,c5,c4,3392,?,p2,
1769443930.976861,CREATED,9b1ff1f8-a2fe-4776-a79b-4c748847c182,635e2fac-20c4-4682-b0f5-c5acdf97a1b3,c5,c4,27,?,?,surb={'id': 'afe67627-e880-4fbd-8b0c-dc3dd31547eb', 'route': ['p1', 'e1', 'i9', 'x12', 'p2', 'c5']}
1769443931.0329733,RECEIVED,565d6d64-1b98-481e-8e48-10fee71a1bc2,6e7d69aa-9ab8-42a3-8632-0577ebf4ac75,c3,c5,27,p2,?,surb={'id': '80206492-a2b1-4e8f-882e-bff4557b1527', 'route': ['p2', 'e6', 'i3', 'x4', 'p3', 'c3']}
1769443931.041462,RECEIVED,78e67356-33a3-4c8a-9963-7a3aa020093f,a9064a67-6b25-446b-a467-2e42ec66687d,c4,c5,27,p2,?,surb={'id': '9968f600-dae2-4a9f-8d0f-00ed3239b45f', 'route': ['p2', 'e8', 'i3', 'x4', 'p1', 'c4']}
1769443931.046656,RECEIVED,64ed6c07-4b71-499c-9d99-e4cc269f4f61,78b446c3-4b42-4c88-b53a-f13cc5e0c039,c3,c5,27,p2,?,surb={'id': 'e7da8a89-766d-450f-be66-bfb80b18bf21', 'route': ['p2', 'e4', 'i3', 'x9', 'p3', 'c3']}
1769443931.093114,SENT,cf85c9f0-4300-49a9-93c1-c89cd7800b08,e5abb9a1-61d8-45c0-a090-2a3d19287bba,c5,c4,3359,?,p2,
1769443931.0931797,CREATED,c8ba3679-c970-4f29-b7d5-08c9eda84415,54a764b7-de67-46ae-bd70-3ed9529ce26b,c5,c4,27,?,?,surb={'id': '10fb3012-0000-4622-818c-0c40d65a1e07', 'route': ['p1', 'e6', 'i10', 'x9', 'p2', 'c5']}
1769443931.1058238,SENT,4fb2250a-93b1-4e3a-a2be-b0d76bde583a,6711cbae-4e41-4b62-97e5-dbb1a2101871,c5,c4,3364,?,p2,
1769443931.1058848,CREATED,65196e92-ea08-4ecf-9e84-d38b2d5603c4,bbb17715-abb4-4bda-94d2-17e294d57715,c5,c4,26,?,?,surb={'id': '86893f52-9260-490c-b4a6-3c95812bf8b4', 'route': ['p1', 'e10', 'i9', 'x1', 'p2', 'c5']}
1769443931.3642368,RECEIVED,8ca559bd-95ba-454a-8c5e-9d71774ae9ef,0d49add5-dd03-4f10-abe0-0b2480038d90,c3,c5,27,p2,?,surb={'id': '30dc6d04-1f43-4be5-a475-dc4818e67faf', 'route': ['p2', 'e8', 'i8', 'x11', 'p3', 'c3']}
1769443931.4658673,RECEIVED,42987c6e-93ff-44d7-b128-7aadc9150078,2a529701-0de0-4cdc-bba9-43138c26a772,c4,c5,27,p2,?,surb={'id': 'b9b03133-37c7-4846-b56b-8d90fc1cab9b', 'route': ['p2', 'e6', 'i12', 'x3', 'p1', 'c4']}
1769443931.6511981,SENT,8c14bf01-8494-4855-bb7e-d0edda4124d8,7671d1b4-1f65-42e5-bd19-285f573391bc,c5,c4,3383,?,p2,
1769443931.651348,CREATED,45b40b01-6d31-4ab0-9400-684cfd5e3bfa,28bc0984-78ee-4d21-b0a8-10b7a32032b6,c5,c4,27,?,?,surb={'id': '3fea8376-24fd-4c93-89b1-540a5068c27f', 'route': ['p1', 'e2', 'i4', 'x2', 'p2', 'c5']}
1769443931.7621007,SENT,4092b977-d142-4018-85f0-e8702651da23,b1ac286e-a282-451c-a0f7-94d0ee4718a7,c5,c4,3376,?,p2,
1769443931.762261,CREATED,692df141-7575-4456-a175-7e46b428b5c9,8df0a745-1ce6-411f-a981-c30294d4e7f4,c5,c4,26,?,?,surb={'id': 'ccfa4c4a-cddd-4a7e-9f31-f1023b252a1e', 'route': ['p1', 'e8', 'i2', 'x9', 'p2', 'c5']}
1769443931.8732948,RECEIVED,ed1e3b70-1ac6-479c-b91a-7c61f7a73b1d,3fff2254-f793-4713-9254-c75422da5323,c4,c5,27,p2,?,surb={'id': '1daa38df-fcca-46bd-a3c5-95d6fe063643', 'route': ['p2', 'e6', 'i1', 'x6', 'p1', 'c4']}
1769443932.0536373,SENT,6b76624c-c70c-4866-b741-847a1e0826d5,fb169b61-b491-4d9f-b19d-9da3e6bbcddf,c5,c4,3359,?,p2,
1769443932.0537858,CREATED,83366a1e-23d0-4f0b-9ad0-254baefd16a8,f5bdc175-18bb-4e43-8c34-7b633574837d,c5,c4,27,?,?,surb={'id': '611733f0-c010-4852-8371-2d6af95fcc9f', 'route': ['p1', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769443932.0732892,RECEIVED,d5a9b98a-ab3c-4a87-b165-a451371bb899,3627767c-9323-405b-b575-e538a8f9e00d,c4,c5,27,p2,?,surb={'id': '62d48a3e-9926-4d80-93a9-1242b0b82179', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769443932.2321017,RECEIVED,430ac091-82f9-4bd8-953c-f35c6b2b0f98,080fd4ef-fe8f-433c-bc1b-20eb6d5c44ba,c4,c5,27,p2,?,surb={'id': '969f9a8d-b6c5-4a6c-8625-652e1f2788ab', 'route': ['p2', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769443932.276313,SENT,568bab4b-ca13-4064-a1c7-ebae62901030,0683578c-6d25-4549-ac98-456be1422f28,c5,c4,3388,?,p2,
1769443932.2764132,CREATED,e8fd561a-9e27-40d0-b866-6814f235b0bf,2e497147-2b3d-44b5-943c-3597122bd02f,c5,c4,27,?,?,surb={'id': '3747560c-b049-4efb-861c-978990c8604f', 'route': ['p1', 'e4', 'i8', 'x8', 'p2', 'c5']}
1769443932.2832355,SENT,8af650c4-15c2-4397-bba2-242b8fb86043,e327b66f-7e79-4aab-b0eb-f564acca34fd,c5,c4,3393,?,p2,
1769443932.2833383,CREATED,ef770856-338f-4b8f-9454-9134d50d1d23,fe9bb885-a6b7-45dd-9b29-3381b3935abe,c5,c4,27,?,?,surb={'id': '2f6bf5b3-fafd-4848-974c-ddf9f5c35dcb', 'route': ['p1', 'e1', 'i6', 'x10', 'p2', 'c5']}
1769443932.5295665,RECEIVED,3c57ac45-d2d3-4a09-9828-7c4caaded424,d50227c5-fb67-4349-a51b-9d5cdbea487d,c3,c5,27,p2,?,surb={'id': '2500fda1-1ccc-4a88-ab5a-ab9aa24aeeaa', 'route': ['p2', 'e3', 'i7', 'x10', 'p3', 'c3']}
1769443932.750348,RECEIVED,5e37f4f2-3afe-4063-8adb-c3dad86bf184,810da377-3832-43e4-840b-431153311125,c4,c5,26,p2,?,surb={'id': '3dc9fcdc-dad2-4996-b855-1b2aa4c4ebb3', 'route': ['p2', 'e3', 'i11', 'x7', 'p1', 'c4']}
1769443932.7657287,RECEIVED,82fae2aa-0b9d-40e0-aa6b-e564eb0d8eb9,e5fe0dde-dfbc-41ce-b05b-e2efa50fc11b,c4,c5,26,p2,?,surb={'id': '99caaf3a-3efe-4d04-a77c-57f1478f9c17', 'route': ['p2', 'e5', 'i11', 'x2', 'p1', 'c4']}
1769443932.8988118,RECEIVED,f1092532-6f25-4f7a-8d71-03e505fd7202,fbac7155-b05d-48c0-bad4-70cf7af5d7c8,c3,c5,27,p2,?,surb={'id': '234d1e5d-86c9-49fc-afdb-a091829958e8', 'route': ['p2', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769443932.9500933,RECEIVED,16be5c9e-a7e7-431d-842d-0c6c8a2528f9,4dfe624c-8e12-4d2d-8aa3-7bc3d0c75dfc,c3,c5,26,p2,?,surb={'id': 'e25f302a-ad01-4101-863a-2f04ceec174a', 'route': ['p2', 'e4', 'i10', 'x3', 'p3', 'c3']}
1769443933.1053407,SENT,32e282cf-ba4a-4dd2-96a2-5c58d44717ec,fbfbd4c5-edf7-4cdd-be64-099e443bc09b,c5,c4,3404,?,p2,
1769443933.105486,CREATED,b4fd4a87-eb9f-4f4e-a8a3-e0ab63a9f238,38a12eb8-b70e-4d4a-a23c-e10caa6e8182,c5,c4,27,?,?,surb={'id': '5594254e-30ae-4bdf-a500-7a01ef2cc8cf', 'route': ['p1', 'e10', 'i11', 'x8', 'p2', 'c5']}
1769443933.163626,RECEIVED,f5e17425-7b40-43fd-a53d-1a5f9d5f2b94,070e6230-a1af-4938-aa58-5bdd06080c44,c4,c5,26,p2,?,surb={'id': '7a9c471f-a9c9-40de-82a8-235932c8381e', 'route': ['p2', 'e4', 'i9', 'x1', 'p1', 'c4']}
1769443933.2658622,RECEIVED,b381bdba-d6d2-45e6-b754-b4cd041f61ad,b87a8a05-f27b-4f88-8d75-9ef408bb652a,c3,c5,27,p2,?,surb={'id': '722d9fc4-a000-4887-aac0-57084f6b1a66', 'route': ['p2', 'e6', 'i4', 'x7', 'p3', 'c3']}
1769443933.7377746,RECEIVED,d29a2005-6316-4294-ba25-bb339e6d6026,be82a9e5-2176-4266-a0ae-d94574c77489,c3,c5,27,p2,?,surb={'id': '20fff923-b902-450b-86be-097ceb1c6b1f', 'route': ['p2', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769443933.8283374,RECEIVED,0be30d50-04d6-4e51-8016-aae24076dad5,ec0c2c62-a6b0-42e1-a95a-3674a47895df,c3,c5,27,p2,?,surb={'id': 'edc22e5a-8261-4fe8-857c-4060f462333b', 'route': ['p2', 'e5', 'i12', 'x8', 'p3', 'c3']}
1769443933.9278119,RECEIVED,96d687bd-9d2a-4cdb-a3e6-fe9ecc9f1ecc,2c7fd74a-f2f8-4aa7-a396-5b9646c3af12,c3,c5,27,p2,?,surb={'id': '48a93608-dc3d-42cf-af39-938f5d687749', 'route': ['p2', 'e11', 'i8', 'x7', 'p3', 'c3']}
