timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502876.7693572,SENT,43168c99-d5d5-4ffc-8a30-aff4f8c1e9f1,bf693bdd-aa42-4aca-b14d-c5d3d16bcdc6,c1,c2,3371,?,p1,
1769502876.7694597,CREATED,7d5ee8aa-bf53-49b6-bf31-cd1763427736,78b4823d-3ef7-4f65-8006-008caeab5f65,c1,c2,26,?,?,surb={'id': '389b9a03-463c-4ce2-b77b-b6f3d154c696', 'route': ['p2', 'e10', 'i8', 'x7', 'p1', 'c1']}
1769502876.8492377,SENT,704c20e3-b4b2-4cdd-83fe-1fd65b854ccd,365b4790-510c-4faf-9c84-5d192ddf8f5a,c1,c2,3392,?,p1,
1769502876.8493361,CREATED,ee9cd984-18fc-46b2-8292-411a3380669d,5f2223f0-ad64-4b1a-a552-1ac2be976e64,c1,c2,27,?,?,surb={'id': 'c6487f85-e7ec-4421-8cb7-fa7b85abd9fb', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c1']}
1769502876.975211,RECEIVED,2f355fc5-4b49-477d-a402-dc04f269ef98,b75a5680-1ab3-44f0-8a7d-e19d1acbc8ba,c4,c1,26,p1,?,surb={'id': '5a58445c-9c17-40ac-93ee-7b3de291f602', 'route': ['p1', 'e12', 'i1', 'x12', 'p1', 'c4']}
1769502877.0888147,SENT,5647f169-35f2-4902-87d1-8cca8347680a,580cdbdd-780c-463c-9e09-2c573e5b049c,c1,c2,3355,?,p1,
1769502877.088919,CREATED,2e882fd4-1ae8-4b3b-8765-eb5ace9b23cf,d1aff277-722d-42cf-be1a-1bd29cd4dcf8,c1,c2,26,?,?,surb={'id': 'a0549d55-ae00-495e-bca2-43dd045262c1', 'route': ['p2', 'e6', 'i3', 'x4', 'p1', 'c1']}
1769502877.1745505,SENT,48d6d531-7400-4b42-a24c-54c3a63d9ca8,8ac2eda9-1a38-4eec-b72a-7bf5cf53a378,c1,c2,3372,?,p1,
1769502877.1746714,CREATED,1e281aa1-b971-434c-82b5-6e7a0758e0c9,da51ea0c-20bc-4a7a-bac4-6305f22f80d3,c1,c2,27,?,?,surb={'id': 'a070d55d-a128-48ef-9c23-50d479e41de5', 'route': ['p2', 'e5', 'i9', 'x12', 'p1', 'c1']}
1769502877.2717505,SENT,4724e379-ed9a-476c-8805-9b46bdfacdb7,93291990-e612-4a36-91b7-8423ef176db9,c1,c2,3383,?,p1,
1769502877.2718923,CREATED,8728dc53-486c-429c-a654-7d881d896fa8,2d6575a7-b4e4-48c3-90c6-367e939329f2,c1,c2,27,?,?,surb={'id': '5935c24e-f4cc-4fb5-9285-912039c50177', 'route': ['p2', 'e6', 'i6', 'x7', 'p1', 'c1']}
1769502877.3073413,RECEIVED,0617209a-103d-4abb-a21f-2cb4a25b996d,f90004a3-c122-4993-b88c-74470898abcf,c4,c1,27,p1,?,surb={'id': '8325e3f4-94ed-4a47-ab0c-49a2eac6f452', 'route': ['p1', 'e1', 'i12', 'x12', 'p1', 'c4']}
1769502877.3375325,SENT,747a4078-e500-4a6e-a953-535a519ea076,5d86eef9-2eb0-45bb-9bce-4038dbb7db1a,c1,c2,3392,?,p1,
1769502877.3376703,CREATED,59edb531-5611-4e51-af44-a4bbac7e63bb,a8dea7c5-f807-4303-beff-5588461f42ca,c1,c2,27,?,?,surb={'id': '38fcfb77-a9ed-4e18-b987-14b4ff2183ef', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c1']}
1769502877.8157148,RECEIVED,caf931cd-2f68-42bc-8b94-9a2d589648bd,272cc6ae-691c-4011-b31a-c3565ca2eae4,c2,c1,27,p1,?,surb={'id': '2f63e26b-aef7-4413-8384-87ecf407990b', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769502878.206155,RECEIVED,d58b2737-2c40-498b-b0a3-6283fe623247,48a9a33d-d94a-4940-9d16-1ad46cd1f0d6,c4,c1,27,p1,?,surb={'id': '92b85e28-f3ba-4dd5-bd3d-d5657fe60308', 'route': ['p1', 'e8', 'i5', 'x7', 'p1', 'c4']}
1769502878.3326726,RECEIVED,b7b815cc-a676-44a3-9c6c-960f6eeddd95,a2cfc762-fa3e-43dc-8c4f-e47e8d824b84,c2,c1,27,p1,?,surb={'id': '21a65464-7a1d-4d7e-985d-ab5c8a3c5a57', 'route': ['p1', 'e12', 'i8', 'x8', 'p2', 'c2']}
1769502878.4848125,RECEIVED,a3a0e674-5798-481c-99f5-50e24797259d,3b294fdd-dbac-446a-bbcf-dd4df103cd6b,c4,c1,27,p1,?,surb={'id': '1413d3d7-b643-42ff-b035-5b4b9c7494cb', 'route': ['p1', 'e9', 'i11', 'x12', 'p1', 'c4']}
1769502878.9691875,SENT,0e5a9282-0627-44a7-b3dc-3edb249dbe69,1a7776cb-f30c-4b23-9226-72e3cd8a3d17,c1,c2,3379,?,p1,
1769502878.9693532,CREATED,787f6840-c31b-4406-86c0-62650b600cbd,a11b4510-41c4-49f2-bd77-7225aab0599c,c1,c2,26,?,?,surb={'id': 'c372e265-4726-4748-8a55-6d922c83e7b1', 'route': ['p2', 'e9', 'i2', 'x1', 'p1', 'c1']}
1769502879.265423,RECEIVED,0f0bd679-317b-4b82-adb2-c4ebbba9554d,8f1d372b-4240-4347-a5f6-40eea3051eb9,c4,c1,26,p1,?,surb={'id': '8455f6d8-9f3f-49f1-b39c-b22f2923a120', 'route': ['p1', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769502879.3685591,RECEIVED,3070e7b9-f120-448d-96a9-b1a6c20cebca,62aae33c-8199-487d-9df8-b67bd68c194c,c4,c1,26,p1,?,surb={'id': 'b597cd24-0687-46e0-9c26-4b06a560b1cb', 'route': ['p1', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769502879.6446366,RECEIVED,93d10154-4be8-475f-b041-c0fa5edf96b6,5b0363e9-afed-4d9c-b2ad-21cc6d26eeed,c4,c1,27,p1,?,surb={'id': '76198299-8895-45a8-82a7-83ff400f7cab', 'route': ['p1', 'e9', 'i11', 'x8', 'p1', 'c4']}
1769502879.7650325,SENT,a211ee19-8650-4eec-9703-d3d8c2b1b6ac,61e8aa2b-7b8f-47da-83f3-d2610f85a97f,c1,c2,3388,?,p1,
1769502879.7651966,CREATED,98fa2969-5342-400e-8197-a46d0235ab16,4ecff5e7-b6f2-41ce-9e34-076d4e09d978,c1,c2,27,?,?,surb={'id': '17d093d8-ae53-42e6-924c-2d05f6ea0973', 'route': ['p2', 'e11', 'i10', 'x9', 'p1', 'c1']}
1769502879.8419664,SENT,02617aab-4fd1-4c60-a5b4-e6111fee4cfe,eb02aaea-68d9-4070-88d6-c121971626c0,c1,c2,3372,?,p1,
1769502879.8421328,CREATED,eab57988-0bd6-469f-8987-598c12f0f479,b2be8be3-3e60-41aa-bd60-ff8979526343,c1,c2,25,?,?,surb={'id': '2f8c0866-d38a-4c9f-a49b-4f2b771ba3a9', 'route': ['p2', 'e11', 'i8', 'x8', 'p1', 'c1']}
1769502879.9061048,RECEIVED,1fd89814-e205-486b-9a10-2b155252e460,f8443336-281c-417b-b520-edebd1ad0c06,c2,c1,26,p1,?,surb={'id': '8e98bc40-c232-4c93-ac64-0dd32ed5fc37', 'route': ['p1', 'e10', 'i2', 'x7', 'p2', 'c2']}
1769502879.925994,RECEIVED,2927954d-f443-4ced-bd5e-bffec6e56c7a,252aed4d-a4fb-48f2-a3f7-6ce17720cc79,c4,c1,27,p1,?,surb={'id': '75c5d6cc-9490-428b-90d9-a58e0f145861', 'route': ['p1', 'e6', 'i12', 'x8', 'p1', 'c4']}
1769502879.9398074,SENT,404dde90-9a37-4d60-949f-76377fa70674,17284e68-7475-4996-acb3-6f80314e43f7,c1,c2,3379,?,p1,
1769502879.9399662,CREATED,7d804f8d-6073-4003-938f-3fb813998b16,f9eae631-3ac2-46f1-996f-4745fa012672,c1,c2,26,?,?,surb={'id': '79a5d085-a92a-4b02-b1cb-8d8eae5a0b0b', 'route': ['p2', 'e8', 'i7', 'x1', 'p1', 'c1']}
1769502879.9619896,RECEIVED,cbfabf78-e46d-4302-865f-0bdb5f41faf3,3e7a6406-ea00-4990-b3cd-4f767d31a753,c2,c1,27,p1,?,surb={'id': '26934c3f-5d73-43d2-ad0a-43796595a930', 'route': ['p1', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769502880.483443,SENT,51f1f97b-28e0-4d64-9c29-d522db20d208,533bf918-dc37-4da1-92ea-7ca38f7ee2c9,c1,c2,3387,?,p1,
1769502880.4835944,CREATED,f7e80417-28c7-4c4a-b8af-9ee0a7a3f3b4,0bd8028b-3135-4b8e-8d6b-d4f743a3141d,c1,c2,27,?,?,surb={'id': '4ecfd7f1-5799-4980-928e-b23ecb3859e6', 'route': ['p2', 'e11', 'i7', 'x5', 'p1', 'c1']}
1769502880.6044674,SENT,4068b62e-17be-404f-8772-fd3cf1b1f330,5940dd67-9c1a-43d6-93b9-1524485af0c5,c1,c2,3355,?,p1,
1769502880.604617,CREATED,bb2ed826-bb7d-428b-bc4f-abd7f7b6a555,b8fd3643-d498-48f9-b037-2acd0633834c,c1,c2,25,?,?,surb={'id': 'c904c3ea-b86e-44a4-afbe-641ac52e40b4', 'route': ['p2', 'e6', 'i6', 'x7', 'p1', 'c1']}
1769502880.6402812,SENT,f5681b2c-8405-495d-961f-5d57b61b3975,bab66b5c-c887-48f9-985a-5c93d60f204b,c1,c2,3405,?,p1,
1769502880.640432,CREATED,0e35b94e-f537-4a66-8721-f5e67f84c187,9b024669-d367-44e0-a49a-1c5177ce3e33,c1,c2,27,?,?,surb={'id': '96651172-15de-4934-ad6b-3ab6a6ece86c', 'route': ['p2', 'e12', 'i3', 'x5', 'p1', 'c1']}
1769502880.7367728,SENT,58ae3218-8c1e-4add-a6ab-8201df6b1458,7a164765-460d-4170-bee4-af2a16b1e5cf,c1,c2,3380,?,p1,
1769502880.736825,CREATED,f0a2ae31-cc8d-483c-9b19-a5227b867308,808d1608-2755-41c1-9c10-7e18aa220ea8,c1,c2,26,?,?,surb={'id': 'fbe4649c-da14-4ecc-a028-0e7a5008a0ed', 'route': ['p2', 'e5', 'i8', 'x9', 'p1', 'c1']}
1769502880.98523,SENT,e447d7d5-8e04-4afd-89ec-f9ed032472b1,5f3a6a75-a195-4ee8-8d19-4c6fa5147f34,c1,c2,3383,?,p1,
1769502880.9853666,CREATED,1f24bcb2-215c-45f8-883f-b70a4ed491ee,9f0ba7af-4ace-4a7b-b99d-7024f5244993,c1,c2,26,?,?,surb={'id': '5ab46369-4025-46ac-95d8-19b0e34255c7', 'route': ['p2', 'e12', 'i3', 'x3', 'p1', 'c1']}
1769502881.004762,RECEIVED,66194418-b05e-48ee-9ca8-19041e7cae8d,d7dcc513-5bbe-44a5-ad25-c163ea6541ee,c4,c1,27,p1,?,surb={'id': 'd887aa35-8708-435a-ab72-23337162e32c', 'route': ['p1', 'e12', 'i5', 'x12', 'p1', 'c4']}
1769502881.0522099,RECEIVED,c7e2c1e2-f73a-48dc-8484-fee20dfaa860,2e620555-fb5e-4667-ba05-a2bbbca574fc,c4,c1,26,p1,?,surb={'id': '6444afb5-a8e9-4840-8d61-dd408d99d930', 'route': ['p1', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769502881.0734472,RECEIVED,29359c9c-69e8-44af-958d-39a804bef626,7713cae6-49cb-458e-96f8-0176b0ecf8a2,c4,c1,26,p1,?,surb={'id': '59c0f861-ae65-47a4-8c2b-e2a3a71ab97c', 'route': ['p1', 'e12', 'i4', 'x3', 'p1', 'c4']}
1769502881.0779922,RECEIVED,35c194eb-d22e-44c6-b521-762e34af02ac,68b52d03-6c84-46cc-b924-a4d03a974f44,c2,c1,27,p1,?,surb={'id': 'ca9a2c37-0dbd-4cbc-91fe-1f18b6c5d9b5', 'route': ['p1', 'e7', 'i8', 'x12', 'p2', 'c2']}
1769502881.204702,RECEIVED,6d40d4a6-fb78-47d5-963a-e8e70fd9412e,d5ccee20-c6f1-4b66-a576-033313cdbee5,c4,c1,27,p1,?,surb={'id': '17821d03-159d-4d5c-8d46-7c9ef1c39794', 'route': ['p1', 'e7', 'i9', 'x8', 'p1', 'c4']}
1769502881.2941892,SENT,39a75320-170a-473b-9638-6b81e7daf645,e87c00b3-62a5-49e7-8bd7-a7e6abcc9462,c1,c2,3364,?,p1,
1769502881.2943356,CREATED,105cf998-62e9-4172-9b80-17a19340356a,b2a209df-1085-4185-b33b-c2c65eaf596d,c1,c2,27,?,?,surb={'id': '7e12c9a3-3d08-4b8e-81a9-8de9d28ff643', 'route': ['p2', 'e4', 'i3', 'x8', 'p1', 'c1']}
1769502881.3822982,SENT,0a4eae64-ac33-44a5-a306-d056b5a52fd8,b626b14e-cc11-4e8d-9651-27584fedc5b3,c1,c2,3363,?,p1,
1769502881.3824375,CREATED,cbece964-3f0b-492d-8e98-e8ac56ec31c2,d769d1a8-c9c3-41b8-a5a1-acefa9817357,c1,c2,26,?,?,surb={'id': '5adb7921-3a18-43e3-8795-cfeff567b30e', 'route': ['p2', 'e4', 'i9', 'x7', 'p1', 'c1']}
1769502881.4383376,RECEIVED,e3e6675d-1bdd-4f07-9d33-a2fa15ec4211,99388dc8-3769-40ac-a6a8-5fce57a205e3,c4,c1,27,p1,?,surb={'id': 'fa1b7b88-5ff8-4b7c-b2f6-e5da1b8380e3', 'route': ['p1', 'e10', 'i10', 'x3', 'p1', 'c4']}
1769502881.5315065,RECEIVED,2d3c9a0b-2770-406f-951e-911e8732277a,da5bdfc1-f03a-4304-81aa-eb204a1fd62d,c4,c1,27,p1,?,surb={'id': '106af48d-e4a3-42b9-a5c0-e2d0e397dc05', 'route': ['p1', 'e12', 'i5', 'x8', 'p1', 'c4']}
1769502881.6442285,RECEIVED,a85beb1f-9471-4089-bbc4-a00f9961cde0,9f599dbb-5dba-4d03-9417-ef0ed5b3b60a,c4,c1,26,p1,?,surb={'id': 'ae133528-8f54-4180-ac1f-b4b1ed179e53', 'route': ['p1', 'e2', 'i12', 'x10', 'p1', 'c4']}
1769502881.734624,SENT,c6d95b56-7190-4edf-af77-fcf90ac66b47,7662709f-83a6-4744-aa94-9c50c42852f3,c1,c2,3388,?,p1,
1769502881.7346826,CREATED,d40ce9e4-5a9c-4cea-b8f3-29655740f75b,965c2a2c-c1b0-4ac0-9c18-369d77e1afa8,c1,c2,26,?,?,surb={'id': 'd0abdeb2-1435-4ef1-b8fa-42e2d4a2a217', 'route': ['p2', 'e4', 'i6', 'x2', 'p1', 'c1']}
1769502881.8227193,RECEIVED,446e9084-3a22-40e7-ab9c-94349393c09b,1d1442eb-bca9-4b54-a410-4ae4b421ed34,c4,c1,27,p1,?,surb={'id': 'c45a2cdd-cc97-4597-bd66-f18e32379e4e', 'route': ['p1', 'e5', 'i5', 'x6', 'p1', 'c4']}
1769502882.0204525,SENT,f76dd833-240e-490f-8c54-6c147321b724,7c739132-8fa4-4f76-84fc-3bd620b16172,c1,c2,3387,?,p1,
1769502882.0205991,CREATED,532d42b0-bd6f-44b1-b88f-ce53552f3608,d90c41dd-9dcb-4059-9341-afe4d384337b,c1,c2,27,?,?,surb={'id': 'fc0f726b-82d3-4382-be82-beb7009c1066', 'route': ['p2', 'e12', 'i11', 'x11', 'p1', 'c1']}
1769502882.078469,RECEIVED,49f026af-54fc-495e-a864-643ce26b11a0,0125936c-219c-437a-be8e-c97e7a3cec67,c2,c1,27,p1,?,surb={'id': '5668a36e-aed0-4630-8157-4389d7217421', 'route': ['p1', 'e10', 'i12', 'x9', 'p2', 'c2']}
1769502882.2155776,RECEIVED,c0b9b7e7-5d4d-46e7-a585-ea2568b0b57c,f6422c5c-3d6e-49f0-aeb3-74e8276d030a,c2,c1,27,p1,?,surb={'id': 'f978a582-57e6-4b22-b547-9269dc3b040a', 'route': ['p1', 'e1', 'i11', 'x1', 'p2', 'c2']}
1769502882.371837,RECEIVED,47933b1c-a054-43b7-a8db-9df760ed9883,bea5fa4a-05c2-4ac4-838a-2d869f0c9cf1,c2,c1,27,p1,?,surb={'id': 'ba0c2edb-5cd5-4105-920f-fac53326af56', 'route': ['p1', 'e8', 'i1', 'x9', 'p2', 'c2']}
1769502882.40451,SENT,f200a9fc-a1fd-4e3b-807b-38e131f7b334,3b1621c5-43ce-4e21-8fa0-372fb276439a,c1,c2,3360,?,p1,
1769502882.4046261,CREATED,1467bc19-e3cc-49de-a7d8-f53022637d2d,d6da52e1-7354-4e2e-8683-3c117e161ae6,c1,c2,27,?,?,surb={'id': '16eb7b98-8446-4865-b9f6-448fe51cf344', 'route': ['p2', 'e9', 'i3', 'x1', 'p1', 'c1']}
1769502882.425097,RECEIVED,b16ec492-46b5-4a5b-98f1-a459a8f4ce29,2481358f-00c4-433b-9f2f-e56ac491f135,c4,c1,27,p1,?,surb={'id': 'b882ef9b-1abd-42cd-a783-4d400cf4f271', 'route': ['p1', 'e3', 'i1', 'x4', 'p1', 'c4']}
1769502882.4601443,RECEIVED,95d8bd5a-3949-4a4d-8563-d5b5d5294c5b,c4605899-cf84-4525-8868-851b63e06f08,c2,c1,27,p1,?,surb={'id': '654c9234-a44d-4846-bf59-442733a3e338', 'route': ['p1', 'e2', 'i4', 'x6', 'p2', 'c2']}
1769502882.4805534,RECEIVED,6a8941ef-9ece-4b31-976b-a0eed5a9ede9,32e2261c-6633-4a3f-bef9-553a251696a2,c4,c1,27,p1,?,surb={'id': '37a3094a-70ee-4ebf-b350-deec1be95b84', 'route': ['p1', 'e11', 'i8', 'x4', 'p1', 'c4']}
1769502882.5197453,RECEIVED,afd7c287-4254-4352-8877-f8543a80ff52,9ba4ce01-f986-4098-8a41-7969881ca456,c2,c1,27,p1,?,surb={'id': '49513449-8ac4-4853-85f4-2a84e0c8c8cd', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769502882.5343447,RECEIVED,c70b4b51-e6a3-45fb-943c-4f7225044161,dfa6df23-23cc-44a5-b55a-db5556715a5a,c2,c1,27,p1,?,surb={'id': 'b34193aa-e645-4fd2-9a1a-aa396b0331c4', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c2']}
1769502882.6316512,SENT,6a5701bf-ef0f-460b-ad8a-9cd55e011e6a,50792ebc-b493-4943-b4e8-aaf3387a1dc0,c1,c2,3387,?,p1,
1769502882.6317554,CREATED,2cf61c2f-7b1c-40f0-9023-d64da6d8f992,7bba6fbb-47ac-41b4-add0-0783a5e60c15,c1,c2,27,?,?,surb={'id': 'd4163a93-4584-4c51-9201-54981f111a92', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769502882.877411,RECEIVED,0aa15a4f-5253-49b9-97d4-e1fee5acb8ab,82a5c70f-49f4-43eb-a7df-93b5804af18e,c2,c1,27,p1,?,surb={'id': 'd72fbafd-fef7-47da-9f03-82f4b3c046c7', 'route': ['p1', 'e5', 'i9', 'x12', 'p2', 'c2']}
1769502883.0019653,RECEIVED,d64352eb-7cc6-4c78-a48c-0f40cbb04416,8c94121d-fbbe-4a9c-aa9e-8454896b44fe,c4,c1,26,p1,?,surb={'id': 'd64b6844-0762-4c1b-8de9-e140416f8755', 'route': ['p1', 'e7', 'i3', 'x9', 'p1', 'c4']}
1769502883.1505554,RECEIVED,59f1911b-9f6d-43bf-8eda-7ac1aff142df,02e4bd19-0555-42ec-be41-351fc2ca2272,c4,c1,27,p1,?,surb={'id': '196de33e-c8a5-4124-997c-7943cdafd955', 'route': ['p1', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769502883.272509,SENT,60ee5db1-d955-4898-8c52-e6d5c6213170,19af928a-1f59-430f-a38a-33d789601015,c1,c2,3396,?,p1,
1769502883.2726095,CREATED,5e463947-cc51-4a8f-a649-85e4c085be24,bf67fc98-23fc-4e7d-b6e5-c91d608c35a4,c1,c2,27,?,?,surb={'id': 'e2a918d3-b124-4fbe-aff8-70030c1fc3e5', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c1']}
1769502883.279914,RECEIVED,9c0ea103-a483-4d57-9545-238150469f56,d222103d-a50e-48bb-aa3c-114096b49edb,c2,c1,25,p1,?,surb={'id': 'dd040981-9c7f-4e90-b7b3-dd12a4649c0b', 'route': ['p1', 'e2', 'i11', 'x11', 'p2', 'c2']}
1769502883.2936409,SENT,af4f8531-c703-431b-86c8-dd1bbf4fc114,ffbeb684-fa14-46d4-a495-066772d66254,c1,c2,3377,?,p1,
1769502883.2937405,CREATED,0082a9f0-4fed-426b-b754-9c7abab00078,dba664ce-8427-4991-9cf9-6a64bb3934db,c1,c2,26,?,?,surb={'id': 'a2d203f8-505c-44ee-ac6d-9c37616b115d', 'route': ['p2', 'e4', 'i8', 'x9', 'p1', 'c1']}
1769502883.3474927,SENT,0337b121-8699-47a0-890b-9315b6239cbd,10b36a2b-d991-4807-8a10-a99cde9d4fff,c1,c2,3396,?,p1,
1769502883.3475943,CREATED,55487b0f-8ff7-4671-9c82-9c0ed57e7ca6,fbbfb597-e0d5-4f65-b3f0-4cd628c6b59a,c1,c2,27,?,?,surb={'id': 'ab950383-0a67-4ae4-a353-ffc6c64f607c', 'route': ['p2', 'e7', 'i12', 'x10', 'p1', 'c1']}
1769502883.518511,RECEIVED,48ce158e-4d09-4551-bf4d-7e4d01c6ce67,6199a01d-d38e-4574-855a-9f42b673a656,c4,c1,27,p1,?,surb={'id': '07c19567-e131-4c4a-8f7e-5dff88e85fdb', 'route': ['p1', 'e5', 'i3', 'x2', 'p1', 'c4']}
1769502883.8331957,SENT,bf8e6836-c2a6-4cac-b71d-6759f750d417,552028a8-a3c1-478c-9e8f-acaa5ba14a54,c1,c2,3373,?,p1,
1769502883.8332992,CREATED,ea5b17c9-473b-48e7-aa7f-4d80c4bacae1,94099cc4-2aa0-4a61-80c1-3aed0c136411,c1,c2,26,?,?,surb={'id': '0f849213-ce78-442f-ae3b-0fc8caafe2f4', 'route': ['p2', 'e5', 'i3', 'x12', 'p1', 'c1']}
1769502883.841097,RECEIVED,6068f92c-1388-423d-ad3d-e56dd5d61c48,01c73e9d-026c-4243-ae26-5bc535d2416e,c2,c1,27,p1,?,surb={'id': '34a1cd19-7a88-4eda-8092-0b96e19172ab', 'route': ['p1', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769502884.0460129,RECEIVED,eb9bcb4f-dd79-4a68-881c-abe2aefca966,8e5b60df-661a-4635-a056-0ae84ddd2da0,c4,c1,27,p1,?,surb={'id': '19e446ae-2b4e-4a9d-b044-36f4db366345', 'route': ['p1', 'e12', 'i3', 'x8', 'p1', 'c4']}
1769502884.244352,RECEIVED,4325646e-6e6b-497e-a94c-c8d7c8b73f6d,ace980f0-2ba1-4326-aa55-d3a1ccaa1baf,c4,c1,26,p1,?,surb={'id': '8077a3eb-a9b2-435d-ad31-d0f200920a9d', 'route': ['p1', 'e1', 'i7', 'x7', 'p1', 'c4']}
1769502884.2797768,SENT,d453f8da-5f42-498f-9627-5354066be169,53526327-1001-45e7-8bfa-b32787ccdc9b,c1,c2,3372,?,p1,
1769502884.2798755,CREATED,e390530b-3231-4cf1-9127-cf4f4b841f32,76739070-1b8e-4082-8a85-df40540acf5e,c1,c2,26,?,?,surb={'id': '2100c9d0-d40e-43ea-91b3-406ff71adb04', 'route': ['p2', 'e1', 'i1', 'x7', 'p1', 'c1']}
1769502884.285311,RECEIVED,b3c1dece-4e90-4285-b7bd-d1b8d051081f,4add95f0-37c1-40bd-a84f-824d831715d1,c4,c1,27,p1,?,surb={'id': 'f3312a5d-b52b-4caa-b55a-6b0dcdf464d8', 'route': ['p1', 'e6', 'i6', 'x11', 'p1', 'c4']}
1769502884.3238254,SENT,93d257fe-79a5-4475-a602-b9420d6e26ad,1aebaac8-1151-4b33-9a88-e8994ca3a940,c1,c2,3385,?,p1,
1769502884.3239245,CREATED,b86e7eea-7836-4684-98a4-2b1c76d3fca8,7f495e70-65e1-4014-9468-33eb77e7ee9e,c1,c2,27,?,?,surb={'id': 'aa490619-45bc-4774-93da-6ec464979d8f', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769502884.3999317,RECEIVED,05d3e5dc-6c3e-43c7-b3dd-4c7300f2518a,00cfdae7-a019-469a-bba4-a7717f07720a,c2,c1,27,p1,?,surb={'id': '0a3ef465-41ce-427a-8a5b-63747d657933', 'route': ['p1', 'e1', 'i3', 'x5', 'p2', 'c2']}
1769502884.7583673,RECEIVED,6ac4fdb7-3e8b-4426-b5f9-6621a8677167,a847ccfd-a679-4e1c-ba97-33af5f08fab9,c2,c1,27,p1,?,surb={'id': '4da76a34-94e6-4cb2-8548-165717a925ed', 'route': ['p1', 'e4', 'i10', 'x11', 'p2', 'c2']}
1769502885.0175433,SENT,59c01604-2f2d-416d-ae0e-87743ea2ae6c,b4096411-c288-49fe-94b8-0189559a6156,c1,c2,3376,?,p1,
1769502885.0176342,CREATED,4d3a3f13-4408-4d30-ba96-a62dc476d36e,c6440cb9-4b17-4bfd-8501-3e66487340ea,c1,c2,27,?,?,surb={'id': '7f5626bc-7b9e-4a20-b1b7-b7bd73ec17a2', 'route': ['p2', 'e5', 'i4', 'x9', 'p1', 'c1']}
1769502885.200908,SENT,fb850cc3-ad05-422b-bf22-4959640be471,894e2875-dc7a-448c-bc10-1786beeff777,c1,c2,3360,?,p1,
1769502885.2010114,CREATED,1ca255e9-cb59-4cc2-9d5a-08d3d669a904,696b8bfc-8beb-49be-9927-86305df162ea,c1,c2,26,?,?,surb={'id': '342293d7-e622-4e7a-985a-93e38239b2fc', 'route': ['p2', 'e3', 'i7', 'x1', 'p1', 'c1']}
1769502885.2449086,RECEIVED,9418ffa7-2413-4b9f-a902-0c0fb1484044,f7353ba8-3519-4fc2-9887-5cb6a503bcc7,c4,c1,27,p1,?,surb={'id': '8ac469cd-239b-4fef-a753-e3254b4d5e52', 'route': ['p1', 'e2', 'i3', 'x7', 'p1', 'c4']}
1769502885.26662,RECEIVED,e704ad87-ffc1-4518-b52b-df8a400b62d6,f378214a-d6fc-4728-bb4e-f3015654bbdf,c2,c1,26,p1,?,surb={'id': '05a3a104-7770-41a6-ac62-89ea31eca5ef', 'route': ['p1', 'e2', 'i5', 'x1', 'p2', 'c2']}
1769502885.2896278,SENT,2398ec19-b0f5-4596-944f-80e4fec251bb,d1d9d32c-fb3a-4e35-890c-0f7ce26a79f2,c1,c2,3359,?,p1,
1769502885.289732,CREATED,4ff0c15e-8d31-4133-8553-333e8cce33b9,65b4f4f3-e15e-476c-b18b-421af38a4a49,c1,c2,26,?,?,surb={'id': '804a00f8-75da-4447-972f-3c60c9186274', 'route': ['p2', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769502885.3691578,SENT,b91ea9a5-01ef-46cf-aa15-bf25ae391328,4d864366-2d1b-4813-8e32-b4d7d361bcc0,c1,c2,3360,?,p1,
1769502885.3692594,CREATED,4b13f6a3-bdd8-4e8d-9c22-67e3aade3fd2,4fc57f2c-bb0a-4f8d-a71e-70a7a5b74853,c1,c2,27,?,?,surb={'id': '8d32ec80-fac3-4ab4-9fa5-4447b0c0b73d', 'route': ['p2', 'e5', 'i3', 'x3', 'p1', 'c1']}
1769502885.4458807,RECEIVED,003ac61d-90ec-4460-9e1a-5e20fe913467,4fd51441-be56-4256-8e74-5b7595ccc37f,c2,c1,27,p1,?,surb={'id': '658777ff-e90f-492d-a477-b6c5bb065377', 'route': ['p1', 'e7', 'i9', 'x6', 'p2', 'c2']}
1769502885.4963005,RECEIVED,73400f08-8a51-4355-9b8f-7d0c53143300,1d511235-7b1b-44aa-9a10-2ebb294974e1,c4,c1,27,p1,?,surb={'id': 'b478c445-4bdd-407b-a976-9bac429b8868', 'route': ['p1', 'e2', 'i12', 'x12', 'p1', 'c4']}
