timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502545.1995692,SENT,64ed784a-735d-442d-83a3-dac81666a2b4,85947414-e379-4e10-bcd0-54c0758098d3,c1,c2,3399,?,p1,
1769502545.199647,CREATED,dea1a4b6-3844-4738-a050-a99428b38362,e9f07dd6-7473-4e09-a049-5c03fdfa091c,c1,c2,27,?,?,surb={'id': '4eba1d0d-5220-43a3-9b02-6f29090a9501', 'route': ['p2', 'e5', 'i2', 'x11', 'p1', 'c1']}
1769502545.3275197,RECEIVED,6bf785d6-680c-431e-b091-bc7fe0c869ad,4c2cbf92-14ae-4509-b5b9-9c1779f1c60a,c2,c1,27,p1,?,surb={'id': '090af15d-6c33-4b2a-be3f-06a6edc1aab8', 'route': ['p1', 'e7', 'i8', 'x10', 'p2', 'c2']}
1769502545.4968154,RECEIVED,6c76b684-7c02-46c6-97b2-ba125382f757,6a5694b5-eb95-4167-8e09-5bfbeb921e50,c2,c1,27,p1,?,surb={'id': 'a10f1894-51df-4bb9-83b3-85a458cb2ca4', 'route': ['p1', 'e6', 'i6', 'x8', 'p2', 'c2']}
1769502545.5029957,RECEIVED,af02e084-f614-496f-ad0b-7d093f27e3c5,2520cbbb-05f8-449d-8215-cf3ad0105370,c4,c1,27,p1,?,surb={'id': '9e5bfe20-d998-4de9-bf1b-0be47101c39e', 'route': ['p1', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769502545.5465338,RECEIVED,35c019d2-5b80-48c3-a50b-24aff146cac1,2bfcfd63-7df3-489b-8b23-35d0dbc718c5,c2,c1,27,p1,?,surb={'id': 'f7e6dc57-5700-48f2-9e19-ad0d890bdf44', 'route': ['p1', 'e11', 'i5', 'x11', 'p2', 'c2']}
1769502545.6336615,RECEIVED,d30f1940-1eb2-4a52-a97f-294118d4d537,0176c1d5-9553-47d0-af6f-d3ae2cdd5490,c4,c1,27,p1,?,surb={'id': '559af2ec-727b-44a2-a139-df533b96d1ec', 'route': ['p1', 'e3', 'i4', 'x6', 'p1', 'c4']}
1769502545.6503863,SENT,75dffa1f-6a0d-4f0a-862f-27d5cce87f7a,c12c4e32-833b-4ba6-87ce-ff68bbf0fc7b,c1,c2,3375,?,p1,
1769502545.6504622,CREATED,030e0604-f08d-4710-a753-ab746f33fb90,605488e5-d8b9-4b1e-bcd5-06963013b3fb,c1,c2,27,?,?,surb={'id': '7cb806e5-ab3c-42a6-b6a7-4aec22c1b558', 'route': ['p2', 'e8', 'i7', 'x1', 'p1', 'c1']}
1769502545.6621218,RECEIVED,a47b006f-c809-40e0-909f-42d44f7954cd,cf18f9b8-0e45-4f18-b2e7-3880793ec2f8,c2,c1,27,p1,?,surb={'id': 'c05a56be-e5c6-49a9-bfc8-ea40cb492dc2', 'route': ['p1', 'e10', 'i1', 'x6', 'p2', 'c2']}
1769502545.6919782,RECEIVED,538dd5c8-fb15-4d67-b19c-0aa3ffeb42af,d92035e1-a350-4264-9281-58ae6140c368,c4,c1,27,p1,?,surb={'id': 'b416966d-118a-453c-82c2-7226b2222254', 'route': ['p1', 'e8', 'i10', 'x8', 'p1', 'c4']}
1769502545.9509652,SENT,6ca6c0e9-50d3-4d61-bb3f-1847aa77a445,24d49523-3426-4693-be58-a33b2b4673aa,c1,c2,3384,?,p1,
1769502545.9510906,CREATED,c604f409-546b-44d1-a971-b7bd7d300a99,101507ad-c52b-494a-848c-b3a636fd2c37,c1,c2,27,?,?,surb={'id': 'd7a51855-54da-4bc1-ad07-08b6a214059c', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c1']}
1769502545.961317,RECEIVED,699fddd4-f617-46b0-9e04-201031e7f0e1,b9bc1040-1f1c-4b4b-b7c8-d1d1ea63d33f,c2,c1,27,p1,?,surb={'id': 'f017b134-2977-45b0-9b9c-a1799f66d530', 'route': ['p1', 'e3', 'i11', 'x7', 'p2', 'c2']}
1769502545.9707477,RECEIVED,4818a78b-09ba-4c3c-a706-134fa4faed96,2feecab0-dfc5-498a-855b-99dfd019a1b3,c4,c1,27,p1,?,surb={'id': '728d29e2-5347-4c90-9892-04ea36eb7e5a', 'route': ['p1', 'e12', 'i10', 'x6', 'p1', 'c4']}
1769502545.9818249,SENT,bb6a0280-bc33-42e8-aa30-8bf04eb1bfc5,b23f7961-9686-4d0e-a121-a406ea767ab1,c1,c2,3384,?,p1,
1769502545.9819164,CREATED,84304834-8b94-47cb-978e-5db102c60d3d,4769ff06-a82b-4611-9402-0b66bcbb7ed5,c1,c2,26,?,?,surb={'id': '137cd334-d02a-48c2-988c-36b43709e74a', 'route': ['p2', 'e1', 'i12', 'x12', 'p1', 'c1']}
1769502546.0480857,SENT,259d5e36-c777-4156-b2f9-ae519e53d248,4594886f-2d87-44e7-b708-627ffad87bfa,c1,c2,3373,?,p1,
1769502546.0481997,CREATED,bf019bdb-9c1a-459c-9e3b-1244f6d3fbf8,da220a0c-6a09-45c9-b869-21a33eba64e3,c1,c2,27,?,?,surb={'id': '423e0a9a-df6f-4722-bd63-3d0b98360bd7', 'route': ['p2', 'e8', 'i2', 'x7', 'p1', 'c1']}
1769502546.0816836,RECEIVED,fd952417-028b-4ff7-958b-e66f84d63b77,80786575-9780-4eaf-b101-3eb3cea1964f,c2,c1,27,p1,?,surb={'id': '04dc1dba-36ab-41e1-b347-2609c800b654', 'route': ['p1', 'e12', 'i7', 'x1', 'p2', 'c2']}
1769502546.2474434,RECEIVED,16283574-3905-4abe-b373-399709af3b51,00c61afd-2240-43ef-b56f-8f537dff166b,c4,c1,27,p1,?,surb={'id': '5b04a3b3-fc12-41db-87d4-eaa5d30d211b', 'route': ['p1', 'e11', 'i1', 'x5', 'p1', 'c4']}
1769502546.582024,RECEIVED,37817181-6c8f-4884-9e56-48445129e9a8,626df53d-78f5-47fa-baab-485e91ca1b54,c2,c1,27,p1,?,surb={'id': 'c4159330-e2d4-4813-84c5-5f770c23db2b', 'route': ['p1', 'e10', 'i8', 'x2', 'p2', 'c2']}
1769502546.7421086,RECEIVED,db964710-829b-4a3c-a429-9696e4bc2250,b70eb63d-cfcb-4c51-b8de-63f7d8be0ba4,c4,c1,27,p1,?,surb={'id': 'bbebd01a-9b4a-453d-92cb-1a114adc6a66', 'route': ['p1', 'e2', 'i1', 'x9', 'p1', 'c4']}
1769502546.8127167,RECEIVED,c0597e91-80b1-4981-884a-7a70a062ca04,10843ad5-cbcc-46df-a19b-0865f716b848,c2,c1,26,p1,?,surb={'id': '1fcb5f33-9afe-4fa3-8f31-a58464fcf8d7', 'route': ['p1', 'e9', 'i8', 'x8', 'p2', 'c2']}
1769502546.8737183,RECEIVED,fe06618f-67bd-4ac0-8165-84ece2c1035d,478304f3-99b3-482d-8104-ff29a5f0caba,c4,c1,27,p1,?,surb={'id': '43872ef0-3c25-4578-a697-3045e4364055', 'route': ['p1', 'e4', 'i2', 'x6', 'p1', 'c4']}
1769502547.0357947,SENT,2ad3992b-de2d-4208-bbd3-afb84f3857f9,47cbb7b7-3785-4fa7-8f6e-4559aaa924fb,c1,c2,3384,?,p1,
1769502547.0358698,CREATED,8490cb3b-f4ba-4ffb-8452-1654736527f3,ba46f5ba-1f67-4084-a799-d9732cf697ff,c1,c2,27,?,?,surb={'id': 'be50ced0-88a5-4a3b-95c4-5845b30e3006', 'route': ['p2', 'e9', 'i9', 'x10', 'p1', 'c1']}
1769502547.036629,RECEIVED,433cf837-c095-4ce4-82fb-2dcf57ecf3d7,62816873-c3e8-47e5-9090-5d6cab8d8f70,c2,c1,26,p1,?,surb={'id': '0e93948d-fbdc-475c-9e08-82537a54fdd6', 'route': ['p1', 'e9', 'i9', 'x9', 'p2', 'c2']}
1769502547.0568707,RECEIVED,e7168797-236a-447f-8902-5c2d364db03c,91016269-f8d7-408f-8422-4c7126504fad,c2,c1,27,p1,?,surb={'id': '70d73409-e5fe-4ae2-9c64-a9293a17d098', 'route': ['p1', 'e3', 'i11', 'x7', 'p2', 'c2']}
1769502547.6119661,RECEIVED,9a7c893f-10fa-4ace-81bc-7ddb02f4755e,b0e31a9b-ddb1-427a-9309-2913d1ed4572,c4,c1,27,p1,?,surb={'id': 'b809d996-3b78-4559-8348-20666eb70fb7', 'route': ['p1', 'e6', 'i8', 'x11', 'p1', 'c4']}
1769502547.635721,RECEIVED,8d16f57e-1c50-4e58-bccf-79ec061f2f96,d1fc0adb-0743-406c-97d9-fc746e658f61,c4,c1,27,p1,?,surb={'id': '27e2e36f-b347-48d7-8653-be34ada41f62', 'route': ['p1', 'e1', 'i7', 'x11', 'p1', 'c4']}
1769502548.1233861,RECEIVED,f285174b-8f39-4686-9dcc-290079a23019,21061bee-5e8b-4168-9f1b-7b0640715965,c4,c1,27,p1,?,surb={'id': '648fc37f-8ed5-48f4-8fc2-b5627d4ac706', 'route': ['p1', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769502548.1741385,RECEIVED,65d74264-cbb2-454e-a7a0-fb06916eb766,1b1a4bc5-507a-4c0c-85d4-d7f4183da249,c2,c1,27,p1,?,surb={'id': '4810f4ed-dccf-40b9-8727-8003b97918de', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
1769502548.2900455,RECEIVED,5c4d5a27-7490-44f6-914c-6ca6a44799bb,d059a27a-f066-42b7-98d4-bd7e24b64e63,c4,c1,27,p1,?,surb={'id': 'de6dca54-ef2d-4b5e-ba75-30a89181cc67', 'route': ['p1', 'e6', 'i2', 'x6', 'p1', 'c4']}
1769502548.3241217,RECEIVED,dfdbadda-8f80-4e3f-a850-00e0f652b774,f7c6d433-2808-4446-b791-94faeb58823b,c4,c1,27,p1,?,surb={'id': 'b05c0215-451a-4427-ba91-c3a75f580fd8', 'route': ['p1', 'e7', 'i2', 'x9', 'p1', 'c4']}
1769502548.3817697,RECEIVED,db81d097-1a58-4abc-b529-15acb61b68be,5d9448d7-71bb-4686-aea9-0554265cd56e,c4,c1,27,p1,?,surb={'id': 'd2ffa5ca-deb7-42b6-a244-8f7ed94767d0', 'route': ['p1', 'e9', 'i10', 'x7', 'p1', 'c4']}
1769502548.5998294,SENT,ee6e0f95-e001-4fdf-8e73-381da8a6437f,f334c0d1-b11b-4583-a94c-afe6e0ffce57,c1,c2,3379,?,p1,
1769502548.599933,CREATED,0b24b379-f09d-4c00-b9f6-e4faad6b4037,7a822998-110e-4868-b0c1-f4d7d92c0510,c1,c2,27,?,?,surb={'id': '58f30cd8-ae72-483c-9510-74e3a8237b12', 'route': ['p2', 'e6', 'i1', 'x10', 'p1', 'c1']}
1769502548.681229,SENT,65212796-7b0e-497f-8e0c-a0e0ee57539a,2cf16e3b-93f4-413e-82da-db88d5b03a29,c1,c2,3372,?,p1,
1769502548.6813297,CREATED,d108b206-85fb-4aa0-b2b6-d7862db33cdc,c1049380-74df-48ea-8986-145636dcd70e,c1,c2,27,?,?,surb={'id': '97be8326-df13-4ef9-ad8b-a4bb9dd21fde', 'route': ['p2', 'e3', 'i7', 'x1', 'p1', 'c1']}
1769502548.704973,SENT,0fee6969-8c3a-4557-a240-c9830ea53ccc,1640a58a-66d1-469f-9e4c-19c8561aa17f,c1,c2,3369,?,p1,
1769502548.7051551,CREATED,926dc6cd-899b-478c-8898-404b5a1904a9,212db9fe-21a9-42f1-a5dd-3c10f1c4d354,c1,c2,26,?,?,surb={'id': 'cdbde221-827d-40bb-bc5d-7a55ddf1f232', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c1']}
1769502548.7408395,SENT,aabc551a-f0f4-4df8-8b81-cd1367ea1201,20dcf8fb-5582-4452-b97c-113a606abd7c,c1,c2,3388,?,p1,
1769502548.7409368,CREATED,ee1bca8e-492c-404a-8ba4-50d5626dac85,8968336f-84c7-47cc-8c75-93ad5b32ab1b,c1,c2,27,?,?,surb={'id': '5a36b569-67a4-4d4a-8f9c-1890e936c98b', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c1']}
1769502549.011667,RECEIVED,6ad014ca-7a0b-4f52-baee-32164e7f3146,2d153bfb-83e3-489b-a138-a9dea5b0352b,c2,c1,27,p1,?,surb={'id': 'e2b09d41-c34f-4e87-8738-5071e9872a45', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c2']}
1769502549.0291922,SENT,b4078d92-8c03-4d7f-9367-f848e788d47b,21aaced6-926d-4bf5-8014-a868cf87af28,c1,c2,3393,?,p1,
1769502549.0293064,CREATED,4d8c2c93-f56d-4480-855d-38713fce3865,8cef1b8b-6ac5-4081-9707-55273ee7201a,c1,c2,26,?,?,surb={'id': '2b2ed46a-5cc9-4907-bf0a-e386f108b3ea', 'route': ['p2', 'e8', 'i7', 'x11', 'p1', 'c1']}
1769502549.091991,SENT,8b943442-873b-49a5-ae61-fc34e4977b73,a572dd27-5ed8-4c5e-9be8-8f647000e3d3,c1,c2,3384,?,p1,
1769502549.0921109,CREATED,2be22171-63e3-4649-afbb-ca6fe245b914,e42a4544-e9c5-4bf8-95fb-2dfdca1e6be3,c1,c2,26,?,?,surb={'id': 'a9f556f7-453f-45cf-a72e-f959cfb2b56a', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c1']}
1769502549.1568255,SENT,5a5f483f-5fc3-4d18-bc10-307c7b1855e9,435294e2-d6bc-45d0-bfa8-eee8f5111b7d,c1,c2,3376,?,p1,
1769502549.1569228,CREATED,b986c138-2c9d-4717-8293-4f79abcffb17,431e0a98-8058-4ce2-af29-6c6992db36e5,c1,c2,27,?,?,surb={'id': '194e6873-9028-45c8-838d-4e6bd1da7a14', 'route': ['p2', 'e11', 'i1', 'x7', 'p1', 'c1']}
1769502549.2342374,RECEIVED,4b860a7b-6c8b-454f-aef6-276b45318c44,43cbf2e1-faa1-4885-be2e-75f4064fbb81,c2,c1,27,p1,?,surb={'id': 'ce550068-979c-48a8-9d5f-863a51ca9f6b', 'route': ['p1', 'e7', 'i3', 'x2', 'p2', 'c2']}
1769502549.3437655,RECEIVED,db16a3dd-d3a3-4066-b678-521350242adc,dcf982d1-b4d2-4ff4-b492-7cf5d88f06f8,c2,c1,27,p1,?,surb={'id': '8401b51e-6ace-40a9-a409-7e4f86dfdc30', 'route': ['p1', 'e6', 'i10', 'x4', 'p2', 'c2']}
1769502549.4041533,SENT,831cb2fa-d88f-44f8-b6de-9cc39eb53bd8,58629977-57cf-4116-981c-f72527015a65,c1,c2,3380,?,p1,
1769502549.4042542,CREATED,5b79528c-0ff2-4e87-a46e-de0ead3f81be,a5426a89-7b20-49d4-9cef-afa208665cfe,c1,c2,27,?,?,surb={'id': '31b47166-f174-4eaf-a4ca-7b2bc5ec9dde', 'route': ['p2', 'e5', 'i4', 'x6', 'p1', 'c1']}
1769502549.4548213,RECEIVED,1e9582a6-1dbe-4023-9fb3-5f9fcc0d223b,a3772192-479b-4a33-ac68-4fc8e86147a2,c4,c1,27,p1,?,surb={'id': '80207152-7ce5-4771-baf1-ba374ab399c4', 'route': ['p1', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769502549.5468452,RECEIVED,3a4549ed-6413-426d-8721-4af49b2a04b5,f473d594-7d03-428b-b4ee-3732d0b48ef8,c4,c1,27,p1,?,surb={'id': 'ebe73433-930b-4600-91ef-48f7f9ba7419', 'route': ['p1', 'e8', 'i4', 'x9', 'p1', 'c4']}
1769502549.5897326,RECEIVED,96afd204-e007-4b52-bfdb-220259b36551,f6c9b276-6a0d-47ae-ae4f-15af5c33cd7a,c4,c1,27,p1,?,surb={'id': 'c442f982-c912-49f5-ac81-665e57907ec3', 'route': ['p1', 'e10', 'i5', 'x10', 'p1', 'c4']}
1769502549.781679,RECEIVED,17c17483-66e0-4bce-a5be-9db456a3f86e,27cf7113-8586-48ba-879c-07368fd08148,c2,c1,27,p1,?,surb={'id': 'c195bb2d-cb66-4490-abea-05200950d404', 'route': ['p1', 'e2', 'i4', 'x2', 'p2', 'c2']}
1769502549.810868,SENT,96af1cd6-81b8-45d1-9496-537bacbc511e,a1580b9c-324f-4cc1-827c-c1f92b77902e,c1,c2,3396,?,p1,
1769502549.8109288,CREATED,cb08cce6-7880-44ba-bc3d-00b7b060dfac,f6cb6dd8-b357-49f5-97c1-7897431e5dea,c1,c2,27,?,?,surb={'id': 'f473e2cc-5d8d-4217-9730-c76b9ee27b31', 'route': ['p2', 'e6', 'i5', 'x12', 'p1', 'c1']}
1769502549.8330092,SENT,8e03e9b9-40ac-47fc-8c10-306632ce8129,f150cf7d-7a56-4e30-8790-dc83ab939a18,c1,c2,3392,?,p1,
1769502549.8330882,CREATED,5ebf1e49-a365-48fb-a726-21b48a73920f,22341a84-a0db-4f88-827b-daf86a6ca864,c1,c2,27,?,?,surb={'id': 'c178ed2c-8b1a-4fc7-88be-8a3d18e51cef', 'route': ['p2', 'e1', 'i12', 'x8', 'p1', 'c1']}
1769502549.93101,SENT,619bb39f-3d3d-4674-8d41-d09fd3875a14,e94d0f2f-c548-47ca-af04-254fd714ee40,c1,c2,3375,?,p1,
1769502549.9310956,CREATED,362054f8-2293-4f8d-81d0-130f5b8e1e86,0bac955f-ee12-4b28-8660-86217555da03,c1,c2,27,?,?,surb={'id': 'd7610e78-ab57-4f17-bf97-32f343ba6908', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c1']}
1769502550.026418,SENT,db155864-37aa-4e12-9a66-14c31382d366,169efc99-e8fa-490e-89e5-700814a317d3,c1,c2,3400,?,p1,
1769502550.0265067,CREATED,40a6076e-2185-44cf-a183-952e9c64a3c2,8e6ca041-3c4d-4cb6-a75d-7722a71e5811,c1,c2,27,?,?,surb={'id': 'd4347ad9-bddb-40ea-a9cd-be57d4ac9ac7', 'route': ['p2', 'e3', 'i12', 'x1', 'p1', 'c1']}
1769502550.0522716,RECEIVED,34e4bf94-b530-4587-b5c2-6e6c0568c4cd,29b8badc-8be7-43a8-9b14-f9276223bc9a,c4,c1,26,p1,?,surb={'id': '790974e8-5f70-4b87-a4ec-f3a7e1cff332', 'route': ['p1', 'e2', 'i3', 'x8', 'p1', 'c4']}
1769502550.1472147,RECEIVED,dcba2d2b-09e1-420d-ade1-5f63670fe059,fce8f512-7faf-44d2-afda-46b0b298f48d,c2,c1,27,p1,?,surb={'id': '73dd5de4-964d-43b1-b4d9-2944838a45e0', 'route': ['p1', 'e3', 'i7', 'x12', 'p2', 'c2']}
1769502550.1709948,RECEIVED,1eaafb96-d652-4e7b-8e0e-be8ea5339d92,629aabfe-0003-4a27-997e-d1dfdcaeb970,c4,c1,26,p1,?,surb={'id': '7c5fcf4b-d86b-4e36-af74-eb3834eec041', 'route': ['p1', 'e11', 'i11', 'x3', 'p1', 'c4']}
1769502550.2433753,RECEIVED,d9951e11-53ff-48bd-9545-2f668fc9a72b,2e7da3cd-9e75-4738-a7ed-a805d5cb19a1,c4,c1,27,p1,?,surb={'id': 'eecf2191-e7d5-4777-aa6a-9122448a169c', 'route': ['p1', 'e3', 'i7', 'x4', 'p1', 'c4']}
1769502550.3849485,SENT,8fd2fa08-a3ff-4860-8cf5-829f026bbf54,e6860c9e-cb68-4c39-8ff0-5b1e95386359,c1,c2,3381,?,p1,
1769502550.385033,CREATED,c33f7699-c8a7-4b98-accb-7926a031ece4,cfa1aca5-030d-4f68-9d7d-22e3b8613359,c1,c2,26,?,?,surb={'id': 'c312d2d0-e90b-4aa7-967f-5974147412f2', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c1']}
1769502550.447312,RECEIVED,b852fb92-9e68-44aa-a415-96773a0199a1,2f61aad7-48c4-4707-a5b0-8f31c5264cba,c2,c1,27,p1,?,surb={'id': '10c91256-5c01-43d6-8372-1ea8495cb63b', 'route': ['p1', 'e9', 'i2', 'x8', 'p2', 'c2']}
1769502550.7247694,SENT,c411231e-3678-45f0-97e4-aced718ee86f,3942a4ef-d9d8-42c6-9ab9-e58c9d721fd9,c1,c2,3383,?,p1,
1769502550.7248743,CREATED,ec4210c2-4af5-4143-ad5b-585eb967aea0,b0f73081-51fb-473a-8381-a339b87120d5,c1,c2,27,?,?,surb={'id': '10897be7-bb06-482e-bb40-eae98e3393f5', 'route': ['p2', 'e4', 'i2', 'x6', 'p1', 'c1']}
1769502550.7956672,SENT,80c70775-b374-40b5-9ebc-edc8bb6b25c2,81c472c7-b519-4f3e-8330-db8d1510851a,c1,c2,3379,?,p1,
1769502550.7958205,CREATED,732e3d03-2e29-4e56-9bc4-07ddfe2c1abb,a23ba361-429f-42d5-a59c-fac8c879a90d,c1,c2,27,?,?,surb={'id': '4ac8f45f-e36e-42e5-934c-3cb66dd9813d', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c1']}
1769502550.8389199,SENT,3b14ee71-62f2-4226-bb05-76002b8b89cf,6316180f-fbd0-47b7-a2f3-4e4341221487,c1,c2,3399,?,p1,
1769502550.8390305,CREATED,7f3198c6-f2dd-4476-866d-992073e3fcbc,ef476543-960b-4776-bf8c-6f40de857513,c1,c2,27,?,?,surb={'id': '5cfb610b-3922-45a4-8380-603aa07d734c', 'route': ['p2', 'e11', 'i1', 'x11', 'p1', 'c1']}
1769502550.9113748,SENT,8702f852-7fe7-4064-9823-197fdfe616b6,74dcadc7-8e7b-46ba-875b-c0f017cf8f6a,c1,c2,3401,?,p1,
1769502550.911488,CREATED,348e9887-9112-48b6-bb00-fd4536d26f64,b372d469-6d1e-400e-84e7-6e3ee4547dcd,c1,c2,26,?,?,surb={'id': 'f1709505-70a0-4f80-aa6f-010fcfc2b72f', 'route': ['p2', 'e1', 'i12', 'x12', 'p1', 'c1']}
1769502550.9802268,SENT,01a113a5-b121-4d13-abbf-a76158dbfdce,00b19f98-3f15-488c-b869-e92306fe48b1,c1,c2,3401,?,p1,
1769502550.9803326,CREATED,2c7c4c3e-45a1-48ae-9350-feb1f4f20933,53321afa-05f7-415d-afd6-35acb40a2557,c1,c2,27,?,?,surb={'id': '980daeb0-aab6-44a5-b62b-104ee98048f2', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769502551.0122366,SENT,8cd50bff-db5d-4359-8a28-2d894f5e243f,8af4c1bc-c52f-4184-8e99-1c11701839e2,c1,c2,3362,?,p1,
1769502551.0123625,CREATED,9570e58d-c3e2-484c-9027-38fa4cab67a1,7402334d-0108-4924-8e74-a2b5d8261d47,c1,c2,27,?,?,surb={'id': 'f03c3ca1-7108-4eec-88f5-98b681509f14', 'route': ['p2', 'e8', 'i7', 'x7', 'p1', 'c1']}
1769502551.0521607,RECEIVED,6455c9a2-99d2-4808-b532-6945d4a1b81a,480648f8-2ed7-4478-9975-24953ceb401d,c2,c1,27,p1,?,surb={'id': '06d4264c-4fd5-4a67-9d94-9aa7805d3d53', 'route': ['p1', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769502551.0949275,RECEIVED,8fa43782-64fa-4087-937a-f3d495e64c1b,ee209970-bba2-4e7d-b726-f1b24af62f1d,c4,c1,27,p1,?,surb={'id': '22a416dd-7ec6-4524-9f1b-5a39c27cd2ab', 'route': ['p1', 'e8', 'i7', 'x11', 'p1', 'c4']}
1769502551.1412783,RECEIVED,a5b5ae85-ecff-43f3-b25a-0a84d2430f12,5cf5867d-7760-4873-9375-0b8f0b5be3e7,c4,c1,27,p1,?,surb={'id': 'cf2b20a9-7300-465a-97bf-4ddc7332759c', 'route': ['p1', 'e11', 'i9', 'x3', 'p1', 'c4']}
1769502551.2415888,RECEIVED,eecdf199-44be-433f-a657-557e885becce,95511b41-fb1f-45a8-8f34-035afa7c6208,c2,c1,27,p1,?,surb={'id': '64d059ed-5984-49df-979c-cf31e466fb77', 'route': ['p1', 'e1', 'i7', 'x5', 'p2', 'c2']}
1769502551.3005543,RECEIVED,cbb4a31b-e38b-429f-876e-c366b5af5a01,dd031500-b9e5-438e-9f79-4016cfffeb4c,c4,c1,26,p1,?,surb={'id': '204e7499-f517-4091-9a0e-21c5f99f8460', 'route': ['p1', 'e7', 'i8', 'x10', 'p1', 'c4']}
1769502551.5993848,RECEIVED,0edd703e-5ac2-4bff-b21b-917ae883f008,4d00e59e-ab35-4789-93a6-c8ffddc53f14,c4,c1,27,p1,?,surb={'id': '6d9ad573-0cec-4995-868b-5c64a707b0b0', 'route': ['p1', 'e9', 'i7', 'x6', 'p1', 'c4']}
1769502551.9441493,RECEIVED,e416c2a9-03d7-4350-abec-a81434639e26,1ab2b445-d4bc-4d11-be6e-ed00326d16bd,c2,c1,27,p1,?,surb={'id': 'a0ce70f4-326a-4f11-a83e-b8779499c1a5', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769502551.9555473,SENT,65ffdb9b-cd38-46f2-8234-60273bd520c7,73e8f5df-7e5d-4427-bc2e-7b77dd7202f0,c1,c2,3367,?,p1,
1769502551.9556253,CREATED,ca8d2bfb-d927-4d87-8ba3-0776d0adb32c,277ad7bd-f3f5-4a0d-af8b-ce01cbb642aa,c1,c2,27,?,?,surb={'id': '58ae0b29-db7c-42ba-ad0f-2cdfa819a6c5', 'route': ['p2', 'e3', 'i3', 'x2', 'p1', 'c1']}
1769502551.9767115,RECEIVED,ffd574f0-7458-415c-b560-1638c5be0756,f65c7c9f-d626-411a-8e28-2217e826caa3,c4,c1,27,p1,?,surb={'id': 'c7f351e1-2dcd-4826-a402-ccad62da33a8', 'route': ['p1', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769502552.02686,RECEIVED,65cc7450-1677-4113-8599-ca19f4a57c43,95f22c9b-c639-4717-829a-e051249ad824,c2,c1,27,p1,?,surb={'id': '91a97b70-1435-42c2-aa90-92a62d7f95d7', 'route': ['p1', 'e8', 'i9', 'x9', 'p2', 'c2']}
1769502552.075584,RECEIVED,27580f68-add0-471e-9d28-63502c4ccac8,e20631d8-a05e-4e05-be6f-8e29655ecf63,c2,c1,27,p1,?,surb={'id': 'b7b7e814-3910-4dd2-ad2e-c71df167479f', 'route': ['p1', 'e1', 'i7', 'x12', 'p2', 'c2']}
1769502552.1002126,RECEIVED,3ad1b2f9-88b2-480d-8a61-e88c3470160c,b5e80ba3-4241-4817-9540-19e4b8f07c8d,c2,c1,27,p1,?,surb={'id': '135d597d-59f6-408c-a48f-0fd4e90e2cd1', 'route': ['p1', 'e5', 'i7', 'x12', 'p2', 'c2']}
1769502552.421314,SENT,0005792e-4569-40b2-85bc-e0d23668f713,21cb5e65-2461-4f40-aaf0-031d7f93c923,c1,c2,3383,?,p1,
1769502552.4213674,CREATED,c57bc111-19b7-4e58-b72d-9298c1730209,136cf9f8-1891-40c5-a2cb-8ad0ef357115,c1,c2,27,?,?,surb={'id': 'b506a06a-8226-4669-ac0c-77adeed94011', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c1']}
1769502552.4538066,RECEIVED,de0d00ab-742f-4714-958b-6f487d4e1dc1,b7e3d39c-027b-44f8-8143-afafb98675f1,c4,c1,26,p1,?,surb={'id': 'c56228db-8375-441b-9385-04b4ac44fb40', 'route': ['p1', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769502552.6995888,SENT,aac31f52-381f-4e3b-9a88-0948c324aa5b,ab42694f-0cc0-4f4f-b894-76b795e889aa,c1,c2,3388,?,p1,
1769502552.6996694,CREATED,25934dbc-3bf9-4c8c-b414-7dd975ac96dc,1311e388-3c94-49e9-a716-1a1ae8afa139,c1,c2,26,?,?,surb={'id': 'bcbd3c8a-e7d9-4e78-a0d7-9468ffa4a006', 'route': ['p2', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769502552.757539,RECEIVED,072ad044-55e2-43ed-b00e-18a54a9dfbcd,60a3922e-5def-4c90-8857-bdfca88fff96,c4,c1,27,p1,?,surb={'id': '74f172c0-fe1b-4e50-822c-040886f75987', 'route': ['p1', 'e7', 'i6', 'x1', 'p1', 'c4']}
