timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502620.2763941,CREATED,92bedd38-ba37-459b-b6c4-acf61ca466a8,c2972e40-91e1-4f15-94d2-bb07215a6a52,c2,c1,25,?,?,surb={'id': '726f73cf-0648-4878-b1ea-0b90d1060b2f', 'route': ['p1', 'e2', 'i2', 'x3', 'p2', 'c2']}
1769502620.3532212,RECEIVED,c6d3d9e7-7804-4a5b-8423-1ca44ad57a19,9eff29b4-e60b-4990-a7c6-ab0a0784e7c8,c1,c2,27,p2,?,surb={'id': '1a196d12-9b46-4c71-a095-873b5ccae037', 'route': ['p2', 'e9', 'i12', 'x10', 'p1', 'c1']}
1769502620.9359105,RECEIVED,79c70d84-905e-446f-8cee-2b05ac25bd25,cf686523-c566-4f4c-bb64-ff51b8b694bf,c1,c2,27,p2,?,surb={'id': 'd25acc56-14a1-44e5-bcfa-390118d823f8', 'route': ['p2', 'e6', 'i10', 'x1', 'p1', 'c1']}
1769502621.080631,RECEIVED,4a770a33-5ea8-4111-b45e-2f3787e1931b,dff0fd82-d480-4fc8-85ed-56458ab282d9,c1,c2,26,p2,?,surb={'id': '8785f427-af5d-4d8a-ba15-57453dd005a1', 'route': ['p2', 'e1', 'i11', 'x7', 'p1', 'c1']}
1769502621.1425393,SENT,4d0aa4e6-1e5d-40cb-a524-17ffbcabef2d,bb77e97e-de4e-4c55-ad01-dfa05c5a8a22,c2,c1,3377,?,p2,
1769502621.1426854,CREATED,40aa1bc7-93b0-403f-81d1-83d46fce86b0,a070db5a-efb8-4ce5-b1b2-ee20e6da3500,c2,c1,27,?,?,surb={'id': '105c2280-a1ca-4ec9-9bc3-aa81ad8df2fc', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769502621.2917798,RECEIVED,33436a65-a812-4e2e-bb70-138f8a6a9516,13eb0b90-565a-402d-88b0-35078d178966,c1,c2,27,p2,?,surb={'id': 'bf695615-2b3d-4b1b-b453-dfd9122641dc', 'route': ['p2', 'e2', 'i10', 'x4', 'p1', 'c1']}
1769502621.5129683,RECEIVED,bb6de1d6-e821-4ee4-bd0d-0ed40ce2c666,9639b48b-95db-4289-89a6-3276b86338b6,c1,c2,27,p2,?,surb={'id': '4b2df5fb-8d88-4417-be71-0932b15476f7', 'route': ['p2', 'e7', 'i11', 'x10', 'p1', 'c1']}
1769502621.564301,SENT,a8627320-a036-45ce-bcf5-64d276cf72f7,4be7e780-88a8-44df-a9a7-72ede0fc003b,c2,c1,3375,?,p2,
1769502621.5644453,CREATED,cb91fa8f-11aa-462d-9550-fb66f633b6b1,7e85b1ae-176c-420a-a4d0-2d8819f83754,c2,c1,26,?,?,surb={'id': 'a279aaab-7928-41dd-81f1-84c2a857cb58', 'route': ['p1', 'e8', 'i7', 'x3', 'p2', 'c2']}
1769502622.0931983,SENT,88c0b206-aaad-4ba7-8da3-feea6ec5a5b1,daee2a74-8387-4d4b-8b67-deb5af1769d1,c2,c1,3376,?,p2,
1769502622.0933192,CREATED,3c5f3e5d-e600-4497-b0f2-51771e8e47fc,76e9039b-8dae-4dbd-a61e-42e3e58ade80,c2,c1,27,?,?,surb={'id': 'bc80f476-12e7-48b0-95ea-9b59d855eab1', 'route': ['p1', 'e3', 'i6', 'x11', 'p2', 'c2']}
1769502622.14642,RECEIVED,c7df5b59-e050-4bd7-aaf0-7d8d2be9fceb,5ad599ee-2a02-41bd-a85e-0e130f704815,c1,c2,27,p2,?,surb={'id': '92437160-6ebd-4fef-827d-af49bbeb8378', 'route': ['p2', 'e4', 'i7', 'x3', 'p1', 'c1']}
1769502622.4604998,RECEIVED,fddbe7af-37cd-4bf5-95ae-98160ce0ce4d,a7615406-dd9a-44e7-b891-edf5cc258859,c1,c2,27,p2,?,surb={'id': '3fb0fba3-047d-4354-a6f5-0f3a3f944bf2', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c1']}
1769502622.5967345,SENT,34113e5c-6c71-4263-948a-b7e5a7f52c9b,e7577d0e-0e2f-4302-b272-bde46de6fc7d,c2,c1,3376,?,p2,
1769502622.596835,CREATED,c24d6ebd-52a8-4f16-821d-904d1987190f,5d4ea03f-b046-4582-9333-022a0364dc86,c2,c1,27,?,?,surb={'id': '5f30cecd-8cd9-4f4a-bcb6-32aaa2179f6a', 'route': ['p1', 'e7', 'i6', 'x6', 'p2', 'c2']}
1769502623.3446424,RECEIVED,49683071-9bc7-4928-b2a3-4de964933082,db68452d-ee44-4ae3-a8e2-69f8d56bf5ee,c1,c2,27,p2,?,surb={'id': '925f0e44-03b4-4e10-b39e-2495746f02c2', 'route': ['p2', 'e7', 'i4', 'x10', 'p1', 'c1']}
1769502623.4555998,RECEIVED,592502bc-3179-4445-8c3d-e9187fdbcf0c,05ac4161-1dcd-4619-889b-0b7ec00d9869,c1,c2,27,p2,?,surb={'id': 'd591ccef-e87a-43f8-beff-c728391f5487', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c1']}
1769502623.4852152,SENT,cf2850f7-aad5-406d-a0c2-abe9c2ad7bb3,8b04005b-35e6-461d-9e4b-26b7f42ab82f,c2,c1,3385,?,p2,
1769502623.4861648,CREATED,90afac3a-298f-4d74-84fd-3b85996c5c7e,ccf72a32-1b5b-4a36-96bc-a63d9bf28c22,c2,c1,27,?,?,surb={'id': '8e1d07f7-1f10-4e50-a5f3-31aa366ec10d', 'route': ['p1', 'e1', 'i9', 'x2', 'p2', 'c2']}
1769502623.5467818,RECEIVED,93a64e9b-ab30-49d8-b5c0-e527f67afdd2,5d263df9-0c54-461e-8ccf-f826522618e3,c1,c2,27,p2,?,surb={'id': 'cb1fc2f5-2c40-4e9e-b8a3-0a8cafe2d761', 'route': ['p2', 'e1', 'i8', 'x9', 'p1', 'c1']}
1769502624.1426435,SENT,a5582e8e-bd32-48d7-9e27-90fc36f48eff,ab1b9b51-f5bb-4a8d-94c3-3dce12736223,c2,c1,3406,?,p2,
1769502624.1427429,CREATED,cfb9a485-9dbf-4fe5-a83b-f1a6b9373c88,3d9a832b-2d6f-460d-9825-298fb15bced5,c2,c1,27,?,?,surb={'id': '9f1c209b-7a72-4c8b-b52b-0c2062b3d44c', 'route': ['p1', 'e10', 'i12', 'x2', 'p2', 'c2']}
1769502624.1806333,RECEIVED,387bd6fa-4f70-4ac2-b4e1-4b967c8e68b8,c4080376-39f2-4570-b653-00796b039c34,c1,c2,27,p2,?,surb={'id': '5de03ac0-df38-4ec9-9800-3f7e2c8556f4', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769502624.2897005,RECEIVED,f5610ed0-2ac4-4c25-a2b6-64548b8217d7,f9292772-74a1-455d-a348-1c0dcee7c813,c1,c2,27,p2,?,surb={'id': 'e5081eb0-62d5-4ee7-9c8f-d939a484538a', 'route': ['p2', 'e3', 'i11', 'x8', 'p1', 'c1']}
1769502624.356299,SENT,d1a1027a-a5bc-4a97-b286-dc827b5c4989,bcf6146f-033e-4e32-9088-e6ba93da206b,c2,c1,3397,?,p2,
1769502624.356401,CREATED,b06418d4-35ad-468d-8c0b-e32544400795,271ce4bf-4b47-41f1-a239-107524947087,c2,c1,27,?,?,surb={'id': '6c182abe-b230-4e53-adbd-47793c734700', 'route': ['p1', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769502624.5331724,SENT,2cecc0d7-9a32-4158-a3c8-16b6b3787ad7,c9d62abe-3eb3-4e4f-96e6-44afaf8bbf44,c2,c1,3376,?,p2,
1769502624.533326,CREATED,897975f3-fb6a-457d-980d-f94eb56ab215,5b6362c3-e233-4476-9844-70713a5e1c7d,c2,c1,26,?,?,surb={'id': '4ec5b822-3d47-40c6-a92e-92956bad258e', 'route': ['p1', 'e10', 'i9', 'x6', 'p2', 'c2']}
1769502624.5761516,SENT,bdeaefd3-50b4-4b46-9f70-88ec2c69cf99,db89dfeb-f947-4eb7-8d82-095a58d35bc4,c2,c1,3363,?,p2,
1769502624.576299,CREATED,ffc2b210-5319-4340-ac0d-20cfdf18eaad,82784f29-ed6c-4627-ab4c-88ac74d5a189,c2,c1,27,?,?,surb={'id': '88eb2c6a-767e-4124-b086-5ccef481cda6', 'route': ['p1', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769502624.650708,RECEIVED,7cb74790-10e6-4e75-ae62-b7f41a8deeca,64033309-f8db-4294-ba5c-c82517d8c922,c1,c2,27,p2,?,surb={'id': '8de99195-dc3f-4819-8204-255d72d870a6', 'route': ['p2', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769502624.8877907,RECEIVED,03c570c6-841e-4b26-b0da-11d90a533924,526c1eca-1b7e-4c39-96c5-74354ad4d89a,c1,c2,27,p2,?,surb={'id': 'f048fc10-0422-43d7-8367-ac40ffd5074e', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c1']}
1769502625.2055588,SENT,aeed8aaf-3f3d-475d-937d-531fe7ec890e,e28633c5-938d-4ccc-9045-9ac53c57f0b0,c2,c1,3380,?,p2,
1769502625.2057137,CREATED,48708760-9d18-4e18-b36a-5ec490503f0a,a124d4a1-3a55-440a-97c4-d982dd29d39f,c2,c1,27,?,?,surb={'id': '9f133324-c025-425d-8057-0e1a677340f9', 'route': ['p1', 'e5', 'i3', 'x1', 'p2', 'c2']}
1769502625.443951,SENT,60b7005f-ac98-4a5e-a57b-f6df0a618c32,1e8f37b0-14e2-4b35-a27f-0f433fb2946a,c2,c1,3387,?,p2,
1769502625.4447143,CREATED,c8198d66-bd80-4250-9691-e1e6449adbd1,8fda4d66-b7d3-4629-98b2-c7150302b5aa,c2,c1,26,?,?,surb={'id': 'a5c26875-04f5-4c2a-a7f9-b571d53e0dc2', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c2']}
1769502625.5308044,RECEIVED,ad6ab778-6d91-463b-a20c-503e6dbc18ff,d111c74a-379c-458b-900c-9404416ef6e8,c1,c2,27,p2,?,surb={'id': 'e2a96ae3-24ca-4f43-a98b-a26196e7569e', 'route': ['p2', 'e3', 'i12', 'x6', 'p1', 'c1']}
1769502625.5541708,RECEIVED,12568695-db33-4f56-8391-4b74111c540c,fc5b00f5-1390-44e8-861a-6eda7613ffc3,c1,c2,26,p2,?,surb={'id': '44b5aa4b-2e50-4041-b341-e98819b998d6', 'route': ['p2', 'e11', 'i1', 'x1', 'p1', 'c1']}
1769502625.6126018,RECEIVED,1fd1cb31-1194-4ef1-b014-951d58e4dd5b,b5f6e743-cef6-4b0d-8fa0-400841fe3e05,c1,c2,27,p2,?,surb={'id': '2fdcbd4d-11c8-474f-854b-cab2de1b2d56', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
1769502625.786116,SENT,f5661b9d-b569-473f-b7c6-bef118f3b9af,b79a12ca-a4aa-4db5-838a-719572b8db41,c2,c1,3355,?,p2,
1769502625.786269,CREATED,74c0fd4d-ea12-403f-87d9-42cf3376181a,6a4bc600-1796-4de9-bdb8-64d23e20d950,c2,c1,26,?,?,surb={'id': '37e0f3a6-7b30-4e02-aa60-fdf91cc8e46d', 'route': ['p1', 'e9', 'i7', 'x6', 'p2', 'c2']}
1769502625.8667176,RECEIVED,d9a6bf1c-e4cc-42e6-9d06-5d625423fd60,c421a087-90c2-45f0-810f-3907ac1a6464,c1,c2,27,p2,?,surb={'id': 'af0ad5b8-2f78-4db0-946d-1aee539a824a', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c1']}
1769502625.8762953,RECEIVED,2fee4ad7-cc46-4908-abae-4c8d7b87426c,8f00c223-5c59-4a39-9f48-c28af2248c09,c1,c2,27,p2,?,surb={'id': 'd7c767f6-0ff6-4225-9649-09057bf4d021', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769502625.981583,RECEIVED,ba1a3992-6b4e-468c-856e-0a1b006eec9f,4dca7f30-c4ba-4cba-9129-ffe7ca4d014f,c1,c2,26,p2,?,surb={'id': 'c693a196-c9ae-4e8b-a6b7-684d6a9eec2e', 'route': ['p2', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769502626.023976,RECEIVED,08479962-0983-4f5e-a129-ce4e57a5d4b4,d0280b7d-3b13-40c8-b3a0-5f8887804672,c1,c2,27,p2,?,surb={'id': '61cd707f-f124-492c-98b1-7c427c2d843e', 'route': ['p2', 'e12', 'i1', 'x4', 'p1', 'c1']}
1769502626.2091749,RECEIVED,1718825d-5f18-4aee-b7e5-78e93b8ac197,e005ad20-3996-4ae6-83fc-fe9292667ccb,c1,c2,26,p2,?,surb={'id': '25474e95-16e8-464f-bff9-b6641992974e', 'route': ['p2', 'e10', 'i8', 'x2', 'p1', 'c1']}
1769502626.294187,SENT,348d7606-8c4d-4201-a5a2-4d8de3cf3f42,2d5cbb7c-0466-4cb7-b8c0-1912ff45b4e0,c2,c1,3400,?,p2,
1769502626.2943368,CREATED,d92ece07-c7f8-4ddc-86c8-0a3e2d55f242,a725afb8-d31e-42cd-9b94-c6bf8ec1fe22,c2,c1,27,?,?,surb={'id': 'cae3daa8-34c2-487b-914e-8d99de0ac4c0', 'route': ['p1', 'e3', 'i9', 'x11', 'p2', 'c2']}
1769502626.5507913,SENT,bef7edcd-f879-418a-b99f-39ee82562c5b,158774e0-16e7-4803-8561-284f73cf7298,c2,c1,3384,?,p2,
1769502626.5509322,CREATED,529e5865-521d-4eff-aa8e-e882363a9827,431469da-cf29-4ef9-8b3b-8f7ca7615dad,c2,c1,27,?,?,surb={'id': '80af3609-37b7-43e1-b1b7-d860af6b08f9', 'route': ['p1', 'e9', 'i12', 'x5', 'p2', 'c2']}
1769502626.7358153,RECEIVED,ae13a2e6-b21d-49fc-8b74-d88ce70c10c9,1ca4bde3-51c5-4aa5-9b15-dab40bb52176,c1,c2,26,p2,?,surb={'id': '66091e55-971c-4c03-b557-164fda6e97a9', 'route': ['p2', 'e1', 'i9', 'x11', 'p1', 'c1']}
1769502626.8709273,SENT,9d8ae2a8-d76e-4a11-8b42-58fd7159ac6b,ee022757-ebea-44fd-84a3-80cc82428928,c2,c1,3395,?,p2,
1769502626.8711047,CREATED,f1793191-5019-4513-befc-8b76573ace5f,8d3e8bfe-328f-4e2e-9a71-4d1f453a58c7,c2,c1,27,?,?,surb={'id': '23324c71-191f-456e-9110-5aed2621194d', 'route': ['p1', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769502627.3131697,RECEIVED,faabd9cd-b4b3-435c-aaf7-e24cfd362bba,115d04ab-dc4d-4c1f-b929-8acc861d1722,c1,c2,26,p2,?,surb={'id': 'bc19c17c-8851-4bc5-ad69-8fb24ce07a10', 'route': ['p2', 'e12', 'i3', 'x9', 'p1', 'c1']}
1769502627.3598094,RECEIVED,4c87ed97-14fc-4f00-be37-395a2a423031,ab1cfed7-0f79-4578-be68-2da0f75be5c1,c1,c2,27,p2,?,surb={'id': 'be8d120e-0b81-4bf4-88f9-83014204e5fe', 'route': ['p2', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769502627.3818293,RECEIVED,bb40d4b3-8c0f-4ff8-a68b-bff0a86e9c80,188e26d7-ebaa-41f7-8210-44ff05ff80d1,c1,c2,27,p2,?,surb={'id': '92326953-b3b4-4d15-9500-d7523bc49104', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769502627.401512,RECEIVED,ec7531e3-b5c8-472b-92e7-ac88db0543a2,7b090fcf-f9c9-4a42-ad5d-21332ece8bef,c1,c2,27,p2,?,surb={'id': '8d780b93-e1a2-4677-b5e0-e6ce172e64f3', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c1']}
1769502627.574612,SENT,975bea16-e8e2-49be-a83d-38fab7a3b32b,4deb5db3-f5fa-4b7c-8665-2b62f9a9d961,c2,c1,3395,?,p2,
1769502627.5747461,CREATED,c961f28a-6bff-4057-8817-c78923e90e8d,6c7fb41e-ae3a-43a3-b7f3-ee2abc6fdd66,c2,c1,27,?,?,surb={'id': '927580b3-adee-4a48-886a-1190beb039d6', 'route': ['p1', 'e11', 'i4', 'x6', 'p2', 'c2']}
1769502627.5803313,RECEIVED,c28e1b55-3796-49c6-a4bf-25f7cbaaf5e7,4463cc3c-d660-432a-867d-ecd5445c26f9,c1,c2,27,p2,?,surb={'id': 'e27c2933-6ecf-4ed5-acd2-517353776a23', 'route': ['p2', 'e3', 'i5', 'x4', 'p1', 'c1']}
1769502627.6392057,RECEIVED,c79b28e6-6cf5-4438-a371-3cffca5405f2,2ff1d929-3969-4eb9-afc2-b1ce6e7c42c1,c1,c2,27,p2,?,surb={'id': 'de0ff0db-7932-4084-8091-013f94c2930f', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769502627.8747635,RECEIVED,60f3234a-6c16-44b6-b8cf-e73163f0c70f,17b9ca1b-c1e1-40d4-88c1-101f98210d1c,c1,c2,27,p2,?,surb={'id': 'a40cbc47-3f13-456c-8aea-6f62820bb4be', 'route': ['p2', 'e2', 'i9', 'x11', 'p1', 'c1']}
1769502627.8789937,RECEIVED,936f3961-e94a-4ef0-b569-10f0a94f186b,e7d01785-4d2c-4d0c-92c9-b23edd2e6f61,c1,c2,26,p2,?,surb={'id': '3f7ac6bc-09e5-4ad1-99fe-5fc0a0c8d18b', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c1']}
1769502627.9275565,RECEIVED,20dfc2e5-4297-42f6-9143-a57a2c823cdd,e7e45d1c-ddc4-4756-9d99-e73164c94d68,c1,c2,27,p2,?,surb={'id': '06b43ea6-130c-43aa-b79f-182aaa69ff52', 'route': ['p2', 'e6', 'i4', 'x7', 'p1', 'c1']}
1769502627.9735923,RECEIVED,54f64547-8c23-4497-a7a9-d9a4bd1d46cd,6f5285b9-dcf8-440e-bb42-d12ad09f90d0,c1,c2,27,p2,?,surb={'id': '01bbb33b-bc9e-445e-a582-a35aea7c5d98', 'route': ['p2', 'e3', 'i11', 'x3', 'p1', 'c1']}
1769502628.0076797,RECEIVED,5ffaffc3-cf14-4b4e-970b-b86ed944e503,4fd2ac33-45b6-4c7d-a249-7c959cf1f9e1,c1,c2,27,p2,?,surb={'id': '1c351c1f-db7a-4cca-80fb-d638b0c43485', 'route': ['p2', 'e11', 'i2', 'x5', 'p1', 'c1']}
1769502628.0096836,SENT,a29c81bd-194a-41fd-b67e-01f17474d980,eb5f34d0-8360-4580-8cc7-fa2b0b264205,c2,c1,3379,?,p2,
1769502628.0098171,CREATED,81537dad-8c9a-44b1-a902-da71fd781add,6349830c-8fb3-4f1a-8a61-e4862243a08d,c2,c1,27,?,?,surb={'id': '97f749a6-6dc0-4869-a433-34093d522465', 'route': ['p1', 'e7', 'i5', 'x4', 'p2', 'c2']}
1769502628.2447777,SENT,311cce82-bb63-40b3-8cd4-058093ddf531,824bdead-d272-4d51-8ebe-76d1e134cf03,c2,c1,3384,?,p2,
1769502628.2448692,CREATED,bc427a1d-971b-49ed-934e-4df40a210afb,770091ad-f5c2-4884-8130-f3ffcc87612e,c2,c1,27,?,?,surb={'id': 'cf9beb4a-587a-4fb3-9cf1-eaadc154fb7a', 'route': ['p1', 'e2', 'i6', 'x11', 'p2', 'c2']}
1769502628.28686,RECEIVED,3d961faf-b731-44ab-9b41-16b295b1ab04,a4347691-f8be-4195-8a45-64c447de020f,c1,c2,26,p2,?,surb={'id': '207e4048-3056-47c2-9dba-ae33fa5f0dec', 'route': ['p2', 'e2', 'i10', 'x11', 'p1', 'c1']}
1769502628.4776568,SENT,2662502d-42db-449e-8169-175c385f71cc,63c9d93c-a78b-4a85-92c5-385b60083ff3,c2,c1,3376,?,p2,
1769502628.477789,CREATED,5017090e-2841-414c-9368-0fa4a558548f,9b991a02-ed2b-46d6-b2c4-f6a070486444,c2,c1,27,?,?,surb={'id': '9f5392fd-dfbf-40c9-934a-4076f4046bb9', 'route': ['p1', 'e3', 'i1', 'x2', 'p2', 'c2']}
1769502628.542937,RECEIVED,6d3300e4-08bd-4689-bd06-a8890e79b6b8,09bf7da0-42ca-41b7-91de-3ef08bcb48fe,c1,c2,26,p2,?,surb={'id': '98ebc373-e2e9-40ad-a368-d2dbc13a5071', 'route': ['p2', 'e8', 'i8', 'x4', 'p1', 'c1']}
1769502628.5712948,RECEIVED,23e58b53-4633-45f6-9a14-8202b21dfac6,e16b8cd8-13ec-4354-97da-b8ed3bb37f1c,c1,c2,27,p2,?,surb={'id': 'cd7e227d-85d2-46f9-bcf1-452aa3678239', 'route': ['p2', 'e3', 'i6', 'x10', 'p1', 'c1']}
1769502628.6383715,SENT,1a1126b1-59c4-40ec-9efb-bf4c442620fe,af65130a-7403-4a60-bbb8-beaff77c16b5,c2,c1,3361,?,p2,
1769502628.6385033,CREATED,fb43ef79-ba8c-42da-b062-3fc3a8bf72f8,aeb1bbed-6ba5-4682-8378-1ad03d20f137,c2,c1,26,?,?,surb={'id': '525d181e-d238-4721-9b11-a6ff1ef1d041', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c2']}
1769502628.7435555,SENT,8f3c7930-9bd2-4780-837a-b43ce5fa2a54,ec116f93-be2c-4c7b-a4a7-2b553d51d6fe,c2,c1,3376,?,p2,
1769502628.7436988,CREATED,7ed17899-bab7-454f-bb62-6a045f45020b,f4ec3673-2a0f-454e-abc6-736915f73182,c2,c1,27,?,?,surb={'id': 'df5e7a1c-b685-4f3b-9e80-1093056022e6', 'route': ['p1', 'e2', 'i3', 'x1', 'p2', 'c2']}
1769502628.7588973,RECEIVED,fc86a5df-3745-4483-819d-b0b3e31a08d7,32432690-8079-45ce-aa2a-9ff2900cef63,c1,c2,26,p2,?,surb={'id': '8913041d-29e5-4e01-bf88-0bcd6f31a412', 'route': ['p2', 'e5', 'i12', 'x1', 'p1', 'c1']}
1769502629.0285823,SENT,90a9cf9d-dfd4-44e2-96d7-fa56eaf21491,dc8ef79c-28fc-438b-8d69-a7c363d248a0,c2,c1,3375,?,p2,
1769502629.0289423,CREATED,f3f24c53-7146-4cf6-b7d5-864e29f908de,aca11890-845f-4d45-88ae-c8535c12dcef,c2,c1,27,?,?,surb={'id': 'b8bc8022-33c0-47af-815e-13af1367394e', 'route': ['p1', 'e9', 'i6', 'x4', 'p2', 'c2']}
1769502629.3009367,RECEIVED,d107e9b7-930e-47bb-8965-7255ed1a2dfe,63b96275-4cd7-4248-8334-495a8a94d5e9,c1,c2,27,p2,?,surb={'id': '6b3d058f-bdd9-4be2-959c-bce0fc22634b', 'route': ['p2', 'e10', 'i6', 'x8', 'p1', 'c1']}
1769502629.3719149,SENT,995eab93-d1f7-4ccf-9ba4-1a4273fbba73,4e2e21fa-7c7b-4100-826b-0427ee479b56,c2,c1,3400,?,p2,
1769502629.3721268,CREATED,53d7f2ba-4080-4acc-b594-2c8ee17ad494,7e56ba8b-5876-45b4-8c87-863a82eef7ee,c2,c1,27,?,?,surb={'id': 'a58953a0-5b20-415e-8a30-256b276653eb', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c2']}
1769502629.4289043,RECEIVED,d5f5b6ae-aa81-404b-a800-f4e09a169196,fd5313d3-1927-4c92-9b64-aca60eceaf0d,c1,c2,27,p2,?,surb={'id': '9d3149ae-b054-4287-af73-df4323ef0a0a', 'route': ['p2', 'e4', 'i12', 'x4', 'p1', 'c1']}
1769502629.659684,RECEIVED,8c5a83b4-368e-44c3-9216-76559f252784,3ebfda9a-302b-4d62-b11c-7d2970e1cc9f,c1,c2,27,p2,?,surb={'id': 'c8fed1fe-6da4-4f98-8170-3e964313cbf1', 'route': ['p2', 'e5', 'i5', 'x2', 'p1', 'c1']}
1769502629.7822702,SENT,11d67fa2-9dd4-4f86-afd0-bbb1c0f7dac8,02facf54-ba5b-4ea6-acc5-a5cfecb0879a,c2,c1,3363,?,p2,
1769502629.7824192,CREATED,142ec4e1-28a2-4a49-add2-d2790314327f,1f6339f9-8af7-4fad-b309-26f8ffb789ea,c2,c1,26,?,?,surb={'id': 'cdde8f16-d617-45f0-bcd3-bbc4a683d031', 'route': ['p1', 'e8', 'i12', 'x4', 'p2', 'c2']}
1769502629.9365268,SENT,c25fa050-f8c2-4de3-a49e-562414b80421,15e1494b-93f3-4664-b727-c0885bf13205,c2,c1,3368,?,p2,
1769502629.9366646,CREATED,c8f3c119-01bc-43a9-9594-8cf7757ce69c,cecffd88-c9da-4ab1-9fb2-46ca14443154,c2,c1,27,?,?,surb={'id': '72554605-75fd-4a4d-8d71-069428897e23', 'route': ['p1', 'e1', 'i10', 'x1', 'p2', 'c2']}
1769502630.071786,SENT,8e830b8f-71a5-4474-823b-00eb69fa571f,3b402a73-857d-4f53-8356-350d0a69691d,c2,c1,3408,?,p2,
1769502630.0719333,CREATED,d089cd25-8fdb-4b44-b257-8e86efebbda5,286ce0cc-1cc4-4b2e-9da9-165c821ecd39,c2,c1,27,?,?,surb={'id': 'a3bfa8b8-1b30-4c22-a385-e6dd3ad37081', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c2']}
1769502630.2047625,SENT,1e298e7d-a9d3-4a97-981b-ff643bab8037,6d83d206-0ada-4914-8a67-cf874554f913,c2,c1,3375,?,p2,
1769502630.2049124,CREATED,7d37ae78-034f-4f19-b685-fe1d7aa05e87,fe283419-c615-4df7-bc6b-2713fd8ee3a3,c2,c1,27,?,?,surb={'id': '18105018-bda6-4dc7-acbe-5821b4777b35', 'route': ['p1', 'e8', 'i4', 'x12', 'p2', 'c2']}
1769502630.7499762,SENT,8d6339ff-032f-4d31-8bc3-ad18c5c2fd59,d8ec54ef-e85c-491f-90b7-f3edd367d948,c2,c1,3391,?,p2,
1769502630.7501616,CREATED,e1db8cba-bcb9-4fad-b92f-14bdb04d05d5,9812179e-d793-48c5-9313-95b46299b2a0,c2,c1,27,?,?,surb={'id': '8e5e12fd-e21f-422d-98e3-988cd917db80', 'route': ['p1', 'e11', 'i10', 'x9', 'p2', 'c2']}
1769502631.0114472,RECEIVED,1a576b51-8993-4272-887b-1b7f0a692f27,3704423f-26e6-4016-95d0-39d8b4f287a7,c1,c2,27,p2,?,surb={'id': '6f13b10c-a6fc-4b2e-9eb3-5a7a27ac359b', 'route': ['p2', 'e7', 'i8', 'x8', 'p1', 'c1']}
1769502631.3105729,RECEIVED,0cd347b7-34f3-40fc-adff-818140e6ad3f,0657ceb4-67da-4f85-89ae-2b791c6b43dd,c1,c2,27,p2,?,surb={'id': '86e6aa23-3df4-4593-bb86-a5ec5b969569', 'route': ['p2', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769502631.3222203,RECEIVED,8e5b7274-7a5f-481a-82e7-098191d9b3f5,7840c241-96a7-4c50-98d6-642714ff982c,c1,c2,26,p2,?,surb={'id': '98445888-2ea7-44b9-9ee3-7be15396a9f1', 'route': ['p2', 'e1', 'i10', 'x9', 'p1', 'c1']}
1769502632.1507869,SENT,d0b4c875-a832-469c-9217-cd95e330df82,9fe86996-699f-40ef-9c75-852bce978a08,c2,c1,3332,?,p2,
1769502632.1509194,CREATED,4e7b21f5-fa90-432b-809e-95ad6185f6f3,1e6ca432-6e42-4aed-9755-93f64119ce66,c2,c1,23,?,?,surb={'id': 'e2ac1b7e-0136-4074-b7d9-1ce44079da51', 'route': ['p1', 'e12', 'i7', 'x8', 'p2', 'c2']}
1769502632.3148026,SENT,39424ae5-3be5-48d3-8aa8-1b89c3ba3eec,4ded9c35-3645-4c9a-bdb7-e2280ecabc9f,c2,c1,3383,?,p2,
1769502632.3149214,CREATED,a2cfb4fd-6143-41c1-a917-205f5904ac4a,220c9a8c-721f-4947-99b2-7c7d2c3795df,c2,c1,27,?,?,surb={'id': 'c742f5b0-85a6-4281-96c2-ef28f4af3910', 'route': ['p1', 'e9', 'i2', 'x8', 'p2', 'c2']}
