timestamp,event_type,packet_id,src,dst,size,prev_hop,next_hop,flags
1768488907.915392,RECEIVED,fb4eaad1-b859-4d0b-b120-7e102dced6bc,c4,DROP,1309,p1,?,
1768488907.9543042,SENT,fb4eaad1-b859-4d0b-b120-7e102dced6bc,c4,DROP,908,?,i10,
1768488907.95444,FORWARDED,fb4eaad1-b859-4d0b-b120-7e102dced6bc,c4,DROP,908,?,i10,
1768488908.540499,RECEIVED,5b3ff1ff-51c7-4000-b18b-4c8987d8ca34,c1,c5,1832,p1,?,
1768488908.6755533,SENT,5b3ff1ff-51c7-4000-b18b-4c8987d8ca34,c1,c5,1302,?,i9,
1768488908.6756651,FORWARDED,5b3ff1ff-51c7-4000-b18b-4c8987d8ca34,c1,c5,1302,?,i9,
1768488908.7763746,RECEIVED,45d29855-b663-4eb4-af4f-66ccf03e22ab,c1,c5,1839,p1,?,
1768488909.2981138,RECEIVED,bf939ab1-0b7d-4e73-913a-99d0d8f24aca,c4,c5,1843,p1,?,
1768488909.2990882,RECEIVED,41561591-b8a0-416a-8d54-309eda41b206,c2,c3,1835,p2,?,
1768488909.3417046,RECEIVED,18a54c4a-c0a7-4ec5-9fb8-c0da2b7200dd,c4,c5,1841,p1,?,
1768488909.354284,RECEIVED,3a5e10cf-6a0d-4047-b07f-be0227385295,c5,c1,1843,p2,?,
1768488909.372922,RECEIVED,b6e91ac7-a6dc-4b97-9af3-74fd9d001e62,c5,c1,1830,p2,?,
1768488909.4371307,SENT,45d29855-b663-4eb4-af4f-66ccf03e22ab,c1,c5,1308,?,i9,
1768488909.4379346,FORWARDED,45d29855-b663-4eb4-af4f-66ccf03e22ab,c1,c5,1308,?,i9,
1768488909.534426,RECEIVED,60bd9274-dd26-4675-89cd-c4235512d833,c4,c2,1844,p1,?,
1768488909.540526,SENT,bf939ab1-0b7d-4e73-913a-99d0d8f24aca,c4,c5,1309,?,i11,
1768488909.5406356,FORWARDED,bf939ab1-0b7d-4e73-913a-99d0d8f24aca,c4,c5,1309,?,i11,
1768488909.609449,SENT,60bd9274-dd26-4675-89cd-c4235512d833,c4,c2,1309,?,i6,
1768488909.6095634,FORWARDED,60bd9274-dd26-4675-89cd-c4235512d833,c4,c2,1309,?,i6,
1768488909.688689,SENT,3a5e10cf-6a0d-4047-b07f-be0227385295,c5,c1,1309,?,i9,
1768488909.6887388,FORWARDED,3a5e10cf-6a0d-4047-b07f-be0227385295,c5,c1,1309,?,i9,
1768488909.692923,SENT,18a54c4a-c0a7-4ec5-9fb8-c0da2b7200dd,c4,c5,1307,?,i11,
1768488909.6929717,FORWARDED,18a54c4a-c0a7-4ec5-9fb8-c0da2b7200dd,c4,c5,1307,?,i11,
1768488909.7351706,RECEIVED,9793d138-5384-4588-83c6-00c0377260d2,c3,c2,1840,p3,?,
1768488909.7676132,RECEIVED,60956ea7-9faf-4357-b449-4341dcfd6212,c4,c2,1835,p1,?,
1768488909.8777292,RECEIVED,53221f17-4ca7-4237-b3f1-c0e2b7aa3604,c2,c3,1840,p2,?,
1768488909.9679825,SENT,b6e91ac7-a6dc-4b97-9af3-74fd9d001e62,c5,c1,1300,?,i9,
1768488909.9681587,FORWARDED,b6e91ac7-a6dc-4b97-9af3-74fd9d001e62,c5,c1,1300,?,i9,
1768488910.0035539,RECEIVED,6a5601aa-ddf7-47f5-9a64-7ae9b4810ceb,c3,c2,1840,p3,?,
1768488910.1127152,RECEIVED,9ccfecca-1c32-4010-8f90-9025e5087637,c5,c1,1836,p2,?,
1768488910.1937277,SENT,60956ea7-9faf-4357-b449-4341dcfd6212,c4,c2,1304,?,i6,
1768488910.1937802,FORWARDED,60956ea7-9faf-4357-b449-4341dcfd6212,c4,c2,1304,?,i6,
1768488910.2675927,SENT,6a5601aa-ddf7-47f5-9a64-7ae9b4810ceb,c3,c2,1307,?,i10,
1768488910.2676458,FORWARDED,6a5601aa-ddf7-47f5-9a64-7ae9b4810ceb,c3,c2,1307,?,i10,
1768488910.307194,RECEIVED,29aea192-8944-48b9-91eb-79f15a32978f,c5,c1,1840,p2,?,
1768488910.3114696,SENT,9793d138-5384-4588-83c6-00c0377260d2,c3,c2,1308,?,i10,
1768488910.3115783,FORWARDED,9793d138-5384-4588-83c6-00c0377260d2,c3,c2,1308,?,i10,
1768488910.3519454,SENT,41561591-b8a0-416a-8d54-309eda41b206,c2,c3,1305,?,i11,
1768488910.3521156,FORWARDED,41561591-b8a0-416a-8d54-309eda41b206,c2,c3,1305,?,i11,
1768488910.4425275,SENT,9ccfecca-1c32-4010-8f90-9025e5087637,c5,c1,1303,?,i3,
1768488910.4426072,FORWARDED,9ccfecca-1c32-4010-8f90-9025e5087637,c5,c1,1303,?,i3,
1768488910.4777534,RECEIVED,1db5adb7-e550-46a1-bbbd-94e84f539e58,c4,c5,1841,p1,?,
1768488910.6156383,RECEIVED,28015349-cb25-40cc-91cf-801d9cbeecf3,c4,c5,1837,p1,?,
1768488910.6241112,SENT,29aea192-8944-48b9-91eb-79f15a32978f,c5,c1,1307,?,i3,
1768488910.6241949,FORWARDED,29aea192-8944-48b9-91eb-79f15a32978f,c5,c1,1307,?,i3,
1768488910.6429281,SENT,28015349-cb25-40cc-91cf-801d9cbeecf3,c4,c5,1303,?,i10,
1768488910.6430023,FORWARDED,28015349-cb25-40cc-91cf-801d9cbeecf3,c4,c5,1303,?,i10,
1768488910.677137,SENT,1db5adb7-e550-46a1-bbbd-94e84f539e58,c4,c5,1307,?,i10,
1768488910.6772172,FORWARDED,1db5adb7-e550-46a1-bbbd-94e84f539e58,c4,c5,1307,?,i10,
1768488911.4802077,SENT,53221f17-4ca7-4237-b3f1-c0e2b7aa3604,c2,c3,1308,?,i11,
1768488911.4803438,FORWARDED,53221f17-4ca7-4237-b3f1-c0e2b7aa3604,c2,c3,1308,?,i11,
1768488912.1735148,RECEIVED,f02a4e3b-a67e-4bc0-8cfe-c3a933b291f8,c3,DROP,382,x11,?,
1768488914.1080985,RECEIVED,dab13af6-aca2-44a4-8f80-316afb7dd618,c1,DROP,1295,p1,?,
1768488914.604956,RECEIVED,33d6965e-9322-4ceb-a4d1-8cc184a4088a,c2,c4,1839,p2,?,
1768488914.8818011,SENT,33d6965e-9322-4ceb-a4d1-8cc184a4088a,c2,c4,1307,?,i2,
1768488914.8818543,FORWARDED,33d6965e-9322-4ceb-a4d1-8cc184a4088a,c2,c4,1307,?,i2,
1768488914.9479878,SENT,dab13af6-aca2-44a4-8f80-316afb7dd618,c1,DROP,900,?,i2,
1768488914.94803,FORWARDED,dab13af6-aca2-44a4-8f80-316afb7dd618,c1,DROP,900,?,i2,
1768488915.0936823,RECEIVED,5483f32f-c42e-48e0-bf48-5ebac3bd57e4,c1,c3,1844,p1,?,
1768488915.1372986,SENT,5483f32f-c42e-48e0-bf48-5ebac3bd57e4,c1,c3,1309,?,i8,
1768488915.1373446,REDIRECTED,5483f32f-c42e-48e0-bf48-5ebac3bd57e4,c1,c3,1309,?,i8,
1768488915.1373847,FORWARDED,5483f32f-c42e-48e0-bf48-5ebac3bd57e4,c1,c3,1309,?,i7,
1768488915.3148348,RECEIVED,ed4d1ceb-a48d-4b6a-9c84-2f644c75d669,c2,c4,1839,p2,?,
1768488915.3764002,RECEIVED,31949597-b338-4126-a16d-2e6b491ed9db,c4,DROP,1289,p1,?,
1768488915.5228887,SENT,31949597-b338-4126-a16d-2e6b491ed9db,c4,DROP,895,?,i9,
1768488915.52293,FORWARDED,31949597-b338-4126-a16d-2e6b491ed9db,c4,DROP,895,?,i9,
1768488915.55394,SENT,ed4d1ceb-a48d-4b6a-9c84-2f644c75d669,c2,c4,1308,?,i2,
1768488915.5540977,FORWARDED,ed4d1ceb-a48d-4b6a-9c84-2f644c75d669,c2,c4,1308,?,i2,
1768488915.558792,RECEIVED,6674a6eb-f2e9-420a-a06f-f9b9e7c272ff,c1,c3,1838,p1,?,
1768488915.858298,RECEIVED,643f1791-deab-4870-9d50-53677cf9bf3e,c2,c5,1824,p2,?,
1768488916.1225421,RECEIVED,19d83004-81fd-4ff9-83f8-625f4b579498,c2,c1,1840,p2,?,
1768488916.1733317,SENT,19d83004-81fd-4ff9-83f8-625f4b579498,c2,c1,1308,?,i3,
1768488916.1733696,FORWARDED,19d83004-81fd-4ff9-83f8-625f4b579498,c2,c1,1308,?,i3,
1768488916.1782281,SENT,643f1791-deab-4870-9d50-53677cf9bf3e,c2,c5,1296,?,i8,
1768488916.1782668,REDIRECTED,643f1791-deab-4870-9d50-53677cf9bf3e,c2,c5,1296,?,i8,
1768488916.178294,FORWARDED,643f1791-deab-4870-9d50-53677cf9bf3e,c2,c5,1296,?,i7,
1768488916.4604497,RECEIVED,690c33a4-3818-4dd4-b5a9-6a19a4f9338b,c4,c2,1824,p1,?,
1768488916.506908,RECEIVED,19ca4bbb-ab94-4af4-afad-9476b6f0a54c,c2,c1,1840,p2,?,
1768488916.5455632,RECEIVED,c21207d7-afaf-463c-abb8-d2577da0e7c4,c3,c5,1839,p3,?,
1768488916.5851185,RECEIVED,a15e5e7c-846c-4f35-aa0d-699cec967f42,c3,c5,1839,p3,?,
1768488916.6066682,SENT,19ca4bbb-ab94-4af4-afad-9476b6f0a54c,c2,c1,1308,?,i3,
1768488916.6067147,FORWARDED,19ca4bbb-ab94-4af4-afad-9476b6f0a54c,c2,c1,1308,?,i3,
1768488916.696317,SENT,6674a6eb-f2e9-420a-a06f-f9b9e7c272ff,c1,c3,1308,?,i8,
1768488916.696358,REDIRECTED,6674a6eb-f2e9-420a-a06f-f9b9e7c272ff,c1,c3,1308,?,i8,
1768488916.6963847,FORWARDED,6674a6eb-f2e9-420a-a06f-f9b9e7c272ff,c1,c3,1308,?,i7,
1768488916.7322836,RECEIVED,3bab85d1-f49a-46da-89ea-536ccb377929,c4,c2,1838,p1,?,
1768488916.7452664,RECEIVED,fcde100f-495d-4910-a3ea-89477682629b,c4,c2,1840,p1,?,
1768488916.7597153,REDIRECTED,690c33a4-3818-4dd4-b5a9-6a19a4f9338b,c4,c2,1296,?,i10,
1768488916.7597609,FORWARDED,690c33a4-3818-4dd4-b5a9-6a19a4f9338b,c4,c2,1296,?,i1,
1768488916.907669,SENT,fcde100f-495d-4910-a3ea-89477682629b,c4,c2,1307,?,i9,
1768488916.907754,FORWARDED,fcde100f-495d-4910-a3ea-89477682629b,c4,c2,1307,?,i9,
1768488916.917393,RECEIVED,02474a04-dfa4-469b-9b4b-ffb33d907604,c4,c2,1839,p1,?,
1768488917.2480686,SENT,c21207d7-afaf-463c-abb8-d2577da0e7c4,c3,c5,1307,?,i9,
1768488917.2481112,FORWARDED,c21207d7-afaf-463c-abb8-d2577da0e7c4,c3,c5,1307,?,i9,
1768488917.5551872,SENT,a15e5e7c-846c-4f35-aa0d-699cec967f42,c3,c5,1308,?,i9,
1768488917.5552294,FORWARDED,a15e5e7c-846c-4f35-aa0d-699cec967f42,c3,c5,1308,?,i9,
1768488917.6758044,SENT,02474a04-dfa4-469b-9b4b-ffb33d907604,c4,c2,1308,?,i9,
1768488917.6758466,FORWARDED,02474a04-dfa4-469b-9b4b-ffb33d907604,c4,c2,1308,?,i9,
1768488918.3503745,RECEIVED,23aaec02-b37e-452f-a3b5-1608b9e53d31,c4,c3,1837,p1,?,
1768488918.4012692,SENT,23aaec02-b37e-452f-a3b5-1608b9e53d31,c4,c3,1303,?,i8,
1768488918.401309,REDIRECTED,23aaec02-b37e-452f-a3b5-1608b9e53d31,c4,c3,1303,?,i8,
1768488918.4013453,FORWARDED,23aaec02-b37e-452f-a3b5-1608b9e53d31,c4,c3,1303,?,i7,
1768488918.5136292,REDIRECTED,3bab85d1-f49a-46da-89ea-536ccb377929,c4,c2,1307,?,i10,
1768488918.5136774,FORWARDED,3bab85d1-f49a-46da-89ea-536ccb377929,c4,c2,1307,?,i1,
1768488918.5268207,RECEIVED,fbef9bd6-13e7-4e41-b337-1f15dc26f00c,c4,c3,1832,p1,?,
1768488918.6485593,SENT,fbef9bd6-13e7-4e41-b337-1f15dc26f00c,c4,c3,1301,?,i8,
1768488918.6486018,REDIRECTED,fbef9bd6-13e7-4e41-b337-1f15dc26f00c,c4,c3,1301,?,i8,
1768488918.6486297,FORWARDED,fbef9bd6-13e7-4e41-b337-1f15dc26f00c,c4,c3,1301,?,i7,
1768488918.6498291,RECEIVED,2303c873-a6ea-4099-a27c-a12af73c15d3,c3,c1,1841,p3,?,
1768488918.7103848,RECEIVED,bd9cb8a4-d511-4a92-aabe-4d0ff891ea6b,c3,DROP,1292,p3,?,
1768488918.7210312,REDIRECTED,2303c873-a6ea-4099-a27c-a12af73c15d3,c3,c1,1308,?,i12,
1768488918.7210789,FORWARDED,2303c873-a6ea-4099-a27c-a12af73c15d3,c3,c1,1308,?,i11,
1768488918.7224092,RECEIVED,804615d1-3a0b-454a-ba77-426b4ee830c9,c5,DROP,378,x3,?,
1768488919.024155,RECEIVED,c0b4c71d-ce9c-4d13-9f62-269fa62de71f,c3,c1,1845,p3,?,
1768488919.0793662,SENT,bd9cb8a4-d511-4a92-aabe-4d0ff891ea6b,c3,DROP,895,?,i2,
1768488919.0794046,FORWARDED,bd9cb8a4-d511-4a92-aabe-4d0ff891ea6b,c3,DROP,895,?,i2,
1768488919.1136801,REDIRECTED,c0b4c71d-ce9c-4d13-9f62-269fa62de71f,c3,c1,1309,?,i12,
1768488919.1137283,FORWARDED,c0b4c71d-ce9c-4d13-9f62-269fa62de71f,c3,c1,1309,?,i11,
1768488919.5454903,RECEIVED,ddd0eda0-fcfa-4a11-9e78-cf1b5d3382dd,c3,c2,1839,p3,?,
1768488919.5908144,RECEIVED,c911ef91-0169-495a-bb6c-180dbe5d0162,c3,c2,1843,p3,?,
1768488920.0925217,RECEIVED,1931021d-0c80-462a-8103-98d2ef3365b7,c3,c2,1824,p3,?,
1768488920.1478548,SENT,ddd0eda0-fcfa-4a11-9e78-cf1b5d3382dd,c3,c2,1308,?,i5,
1768488920.1479006,FORWARDED,ddd0eda0-fcfa-4a11-9e78-cf1b5d3382dd,c3,c2,1308,?,i5,
1768488920.315881,SENT,c911ef91-0169-495a-bb6c-180dbe5d0162,c3,c2,1309,?,i5,
1768488920.3159232,FORWARDED,c911ef91-0169-495a-bb6c-180dbe5d0162,c3,c2,1309,?,i5,
1768488920.5428903,SENT,1931021d-0c80-462a-8103-98d2ef3365b7,c3,c2,1295,?,i8,
1768488920.5429318,REDIRECTED,1931021d-0c80-462a-8103-98d2ef3365b7,c3,c2,1295,?,i8,
1768488920.5429587,FORWARDED,1931021d-0c80-462a-8103-98d2ef3365b7,c3,c2,1295,?,i7,
1768488920.5506904,RECEIVED,b36aff15-8722-4621-86f4-4b59976ea8a5,c3,c2,1824,p3,?,
1768488920.586382,SENT,b36aff15-8722-4621-86f4-4b59976ea8a5,c3,c2,1295,?,i8,
1768488920.5864193,REDIRECTED,b36aff15-8722-4621-86f4-4b59976ea8a5,c3,c2,1295,?,i8,
1768488920.5864458,FORWARDED,b36aff15-8722-4621-86f4-4b59976ea8a5,c3,c2,1295,?,i7,
1768488920.7097163,RECEIVED,4352dd3a-4a96-4807-be7c-3bb7b8b71e2d,c2,c3,1828,p2,?,
1768488920.7367089,RECEIVED,9a520133-57ad-4edf-a55d-f69ebbd17ed6,c2,c3,1823,p2,?,
1768488920.7514029,RECEIVED,215bf258-0a2c-4595-934e-08add2f59593,c3,c1,1839,p3,?,
1768488920.8221927,RECEIVED,7747ba11-b7d4-4e35-857e-40c34cdd8391,c3,c2,1839,p3,?,
1768488920.9298346,SENT,4352dd3a-4a96-4807-be7c-3bb7b8b71e2d,c2,c3,1299,?,i8,
1768488920.9298723,REDIRECTED,4352dd3a-4a96-4807-be7c-3bb7b8b71e2d,c2,c3,1299,?,i8,
1768488920.9298985,FORWARDED,4352dd3a-4a96-4807-be7c-3bb7b8b71e2d,c2,c3,1299,?,i7,
1768488920.941296,RECEIVED,ddb141cc-c878-41fa-b082-8c253328b75d,c3,c2,1839,p3,?,
1768488921.0359962,RECEIVED,7910cb6f-9289-43f9-a1bb-d5964c2b29a8,c5,c1,1823,p2,?,
1768488921.1365051,SENT,7910cb6f-9289-43f9-a1bb-d5964c2b29a8,c5,c1,1296,?,i6,
1768488921.1366186,FORWARDED,7910cb6f-9289-43f9-a1bb-d5964c2b29a8,c5,c1,1296,?,i6,
1768488921.155703,RECEIVED,ce5e8242-f2b7-4dbb-bb30-adaea9eef641,c3,c1,1844,p3,?,
1768488921.1571033,SENT,ddb141cc-c878-41fa-b082-8c253328b75d,c3,c2,1307,?,i8,
1768488921.157178,REDIRECTED,ddb141cc-c878-41fa-b082-8c253328b75d,c3,c2,1307,?,i8,
1768488921.157232,FORWARDED,ddb141cc-c878-41fa-b082-8c253328b75d,c3,c2,1307,?,i7,
1768488921.290896,RECEIVED,09816e9d-f0e5-46ca-b66b-13ecd8ee4163,c3,DROP,1296,p3,?,
1768488921.338707,SENT,9a520133-57ad-4edf-a55d-f69ebbd17ed6,c2,c3,1296,?,i8,
1768488921.3387465,REDIRECTED,9a520133-57ad-4edf-a55d-f69ebbd17ed6,c2,c3,1296,?,i8,
1768488921.3387747,FORWARDED,9a520133-57ad-4edf-a55d-f69ebbd17ed6,c2,c3,1296,?,i7,
1768488921.4386926,RECEIVED,b4b0efe1-b337-422e-ab78-18e14af7c9f2,c5,c1,1824,p2,?,
1768488921.4423718,SENT,09816e9d-f0e5-46ca-b66b-13ecd8ee4163,c3,DROP,900,?,i5,
1768488921.4424322,FORWARDED,09816e9d-f0e5-46ca-b66b-13ecd8ee4163,c3,DROP,900,?,i5,
1768488921.6037188,SENT,7747ba11-b7d4-4e35-857e-40c34cdd8391,c3,c2,1307,?,i8,
1768488921.6037593,REDIRECTED,7747ba11-b7d4-4e35-857e-40c34cdd8391,c3,c2,1307,?,i8,
1768488921.6037874,FORWARDED,7747ba11-b7d4-4e35-857e-40c34cdd8391,c3,c2,1307,?,i7,
1768488921.6185064,SENT,ce5e8242-f2b7-4dbb-bb30-adaea9eef641,c3,c1,1309,?,i3,
