timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733730.3824458,SENT,21b99d6a-d726-4c46-bd63-d6cc8e219232,308c70cc-b951-4442-a0b3-698207e61266,c5,DROP,2030,?,p2,
1769733730.3825727,CREATED,217d83d4-1f58-4c9c-805c-1d1313c2a0ca,370e030f-0f6a-4302-9ffa-c0d955390199,c5,DROP,27,?,?,
1769733730.520233,SENT,112bf3ee-42da-4668-b034-2749bd317566,e7ef2841-f4bb-4e13-afd2-b139594a711c,c5,DROP,2022,?,p2,
1769733730.520355,CREATED,3c234d5a-2c34-4a6d-aa90-bd49e57fb231,9919c117-e97e-4d82-acfc-479008b80b53,c5,DROP,26,?,?,
1769733730.6109223,SENT,ac7ac704-e460-4375-80b1-caeb0055dbb4,893922dc-c55c-46fa-97e3-730691eac8cb,c5,c4,3364,?,p2,
1769733730.6110966,CREATED,0b6c81de-33b1-4fc8-b8fd-85b45a076659,040424e4-66c0-428d-b06b-60e3084c611f,c5,c4,27,?,?,surb={'id': '2420b493-c45d-4aa6-a052-90eb1469f8f7', 'route': ['p1', 'e3', 'i8', 'x2', 'p2', 'c5']}
1769733731.88983,CREATED,fb2a8496-012c-466d-a407-c55c0bb196ec,a2473e5c-f6a9-4409-bf56-91932d7f91c4,c5,c4,27,?,?,surb={'id': '88fea108-c9a0-4d0c-8ce0-cc79a060d1db', 'route': ['p1', 'e1', 'i5', 'x10', 'p2', 'c5']}
1769733732.086795,SENT,2b147c44-c0f6-475d-b4e9-18647ad22935,54760083-5358-45bc-b135-1ad460c42eb3,c5,c4,3376,?,p2,
1769733732.086926,CREATED,52afb943-8af9-4c56-a791-cd44eb847a1b,1f9a8eaa-4eea-40d1-944b-0f4b72ebbfeb,c5,c4,26,?,?,surb={'id': '26e47be0-12e5-46ed-8c09-ba0cd41a3aad', 'route': ['p1', 'e12', 'i7', 'x7', 'p2', 'c5']}
1769733733.0281842,RECEIVED,39b10d93-fe4c-4709-b684-3a8ba6d47b6a,05d90883-9ad8-42e1-aa77-347f57229ed5,c3,c5,26,p2,?,surb={'id': 'f26e0305-1cb5-46bf-972a-b1aa46487ab0', 'route': ['p2', 'e12', 'i6', 'x7', 'p3', 'c3']}
1769733733.106442,RECEIVED,8ed47f93-c818-444c-8edc-5a41ef8b35cb,4a3fc7f6-4f0e-4de4-b356-4dab9a5f566f,c3,c5,27,p2,?,surb={'id': '9a22fcef-8837-4bfe-b86b-a140b08de993', 'route': ['p2', 'e8', 'i5', 'x11', 'p3', 'c3']}
1769733733.141184,RECEIVED,fd717aa9-dd2d-4e1e-8dd2-5cd8c9be0194,956e2311-2ab6-446c-8cd9-8c9e2ea4b1dd,c3,c5,27,p2,?,surb={'id': '006d9959-efac-4f47-89e6-8fb95c44d5b6', 'route': ['p2', 'e9', 'i4', 'x7', 'p3', 'c3']}
1769733733.258475,RECEIVED,e60435a4-02ad-4841-8375-8d4b9dd805e2,e65eb88d-3a9f-43cf-9221-579e79749363,c3,c5,27,p2,?,surb={'id': '2cb1cb5f-bb4f-456c-9ce2-e98dd7d8f233', 'route': ['p2', 'e10', 'i3', 'x4', 'p3', 'c3']}
1769733733.3013413,RECEIVED,e3fc1fae-9c23-444b-9694-15e100a97034,889aa99b-46fc-4456-9da8-d966f13cc7f4,c3,c5,27,p2,?,surb={'id': '4a09c1ce-d28a-490b-ab55-3a44e99f7226', 'route': ['p2', 'e11', 'i2', 'x1', 'p3', 'c3']}
1769733733.5345678,SENT,0e958db6-cca1-4d52-be46-e9b7244eb8f4,c1c09033-9c1d-429c-ae9c-c14819def8e0,c5,c4,3367,?,p2,
1769733733.5347052,CREATED,f86f3de5-cb2b-4a07-a65b-528bb59047ad,0b416b6e-25d2-4934-8785-8c9d85dd2e6e,c5,c4,27,?,?,surb={'id': '2786c878-71f2-45bd-a2b9-47b21793006f', 'route': ['p1', 'e5', 'i4', 'x12', 'p2', 'c5']}
1769733733.5651634,SENT,f7aa78a6-2e6f-4c21-8788-36ecf8aa2b48,6b863b8a-64e4-4dba-aa0d-64cc396d2068,c5,c4,3379,?,p2,
1769733733.5652971,CREATED,9a97a2fa-3938-42df-9adb-d2d2681982d2,13092580-fa86-45c6-bc77-ddd18159669a,c5,c4,27,?,?,surb={'id': '2defa6f8-229c-41d5-8ece-ce7f65ab1cbb', 'route': ['p1', 'e2', 'i9', 'x1', 'p2', 'c5']}
1769733733.8913913,SENT,cc081f4b-e757-483e-8d2c-999717479611,a58bbc5e-05ed-4237-9c2d-19b0b16d9bec,c5,c4,3363,?,p2,
1769733733.8915205,CREATED,dae51e2b-13d0-4e23-8182-ffb8d2a73089,3a485208-d9d7-457b-bb01-ed5ab210d293,c5,c4,27,?,?,surb={'id': 'e5e659f7-fb26-41c0-9b9b-554dc906f4ab', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769733734.082668,SENT,0de317fd-0aa4-4c92-bd20-f688d96cee4f,38c10873-8404-4cf4-9d77-e499b4e05462,c5,c4,3383,?,p2,
1769733734.0828202,CREATED,5ef41126-ced5-4961-a2b0-b233c00d3ff7,80b33199-90f8-448d-b565-caa28d18cc38,c5,c4,27,?,?,surb={'id': '0861ad44-9bb0-4d9c-909c-18324ac98b63', 'route': ['p1', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769733734.5616536,RECEIVED,95e0c878-cf02-41ac-9c60-a38715be26aa,92bfb67c-7a80-445f-96cf-37b0f79bac13,c3,c5,27,p2,?,surb={'id': '3a9e8274-3e86-4426-8824-9af244d10eb3', 'route': ['p2', 'e10', 'i5', 'x1', 'p3', 'c3']}
1769733734.7603056,RECEIVED,8fb07b1c-4a15-4bdb-80f2-c0b1796d3ee9,26a08351-88f5-48eb-b676-3764215becf7,c3,c5,27,p2,?,surb={'id': 'a22314a0-0aee-465d-adef-677ef46a8053', 'route': ['p2', 'e7', 'i10', 'x5', 'p3', 'c3']}
1769733734.8069005,SENT,6c93c7bc-2116-4466-aba5-2ff8a58c0cc7,b4010b8e-e208-45a2-8418-466a646f5837,c5,c4,3387,?,p2,
1769733734.8070843,CREATED,49dba994-2505-4337-952e-19a426534972,0f2bdf3c-d7b1-4287-82a4-5b10d128ea17,c5,c4,27,?,?,surb={'id': '7ed3baa7-1a66-47d9-94c1-d1925fe1f899', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c5']}
1769733734.8334413,SENT,e9100975-36f1-4f55-be55-4685921ab59c,5a3c2632-0b3d-4e4a-bee5-42438cad33a0,c5,c4,3383,?,p2,
1769733734.833572,CREATED,cc4b5c8f-5d59-4ece-89e0-2da1d323670d,ad399ae5-2f89-4622-992f-0e39fe3d7a75,c5,c4,27,?,?,surb={'id': 'f9c5a964-a668-4ebd-8f47-34532756863b', 'route': ['p1', 'e3', 'i2', 'x4', 'p2', 'c5']}
1769733734.9942234,RECEIVED,37624978-3aac-484e-a9c8-074d5c56a352,90e602be-e866-490b-8da0-6a30c4056d06,c3,c5,26,p2,?,surb={'id': 'e4522a6c-c624-4efd-9eda-d7b05b513eaa', 'route': ['p2', 'e6', 'i5', 'x1', 'p3', 'c3']}
1769733736.2227597,SENT,d3d1b75f-3a99-4b35-8ecb-97393e4e3733,493529de-cd56-431e-aa90-cae46e715847,c5,c4,3383,?,p2,
1769733736.2228954,CREATED,f0fc9d6d-bb0a-43f5-ba21-69625edaa40d,7e2f6d4e-a43a-476c-aedd-c72b781912ec,c5,c4,26,?,?,surb={'id': '699a92ec-178e-4d53-9f97-a001c0a55d1c', 'route': ['p1', 'e3', 'i3', 'x11', 'p2', 'c5']}
1769733736.7046454,RECEIVED,45beb1c2-f8e8-4ea7-ab56-dd3798d35306,001e7688-9cf5-49c7-bd6a-90e8c166e5e1,c3,c5,27,p2,?,surb={'id': '9f9c3044-883e-48b8-8b9f-f0fd5582557d', 'route': ['p2', 'e3', 'i10', 'x2', 'p3', 'c3']}
1769733736.8567777,RECEIVED,d9a471c9-ce23-45b9-a39d-e9e3673a4e3b,89849fb9-6f87-4dae-b576-20ec5a46b06a,c3,c5,27,p2,?,surb={'id': 'a24c6d30-2aad-42df-a537-73e4d19d70ed', 'route': ['p2', 'e2', 'i8', 'x9', 'p3', 'c3']}
1769733737.4571192,RECEIVED,9fe1f92b-2058-45e2-b73c-232fc5c430ec,311e24e7-f794-4220-864e-df6874480ca8,c3,c5,27,p2,?,surb={'id': '47302881-7bb7-4150-b9b0-7e1721d1bcce', 'route': ['p2', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769733737.4846568,RECEIVED,4d12a245-cf03-4758-ab75-78c75b39b3da,3156fcac-b927-421a-a631-8c487c2cecad,c3,c5,27,p2,?,surb={'id': '25f6ca4e-0f45-4cbf-919f-db455bd4a5f4', 'route': ['p2', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769733737.5624733,SENT,89a6985b-18e8-4a23-a31e-e01d8612ebba,9e72f13f-639b-4d35-8234-3a8cec246914,c5,c4,3379,?,p2,
1769733737.562607,CREATED,b5a1cb07-0578-4d2e-802a-b3d25624a2fa,afb771bd-8bee-4f40-860d-2aa169039601,c5,c4,27,?,?,surb={'id': '4582eed5-16c9-4e1d-a009-25c195dfeed8', 'route': ['p1', 'e5', 'i5', 'x11', 'p2', 'c5']}
1769733737.6728776,SENT,a8d83291-fd9b-4e6a-8140-3655894e143f,9f4c4158-d408-471a-bf24-9c5c26a165b7,c5,c4,3360,?,p2,
1769733737.6731832,CREATED,d168e08c-1e21-499c-a20a-b9fc918a2c8c,07669492-8934-4ab7-8753-9d698d8ac467,c5,c4,26,?,?,surb={'id': '54f93e8f-1d41-46dc-8568-31101b63f24b', 'route': ['p1', 'e1', 'i6', 'x9', 'p2', 'c5']}
1769733738.009634,SENT,ee9b0499-b8cc-48fc-b8a3-7bddb2e8e822,148c55eb-deb6-4c52-a7a8-308272e99c66,c5,c4,3375,?,p2,
1769733738.0100164,CREATED,6126d5a9-9c12-47eb-9a6a-204e04a2869a,64da933d-e764-424e-aeee-c47cda335051,c5,c4,26,?,?,surb={'id': '6efe03ca-ccf6-4fe3-89d3-3ed1a9025ab3', 'route': ['p1', 'e9', 'i8', 'x9', 'p2', 'c5']}
1769733738.0684357,RECEIVED,6ebd3f1d-a0e6-4d49-8704-d7528beee7f3,840f58b7-64c9-4e74-8d80-8131e5b1ca38,c3,c5,27,p2,?,surb={'id': '0e93888e-06ba-4769-9b6d-9a05ada62400', 'route': ['p2', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769733738.3007119,SENT,02b8df71-f8c1-4c4d-a24a-4c98b5ed8791,b0951b0c-c3dc-4199-a8cb-55cf5c0fc68a,c5,c4,3386,?,p2,
1769733738.3008475,CREATED,0188063b-a367-4695-99f8-986ca01b16c0,53c3d641-100d-46cf-9302-36c584ba0458,c5,c4,26,?,?,surb={'id': '5495744b-3dc2-4ec0-898f-0f43fe014840', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c5']}
1769733738.3536146,SENT,854395c7-c8f3-47d9-85ba-0f7b7161bb68,5cd72b3e-e922-4214-9c19-1913da0f107c,c5,c4,3389,?,p2,
1769733738.3537464,CREATED,9954acaf-8427-4bbb-855f-266a3bec8e37,3cf712f8-43d5-4a5d-8c3b-50303df00c58,c5,c4,27,?,?,surb={'id': 'f908eb88-e076-4699-8e9a-0e5ed0a7b65f', 'route': ['p1', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769733738.4762514,SENT,011c505f-a03c-4844-808a-2223e0b3fb9a,c57dfe39-6ee5-445a-8248-9843e9dcd2f1,c5,c4,3402,?,p2,
1769733738.4763842,CREATED,416f2887-61b9-4907-9297-d5765d3b0a1a,22defe0b-597a-4311-9ad5-c4b06d5c22e3,c5,c4,26,?,?,surb={'id': 'ba55edf9-bea8-419e-b05d-92319f575a5d', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769733738.9057744,SENT,b155b2db-2190-451a-bc8a-2f55c443149f,88563b05-502d-4748-81b7-29a1d11f954f,c5,c4,3380,?,p2,
1769733738.9059062,CREATED,32e2391e-9eb0-4b84-b95c-8b8d40fef6e8,04e0aca3-6357-4963-a9c9-ff7e4f36fc72,c5,c4,26,?,?,surb={'id': 'a076c484-455d-4418-8824-9dd94754ce40', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c5']}
1769733739.1825268,RECEIVED,989a405d-06dd-40c4-968d-50f4f525c7e3,2d624f8e-ed90-4936-aeda-6dc20713d411,c3,c5,27,p2,?,surb={'id': 'afd5e148-2471-4884-9179-5499e25c18e5', 'route': ['p2', 'e2', 'i10', 'x4', 'p3', 'c3']}
1769733739.218663,RECEIVED,b6571d39-7fa7-48c0-be59-b40708a9832f,cecbe38e-a253-41c4-86a3-4a3f351649f1,c3,c5,27,p2,?,surb={'id': '9b1499d5-a6a5-464c-918a-a06288cc1bcd', 'route': ['p2', 'e11', 'i5', 'x3', 'p3', 'c3']}
1769733739.2198396,SENT,4bd05007-dbce-4b57-8aa3-f00cbccfc943,cc0f7e9b-2c23-4971-813f-39ab45749979,c5,c4,3376,?,p2,
1769733739.2200036,CREATED,b56819d3-3fe9-43d6-8773-0917900921d5,0e76a56d-16f0-4891-b980-1142791e10cd,c5,c4,27,?,?,surb={'id': 'f330a04c-1066-4d02-b2c9-1f738abedb36', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c5']}
1769733739.7611313,RECEIVED,10bfc771-f042-4f9c-9405-5085051c0cad,b0dcc82c-54b0-4e5f-b91c-73e79f46f602,c3,c5,27,p2,?,surb={'id': 'b468c7be-34a3-4a05-8353-906b3a549c8c', 'route': ['p2', 'e6', 'i6', 'x8', 'p3', 'c3']}
1769733739.9434884,SENT,82b716f1-2e04-4373-83b1-44baabb6f463,4c3c460b-cc62-433c-8996-0f7039cfb5a1,c5,c4,3375,?,p2,
1769733739.9436395,CREATED,b8a18850-150c-412f-a6fc-e6a8a756e11a,68d74280-8b5a-4b35-b897-f13c80bb0c2c,c5,c4,26,?,?,surb={'id': '5a51ff6a-051b-4583-b7ec-ba2fb65b6904', 'route': ['p1', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769733740.14745,RECEIVED,c2653791-4c2a-465b-b901-df75e814441d,b63b7814-3093-46dc-87d0-3b0dd63347b5,c3,c5,26,p2,?,surb={'id': 'd7d65aae-ab2c-4cd4-9b78-b906aef2620f', 'route': ['p2', 'e7', 'i6', 'x9', 'p3', 'c3']}
1769733740.1694782,SENT,bd6f6c9d-8ef5-4000-b8dd-f66d3bfea4ab,1d22340c-c89e-4987-b066-59330b69f9b9,c5,c4,3375,?,p2,
1769733740.1696293,CREATED,482f30db-9eeb-40d8-9ce1-931c7299c2fb,7dcf0a73-d03c-4757-9c3d-949b6f75b3dd,c5,c4,27,?,?,surb={'id': '3dfb87b8-8178-489e-a451-c6e6280e8885', 'route': ['p1', 'e12', 'i6', 'x3', 'p2', 'c5']}
1769733740.223927,SENT,c384fc78-ca09-4bc9-8f01-21b56127adbf,beee5c16-359f-420f-8e16-d7fca4f0d5b1,c5,c4,3392,?,p2,
1769733740.224106,CREATED,f2f10c23-0b39-44ce-902e-fc1a41dfc89e,290bc26e-e59f-44df-9ebc-3ebbaae414c9,c5,c4,27,?,?,surb={'id': 'ae147246-1568-470a-a069-b63ead93a85c', 'route': ['p1', 'e5', 'i5', 'x3', 'p2', 'c5']}
1769733740.4879165,SENT,80629854-5bfd-4e9c-a563-404c84a88ab5,1cdc9a45-7f66-482d-97ee-541c12046723,c5,c4,3387,?,p2,
1769733740.4880786,CREATED,a6edfb79-ebea-49d6-9044-68526bfe9587,b2e9c388-5323-4ce9-835e-61061e086b67,c5,c4,27,?,?,surb={'id': '3ff92878-4eab-4543-ad8a-27316e81937e', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c5']}
1769733740.605031,RECEIVED,2ebf1827-71ea-45e2-b016-50112268861a,15a3648d-c220-4e39-a2ae-d3f16dfedfab,c3,c5,27,p2,?,surb={'id': '92f5885b-5004-4ec2-a470-a1b46d3d0ec9', 'route': ['p2', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769733740.771355,SENT,b464b0d1-752b-4638-938d-ef96027b011f,de46384f-ea6e-4cf2-9db5-f16c439c475e,c5,c4,3367,?,p2,
1769733740.7715025,CREATED,cccbd023-05fc-4487-8175-7dd190ef76bb,570385be-bbb0-4dab-93c4-dfb09a1907b8,c5,c4,25,?,?,surb={'id': 'a28acd12-05a8-4532-89ee-a51b467a80b0', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c5']}
1769733741.1856768,RECEIVED,2b20be3c-002e-44c3-b52b-4c4b5c1df087,916077e9-0205-4662-984e-f6c8ece34477,c3,c5,27,p2,?,surb={'id': '28c46f2b-68d9-43a1-87f5-f0dd9ca3917f', 'route': ['p2', 'e8', 'i12', 'x8', 'p3', 'c3']}
1769733741.1956303,RECEIVED,a22eb070-5043-4602-a381-8f6376989788,f1540367-3f9a-41f7-a354-e25a86dc3a98,c3,c5,27,p2,?,surb={'id': 'f317e7e0-1226-4c5b-952e-9d63359ae7ee', 'route': ['p2', 'e5', 'i1', 'x2', 'p3', 'c3']}
1769733741.415874,SENT,d3a8a605-4c1a-415a-9a9a-7d731e3f590f,100efaa6-92d4-478c-beaf-f9ec35e89451,c5,c4,3364,?,p2,
1769733741.4160058,CREATED,48d6aac2-69de-4d9b-b143-0dd998d10ada,12fd83a0-f6e0-4527-95e4-0dddf545a65c,c5,c4,27,?,?,surb={'id': 'a8a8303a-e319-4f5f-9dc2-4dedd1fb5868', 'route': ['p1', 'e10', 'i3', 'x1', 'p2', 'c5']}
1769733741.537405,RECEIVED,0edb3f64-2a6a-44d2-bd02-69a0bd02c37f,f0d90361-0e61-4e42-9f27-5c6e8568d057,c3,c5,27,p2,?,surb={'id': '65f6027f-ddd4-4664-85d4-10d8dd8948ef', 'route': ['p2', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769733741.5470786,SENT,d1d4ec87-ab97-418b-be3a-98bfd036bca8,e4e115b7-0f0b-46f6-a8ce-d29175d0f1d1,c5,c4,3381,?,p2,
1769733741.5472028,CREATED,91a5b395-9244-40b5-9672-604c6ea6e61c,79879589-9bc7-4223-a5a0-a9276e116e5f,c5,c4,27,?,?,surb={'id': 'c3c56aa0-8862-46b5-adb1-e0d36cf4de38', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c5']}
1769733741.5691674,RECEIVED,b053d16c-a67d-4e56-bb05-6fce0abdce0b,75162acd-1739-4d3c-b8c7-e7adf2cee981,c3,c5,27,p2,?,surb={'id': 'c05d9ee8-c12c-48cc-8a2a-6c5917754482', 'route': ['p2', 'e12', 'i10', 'x8', 'p3', 'c3']}
1769733741.8085797,SENT,b373202b-67d0-4ebe-b9d3-49c8de8048ec,678c528d-f97a-4210-9e56-149e9a1d01d0,c5,c4,3371,?,p2,
1769733741.808716,CREATED,785eef38-3a8a-4b4e-b807-e76bd1420e4f,7f486f31-8baa-4cc2-ae60-a6509a6afac9,c5,c4,27,?,?,surb={'id': '98385797-9333-475f-9a6c-a56660be4748', 'route': ['p1', 'e10', 'i11', 'x7', 'p2', 'c5']}
1769733741.9814105,RECEIVED,d7c2a0b8-2dac-4055-9978-89ea5e57eae0,feab540d-3a8f-49ae-b5ff-49229a4049f6,c3,c5,27,p2,?,surb={'id': '294c39c5-38a7-4161-b08f-2a2bcd62a1ed', 'route': ['p2', 'e10', 'i5', 'x9', 'p3', 'c3']}
1769733741.9956188,RECEIVED,39dd3b68-3df7-4424-8ff5-546dc58d4993,4514a720-b566-41af-9f2e-fdcf05da324b,c3,c5,27,p2,?,surb={'id': '163e8804-c7be-4562-9194-f612ac161f82', 'route': ['p2', 'e6', 'i11', 'x11', 'p3', 'c3']}
1769733742.1330342,SENT,49a4111c-28dd-4d3d-b7c4-7e149787f6c8,2f4d0c0b-19bd-4d26-ac24-320d6d5d5897,c5,c4,3368,?,p2,
1769733742.1331959,CREATED,e4742bef-ed28-4d77-af89-543513f16904,ed455f4e-2e65-419f-99e8-1dd2a2c25843,c5,c4,27,?,?,surb={'id': '327864f1-73f8-4ab1-b462-6c2c896a6f9d', 'route': ['p1', 'e4', 'i5', 'x4', 'p2', 'c5']}
1769733742.3829548,RECEIVED,a37dc6e4-4899-41ca-b166-3b380c237683,43e98692-6dd4-44eb-b2c8-5112fe01091a,c3,c5,27,p2,?,surb={'id': 'a7de2e53-c35d-40a1-858f-200f12c5836e', 'route': ['p2', 'e9', 'i10', 'x8', 'p3', 'c3']}
1769733742.4901795,RECEIVED,fd90d64e-7344-4849-92c6-b42a55df1415,470f0a6e-acf5-4a02-934b-47a4a708c492,c3,c5,27,p2,?,surb={'id': '16db7641-6114-48c6-a34b-f9ed172df8c0', 'route': ['p2', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769733742.9896894,RECEIVED,bbe50b58-5295-4d97-80b2-6b55d7a1fe30,82a0bde6-11fe-4d9b-94ec-3b8695091631,c3,c5,27,p2,?,surb={'id': '456940ed-ee0e-4e35-ba11-d9ef1ca66085', 'route': ['p2', 'e9', 'i8', 'x4', 'p3', 'c3']}
1769733743.062455,RECEIVED,5a448fdf-9e04-4444-acda-9b671c876397,722c1470-a843-4258-904b-55cc0d9e382d,c3,c5,26,p2,?,surb={'id': '814d2732-a03b-4d69-8313-b71d0479a660', 'route': ['p2', 'e6', 'i12', 'x12', 'p3', 'c3']}
1769733743.345027,RECEIVED,6a23ae78-ebd5-4734-aed6-73de3c432db7,7141eb65-8278-41ee-a323-3990c75affb3,c3,c5,27,p2,?,surb={'id': 'f27a0bd2-45ec-4585-8e0a-e8ba1f0e8e1c', 'route': ['p2', 'e5', 'i9', 'x12', 'p3', 'c3']}
1769733743.3651094,RECEIVED,b2bc7b0f-13f7-44d1-a3f3-15b9355d5d11,f28084d5-60ea-429d-a250-943a57e79420,c3,c5,27,p2,?,surb={'id': '0e9a1497-1f3f-4934-87ed-5d03e3f7d6df', 'route': ['p2', 'e2', 'i11', 'x2', 'p3', 'c3']}
1769733743.5024364,RECEIVED,24755c5b-3a34-45c0-94bc-03ba19f5e3f6,a465cbd2-264b-458c-acdc-f7b3f1bad28a,c3,c5,27,p2,?,surb={'id': 'e6a419f1-4004-40c5-bf17-7af5327998e7', 'route': ['p2', 'e9', 'i2', 'x7', 'p3', 'c3']}
1769733743.9609206,SENT,c21dc16b-d81b-4f16-9464-c4cc28fb4675,418b0b84-9506-4090-bb98-b02a49e302d2,c5,c4,3392,?,p2,
1769733743.961104,CREATED,67a71099-2831-49cd-852c-62c15ad55348,2c1ec3aa-9f8b-4ede-aec9-d462b992a9a0,c5,c4,27,?,?,surb={'id': 'acf28657-91c4-42f7-a843-8bbd8df019b4', 'route': ['p1', 'e8', 'i8', 'x12', 'p2', 'c5']}
1769733744.1552167,RECEIVED,b53553cd-8393-45cd-844e-93e3a2cd8043,4e15bba6-5a8e-45c0-8cb9-81141c6d3208,c3,c5,27,p2,?,surb={'id': '3892c2cf-5442-476c-a2a9-3a00dbe41a86', 'route': ['p2', 'e6', 'i11', 'x10', 'p3', 'c3']}
1769733744.4478176,RECEIVED,c77e8950-1e8d-4a11-a731-9320d6cf4910,2d310cf0-1ff5-488d-babc-09f7fdaf45f3,c3,c5,27,p2,?,surb={'id': '935391b2-9cc1-4ed5-b3d5-aa4be7a139a2', 'route': ['p2', 'e12', 'i8', 'x5', 'p3', 'c3']}
1769733744.4732585,SENT,5ee33161-9037-4866-91fb-55946432f0a9,5d797a8f-29f8-4c91-be38-4ac6c2f93a20,c5,c4,3400,?,p2,
1769733744.473405,CREATED,5624ef67-8ab1-4b48-8942-3fed899e7e67,d67e433a-16c6-437f-97b0-c1aea506d553,c5,c4,27,?,?,surb={'id': '5a592142-246e-4827-98e9-a591cca49c2a', 'route': ['p1', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769733744.80775,SENT,26fbdd67-8c0a-4156-8a00-d23535babf80,e6ce8a3e-2cb1-45ed-bfd5-d41930020a70,c5,c4,3360,?,p2,
