timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733730.3271475,SENT,8352fa79-1d7a-4485-833e-a6ffca75d630,e967147d-cdbc-47d5-84be-2d789ca8e4f8,c4,c1,3361,?,p1,
1769733730.3273141,CREATED,cc70361f-3832-4ca8-8b2f-25cdbe0bf8e8,877006f3-c5a6-4d7d-8f58-5d7e0e21236e,c4,c1,26,?,?,surb={'id': 'fd6f8a17-0f75-41ef-a44e-f57f1c167d22', 'route': ['p1', 'e6', 'i4', 'x8', 'p1', 'c4']}
1769733734.5608504,RECEIVED,52afb943-8af9-4c56-a791-cd44eb847a1b,1f9a8eaa-4eea-40d1-944b-0f4b72ebbfeb,c5,c4,26,p1,?,surb={'id': '26e47be0-12e5-46ed-8c09-ba0cd41a3aad', 'route': ['p1', 'e12', 'i7', 'x7', 'p2', 'c5']}
1769733734.8890963,RECEIVED,fb2a8496-012c-466d-a407-c55c0bb196ec,a2473e5c-f6a9-4409-bf56-91932d7f91c4,c5,c4,27,p1,?,surb={'id': '88fea108-c9a0-4d0c-8ce0-cc79a060d1db', 'route': ['p1', 'e1', 'i5', 'x10', 'p2', 'c5']}
1769733734.9956152,RECEIVED,a5e6ecb7-71f5-4e24-a589-27f814293790,d60da59e-39c3-499a-b9c0-b273f1938451,c1,c4,27,p1,?,surb={'id': '89b049fe-4c2b-48d2-a847-e46fc3a12886', 'route': ['p1', 'e9', 'i3', 'x6', 'p1', 'c1']}
1769733735.018543,RECEIVED,b93a734a-1152-493e-9632-1160d0c38613,f4de908c-2f91-47b6-bd3b-c0ece6141093,c5,c4,27,p1,?,surb={'id': '69954deb-52a5-488e-9c46-c472da3b3ed8', 'route': ['p1', 'e11', 'i6', 'x5', 'p2', 'c5']}
1769733735.1486242,RECEIVED,3804c923-e545-4376-bcb5-78c4fd103220,83183ce2-de96-4979-8879-dcc2617f9238,c1,c4,27,p1,?,surb={'id': '0336bc2e-d663-4d53-a903-0f785e822403', 'route': ['p1', 'e2', 'i8', 'x8', 'p1', 'c1']}
1769733735.208501,RECEIVED,ff1897aa-4542-4be3-bfc8-874747dd7cc2,f1231792-31ab-4ccc-a833-a5705e984395,c1,c4,27,p1,?,surb={'id': 'ab8adea6-c5a1-4b1f-9d75-594192b7bc08', 'route': ['p1', 'e5', 'i11', 'x2', 'p1', 'c1']}
1769733735.3306115,RECEIVED,63e42dbd-e862-415c-869b-9bbf676d4c5a,5cb4f163-8c64-4ef9-b29e-ae9225efb7ed,c1,c4,26,p1,?,surb={'id': '1bae8b47-8da6-4e65-9c1a-693404a1f37f', 'route': ['p1', 'e6', 'i11', 'x10', 'p1', 'c1']}
1769733735.4031966,RECEIVED,dae51e2b-13d0-4e23-8182-ffb8d2a73089,3a485208-d9d7-457b-bb01-ed5ab210d293,c5,c4,27,p1,?,surb={'id': 'e5e659f7-fb26-41c0-9b9b-554dc906f4ab', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769733735.4399135,RECEIVED,5ef41126-ced5-4961-a2b0-b233c00d3ff7,80b33199-90f8-448d-b565-caa28d18cc38,c5,c4,27,p1,?,surb={'id': '0861ad44-9bb0-4d9c-909c-18324ac98b63', 'route': ['p1', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769733735.5077367,RECEIVED,7fcc7323-34f2-4fb2-9a7a-ef482cd2baa9,8a1084f6-2eaa-46b8-ad50-eb597c398387,c1,c4,26,p1,?,surb={'id': 'c7e92b50-2593-430b-a9ba-feac38f3f1d6', 'route': ['p1', 'e9', 'i2', 'x11', 'p1', 'c1']}
1769733735.9686108,RECEIVED,4c0f9002-45bb-446b-9903-4ceea49075af,4c39fa45-f353-45e4-af6a-2d7cd48cfbca,c1,c4,27,p1,?,surb={'id': '183ba37e-6ab5-4be4-8eaf-e8dadaccd60f', 'route': ['p1', 'e8', 'i9', 'x5', 'p1', 'c1']}
1769733736.1831164,RECEIVED,a03beea8-6157-47cf-b9a7-7ee48c80467e,6b371ee3-5e28-4245-b2c7-102edd4c65aa,c1,c4,26,p1,?,surb={'id': '144101d8-8d3a-4d0f-bb35-7c7bb95abe28', 'route': ['p1', 'e12', 'i10', 'x11', 'p1', 'c1']}
1769733736.2159941,RECEIVED,f86f3de5-cb2b-4a07-a65b-528bb59047ad,0b416b6e-25d2-4934-8785-8c9d85dd2e6e,c5,c4,27,p1,?,surb={'id': '2786c878-71f2-45bd-a2b9-47b21793006f', 'route': ['p1', 'e5', 'i4', 'x12', 'p2', 'c5']}
1769733736.5843003,SENT,aa0308c4-7b87-4344-9c7a-5367fce07be8,4c990d80-57f6-4eee-acb7-5f79be15c22f,c4,c1,3379,?,p1,
1769733736.5844784,CREATED,65086fd7-caeb-4eb2-aefe-5301a616f00b,a68cbbbd-a1ec-48b6-b4ef-76c848730e14,c4,c1,27,?,?,surb={'id': '615afcc6-5139-467b-82d3-e6fb107f7839', 'route': ['p1', 'e12', 'i6', 'x5', 'p1', 'c4']}
1769733736.6001937,RECEIVED,9a97a2fa-3938-42df-9adb-d2d2681982d2,13092580-fa86-45c6-bc77-ddd18159669a,c5,c4,27,p1,?,surb={'id': '2defa6f8-229c-41d5-8ece-ce7f65ab1cbb', 'route': ['p1', 'e2', 'i9', 'x1', 'p2', 'c5']}
1769733736.6680825,SENT,13c314bd-898d-4b1c-9768-c4c48b45d361,b2548a39-f45e-49ad-87a9-3c4006c85859,c4,c1,3395,?,p1,
1769733736.6682243,CREATED,2a46fa37-ab90-488d-85ee-862a049c36b2,19f72b97-3c47-4674-ac83-910691e4f3e0,c4,c1,27,?,?,surb={'id': '4b67d289-e817-4b23-8e53-96e1c89e071a', 'route': ['p1', 'e2', 'i11', 'x5', 'p1', 'c4']}
1769733736.7513094,RECEIVED,f1d5c561-8688-420c-8b15-8c35346681bd,b76a75c3-34a5-4ef3-8ef7-35c0e66af4a5,c1,c4,26,p1,?,surb={'id': '03753029-a834-4a58-a6c4-8f15863a7d18', 'route': ['p1', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769733737.087504,RECEIVED,f0e82579-2562-4d55-be7d-e7366d15e773,c11c7fb2-0773-41fc-8a11-6f533e5ef64e,c1,c4,27,p1,?,surb={'id': '55c0e3af-0793-43d6-bd9a-5ac30b559847', 'route': ['p1', 'e11', 'i12', 'x9', 'p1', 'c1']}
1769733737.2277634,SENT,75c0bc2c-b362-448c-a7ac-21e2f67ee95f,7834043f-b4cf-40c9-9778-d69b6e192d64,c4,c1,3383,?,p1,
1769733737.2279105,CREATED,98ef484a-f960-4286-8657-f7e5d7d8199d,93cd1bb4-d380-433e-8122-839f7da3e5de,c4,c1,26,?,?,surb={'id': 'b1611b2c-3d23-4527-87bd-b64eaf4aff0b', 'route': ['p1', 'e2', 'i8', 'x8', 'p1', 'c4']}
1769733737.3359337,RECEIVED,cc4b5c8f-5d59-4ece-89e0-2da1d323670d,ad399ae5-2f89-4622-992f-0e39fe3d7a75,c5,c4,27,p1,?,surb={'id': 'f9c5a964-a668-4ebd-8f47-34532756863b', 'route': ['p1', 'e3', 'i2', 'x4', 'p2', 'c5']}
1769733737.428379,RECEIVED,49dba994-2505-4337-952e-19a426534972,0f2bdf3c-d7b1-4287-82a4-5b10d128ea17,c5,c4,27,p1,?,surb={'id': '7ed3baa7-1a66-47d9-94c1-d1925fe1f899', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c5']}
1769733737.6028216,SENT,d3eec167-b3f8-4cd4-ba2c-fc46282e3fe3,0d059953-ad2a-4be0-9183-317b5e433862,c4,c1,3377,?,p1,
1769733737.6029563,CREATED,3a963464-425e-472a-8f0d-5e815a4482e7,b9cff5de-7967-4bc5-87ee-753eead60af3,c4,c1,27,?,?,surb={'id': 'f38ac7ad-06c6-4e18-ba9f-cda94a6b7deb', 'route': ['p1', 'e5', 'i2', 'x7', 'p1', 'c4']}
1769733737.6453881,RECEIVED,40d541c1-9a59-45d8-b5bf-af9a5391bc83,ed72cf42-9cec-4ecc-a889-15c0a563d174,c1,c4,26,p1,?,surb={'id': 'bae9886d-ec43-4031-8bfe-e45e6c218487', 'route': ['p1', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769733737.710959,RECEIVED,f0fc9d6d-bb0a-43f5-ba21-69625edaa40d,7e2f6d4e-a43a-476c-aedd-c72b781912ec,c5,c4,26,p1,?,surb={'id': '699a92ec-178e-4d53-9f97-a001c0a55d1c', 'route': ['p1', 'e3', 'i3', 'x11', 'p2', 'c5']}
1769733737.8563824,SENT,cd4b6880-6bec-4c57-961d-d81dd81ef1cd,a4aa237a-9cef-4f02-b5f3-5988bafe0427,c4,c1,3371,?,p1,
1769733737.8565297,CREATED,7ac7c8ca-5061-4835-b97b-aab84e922b6e,5560d938-16da-4e45-a714-35e0f9322969,c4,c1,27,?,?,surb={'id': 'b1e8b303-5d12-41ff-8dff-458703291611', 'route': ['p1', 'e1', 'i7', 'x12', 'p1', 'c4']}
1769733737.8782973,SENT,04c870da-72e3-4968-a43e-75e8dedcc38a,385a93e9-9839-4263-90f6-e3b0f29aa858,c4,c1,3364,?,p1,
1769733737.8784337,CREATED,186ef555-5095-4af1-a8f2-1888871134c0,18e48d93-e575-479f-92cf-7ef27f0ed9ff,c4,c1,26,?,?,surb={'id': '4de23494-c599-416d-85d5-ec7a3a0374ec', 'route': ['p1', 'e4', 'i8', 'x8', 'p1', 'c4']}
1769733738.4675477,SENT,bc249367-14c5-4d81-8112-ec4fc42b4eca,bb1b9f30-2254-4ebd-9f55-3b5472d87be0,c4,c1,3384,?,p1,
1769733738.46768,CREATED,8a32dfcf-2ef7-4263-97a9-0f7ad3bbf55f,93ddb54a-6eb3-4cb7-aa3a-28aaec2ca991,c4,c1,27,?,?,surb={'id': '8ce82753-24bd-4409-9c75-5aee6b9d55bf', 'route': ['p1', 'e12', 'i2', 'x4', 'p1', 'c4']}
1769733738.592906,SENT,ad72bb29-b24a-4627-a88f-fb4356efddfa,b5b0fec0-f775-42b0-ae16-a7e4ab5544c1,c4,c1,3376,?,p1,
1769733738.5930798,CREATED,91238c2e-bb68-473d-80db-3ce1f21527d8,441ce8ae-2cec-4482-becb-a5891c45a150,c4,c1,26,?,?,surb={'id': '82fee128-62cd-407e-9644-bfc9496455d5', 'route': ['p1', 'e3', 'i1', 'x5', 'p1', 'c4']}
1769733738.6472912,SENT,44d866b5-d249-4847-b85a-a2d1b9d73d1b,bbecf0a5-d992-4659-b32e-8d9077c92856,c4,c1,3385,?,p1,
1769733738.6474419,CREATED,feb51765-3fba-43fa-b702-40c09c413eb6,31d60630-0add-4339-907c-70205715e173,c4,c1,27,?,?,surb={'id': '09188c4d-3459-4c2e-ad2f-fe1b5338d8fc', 'route': ['p1', 'e10', 'i7', 'x3', 'p1', 'c4']}
1769733738.709699,RECEIVED,cadcb129-0890-4bc6-a0dd-05a0ae4f7f80,58a1b3cf-e869-46ac-9082-246f2d25e9aa,c1,c4,27,p1,?,surb={'id': '20416a09-128a-4b93-8f85-47ee4f2922b4', 'route': ['p1', 'e5', 'i9', 'x2', 'p1', 'c1']}
1769733738.742163,SENT,3dc67f26-f43d-4fac-b0d6-5693d435c826,6bd94bfa-2906-4977-b4f2-b8b9411907ec,c4,c1,3384,?,p1,
1769733738.7423127,CREATED,72a3f5af-dd01-45c7-9fec-ff2e29f2dd96,b4cc2143-530f-4730-a279-d2e8ddeeac50,c4,c1,27,?,?,surb={'id': 'f35db611-b19e-4fa5-8943-95e974e64e81', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769733738.8046443,RECEIVED,ecf2990c-53f7-484b-aa91-40847a05274f,62e463fb-4f1d-4964-8c9d-c00db29321cc,c1,c4,27,p1,?,surb={'id': '59b9b3e3-c65c-4c0a-9994-7c7d29cee5e9', 'route': ['p1', 'e5', 'i5', 'x9', 'p1', 'c1']}
1769733739.0365732,RECEIVED,6126d5a9-9c12-47eb-9a6a-204e04a2869a,64da933d-e764-424e-aeee-c47cda335051,c5,c4,26,p1,?,surb={'id': '6efe03ca-ccf6-4fe3-89d3-3ed1a9025ab3', 'route': ['p1', 'e9', 'i8', 'x9', 'p2', 'c5']}
1769733739.1895359,SENT,c10e3b2b-f504-4377-844f-2864793d014f,20de1942-4d10-4afb-9deb-aaa06f1a326b,c4,c1,3363,?,p1,
1769733739.189677,CREATED,d977658e-e874-4267-9bfc-dc11768a8223,a0cca0df-0705-43b4-8f41-bd03ac834fe0,c4,c1,25,?,?,surb={'id': 'f6cbc0c6-9c3d-49b5-855f-4b851dec11f9', 'route': ['p1', 'e5', 'i9', 'x8', 'p1', 'c4']}
1769733739.1989272,RECEIVED,52cfedd1-7e21-46b0-8f5c-550b2aa605bb,35368f8f-48df-42f3-ae8e-a52ce393c25e,c1,c4,27,p1,?,surb={'id': '52fa0923-a0e6-4eb3-903e-33dfdf6d671e', 'route': ['p1', 'e9', 'i5', 'x5', 'p1', 'c1']}
1769733739.4455996,SENT,aa551d37-9ad5-4c9d-ad82-270a14bbb7cb,0b58cbb4-2369-438c-9f7a-2700487b7d7d,c4,c1,3380,?,p1,
1769733739.4457457,CREATED,d1efcd4e-f3ee-4e07-89e0-65e7dfdfdaa8,58c99a04-7640-4bad-a3ed-fee2edd214ac,c4,c1,27,?,?,surb={'id': 'd5dbc4a9-00e9-4f7a-8937-0e4b8b67f798', 'route': ['p1', 'e9', 'i6', 'x9', 'p1', 'c4']}
1769733739.4920783,RECEIVED,b5a1cb07-0578-4d2e-802a-b3d25624a2fa,afb771bd-8bee-4f40-860d-2aa169039601,c5,c4,27,p1,?,surb={'id': '4582eed5-16c9-4e1d-a009-25c195dfeed8', 'route': ['p1', 'e5', 'i5', 'x11', 'p2', 'c5']}
1769733739.6368785,RECEIVED,4bc3bbc2-83b7-43ce-8c73-bb43ebf355cf,58e80f87-8b91-4592-81f2-9db243d19fa5,c1,c4,26,p1,?,surb={'id': '8bb4ded3-5855-4ffc-89c4-592c3d693553', 'route': ['p1', 'e2', 'i9', 'x1', 'p1', 'c1']}
1769733740.0017183,SENT,1fd0325f-bf9e-4e41-8515-09b6430f51df,c674a79c-1981-40b5-8ae4-0f1d60060cbd,c4,c1,3380,?,p1,
1769733740.0018578,CREATED,ac1ad87e-25f9-477e-9de2-205958016da3,c254b558-ad3a-4f81-8191-3ed4f273a2a5,c4,c1,27,?,?,surb={'id': '5bc300e2-14b5-4beb-bc22-e555dc243b2b', 'route': ['p1', 'e3', 'i1', 'x12', 'p1', 'c4']}
1769733740.091144,SENT,de9fc5be-001d-4b42-8cf8-0409b80b313d,a4e760a5-4d45-43bd-9224-89b8c986f03e,c4,c1,3392,?,p1,
1769733740.091293,CREATED,46dea4a7-99d4-43db-99a0-3e6d41013a3a,4837c5cf-e5c8-4217-8d0c-b50b2597d059,c4,c1,27,?,?,surb={'id': '60bce889-4640-4b4b-a430-fcde0adbf370', 'route': ['p1', 'e12', 'i9', 'x8', 'p1', 'c4']}
1769733740.1043403,RECEIVED,0188063b-a367-4695-99f8-986ca01b16c0,53c3d641-100d-46cf-9302-36c584ba0458,c5,c4,26,p1,?,surb={'id': '5495744b-3dc2-4ec0-898f-0f43fe014840', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c5']}
1769733740.1418111,SENT,3a45d77e-bb98-49a9-b982-5735e4c6688b,df42f1da-aae8-4b55-85e3-42770fd1fdfb,c4,c1,3368,?,p1,
1769733740.1419604,CREATED,fdb11bb0-456e-43fe-acee-a6661f9f80d3,418bee82-457e-4074-80f8-ff176899faea,c4,c1,26,?,?,surb={'id': 'aee7fb00-3e17-4b68-a351-7dc7daecf3cd', 'route': ['p1', 'e12', 'i4', 'x9', 'p1', 'c4']}
1769733740.1740096,SENT,4ad8e74e-be83-445a-ac1f-15f3bab55b07,c719c9d1-2575-45ef-9466-b28e74833904,c4,c1,3370,?,p1,
1769733740.174198,CREATED,3cff7958-878d-4f92-ac7f-50a11faec2ad,b9170b1c-faaa-44c6-b454-99a6ff5e9f74,c4,c1,26,?,?,surb={'id': 'dd2a170a-e6a9-4663-a0ea-d8ce07292bc0', 'route': ['p1', 'e4', 'i11', 'x8', 'p1', 'c4']}
1769733740.2124345,RECEIVED,bd4dba90-0e8b-49ec-afe0-54f7f24f181e,647da4a0-0563-495d-ad86-2c0020ee0cc2,c1,c4,27,p1,?,surb={'id': '61ca820c-ebba-405e-b9a9-463dec78702f', 'route': ['p1', 'e6', 'i11', 'x11', 'p1', 'c1']}
1769733740.3359613,SENT,dcc53df6-4203-4c8e-903c-882a55a28375,8d30592e-5d6b-4c9b-b299-f34467ff19ae,c4,c1,3383,?,p1,
1769733740.3361204,CREATED,d142e5c5-7b31-49b3-bf09-9fad08b94f5c,48afcdc3-fa48-4381-8698-019e030de358,c4,c1,27,?,?,surb={'id': '11bdb2ec-de16-4c84-b194-a39ccc30ba2f', 'route': ['p1', 'e4', 'i4', 'x6', 'p1', 'c4']}
1769733740.650598,RECEIVED,9954acaf-8427-4bbb-855f-266a3bec8e37,3cf712f8-43d5-4a5d-8c3b-50303df00c58,c5,c4,27,p1,?,surb={'id': 'f908eb88-e076-4699-8e9a-0e5ed0a7b65f', 'route': ['p1', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769733740.7863266,RECEIVED,55b5b6fe-96b5-4061-b76d-372c0716b9d7,d1d6a0ab-6da2-4197-9265-a58b7322f968,c1,c4,27,p1,?,surb={'id': '94e566c4-09d4-4674-9492-2f922b0e9f9e', 'route': ['p1', 'e8', 'i12', 'x1', 'p1', 'c1']}
1769733740.8510685,SENT,1b7f3e29-2048-4c11-aeb8-cac813b8f138,95749937-92c7-4371-910d-e230e3eaca31,c4,c1,3359,?,p1,
1769733740.8512213,CREATED,0eadbef4-32db-43de-9e43-faa0f0fad885,ddaa17f6-e8fb-4f11-b46f-10e58cbb4a95,c4,c1,26,?,?,surb={'id': 'eb6e1e4a-6162-4e49-a823-cd9dfb1a0e5e', 'route': ['p1', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769733740.9946504,RECEIVED,d168e08c-1e21-499c-a20a-b9fc918a2c8c,07669492-8934-4ab7-8753-9d698d8ac467,c5,c4,26,p1,?,surb={'id': '54f93e8f-1d41-46dc-8568-31101b63f24b', 'route': ['p1', 'e1', 'i6', 'x9', 'p2', 'c5']}
1769733741.0066905,RECEIVED,416f2887-61b9-4907-9297-d5765d3b0a1a,22defe0b-597a-4311-9ad5-c4b06d5c22e3,c5,c4,26,p1,?,surb={'id': 'ba55edf9-bea8-419e-b05d-92319f575a5d', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769733741.2925434,RECEIVED,32e2391e-9eb0-4b84-b95c-8b8d40fef6e8,04e0aca3-6357-4963-a9c9-ff7e4f36fc72,c5,c4,26,p1,?,surb={'id': 'a076c484-455d-4418-8824-9dd94754ce40', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c5']}
1769733741.446419,SENT,1179efd7-b768-4c89-b8b9-690d8addcead,986ee43e-7871-45aa-88f1-ec1c5c3f3ad6,c4,c1,3371,?,p1,
1769733741.446553,CREATED,f10bf4ac-7daa-48b8-9cd8-c2c2460da210,0a3fd435-22f7-494d-b4e4-3deacf559b20,c4,c1,26,?,?,surb={'id': '8913477e-029c-4ccf-8d2b-44b10b16449a', 'route': ['p1', 'e2', 'i7', 'x10', 'p1', 'c4']}
1769733741.569564,RECEIVED,b56819d3-3fe9-43d6-8773-0917900921d5,0e76a56d-16f0-4891-b980-1142791e10cd,c5,c4,27,p1,?,surb={'id': 'f330a04c-1066-4d02-b2c9-1f738abedb36', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c5']}
1769733741.8779984,RECEIVED,bdc40e5a-0332-482d-a71f-18d5b4a63041,5979e24b-ec28-4f2a-beb2-69ef5c5d6792,c1,c4,27,p1,?,surb={'id': '23357d07-952a-4606-b553-f369a5f5c9f8', 'route': ['p1', 'e3', 'i3', 'x9', 'p1', 'c1']}
