Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,1.5333656337239503,3.3278334810055865,2.009143807148795
e11,1.711632747223633,3.3999831481357505,2.288
e12,2.405183136216888,3.999165706329092,3.029787234042553
e1,1.5130307414678645,3.208740625180289,2.0123456790123457
e2,1.5736210442968679,3.289176320915433,2.0396825396825395
e3,1.4664780211358546,3.2295739585136225,1.951096121416526
e4,1.5423597048869395,3.1794705707972524,2.024174053182917
e5,1.5477037655161352,3.4637927329899973,2.0584362139917696
e6,1.610954851411959,3.326361433169949,2.089385474860335
e7,1.5224052200455498,2.966294418587477,1.9801488833746899
e8,1.4710215477602462,3.1981320562551865,1.9650291423813488
e9,1.6042022583660656,3.280034266589265,2.1057993730407523
i10,1.5240405075538628,3.1466406363433186,2.0253164556962027
i11,1.5187595399183147,3.0921644029362048,2.000783085356304
i12,1.5764262730508805,3.2242663005148873,2.0594214229867083
i1,1.5878309799275332,3.379691365299649,2.1015625
i2,1.4983399647930804,3.407110955400505,2.0032154340836015
i3,1.4688168076693353,3.278526869603592,1.9457627118644067
i4,1.52893523745863,3.1849143488068075,2.0252237591537834
i5,1.4595827085045725,3.2830769158978197,1.9391447368421053
i6,1.4418205423254402,3.104262570951099,1.9352088661551576
i7,1.4857271349424093,3.042188493865672,1.9666388657214344
i8,1.5209934813096055,3.277070915257023,2.014469453376206
i9,1.596570534546251,3.10756265068213,2.076547231270358
p1,3.7457209261604083,4.761962954064003,5.980762740465744
p2,5.0830051022776574,5.830504653283438,13.503936473462739
p3,4.342720524351853,5.312287226608329,8.470314451129527
x10,1.6140618929053605,2.757894792087341,2.0408163265306123
x11,2.3973211560841436,3.8799317951717436,2.986255726780508
x12,1.5576845460391504,3.2161556962310414,2.037720706260032
x1,1.5165615109867976,3.25584461523487,2.0164068908941757
x2,1.5961881497814343,3.489267972094395,2.091492776886035
x3,1.5711115792415493,3.2368599996769065,2.0513866231647633
x4,1.5439427411697644,3.4767488332981844,2.014766201804758
x5,1.5652798084487443,3.8008843457313413,2.0697115384615383
x6,1.5066868531611868,3.2153654611223716,1.999163179916318
x7,1.5207531551688862,3.250327084054489,2.036363636363636
x8,1.6025331077482137,3.2444252002274165,2.069488817891374
x9,1.509175934733716,3.0984875611612086,2.005700325732899
