timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769734346.6860938,SENT,bc0f4028-9614-4653-b372-133bca244912,4f486087-fadc-4640-a65e-94fca95d6c86,c1,DROP,2032,?,p1,
1769734346.6862228,CREATED,c8bc7c45-f983-43ac-ae5f-c0519249c093,0fd28a1d-2653-4725-a354-651345222391,c1,DROP,26,?,?,
1769734346.7951744,SENT,30170060-64dd-4070-a15b-93797cfe636d,ff11ff4c-4a13-4753-bf3e-e4be39ee943d,c1,DROP,2044,?,p1,
1769734346.7952952,CREATED,f3862b6d-ebbe-46f0-9814-23611b42a07f,bdc7cb77-bad6-4d8b-aa52-72a875c4dd04,c1,DROP,27,?,?,
1769734346.9131236,SENT,178f5677-d9c0-464a-8001-f4e2be348539,c79ef702-e0a4-4a82-a6ea-b5b7fb2328a6,c1,DROP,2015,?,p1,
1769734346.9132574,CREATED,bbf0bc67-b936-49cd-857e-d4bf6766d139,24aaac64-710a-4674-b2a1-bb19fb25a454,c1,DROP,27,?,?,
1769734347.038849,SENT,6e9a9df1-91ce-4fba-9003-d62f8de7c930,4a126e4d-4a2b-4cd1-bb97-2c96d8d3c1a0,c1,DROP,2016,?,p1,
1769734347.0389693,CREATED,0b94320f-8ff8-4afe-ae83-95c12418b248,96a1e0ef-4537-4510-be40-70b44f13345e,c1,DROP,27,?,?,
1769734347.2738142,SENT,6fbe28f5-fac9-4403-9452-c1b74632bbbb,1f3a332c-2ed9-4d54-abe4-70b38465bc24,c1,DROP,2015,?,p1,
1769734347.273935,CREATED,92729d81-1700-46b3-a321-8a2823fe68c9,9e6218e0-956a-4e45-ae93-66857c069146,c1,DROP,27,?,?,
1769734347.431971,SENT,4602dd4d-c39c-4fb3-9265-06c6b229bf9b,d9a5eafc-0208-4cbe-8d2c-ed7c2816c5bd,c1,DROP,2020,?,p1,
1769734347.432135,CREATED,2796364c-2e2e-4ff3-a113-df4e7829ea33,849f5df4-5f72-4842-b154-1bba21528b2d,c1,DROP,27,?,?,
1769734347.6574123,SENT,0547e61c-8d51-4914-af38-c8168ea5cdf5,269af3a4-a816-4efa-b6f4-eed49db69dad,c1,c3,3368,?,p1,
1769734347.6575491,CREATED,e686050d-e3f5-4834-82e3-f89368cb083f,3fdfa3cb-e74c-4a76-b809-ba4cd3fc1e1d,c1,c3,26,?,?,surb={'id': '86f3c4e1-e374-42b6-9646-80bcd1e8f1f4', 'route': ['p3', 'e7', 'i4', 'x2', 'p1', 'c1']}
1769734489.740582,SENT,1fd732d7-7ed6-4c55-87b1-a743c9afbea4,946c718a-e636-4880-adbe-7aaa5ada2b8a,c1,c3,3400,?,p1,
1769734489.7407334,CREATED,ae30e3fa-0e6b-4704-aed4-348408bf585e,5b1cb2b9-d83f-4bf2-913f-7fa5651ee204,c1,c3,27,?,?,surb={'id': '688aac68-e72b-497c-aaee-cff6dc943ea9', 'route': ['p3', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769734489.8565626,RECEIVED,42d8acda-1011-4aa6-8c76-d518b20c1f24,1c0fd16d-e932-4561-82cc-64bbe4144e6d,c5,c1,27,p1,?,surb={'id': '46c3cac1-ab3e-4f66-8bef-f7b39805fa17', 'route': ['p1', 'e12', 'i8', 'x2', 'p2', 'c5']}
1769734490.0128596,SENT,d37e2ef7-a136-4a21-8cde-84f905544327,3c0f3cbf-e032-4849-b03b-2f7cc886d9e8,c1,c3,3396,?,p1,
1769734490.0129602,CREATED,deffbdfc-f963-441d-a01c-7d4e47eb2455,3c2a7b70-a8d3-4be8-97d7-4a5ecb0a036c,c1,c3,27,?,?,surb={'id': '142360ac-89ce-4d07-b042-4ea02aacc8c2', 'route': ['p3', 'e1', 'i2', 'x4', 'p1', 'c1']}
1769734490.2116308,SENT,1a7ee499-823c-43c5-a4cc-68faa740e02d,85a2e24e-4cd1-414b-8e1f-22ae36d4fe89,c1,c3,3363,?,p1,
1769734490.211779,CREATED,b6641f87-a4ee-4621-84c5-9ff69a8f5cc2,dba6a0c6-b9ef-428e-ad0d-e1bb121e5d7b,c1,c3,27,?,?,surb={'id': '7c4d3fe6-cb1d-417f-b71d-ce6812d418e3', 'route': ['p3', 'e1', 'i2', 'x2', 'p1', 'c1']}
1769734490.4274485,RECEIVED,8b7b15c5-9bb3-42e3-9cff-8f559e5fa366,15968800-22ec-483e-ae30-3ee8f817adce,c5,c1,27,p1,?,surb={'id': '5771d763-ace8-4537-8ca1-640c2522714a', 'route': ['p1', 'e6', 'i6', 'x12', 'p2', 'c5']}
1769734490.541632,SENT,df8ef65e-88a7-4266-a082-0433fb26555a,3df066cf-df0d-4470-ba27-c416da0aad89,c1,c3,3396,?,p1,
1769734490.541708,CREATED,a2074728-998a-4a4c-9930-467f6d4c164a,bc1bb8ce-4bc3-403e-8754-33b4f470f7ab,c1,c3,27,?,?,surb={'id': 'a625c1eb-2290-48b3-8c30-57b9856221ad', 'route': ['p3', 'e11', 'i9', 'x4', 'p1', 'c1']}
1769734491.1785908,SENT,e3a60a6d-eab0-4d9c-8e6a-5bad176a4f1f,eb56a29b-e9d8-43ba-b37d-e9bce55d1145,c1,c3,3392,?,p1,
1769734491.1786833,CREATED,83631d94-105a-4c49-a7ad-27e3aee0fcb6,0813d9a8-f449-4ebe-a823-d05d13c962a8,c1,c3,27,?,?,surb={'id': '155627a4-4769-49f7-831e-91fa9897b95d', 'route': ['p3', 'e2', 'i12', 'x10', 'p1', 'c1']}
1769734491.2163377,RECEIVED,d6e499e2-2b32-4c59-b5ad-b753a52e3563,f136715b-e7e6-4c68-b7a4-00878378eefc,c5,c1,27,p1,?,surb={'id': 'c043226c-222c-402e-840d-7531e9380e14', 'route': ['p1', 'e10', 'i8', 'x2', 'p2', 'c5']}
1769734491.3004544,SENT,d630b771-2203-4b39-9f96-b295c0be2bc7,5a80afd9-3bf1-48b3-95eb-a8e069a0bddc,c1,c3,3371,?,p1,
1769734491.3005714,CREATED,3680c99e-0481-4924-a141-187e7f76103e,6410aedf-7298-4ee4-802b-344c7bb70524,c1,c3,27,?,?,surb={'id': '96df8966-4b66-4578-b252-ec906cd60cf1', 'route': ['p3', 'e11', 'i5', 'x2', 'p1', 'c1']}
1769734491.487876,RECEIVED,6a74d433-1aec-487a-a3ef-b7b5a91f7d49,a2ee68b6-1b06-422a-b4ee-a8babe8a84f4,c5,c1,25,p1,?,surb={'id': 'f84df82f-75c8-470f-83e4-d066b6431b70', 'route': ['p1', 'e4', 'i9', 'x2', 'p2', 'c5']}
1769734491.4996815,SENT,83690f35-5864-46ce-9b88-6167ff6b89dd,5ccb75cc-6d4f-49a0-afde-049100fe42c2,c1,c3,3384,?,p1,
1769734491.4997737,CREATED,353d443f-beb3-4704-b74f-8e14c330d408,4e50503e-4082-49fa-a557-ca809cdb2a0e,c1,c3,27,?,?,surb={'id': '493fbda6-6dac-414f-8b42-4eb39557e124', 'route': ['p3', 'e11', 'i5', 'x6', 'p1', 'c1']}
1769734491.8623369,SENT,250fa736-407a-4f14-b9cd-0fd1220dd6a3,8dde60c8-0f82-45cd-9b58-7a17187152e3,c1,c3,3377,?,p1,
1769734491.86244,CREATED,b50f4605-6364-4556-86d5-b24ebe7ed86b,b1d8fd45-ed32-4d9a-9668-1e6932513ca7,c1,c3,27,?,?,surb={'id': '5b9824d9-76c4-452a-8eb4-6b443fd29166', 'route': ['p3', 'e7', 'i9', 'x6', 'p1', 'c1']}
1769734491.8710132,RECEIVED,799e91c3-40ee-4313-97bf-1378a4b26ce4,d6b0031b-c9db-4c5f-a982-0f37d4eaba7b,c5,c1,27,p1,?,surb={'id': 'f05a9d73-9b8e-4137-b22a-db0a5e3feaba', 'route': ['p1', 'e5', 'i6', 'x7', 'p2', 'c5']}
1769734492.176217,SENT,110b3b27-c3f7-4c9a-9ae8-e6b210e28ab8,3949c620-63d0-463e-9887-9d39a5bb4be4,c1,c3,3400,?,p1,
1769734492.1763365,CREATED,2ca410b3-ff71-4e1f-b197-ad38fe3beac0,cddb6167-7206-4aa7-8367-14701d2c3ebd,c1,c3,26,?,?,surb={'id': 'b6016f06-2bf1-4886-89e3-40fca162b175', 'route': ['p3', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769734492.2145255,RECEIVED,04ab8c5d-c139-42ae-8b6c-d10d16bb2ad7,f21286df-44d7-49a0-93a4-f7fcfcd999c6,c5,c1,27,p1,?,surb={'id': '9f6aca2b-0696-4647-8016-102aeed5d11c', 'route': ['p1', 'e10', 'i10', 'x8', 'p2', 'c5']}
1769734492.7287621,SENT,1e40fb2c-71c1-460b-acf6-51d528a07158,e83b4e63-87df-4017-81d4-9f809b86f247,c1,c3,3392,?,p1,
1769734492.7288773,CREATED,009b6605-81e7-4e8d-87e6-0d786e8a1707,64a41aa7-e13f-46f9-8881-484192d85a52,c1,c3,27,?,?,surb={'id': 'd027f9c4-a6ff-47b1-9bfd-fb92e330655f', 'route': ['p3', 'e9', 'i1', 'x5', 'p1', 'c1']}
1769734492.8083837,SENT,694da1b3-9b46-45c3-92f4-c36674ba9347,5658a9ae-495e-4ece-9906-6575e1401952,c1,c3,3384,?,p1,
1769734492.8085032,CREATED,ba12072b-a23b-4074-99fb-7429d283fc99,4a9ee03e-8716-4144-9d42-a1d9109a5431,c1,c3,27,?,?,surb={'id': 'dc5e7181-c056-48ea-a776-375709d409e8', 'route': ['p3', 'e12', 'i2', 'x4', 'p1', 'c1']}
1769734493.414625,SENT,7ca1a37d-45ff-4f83-a0a1-d9a32ee4b0e9,c9cf8329-5bee-4485-a8fd-efca0b185a0c,c1,c3,3379,?,p1,
1769734493.4147158,CREATED,97e3157e-ce43-4edd-a461-02a691dfd9b1,16b5e97d-dc09-4321-91ba-d98df6e0fccb,c1,c3,27,?,?,surb={'id': '2673c68e-1fa9-4dec-90a8-62fa81581172', 'route': ['p3', 'e4', 'i2', 'x8', 'p1', 'c1']}
1769734493.6451697,SENT,7bddb6ba-fbe8-4845-8d83-200f5530dd8b,5f7f10b5-a5a5-4a10-831f-0435c2eff456,c1,c3,3364,?,p1,
1769734493.6461606,CREATED,b4466ca5-198e-4657-ae60-6cd57098188e,b93b639b-5eda-4430-9215-e25d962f6b8b,c1,c3,26,?,?,surb={'id': '38b33a62-2d80-432c-a471-a542cfbd258d', 'route': ['p3', 'e10', 'i8', 'x2', 'p1', 'c1']}
1769734493.6578388,RECEIVED,1f121f57-bfa2-4b58-9928-fb3c4229114b,8d321b08-5c8e-4057-9cb2-db76bb09bd66,c5,c1,25,p1,?,surb={'id': 'cbababb9-3a95-45f6-ada2-fccdf5a12fa0', 'route': ['p1', 'e6', 'i6', 'x11', 'p2', 'c5']}
1769734493.8261492,SENT,2a8571e5-2414-4b1d-b1bf-094c091d965d,df8807bd-2adc-4b23-ac96-2d91ea1b008e,c1,c3,3397,?,p1,
1769734493.8262799,CREATED,a2a294bb-319b-43e2-9bb0-adce16e7a80d,5d92ee8d-125e-478b-921f-6f2a6719665e,c1,c3,27,?,?,surb={'id': '18fa208b-8ec6-468a-b944-10751cad7aa8', 'route': ['p3', 'e12', 'i4', 'x12', 'p1', 'c1']}
1769734494.0341094,SENT,61430040-0979-4604-a485-586f01f974c6,eff6d89a-d171-42dd-9f17-60fb65af8574,c1,c3,3375,?,p1,
1769734494.0342011,CREATED,d884243c-89a2-4b65-83dc-99a443644345,f9c01438-cbb9-48f4-9fe1-b428136a44a0,c1,c3,27,?,?,surb={'id': 'e166a5da-96d9-4c4e-9f50-fd65d63e303e', 'route': ['p3', 'e1', 'i6', 'x8', 'p1', 'c1']}
1769734494.2284644,RECEIVED,ae77d41f-0911-4169-91b5-6f602c8a5fc1,2435e948-729e-4545-a613-490dc93dbcb9,c5,c1,27,p1,?,surb={'id': '04b0f277-3107-4ca8-8e5c-286c7f748e71', 'route': ['p1', 'e2', 'i7', 'x4', 'p2', 'c5']}
1769734494.2547588,SENT,a9a5b2e6-f33d-4968-b648-d47fb6e9bd42,5881362b-3b26-4cff-ba2b-228ab6e4d594,c1,c3,3385,?,p1,
1769734494.2549076,CREATED,d1fc8b4f-131b-4f95-94ce-5149dfbf57cf,45b346f3-ddab-4de1-90b9-7e9ad86c9730,c1,c3,27,?,?,surb={'id': '51bf3fe3-a8cb-4576-a4b3-a47f3bc754f9', 'route': ['p3', 'e8', 'i9', 'x9', 'p1', 'c1']}
1769734494.323149,RECEIVED,85236241-0251-4def-9c76-93b9064d3891,8f7a6105-9cc2-447c-8c52-d820a78cba2b,c5,c1,27,p1,?,surb={'id': 'bcd56df9-0398-4806-874f-52a5c473c24a', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769734494.3478856,RECEIVED,2afd3272-0ad8-4049-891a-e05f04895658,8e72ddce-8416-4095-9d5f-69c886ba5d36,c5,c1,27,p1,?,surb={'id': 'd1d5c512-f065-4ceb-8658-cba3b1064142', 'route': ['p1', 'e8', 'i4', 'x3', 'p2', 'c5']}
1769734494.3782258,RECEIVED,d763e6d3-5cd1-43a8-b940-047daa16eade,ad786a41-76fa-4848-b8f8-446210a765eb,c5,c1,27,p1,?,surb={'id': '98d0ee96-8d80-4175-bd9c-07028683fd67', 'route': ['p1', 'e6', 'i10', 'x8', 'p2', 'c5']}
1769734494.5177495,RECEIVED,3adee348-ede9-4a3f-ae19-0cb661d4f3de,6133a671-dced-4355-ba8e-b116e0bc1f76,c5,c1,27,p1,?,surb={'id': '0b898dd2-58fe-4769-bdb6-44020b17ca12', 'route': ['p1', 'e3', 'i9', 'x8', 'p2', 'c5']}
1769734494.7622695,RECEIVED,fb3d2ce2-2cdf-4c02-9dcb-9b08044b98de,854fbea4-2822-47a1-b443-99d4d0c3dc47,c5,c1,27,p1,?,surb={'id': '508742bb-5251-4819-8be6-415b4b152849', 'route': ['p1', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769734495.363988,SENT,79645d98-896a-4b11-8cc2-abea149684e4,eb789bd4-9e75-49f6-bbdc-9892ce08c4fd,c1,c3,3375,?,p1,
1769734495.3641577,CREATED,cd7a513f-17f1-4a4e-a357-3c8249f1e905,f02959c5-0b64-4f5a-bdd8-1c790b933b09,c1,c3,27,?,?,surb={'id': '6e6443ed-7213-4e1d-a734-2d6fe1e19874', 'route': ['p3', 'e6', 'i4', 'x9', 'p1', 'c1']}
1769734495.420932,RECEIVED,3407e51c-8d60-42e0-9ffc-7724962e534b,95ca4e7b-53c3-4a4a-be16-24b9fe202f4a,c5,c1,27,p1,?,surb={'id': '2d3201cf-4c11-4b00-8504-f1fba566afc7', 'route': ['p1', 'e10', 'i2', 'x7', 'p2', 'c5']}
1769734495.4267757,RECEIVED,55889454-3697-4159-9fc5-1d01577586c1,9829a8db-4cbd-4189-a9f2-8bef4a8cc032,c5,c1,27,p1,?,surb={'id': '0d320cb2-bd8e-48d9-b12f-43468e071fa8', 'route': ['p1', 'e1', 'i2', 'x12', 'p2', 'c5']}
1769734495.4923482,RECEIVED,f73a8a11-57cb-4853-aebd-86d4141c59ab,8b5727e1-3af6-44d2-a922-32e0e9c23e07,c5,c1,27,p1,?,surb={'id': '7124f3fc-3b9b-494e-a995-4737872d8089', 'route': ['p1', 'e6', 'i4', 'x11', 'p2', 'c5']}
1769734495.5428536,SENT,96ab5cb5-bb3e-4f18-a5fb-005a4b120130,e616ab98-72f3-406d-afc8-5745d8fbf12b,c1,c3,3380,?,p1,
1769734495.5429718,CREATED,0155bedc-924d-4b2d-b61a-16b206c3287e,39b82cd0-cde3-4301-9d21-4f14e41e57ec,c1,c3,26,?,?,surb={'id': '89ae1043-04d2-494a-8ad9-50bc4ec081e1', 'route': ['p3', 'e11', 'i8', 'x1', 'p1', 'c1']}
1769734495.8732994,SENT,4a4b4c69-494c-44dc-b919-7ff5b0965cf2,995524cd-2a65-46d8-a98a-e3d99a1691eb,c1,c3,3405,?,p1,
1769734495.8734207,CREATED,45fa4d19-75d9-40cf-8cdb-1deada365764,a1b0cb25-c041-451b-bb6a-d3a73b01d24c,c1,c3,27,?,?,surb={'id': '739a50d2-e0ee-4f0e-b9c3-5c30e7e6de4e', 'route': ['p3', 'e12', 'i9', 'x11', 'p1', 'c1']}
1769734495.9317813,SENT,016be8ed-e282-4341-8616-b6544acf115d,53f79dc8-48b5-4405-96a4-e78fb9778a52,c1,c3,3352,?,p1,
1769734495.9318485,CREATED,fbf9d93a-e53a-47ad-bd15-62d1ef0ad0e3,1178eca5-c556-4ffb-8134-52220abba004,c1,c3,25,?,?,surb={'id': 'a0b6a816-5fa7-4006-813c-1d3ffb5a6111', 'route': ['p3', 'e2', 'i2', 'x7', 'p1', 'c1']}
1769734496.2962441,RECEIVED,cc860158-59eb-4fb5-9477-cd88e9afd965,3958304e-4830-49bf-9452-caf4ba03f8b1,c5,c1,27,p1,?,surb={'id': '9f5a6b5a-3102-4217-9e83-fdf8439c3cba', 'route': ['p1', 'e8', 'i6', 'x1', 'p2', 'c5']}
1769734496.3256989,RECEIVED,2a90aa49-8f87-4e08-87c9-b1a9cd006314,68a00559-f5fb-4ac0-945c-297fca06064c,c5,c1,26,p1,?,surb={'id': '78e50d1e-88f1-4fda-a6ce-6a26be8b1827', 'route': ['p1', 'e7', 'i11', 'x8', 'p2', 'c5']}
1769734496.4768279,RECEIVED,52af92c6-4fdb-464b-9217-aa95f0d3bbf6,0d52cb76-f2ca-4e87-929f-ce50895f2749,c5,c1,27,p1,?,surb={'id': 'ed44f267-281f-452f-86c6-1d5e3125986c', 'route': ['p1', 'e1', 'i6', 'x1', 'p2', 'c5']}
1769734496.543243,SENT,8412926a-0675-4180-9d68-8bae0f16c16e,d1de3d9a-d750-43a4-a96f-de61e59bfd51,c1,c3,3396,?,p1,
1769734496.5433936,CREATED,1063d6b6-7a54-4964-a4e0-d16ffec37176,83dc1107-8e4c-493f-8a0f-959f1ecfff49,c1,c3,27,?,?,surb={'id': 'cbdb9671-527c-4f64-a986-8ce4fb3c0dc4', 'route': ['p3', 'e3', 'i12', 'x4', 'p1', 'c1']}
1769734496.6308632,SENT,cfdc4051-af4c-4f09-9fd1-b4ae2e99bc77,729a62e8-fb92-4fef-9940-0e36808fb6ac,c1,c3,3396,?,p1,
1769734496.6310117,CREATED,9503137b-412d-40d0-8a48-c79eed5349e4,291ca223-6cd6-4948-8ebb-05d2f69785d1,c1,c3,27,?,?,surb={'id': 'e2023b19-c725-4132-86db-c51b50687c5a', 'route': ['p3', 'e11', 'i7', 'x12', 'p1', 'c1']}
1769734496.7544265,SENT,3221eac7-cb5d-4490-b7d3-2e8e03286804,6f2401f7-bdf7-4a5a-939d-a19ba75d854e,c1,c3,3395,?,p1,
1769734496.754572,CREATED,2a3e114e-7a8c-4015-9f4f-323a9363d08f,741e9b75-9599-49b8-be20-6ff722365804,c1,c3,27,?,?,surb={'id': '0e1d1fd0-0409-49ea-9a56-5841c42d20b3', 'route': ['p3', 'e4', 'i11', 'x5', 'p1', 'c1']}
1769734496.9493504,SENT,f00601dd-b209-4760-8775-e9d0d43f750e,c75bdcd1-d8e1-418a-a987-78a945797482,c1,c3,3380,?,p1,
1769734496.9494984,CREATED,d6669628-49d3-4933-bc12-c2433524d316,4569d99d-28c6-45d1-9749-10475b1cd15b,c1,c3,27,?,?,surb={'id': 'eb7961a5-e07a-4a29-8ec3-dafbf84ddc53', 'route': ['p3', 'e2', 'i11', 'x4', 'p1', 'c1']}
1769734497.1352556,SENT,c17f180d-d0bb-4b17-94b0-b03e4ceadd76,dcd20d8f-8a3b-4702-a0ed-e4256aebfa02,c1,c3,3404,?,p1,
1769734497.1353345,CREATED,0f5860f8-05bd-490b-af9b-1772f1c50138,42511c6e-bd4c-4052-b1fd-5e2d0b4b1f4d,c1,c3,27,?,?,surb={'id': '80444949-9026-4425-87bc-2d65d2e72070', 'route': ['p3', 'e11', 'i5', 'x6', 'p1', 'c1']}
1769734497.2741213,RECEIVED,49907ad1-f551-4dd8-baf8-2b5edc9854d9,dc64c7ee-b491-42b1-8645-632549599669,c5,c1,27,p1,?,surb={'id': '9b146a77-5e67-4df8-9f71-0d90a4d43e50', 'route': ['p1', 'e1', 'i10', 'x5', 'p2', 'c5']}
1769734497.4072385,RECEIVED,5ab8ac1a-c85c-4790-8f60-fb8db9a7fd8a,3d0a9069-289b-49b8-aa87-b0c430b014ec,c5,c1,26,p1,?,surb={'id': 'bfe6adc5-89fc-454c-b829-c894a810c453', 'route': ['p1', 'e9', 'i3', 'x1', 'p2', 'c5']}
1769734497.753623,RECEIVED,100f6bd8-b08d-409e-9417-6e0915a49562,1752a3e8-63c2-4598-9c9b-ab9afbea6d48,c5,c1,27,p1,?,surb={'id': 'e474cb51-2b6c-4027-a768-ad8fc701c1ec', 'route': ['p1', 'e11', 'i12', 'x6', 'p2', 'c5']}
1769734497.836413,RECEIVED,fc6c8a23-c521-4130-9662-0d62d90489a9,4279931a-3759-406d-a599-6546ae583151,c5,c1,27,p1,?,surb={'id': '905b6236-ce00-407a-80ee-24c136baa14d', 'route': ['p1', 'e8', 'i8', 'x11', 'p2', 'c5']}
1769734497.9424787,SENT,74bfbb43-4ea2-4bfd-9360-ac5e99db9f55,db64c579-f388-4e48-8430-c93047fb7c9b,c1,c3,3391,?,p1,
1769734497.9425983,CREATED,33a2983e-03d9-4a83-8f9a-377714bc7fc2,3499c61f-4cc5-485b-ac27-c9dd6b611129,c1,c3,27,?,?,surb={'id': 'ce114df2-4f1a-4f16-b7ea-81f65b8ecffe', 'route': ['p3', 'e11', 'i12', 'x11', 'p1', 'c1']}
1769734498.5365045,RECEIVED,dd3ed5b9-7a97-40b0-8f03-ea873723d9ff,8675ddf6-0083-4360-8982-3a6799b0e231,c5,c1,27,p1,?,surb={'id': 'b732a558-5274-411e-b073-67122b7ba855', 'route': ['p1', 'e7', 'i7', 'x8', 'p2', 'c5']}
1769734498.5574965,SENT,43e872f5-4774-485b-ac75-386c2c7671cd,7746b6d6-3e89-49e7-9718-45996c32e61c,c1,c3,3367,?,p1,
1769734498.5576594,CREATED,d36fcc9d-3979-4d82-93c3-ee7d4e23356c,43263a95-ba6b-4e32-81c2-b0a198f87e86,c1,c3,27,?,?,surb={'id': 'a6c5e959-e4cd-49e5-8336-39fb80c4d9af', 'route': ['p3', 'e4', 'i6', 'x6', 'p1', 'c1']}
1769734498.6279895,SENT,63e5faae-b68f-494d-bfff-48677ca931a2,8e8030cb-0030-4e53-a227-b6d8dee8f0f6,c1,c3,3387,?,p1,
1769734498.6281526,CREATED,6b0609f4-83e6-46fc-990b-50975ae3c09f,4c65a7e2-bf51-4c6a-bcf2-dcaef7d8445d,c1,c3,27,?,?,surb={'id': '20e3a940-24f4-4f8d-83e6-435b927cba5e', 'route': ['p3', 'e12', 'i6', 'x9', 'p1', 'c1']}
1769734498.7574923,SENT,be1a8f2a-0e79-4842-9785-134635a42ac1,25ef1ae8-64a4-4606-9007-3f036d51bb7b,c1,c3,3376,?,p1,
1769734498.7576265,CREATED,631e5e6c-3e5c-4c32-8086-840011cb2caf,25b54d07-8c5b-4c88-b160-0a079030adca,c1,c3,27,?,?,surb={'id': 'c0f26ddb-95ab-41e8-95fb-367c6bc7d24a', 'route': ['p3', 'e7', 'i3', 'x3', 'p1', 'c1']}
1769734498.8004394,SENT,e1f019b1-dde3-4c6f-910f-5c9b69ea2b3d,6c9ca793-6c3c-4cd5-a9ef-535b8ce197eb,c1,c3,3383,?,p1,
1769734498.8005736,CREATED,845dd52a-0110-4edb-ab63-3cddc5b709eb,371c5696-cc7c-4935-b6d9-25c5bed97a63,c1,c3,26,?,?,surb={'id': 'f848893e-7f3f-4317-a042-ef75824e3ac9', 'route': ['p3', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769734499.2866118,SENT,3a2fdb35-e9ae-4e54-a132-997559544309,9c2679a9-f986-4dd7-bef6-01035921993e,c1,c3,3393,?,p1,
1769734499.2867038,CREATED,04f740bf-973f-4e05-bbb2-0e28fba08164,65c48aa9-17b3-45f7-969a-916e8699f820,c1,c3,26,?,?,surb={'id': '891995fd-45c3-43ea-be52-84e7f193eb0a', 'route': ['p3', 'e10', 'i1', 'x2', 'p1', 'c1']}
1769734499.6336114,SENT,f5c4e4d1-0473-48f4-850c-ffed7361c213,c51cbd4e-7b3e-4362-a7f0-a76c3bf07730,c1,c3,3356,?,p1,
1769734499.633761,CREATED,77f59149-d52e-4903-a861-a4a4974927d3,e84c1f1c-9e89-4dbf-bb00-58cb037ed3c3,c1,c3,26,?,?,surb={'id': '2ded4b7f-5c36-4325-b94e-623f1d95ad4b', 'route': ['p3', 'e1', 'i4', 'x9', 'p1', 'c1']}
1769734499.680344,RECEIVED,d79bc5b4-37d9-4440-84ec-a0f51ade05a7,de0bdf41-e09d-4ae0-9778-356a9c74e380,c5,c1,27,p1,?,surb={'id': '5acaa319-e51f-4de1-8209-cd2e42b0b3e6', 'route': ['p1', 'e12', 'i5', 'x10', 'p2', 'c5']}
1769734499.8314185,SENT,d236ee47-1e63-4f90-ae9b-ef3e85eb3a5c,575b6611-7e03-4f17-92ed-e765d70dc883,c1,c3,3392,?,p1,
1769734499.831493,CREATED,7187d87b-d4ef-48da-b037-3bca12c5eb0d,0e63db9f-2417-4bb2-bc0e-cf4de54921af,c1,c3,27,?,?,surb={'id': '723f6c15-1134-4441-908c-1a96c1f91b52', 'route': ['p3', 'e8', 'i8', 'x12', 'p1', 'c1']}
1769734499.8857846,RECEIVED,03d53230-6a9f-4952-a2b6-76c67a1c6de4,6bb9c669-cca4-417b-b7d7-d8e4c425a60e,c5,c1,27,p1,?,surb={'id': '0706889e-414d-4d57-80f9-4a1d50b951d8', 'route': ['p1', 'e5', 'i5', 'x1', 'p2', 'c5']}
1769734500.1987274,RECEIVED,59b7211b-16d7-489b-a494-b6c7e3ed6840,b1060e64-92ab-403d-91d4-9fd2b8e19094,c5,c1,27,p1,?,surb={'id': '79014c71-eb7e-4c9f-a972-2b6478ff45ec', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c5']}
1769734500.8453865,SENT,885a293b-092b-49cb-a9c4-87cbac85d5b7,2b1db509-23af-47c6-a6f4-6c92aa6be551,c1,c3,3372,?,p1,
1769734500.845536,CREATED,50de6c8c-cc45-4507-a3d4-b1c69f1306e5,bd2176bc-53da-4bbb-8458-8bf2a648db4c,c1,c3,26,?,?,surb={'id': '5dcfdc1d-739d-4efc-9310-e7dfdd3ec09b', 'route': ['p3', 'e1', 'i6', 'x8', 'p1', 'c1']}
1769734501.1460679,SENT,b1db98e7-3241-4a92-b1f5-824138b2e747,3f79f4b6-ba46-405b-8f73-a9e54a80d848,c1,c3,3375,?,p1,
1769734501.1462262,CREATED,a4a2fbea-13a5-4df5-b155-90a23282d6a6,95981f10-e898-4900-a9b7-a3a4d3e6dd6d,c1,c3,26,?,?,surb={'id': '79cf83f0-81d3-4428-b2d8-83f01bf0ded0', 'route': ['p3', 'e12', 'i6', 'x9', 'p1', 'c1']}
1769734501.4639556,SENT,139c5586-9704-43d3-924f-f60e91ff7dfb,22a2174d-2a74-4b92-b4d4-5c067ff3213a,c1,c3,3360,?,p1,
1769734501.4640324,CREATED,dc05b07e-ceef-42e7-a990-714068852ce3,9a5f8695-b752-4b19-8c27-a1fb151d1463,c1,c3,26,?,?,surb={'id': 'c16ba1dc-3bfc-48a5-8bbf-9fe5ec939a09', 'route': ['p3', 'e8', 'i7', 'x3', 'p1', 'c1']}
1769734501.803453,SENT,b85161e6-4caf-4e24-8953-4d252a663157,7bcaf799-9d5f-4def-8216-5e006d581987,c1,c3,3376,?,p1,
