timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769734346.5945866,SENT,82c5416f-29ee-4ce0-bbaa-fdadcb4148ea,f2ee052e-abbf-4b5e-99c7-40d182ae9f9f,c3,DROP,2035,?,p3,
1769734346.5947156,CREATED,161f2062-1e05-4ee1-b795-5583fc81b169,eaac6080-3d02-4fc3-be49-d8a9e875d70b,c3,DROP,26,?,?,
1769734346.8796732,SENT,e2c8ee47-640f-4b3c-a1df-20c800e00abf,1ff98769-094a-49bb-8a7d-b2d50dafc5ad,c3,c5,3391,?,p3,
1769734346.8798275,CREATED,17d3ba28-1f55-46e7-a3a9-d532d116eb0b,cf4dc5d7-94be-408f-b798-5e698c404cfc,c3,c5,27,?,?,surb={'id': 'f3eaed1f-9f43-42d5-abf7-4596db26e03a', 'route': ['p2', 'e12', 'i6', 'x11', 'p3', 'c3']}
1769734349.1797538,RECEIVED,fdb3c8fd-c02f-46e7-9c9f-4bc2206910f8,00e06f5d-99f8-4232-9be4-7f58ddc6d65e,c1,c3,27,p3,?,surb={'id': '9e6715ea-3115-40a4-90c9-4e585c1b9724', 'route': ['p3', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769734349.3186135,SENT,28b269ba-92dd-41d7-9c91-8523bc386405,a90e4d02-804f-4915-a16b-7ef586135d72,c3,c5,3391,?,p3,
1769734349.3187459,CREATED,70640300-343c-46ac-b6b3-032359102146,0360a516-4a7d-468c-8798-9879c4e14f4a,c3,c5,26,?,?,surb={'id': 'd0b5b4d0-36a8-4666-8a65-d740a130b9c5', 'route': ['p2', 'e1', 'i10', 'x9', 'p3', 'c3']}
1769734349.4502509,SENT,0a3e89ae-7bdc-49fe-8797-31ef012b135c,57f7a1a9-13c8-44d4-a334-6474f44b71af,c3,c5,3363,?,p3,
1769734349.4503806,CREATED,4f819cba-b3b0-4c9a-9deb-d2529b1698f4,cf957609-95be-456e-8eec-9a70ede8c25f,c3,c5,27,?,?,surb={'id': 'b4a1c921-2abd-4c5a-a4d3-02276f6adba9', 'route': ['p2', 'e2', 'i4', 'x4', 'p3', 'c3']}
1769734349.4647598,SENT,a06da5c5-b429-490e-9a11-590c8a762e72,00e5e8b7-a22e-4fff-9fea-4661ef905425,c3,c5,3364,?,p3,
1769734349.4648912,CREATED,992d931f-a2e4-47a1-9882-ee7acb6e696b,64e86cf2-44da-476d-b2c2-844b70b87b79,c3,c5,26,?,?,surb={'id': 'dcee128b-67d5-4fcb-adb3-aa0b19eb4b18', 'route': ['p2', 'e2', 'i1', 'x4', 'p3', 'c3']}
1769734349.6013453,RECEIVED,e360b951-ad50-4dab-9380-177c336d164e,97a636cd-37f2-444c-8250-e02bca762ce9,c4,c3,26,p3,?,surb={'id': 'bc7e0c17-05c3-4631-a2cb-310c07784f72', 'route': ['p3', 'e5', 'i8', 'x4', 'p1', 'c4']}
1769734349.6110046,RECEIVED,13b72ebf-8a7d-4c7c-b575-f9280b4647ae,7d8151a1-8b20-4e0d-857c-eadd407f3147,c1,c3,27,p3,?,surb={'id': '802e9288-4de2-4161-9057-1eeaba99dc79', 'route': ['p3', 'e3', 'i4', 'x9', 'p1', 'c1']}
1769734349.716336,RECEIVED,6b9b656e-90fb-4324-84f8-13595e15db7b,f51395a4-4c2c-45a1-a696-1082eb87174d,c4,c3,27,p3,?,surb={'id': '2406a7eb-711d-4539-9ebe-53abbbd8d6d2', 'route': ['p3', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769734349.7289195,RECEIVED,630860a7-40d4-4d4f-8aa6-07f995493292,07e5a243-b6b7-4d47-9ddb-74e33c1a839f,c1,c3,27,p3,?,surb={'id': '1f32f0b2-fa5f-4fa3-94c6-9b4f87fc2274', 'route': ['p3', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769734349.9845092,SENT,5ea141a5-83ce-4c5c-aca6-d74be45a169c,c6e58aec-f4f4-4d32-a2dc-1be36a66674c,c3,c5,3399,?,p3,
1769734349.9846442,CREATED,9f2569bd-c71e-4688-b020-f0ba132d116e,9094d6cd-3a2c-4714-ac2a-9542c4f1d765,c3,c5,27,?,?,surb={'id': '2d6e7cbf-5c6c-4256-a9e1-ac336354bb24', 'route': ['p2', 'e1', 'i10', 'x10', 'p3', 'c3']}
1769734350.1954885,SENT,3c1922fe-4b59-4ef8-b3f9-0cbf113bb5a2,d4119d71-3a2e-4316-b54c-30587c5e8854,c3,c5,3399,?,p3,
1769734350.1957736,CREATED,7566c6b0-819e-4a9e-ab0f-b185a7ea5a33,4ab4a950-83db-4715-8125-ba7ad9ff73c8,c3,c5,27,?,?,surb={'id': 'c59d17a6-c005-4acf-b4a9-fe65034d2685', 'route': ['p2', 'e12', 'i10', 'x3', 'p3', 'c3']}
1769734350.273002,RECEIVED,c7f6237e-bcec-4f61-b90e-a49512ac33b5,cde2decb-4024-4171-9d10-d19a3dbc52bf,c4,c3,27,p3,?,surb={'id': '73a3ab60-58cf-406a-a314-78b0838a18e2', 'route': ['p3', 'e12', 'i11', 'x2', 'p1', 'c4']}
1769734350.3757133,RECEIVED,82568fce-2de5-4275-ac22-3b703b503c34,35669aa3-06fa-49c9-8835-2b69787487c0,c1,c3,27,p3,?,surb={'id': 'ab2c6ca4-bac8-4be7-ba1b-900e69df0c70', 'route': ['p3', 'e11', 'i6', 'x4', 'p1', 'c1']}
1769734350.4075902,SENT,b2a8a5e1-1fc3-4d18-ad99-879d1139d15d,de874944-293c-45f9-aeb4-65209e16410f,c3,c5,3379,?,p3,
1769734350.4077218,CREATED,a80a0554-11a1-4efc-96ad-99a6c12df050,953e6ee4-78c4-4178-b857-8533696badd6,c3,c5,27,?,?,surb={'id': '0bf8a694-5cc9-4d0d-a550-dc324244a409', 'route': ['p2', 'e3', 'i3', 'x6', 'p3', 'c3']}
1769734350.5721378,SENT,40bc6494-6214-454f-afce-1dc3b8451af3,d112d1b4-38d8-4e36-9013-495364952480,c3,c5,3385,?,p3,
1769734350.5722728,CREATED,bf8dce54-7be4-4b86-b553-d4ca4b22b0b8,938f84cd-ca2b-4e9b-810d-808599a1d683,c3,c5,27,?,?,surb={'id': '4e0f539e-8eeb-40e5-895e-f94f1f62c17e', 'route': ['p2', 'e6', 'i10', 'x4', 'p3', 'c3']}
1769734350.608298,RECEIVED,47139bb5-474c-494e-869b-14e94d034abd,6606e441-f187-4e72-a2fd-a51eff0b9eef,c4,c3,27,p3,?,surb={'id': '23a9d65c-46f1-4c25-98e8-a56dfcd2fb57', 'route': ['p3', 'e2', 'i3', 'x11', 'p1', 'c4']}
1769734350.7288463,RECEIVED,a4403d4b-e6fb-4809-a8b5-8ecc4cc4ad8c,a8ab7c89-6e6e-4a70-8eaf-271417b9ae21,c4,c3,27,p3,?,surb={'id': 'd5cdf1af-9854-41a3-a4b4-3ca09e328638', 'route': ['p3', 'e2', 'i5', 'x7', 'p1', 'c4']}
1769734350.785861,RECEIVED,e686050d-e3f5-4834-82e3-f89368cb083f,3fdfa3cb-e74c-4a76-b809-ba4cd3fc1e1d,c1,c3,26,p3,?,surb={'id': '86f3c4e1-e374-42b6-9646-80bcd1e8f1f4', 'route': ['p3', 'e7', 'i4', 'x2', 'p1', 'c1']}
1769734350.9553735,RECEIVED,ef2f9f95-f205-4b16-99f8-c16d63e58095,4e86fba1-94a2-4dc3-8e15-f33b21af6c8c,c1,c3,27,p3,?,surb={'id': 'c4a89c22-f728-4d2e-a206-bd0b25d1c898', 'route': ['p3', 'e8', 'i4', 'x1', 'p1', 'c1']}
1769734351.015982,SENT,cf7a5a58-5d0e-4ea5-870f-d8fff3deff58,6b337682-3a29-4ed6-a825-f45604d46923,c3,c5,3379,?,p3,
1769734351.0161538,CREATED,33f2a468-442a-47e5-be01-c8b9ddaddb99,5c53a1cf-a922-4186-b5a7-71659b685db1,c3,c5,27,?,?,surb={'id': '9ad58e53-91c6-41bd-bee3-1f0b0b12682d', 'route': ['p2', 'e6', 'i7', 'x11', 'p3', 'c3']}
1769734351.1139781,SENT,a4d82c33-0e98-42b5-8791-da4676b1c510,9959105c-a76b-4825-8ce4-db5d78fb694a,c3,c5,3356,?,p3,
1769734351.114141,CREATED,db2c68f9-d8a2-4987-9161-16b61bfb3c5e,a47bff05-1862-4654-bf3d-b2f3e2068ca3,c3,c5,27,?,?,surb={'id': '7cfb9113-a548-40ad-a5aa-88be042886c1', 'route': ['p2', 'e8', 'i4', 'x8', 'p3', 'c3']}
1769734351.1629505,SENT,362d8185-3b79-415f-a3fb-55f19f1090b0,75af39ed-e54f-4286-8261-89a21339cb62,c3,c5,3395,?,p3,
1769734351.1631105,CREATED,ad3e824a-f7b0-4726-98fb-f1dd9ca0a47c,a2ae6c6f-8b9b-429a-bf56-8a9857a5a558,c3,c5,27,?,?,surb={'id': '45acba4a-27fd-43f5-9041-44adeaf4ebd0', 'route': ['p2', 'e7', 'i10', 'x8', 'p3', 'c3']}
1769734351.2312086,SENT,8702c661-9056-4a6d-a038-f48310ba97c5,75ba6f18-e697-4ace-bae4-f1156f114f92,c3,c5,3396,?,p3,
1769734351.2313447,CREATED,37199d22-320d-4c4b-be11-df69bee3be98,27b579ee-8427-4db7-8454-0504a7764781,c3,c5,27,?,?,surb={'id': '5ed58948-7ad0-4fbf-aced-7a08c5de3e60', 'route': ['p2', 'e3', 'i6', 'x11', 'p3', 'c3']}
1769734351.3484852,RECEIVED,15a167cc-8c4c-4f5a-a25d-ec2716f82dd8,88a56af4-cc1e-4522-9225-3fc7182c1832,c1,c3,26,p3,?,surb={'id': 'bcebb803-d5d5-46dd-a020-60a40ecf1a4d', 'route': ['p3', 'e10', 'i5', 'x8', 'p1', 'c1']}
1769734351.4968245,SENT,d9e3aed3-b7ad-4fd5-a8f1-cf4e27e289d7,dd2e7ce3-a933-4637-836d-04fbfb43d615,c3,c5,3368,?,p3,
1769734351.496952,CREATED,32e9b5b7-ef74-4fc5-99ef-b32eaed9bde9,036d2b01-8414-4b61-82b2-e19afae12bba,c3,c5,27,?,?,surb={'id': 'cf4a5174-4f5c-4e60-b437-11c5c11e38b6', 'route': ['p2', 'e2', 'i1', 'x4', 'p3', 'c3']}
1769734351.5443435,SENT,e9280c07-9cf6-41d6-8d5a-57f825e0fbca,214c09f2-82c1-4e86-a307-8a69d5ca6870,c3,c5,3396,?,p3,
1769734351.5444746,CREATED,2f67498f-94d4-4000-bc8f-39be0d669275,f45e2a7e-1e65-4d30-9ae2-9fd4479a86e2,c3,c5,27,?,?,surb={'id': 'ed8dae73-41fa-40ae-9050-47fcda0ceda8', 'route': ['p2', 'e2', 'i9', 'x6', 'p3', 'c3']}
1769734351.7770126,RECEIVED,4274bcac-d13e-4502-8ae9-bf2bc284cf1a,5f2c55c8-9922-41ee-bb63-062cab7519f7,c4,c3,27,p3,?,surb={'id': 'f3b423b3-8a65-4151-bd23-4f93184dfdae', 'route': ['p3', 'e12', 'i8', 'x1', 'p1', 'c4']}
1769734352.6779783,SENT,8b3665f0-573c-46f5-a85a-c598f53eff3a,a9dd0565-dde5-4fb8-83bc-3251b4add2c6,c3,c5,3397,?,p3,
1769734352.6786957,CREATED,6dc98fac-4af9-4b8c-ad08-98380eb2278b,942e40a6-1bbe-4c00-8917-075a5c826bbc,c3,c5,27,?,?,surb={'id': 'e85e0385-8bd5-4fd4-844c-2da50f180516', 'route': ['p2', 'e4', 'i10', 'x9', 'p3', 'c3']}
1769734352.7301025,SENT,3459180d-6ee5-4008-991f-b430b7cff5c5,ac959844-bb02-4b65-922a-7d2cd974dc53,c3,c5,3364,?,p3,
1769734352.7302518,CREATED,4c618e61-be8c-48a2-9545-c3aa9a6ae59a,bb20497c-67bf-445e-b423-becba7717318,c3,c5,27,?,?,surb={'id': '78c15809-6b65-4cd1-9cc4-cb60f3244e57', 'route': ['p2', 'e6', 'i4', 'x7', 'p3', 'c3']}
1769734353.014255,SENT,ff5efb29-12b9-4a70-86a2-c151f950b247,95ec6949-ca51-4d9a-b851-1456ff44e74f,c3,c5,3392,?,p3,
1769734353.0143769,CREATED,91d9f373-7b94-4bea-b6cc-b990df903c19,bb46c9ed-64ed-4eea-bc49-b64cb6f48df0,c3,c5,27,?,?,surb={'id': '1108da02-9e1b-4a68-86aa-c3bb5a3ee940', 'route': ['p2', 'e3', 'i1', 'x12', 'p3', 'c3']}
1769734353.1070766,RECEIVED,0f627a5e-7d74-4584-8bc4-597c130ab44b,a3abae6c-c973-4ee1-b38e-0059650a0174,c1,c3,27,p3,?,surb={'id': 'badc68e6-b3c6-404d-82b7-1f47923b33a1', 'route': ['p3', 'e12', 'i12', 'x8', 'p1', 'c1']}
1769734353.1449692,RECEIVED,15c23e24-925f-4730-93ad-b1f3166ee250,e841a6a0-9965-4d08-9dcd-9b60ffea69e5,c4,c3,26,p3,?,surb={'id': 'df010654-0e4d-43b7-bc1e-3a23df8ecf03', 'route': ['p3', 'e9', 'i9', 'x9', 'p1', 'c4']}
1769734353.2508934,RECEIVED,a6991446-f1c7-4020-b243-9e79994c1877,6164b914-061b-4de8-a23a-bbc8a92f693c,c1,c3,27,p3,?,surb={'id': '97f5f0fa-3804-4b49-baa1-f574e477bedd', 'route': ['p3', 'e4', 'i2', 'x11', 'p1', 'c1']}
1769734353.416457,RECEIVED,94d385aa-3385-4581-927c-2db32b308232,08506495-67c1-48d3-b67c-402187877d95,c1,c3,27,p3,?,surb={'id': '79376ad6-7342-4438-b36d-0853833af4c4', 'route': ['p3', 'e5', 'i2', 'x7', 'p1', 'c1']}
1769734353.4211106,RECEIVED,5f478fc0-b8f5-4b56-8122-36f50923c099,cac21746-02a8-4814-9fb2-f13f4941fce9,c1,c3,27,p3,?,surb={'id': 'd90c99c5-8b79-4279-b12b-ee050fed55d4', 'route': ['p3', 'e9', 'i12', 'x1', 'p1', 'c1']}
1769734353.6055102,SENT,d7a0c944-dbd6-4da5-a5cb-cb08d8f13ec4,378360c0-eeba-4d62-b0fb-4d4875c47119,c3,c5,3397,?,p3,
1769734353.6057022,CREATED,09b27844-d022-43b2-a2da-e4d431b3219e,4ee576b1-1b08-4515-8995-620e5afa6c39,c3,c5,26,?,?,surb={'id': 'f60760fc-e1c7-479d-a9e2-9e938913babd', 'route': ['p2', 'e6', 'i11', 'x11', 'p3', 'c3']}
1769734353.8115141,SENT,5ddd700e-ade6-4b70-947b-89719798f048,198c0394-145b-4940-af60-27bac844fb8b,c3,c5,3379,?,p3,
1769734353.8116453,CREATED,f0070ee0-c755-4431-9c96-7695755d2c17,252e54cc-18fa-4e2b-a277-7e1b1d38f77f,c3,c5,27,?,?,surb={'id': '3870a337-c04f-472e-891c-3d2e93a51441', 'route': ['p2', 'e2', 'i8', 'x9', 'p3', 'c3']}
1769734353.9266012,RECEIVED,2ce8ccd0-ec40-479f-b99a-c492787342ab,20151a6f-6190-453a-a11a-83e7984858ce,c1,c3,27,p3,?,surb={'id': '29769f55-6b8c-4e67-96b9-40cec7b61a67', 'route': ['p3', 'e2', 'i10', 'x5', 'p1', 'c1']}
1769734354.1016054,RECEIVED,0e03c60a-fd1c-411c-bb8b-f7c5b923e77a,12989ed3-a013-43eb-b656-cbfa5997471f,c4,c3,27,p3,?,surb={'id': 'f2baeb3a-d116-4ee8-8874-3562cf44b28c', 'route': ['p3', 'e12', 'i6', 'x7', 'p1', 'c4']}
1769734354.175403,SENT,99664f58-f955-4eb8-85d8-b8406c9d62c0,203eba16-3bec-4b94-a618-87905aaa2ee1,c3,c5,3384,?,p3,
1769734354.1755543,CREATED,9f565682-e4d9-4dbc-ac31-70ea1776add2,0df05bbd-56ed-4e63-a3a5-f03b61abb0ac,c3,c5,27,?,?,surb={'id': '8f679291-c71b-41b3-8e4f-7e0b5ff51526', 'route': ['p2', 'e8', 'i3', 'x9', 'p3', 'c3']}
1769734354.4281218,SENT,8ba2fbab-fea0-4d58-abce-18c0af9c556f,58c050a7-04f6-4c3b-8b4c-b90151fce004,c3,c5,3392,?,p3,
1769734354.4282568,CREATED,aaa616f6-df3b-45e9-9853-dcf1b84bf57c,a7a92a3a-44bd-4d1a-82f3-bd593b3e53db,c3,c5,27,?,?,surb={'id': '9c052e5c-0033-4a78-ad7d-c2d624971ed0', 'route': ['p2', 'e5', 'i8', 'x11', 'p3', 'c3']}
1769734354.4467454,RECEIVED,fe7c68eb-f504-42b8-9b75-8c2cadbeea3b,c82f4fb4-471b-41ba-860a-8b7b76c984dc,c1,c3,27,p3,?,surb={'id': '2c40136d-dce0-4797-a308-c62eb9160d4f', 'route': ['p3', 'e12', 'i10', 'x6', 'p1', 'c1']}
1769734354.459942,RECEIVED,01822906-0be8-4d48-88d7-dcce1a4e8def,88c4a42d-3879-4c8d-af5d-b0d7b9cb4dbb,c4,c3,27,p3,?,surb={'id': '28adc7ae-3e19-45db-a208-72f73654076a', 'route': ['p3', 'e4', 'i10', 'x3', 'p1', 'c4']}
1769734354.4728017,SENT,06c81cf1-ddd3-4f50-9b0f-8c281f40dd6e,3f51e641-4ce1-409b-a2bc-c436b73fdb74,c3,c5,3363,?,p3,
1769734354.472935,CREATED,0d0592e9-84ea-4454-91de-9669accd41e6,2d2f401e-3aab-4743-8028-e08f4cd68053,c3,c5,27,?,?,surb={'id': '86aab44d-a81f-4702-9cd0-af520cde8700', 'route': ['p2', 'e6', 'i3', 'x8', 'p3', 'c3']}
1769734354.598015,RECEIVED,996abb32-1664-4a6a-a2cc-92a77cde0171,a7bb2cf6-513a-40af-a15e-8663199114ef,c4,c3,27,p3,?,surb={'id': 'e7495cac-bdc8-4001-a557-df8228cbe8fe', 'route': ['p3', 'e12', 'i4', 'x3', 'p1', 'c4']}
1769734354.7808933,SENT,4977a0dd-998b-4b22-b756-990fdadd0f78,60bb51de-e005-458b-bc38-27679ab3ed31,c3,c5,3399,?,p3,
1769734354.781024,CREATED,ba3c93f4-d227-466a-b068-ee847c853c1f,d510d6de-f87b-458e-bfc1-1c6b26abf20f,c3,c5,26,?,?,surb={'id': '64449470-2174-478a-812c-a2c878773671', 'route': ['p2', 'e10', 'i5', 'x2', 'p3', 'c3']}
1769734355.0161903,RECEIVED,f710959f-4bf6-4bb6-a07f-8a20469e44c6,ade60cf5-27ca-4344-b3e6-8a07b6e27098,c1,c3,27,p3,?,surb={'id': '3424d3b2-a4c3-4052-b30b-3031150a9be9', 'route': ['p3', 'e3', 'i2', 'x6', 'p1', 'c1']}
1769734355.0836542,RECEIVED,506df952-fd85-455c-8ced-531cceaa5927,f16d16c7-4376-442c-a661-2c898dae8666,c4,c3,26,p3,?,surb={'id': '61bb4bfc-d264-4e3f-80d7-6614f7c0bd8c', 'route': ['p3', 'e5', 'i4', 'x5', 'p1', 'c4']}
1769734355.3504314,RECEIVED,a8a46c8d-7734-45fc-a884-b55b2a29e385,92b2d9b5-5bce-4c82-9b51-f7fb080bd14a,c4,c3,27,p3,?,surb={'id': 'badbbd1f-7e71-4b2b-9a86-41feb71b2a7c', 'route': ['p3', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769734355.4238188,RECEIVED,c09161e5-d068-4336-bf55-d36901053c33,b033021a-2563-43b8-971c-578a7fc3860b,c4,c3,27,p3,?,surb={'id': 'e04be188-83be-4607-93f1-1a0e0149355f', 'route': ['p3', 'e1', 'i5', 'x10', 'p1', 'c4']}
1769734355.4370282,RECEIVED,90974a69-25a2-4d60-9f2b-48e66ac6745f,1ffe4219-f208-4f18-ae93-bf3d47d5ecd8,c4,c3,27,p3,?,surb={'id': '97e3156c-261e-4591-8059-7a90ea934c83', 'route': ['p3', 'e10', 'i3', 'x9', 'p1', 'c4']}
1769734355.4728346,RECEIVED,416ba12e-e100-4184-b486-a1204260789f,c0059c9e-ed8c-4958-a8b6-600680cbe9d2,c4,c3,27,p3,?,surb={'id': '6e40df93-9ed9-4ef1-9631-c7a8b6ad39f3', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c4']}
1769734355.5713964,RECEIVED,4f8f5707-ae27-46de-aaaa-9b217c420d28,3c72bb55-53a3-4ffc-af05-8d3b8bfeaca6,c4,c3,27,p3,?,surb={'id': '540a5b17-a3a8-4d90-9bbc-cf98646325bf', 'route': ['p3', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769734355.5784113,SENT,faf02304-ed3a-4d05-9c1c-4d7ad2c2efd4,8fc00fe6-9131-4a2d-b7f3-a9a8177bfae4,c3,c5,3389,?,p3,
1769734355.5785186,CREATED,19fdd0cc-0819-4787-a561-b0762d581559,910b6bd6-8865-4cd4-a8ee-0f8df57856e6,c3,c5,27,?,?,surb={'id': 'e64239dd-99fb-41ff-8421-a0f3807d8d29', 'route': ['p2', 'e10', 'i8', 'x5', 'p3', 'c3']}
1769734355.6266737,RECEIVED,f5bd6fd1-23f5-4775-8e76-ff0cd03acd8b,9cace843-eac7-42ed-8ed6-0c9f21000af1,c4,c3,27,p3,?,surb={'id': 'f80d1849-8e88-4944-aef3-e3d00e39c5c0', 'route': ['p3', 'e4', 'i11', 'x6', 'p1', 'c4']}
1769734355.6777432,SENT,f0ae772d-571a-42a1-9ee1-f58659ee805e,d84ab16a-583c-40dc-93fb-ea86b2e8c704,c3,c5,3379,?,p3,
1769734355.6778884,CREATED,8aa9f259-467d-4745-a6a3-8c727a5e95fa,cb2a307a-cd63-491d-af63-84abaab92a35,c3,c5,27,?,?,surb={'id': 'ef1771d1-e987-4aba-b59e-cb1e3da63358', 'route': ['p2', 'e7', 'i1', 'x10', 'p3', 'c3']}
1769734355.6954055,RECEIVED,8ef336bf-4185-4d0d-9b67-c5591f2826b1,e6d1d915-8198-4b74-b0b4-3615845760f1,c4,c3,27,p3,?,surb={'id': 'd1ff4aec-8b25-4857-a37f-0242aadf2c9d', 'route': ['p3', 'e10', 'i5', 'x4', 'p1', 'c4']}
1769734355.7213306,RECEIVED,b8c93a7b-2438-4478-93d9-3d576543dd73,6f334ecc-d27b-4064-932a-78031aca1fee,c1,c3,26,p3,?,surb={'id': 'dc228b3c-7e49-4e62-a30c-741dc374413b', 'route': ['p3', 'e9', 'i12', 'x12', 'p1', 'c1']}
1769734355.9296162,RECEIVED,98f9326f-25af-4d24-a7a8-504d0a0e2846,b8d59f4c-c676-4d18-bcb1-b6597d7b5fe1,c4,c3,27,p3,?,surb={'id': '32abccd3-4d0f-49da-8390-48b9fac5868c', 'route': ['p3', 'e11', 'i2', 'x8', 'p1', 'c4']}
1769734356.0604854,RECEIVED,e418ed1e-6a32-4a46-81f7-2c70728abeef,800ccb5d-d218-4a29-9d3b-8ccd6cff623b,c1,c3,27,p3,?,surb={'id': '63c682e0-76ef-4d07-9bbe-30a25fb20f81', 'route': ['p3', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769734356.0677454,SENT,1bace17c-f3e5-4a34-bd01-c322ae1eb79a,258d24ef-5dba-4b35-a8d1-ca0ef883a291,c3,c5,3375,?,p3,
1769734356.067818,CREATED,99f1dfe3-e720-4e9e-8fdf-a5e1bc8dd431,56298f45-2f21-4fce-ae20-36e314cce028,c3,c5,27,?,?,surb={'id': '518ab341-4222-4360-adcb-7aa296b1f568', 'route': ['p2', 'e6', 'i1', 'x2', 'p3', 'c3']}
1769734356.2849858,RECEIVED,750b5e12-1bf6-42ce-a1ba-bd187f56014e,51f3f74a-f5b3-454d-9c33-b87c909d9e27,c1,c3,26,p3,?,surb={'id': '121300a8-3cf8-4a5e-9613-91ac0f88734a', 'route': ['p3', 'e2', 'i2', 'x7', 'p1', 'c1']}
