timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769734347.1134877,SENT,0d2ce569-e843-497c-8da0-cdfbd64a8caa,03034227-fbcd-4f28-a764-e1f763b1ce0e,c5,c1,3396,?,p2,
1769734347.113634,CREATED,6c368399-58f5-4831-aabc-655614bcb21b,d8fc2058-e157-476e-8a6e-d49a4e02d7fd,c5,c1,27,?,?,surb={'id': 'fd33c3a3-f508-4999-803a-d0f2312a5446', 'route': ['p1', 'e11', 'i11', 'x6', 'p2', 'c5']}
1769734347.418342,SENT,041aefaf-dd13-4d1b-b6c0-e8d1d076b6b5,74b683c1-a032-4072-a8df-0aa16ebb3cf0,c5,c1,3396,?,p2,
1769734347.4184744,CREATED,1ec7da8b-46f1-40c1-926b-635fe403e261,6444a1d6-2589-456e-8323-8410c5987af1,c5,c1,27,?,?,surb={'id': '269d4472-d86a-400b-a96c-a94455247850', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c5']}
1769734347.4930332,SENT,90240eac-7e4e-4e56-8780-17c6c858594b,0c47301f-f8ad-4533-a4f6-94e27e2a8247,c5,DROP,2036,?,p2,
1769734347.493183,CREATED,c2e250d7-3ea1-41a8-8557-4f4007644b00,45b35b98-589f-402e-8ff8-d00389fba467,c5,DROP,27,?,?,
1769734347.5895212,SENT,ef380d77-c750-403b-8520-d041fcdb72a5,2cc3fdf6-600f-46fc-a320-790e457a3531,c5,c1,3373,?,p2,
1769734347.5896502,CREATED,b1a70e49-7ed0-4132-92c0-c9de92b185ca,42b0c8c4-99d1-440d-b3ee-936e0ae89516,c5,c1,27,?,?,surb={'id': '32f77032-04ec-4964-bbd5-99559b9d772b', 'route': ['p1', 'e5', 'i7', 'x4', 'p2', 'c5']}
1769734347.8423433,SENT,9e9f2a7b-b332-49da-aff9-7af79ff3b2ae,782fd418-729d-4e0f-a441-3df0277e9a92,c5,DROP,2020,?,p2,
1769734347.8427498,CREATED,36253625-0f1a-42e7-b5af-80a53a1bc1a8,abb39dc7-17e5-4005-9a8f-3263075e8ae4,c5,DROP,27,?,?,
1769734347.875146,SENT,1452cf6f-141e-4354-8a9e-0747ced0f649,b044f20e-d9b5-4c00-876f-0dc75a5a4dac,c5,DROP,2019,?,p2,
1769734347.8752658,CREATED,aa0aab9a-7d34-4a0f-9ac2-7c5e63ad8403,4fbe4bce-0a7c-41cc-8a1c-ebac6691b4a0,c5,DROP,26,?,?,
