timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769504963.8317966,CREATED,be531232-a24c-4d73-b6bf-08f2f52c4263,18bc25a7-7e85-48d9-a101-2fd8cc4a4ce7,c4,c5,27,?,?,surb={'id': 'cf9fa393-fc8f-4260-aefb-79d505badb47', 'route': ['p2', 'e6', 'i9', 'x6', 'p1', 'c4']}
1769504963.9216912,SENT,28f9c9e5-2ee8-48ef-bbb7-e5625553e6f5,c654b19f-e00c-4e60-917c-72412349eed2,c4,c5,3393,?,p1,
1769504963.9218416,CREATED,9ba98239-96bc-4501-941e-d91e40c7c116,18bc25a7-7e85-48d9-a101-2fd8cc4a4ce7,c4,c5,27,?,?,surb={'id': 'cf9fa393-fc8f-4260-aefb-79d505badb47', 'route': ['p2', 'e6', 'i9', 'x6', 'p1', 'c4']}
1769504964.1667783,SENT,861cceb2-bb28-470f-a37d-5835539ee29d,1c1b257d-0f10-4dac-94ec-e661abc01529,c4,c5,3359,?,p1,
1769504964.166934,CREATED,02615de9-6ae2-4a83-95f7-bae2004b8aed,9563b7eb-1da6-4cee-bcfa-69ae234e03e2,c4,c5,27,?,?,surb={'id': '7c9e8c41-4bfc-4b8c-ae6a-1ac690db27b9', 'route': ['p2', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769504964.261923,SENT,d7e1d072-096c-4ab5-aea2-16a9ec08ee42,ef17386c-7373-4e07-b1f7-65c5f0d69a79,c4,c5,3383,?,p1,
1769504964.262121,CREATED,d94e6e68-41a8-4918-ad36-920fd32d9aa6,9563b7eb-1da6-4cee-bcfa-69ae234e03e2,c4,c5,27,?,?,surb={'id': '7c9e8c41-4bfc-4b8c-ae6a-1ac690db27b9', 'route': ['p2', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769504964.4325588,RECEIVED,f2af1f42-3a6e-43f5-a3a2-3fef67be6eb1,2c1e49a4-5082-44a2-a164-4db6696d0928,c1,c4,27,p1,?,surb={'id': 'fedf3518-d200-44c2-94f0-e787fe71567a', 'route': ['p1', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769504964.4725342,SENT,ebc04d7d-57a2-4e50-820d-107cbdf21fb9,43e5dc77-74e9-46fe-a21c-262be62f19b0,c4,c5,3401,?,p1,
1769504964.4726849,CREATED,a4be4819-b157-463e-b88e-210731de4830,24c59407-5f3c-47d1-b6d7-ef705c2afeab,c4,c5,27,?,?,surb={'id': '277ee659-39ba-48b5-90fd-7b546276fe70', 'route': ['p2', 'e11', 'i9', 'x9', 'p1', 'c4']}
1769504964.4985814,RECEIVED,13befd17-818b-4b51-af22-06c419eefdc8,47bea1f5-1682-4312-bfd7-757ab9a94512,c1,c4,27,p1,?,surb={'id': 'fe25c91d-419e-41d5-93fb-09da77aea9d8', 'route': ['p1', 'e1', 'i12', 'x9', 'p1', 'c1']}
1769504964.5137799,RECEIVED,42ece201-0f3f-4950-80a6-586c798d737b,15d1992d-bbab-4f95-8df3-ab6d520c4fdd,c1,c4,27,p1,?,surb={'id': '45392323-8c83-4846-8436-b6ffbc16253a', 'route': ['p1', 'e3', 'i11', 'x10', 'p1', 'c1']}
1769504964.603133,SENT,1b90de71-1a0b-4ae4-a456-2d326fa07a16,48d46f41-0681-4bb9-a933-4dcae131de23,c4,c5,3364,?,p1,
1769504964.603284,CREATED,3167fcd6-4916-4ea4-ba43-ddbe1190d492,24c59407-5f3c-47d1-b6d7-ef705c2afeab,c4,c5,27,?,?,surb={'id': '277ee659-39ba-48b5-90fd-7b546276fe70', 'route': ['p2', 'e11', 'i9', 'x9', 'p1', 'c4']}
1769504964.6434295,SENT,0076e98f-16fc-443b-a2dc-d1f72847919a,ecb6549b-ba27-4c01-b9c0-cdb141500587,c4,c5,3391,?,p1,
1769504964.643587,CREATED,4e7c1c10-7b46-4ba2-8347-a41c4376f865,19d2d9e5-7b34-43a6-ae6c-62e71481a4c1,c4,c5,27,?,?,surb={'id': '6979bf62-d838-400b-9293-137e0fe07f8f', 'route': ['p2', 'e3', 'i2', 'x10', 'p1', 'c4']}
1769504965.132775,RECEIVED,7c0f7bfd-24e3-4bf4-8de6-25b998bc850a,b48a0f95-e675-4a06-a64b-80b93cc84167,c1,c4,27,p1,?,surb={'id': '98462eef-5a06-4d26-86ff-8b50aba2091f', 'route': ['p1', 'e6', 'i8', 'x11', 'p1', 'c1']}
1769504965.1500862,SENT,163b3f02-5b82-4154-8ee7-fcd15ddd7b34,4c2a6b8c-6472-47ef-8ec6-6ff94aa2fd6f,c4,c5,3391,?,p1,
1769504965.1502361,CREATED,17ae1c41-aeea-48eb-a925-dfa88a093cd2,19d2d9e5-7b34-43a6-ae6c-62e71481a4c1,c4,c5,27,?,?,surb={'id': '6979bf62-d838-400b-9293-137e0fe07f8f', 'route': ['p2', 'e3', 'i2', 'x10', 'p1', 'c4']}
1769504965.3713112,RECEIVED,2e014af1-e26a-44c4-884f-96a85e7eb990,b48a0f95-e675-4a06-a64b-80b93cc84167,c1,c4,27,p1,?,surb={'id': '98462eef-5a06-4d26-86ff-8b50aba2091f', 'route': ['p1', 'e6', 'i8', 'x11', 'p1', 'c1']}
1769504965.8150718,SENT,1c541364-cecb-4203-b1be-edf245a5986f,2a3213aa-113a-403e-a6d2-aedc368e6013,c4,c5,3400,?,p1,
1769504965.815229,CREATED,254f9741-b3bf-4c4c-aaa1-9054c9ba04bc,69843cca-1ce3-4afe-8dd8-2280824afe28,c4,c5,26,?,?,surb={'id': '9a816f37-1444-4cad-9e27-ff135eaba1dc', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c4']}
1769504965.842016,SENT,2efed28f-3b61-4034-826b-647950e0d67f,0feb3cfb-4a3d-40a9-83d8-9a1b0f1e871f,c4,c5,3396,?,p1,
1769504965.8421738,CREATED,c3d5d7b4-17ae-44a7-aa6e-bceccd970267,69843cca-1ce3-4afe-8dd8-2280824afe28,c4,c5,26,?,?,surb={'id': '9a816f37-1444-4cad-9e27-ff135eaba1dc', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c4']}
1769504965.8522553,RECEIVED,3d058a59-3bf6-4bb9-a4d0-1251c47d5d89,15d1992d-bbab-4f95-8df3-ab6d520c4fdd,c1,c4,27,p1,?,surb={'id': '45392323-8c83-4846-8436-b6ffbc16253a', 'route': ['p1', 'e3', 'i11', 'x10', 'p1', 'c1']}
1769504965.8849173,RECEIVED,f0a9932e-b309-4a69-b557-acfa533cc9c8,add4cd19-6d4d-4a4c-a48d-cb22af06b647,c1,c4,27,p1,?,surb={'id': 'f072c199-350a-4d3e-8950-47a44063a968', 'route': ['p1', 'e6', 'i12', 'x6', 'p1', 'c1']}
1769504965.9644523,SENT,189e11d0-f349-4b54-8293-99eebcc6ff51,df49434f-791d-4e19-860c-0325f56a41e6,c4,c5,3375,?,p1,
1769504965.9645422,CREATED,d5521b73-b9c0-49e8-b6e3-76d6bbf9f638,21470381-2513-484e-a479-d692a16c08c2,c4,c5,27,?,?,surb={'id': 'b1dd7026-9a0e-4b4a-8636-996e0f76e381', 'route': ['p2', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769504966.361011,RECEIVED,cbdb080d-3310-4b50-8c50-c0cc9b2d0618,1b9bef81-c6a1-4354-a668-7dae4d9b4814,c1,c4,27,p1,?,surb={'id': '9d989755-fb83-4056-ba57-e9966d24b04e', 'route': ['p1', 'e3', 'i3', 'x1', 'p1', 'c1']}
1769504966.4969747,RECEIVED,362e356a-a451-4804-95e2-2d7e1952d445,47bea1f5-1682-4312-bfd7-757ab9a94512,c1,c4,27,p1,?,surb={'id': 'fe25c91d-419e-41d5-93fb-09da77aea9d8', 'route': ['p1', 'e1', 'i12', 'x9', 'p1', 'c1']}
1769504966.510847,SENT,ccc7fdd8-b60d-4a91-8e1e-fe2fc5f39aaf,8518a574-7ad6-4c39-8803-1e00ab7e3473,c4,c5,3384,?,p1,
1769504966.5109391,CREATED,4beb762b-be0d-4711-9c2b-3a4170f67c56,21470381-2513-484e-a479-d692a16c08c2,c4,c5,27,?,?,surb={'id': 'b1dd7026-9a0e-4b4a-8636-996e0f76e381', 'route': ['p2', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769504966.538782,RECEIVED,c95151ef-e796-410e-be24-78d4d9d0b9dc,add4cd19-6d4d-4a4c-a48d-cb22af06b647,c1,c4,27,p1,?,surb={'id': 'f072c199-350a-4d3e-8950-47a44063a968', 'route': ['p1', 'e6', 'i12', 'x6', 'p1', 'c1']}
1769504966.6421866,RECEIVED,3ea6e399-e896-4904-859a-0fe5c502e133,1b9bef81-c6a1-4354-a668-7dae4d9b4814,c1,c4,27,p1,?,surb={'id': '9d989755-fb83-4056-ba57-e9966d24b04e', 'route': ['p1', 'e3', 'i3', 'x1', 'p1', 'c1']}
1769504966.670617,RECEIVED,39d07b9e-bfee-4d13-b093-fece33757849,7a54033c-bcab-41f8-bbab-2214cb011d75,c1,c4,27,p1,?,surb={'id': '7ae64126-5749-48a5-98bf-cc7d97cf57b0', 'route': ['p1', 'e8', 'i6', 'x6', 'p1', 'c1']}
1769504966.7582505,RECEIVED,6bef599d-9642-4e88-a270-89b676fb165b,2e9aaf49-96f0-4284-89a6-283fc7ef69c0,c1,c4,27,p1,?,surb={'id': '0096bc7d-5510-4a0d-9cf2-61d4a9814638', 'route': ['p1', 'e10', 'i6', 'x7', 'p1', 'c1']}
1769504966.9351587,SENT,4225b928-7235-4519-8734-f43b06d3b716,5a32e09a-43e8-40af-842e-ea8c5cfa955e,c4,c5,3376,?,p1,
1769504966.9353268,CREATED,dc04b953-f704-4a56-bc34-e6a918eb4f37,7a080ed9-6aa0-4a6b-8af0-ad75207e7334,c4,c5,27,?,?,surb={'id': '25406c81-f811-4964-9035-8225fd9fc8fa', 'route': ['p2', 'e9', 'i3', 'x7', 'p1', 'c4']}
1769504967.0516567,SENT,1f3955dc-2aa2-488b-8bfc-ad9b26b6237c,b1a73193-1439-4b44-a143-ef3216b1eea9,c4,c5,3360,?,p1,
1769504967.0518093,CREATED,17e6f15d-ef8e-4e3c-bc5a-c821e06d1176,7a080ed9-6aa0-4a6b-8af0-ad75207e7334,c4,c5,27,?,?,surb={'id': '25406c81-f811-4964-9035-8225fd9fc8fa', 'route': ['p2', 'e9', 'i3', 'x7', 'p1', 'c4']}
1769504967.1142116,SENT,aec5cbfd-286c-40b7-9285-aa2a06af5af9,df7d4442-adc4-4d15-aaff-a82b564332f5,c4,c5,3380,?,p1,
1769504967.1143842,CREATED,42f8ff59-0a31-4a09-abbe-9c6394c82e2c,653943f8-1fab-409d-bd8a-bc584d406455,c4,c5,26,?,?,surb={'id': '6cd12537-1b9f-413c-a087-54bbf53095f8', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c4']}
1769504967.298788,SENT,3cdc51ed-7a1d-4a4c-964d-b5aa40433b9d,ec64815c-42b9-4a54-8370-093f0e2eb971,c4,c5,3383,?,p1,
1769504967.2989323,CREATED,812b3bd5-1144-45c9-8e4c-a0afa6a60eb2,653943f8-1fab-409d-bd8a-bc584d406455,c4,c5,26,?,?,surb={'id': '6cd12537-1b9f-413c-a087-54bbf53095f8', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c4']}
1769504967.4349499,SENT,3a98c4f1-52bb-4ee8-871a-4048239023f6,c098fd1b-5e38-4ad8-a54e-a9ef902b8ee3,c4,c5,3395,?,p1,
1769504967.4351413,CREATED,0dd08b0d-87b6-45be-a26b-114ce85a01ee,98e80ea8-7c4c-4cc8-be5f-e8a4bb497041,c4,c5,27,?,?,surb={'id': '3f9be561-51f0-4178-a054-aad52d8ba090', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769504967.5117226,RECEIVED,76e9e884-d697-47e5-950c-6f99f1b1e6d1,7a54033c-bcab-41f8-bbab-2214cb011d75,c1,c4,27,p1,?,surb={'id': '7ae64126-5749-48a5-98bf-cc7d97cf57b0', 'route': ['p1', 'e8', 'i6', 'x6', 'p1', 'c1']}
1769504967.7320836,SENT,9dfeae2e-16b4-4770-9479-2599a6eb5267,0e73bcaa-74f2-4955-9ace-261c3b3b9e0e,c4,c5,3387,?,p1,
1769504967.7322416,CREATED,34460607-2283-4f61-9151-0e7e17d7a07d,98e80ea8-7c4c-4cc8-be5f-e8a4bb497041,c4,c5,27,?,?,surb={'id': '3f9be561-51f0-4178-a054-aad52d8ba090', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769504967.7581315,RECEIVED,3d8be5e9-c47d-4ad3-96b8-96f5fefe8701,df5db370-cdb5-4665-b005-c04b9af78988,c1,c4,25,p1,?,surb={'id': '444a3c3e-323a-4ccb-a729-6992941b58b5', 'route': ['p1', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769504967.8543234,SENT,21eac75d-6fba-4f7e-b67e-0e322c2651da,4e5b42dd-dc0b-418a-8142-fa0cc8d3b3b2,c4,c5,3374,?,p1,
1769504967.854512,CREATED,bf440199-0368-4723-aade-34859aa57a25,a39c57c2-4a62-42f0-a9e9-3b7f386651ea,c4,c5,25,?,?,surb={'id': '7ca709b3-317a-41f4-aac7-439e81465907', 'route': ['p2', 'e6', 'i12', 'x8', 'p1', 'c4']}
1769504968.3641734,RECEIVED,0c27c4a0-837f-4e24-96fb-827208c29a3d,884e693c-e596-4d7b-9880-3819967612e2,c1,c4,27,p1,?,surb={'id': '9080619e-5002-4ced-9c33-9073613c377e', 'route': ['p1', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769504968.3851757,RECEIVED,94dcfb68-7ff8-47fd-8445-974692aacf32,2e9aaf49-96f0-4284-89a6-283fc7ef69c0,c1,c4,27,p1,?,surb={'id': '0096bc7d-5510-4a0d-9cf2-61d4a9814638', 'route': ['p1', 'e10', 'i6', 'x7', 'p1', 'c1']}
1769504968.4663253,SENT,6278aee0-9802-4b43-96fe-2be6be84698a,cc34ae60-bbed-4d64-b163-41ec3c5009fe,c4,c5,3388,?,p1,
1769504968.4664853,CREATED,b8d61747-4412-41f0-9d28-3ae7c207d815,a39c57c2-4a62-42f0-a9e9-3b7f386651ea,c4,c5,25,?,?,surb={'id': '7ca709b3-317a-41f4-aac7-439e81465907', 'route': ['p2', 'e6', 'i12', 'x8', 'p1', 'c4']}
1769504968.587677,RECEIVED,3d4c99fb-eab0-4159-b61c-b2739c826c0f,c1f17305-f003-4db0-bcec-10c02bce389a,c1,c4,27,p1,?,surb={'id': 'fa681bda-9a56-4e54-b71e-a156f29c48f1', 'route': ['p1', 'e6', 'i10', 'x2', 'p1', 'c1']}
1769504968.6739616,SENT,cbdbedbf-49bf-4d40-ad90-98cd93d4f8c2,4d6f70f2-607d-40a3-ae6c-99f6aa108404,c4,c5,3400,?,p1,
1769504968.6740873,CREATED,1fc20823-d7c3-418f-99fd-598ffcb2cf86,74f8523d-0a6b-49f1-94ef-1b0b36aa4e81,c4,c5,27,?,?,surb={'id': 'befaea4e-c5ee-4164-89da-686dece1cde0', 'route': ['p2', 'e12', 'i2', 'x4', 'p1', 'c4']}
1769504969.5790854,RECEIVED,63585f91-1fb5-468f-a9f4-2ded68ccffe1,8531225e-ee00-41f5-b09e-0f4d2e7adca4,c1,c4,27,p1,?,surb={'id': 'c1d12af4-b16d-4d34-9367-66679328e341', 'route': ['p1', 'e4', 'i4', 'x12', 'p1', 'c1']}
1769504969.6097088,SENT,4b9124d7-0964-4279-9e5c-0ffb409a1c06,4a5ab4b5-fc34-4d13-8dda-f6033aa14ed0,c4,c5,3397,?,p1,
1769504969.609859,CREATED,db068b77-478a-439e-89f4-fa375eb8dfa9,74f8523d-0a6b-49f1-94ef-1b0b36aa4e81,c4,c5,27,?,?,surb={'id': 'befaea4e-c5ee-4164-89da-686dece1cde0', 'route': ['p2', 'e12', 'i2', 'x4', 'p1', 'c4']}
1769504969.6544397,RECEIVED,e27081e0-164c-4caa-93e9-607735b3c86e,884e693c-e596-4d7b-9880-3819967612e2,c1,c4,27,p1,?,surb={'id': '9080619e-5002-4ced-9c33-9073613c377e', 'route': ['p1', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769504969.7797844,SENT,b9d7aee9-b6d1-4d46-ac1c-381ee77bcc57,26352a10-33bd-4b97-b326-97bd7405bf7f,c4,c5,3387,?,p1,
1769504969.7799306,CREATED,b4b3c53d-8f49-4661-8a6f-7339e7af57b3,0ccbaa20-7df2-4462-8e44-396c224ce233,c4,c5,26,?,?,surb={'id': '86461587-9977-46dc-8d22-49341580bb90', 'route': ['p2', 'e9', 'i11', 'x10', 'p1', 'c4']}
1769504969.9811707,SENT,10a13c31-1dcb-4448-951e-9a5c4458a940,87f3a371-944d-47f6-86ef-efda5f7ca0c5,c4,c5,3387,?,p1,
1769504969.9813225,CREATED,65f6bde2-40c7-4f6f-9c27-26b7ec08add3,0ccbaa20-7df2-4462-8e44-396c224ce233,c4,c5,26,?,?,surb={'id': '86461587-9977-46dc-8d22-49341580bb90', 'route': ['p2', 'e9', 'i11', 'x10', 'p1', 'c4']}
1769504970.0864422,SENT,63211966-1c5c-4573-9dcd-d3e4f8f75bd4,d2cb998a-50e8-434d-9d19-b896d4b8f59f,c4,c5,3400,?,p1,
1769504970.0865855,CREATED,e240f75e-4511-4ff2-8136-dd0e67af2757,83ff2895-a728-4fa9-8600-ffee4560854b,c4,c5,27,?,?,surb={'id': 'fc493c8b-674c-4127-89f0-4a219d1febf2', 'route': ['p2', 'e11', 'i12', 'x2', 'p1', 'c4']}
1769504970.2733977,RECEIVED,d130b9a1-b69e-4399-8399-61dad650e894,df5db370-cdb5-4665-b005-c04b9af78988,c1,c4,25,p1,?,surb={'id': '444a3c3e-323a-4ccb-a729-6992941b58b5', 'route': ['p1', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769504970.4685435,SENT,ea801498-2ee3-4120-8b44-b708b693a88a,24280d82-dfa8-4295-b3d2-2b727b5c24b8,c4,c5,3398,?,p1,
1769504970.4686155,CREATED,622ffa61-8fc8-4b83-92ad-8ab0a24e4edc,83ff2895-a728-4fa9-8600-ffee4560854b,c4,c5,27,?,?,surb={'id': 'fc493c8b-674c-4127-89f0-4a219d1febf2', 'route': ['p2', 'e11', 'i12', 'x2', 'p1', 'c4']}
1769504970.706272,SENT,6634a1cf-5416-428b-893c-c41674de849c,b0aceeb8-98a8-4c7a-bf65-2cb5f089b6ea,c4,c5,3372,?,p1,
1769504970.7064252,CREATED,3b4b8f4e-0d65-42cd-98ab-a90bca82a132,c67c7e47-6091-4f3e-8a6b-2640cd11a923,c4,c5,27,?,?,surb={'id': 'c1b96d84-a2cb-4364-9427-d2ba26569d04', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c4']}
1769504970.7185838,SENT,72d5f166-0239-4181-a2f9-38e928ac6e22,0fd70a4c-7732-4a00-87d3-2b7838d50fff,c4,c5,3359,?,p1,
1769504970.7187364,CREATED,01a3a637-df75-4cff-a748-f10d92caa900,c67c7e47-6091-4f3e-8a6b-2640cd11a923,c4,c5,27,?,?,surb={'id': 'c1b96d84-a2cb-4364-9427-d2ba26569d04', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c4']}
1769504971.377189,RECEIVED,9c1571dd-0a22-4db3-8980-5bd2b9e0121d,dbcc9ed0-7937-482a-ab76-fa282e04d0e5,c1,c4,27,p1,?,surb={'id': 'f6e05c27-d0da-4021-835c-5693760a2a8c', 'route': ['p1', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769504971.4105453,SENT,dc365005-ab00-4498-b96d-211bac913511,808cc988-2809-4d99-b600-10720bbf968c,c4,c5,3387,?,p1,
1769504971.4106228,CREATED,0f5344f5-7f35-40ae-b171-7a34883727db,8a4361d4-b95c-4aea-ba77-6086f16b4d2b,c4,c5,27,?,?,surb={'id': 'ade386f5-6efe-4c4d-b7b4-e7220e2eaf44', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769504971.4593613,SENT,56f85bba-3343-4a75-afa3-a94d6e60bf19,65b4a070-b940-4819-a195-e14d543c5118,c4,c5,3377,?,p1,
1769504971.4594812,CREATED,d435ccc7-9a64-4d11-bf73-47a220cad62b,8a4361d4-b95c-4aea-ba77-6086f16b4d2b,c4,c5,27,?,?,surb={'id': 'ade386f5-6efe-4c4d-b7b4-e7220e2eaf44', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769504971.5147426,SENT,fe85f511-040d-4ca4-9e82-8e7f3ed265ca,7f7037bd-b49f-406b-a188-8fd6307cb635,c4,c5,3348,?,p1,
1769504971.5148916,CREATED,adf91bf8-1da3-4a78-a3ef-8d2d2d2bf79d,cacdc0c6-cfbf-43dd-b4ab-60fad6eb5b66,c4,c5,26,?,?,surb={'id': 'ca34dae5-5b5c-4f4f-a560-e24f21a9c44e', 'route': ['p2', 'e8', 'i7', 'x8', 'p1', 'c4']}
1769504971.539153,SENT,18aff6d0-4c18-4d0b-b21a-6de2e3f62cf2,d03abafd-f44a-4f8e-a353-7559cc08bdbc,c4,c5,3360,?,p1,
1769504971.5393126,CREATED,7133ee24-c8e9-4f35-8b82-6f2e42b0d0c2,cacdc0c6-cfbf-43dd-b4ab-60fad6eb5b66,c4,c5,26,?,?,surb={'id': 'ca34dae5-5b5c-4f4f-a560-e24f21a9c44e', 'route': ['p2', 'e8', 'i7', 'x8', 'p1', 'c4']}
1769504971.9440248,RECEIVED,254e1602-cdda-4f20-851f-f6e8dfbba0c9,932c7801-7182-40cb-b0df-30cfeddc8faa,c1,c4,27,p1,?,surb={'id': 'dc49eb8d-ee07-488e-a8b6-e8e2c53eb854', 'route': ['p1', 'e12', 'i8', 'x1', 'p1', 'c1']}
1769504971.9577522,RECEIVED,f1dc490c-37be-464d-870f-fbff9523f24d,932c7801-7182-40cb-b0df-30cfeddc8faa,c1,c4,27,p1,?,surb={'id': 'dc49eb8d-ee07-488e-a8b6-e8e2c53eb854', 'route': ['p1', 'e12', 'i8', 'x1', 'p1', 'c1']}
1769504972.0677552,SENT,ae825dd4-6ae0-4766-8fcf-e82d1894d8f0,448e1ed1-25d3-457c-b414-9b8bb28587ec,c4,c5,3392,?,p1,
1769504972.0679042,CREATED,2a85ad2a-f292-43f9-9e31-6bc7d36b955b,f67a362a-c9f1-4284-83a8-19448f15193c,c4,c5,25,?,?,surb={'id': '4e0fa5f4-51a9-4d1d-8d23-27b7093e1c68', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c4']}
1769504972.2061927,SENT,88e41ce3-7e59-4f8c-bc2c-0f570b78dd29,a0e9f23e-0ef0-4a09-a71e-6fa000828992,c4,c5,3384,?,p1,
1769504972.2063417,CREATED,5f465fcc-82ec-4ea7-adf4-9c96f75b79d3,f67a362a-c9f1-4284-83a8-19448f15193c,c4,c5,25,?,?,surb={'id': '4e0fa5f4-51a9-4d1d-8d23-27b7093e1c68', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c4']}
1769504972.2599638,RECEIVED,000519c7-b1f7-44ac-8b96-c781e7821172,dbcc9ed0-7937-482a-ab76-fa282e04d0e5,c1,c4,27,p1,?,surb={'id': 'f6e05c27-d0da-4021-835c-5693760a2a8c', 'route': ['p1', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769504972.275365,RECEIVED,6e780546-0c46-4b39-b40e-46362ec170b1,7d47b0d8-3e47-41a6-b1bc-727cc645718f,c1,c4,27,p1,?,surb={'id': '45ea1741-92fc-4888-962d-c663949ab283', 'route': ['p1', 'e3', 'i9', 'x1', 'p1', 'c1']}
1769504972.3882236,RECEIVED,2c76ba59-e1bf-45d6-b4a9-ee8f8bf54ed3,7d47b0d8-3e47-41a6-b1bc-727cc645718f,c1,c4,27,p1,?,surb={'id': '45ea1741-92fc-4888-962d-c663949ab283', 'route': ['p1', 'e3', 'i9', 'x1', 'p1', 'c1']}
1769504972.401831,SENT,779ad7de-db94-4dfd-b1ae-a34994aff1f9,bc1877be-b558-4f40-9188-984d522115a3,c4,c5,3395,?,p1,
1769504972.4019706,CREATED,40c93d8c-6aec-4f7b-8832-a3a779810a57,407a6de2-2d50-49b0-b79b-e70b97eaf18a,c4,c5,27,?,?,surb={'id': 'b920da4b-ed3e-4fe7-b9c5-66544f037524', 'route': ['p2', 'e6', 'i7', 'x12', 'p1', 'c4']}
1769504972.711297,RECEIVED,d2fb3023-6fed-4606-a0bc-5aa03dc0f405,09d00b1a-07cc-45ef-929a-b8790d4e11cf,c1,c4,26,p1,?,surb={'id': '8127154e-bdbd-4857-976e-679ccbe00175', 'route': ['p1', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769504972.713751,RECEIVED,b6c6f02b-f597-4677-bd69-6da7f8cfc0a6,ca44ec16-ace7-4fbd-8211-37db3885393f,c1,c4,27,p1,?,surb={'id': '4b1f7dcf-f6ca-4376-9dfe-93ab0c087045', 'route': ['p1', 'e11', 'i1', 'x2', 'p1', 'c1']}
1769504972.741961,SENT,62a83f49-ead8-46bf-b323-2584e328aeb5,41751e51-a6e3-41a8-90ec-2f163500c2c1,c4,c5,3375,?,p1,
1769504972.7421417,CREATED,288e9fc6-238d-48e6-8dab-0e4306edf52e,407a6de2-2d50-49b0-b79b-e70b97eaf18a,c4,c5,27,?,?,surb={'id': 'b920da4b-ed3e-4fe7-b9c5-66544f037524', 'route': ['p2', 'e6', 'i7', 'x12', 'p1', 'c4']}
1769504972.7479558,RECEIVED,b0c94ab4-4c48-455d-b3d7-412b62d50adf,c1f17305-f003-4db0-bcec-10c02bce389a,c1,c4,27,p1,?,surb={'id': 'fa681bda-9a56-4e54-b71e-a156f29c48f1', 'route': ['p1', 'e6', 'i10', 'x2', 'p1', 'c1']}
1769504973.0121138,RECEIVED,1e096fe2-ea84-4f70-b792-c02fd822a1ac,ea76b037-18fc-44e2-8e47-f5128930b388,c1,c4,27,p1,?,surb={'id': 'e4465539-3ac2-43b9-97c3-ae37b37bd20a', 'route': ['p1', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769504973.1604555,RECEIVED,3a6714a5-881a-491f-8800-750c75d84d10,8531225e-ee00-41f5-b09e-0f4d2e7adca4,c1,c4,27,p1,?,surb={'id': 'c1d12af4-b16d-4d34-9367-66679328e341', 'route': ['p1', 'e4', 'i4', 'x12', 'p1', 'c1']}
1769504973.8408253,RECEIVED,90da6960-e6b7-4f94-90c3-5f524b7a366c,09d00b1a-07cc-45ef-929a-b8790d4e11cf,c1,c4,26,p1,?,surb={'id': '8127154e-bdbd-4857-976e-679ccbe00175', 'route': ['p1', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769504974.1000013,SENT,6ccad369-bd74-425e-a573-4107d7f6d342,0e1306fb-683e-424a-b315-ba57d8f1cd2e,c4,c5,3380,?,p1,
1769504974.1001942,CREATED,b8ac43df-c4f3-45ac-9d82-02236f8db8e7,5b4d691b-42c2-4421-96a2-247e534bf408,c4,c5,26,?,?,surb={'id': 'fcd85881-48e5-4b4d-ad1e-67a8cf103f9e', 'route': ['p2', 'e3', 'i1', 'x7', 'p1', 'c4']}
1769504974.2250378,RECEIVED,642536df-421f-4a94-b22d-15f37bb01d0b,ca44ec16-ace7-4fbd-8211-37db3885393f,c1,c4,27,p1,?,surb={'id': '4b1f7dcf-f6ca-4376-9dfe-93ab0c087045', 'route': ['p1', 'e11', 'i1', 'x2', 'p1', 'c1']}
1769504974.6607933,RECEIVED,fe17e7a9-04f6-4e7f-b312-a1d15775ce3e,2bbec555-a834-4f89-afe3-e1d572fd8e6e,c1,c4,27,p1,?,surb={'id': 'ac8e8d30-0afa-4755-bc3d-8d44c8720602', 'route': ['p1', 'e10', 'i8', 'x4', 'p1', 'c1']}
