timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769504989.978962,SENT,b6f9db1d-2e61-4402-8a4c-5e33196018ae,63652379-a8e0-45a8-b047-23c29c3e38e5,c5,c3,3375,?,p2,
1769504989.9790847,CREATED,b3f3a9fc-ce7b-4c6a-8a17-5767f2db0434,1323719e-155a-4d4d-bd46-95a45eed1f63,c5,c3,26,?,?,surb={'id': '6166339e-1e3b-469c-87ac-a9fa14bc5294', 'route': ['p3', 'e10', 'i10', 'x8', 'p2', 'c5']}
1769504989.9862707,RECEIVED,3fa46b11-f8ea-47ba-a75f-510ddf0845f6,ee4534d8-7db1-41a2-b691-c5a1bfd12581,c3,c5,27,p2,?,surb={'id': 'ef330b04-ddcc-4467-816a-f2bde7fd3fb5', 'route': ['p2', 'e1', 'i7', 'x8', 'p3', 'c3']}
1769504990.0445278,RECEIVED,49319892-2fdf-4a55-9d78-626e36623f2d,04afcfad-5e76-4b4a-ae12-3944092d3330,c4,c5,27,p2,?,surb={'id': '4823e02c-dfe1-49d7-b65c-a577d1a91104', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c4']}
1769504990.168733,RECEIVED,e708b3da-0535-470b-bdd5-9b0e4a50426f,cfaf7f1a-a016-48f3-8da2-5f8798681823,c4,c5,26,p2,?,surb={'id': '38f735e0-05c1-4cc3-9768-401f77082956', 'route': ['p2', 'e9', 'i10', 'x6', 'p1', 'c4']}
1769504990.267254,RECEIVED,a4be049a-baa0-42b4-9b2d-8f5aae61ea99,9a455b16-7434-4357-9f25-6b8c8f860b34,c4,c5,27,p2,?,surb={'id': '936a0bbd-6495-4131-900e-815c3b297621', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769504990.3402007,SENT,5ba993b7-d343-4a7f-b66e-ed0b38a8b4f2,0baad69e-59ed-47c9-9e09-186000f7be60,c5,c3,3383,?,p2,
1769504990.340349,CREATED,05175573-3210-44a5-ab8e-f1401d8f59fe,1323719e-155a-4d4d-bd46-95a45eed1f63,c5,c3,26,?,?,surb={'id': '6166339e-1e3b-469c-87ac-a9fa14bc5294', 'route': ['p3', 'e10', 'i10', 'x8', 'p2', 'c5']}
1769504990.4454894,RECEIVED,99f01c34-07d9-4198-bb6a-04f824d6e3cf,0a5cb526-4d0f-4ccc-b7f1-86a73e529dc1,c3,c5,26,p2,?,surb={'id': '9af4bd49-4af2-4751-8983-7220aec6f867', 'route': ['p2', 'e8', 'i1', 'x10', 'p3', 'c3']}
1769504990.7875607,RECEIVED,eba80072-e104-4084-bdf8-2c3c06ba03f2,d5c09120-5798-478f-910e-d8f357b40894,c4,c5,27,p2,?,surb={'id': '7968dc70-9590-4776-8b28-7c296e5234db', 'route': ['p2', 'e9', 'i10', 'x1', 'p1', 'c4']}
1769504990.9918702,RECEIVED,d359a311-a859-4179-a6f2-2e4384ee2de9,95f5e3c3-a524-4f4b-b422-63ffd1c4abae,c3,c5,27,p2,?,surb={'id': '62aebbe1-7531-4555-a9ae-0d1c338ce3e5', 'route': ['p2', 'e1', 'i5', 'x9', 'p3', 'c3']}
1769504991.3707643,RECEIVED,b3a324cb-db33-48d7-a104-6a685fd0b095,04afcfad-5e76-4b4a-ae12-3944092d3330,c4,c5,27,p2,?,surb={'id': '4823e02c-dfe1-49d7-b65c-a577d1a91104', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c4']}
1769504991.382727,RECEIVED,34661406-9de8-4583-801e-dd431f78e152,ebf969c6-879a-47de-b7a7-ca047d099ac4,c4,c5,24,p2,?,surb={'id': '52be0bac-8015-49e6-98cb-b99397dd4719', 'route': ['p2', 'e9', 'i9', 'x2', 'p1', 'c4']}
1769504991.3913238,SENT,fa42cb82-f21c-4c20-b71a-0f87659dab0d,fc2371b3-ef45-47a5-ad88-6fff424be867,c5,c3,3367,?,p2,
1769504991.3914685,CREATED,f6c5ee1b-89c8-4488-a25e-d786acef5d69,837bb932-089c-49f2-864f-5b67821438db,c5,c3,27,?,?,surb={'id': 'b6694874-8d4e-44bf-a233-5192b9b52732', 'route': ['p3', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769504991.4294398,RECEIVED,0df0bdef-51b9-4b72-a880-341a38e77721,f2cd58a9-777e-4858-ae5a-61804a205cad,c3,c5,27,p2,?,surb={'id': 'c965405f-8f09-46c1-90e4-fe3a2bb8b5b4', 'route': ['p2', 'e8', 'i1', 'x9', 'p3', 'c3']}
1769504991.8885515,RECEIVED,e887953e-a566-4323-8446-e32859b13235,50dd876a-2301-4f10-9f88-554d8101e86c,c4,c5,26,p2,?,surb={'id': 'b2d90b2f-9bf6-4d85-80ed-d6dda39dc306', 'route': ['p2', 'e12', 'i4', 'x7', 'p1', 'c4']}
1769504991.935428,RECEIVED,6933896d-a39e-4441-800c-2a3164468508,93ca654a-8f5f-4e92-abcd-65a96d7a983f,c3,c5,26,p2,?,surb={'id': '46c41917-7a58-4385-97d8-318c548285ce', 'route': ['p2', 'e1', 'i12', 'x1', 'p3', 'c3']}
1769504992.0197978,SENT,e160fb45-ef55-4108-a774-fb4d97020208,2ec880b0-1aec-40eb-97a4-27e08628e203,c5,c3,3378,?,p2,
1769504992.0199015,CREATED,0ebd0091-fb5b-48e6-959d-9596a1472d3e,837bb932-089c-49f2-864f-5b67821438db,c5,c3,27,?,?,surb={'id': 'b6694874-8d4e-44bf-a233-5192b9b52732', 'route': ['p3', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769504992.5152664,RECEIVED,81a2f018-ac34-4496-a206-248fe88a2faa,9750e4fa-e797-4a4e-ad91-28d908136473,c3,c5,27,p2,?,surb={'id': '4181588d-0f20-4d7c-9750-1a1e70566728', 'route': ['p2', 'e6', 'i5', 'x4', 'p3', 'c3']}
1769504992.8231373,RECEIVED,15f0b453-78e9-4e35-8b7d-115a1b9468cf,95f5e3c3-a524-4f4b-b422-63ffd1c4abae,c3,c5,27,p2,?,surb={'id': '62aebbe1-7531-4555-a9ae-0d1c338ce3e5', 'route': ['p2', 'e1', 'i5', 'x9', 'p3', 'c3']}
1769504992.9018853,SENT,1c338884-4df7-4db4-bc65-2ec06f409769,cd472fd3-1039-4ded-acfc-e43724e02977,c5,c3,3383,?,p2,
1769504992.9021401,CREATED,6ff93667-013b-4d3c-8750-bc13f84523b3,436a48b8-4ad0-410f-a2de-1f21a71afe64,c5,c3,27,?,?,surb={'id': '32669a07-c97f-4d2b-9603-98049637bc3a', 'route': ['p3', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769504993.1422522,SENT,a5efce85-b4e6-442a-b10a-b8b2da2fe986,dc33473d-56ec-4368-a65e-517d430f4206,c5,c3,3383,?,p2,
1769504993.1424048,CREATED,35ced366-1836-4e99-b721-7f2c797ebdbc,436a48b8-4ad0-410f-a2de-1f21a71afe64,c5,c3,27,?,?,surb={'id': '32669a07-c97f-4d2b-9603-98049637bc3a', 'route': ['p3', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769504993.1976814,RECEIVED,a34dc09c-028a-4d14-a1a1-efaa12306794,93ca654a-8f5f-4e92-abcd-65a96d7a983f,c3,c5,26,p2,?,surb={'id': '46c41917-7a58-4385-97d8-318c548285ce', 'route': ['p2', 'e1', 'i12', 'x1', 'p3', 'c3']}
1769504993.3542204,RECEIVED,d52b4cdd-3b3f-41d6-a12d-228e570fdbc5,e7d8c4c3-f9b6-4499-908d-df1098cc9812,c4,c5,26,p2,?,surb={'id': '78f3caca-acdc-4b95-ae19-2c3a79d19c40', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c4']}
1769504993.4924223,RECEIVED,cb11e854-594f-4494-8174-2bec0bea833e,0a5cb526-4d0f-4ccc-b7f1-86a73e529dc1,c3,c5,26,p2,?,surb={'id': '9af4bd49-4af2-4751-8983-7220aec6f867', 'route': ['p2', 'e8', 'i1', 'x10', 'p3', 'c3']}
1769504993.5526295,RECEIVED,a43eeb25-e699-4a08-8ee7-a5a1b472681c,58bef0a3-0063-4749-9f89-7876bcb8a190,c3,c5,26,p2,?,surb={'id': 'db0c9ed4-5582-48ab-b095-ca496191bc58', 'route': ['p2', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769504993.6187031,RECEIVED,f66c4129-306d-4e94-a14e-87f15b0f1386,e7d8c4c3-f9b6-4499-908d-df1098cc9812,c4,c5,26,p2,?,surb={'id': '78f3caca-acdc-4b95-ae19-2c3a79d19c40', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c4']}
1769504993.8104947,RECEIVED,30fda8b1-8b42-4e38-a78a-7a6d7fb34c25,50dd876a-2301-4f10-9f88-554d8101e86c,c4,c5,26,p2,?,surb={'id': 'b2d90b2f-9bf6-4d85-80ed-d6dda39dc306', 'route': ['p2', 'e12', 'i4', 'x7', 'p1', 'c4']}
1769504994.033154,SENT,0724ce74-0036-4bc8-ba18-e31253491399,28b32f8e-907a-4803-aa13-205e9bfa8b04,c5,c3,3360,?,p2,
1769504994.033306,CREATED,a763d6c4-1ca0-440c-a38a-45c2c4a95981,8ea91a45-99cf-4214-b10d-135e66b5c87a,c5,c3,27,?,?,surb={'id': '52ba3cc2-13a6-4a4b-864d-5bc9585316b5', 'route': ['p3', 'e7', 'i11', 'x8', 'p2', 'c5']}
1769504994.0911644,SENT,eaf4a850-b22c-4dd8-94a0-ab175c5bf7bb,d5b5c0bb-4ce2-4f3f-9a3b-3faee7aaf9e3,c5,c3,3370,?,p2,
1769504994.09132,CREATED,4b41743b-98f0-4432-a8be-65a49cc261c2,8ea91a45-99cf-4214-b10d-135e66b5c87a,c5,c3,27,?,?,surb={'id': '52ba3cc2-13a6-4a4b-864d-5bc9585316b5', 'route': ['p3', 'e7', 'i11', 'x8', 'p2', 'c5']}
1769504994.1430979,SENT,f156f405-fd1e-41c8-adbc-4e6c791055dd,e4dc76d3-1946-4f06-8f6b-f5858735b0f8,c5,c3,3385,?,p2,
1769504994.1432474,CREATED,dfecccd3-75cc-4f62-ab0e-d3078eb03c2d,d879e798-555f-4179-901f-e8c380c8ade9,c5,c3,26,?,?,surb={'id': '68e9f8f9-bed6-4f91-a76a-114735195238', 'route': ['p3', 'e10', 'i1', 'x7', 'p2', 'c5']}
1769504994.2961998,RECEIVED,442169f3-5c4f-402e-909e-6207c8a50a15,fea6b029-28bc-4e53-b915-befcf9b9e074,c4,c5,27,p2,?,surb={'id': '2ff549af-52b9-4a92-947e-0ecfbd9ca1bd', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769504994.3764575,RECEIVED,91b3d1ab-0565-49b0-b597-fb6b90a44c4e,f2cd58a9-777e-4858-ae5a-61804a205cad,c3,c5,27,p2,?,surb={'id': 'c965405f-8f09-46c1-90e4-fe3a2bb8b5b4', 'route': ['p2', 'e8', 'i1', 'x9', 'p3', 'c3']}
1769504994.4303455,RECEIVED,8e5ed3aa-5fbb-4418-ba36-2df1f50a23b1,ebf969c6-879a-47de-b7a7-ca047d099ac4,c4,c5,24,p2,?,surb={'id': '52be0bac-8015-49e6-98cb-b99397dd4719', 'route': ['p2', 'e9', 'i9', 'x2', 'p1', 'c4']}
1769504994.468567,SENT,9a049a7f-a048-4e9d-b81d-61a95d41fcca,0125c9a5-32d5-41ac-ae23-373469c9e2cb,c5,c3,3383,?,p2,
1769504994.4687164,CREATED,f7c36c9f-0cd4-4094-bac3-ca7e49a01b82,d879e798-555f-4179-901f-e8c380c8ade9,c5,c3,26,?,?,surb={'id': '68e9f8f9-bed6-4f91-a76a-114735195238', 'route': ['p3', 'e10', 'i1', 'x7', 'p2', 'c5']}
1769504994.5190284,SENT,47b443cf-3fc0-4b64-8bd7-8ebf456ac73a,bfce71ad-0694-460b-8ac9-7d4ac82e7837,c5,c3,3364,?,p2,
1769504994.5192714,CREATED,38491517-4449-437c-ab62-38aa772ac9a5,2aa15026-d1da-49c0-a015-12be26d1e4c6,c5,c3,27,?,?,surb={'id': 'f32d0655-ba27-4e96-8f77-e38d0de3b3c1', 'route': ['p3', 'e6', 'i6', 'x6', 'p2', 'c5']}
1769504994.5907414,SENT,43a4f967-6ed9-46e3-bc33-7d3a5a56b349,e8bce424-b77c-4435-9709-338ec616778b,c5,c3,3382,?,p2,
1769504994.5909252,CREATED,82e49794-a70f-40e0-be3b-19102cb20bfa,2aa15026-d1da-49c0-a015-12be26d1e4c6,c5,c3,27,?,?,surb={'id': 'f32d0655-ba27-4e96-8f77-e38d0de3b3c1', 'route': ['p3', 'e6', 'i6', 'x6', 'p2', 'c5']}
1769504994.6109245,SENT,a2740fef-6352-4ace-8465-08bdee1beb18,ba5bfee6-59b7-47ab-8b18-f7060fcd20c1,c5,c3,3388,?,p2,
1769504994.6111012,CREATED,cd8336f9-07c7-4322-befe-af6dd8ae7515,bef7960e-b4b7-471b-8ec9-3068fcc525cc,c5,c3,27,?,?,surb={'id': '882ea059-bff0-466b-b38f-440a95834528', 'route': ['p3', 'e4', 'i12', 'x2', 'p2', 'c5']}
1769504994.6309001,RECEIVED,78f4418a-3976-46e0-a6e4-b926f69f9747,58bef0a3-0063-4749-9f89-7876bcb8a190,c3,c5,26,p2,?,surb={'id': 'db0c9ed4-5582-48ab-b095-ca496191bc58', 'route': ['p2', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769504994.6498847,SENT,c7686332-c713-49a1-ad48-c5a523eeb30a,651f62b2-1847-4d6f-983d-5f81664eea92,c5,c3,3400,?,p2,
1769504994.6500363,CREATED,b8f20238-6c88-4914-a135-57d9bb00372a,bef7960e-b4b7-471b-8ec9-3068fcc525cc,c5,c3,27,?,?,surb={'id': '882ea059-bff0-466b-b38f-440a95834528', 'route': ['p3', 'e4', 'i12', 'x2', 'p2', 'c5']}
1769504994.6803782,SENT,34601919-5249-428c-bffc-9052b3b426ff,c652f578-ccdd-4404-a6e4-1bcf118acbf2,c5,c3,3379,?,p2,
1769504994.6805239,CREATED,6c1375e2-6eb6-481c-9445-73309cd3a101,f573b9c7-c585-45d7-8a49-4db611840c50,c5,c3,27,?,?,surb={'id': 'a8df82e0-db6d-4c63-aab8-9458cf8ebef3', 'route': ['p3', 'e1', 'i4', 'x2', 'p2', 'c5']}
1769504994.7453728,RECEIVED,3e93c07b-5513-4469-bf2e-7536dcc40153,810d8e2a-0644-41dc-a425-7a0b9bfe0bff,c3,c5,27,p2,?,surb={'id': 'a988ce69-65c0-437a-8f63-da9c5ba3955c', 'route': ['p2', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769504994.798549,RECEIVED,cee6e82b-8b87-4445-ae39-30e63f2a7726,9750e4fa-e797-4a4e-ad91-28d908136473,c3,c5,27,p2,?,surb={'id': '4181588d-0f20-4d7c-9750-1a1e70566728', 'route': ['p2', 'e6', 'i5', 'x4', 'p3', 'c3']}
1769504995.2605681,RECEIVED,1f5bc74c-66a3-4680-94d8-38df90d03221,081ed9b1-3ae2-4a15-80fe-2d8eedaaa50e,c3,c5,27,p2,?,surb={'id': '9eb2efee-f3de-4c2b-b528-4c9ad4b8c874', 'route': ['p2', 'e1', 'i10', 'x4', 'p3', 'c3']}
1769504995.3132677,SENT,4f357724-3efa-4e40-9fe3-0c88617dfe14,f875ab97-3e93-4231-ac57-877c9085107e,c5,c3,3379,?,p2,
1769504995.3134134,CREATED,f78ce257-ecd9-4fbd-9f80-d2422f1237b8,f573b9c7-c585-45d7-8a49-4db611840c50,c5,c3,27,?,?,surb={'id': 'a8df82e0-db6d-4c63-aab8-9458cf8ebef3', 'route': ['p3', 'e1', 'i4', 'x2', 'p2', 'c5']}
1769504995.3386,SENT,451a32dd-03af-480c-8560-204fdf58f1e3,e9a6afd7-ebce-4616-803e-917cfc2873c6,c5,c3,3392,?,p2,
1769504995.3387356,CREATED,5ba3cd2f-ca93-439c-a78c-b69fc5013b32,08a65001-a267-4abc-ab7f-cc0ec27178ef,c5,c3,27,?,?,surb={'id': 'ed58d5eb-1934-45ce-b7b9-19ead9182c90', 'route': ['p3', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769504995.430731,SENT,e6d8e726-4901-4e11-8341-67dbd2047e8a,de97ae8f-ca0d-4a80-9fda-80277474823c,c5,c3,3399,?,p2,
1769504995.430826,CREATED,84e6df73-3a49-4039-8a57-1c515c1cd24b,08a65001-a267-4abc-ab7f-cc0ec27178ef,c5,c3,27,?,?,surb={'id': 'ed58d5eb-1934-45ce-b7b9-19ead9182c90', 'route': ['p3', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769504995.5048652,RECEIVED,4041d1ad-56f6-4b7a-b38a-62be85e0e0a9,081ed9b1-3ae2-4a15-80fe-2d8eedaaa50e,c3,c5,27,p2,?,surb={'id': '9eb2efee-f3de-4c2b-b528-4c9ad4b8c874', 'route': ['p2', 'e1', 'i10', 'x4', 'p3', 'c3']}
1769504995.6028972,SENT,16ec0c0b-7c15-4d70-b9cb-6245f276698d,4c1d508f-1e53-4ba0-b308-520f5df1a4e4,c5,c3,3396,?,p2,
1769504995.6029983,CREATED,e3018c0d-2d4d-4270-aecd-4e7b0d5b7dc9,47292b5f-1757-432f-add3-e199448355b0,c5,c3,27,?,?,surb={'id': '246c63e6-7cf0-4e54-98c3-1548fe64d42c', 'route': ['p3', 'e3', 'i7', 'x12', 'p2', 'c5']}
1769504995.7798166,SENT,8ba3dcde-0df9-421a-b95e-7875a2743cb6,07c751b5-f1c2-4efe-9107-e39d2ff9d933,c5,c3,3381,?,p2,
1769504995.7799637,CREATED,b92bcd44-54e6-49d7-8c9e-2a4d7bf5ad90,47292b5f-1757-432f-add3-e199448355b0,c5,c3,27,?,?,surb={'id': '246c63e6-7cf0-4e54-98c3-1548fe64d42c', 'route': ['p3', 'e3', 'i7', 'x12', 'p2', 'c5']}
1769504995.8574502,RECEIVED,a00bb161-37ec-4607-a963-87cecd4f1102,810d8e2a-0644-41dc-a425-7a0b9bfe0bff,c3,c5,27,p2,?,surb={'id': 'a988ce69-65c0-437a-8f63-da9c5ba3955c', 'route': ['p2', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769504995.8693538,RECEIVED,92dd0695-33ba-4e9f-ba31-c6987ed9daa8,93d29526-1e3a-4f74-9a5b-dada863552dd,c3,c5,27,p2,?,surb={'id': '7986ea21-ac43-42a9-b637-54140d4f0f59', 'route': ['p2', 'e3', 'i11', 'x5', 'p3', 'c3']}
1769504995.9129617,RECEIVED,d062bf3b-dad7-4f72-af00-834f0bfbd560,402d9c8a-70dc-44ec-ace9-2a751a95450a,c4,c5,27,p2,?,surb={'id': 'a872ffe0-ab90-4c5e-a74e-58bca4d39ea9', 'route': ['p2', 'e5', 'i3', 'x10', 'p1', 'c4']}
1769504996.1218178,RECEIVED,447c2c05-cef8-4821-9741-5293e6658f85,7ec1e7bf-a2d4-4670-a52f-603f7db68ea9,c4,c5,27,p2,?,surb={'id': '210baa60-2a38-4353-b2ab-4e987a2f97aa', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c4']}
1769504996.1538591,SENT,e228cb83-0f59-4be9-9d49-c4a891fca45f,fe494d6b-37f5-41e9-8033-5e70814f41fb,c5,c3,3399,?,p2,
1769504996.1543036,CREATED,b55fc104-57d4-4065-9bd8-b01202e8abd8,425f393d-3f71-4071-b3c3-bd04f6fd222e,c5,c3,27,?,?,surb={'id': '0c7b9956-deed-4a4a-af94-59deb6f252a5', 'route': ['p3', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769504996.474162,SENT,2379274a-3733-4554-9741-89541083f79b,506c35e0-6d11-412c-9488-6ba1f88d2e38,c5,c3,3362,?,p2,
1769504996.474309,CREATED,d329c080-048b-4d15-9200-c85b07103513,425f393d-3f71-4071-b3c3-bd04f6fd222e,c5,c3,27,?,?,surb={'id': '0c7b9956-deed-4a4a-af94-59deb6f252a5', 'route': ['p3', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769504996.5099819,SENT,62cee117-9b48-4c57-ab91-496ac09e2041,31d5ff5f-811f-4714-bd03-5f40c7bbaadc,c5,c3,3388,?,p2,
1769504996.510202,CREATED,f00e20a1-1ced-4947-afae-de807f55de8b,75634d5f-468c-4200-bfc1-1c1b4ca9da32,c5,c3,26,?,?,surb={'id': '61215993-ba8b-4b6b-ad8b-19bf1f360b85', 'route': ['p3', 'e12', 'i11', 'x12', 'p2', 'c5']}
1769504996.5973752,RECEIVED,3223a358-05f1-40b3-9335-771b60874949,402d9c8a-70dc-44ec-ace9-2a751a95450a,c4,c5,27,p2,?,surb={'id': 'a872ffe0-ab90-4c5e-a74e-58bca4d39ea9', 'route': ['p2', 'e5', 'i3', 'x10', 'p1', 'c4']}
1769504996.6638296,SENT,5c5be0cc-3267-44d9-a211-427101f5d978,9e8fd961-a1f1-469e-b1e6-610207b3b444,c5,c3,3400,?,p2,
1769504996.6639786,CREATED,6df4fcea-9471-4e29-b365-8a9f88c3b7e3,75634d5f-468c-4200-bfc1-1c1b4ca9da32,c5,c3,26,?,?,surb={'id': '61215993-ba8b-4b6b-ad8b-19bf1f360b85', 'route': ['p3', 'e12', 'i11', 'x12', 'p2', 'c5']}
1769504996.9026875,SENT,5020e84a-508c-4810-b76f-07905fe58c15,6b6cdf67-ef36-4de1-842d-7e3d2b8dc2a1,c5,c3,3359,?,p2,
1769504996.902839,CREATED,0eb6bc14-5f9a-4346-87da-ccec9009e0f7,18c21b8f-3b99-4d1d-bd6f-44cb2f4fdf2b,c5,c3,27,?,?,surb={'id': '97697e60-4f74-4b70-8d29-67b1c6c55b2e', 'route': ['p3', 'e7', 'i5', 'x10', 'p2', 'c5']}
1769504997.227653,RECEIVED,9bdc8f59-b101-432d-962f-cd6bb48eeef3,73de573e-f897-49ad-8864-72323dd29b22,c4,c5,27,p2,?,surb={'id': '0fab033e-3eb0-4ac2-9cf4-ec9ffd2f5438', 'route': ['p2', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769504997.2323377,RECEIVED,c069cf79-3c29-49e5-ac73-7d432803739f,e14f5491-23a2-4544-9446-ea7b5c26d6a3,c3,c5,27,p2,?,surb={'id': '23f3750d-f4ec-4467-9b78-6433078704ed', 'route': ['p2', 'e6', 'i10', 'x4', 'p3', 'c3']}
1769504997.388242,RECEIVED,b21019d4-5cbb-46d6-875c-be054c30729b,8f98b181-c9f6-4482-89c5-d30751e134f8,c4,c5,27,p2,?,surb={'id': '95d9b8e1-048d-4024-bf21-b046203e47c6', 'route': ['p2', 'e9', 'i7', 'x9', 'p1', 'c4']}
1769504997.4082553,RECEIVED,a7be74dd-3575-4556-9e90-51dbd0bd04c4,f9eb470d-f9f9-478a-a8be-1a6aeb0c95ee,c4,c5,27,p2,?,surb={'id': 'c877df38-4694-495a-85c2-6677817bcc22', 'route': ['p2', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769504997.452425,RECEIVED,2ce10ada-0342-4035-987d-6a94b5760f6e,93d29526-1e3a-4f74-9a5b-dada863552dd,c3,c5,27,p2,?,surb={'id': '7986ea21-ac43-42a9-b637-54140d4f0f59', 'route': ['p2', 'e3', 'i11', 'x5', 'p3', 'c3']}
1769504997.4697876,SENT,bb828f5c-2d35-4ca8-a033-1ea5f69ce614,fd96b611-f802-49ba-aeff-bb5380ea2e40,c5,c3,3364,?,p2,
1769504997.4698853,CREATED,d04e41b7-0ee2-486e-a545-cdacfb24d28b,18c21b8f-3b99-4d1d-bd6f-44cb2f4fdf2b,c5,c3,27,?,?,surb={'id': '97697e60-4f74-4b70-8d29-67b1c6c55b2e', 'route': ['p3', 'e7', 'i5', 'x10', 'p2', 'c5']}
1769504997.4914882,RECEIVED,a8bdfef5-92d2-4f0b-9be6-438b5b774fbe,430261fb-7c44-4100-ad0c-aa66dd8d47cc,c3,c5,27,p2,?,surb={'id': 'da129703-71a7-4599-b059-bcbb093c9ac6', 'route': ['p2', 'e2', 'i4', 'x9', 'p3', 'c3']}
1769504997.553893,SENT,40585a6c-a9cc-4b3b-a0e4-8a3a3b067a6d,7fc96fb5-8b7d-4699-b2fb-b99913c0b16b,c5,c3,3392,?,p2,
1769504997.5539713,CREATED,d1f2148b-3eef-43cb-a679-b92f1b275070,30c49fe2-fa4a-4990-a4bd-768400054f91,c5,c3,27,?,?,surb={'id': 'd037b540-8748-49c0-a3e7-aaadb2c717ef', 'route': ['p3', 'e5', 'i11', 'x8', 'p2', 'c5']}
1769504997.7293448,RECEIVED,433e3994-73a4-4d0f-864a-b9b152fe2387,4bf2f049-1f9a-4d6d-8b93-a4d5e4ae8528,c3,c5,26,p2,?,surb={'id': '88867c5a-d9f0-4483-a9ab-5e3350f85f9f', 'route': ['p2', 'e4', 'i3', 'x1', 'p3', 'c3']}
1769504997.7395585,RECEIVED,7146a8bb-7633-46b0-b3ed-2b7059b6677f,4bf2f049-1f9a-4d6d-8b93-a4d5e4ae8528,c3,c5,26,p2,?,surb={'id': '88867c5a-d9f0-4483-a9ab-5e3350f85f9f', 'route': ['p2', 'e4', 'i3', 'x1', 'p3', 'c3']}
1769504997.8866746,RECEIVED,90cc81e9-d043-4279-b0dc-4b3d94144328,fea6b029-28bc-4e53-b915-befcf9b9e074,c4,c5,27,p2,?,surb={'id': '2ff549af-52b9-4a92-947e-0ecfbd9ca1bd', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769504997.9932241,RECEIVED,fd54a007-c58d-43d0-9376-a0ba1eeccbe9,67f23f5e-d300-4975-aeb4-86fb506afe2d,c3,c5,27,p2,?,surb={'id': '8f65fab0-7f8d-417e-a732-02114dc517d3', 'route': ['p2', 'e2', 'i12', 'x2', 'p3', 'c3']}
1769504998.0811615,SENT,e7ecf36e-59e0-448b-a75e-0b542565a49f,01a2d4e8-b889-4e8d-ac8f-72e749436d94,c5,c3,3364,?,p2,
1769504998.0813138,CREATED,ef32b29a-d68b-472c-906b-d7514c3ce709,30c49fe2-fa4a-4990-a4bd-768400054f91,c5,c3,27,?,?,surb={'id': 'd037b540-8748-49c0-a3e7-aaadb2c717ef', 'route': ['p3', 'e5', 'i11', 'x8', 'p2', 'c5']}
1769504998.120555,RECEIVED,7df06163-78f5-4f14-b643-9042f2bcf0dd,e14f5491-23a2-4544-9446-ea7b5c26d6a3,c3,c5,27,p2,?,surb={'id': '23f3750d-f4ec-4467-9b78-6433078704ed', 'route': ['p2', 'e6', 'i10', 'x4', 'p3', 'c3']}
1769504998.2302048,RECEIVED,116ed1d0-2a8d-41fd-80f9-fd0daea85b9f,7ec1e7bf-a2d4-4670-a52f-603f7db68ea9,c4,c5,27,p2,?,surb={'id': '210baa60-2a38-4353-b2ab-4e987a2f97aa', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c4']}
1769504998.2645419,SENT,a77394e8-6f25-4f70-9d5a-5047803f004d,177245f3-8243-4aca-912a-5bc4543f584d,c5,c3,3385,?,p2,
1769504998.264689,CREATED,47147139-f8d3-42cb-bd78-1188074aeed7,6986de29-3665-4799-b55f-9967d2d405c3,c5,c3,27,?,?,surb={'id': '98d8a221-3fda-4c54-8b1d-047c74117511', 'route': ['p3', 'e11', 'i4', 'x9', 'p2', 'c5']}
1769504998.459611,RECEIVED,2a32743d-b2b0-439c-a091-30456c81f77f,8f98b181-c9f6-4482-89c5-d30751e134f8,c4,c5,27,p2,?,surb={'id': '95d9b8e1-048d-4024-bf21-b046203e47c6', 'route': ['p2', 'e9', 'i7', 'x9', 'p1', 'c4']}
1769504998.4710865,RECEIVED,819b9729-9d43-4084-bfee-03962ab67430,430261fb-7c44-4100-ad0c-aa66dd8d47cc,c3,c5,27,p2,?,surb={'id': 'da129703-71a7-4599-b059-bcbb093c9ac6', 'route': ['p2', 'e2', 'i4', 'x9', 'p3', 'c3']}
