timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769505207.684045,RECEIVED,ad1bab8e-895c-4137-bc03-659d28a01169,27c92668-2197-41fd-9d2e-f1bf5f3dabde,c3,c5,27,p2,?,surb={'id': '99479d2d-31c9-479c-b175-06f573270857', 'route': ['p2', 'e9', 'i5', 'x2', 'p3', 'c3']}
1769505208.2747195,RECEIVED,455d7c05-2512-44b0-a12d-ccf7b3674c5e,71084753-eca5-4a10-a4b8-aeeb1eb584bf,c4,c5,27,p2,?,surb={'id': '009e53e6-f2ff-44fd-b20b-cea50020f53d', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c4']}
1769505208.2828333,SENT,533564e2-2544-4741-b417-799e364115d5,66638666-2b22-457a-b4bd-86a82c911d3d,c5,c3,3375,?,p2,
1769505208.282965,CREATED,a041b8b7-44f6-45a1-8642-8c98645eeff8,44def4f3-8a07-4ce8-a04d-06d2de424636,c5,c3,27,?,?,surb={'id': '1fedf278-9c47-46be-a004-40c0ad82a7ba', 'route': ['p3', 'e4', 'i12', 'x1', 'p2', 'c5']}
1769505208.374757,RECEIVED,db7dce01-7147-4891-b0c4-e18c988a4be2,ad531775-05cf-4dc6-9650-908236ff8a3e,c4,c5,27,p2,?,surb={'id': '5f05b56a-9fe4-4322-8446-8b5ff1200708', 'route': ['p2', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769505208.3907368,SENT,64201164-373c-443c-81b9-9a4b3bec9d52,33ea41ac-fde1-4a0b-9b10-0c6c1c1cc723,c5,c3,3383,?,p2,
1769505208.3908722,CREATED,3d55b6eb-92be-4f2c-8bd4-e8777ac71758,f243790e-9e09-4788-b7db-861673063c94,c5,c3,27,?,?,surb={'id': '2e57a1ac-8149-465a-b2d6-baf2a02a0a82', 'route': ['p3', 'e4', 'i11', 'x5', 'p2', 'c5']}
1769505208.4025214,RECEIVED,57e1a3ee-d148-4fef-a135-36832096fced,e74fb3ea-a248-431e-95b7-2e66f992118c,c4,c5,27,p2,?,surb={'id': '6c633189-3430-4a44-ae25-62e5782116d8', 'route': ['p2', 'e12', 'i2', 'x7', 'p1', 'c4']}
1769505208.4376183,SENT,78d444e7-597d-4044-8274-a01497c79a7c,e7baa50b-c303-4297-9f08-bccb9c55fc47,c5,c3,3383,?,p2,
1769505208.4377553,CREATED,70df5001-fee3-444f-8142-40cea92b75c9,f243790e-9e09-4788-b7db-861673063c94,c5,c3,27,?,?,surb={'id': '2e57a1ac-8149-465a-b2d6-baf2a02a0a82', 'route': ['p3', 'e4', 'i11', 'x5', 'p2', 'c5']}
1769505208.5557468,RECEIVED,d7f59105-53fb-4269-8eeb-8948be282dec,be2027dc-5021-43ad-9b82-f72a18413d2f,c3,c5,27,p2,?,surb={'id': '243c0503-ebc8-453a-9474-3c108402c182', 'route': ['p2', 'e9', 'i12', 'x2', 'p3', 'c3']}
1769505208.6315823,RECEIVED,ac179bba-d816-4433-be53-c6249e01a901,71084753-eca5-4a10-a4b8-aeeb1eb584bf,c4,c5,27,p2,?,surb={'id': '009e53e6-f2ff-44fd-b20b-cea50020f53d', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c4']}
1769505208.692409,RECEIVED,b6604196-6064-4e59-9559-9a2cdf780e34,b65eba30-8ae3-4ba9-9875-9deee0fb165a,c3,c5,27,p2,?,surb={'id': '73d99a41-7005-4716-ab39-3672d49043fa', 'route': ['p2', 'e1', 'i2', 'x1', 'p3', 'c3']}
1769505208.9334018,SENT,9cf785f7-2d15-46d4-9fa2-bd51c1fd2d09,7ad2aa0c-14d9-4557-816b-6f2c1973db73,c5,c3,3359,?,p2,
1769505208.9335566,CREATED,b687e957-eab7-409f-9e25-0837ceb63ac6,4f20f25e-1561-4976-89d0-2b52e8317712,c5,c3,27,?,?,surb={'id': '55448a3d-4137-453c-8562-4a387dd6539e', 'route': ['p3', 'e3', 'i8', 'x3', 'p2', 'c5']}
1769505209.173551,RECEIVED,44ab8627-6783-411c-a730-a73954d83cc9,e8fc85a6-af00-4863-888a-a6934d449696,c3,c5,27,p2,?,surb={'id': 'f4fc193a-e81a-4186-acd5-18940180f243', 'route': ['p2', 'e4', 'i5', 'x10', 'p3', 'c3']}
1769505209.2314427,RECEIVED,e786ccc5-3dde-42d1-a305-09b720092896,0eae12df-9953-4575-8a7a-9efb27fcc772,c3,c5,27,p2,?,surb={'id': '3754dc74-abb3-4304-aac2-fa997c2773f9', 'route': ['p2', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769505209.3006322,RECEIVED,fe736997-182a-4065-884b-747fd311afa8,162293ab-32cf-4a0b-8ef2-fc639bdd0671,c3,c5,27,p2,?,surb={'id': '6bd1ffd7-4775-4d31-bd41-72f5919c11d1', 'route': ['p2', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769505209.339558,SENT,c35b81fe-3963-4ef7-a1fc-0eebd9555a07,44da7c48-2333-4340-bd02-2111a2a7835c,c5,c3,3377,?,p2,
1769505209.3396199,CREATED,4ad44c3c-7e6c-47d3-991b-fc3c0a27d16d,4f20f25e-1561-4976-89d0-2b52e8317712,c5,c3,27,?,?,surb={'id': '55448a3d-4137-453c-8562-4a387dd6539e', 'route': ['p3', 'e3', 'i8', 'x3', 'p2', 'c5']}
1769505209.6221106,SENT,ce281d41-c053-4178-9df8-132b92b5aed6,66443eaa-1a21-4e3d-836f-a4cb61d931ff,c5,c3,3392,?,p2,
1769505209.6222618,CREATED,b519f5bf-92ad-48db-880a-8e9503e18712,c96986af-12be-4e2d-a3fa-031d01a008a2,c5,c3,27,?,?,surb={'id': 'f1e9f160-6c42-4f13-b546-6f74f9c3fddc', 'route': ['p3', 'e3', 'i11', 'x12', 'p2', 'c5']}
1769505209.6299543,RECEIVED,2e503b91-941c-49b8-b806-2d833b575359,a662a3fb-49f2-47f1-9736-a6593efb8324,c4,c5,27,p2,?,surb={'id': 'c0e2934d-76db-4fe1-93be-772e70ed14db', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c4']}
1769505210.2674165,SENT,2e2cad68-2bac-428c-b087-929443850f0e,9d3ae8b3-c6b8-4fa1-86f2-974c03d3be28,c5,c3,3396,?,p2,
1769505210.2675686,CREATED,855d7d8f-4c59-451b-b01d-bca3cfee1b9c,c96986af-12be-4e2d-a3fa-031d01a008a2,c5,c3,27,?,?,surb={'id': 'f1e9f160-6c42-4f13-b546-6f74f9c3fddc', 'route': ['p3', 'e3', 'i11', 'x12', 'p2', 'c5']}
1769505210.5367022,RECEIVED,f22058bd-dd78-4a23-b933-2913e2b95e0e,563e7d1f-b4a2-4cd0-aa26-e7e52d3d0b8a,c4,c5,27,p2,?,surb={'id': '8d7edf77-bdb4-4526-8008-a308191a1bb2', 'route': ['p2', 'e8', 'i11', 'x12', 'p1', 'c4']}
1769505210.6627824,RECEIVED,14361436-abb1-4cf5-84bb-933c8fa7bb99,162293ab-32cf-4a0b-8ef2-fc639bdd0671,c3,c5,27,p2,?,surb={'id': '6bd1ffd7-4775-4d31-bd41-72f5919c11d1', 'route': ['p2', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769505210.7951005,SENT,db159bf1-b5d2-42a9-b9d5-d3b926c8f51b,8765f2f4-7497-4cda-a1c9-a6b81aa8a42c,c5,c3,3384,?,p2,
1769505210.7952528,CREATED,b05f3d38-51f0-418b-afff-ad52700e243f,bbaf5992-156d-4e74-b4b5-6c25ae4ae785,c5,c3,27,?,?,surb={'id': '9f57f62e-3abc-47cc-8f6d-3f0d606c2ab6', 'route': ['p3', 'e1', 'i6', 'x2', 'p2', 'c5']}
1769505211.0255904,RECEIVED,93f9bb89-dbe5-43b4-8730-15d4589127a0,a662a3fb-49f2-47f1-9736-a6593efb8324,c4,c5,27,p2,?,surb={'id': 'c0e2934d-76db-4fe1-93be-772e70ed14db', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c4']}
1769505211.110016,RECEIVED,b8439619-e123-4332-80ec-dd45722f6b99,284e679a-2db7-41d9-a7b3-382bdd86b21c,c3,c5,27,p2,?,surb={'id': '56049993-a174-497a-ab2e-68bb58a7b4b5', 'route': ['p2', 'e8', 'i11', 'x7', 'p3', 'c3']}
1769505211.2110102,RECEIVED,5c553d31-7d3b-4e14-bbd0-7b83eaf156f6,58bed36e-42d3-42c9-9ca0-c1e7de39d110,c4,c5,26,p2,?,surb={'id': 'cfcf9e0a-cee6-4784-bb9c-bb13a4dc3b02', 'route': ['p2', 'e3', 'i1', 'x12', 'p1', 'c4']}
1769505211.2962599,RECEIVED,3fa1823c-0fb5-47bf-800c-10d1b6f0f1f4,1610bb24-b5eb-48a7-9339-95a4b851e496,c4,c5,27,p2,?,surb={'id': '5fd95deb-7028-46f2-866e-cf1eda6905bf', 'route': ['p2', 'e10', 'i10', 'x3', 'p1', 'c4']}
1769505211.3241856,SENT,8e2265b0-c4f1-43d0-815d-f4885bc1e0ee,7420b2bc-c4fd-4a7c-9cd0-5d62bf2adcf0,c5,c3,3378,?,p2,
1769505211.3242974,CREATED,f092f03b-c498-4925-86e1-517b4906fd0f,bbaf5992-156d-4e74-b4b5-6c25ae4ae785,c5,c3,27,?,?,surb={'id': '9f57f62e-3abc-47cc-8f6d-3f0d606c2ab6', 'route': ['p3', 'e1', 'i6', 'x2', 'p2', 'c5']}
1769505211.371948,RECEIVED,98e4f9c3-5dce-42b9-9b57-8290b20e26b4,3e71d6dd-ba09-4246-8b88-e5b69019538d,c3,c5,27,p2,?,surb={'id': '31162766-cccd-4a96-8c35-caeff338f114', 'route': ['p2', 'e11', 'i3', 'x8', 'p3', 'c3']}
1769505211.4139562,RECEIVED,ddbfb4de-637c-4e5e-b850-77d02923c65c,27c92668-2197-41fd-9d2e-f1bf5f3dabde,c3,c5,27,p2,?,surb={'id': '99479d2d-31c9-479c-b175-06f573270857', 'route': ['p2', 'e9', 'i5', 'x2', 'p3', 'c3']}
1769505211.608091,RECEIVED,4fc83fb5-801a-4417-815a-00c21e136250,0eae12df-9953-4575-8a7a-9efb27fcc772,c3,c5,27,p2,?,surb={'id': '3754dc74-abb3-4304-aac2-fa997c2773f9', 'route': ['p2', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769505211.6142457,SENT,512afa4f-65c7-4592-91ec-08efc3f6f872,23553b37-1f0b-4f05-a054-15d03e7b800a,c5,c3,3378,?,p2,
1769505211.6143482,CREATED,26da72a8-e47e-4e6b-8ec7-9ed3039edf12,308a293e-c07f-4211-bc57-778ba7c0fb06,c5,c3,27,?,?,surb={'id': '06621b9a-d78d-4978-8691-d0de4daf48ee', 'route': ['p3', 'e2', 'i6', 'x1', 'p2', 'c5']}
1769505211.620955,RECEIVED,22d29664-1062-41f5-92fe-9b112b9b0e2f,3e71d6dd-ba09-4246-8b88-e5b69019538d,c3,c5,27,p2,?,surb={'id': '31162766-cccd-4a96-8c35-caeff338f114', 'route': ['p2', 'e11', 'i3', 'x8', 'p3', 'c3']}
1769505212.2026951,SENT,4b42383c-4a40-4645-8d44-a3a232c5bc8f,810a1afc-9293-4bb2-b122-77315c79a6d9,c5,c3,3367,?,p2,
1769505212.2028477,CREATED,e87a10ec-d8ee-42e3-bbd0-545fe0aefc17,308a293e-c07f-4211-bc57-778ba7c0fb06,c5,c3,27,?,?,surb={'id': '06621b9a-d78d-4978-8691-d0de4daf48ee', 'route': ['p3', 'e2', 'i6', 'x1', 'p2', 'c5']}
1769505212.2601554,RECEIVED,a622ee56-104a-45da-bdc4-e54e316c0c46,c6f79c60-d183-4694-9d4c-bc213b71cceb,c3,c5,27,p2,?,surb={'id': 'ce4354e2-210f-4fef-80ae-8bbb578300f2', 'route': ['p2', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769505212.4621587,RECEIVED,399c3005-9026-4958-9015-c7806c140a36,ddd45fe3-b089-4eed-83d4-fd78b087fb4f,c4,c5,27,p2,?,surb={'id': 'de26c139-8506-4385-bdd6-8def320f5075', 'route': ['p2', 'e3', 'i4', 'x9', 'p1', 'c4']}
1769505212.7033772,RECEIVED,40b55fa6-0044-4ed6-9809-45be521ce10e,d76e65d7-5df9-4db0-916d-7b4a28176659,c3,c5,27,p2,?,surb={'id': '3c04b271-eb9e-4ae9-9792-51c0ba73678d', 'route': ['p2', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769505212.8539624,RECEIVED,53f7fdd2-05d8-4bcf-8420-d05f32896d78,58bed36e-42d3-42c9-9ca0-c1e7de39d110,c4,c5,26,p2,?,surb={'id': 'cfcf9e0a-cee6-4784-bb9c-bb13a4dc3b02', 'route': ['p2', 'e3', 'i1', 'x12', 'p1', 'c4']}
1769505212.9814951,SENT,f0408b3e-7e7c-4650-aaa3-1255ed43cce0,4f26babd-de48-404f-a224-3da2a92fbc4e,c5,c3,3400,?,p2,
1769505212.9816449,CREATED,71708c5f-8fad-44eb-827a-debd45c9e1e5,b079c9e1-dc0b-403a-9639-422dbb3bfacc,c5,c3,26,?,?,surb={'id': '1ed4a416-d4fa-4b62-a426-563172158119', 'route': ['p3', 'e8', 'i12', 'x2', 'p2', 'c5']}
1769505213.159784,RECEIVED,2b5ddf3d-59aa-47b0-b0a5-557edd750610,c6f79c60-d183-4694-9d4c-bc213b71cceb,c3,c5,27,p2,?,surb={'id': 'ce4354e2-210f-4fef-80ae-8bbb578300f2', 'route': ['p2', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769505213.1706305,RECEIVED,7b0ca0df-5757-4069-a3ac-beea04d88d7e,d171abc1-2b24-42f5-8552-b7d2de2b8af3,c4,c5,27,p2,?,surb={'id': 'e8569c1f-69f7-4633-8e05-572750f7a605', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c4']}
1769505213.939357,SENT,e0823200-14e9-44de-b9d7-5bdfdf8bdbca,83da4e5d-1126-413c-be0d-c558d3d7540d,c5,c3,3363,?,p2,
1769505213.9395082,CREATED,9f04b207-101b-4d6c-b390-e02dbd9d03c4,b079c9e1-dc0b-403a-9639-422dbb3bfacc,c5,c3,26,?,?,surb={'id': '1ed4a416-d4fa-4b62-a426-563172158119', 'route': ['p3', 'e8', 'i12', 'x2', 'p2', 'c5']}
1769505214.0249062,SENT,09e22bb2-64ab-4674-b32b-d68ed33e882e,ce8dca79-c11a-4cff-ae68-2de9351f1e5a,c5,c3,3376,?,p2,
1769505214.0250845,CREATED,007d0263-25d4-4dbd-946d-37723a12426f,ccd8cce4-e93b-4e70-bdbe-38e36bdf02d7,c5,c3,27,?,?,surb={'id': '27fa12ae-22f6-439a-904a-f95e3d41a5e2', 'route': ['p3', 'e10', 'i10', 'x8', 'p2', 'c5']}
1769505214.290119,RECEIVED,804cca69-3b5d-4f25-a6b0-317fdaee2858,7c061c73-7a4a-4219-875e-835813547517,c4,c5,26,p2,?,surb={'id': '1ad687f7-e7e3-4a8d-8986-e5797cc3386f', 'route': ['p2', 'e7', 'i10', 'x8', 'p1', 'c4']}
1769505214.3579497,SENT,dfac4a2f-8c4f-469a-9bf0-ad4ad4e70a6f,b4276ffc-d0f5-4e2a-8005-bf10924f1794,c5,c3,3404,?,p2,
1769505214.3581376,CREATED,39996ab0-eea4-4d04-aa5d-af8e1f198f08,ccd8cce4-e93b-4e70-bdbe-38e36bdf02d7,c5,c3,27,?,?,surb={'id': '27fa12ae-22f6-439a-904a-f95e3d41a5e2', 'route': ['p3', 'e10', 'i10', 'x8', 'p2', 'c5']}
1769505214.3879187,RECEIVED,d2adb96c-c87f-4198-95d2-e1d4abf72f7d,7c061c73-7a4a-4219-875e-835813547517,c4,c5,26,p2,?,surb={'id': '1ad687f7-e7e3-4a8d-8986-e5797cc3386f', 'route': ['p2', 'e7', 'i10', 'x8', 'p1', 'c4']}
1769505214.4058394,SENT,e255e312-8ebf-4132-bc9c-a25a948265d4,9c881ba4-0755-427f-8452-4b3d8ed76cc5,c5,c3,3387,?,p2,
1769505214.406125,CREATED,3cd978c7-d766-4d1e-a0a0-5e86c0bca54f,885a1bc4-3728-450f-83f4-cead7f6b743e,c5,c3,27,?,?,surb={'id': 'a62f3c1a-f77c-452f-9b81-7099a54fcd84', 'route': ['p3', 'e12', 'i6', 'x1', 'p2', 'c5']}
1769505214.4494402,RECEIVED,8f0ddd4f-c31e-400f-8002-e4b7e7412dd7,04e7f3ce-453d-497f-837c-e134e58ff5a7,c4,c5,27,p2,?,surb={'id': '5fa873a6-38c1-409d-8f65-678ab84d88d0', 'route': ['p2', 'e12', 'i1', 'x11', 'p1', 'c4']}
1769505214.546317,SENT,2c03f10d-991d-4de7-ab33-66ff38d13025,d4cbbdb9-9801-4839-a61a-79418bdb332c,c5,c3,3393,?,p2,
1769505214.5464592,CREATED,c530dd7b-b4a9-479f-9f34-aaa4c687aaf9,885a1bc4-3728-450f-83f4-cead7f6b743e,c5,c3,27,?,?,surb={'id': 'a62f3c1a-f77c-452f-9b81-7099a54fcd84', 'route': ['p3', 'e12', 'i6', 'x1', 'p2', 'c5']}
1769505214.7546868,RECEIVED,7b5b4cf2-c92d-4ee8-b395-d471b4d1d763,d171abc1-2b24-42f5-8552-b7d2de2b8af3,c4,c5,27,p2,?,surb={'id': 'e8569c1f-69f7-4633-8e05-572750f7a605', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c4']}
1769505214.7989242,RECEIVED,25e19b36-9855-4b01-82f3-20445b8a874f,90ab750a-585b-469a-95c9-70d368703bc0,c3,c5,26,p2,?,surb={'id': 'f5111aed-98cd-4ee9-a0f2-4f7ebdf4d61b', 'route': ['p2', 'e3', 'i6', 'x10', 'p3', 'c3']}
1769505214.8064914,RECEIVED,52e3c4d7-7513-4e9b-a97b-9be9d686eac5,ddd45fe3-b089-4eed-83d4-fd78b087fb4f,c4,c5,27,p2,?,surb={'id': 'de26c139-8506-4385-bdd6-8def320f5075', 'route': ['p2', 'e3', 'i4', 'x9', 'p1', 'c4']}
1769505214.8105567,SENT,f43f144a-dfcf-46eb-8e60-17873d8d6554,cccb512b-4010-4418-a480-1e11e6fdcce1,c5,c3,3359,?,p2,
1769505214.8106594,CREATED,20b0abb9-efed-4da7-b675-65be1732af32,eb7abe00-ea11-49a6-ba74-d3aeceed7abd,c5,c3,27,?,?,surb={'id': '4884f844-1829-45cf-869d-f7264f60cfec', 'route': ['p3', 'e4', 'i11', 'x4', 'p2', 'c5']}
1769505214.8139315,RECEIVED,60ff2e2d-8c65-40e6-8763-d29c09cac0bc,d76e65d7-5df9-4db0-916d-7b4a28176659,c3,c5,27,p2,?,surb={'id': '3c04b271-eb9e-4ae9-9792-51c0ba73678d', 'route': ['p2', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769505214.9181724,RECEIVED,830345b1-7fa4-4e5e-a561-80ad38eda0cf,16573f45-a30d-486a-966e-abb23e7d1bec,c3,c5,27,p2,?,surb={'id': '8cbed3f5-20b7-4ba6-b79a-2aef11864ee8', 'route': ['p2', 'e9', 'i6', 'x5', 'p3', 'c3']}
1769505215.1171288,SENT,47026a13-0cb0-4fd7-89cb-4ff409877776,59426ac7-ee7d-4f92-bdd1-50a5ab2943b2,c5,c3,3399,?,p2,
1769505215.1172905,CREATED,5f145842-3867-431a-91dd-5f5d2b2d6f21,eb7abe00-ea11-49a6-ba74-d3aeceed7abd,c5,c3,27,?,?,surb={'id': '4884f844-1829-45cf-869d-f7264f60cfec', 'route': ['p3', 'e4', 'i11', 'x4', 'p2', 'c5']}
1769505215.1741915,RECEIVED,4e6f1c48-f28d-4b75-a1aa-b97737531615,efa8d4a3-5354-4b55-969e-7cc6568e67ad,c4,c5,25,p2,?,surb={'id': 'fdd376c7-7788-4043-a686-254dda70bd38', 'route': ['p2', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769505215.4933715,SENT,e604731b-c698-43ae-a66b-5c3be7090c3c,929fcb66-50b8-4a98-a93e-d25690be569d,c5,c3,3384,?,p2,
1769505215.4935167,CREATED,3ba07ec5-7df2-4b7e-a301-06436f6d8d84,217e0a4d-25d8-4279-9d46-cfd449ffe27b,c5,c3,27,?,?,surb={'id': '24c1a5a3-b206-40b3-b36a-0e1009a251f3', 'route': ['p3', 'e2', 'i2', 'x2', 'p2', 'c5']}
1769505215.7008479,RECEIVED,74511c74-ea20-4365-9450-2bc5723f752b,90ab750a-585b-469a-95c9-70d368703bc0,c3,c5,26,p2,?,surb={'id': 'f5111aed-98cd-4ee9-a0f2-4f7ebdf4d61b', 'route': ['p2', 'e3', 'i6', 'x10', 'p3', 'c3']}
1769505215.8905902,RECEIVED,3458e9d9-a833-47f4-aa1c-f81a515c690b,efa8d4a3-5354-4b55-969e-7cc6568e67ad,c4,c5,25,p2,?,surb={'id': 'fdd376c7-7788-4043-a686-254dda70bd38', 'route': ['p2', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769505215.9556544,RECEIVED,17ad0aea-df06-4360-a983-ac384937d520,1f60162d-8104-4096-ac0c-fd50e073de5e,c4,c5,27,p2,?,surb={'id': 'fc9d7658-b5da-4dc8-840a-e2da2455df2c', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c4']}
1769505215.9834733,RECEIVED,6786d1bb-4089-4ce7-8376-629951e7720b,af2d1042-1344-42f2-8320-5bf99ca7dfc5,c4,c5,27,p2,?,surb={'id': 'e2ecd192-5410-4923-b297-835e9b1b7ce4', 'route': ['p2', 'e9', 'i6', 'x4', 'p1', 'c4']}
1769505216.210017,RECEIVED,1f56c2e6-a912-47bc-922f-92ca8f8c1a1a,f6e423e7-bb37-4fad-aab4-f18fefab9e48,c4,c5,27,p2,?,surb={'id': '6e8cad90-5a3b-4581-ae3c-6e88de2b4bfd', 'route': ['p2', 'e10', 'i6', 'x3', 'p1', 'c4']}
1769505216.2938995,RECEIVED,eb6957ad-25d5-4044-bf6f-38c6801bebdd,16573f45-a30d-486a-966e-abb23e7d1bec,c3,c5,27,p2,?,surb={'id': '8cbed3f5-20b7-4ba6-b79a-2aef11864ee8', 'route': ['p2', 'e9', 'i6', 'x5', 'p3', 'c3']}
1769505216.3405678,SENT,0da51971-401e-4cd5-98c9-1aa1f0c2a1fa,c0d0de73-4fe3-4ed8-ad3c-b5f2a2f159f6,c5,c3,3371,?,p2,
1769505216.3410742,CREATED,545d4e69-9fce-4f89-8442-2b633bca10e2,217e0a4d-25d8-4279-9d46-cfd449ffe27b,c5,c3,27,?,?,surb={'id': '24c1a5a3-b206-40b3-b36a-0e1009a251f3', 'route': ['p3', 'e2', 'i2', 'x2', 'p2', 'c5']}
1769505216.3503194,RECEIVED,1b28c786-480c-4546-8b70-77e3c7ff6e4f,d5ff9080-f64c-422e-99de-2cf25e60505b,c3,c5,27,p2,?,surb={'id': '4d1c631f-e77a-4c56-9d3e-f21a4b12247f', 'route': ['p2', 'e8', 'i1', 'x9', 'p3', 'c3']}
1769505216.5304308,SENT,7749ab05-5149-477c-a53b-efe8dc2d8c88,8e3c6d36-2bb6-4cbe-ba34-18eefd4b8163,c5,c3,3396,?,p2,
1769505216.5305858,CREATED,6139f7f5-4fa4-4d45-85f6-1d5c0708c1f7,32a79f0d-e605-405f-9a09-d18993e669c3,c5,c3,27,?,?,surb={'id': 'a74f4a96-5a2c-4d4e-8b7c-eb396cbf7418', 'route': ['p3', 'e10', 'i11', 'x7', 'p2', 'c5']}
1769505216.777696,RECEIVED,5b4ca21a-fcec-4082-9c4d-d94360fefbec,7077b4a1-911e-42b4-8889-6e0b80f96e16,c3,c5,26,p2,?,surb={'id': '51910515-d4dd-4e3d-8df9-d807fef1ec50', 'route': ['p2', 'e2', 'i5', 'x11', 'p3', 'c3']}
1769505216.8429267,RECEIVED,2d2606fe-defb-4a2d-94e4-f0c2065fa82c,af2d1042-1344-42f2-8320-5bf99ca7dfc5,c4,c5,27,p2,?,surb={'id': 'e2ecd192-5410-4923-b297-835e9b1b7ce4', 'route': ['p2', 'e9', 'i6', 'x4', 'p1', 'c4']}
1769505216.9478116,RECEIVED,239ee3d8-ce70-4829-afdc-df4b4b75d375,7077b4a1-911e-42b4-8889-6e0b80f96e16,c3,c5,26,p2,?,surb={'id': '51910515-d4dd-4e3d-8df9-d807fef1ec50', 'route': ['p2', 'e2', 'i5', 'x11', 'p3', 'c3']}
1769505217.2402573,RECEIVED,5da0699f-1bff-4df5-8359-3db554b3303a,f227b53a-0be9-4b62-8325-028848db945a,c4,c5,27,p2,?,surb={'id': '9fc69e38-8e56-4baf-b1c3-3768adc1fb23', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769505217.3171053,RECEIVED,b73ef2c1-7e4c-43b0-82e3-f8451abb4238,dbe8db01-3dba-4f8d-911b-ce9227c6f080,c3,c5,27,p2,?,surb={'id': '67231fee-02bf-4081-8398-e21de30e22b1', 'route': ['p2', 'e10', 'i6', 'x1', 'p3', 'c3']}
1769505217.452273,SENT,55535c30-1818-4ad4-9993-ddce96fb988b,df894c65-8832-41b0-bb27-7352f7f1e5b1,c5,c3,3395,?,p2,
1769505217.4524248,CREATED,3bcdf585-f5e0-4886-9028-a351c4df9a3b,32a79f0d-e605-405f-9a09-d18993e669c3,c5,c3,27,?,?,surb={'id': 'a74f4a96-5a2c-4d4e-8b7c-eb396cbf7418', 'route': ['p3', 'e10', 'i11', 'x7', 'p2', 'c5']}
1769505217.6734054,RECEIVED,aa964019-3c7b-485a-a368-0ed2c3d6d34a,f6e423e7-bb37-4fad-aab4-f18fefab9e48,c4,c5,27,p2,?,surb={'id': '6e8cad90-5a3b-4581-ae3c-6e88de2b4bfd', 'route': ['p2', 'e10', 'i6', 'x3', 'p1', 'c4']}
1769505217.739432,RECEIVED,64287eba-c60a-48d1-b20f-046b320d5d4e,1f60162d-8104-4096-ac0c-fd50e073de5e,c4,c5,27,p2,?,surb={'id': 'fc9d7658-b5da-4dc8-840a-e2da2455df2c', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c4']}
1769505218.031769,SENT,2ca4cc90-420e-4c9e-99bb-9a69e3988048,0e8a3bdf-bcf0-4b63-abe6-75dc835c83e1,c5,c3,3395,?,p2,
1769505218.0319197,CREATED,05ec4a12-b368-4310-b3dc-07cc9c06ef40,b79807e5-fcd3-40b3-b64d-0abaf4c7b2d0,c5,c3,26,?,?,surb={'id': 'd2f32624-8dbb-4d44-a73c-b59ca96a2098', 'route': ['p3', 'e10', 'i3', 'x11', 'p2', 'c5']}
1769505218.1336203,SENT,aeedce76-bb9d-4683-b293-d6f497fc6644,18687935-3431-4d7a-bf24-a7a34cfa5d1b,c5,c3,3372,?,p2,
1769505218.1337721,CREATED,55249863-b24d-4278-b13c-6da446b7f17b,b79807e5-fcd3-40b3-b64d-0abaf4c7b2d0,c5,c3,26,?,?,surb={'id': 'd2f32624-8dbb-4d44-a73c-b59ca96a2098', 'route': ['p3', 'e10', 'i3', 'x11', 'p2', 'c5']}
1769505218.1523688,RECEIVED,acb53bc5-dd6c-498f-9a09-9b65ee309b53,8063d403-39c3-44d3-859b-10db968da126,c4,c5,27,p2,?,surb={'id': 'bbd3ddc5-ba5f-41ea-9054-75224f25c4ba', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c4']}
1769505218.3462164,RECEIVED,94a4946f-6ae4-4047-8411-8ce2472f4d6a,37077336-ffeb-45ea-adc2-a67d233b750a,c3,c5,27,p2,?,surb={'id': '43f95dd5-29ba-45e7-9e12-f933910b640b', 'route': ['p2', 'e3', 'i5', 'x11', 'p3', 'c3']}
1769505218.4590075,RECEIVED,29dafbe0-2351-46d0-9afe-2493c3f7db45,de9bc047-4c2d-423a-ab2c-60758e5cb72d,c3,c5,26,p2,?,surb={'id': 'cc05052d-3d60-4582-9fcc-deaa6406e2d6', 'route': ['p2', 'e2', 'i1', 'x2', 'p3', 'c3']}
