timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769504950.5746334,SENT,a2f557cd-a154-47fa-a85b-ff334fab2054,8de3b0c5-a316-49a4-a2b8-0a6a08b28b85,c3,DROP,2027,?,p3,
1769504950.5747764,CREATED,b8d31e82-72c3-4246-913f-cdbafecd9909,6cded39b-33f1-453c-93a5-fce365a39b96,c3,DROP,27,?,?,
1769504951.2747078,SENT,cf5de670-0f74-41ff-a9ba-ac040cd0ce23,0268743e-8096-4411-8e17-d79da7f3c87a,c3,c5,3374,?,p3,
1769504951.2748594,CREATED,4b9c8f1c-eaa2-4b41-be35-9575a6b72ada,d05956b4-5e3b-447e-b249-7dee2bfb13f4,c3,c5,26,?,?,surb={'id': 'afaa02d4-d4f3-4dab-b3ab-648fa7a2ae41', 'route': ['p2', 'e11', 'i12', 'x7', 'p3', 'c3']}
1769505117.3893251,RECEIVED,88ff4784-5aa7-4fc7-a3fc-f41e4ae5b97b,3efe18dd-8ac5-4303-9c38-1d031756c26d,c5,c3,26,p3,?,surb={'id': 'e1c4ac49-2c49-4115-93d0-0a8f3ade9986', 'route': ['p3', 'e10', 'i9', 'x3', 'p2', 'c5']}
1769505117.392322,RECEIVED,8178dfc5-08ed-4a23-a7ca-2b1e5f4d568d,6893d7fa-2be2-4a13-866b-683d9d700b2a,c2,c3,26,p3,?,surb={'id': '778b572b-a0a4-4efe-b4bc-f096f73a502b', 'route': ['p3', 'e8', 'i8', 'x1', 'p2', 'c2']}
1769505117.413212,RECEIVED,cfae5199-dfbc-4de9-9eee-8cfd5b8f25dd,6893d7fa-2be2-4a13-866b-683d9d700b2a,c2,c3,26,p3,?,surb={'id': '778b572b-a0a4-4efe-b4bc-f096f73a502b', 'route': ['p3', 'e8', 'i8', 'x1', 'p2', 'c2']}
1769505117.7600267,SENT,36f5e476-0f9f-4fe1-89ab-9539aaba2418,4cbb7282-258a-4b5a-a8bf-a71438e52571,c3,c5,3359,?,p3,
1769505117.7602072,CREATED,b4369da1-9842-4ee7-920f-0b4c2ba78252,756aaeec-3a6c-4488-80fb-d25e80f37791,c3,c5,27,?,?,surb={'id': 'ce346bc2-5acc-43b6-bead-b1b637d736ed', 'route': ['p2', 'e4', 'i9', 'x1', 'p3', 'c3']}
1769505117.9252,SENT,7ec6eb50-16ff-46a0-ae08-6c0f4175ba90,aad2c3fa-081f-4b63-86f0-1b417f37233d,c3,c5,3391,?,p3,
1769505117.9253495,CREATED,63551fa6-49b6-4585-9e32-063f1dab2e94,add0ad26-73a7-49e1-8d7e-5747dfa785cf,c3,c5,27,?,?,surb={'id': 'd325fb03-566b-47d4-95c0-b831fb3fe38e', 'route': ['p2', 'e10', 'i1', 'x4', 'p3', 'c3']}
1769505117.9777071,SENT,9bef743e-e3eb-4884-8d9b-c569db9773d8,0f68fe73-90d8-4866-b1b0-0f14a68adf86,c3,c5,3383,?,p3,
1769505117.977863,CREATED,cdec4374-2560-4323-84e1-8f3987cdce61,add0ad26-73a7-49e1-8d7e-5747dfa785cf,c3,c5,27,?,?,surb={'id': 'd325fb03-566b-47d4-95c0-b831fb3fe38e', 'route': ['p2', 'e10', 'i1', 'x4', 'p3', 'c3']}
1769505118.1061223,RECEIVED,0188c1fe-6935-4097-af3c-1e9123d1a1ac,a52bcd08-1f59-449b-9220-48fde6974e1f,c5,c3,27,p3,?,surb={'id': 'cc63c7d7-a97b-4d19-9a99-7612cab65ddd', 'route': ['p3', 'e7', 'i2', 'x10', 'p2', 'c5']}
1769505118.2493737,RECEIVED,63087aa5-12ac-4cc7-af27-753ad2ac0074,919495e8-9489-46c4-8802-5146fd9d94f3,c5,c3,27,p3,?,surb={'id': 'eacb2fb8-4f14-493f-b86d-5e4de9fca04c', 'route': ['p3', 'e10', 'i5', 'x12', 'p2', 'c5']}
1769505118.2819817,RECEIVED,73bb971c-7496-4729-8102-6cbb7b3cd307,af57e735-ef56-4caf-801a-438439221a67,c5,c3,27,p3,?,surb={'id': '5f1c9565-7264-40a5-95c5-bd8b0c95be68', 'route': ['p3', 'e1', 'i6', 'x4', 'p2', 'c5']}
1769505118.413575,SENT,2c2859f4-99e9-458f-b1ec-d84585e90c31,c7af8c1b-cf89-4e8a-8a4d-4de8a94b17c2,c3,c5,3387,?,p3,
1769505118.4136896,CREATED,1b828a31-6f5c-434f-a63b-24ab756ac75b,3e327545-1b91-4d6c-b8f5-0e051257f9f9,c3,c5,27,?,?,surb={'id': 'c75c832d-ccaf-40c1-b2d9-3de4efd2205d', 'route': ['p2', 'e10', 'i5', 'x10', 'p3', 'c3']}
1769505118.5825844,RECEIVED,57b5f880-bf80-48b6-972a-b55b1dc21c40,4f305422-d2a9-404e-a841-30f408f5fe8b,c2,c3,26,p3,?,surb={'id': '6b1e8f8e-1445-4699-8b9e-e916b7fb0997', 'route': ['p3', 'e10', 'i3', 'x4', 'p2', 'c2']}
1769505118.627555,SENT,695c8990-9483-4137-8bd7-6bda5d5ff555,60555017-8cb9-429a-83de-0c7935481783,c3,c5,3401,?,p3,
1769505118.6276455,CREATED,d8ee5ca7-4d60-43fb-8658-e4b4060d9997,3e327545-1b91-4d6c-b8f5-0e051257f9f9,c3,c5,27,?,?,surb={'id': 'c75c832d-ccaf-40c1-b2d9-3de4efd2205d', 'route': ['p2', 'e10', 'i5', 'x10', 'p3', 'c3']}
1769505118.8082042,SENT,374bd7a6-6666-4069-97e4-c608615cef71,ec95137a-e78d-4592-b00b-9f9533b9384e,c3,c5,3389,?,p3,
1769505118.8083577,CREATED,d498eefd-7f03-4d67-b444-c78fe804c832,64aa0cac-ad33-4033-9fd5-5298e6bc8eaf,c3,c5,27,?,?,surb={'id': '68e902a9-1af8-47e9-8e67-1ec83bedea03', 'route': ['p2', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769505119.072396,RECEIVED,fd426618-740c-4461-a994-7d7f86de538a,3efe18dd-8ac5-4303-9c38-1d031756c26d,c5,c3,26,p3,?,surb={'id': 'e1c4ac49-2c49-4115-93d0-0a8f3ade9986', 'route': ['p3', 'e10', 'i9', 'x3', 'p2', 'c5']}
1769505119.2222962,SENT,4b57bf90-db16-46d1-82d4-3edacdb16c95,a4d5d5f8-8536-4d33-a8f3-645c8e953a9c,c3,c5,3379,?,p3,
1769505119.2224267,CREATED,47916a3c-3c27-412c-a0d7-e373c9341be9,64aa0cac-ad33-4033-9fd5-5298e6bc8eaf,c3,c5,27,?,?,surb={'id': '68e902a9-1af8-47e9-8e67-1ec83bedea03', 'route': ['p2', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769505119.2345817,RECEIVED,97bf4aca-90a9-40fa-8f58-68b37f90381e,83f3fcd8-3c24-466d-b52e-75d7c8ba4c47,c5,c3,27,p3,?,surb={'id': '53ba48fe-9da5-494f-94ed-94bfc8abb212', 'route': ['p3', 'e4', 'i11', 'x5', 'p2', 'c5']}
1769505119.2669995,SENT,8f64c92f-4082-4c34-a464-c13e3aee8474,4c7435d8-8ab7-41ac-af57-561b18109b9d,c3,c5,3382,?,p3,
1769505119.2671568,CREATED,ab02ed4b-bb44-47be-af80-84a9b6e39faf,b7c8a4b9-c306-4ff4-b9a2-8cf21546fe75,c3,c5,27,?,?,surb={'id': '7853b916-a316-481a-b10b-aa9a6fbbf558', 'route': ['p2', 'e1', 'i12', 'x6', 'p3', 'c3']}
1769505119.3293893,RECEIVED,e62c9ce3-aa89-46b1-98ba-a2ccfb7c8ad1,cf66be80-8965-4ce5-accb-0745e23139eb,c2,c3,27,p3,?,surb={'id': '4907c0ce-4402-410d-b5fa-b2bcc4ed1fd7', 'route': ['p3', 'e5', 'i8', 'x6', 'p2', 'c2']}
1769505119.4202106,RECEIVED,afc33c71-5856-49c4-8756-cdc5a5d5573a,567cd13f-77b2-453f-8079-891e2873207c,c5,c3,27,p3,?,surb={'id': 'b63592cf-d3c6-4e28-9ac6-13b3fc21b797', 'route': ['p3', 'e4', 'i8', 'x6', 'p2', 'c5']}
1769505119.5851095,RECEIVED,7799b7e6-d2c9-4e46-a83a-d00cef25a461,919495e8-9489-46c4-8802-5146fd9d94f3,c5,c3,27,p3,?,surb={'id': 'eacb2fb8-4f14-493f-b86d-5e4de9fca04c', 'route': ['p3', 'e10', 'i5', 'x12', 'p2', 'c5']}
1769505119.7291472,RECEIVED,0b9bab82-2f3d-4baf-af29-2bb1e2adeb37,5f56f451-a027-47f4-afb8-9b661832c748,c2,c3,27,p3,?,surb={'id': '4bd3b0f0-6a20-43e3-ae93-665eef3e4c2a', 'route': ['p3', 'e11', 'i11', 'x3', 'p2', 'c2']}
1769505119.7791283,SENT,2d8684b2-18be-4d71-9f77-cca2bd0d50cc,db49afff-98ef-479b-8e0e-c74c6a7d6e26,c3,c5,3383,?,p3,
1769505119.7792485,CREATED,cfe6b571-d186-4be4-8339-89727bf01960,b7c8a4b9-c306-4ff4-b9a2-8cf21546fe75,c3,c5,27,?,?,surb={'id': '7853b916-a316-481a-b10b-aa9a6fbbf558', 'route': ['p2', 'e1', 'i12', 'x6', 'p3', 'c3']}
1769505119.8218153,SENT,9f3d32e5-d044-45ca-a1ad-1ec47d283167,e498b3a2-9b08-4238-8b43-4da9a721791a,c3,c5,3375,?,p3,
1769505119.8219411,CREATED,f9f383be-b840-471a-a9f8-a1028ca2f4e3,91ab2958-6141-48ae-8ee2-800fd097167f,c3,c5,27,?,?,surb={'id': '162aa67b-f1fe-4614-9cc9-c57eb7e486b0', 'route': ['p2', 'e7', 'i3', 'x6', 'p3', 'c3']}
1769505119.997489,RECEIVED,53fbeafa-cad8-41b4-b54c-11b57450d6b3,05de91bd-7c12-4b14-900c-c3fd9d5b0418,c2,c3,27,p3,?,surb={'id': 'ad60c134-d575-44aa-85d1-0be665df801a', 'route': ['p3', 'e2', 'i7', 'x4', 'p2', 'c2']}
1769505120.0763397,SENT,4927b278-3683-4e28-a61a-1252af71683f,aa3b4789-0225-4b3f-9a4b-3fb047c54f1b,c3,c5,3383,?,p3,
1769505120.076479,CREATED,39f30851-1e75-45af-b755-53f7cfb577a1,91ab2958-6141-48ae-8ee2-800fd097167f,c3,c5,27,?,?,surb={'id': '162aa67b-f1fe-4614-9cc9-c57eb7e486b0', 'route': ['p2', 'e7', 'i3', 'x6', 'p3', 'c3']}
1769505120.5479896,RECEIVED,c490dda1-f7fd-4cf2-b875-65adf8fb73cb,8862028f-b966-4138-8bca-c6ddb5cf1b32,c2,c3,27,p3,?,surb={'id': '78587189-6a13-4b49-bb96-77cea5369225', 'route': ['p3', 'e1', 'i7', 'x5', 'p2', 'c2']}
1769505120.5797832,SENT,3998968d-d866-4c38-aa9f-af75a4911db9,c4cd936a-7f90-4392-a16b-5aeaa27752f8,c3,c5,3379,?,p3,
1769505120.5799332,CREATED,c71b12a8-89c6-4b88-aecd-47cb5d9304d5,5281784c-3238-495e-a728-6f246c4b492f,c3,c5,27,?,?,surb={'id': '61c35096-330f-464b-8b01-cb886a676b98', 'route': ['p2', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769505120.6301847,RECEIVED,04b849b2-dade-4001-a33f-96aaddb403b3,fb097658-a91d-4dbf-b95b-bf661a5a37e1,c5,c3,26,p3,?,surb={'id': '0c602e5e-4cc7-4f63-bde5-eef69e5972d9', 'route': ['p3', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769505120.8166244,RECEIVED,0507bc34-ed95-4642-a6e1-855b5e70b58a,f98afab6-99da-497d-bb22-b875a3195b7f,c5,c3,25,p3,?,surb={'id': 'ae0beb07-5131-4daa-b0e9-da0601690e59', 'route': ['p3', 'e11', 'i4', 'x8', 'p2', 'c5']}
1769505120.9565356,SENT,45156320-4aba-4496-ae6c-46da547676fd,ae901979-4828-4020-9660-0d7a44b1a1c1,c3,c5,3403,?,p3,
1769505120.9566686,CREATED,4496459c-295c-47cb-b484-285c031e347a,5281784c-3238-495e-a728-6f246c4b492f,c3,c5,27,?,?,surb={'id': '61c35096-330f-464b-8b01-cb886a676b98', 'route': ['p2', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769505120.959032,RECEIVED,0a360cfa-b0b7-40e9-ba41-368f2679c8d3,fb097658-a91d-4dbf-b95b-bf661a5a37e1,c5,c3,26,p3,?,surb={'id': '0c602e5e-4cc7-4f63-bde5-eef69e5972d9', 'route': ['p3', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769505121.109035,SENT,da6c7c64-462d-4d17-bc57-4ef6474950e0,a9753e89-386f-429a-9dd4-95e982f1779f,c3,c5,3363,?,p3,
1769505121.1092095,CREATED,90febf8a-0d5d-4aba-a95f-222164c287fd,6af446c0-7757-4359-831c-fc998859a248,c3,c5,27,?,?,surb={'id': 'd34a8753-99f6-4112-b9ba-dd35af3264da', 'route': ['p2', 'e10', 'i4', 'x11', 'p3', 'c3']}
1769505121.6645842,RECEIVED,2eaf2665-2456-4d8b-bda5-5f8344912d18,38df46ae-c668-4670-9f8f-552d6c8453ca,c5,c3,27,p3,?,surb={'id': '80329006-4b3d-4684-aea8-1b1579bc55c6', 'route': ['p3', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769505121.7967463,SENT,51205a9b-7821-4d88-a16a-c50214137e89,7071dc3a-7a27-46b5-8043-4bb003e76b4c,c3,c5,3386,?,p3,
1769505121.7969353,CREATED,57e2e47f-3576-4c5f-bc3c-af0281f0514f,6af446c0-7757-4359-831c-fc998859a248,c3,c5,27,?,?,surb={'id': 'd34a8753-99f6-4112-b9ba-dd35af3264da', 'route': ['p2', 'e10', 'i4', 'x11', 'p3', 'c3']}
1769505121.8214648,SENT,37f9dfe1-fc0c-4862-9028-7ffb37f403bb,f09ce919-9012-40fe-93c0-3d393ce4c4b3,c3,c5,3376,?,p3,
1769505121.8216276,CREATED,e7cc0c46-b309-470c-afb6-ed992101570e,48c15062-ba98-418f-85eb-9183ea68c7f6,c3,c5,27,?,?,surb={'id': '3f8df240-206d-4621-8df4-0f7b2aeaedb4', 'route': ['p2', 'e12', 'i12', 'x8', 'p3', 'c3']}
1769505121.9274304,RECEIVED,a822402e-a119-4aeb-80c0-d2a857a56534,0cfdda01-a238-4906-8c7b-471f37a74db2,c2,c3,27,p3,?,surb={'id': '9259842a-e3f3-4497-a70f-15bda662a9a4', 'route': ['p3', 'e1', 'i1', 'x7', 'p2', 'c2']}
1769505121.967359,RECEIVED,e1729a2e-d06d-4fd4-b73a-fa69a93247f9,05de91bd-7c12-4b14-900c-c3fd9d5b0418,c2,c3,27,p3,?,surb={'id': 'ad60c134-d575-44aa-85d1-0be665df801a', 'route': ['p3', 'e2', 'i7', 'x4', 'p2', 'c2']}
1769505121.9827867,RECEIVED,2047e01e-8322-46c3-b845-d45aa64bda1d,e50b96a2-c958-4a00-a391-7bb52234bb83,c5,c3,27,p3,?,surb={'id': '0cdaa13d-96dc-4c67-8b53-9d1a6cf029ae', 'route': ['p3', 'e8', 'i9', 'x3', 'p2', 'c5']}
1769505122.3643894,SENT,bd66bdfc-0a9e-4afe-a1d8-e730a069a247,c9f9eafa-d590-4f10-87ed-02927506cd2d,c3,c5,3399,?,p3,
1769505122.364567,CREATED,c0c94efa-0956-4f5a-aa88-24764a56279d,48c15062-ba98-418f-85eb-9183ea68c7f6,c3,c5,27,?,?,surb={'id': '3f8df240-206d-4621-8df4-0f7b2aeaedb4', 'route': ['p2', 'e12', 'i12', 'x8', 'p3', 'c3']}
1769505122.388497,RECEIVED,d27405f4-290c-43ee-916b-02818b0499cf,0cfdda01-a238-4906-8c7b-471f37a74db2,c2,c3,27,p3,?,surb={'id': '9259842a-e3f3-4497-a70f-15bda662a9a4', 'route': ['p3', 'e1', 'i1', 'x7', 'p2', 'c2']}
1769505122.6802092,RECEIVED,e4b4c11d-4480-4200-9196-f5af547b64aa,00a09978-e192-45e0-95d3-e9a5239683a8,c2,c3,27,p3,?,surb={'id': '3fdacc3e-f2e7-4833-a14d-9016e349acea', 'route': ['p3', 'e3', 'i9', 'x4', 'p2', 'c2']}
1769505122.6911407,RECEIVED,0258de8a-29bf-4e1e-85d5-7424947b417f,af6054bc-982f-475b-ae57-9cf9fcf10f62,c2,c3,27,p3,?,surb={'id': 'cac80707-d037-45e5-8e18-65707c2673ba', 'route': ['p3', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769505122.6988575,RECEIVED,57f7f77d-167d-4567-a8fc-7224bcc3c7cf,2d4e9513-4b45-43ff-9e03-109e97d73d74,c2,c3,27,p3,?,surb={'id': 'b1a4e0dc-dd2e-4182-b7ca-ec55a7c8b368', 'route': ['p3', 'e5', 'i9', 'x3', 'p2', 'c2']}
1769505122.7369125,SENT,271496f7-195f-4ee3-85a5-e24248742a75,ac6665ad-3f12-456a-8231-6cdf03c9244b,c3,c5,3352,?,p3,
1769505122.7369888,CREATED,28f6acb6-fb05-489b-8982-452dcc455554,d460d34d-e633-4fdc-b05e-c007feafd482,c3,c5,26,?,?,surb={'id': 'b3566d4f-5488-4fde-ba93-12a4b3d594e8', 'route': ['p2', 'e2', 'i1', 'x8', 'p3', 'c3']}
1769505122.7536752,SENT,2f58ecce-e2fd-4000-ae92-32217d2d8842,81cd1af0-ebba-4b34-9426-09def0dd9fb9,c3,c5,3379,?,p3,
1769505122.7537515,CREATED,293b7d02-c099-4b6b-ae12-ad84168e0e77,d460d34d-e633-4fdc-b05e-c007feafd482,c3,c5,26,?,?,surb={'id': 'b3566d4f-5488-4fde-ba93-12a4b3d594e8', 'route': ['p2', 'e2', 'i1', 'x8', 'p3', 'c3']}
1769505123.0474563,SENT,5664840d-24fd-4a9f-9f2a-b9358e4df333,8ec6dd53-f652-4823-8f29-5bcf332c8359,c3,c5,3355,?,p3,
1769505123.0475323,CREATED,a49da5b6-dabc-4d34-978d-f720d6ec9f2a,b44977d5-3559-4dec-90f5-bbf23cb88ba5,c3,c5,24,?,?,surb={'id': '5c27e5b6-2077-4ba1-a8e5-c6616a2b1e02', 'route': ['p2', 'e1', 'i5', 'x1', 'p3', 'c3']}
1769505123.0925612,RECEIVED,7a185483-1068-461e-9a3c-1f56521d5f55,00a09978-e192-45e0-95d3-e9a5239683a8,c2,c3,27,p3,?,surb={'id': '3fdacc3e-f2e7-4833-a14d-9016e349acea', 'route': ['p3', 'e3', 'i9', 'x4', 'p2', 'c2']}
1769505123.3154678,SENT,6dad8922-3bf7-4a39-ba69-32d94981b5fd,f83d77e2-cf2c-4c5d-a780-addbadec807f,c3,c5,3356,?,p3,
1769505123.315619,CREATED,ca165f94-f690-4178-b97e-fd7584bdf779,b44977d5-3559-4dec-90f5-bbf23cb88ba5,c3,c5,24,?,?,surb={'id': '5c27e5b6-2077-4ba1-a8e5-c6616a2b1e02', 'route': ['p2', 'e1', 'i5', 'x1', 'p3', 'c3']}
1769505123.7981226,RECEIVED,0209f665-a5a7-425e-9d7a-4b1bc3b2c501,2b2dfbdf-ef8c-43e2-803b-1fb08324f665,c5,c3,27,p3,?,surb={'id': 'c4e9c1ce-5aae-4734-b6e4-0080c3af377b', 'route': ['p3', 'e7', 'i3', 'x1', 'p2', 'c5']}
1769505124.0552583,RECEIVED,9243b6d2-33a0-4af6-a1e6-b4dc1ff3ade7,2a35e7ec-fb75-4b19-b813-b2800bf2739c,c5,c3,27,p3,?,surb={'id': 'f84c8de8-d155-4c53-9ebb-a66765b12f22', 'route': ['p3', 'e3', 'i1', 'x11', 'p2', 'c5']}
1769505124.2742584,SENT,d220e6a1-1068-4540-ad00-261ed057b50d,a7358ad8-16dc-419e-a342-3143be1c2076,c3,c5,3376,?,p3,
1769505124.2744079,CREATED,26e98e97-180b-49ff-b0ea-63e97047433b,bcf8e3bb-7282-45dc-bc84-1767a81e18af,c3,c5,27,?,?,surb={'id': '6e8f6c71-5251-496b-8f7b-71d55c8ff68e', 'route': ['p2', 'e4', 'i5', 'x12', 'p3', 'c3']}
1769505124.276313,RECEIVED,28950dca-ff0f-4b6d-b731-f41f7a28ea58,2a35e7ec-fb75-4b19-b813-b2800bf2739c,c5,c3,27,p3,?,surb={'id': 'f84c8de8-d155-4c53-9ebb-a66765b12f22', 'route': ['p3', 'e3', 'i1', 'x11', 'p2', 'c5']}
1769505124.356375,SENT,e3418f91-1dc3-4c94-bbb4-00c81c773f67,bbc02c9a-5476-44ca-b5d3-d3a43fd73773,c3,c5,3376,?,p3,
1769505124.356566,CREATED,773d055d-3c69-4692-8206-9ccef4223d91,bcf8e3bb-7282-45dc-bc84-1767a81e18af,c3,c5,27,?,?,surb={'id': '6e8f6c71-5251-496b-8f7b-71d55c8ff68e', 'route': ['p2', 'e4', 'i5', 'x12', 'p3', 'c3']}
1769505124.385681,SENT,4120d341-7bc5-4e33-9b3e-e09a093ebb8e,afb4a133-da91-4b89-ad6f-7a582460a468,c3,c5,3365,?,p3,
1769505124.385818,CREATED,62fd6bc7-dc29-4284-84a1-188537f14c2d,a0e13ef1-1f2d-450d-a75c-2b4032fa6d57,c3,c5,26,?,?,surb={'id': '30cf583f-cf37-4e0d-9353-97a604cb7d0a', 'route': ['p2', 'e8', 'i6', 'x10', 'p3', 'c3']}
1769505124.5964217,SENT,3600e46e-bf7d-44c3-af26-2b5f7340cf45,e8dc4aa7-66d9-45ea-a13b-519718a74611,c3,c5,3369,?,p3,
1769505124.5965676,CREATED,bd804fdb-a4a5-4710-8d59-359abea724f6,a0e13ef1-1f2d-450d-a75c-2b4032fa6d57,c3,c5,26,?,?,surb={'id': '30cf583f-cf37-4e0d-9353-97a604cb7d0a', 'route': ['p2', 'e8', 'i6', 'x10', 'p3', 'c3']}
1769505124.7916093,RECEIVED,77caab15-227e-4257-985e-1d803212569a,2d4e9513-4b45-43ff-9e03-109e97d73d74,c2,c3,27,p3,?,surb={'id': 'b1a4e0dc-dd2e-4182-b7ca-ec55a7c8b368', 'route': ['p3', 'e5', 'i9', 'x3', 'p2', 'c2']}
1769505124.8385801,RECEIVED,b2d30f74-4784-4419-a349-ff8f8475091d,af6054bc-982f-475b-ae57-9cf9fcf10f62,c2,c3,27,p3,?,surb={'id': 'cac80707-d037-45e5-8e18-65707c2673ba', 'route': ['p3', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769505124.9509382,RECEIVED,f9346258-cc7d-49a9-810b-b91bfa3752fe,1f827ba9-bae4-4509-96b8-a59f84cc1a4a,c5,c3,27,p3,?,surb={'id': '4e0b7747-99dd-4326-9b1d-8178d68fbd8e', 'route': ['p3', 'e10', 'i8', 'x12', 'p2', 'c5']}
1769505125.2357585,RECEIVED,92043e17-9e76-408a-84ea-e87d9812f659,2b2dfbdf-ef8c-43e2-803b-1fb08324f665,c5,c3,27,p3,?,surb={'id': 'c4e9c1ce-5aae-4734-b6e4-0080c3af377b', 'route': ['p3', 'e7', 'i3', 'x1', 'p2', 'c5']}
1769505125.4657593,SENT,b3398f53-2bb9-427f-9dc0-55d2f5ebfb0f,802ff696-215d-4999-99c9-c311c91ace5c,c3,c5,3356,?,p3,
1769505125.4659019,CREATED,c1a0e0db-6c1d-4ece-b489-644580b1b056,c9f16801-79e8-4d2a-b43b-ecd916f99825,c3,c5,27,?,?,surb={'id': 'bdd597ff-7f08-4a79-899e-e7a84425429b', 'route': ['p2', 'e2', 'i1', 'x2', 'p3', 'c3']}
1769505125.5632393,SENT,06b081c6-8bd9-413a-b52e-e09b07878d70,82cbe532-e15e-458f-9769-469f4dd5200f,c3,c5,3389,?,p3,
1769505125.5634263,CREATED,0712887d-8aff-4068-8a06-d8e8f15e4f88,c9f16801-79e8-4d2a-b43b-ecd916f99825,c3,c5,27,?,?,surb={'id': 'bdd597ff-7f08-4a79-899e-e7a84425429b', 'route': ['p2', 'e2', 'i1', 'x2', 'p3', 'c3']}
1769505125.5649736,RECEIVED,ef554ec3-48fd-4bff-af10-44b8bddd17f3,1f827ba9-bae4-4509-96b8-a59f84cc1a4a,c5,c3,27,p3,?,surb={'id': '4e0b7747-99dd-4326-9b1d-8178d68fbd8e', 'route': ['p3', 'e10', 'i8', 'x12', 'p2', 'c5']}
1769505125.6292531,SENT,5e31d7eb-842b-4eff-bf4e-47d2d427587f,2d0123a8-070f-4a21-b3c2-e459139965f9,c3,c5,3400,?,p3,
1769505125.6293745,CREATED,4aec1365-78ec-436b-8212-f687d6b81e15,b1f09236-1698-4b94-938d-1972d256315b,c3,c5,27,?,?,surb={'id': 'a7f90479-da67-4f18-9ad5-bf2a8a0f86e7', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769505125.698398,SENT,1e86a2ab-4c4f-4707-9e13-aeb8d510409e,cce0f957-3070-4c3d-8dc4-0efb04f07168,c3,c5,3379,?,p3,
1769505125.6985395,CREATED,b828f2a1-ad65-4975-8e22-fee10b1f378b,b1f09236-1698-4b94-938d-1972d256315b,c3,c5,27,?,?,surb={'id': 'a7f90479-da67-4f18-9ad5-bf2a8a0f86e7', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769505125.7388275,RECEIVED,7f85f35c-2a11-4875-9ca5-6324f7403e01,3d6bdf05-bb87-48b4-9acd-f80ea87867a6,c2,c3,27,p3,?,surb={'id': 'de4b0b6e-b2ce-4b84-89c0-a1b054c772d0', 'route': ['p3', 'e12', 'i11', 'x1', 'p2', 'c2']}
1769505125.9551125,RECEIVED,686eba3f-1d76-43b3-bef3-36a49a45c05b,3dbad21a-c643-4515-84df-18d1f38c85ed,c5,c3,27,p3,?,surb={'id': 'c5331230-4093-4a07-a1fa-bdeb1bb6e0fa', 'route': ['p3', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769505126.0564508,RECEIVED,4b199526-95f8-40ed-b72c-45fef8c8ab5e,a7f0dd9f-efb6-4842-8778-96ce5528bf45,c2,c3,27,p3,?,surb={'id': 'e9265c59-c632-41e7-a75e-30725262eecb', 'route': ['p3', 'e6', 'i5', 'x1', 'p2', 'c2']}
1769505126.0711362,RECEIVED,add905c2-8644-4cb5-a9f4-72cbe78d16fe,547ef895-abaf-4caf-a004-26323eab9e7f,c5,c3,27,p3,?,surb={'id': 'd1d4cc35-ce92-479f-8044-f3eac35dff43', 'route': ['p3', 'e9', 'i9', 'x6', 'p2', 'c5']}
1769505126.2227848,RECEIVED,7e8e7ac8-0553-4843-b59a-bb79a6adcf0c,04c3180a-38b2-47e9-9e9b-ffe81b2ebab7,c5,c3,27,p3,?,surb={'id': '50c81a40-5cd0-4795-a108-9fac15b1583c', 'route': ['p3', 'e1', 'i10', 'x7', 'p2', 'c5']}
1769505126.24103,RECEIVED,b8143bf4-f237-4d5a-bcaf-eb74285739da,a7f0dd9f-efb6-4842-8778-96ce5528bf45,c2,c3,27,p3,?,surb={'id': 'e9265c59-c632-41e7-a75e-30725262eecb', 'route': ['p3', 'e6', 'i5', 'x1', 'p2', 'c2']}
1769505126.4408255,RECEIVED,96756100-9b46-4e2b-81ff-11fa4fecafa9,547ef895-abaf-4caf-a004-26323eab9e7f,c5,c3,27,p3,?,surb={'id': 'd1d4cc35-ce92-479f-8044-f3eac35dff43', 'route': ['p3', 'e9', 'i9', 'x6', 'p2', 'c5']}
1769505126.4829037,RECEIVED,941d2c08-d44b-4288-83b6-c42389a728aa,ee299d30-f932-4d61-ba62-db9108ff0565,c5,c3,27,p3,?,surb={'id': 'ee521f94-5556-4f28-bc03-04baf7e56378', 'route': ['p3', 'e12', 'i6', 'x6', 'p2', 'c5']}
1769505126.536428,SENT,4ed20432-d8da-4434-85c4-9127f5c8e873,48046b6d-400a-48ff-b605-c9150b993229,c3,c5,3383,?,p3,
