timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769505568.2088425,SENT,a94128f1-acd3-4ca6-bc4f-9424f1435bac,66c9d9b2-22f1-488b-b405-86deb3b37230,c5,c4,3369,?,p2,
1769505568.2090013,CREATED,c3160bf6-4a2e-4b19-895c-d756db8635e2,965afe4a-134f-4928-b95e-b1c956c592ad,c5,c4,27,?,?,surb={'id': '10a76caa-8fc6-4d0c-b0f3-8bb175e7a780', 'route': ['p1', 'e10', 'i4', 'x4', 'p2', 'c5']}
1769505568.4903407,SENT,8c24d988-e65c-4e94-96ba-558ef74c27a8,7b34ed5e-4b5e-42be-ae79-45e2e1670e76,c5,c4,3360,?,p2,
1769505568.4904926,CREATED,b890d1a3-0049-4493-b229-54650ea36f98,ccd8cafd-8f69-42de-9c6d-9b8ecb7ea83a,c5,c4,26,?,?,surb={'id': '69e24023-e865-4831-8983-d13a7b042357', 'route': ['p1', 'e6', 'i7', 'x3', 'p2', 'c5']}
1769505568.521646,SENT,7a98240e-4398-48b9-8662-80bb3fe34ca4,0b6b8057-3b81-4459-8273-a15b111dfb3d,c5,DROP,2020,?,p2,
1769505568.5217793,CREATED,e2a21cef-3500-47ce-a832-3993bb22d309,3548bd96-9088-4244-b97f-83929ca353fe,c5,DROP,27,?,?,
1769505569.1137857,SENT,c85ff25b-f375-438e-a978-3d1318e35914,65e22856-9355-4838-848b-7745ad4cd26f,c5,c4,3355,?,p2,
1769505569.1139321,CREATED,696e9366-a70c-4fd2-be04-3b0fbcdceb4d,417b7d86-469d-48e5-b2e0-28f96ac73afe,c5,c4,26,?,?,surb={'id': 'a2141bd0-d389-487c-bd35-88616e6b576e', 'route': ['p1', 'e5', 'i7', 'x3', 'p2', 'c5']}
1769505569.1408737,SENT,f2ce64de-e6e9-4687-8b4f-a16ce110d28d,b6db83d7-6ae3-474e-a271-7fd765a3969b,c5,DROP,2019,?,p2,
1769505569.1410055,CREATED,c08099f0-b995-437a-b1ae-4ee33763bd28,d2cb577a-cd95-4f4d-8b1d-851ea950b8a0,c5,DROP,26,?,?,
1769505569.1600275,SENT,48afb317-d3e6-418b-bbbc-01baec23263e,1d5b6fdd-6de9-412a-b949-c2e7f390f05c,c5,DROP,2018,?,p2,
1769505569.160195,CREATED,950651db-d78b-4373-af46-a41fed0fcd3b,c7fc35da-afb4-4bfe-9043-5ce829999d1a,c5,DROP,27,?,?,
1769505569.9870124,SENT,1aab868f-68a8-4eeb-96ff-68ffc4fb54a5,8fd6e8bd-3120-4a9b-9c30-47fa5ca55dc7,c5,c4,3360,?,p2,
1769505569.9871929,CREATED,21199188-f67c-4015-b6f1-9ebfe8827b4e,67f10aa7-506c-4d8b-9f10-d95b7b171081,c5,c4,27,?,?,surb={'id': '39857262-9cb4-4ff6-8c92-e5e888cef3c8', 'route': ['p1', 'e5', 'i1', 'x2', 'p2', 'c5']}
1769505570.0264232,SENT,5f8c45b9-7c60-4b13-b740-933152b20664,6d0e7ef7-a69e-4bc2-a62d-2b5f57d76353,c5,DROP,2019,?,p2,
1769505570.026556,CREATED,5f013d14-5552-4e87-94a7-9f024a6aec06,288a699c-a125-4f70-9676-c94712085c27,c5,DROP,27,?,?,
1769505570.1912615,RECEIVED,e785924e-eaeb-43db-92d0-8184873459d1,3fe61e3d-1688-4212-a785-5d11b0fd2f66,c1,c5,26,p2,?,surb={'id': '5c54c54a-4445-4826-a926-42ab8f89bc28', 'route': ['p2', 'e3', 'i1', 'x1', 'p1', 'c1']}
1769505570.2153077,SENT,8caaf939-5553-48e6-a1af-571f73216a56,1f5c1c06-bc1d-454e-b207-64c42de53b99,c5,c4,3395,?,p2,
1769505570.2154489,CREATED,bf01a402-24e8-4f27-90b9-ffdabcb330ae,e98d70e3-b71b-40b7-b4a2-40713cab7cc7,c5,c4,27,?,?,surb={'id': '6330cf25-9c4d-4041-a5db-52d6c5e7b16e', 'route': ['p1', 'e2', 'i10', 'x9', 'p2', 'c5']}
1769505570.4125178,SENT,99cd389e-952d-48df-8c1b-bd969a255f1c,1b9a7c8e-4dc0-487a-98b0-10c147a37a9d,c5,c4,3375,?,p2,
1769505570.4126678,CREATED,79b6fadf-40ab-40fe-848b-ee311aaa9124,61f58c0d-00a0-41ef-803e-05d175aeec6d,c5,c4,27,?,?,surb={'id': '1e97a1f8-6ac1-4fa8-bffe-9d5bbada6681', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c5']}
