timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769505567.5666556,SENT,4a263fcf-704c-41d1-be71-10451212be04,04ef17b3-9d86-4351-bba4-46e92e8d1b8c,c4,DROP,2040,?,p1,
1769505567.5667968,CREATED,d86fddc8-669f-48c7-8baa-f6ef24a0f7f9,364c31a1-50c4-44c9-bc73-2967cf93d899,c4,DROP,26,?,?,
1769505568.1229763,SENT,cac61d46-0f6d-42da-aed5-1c5972e29c33,93e69375-b7b4-4280-9c23-bc4c817226c4,c4,c1,3379,?,p1,
1769505568.1231885,CREATED,d1578281-b67a-471e-9ed2-757c48a0db5f,dd42ffd0-9079-42ac-8476-3b12f5081e6a,c4,c1,27,?,?,surb={'id': 'a95cc422-8c25-4bad-a58f-639aa43b17ac', 'route': ['p1', 'e11', 'i7', 'x6', 'p1', 'c4']}
1769505570.0891974,RECEIVED,b890d1a3-0049-4493-b229-54650ea36f98,ccd8cafd-8f69-42de-9c6d-9b8ecb7ea83a,c5,c4,26,p1,?,surb={'id': '69e24023-e865-4831-8983-d13a7b042357', 'route': ['p1', 'e6', 'i7', 'x3', 'p2', 'c5']}
1769505570.1828713,SENT,c774a62d-7bd7-45eb-aba0-04527c68c1aa,f241d302-1584-4cf1-81c7-427743cafdea,c4,c1,3367,?,p1,
1769505570.1830192,CREATED,b75b3764-eaec-4255-8fc1-860e4582aca7,b9721422-b0c1-4f80-b72d-2c3769a96c65,c4,c1,26,?,?,surb={'id': 'f9b0b7f9-f63f-4f90-b5ea-964e51abf93c', 'route': ['p1', 'e7', 'i9', 'x4', 'p1', 'c4']}
1769505570.2342782,RECEIVED,696e9366-a70c-4fd2-be04-3b0fbcdceb4d,417b7d86-469d-48e5-b2e0-28f96ac73afe,c5,c4,26,p1,?,surb={'id': 'a2141bd0-d389-487c-bd35-88616e6b576e', 'route': ['p1', 'e5', 'i7', 'x3', 'p2', 'c5']}
1769505570.379857,SENT,385ea0d6-9661-446c-a15f-ff3f91858057,b53be184-d593-432a-8b4d-1ed7b26edd0d,c4,c1,3391,?,p1,
1769505570.3800054,CREATED,60ba2d9f-19d8-4933-adf3-9a38f4ad51a3,c173af20-8108-4db2-87f3-98228150ba14,c4,c1,27,?,?,surb={'id': '11678525-254b-49ad-b882-64d70d98a8e3', 'route': ['p1', 'e2', 'i6', 'x6', 'p1', 'c4']}
1769505570.450106,SENT,2c899ba8-e784-4717-abf2-c36e1d694cca,c0828cab-ff53-45ac-b39d-82cd8cfd7d38,c4,DROP,2018,?,p1,
1769505570.450246,CREATED,63fb8a10-7d99-44bf-abad-ae05d547b7dd,a7f5d042-bac8-41d1-8e74-1abf43ffd426,c4,DROP,27,?,?,
1769505571.0360954,RECEIVED,c3160bf6-4a2e-4b19-895c-d756db8635e2,965afe4a-134f-4928-b95e-b1c956c592ad,c5,c4,27,p1,?,surb={'id': '10a76caa-8fc6-4d0c-b0f3-8bb175e7a780', 'route': ['p1', 'e10', 'i4', 'x4', 'p2', 'c5']}
1769505571.5591266,RECEIVED,8e9b0c5c-b994-498b-b9e0-03adefb5b955,e7d71592-b349-4d94-836b-cbb42ae7eb13,c3,c4,27,p1,?,surb={'id': '0911f4cd-0464-4085-adc8-f20d646744d4', 'route': ['p1', 'e5', 'i2', 'x11', 'p3', 'c3']}
1769505571.5941699,RECEIVED,373131d5-c06d-4d5e-88d3-f7c3e012b705,36883615-182b-4994-92fd-2d7cfea3610d,c3,c4,27,p1,?,surb={'id': '69f748f5-ba09-4802-a3c5-1bf33ca2e502', 'route': ['p1', 'e2', 'i5', 'x9', 'p3', 'c3']}
1769505571.8568783,SENT,c6199567-60a6-486d-8c7e-30f5a626ea10,9816a5b7-8a98-4f4d-94ce-f470434acd6b,c4,c1,3388,?,p1,
1769505571.857025,CREATED,45ad0dc7-fff2-4a79-aebb-6fa2b9496e7d,0f42bef0-4ba6-4417-b00a-3c54a380e5bf,c4,c1,26,?,?,surb={'id': '58b2bbc9-7d02-451b-b3b1-64ee958a606d', 'route': ['p1', 'e6', 'i5', 'x3', 'p1', 'c4']}
1769505571.9248445,RECEIVED,21199188-f67c-4015-b6f1-9ebfe8827b4e,67f10aa7-506c-4d8b-9f10-d95b7b171081,c5,c4,27,p1,?,surb={'id': '39857262-9cb4-4ff6-8c92-e5e888cef3c8', 'route': ['p1', 'e5', 'i1', 'x2', 'p2', 'c5']}
1769505572.042625,SENT,2d0d97d5-7468-4d49-8cd1-0c6e1af6fc26,a2b62f28-8e12-4f5d-908b-f6c6fa5bf25f,c4,DROP,2015,?,p1,
1769505572.0427616,CREATED,7275c84d-e464-4984-bd71-abf882d22876,13fd7a7d-ed02-4746-b4d5-bc41625ee225,c4,DROP,27,?,?,
1769505572.0674453,RECEIVED,0783f41d-b82f-4809-9bab-84090fcb62cd,d8c92b90-f5fc-47d1-b75b-736f61718e0b,c3,c4,26,p1,?,surb={'id': 'd405459a-1e9d-4b26-88a2-2fb08c12e682', 'route': ['p1', 'e12', 'i5', 'x8', 'p3', 'c3']}
1769505572.2298098,RECEIVED,6479040b-23a8-446a-8927-1ec0fa2b0a07,7290d983-7a95-445a-8401-5d6fb87bfb94,c3,c4,26,p1,?,surb={'id': 'c323498f-727a-4ef8-9a6a-46bda34597b7', 'route': ['p1', 'e10', 'i1', 'x5', 'p3', 'c3']}
1769505572.3650353,RECEIVED,c31c8ef4-8e8d-48d0-9fc8-6a1c2fea6ec2,74b04cb8-0d5b-4b89-8383-2fdcf19b29ac,c3,c4,27,p1,?,surb={'id': '4598d621-dd8b-4865-bc7e-f4bbac4cff91', 'route': ['p1', 'e10', 'i6', 'x1', 'p3', 'c3']}
1769505572.5821452,RECEIVED,23a9b168-ab8e-4f1c-9d2a-79d525675139,ad3cbccf-f7dc-48ad-aa9e-f578ad85e531,c5,c4,27,p1,?,surb={'id': 'eac12209-6c93-4737-bcc8-6a8b86d5dab6', 'route': ['p1', 'e12', 'i6', 'x11', 'p2', 'c5']}
1769505572.5974412,RECEIVED,79b6fadf-40ab-40fe-848b-ee311aaa9124,61f58c0d-00a0-41ef-803e-05d175aeec6d,c5,c4,27,p1,?,surb={'id': '1e97a1f8-6ac1-4fa8-bffe-9d5bbada6681', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769505572.7657545,SENT,25cb87fc-df08-421e-85a9-07583d3376fe,d2235177-0c38-498f-9c21-26aa067afad1,c4,c1,3397,?,p1,
1769505572.7659051,CREATED,af55af25-dd10-4013-8341-06aab7848a90,afe0a9d0-b59f-498e-a6cd-62111d0cc051,c4,c1,27,?,?,surb={'id': '6025b964-b46c-4777-9128-f0e3a84eec92', 'route': ['p1', 'e4', 'i3', 'x10', 'p1', 'c4']}
1769505573.0363157,RECEIVED,1a6631da-0ce8-465f-8c74-a2b746ca0ed4,e0d2da75-52e5-4802-80ad-c70e04aa4c10,c3,c4,27,p1,?,surb={'id': 'ad8527ef-0a4e-4bad-9dc1-bc26a9175f8a', 'route': ['p1', 'e2', 'i3', 'x11', 'p3', 'c3']}
1769505573.2528594,SENT,74bc0bf5-f6c7-439a-aec6-92960616ade8,634f968c-15e8-407b-bc20-a6816f9b6846,c4,c1,3384,?,p1,
1769505573.2530313,CREATED,53acfe43-dd3d-4926-a1df-afb09591375a,6bda226f-01e5-47ef-92fc-59dc5d238f33,c4,c1,27,?,?,surb={'id': '3a23340f-8c8f-4ca9-bdd4-a8c7adcc7466', 'route': ['p1', 'e7', 'i1', 'x6', 'p1', 'c4']}
1769505573.7623973,RECEIVED,bf01a402-24e8-4f27-90b9-ffdabcb330ae,e98d70e3-b71b-40b7-b4a2-40713cab7cc7,c5,c4,27,p1,?,surb={'id': '6330cf25-9c4d-4041-a5db-52d6c5e7b16e', 'route': ['p1', 'e2', 'i10', 'x9', 'p2', 'c5']}
1769505573.8462193,RECEIVED,5154faae-535d-468a-8ede-67ad3a4f9cfd,5e40035e-62bf-4708-b5ca-30ca81495292,c5,c4,27,p1,?,surb={'id': 'a723ea13-23da-4947-b79e-b41ce6b51949', 'route': ['p1', 'e6', 'i3', 'x6', 'p2', 'c5']}
1769505573.9066856,SENT,d19a0c0a-5e68-4c2b-a468-f37ecefa8120,ce4cd476-d764-47a0-bf94-9e14d753fb49,c4,c1,3396,?,p1,
1769505573.9068384,CREATED,724d3083-78df-4a4e-b740-184a41e27bf7,18aff4d6-3606-4afa-b96f-a671a8c4b06b,c4,c1,27,?,?,surb={'id': '4709ef71-cc43-4d1e-be87-09d120953ebe', 'route': ['p1', 'e6', 'i11', 'x1', 'p1', 'c4']}
1769505574.0159957,SENT,c9b01bbc-27dd-4a70-8f75-6f81c100b666,8461ea50-fe0d-496d-9ffa-a5534ef6890f,c4,c1,3376,?,p1,
1769505574.016166,CREATED,4e87c73b-df33-4c3a-93b6-002ee63bb746,77c3a0ea-e231-4008-a23f-8d0202c1a73e,c4,c1,25,?,?,surb={'id': '693c509d-a381-45aa-862a-f76ffd406502', 'route': ['p1', 'e12', 'i6', 'x3', 'p1', 'c4']}
1769505574.1230075,RECEIVED,c2f05cf3-1af9-4376-8764-9c1d16beb982,cc245f40-0a83-4826-8ea7-af08ac75d581,c3,c4,27,p1,?,surb={'id': '065a67e6-957d-425d-83d7-5d1010d606b6', 'route': ['p1', 'e1', 'i5', 'x4', 'p3', 'c3']}
1769505574.1720963,SENT,13fb6c72-3f96-46d6-aafd-53209d33b1b9,ca19b518-9938-4659-a6dd-0700229e5681,c4,c1,3392,?,p1,
1769505574.1722598,CREATED,4a008989-0b9a-4a1c-a720-da5b0e79e79d,39f714c4-dae5-4628-924b-db7f2678fea1,c4,c1,27,?,?,surb={'id': '674a860f-e31d-4e36-938c-1f104dc9d12e', 'route': ['p1', 'e11', 'i3', 'x8', 'p1', 'c4']}
1769505574.3250237,RECEIVED,dcd22e92-61eb-4966-8972-b3506dc2cbcd,bf8bd8a2-76a1-44a2-8533-e96c845581b0,c3,c4,27,p1,?,surb={'id': '02376a80-6e0e-42bc-9475-d59b1c7ef265', 'route': ['p1', 'e3', 'i8', 'x7', 'p3', 'c3']}
1769505574.4361877,SENT,3dcf7b7c-cf1c-462c-a865-7ecd69339316,9770a750-79db-4c55-8d31-7fa99ac65cc8,c4,c1,3376,?,p1,
1769505574.436341,CREATED,01249b03-acbc-46b4-af42-5a5386da1fb5,6670bff4-03ca-40f4-b5cc-0d104569ed59,c4,c1,27,?,?,surb={'id': '2e00020e-07e1-472d-b2ae-55a53c15b978', 'route': ['p1', 'e4', 'i3', 'x9', 'p1', 'c4']}
1769505574.556589,SENT,6c53be9d-bb89-48aa-bd83-bfffc3aa3ecd,547f1dbd-33f2-4e09-a66e-2a3d1305a4d6,c4,c1,3358,?,p1,
1769505574.556751,CREATED,301fa3b3-619a-40b1-b15f-7f90467afcf2,c4053a76-d5d7-4058-a9e1-50f3ef70610a,c4,c1,26,?,?,surb={'id': '67d7bb69-b5da-4119-8812-0d29a7c1286f', 'route': ['p1', 'e9', 'i3', 'x1', 'p1', 'c4']}
1769505574.674878,SENT,f7c7df6f-9851-45f9-bff0-257edceb1d7d,a6b911d3-fad9-43e9-8449-c50d469d30f3,c4,DROP,2016,?,p1,
1769505574.6750395,CREATED,1a5aaf29-fadf-466f-ba45-17155b2f912f,ed607e4a-00b8-40d4-814f-bfc9ee081725,c4,DROP,27,?,?,
1769505574.8719397,RECEIVED,cb554e40-c460-48f1-8e53-a7e7e4aa2d3a,33b067ab-692e-40ed-b47f-3eafbcde4e90,c5,c4,27,p1,?,surb={'id': 'c4cd2098-f3ae-4a95-9bf7-bb9b770d2136', 'route': ['p1', 'e5', 'i6', 'x3', 'p2', 'c5']}
1769505575.0770037,RECEIVED,d9185506-1f19-4c95-bc76-71acd05be477,992742e7-8778-487b-9f1a-3b153f37266c,c5,c4,27,p1,?,surb={'id': 'f77140e8-1964-499e-941c-3388af57bac3', 'route': ['p1', 'e10', 'i9', 'x5', 'p2', 'c5']}
1769505575.3335116,RECEIVED,53150933-398b-41b3-8c3e-dea8be22f6ea,80413368-e7c5-4e7e-856f-8c82903b3489,c3,c4,26,p1,?,surb={'id': '5713c596-3672-40d8-b7ff-21bfd96f7b34', 'route': ['p1', 'e1', 'i5', 'x4', 'p3', 'c3']}
1769505575.388206,RECEIVED,652e38bb-b5d3-42fd-ac9c-e5c441459de1,0a2ca97d-f176-4ac4-b38f-720f80b82f0d,c5,c4,27,p1,?,surb={'id': '43e41146-6180-4832-8638-e9336a0c4fe0', 'route': ['p1', 'e3', 'i7', 'x8', 'p2', 'c5']}
1769505575.3965251,RECEIVED,8f3fe574-ed51-4f12-902e-2a9169e4ea9a,94cd23c1-a08d-4964-84e7-bc348a5ca672,c3,c4,27,p1,?,surb={'id': '388c4e4c-3f77-4a0a-846c-9f8ad07d91bc', 'route': ['p1', 'e9', 'i4', 'x2', 'p3', 'c3']}
1769505575.5680826,RECEIVED,db0cdaca-f5f2-47fa-8c02-106260edd1d9,199bc9d7-f8d0-43e8-940b-21e0df27febd,c3,c4,26,p1,?,surb={'id': '2de71e62-e72a-4252-8cac-bcbddfe5b005', 'route': ['p1', 'e12', 'i10', 'x7', 'p3', 'c3']}
1769505575.5988884,RECEIVED,cd03c1fc-d91e-4fd4-a437-1b690108b188,e6a50bec-8f01-4a8e-8d9e-fe57fbd1db30,c5,c4,27,p1,?,surb={'id': 'dd611dc4-59ca-4132-82f4-9168b0e3ed93', 'route': ['p1', 'e6', 'i7', 'x4', 'p2', 'c5']}
1769505575.7684555,SENT,b8d303aa-f2ec-416d-b5a8-613a1fc1401d,e683b1fc-146a-42c1-beb9-9791e6579945,c4,c1,3392,?,p1,
1769505575.768687,CREATED,edd2ea25-a8e4-458f-aba5-4bddad24400e,837a8acc-32be-4ae9-8f02-9c8070d0f577,c4,c1,27,?,?,surb={'id': '40a806f9-1ba9-4654-baf5-0d79a24dc404', 'route': ['p1', 'e10', 'i12', 'x3', 'p1', 'c4']}
1769505575.826966,RECEIVED,0f3bf956-989f-4cf5-ad9d-09659c253c17,88e15432-ee59-4747-81da-6fe8581147e9,c5,c4,27,p1,?,surb={'id': 'e10fb4df-3e18-4f6d-86d1-9a112fed2042', 'route': ['p1', 'e8', 'i9', 'x7', 'p2', 'c5']}
1769505575.9880097,SENT,fb818e74-3f30-4557-8a44-efb64e8627b7,c236244e-baab-4b01-b005-61b448fb3594,c4,c1,3396,?,p1,
1769505575.9881966,CREATED,32f00e55-22e0-4381-9556-6c217f2d816c,f93b7c62-cd72-44da-a587-da7458d12893,c4,c1,27,?,?,surb={'id': '12a15f2f-96fc-4615-9a24-dc85a9bc8417', 'route': ['p1', 'e11', 'i5', 'x2', 'p1', 'c4']}
1769505576.0069058,RECEIVED,9a2411c8-b56b-4555-b4d3-47237d509462,001b3994-fed3-4849-b977-6f5f0faac111,c5,c4,27,p1,?,surb={'id': '93a2086a-2234-486a-bffb-6d61da811281', 'route': ['p1', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769505576.0114586,SENT,09f223b9-02ab-4eb6-a2cc-378f38e7b3b1,3c3aa7bc-253e-4b97-907c-1023a366e29f,c4,c1,3367,?,p1,
1769505576.0116105,CREATED,b1964417-a83e-4f79-988d-c3ce1d5f45e5,d74a28c7-891c-48ec-8326-2c5e187a8eae,c4,c1,27,?,?,surb={'id': '578ccb37-a288-46ef-9fb9-9bff0b8d7401', 'route': ['p1', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769505576.0418017,RECEIVED,f8e23eaf-58b9-4384-b018-c3ac7b8fda3a,2e74bf38-dd34-4059-803c-299a8139d20c,c3,c4,27,p1,?,surb={'id': '82f2a776-f144-4df4-b05a-6e761cc1c488', 'route': ['p1', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769505576.298283,SENT,6c7bfaf1-fae8-42ea-b6f9-9284182c2b32,35a66590-7829-4726-8abf-9761cf28301f,c4,c1,3368,?,p1,
1769505576.2984226,CREATED,659d5860-af23-40eb-8560-ee6e31c2bf0a,b0e105e1-e2f7-40fa-bcee-66862c46b13b,c4,c1,27,?,?,surb={'id': '97562853-5f27-4a5c-9797-61eaa06df93c', 'route': ['p1', 'e6', 'i9', 'x3', 'p1', 'c4']}
1769505576.725755,RECEIVED,3db675fa-a4a8-4bca-988d-9f6c84008284,17b63465-2c6b-4fe0-b831-53c9a775d2ec,c3,c4,25,p1,?,surb={'id': '2ce7ae9a-510d-44ff-82dc-36e66f170c86', 'route': ['p1', 'e11', 'i12', 'x6', 'p3', 'c3']}
1769505576.8076437,SENT,b9f0dd08-45aa-46c1-88f1-9a103dd2d2ed,07c6a61c-81c1-4e61-b2dc-25eef16c5815,c4,c1,3379,?,p1,
1769505576.8077915,CREATED,14cbe850-a799-4962-b005-e7fb3c969969,6b8baa25-76aa-4e98-bfba-09edee34334b,c4,c1,27,?,?,surb={'id': '533fef79-0a4d-417b-bb22-5092fd4516db', 'route': ['p1', 'e8', 'i9', 'x2', 'p1', 'c4']}
1769505576.940377,RECEIVED,11eb94e7-2511-4994-a3be-812e6731cfd4,b3144552-938b-44d0-bd72-0a60c61d9736,c5,c4,27,p1,?,surb={'id': '05a72472-87c0-42a3-85b3-27cbdcdad235', 'route': ['p1', 'e12', 'i3', 'x2', 'p2', 'c5']}
1769505577.0172899,SENT,53652bcf-4527-4ca6-bdd4-315c2f4b0cb4,0b26719b-2bed-43e8-ba68-9dfc36416335,c4,c1,3383,?,p1,
1769505577.0174344,CREATED,1e3fa9d7-42c7-4d74-bb91-ca31690b2d31,ff81a0d4-08f6-41b2-81b3-f3afde694f88,c4,c1,26,?,?,surb={'id': '10177716-b091-457d-a942-4b3b5457b62f', 'route': ['p1', 'e4', 'i10', 'x7', 'p1', 'c4']}
1769505577.1023388,RECEIVED,8af00c81-00de-4c08-8e65-2f73e0c19f6f,d8c73ac6-dd42-4fb5-bf0b-86e75dc88f25,c3,c4,27,p1,?,surb={'id': '4c45097c-e35c-4f2c-a3a8-820bb0931248', 'route': ['p1', 'e5', 'i12', 'x4', 'p3', 'c3']}
1769505577.4904902,SENT,c333ef3c-522f-480d-bc74-9a7663e24401,b381f6e4-264d-4ea8-b1fb-1b698232f03a,c4,c1,3384,?,p1,
1769505577.4905665,CREATED,4868494b-9d9e-4f98-b91a-c0315c15909b,442efd74-9256-4da5-a3af-14bad9cc7a36,c4,c1,27,?,?,surb={'id': '608057d4-e503-4760-8c1a-04e715762bf1', 'route': ['p1', 'e2', 'i4', 'x5', 'p1', 'c4']}
1769505577.50942,RECEIVED,b7f00602-48a1-429a-80e9-3fc902bceb90,baece761-1d4f-429f-8410-fd5a9025cafe,c5,c4,27,p1,?,surb={'id': '07048787-e61e-4736-a532-e147a9fbdb39', 'route': ['p1', 'e8', 'i3', 'x7', 'p2', 'c5']}
1769505577.5773602,RECEIVED,f2da88ac-dacb-4897-a119-8ed9291e72eb,8fbe44dc-c98d-40a6-b9e0-2afddc3b919c,c3,c4,27,p1,?,surb={'id': '36bbc9b6-0092-4d1b-b5bd-641f800f2489', 'route': ['p1', 'e12', 'i7', 'x5', 'p3', 'c3']}
1769505577.7231853,SENT,580598ab-86a5-40a1-866d-95525919e437,086e7b90-6b50-40a1-b738-24bb308048e5,c4,c1,3380,?,p1,
1769505577.7233605,CREATED,b5622719-6fc5-451c-9e5c-7320833731f2,39a7e2da-8a9e-4bad-b60b-7d4a2ffc4a6f,c4,c1,27,?,?,surb={'id': '5fda7791-8dea-4191-8fbb-ed49b88fb176', 'route': ['p1', 'e8', 'i6', 'x5', 'p1', 'c4']}
1769505577.7886858,RECEIVED,727878a2-ec91-4d4e-befd-55720454b049,0809b4a4-7992-4fef-ac93-74dc85837263,c3,c4,27,p1,?,surb={'id': '901a9f15-f9d3-41bd-bb6e-f5f90ac77327', 'route': ['p1', 'e1', 'i5', 'x8', 'p3', 'c3']}
1769505577.8509173,SENT,81950f84-abe2-4c48-83cc-645f41080494,ed8a1df0-bebc-4f70-a16c-bf80f1e91b5c,c4,c1,3399,?,p1,
1769505577.8511007,CREATED,c9b68a88-36ed-4238-8781-be3737015582,3524de90-b85f-424e-8f87-c68bd406e961,c4,c1,26,?,?,surb={'id': '5f6530b4-99eb-4a27-9209-8e328536a80c', 'route': ['p1', 'e10', 'i10', 'x5', 'p1', 'c4']}
1769505577.9517086,RECEIVED,fd82589a-89e2-4074-8831-a466e939ca83,a4097ba7-59bb-4e4e-8f7d-d8abada555d9,c5,c4,27,p1,?,surb={'id': '8efd1af1-4e5f-43f3-9a7a-2319a4330f93', 'route': ['p1', 'e2', 'i6', 'x10', 'p2', 'c5']}
1769505578.018313,SENT,860cf1b0-cabf-4017-96cf-ae133ce90343,3c771268-562f-4265-80b1-f3a9f4dadda1,c4,c1,3385,?,p1,
1769505578.0185108,CREATED,918363b1-1fb9-483a-a47e-abc09ebc56a3,e10945ad-20b5-4cff-a8a1-bbfc9c69c29f,c4,c1,27,?,?,surb={'id': '77d3d5ac-fd77-4420-bc55-d2f3817fbc13', 'route': ['p1', 'e1', 'i1', 'x12', 'p1', 'c4']}
1769505578.0353599,RECEIVED,bf72edb6-2ee7-41f2-b676-1e0ca5ba8726,6fc93c40-a408-4de5-b48b-1f93ba326289,c5,c4,27,p1,?,surb={'id': '8740bccc-135d-47a5-b83d-bd42202c9b47', 'route': ['p1', 'e3', 'i3', 'x8', 'p2', 'c5']}
1769505578.0852196,SENT,4f739da1-0014-4e22-9b4d-3f8a59e99779,cb0fe782-909b-4fca-b31a-9e0fb8a72615,c4,c1,3371,?,p1,
1769505578.0853682,CREATED,aec798bb-f601-47a0-9ee9-b89050b59ba3,a12f3ca7-e154-4ce0-b232-a1488fdd923d,c4,c1,27,?,?,surb={'id': 'f689d524-d896-484d-bbf8-1c36b3f4f3c2', 'route': ['p1', 'e1', 'i8', 'x2', 'p1', 'c4']}
1769505578.1454427,SENT,491cf43c-9c05-4184-9034-50a444eb34d2,ffb82ade-10be-48f9-9517-969e3f59cabe,c4,c1,3380,?,p1,
1769505578.1455877,CREATED,ccf9b691-8a51-419e-8295-14ad0a013d9c,5931e282-b600-4088-97d3-b66c5be9e990,c4,c1,26,?,?,surb={'id': '401adb22-3795-49e1-b312-15852a0cdc68', 'route': ['p1', 'e10', 'i8', 'x6', 'p1', 'c4']}
1769505578.1693058,RECEIVED,6521299a-6ab9-4e95-a1ce-3090d32562da,752e4580-768a-4881-96ef-8d549a583398,c3,c4,27,p1,?,surb={'id': '3c1ae04e-e8fd-47e3-acfc-491ed72d73ee', 'route': ['p1', 'e2', 'i8', 'x2', 'p3', 'c3']}
1769505578.1781251,RECEIVED,7230a33c-ebbb-4386-a6d7-f2ca8ab2d136,2597882e-6cb7-4758-b0da-bc08fe06f2f0,c5,c4,27,p1,?,surb={'id': '62d9f096-d34b-4430-b566-0788435f40dd', 'route': ['p1', 'e7', 'i5', 'x8', 'p2', 'c5']}
1769505578.1987355,RECEIVED,f0e250c5-76af-47c7-be59-ff06b551fc85,3ccdd7ec-ebe5-4df1-9e34-df28b32993c9,c3,c4,27,p1,?,surb={'id': 'f982cb4d-f33c-4464-bc27-d0a8320ef522', 'route': ['p1', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769505578.3033721,SENT,a714dcb7-7ed5-4978-b720-0e8b9884e528,3db7fe41-9079-4987-a819-59f62da2b7f6,c4,c1,3398,?,p1,
1769505578.3035185,CREATED,46473198-adca-4034-b574-b29c1f6c3b29,a6d576e7-3ced-4fab-9846-3cc8a5273e69,c4,c1,27,?,?,surb={'id': '4cf2df64-0624-4c1e-960d-4c7a5eea5aae', 'route': ['p1', 'e2', 'i4', 'x5', 'p1', 'c4']}
1769505578.3634176,SENT,a70bba99-6ffd-41e5-8565-4025b2cbb6dc,7e3d5c19-0c2e-4820-b445-9fe1cf9b9664,c4,c1,3366,?,p1,
1769505578.3635943,CREATED,9269446f-5f3a-48e6-bce2-2df0c0bc84c7,584d8959-da28-4296-b044-5ca10811e606,c4,c1,27,?,?,surb={'id': '9303d99a-bec7-495d-a1e2-02d12fbbe9ad', 'route': ['p1', 'e6', 'i10', 'x3', 'p1', 'c4']}
1769505578.4264941,SENT,5b8d174e-c291-438a-b39c-b006d130a23a,b74f9ed2-87f1-41ee-a4de-64380fed5eef,c4,c1,3380,?,p1,
1769505578.4266403,CREATED,6d7851d6-9578-4aee-986f-a31202a1510a,01fdef34-74ed-4611-a165-79fab4a486ef,c4,c1,27,?,?,surb={'id': 'b6ea3598-4269-453b-b68c-d68e6cebee88', 'route': ['p1', 'e7', 'i10', 'x8', 'p1', 'c4']}
