timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769752234.1773477,SENT,ad71d7c4-8c77-4f4b-b98a-d333d4fc4970,f41e9996-9ee5-4bc3-97eb-e4dddc8c78ff,c1,c4,3387,?,p1,
1769752234.177506,CREATED,4a557b4f-5715-4861-8ca0-edeeaae4ed83,d3940b05-e597-465c-818d-fd9c972ba745,c1,c4,26,?,?,surb={'id': '879e0378-2ed1-4184-9730-5e480d877ae7', 'route': ['p1', 'e9', 'i4', 'x1', 'p1', 'c1']}
1769752234.199109,SENT,2e9e7e43-8a04-40ac-a850-2196a8e3a71b,8e6d12a0-a400-46dd-b737-d5ae7149269a,c1,DROP,2027,?,p1,
1769752234.1992373,CREATED,aab2d6c3-5683-4dc4-9e10-af4d241658ea,aa9215c1-ae40-48ee-a73c-4cfc53578c4d,c1,DROP,27,?,?,
1769752235.6589572,SENT,b4628bf8-4ef5-4932-bdfd-77d5423a729b,9a960c33-f88e-440b-b4af-6139e55dc872,c1,c4,3380,?,p1,
1769752235.6591134,CREATED,883770a4-a4c4-4f09-9e6a-5369369766bd,774d7232-01f8-4483-968a-9703c94c7026,c1,c4,27,?,?,surb={'id': 'a2f00494-5780-4d3d-89a1-88448c02b580', 'route': ['p1', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769752235.6898248,SENT,7a57d8c0-5fe7-4b46-b40b-57cce63a83bb,c09943d3-ce75-44f7-9650-855641644ddc,c1,c4,3393,?,p1,
1769752235.6899533,CREATED,36f36456-4523-4764-bd71-cb85e959083d,472d3969-87d6-492d-b098-656a4437690a,c1,c4,27,?,?,surb={'id': '78f2e9e9-5f2f-4214-8ed9-f0c0c1b51b7f', 'route': ['p1', 'e12', 'i2', 'x3', 'p1', 'c1']}
1769752235.715734,SENT,6460c7d2-db8b-40e3-a6f2-6c356b76a805,e39addeb-61a1-4074-81f4-c47d4bf1b8f4,c1,c4,3391,?,p1,
1769752235.7158644,CREATED,05205fab-9c92-4e40-8d1a-c521d9ede2a3,128c18ea-e613-4037-80ba-f5abd9ea8358,c1,c4,27,?,?,surb={'id': '05acf492-b53f-4de5-a83a-6265c308d0ee', 'route': ['p1', 'e5', 'i9', 'x10', 'p1', 'c1']}
1769752235.8136594,SENT,8c30dc4f-31ef-498a-9489-27b882bddf85,5be7d9d9-95d8-4847-b105-669bf7e05f0b,c1,c4,3363,?,p1,
1769752235.813792,CREATED,046d6991-06b6-4ae0-b2c4-4db5a227365a,8f59a202-6533-447f-8367-cb7b543d791c,c1,c4,26,?,?,surb={'id': 'f999b4bd-0f7b-47f4-b2a2-bb88a234a7c6', 'route': ['p1', 'e3', 'i12', 'x9', 'p1', 'c1']}
1769752236.0749416,SENT,7dfa4050-0956-4eb0-9d07-8aed70b4805f,72785a59-b2e0-4460-82c1-00a6a67545ee,c1,DROP,2019,?,p1,
1769752236.075084,CREATED,62b934b1-9767-4436-a331-74116cc5ee26,80d47f4d-47ef-40df-bf15-6499e9b97017,c1,DROP,27,?,?,
1769752236.8635151,RECEIVED,fba616f8-9099-4471-803c-9db315b787f9,132156ee-5502-44cd-b153-0a70819f729d,c3,c1,27,p1,?,surb={'id': 'c07af32f-71f5-4504-af66-ffd6f444987d', 'route': ['p1', 'e3', 'i9', 'x12', 'p3', 'c3']}
1769752237.1514847,RECEIVED,d804c8ff-b925-49f0-a0f8-e11f9c25caeb,ab712961-3a4e-4c95-a788-84916935df61,c3,c1,27,p1,?,surb={'id': '44841020-932a-4b97-b412-8c93f6bda64a', 'route': ['p1', 'e11', 'i6', 'x10', 'p3', 'c3']}
1769752237.1530254,SENT,8161c561-ff61-412a-92bd-a0ad3d940064,17ed7748-063c-40f6-ba01-ee6f57f34593,c1,c4,3383,?,p1,
1769752237.1531715,CREATED,f3bb986d-730c-4381-8ba5-2b720f110d45,c6150fac-a146-489a-8d5e-cfc4e2c78d16,c1,c4,26,?,?,surb={'id': 'd1074694-9842-4164-924a-3af005e1a02f', 'route': ['p1', 'e7', 'i1', 'x1', 'p1', 'c1']}
1769752237.9475877,SENT,565dd14a-f5bf-46eb-9d3d-812c94a188bb,f14fa9a5-fcff-40f5-8771-743a91865f7b,c1,c4,3404,?,p1,
1769752237.947733,CREATED,4a9c26b8-2fe3-4a07-a788-ddc5c9eb9e8c,bb9b17f6-22a5-4630-8d21-2c1f53c65086,c1,c4,26,?,?,surb={'id': '33e20cb0-1d14-4076-9b57-261104e8c9d1', 'route': ['p1', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769752238.1906097,SENT,3bbd323d-65a7-435d-9b38-c58884783428,c6916ca5-2af2-43f7-a86f-046c4c54ef1f,c1,c4,3379,?,p1,
1769752238.190759,CREATED,8f826a03-c107-49b9-88b9-faad974fd4c1,ac555945-4a3d-4860-ba6b-701e1128336f,c1,c4,27,?,?,surb={'id': '26adf76d-91c0-4de1-9b75-48b6b2d76f6f', 'route': ['p1', 'e2', 'i2', 'x4', 'p1', 'c1']}
1769752238.3972838,SENT,4d35d0ec-4cc2-41c0-8125-22e1041062dc,ac9265ea-a0a2-4f5d-b568-ae7e832a5eee,c1,c4,3385,?,p1,
1769752238.397417,CREATED,cf7fe9d4-e2c0-473e-bf75-bd28c32d210a,7a302878-fcb2-467a-b65e-110b9b4d221d,c1,c4,27,?,?,surb={'id': '8025749b-f22a-42e1-84eb-d09743e6590f', 'route': ['p1', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769752238.5155303,SENT,0ca7280a-4e5d-40d4-903b-b5f0801faa5f,00a560de-e21a-4526-8581-46004a37ca93,c1,c4,3405,?,p1,
1769752238.5156653,CREATED,27888b97-677f-4cfc-bc16-28f41bf20bde,5d3f27f7-0800-435b-8dab-1f6946b2f6f6,c1,c4,27,?,?,surb={'id': '276715a3-2570-44b1-9dc3-931ff77cc375', 'route': ['p1', 'e10', 'i6', 'x12', 'p1', 'c1']}
1769752238.532813,SENT,b9019b3b-97b0-41cb-bd7e-3202b9a6b6ae,e5900b3d-105f-49a2-ab2d-2f55875450c0,c1,c4,3379,?,p1,
1769752238.5329506,CREATED,647894b4-da3a-4263-b4a8-c09383d58e55,33984746-18a7-4777-83c8-900640f391ba,c1,c4,27,?,?,surb={'id': '96df5725-bc45-40f6-bde7-b60cfd8a43e3', 'route': ['p1', 'e1', 'i4', 'x9', 'p1', 'c1']}
1769752238.6505387,RECEIVED,4acedc08-8516-48b4-821e-d5b7dda11127,636a3901-6b6d-4e66-b525-ab48bec4fc7f,c3,c1,27,p1,?,surb={'id': 'b7f34de8-059f-4328-99ab-7f6914220fd0', 'route': ['p1', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769752238.662352,SENT,a1a0f171-6a15-4efc-baaa-a88e58ff1744,61bc3b0c-2291-4206-b737-bfa0de14e5ca,c1,c4,3376,?,p1,
1769752238.6624885,CREATED,d1c3dd98-c4ac-4aa5-9bf5-9e0527e56b07,1bc54790-9e7b-487e-a036-a47c4fb4a858,c1,c4,27,?,?,surb={'id': '64180d2f-1a91-49de-bb24-7d3af21431dc', 'route': ['p1', 'e7', 'i6', 'x2', 'p1', 'c1']}
