timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769752233.9298446,SENT,cd9d0126-ac61-4170-93fd-46ba64456854,1dec0c38-b357-4f5f-9ba3-3c4d8911f157,c4,DROP,2015,?,p1,
1769752233.9299672,CREATED,6ec0289e-0ecb-43f2-86d6-da9be7a9dd9a,054890cd-e4b8-4bd4-8878-e298cf981f6e,c4,DROP,27,?,?,
1769752234.3358893,SENT,ca1cd2cc-0553-4c2c-9907-4b356c7593ae,2ccfceed-15f3-4bfc-8f7c-669837593307,c4,DROP,2014,?,p1,
1769752234.3360205,CREATED,46dc9ae6-7b94-4f3e-9d5f-737f8c59935e,58616ecf-0b70-4f1f-8c30-8471f6228a45,c4,DROP,27,?,?,
1769752234.5078065,SENT,24217e87-3d17-42ee-b0a9-66f4d24d1f18,96b69a33-c777-463c-9c3e-e4df2cf71b34,c4,c2,3402,?,p1,
1769752234.50794,CREATED,d18a6363-1289-456c-8254-5847d29734a7,084bbaf0-05c7-402e-80b1-67ed2f49b772,c4,c2,27,?,?,surb={'id': 'd6de9f71-add8-4ddb-a195-4d1c0e8d9346', 'route': ['p2', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769752236.5827384,SENT,958cd220-4e20-49a5-9e3d-fcbe36b83764,7ce7416a-91fd-470f-9b7b-5b3b8a21b81a,c4,DROP,2033,?,p1,
1769752236.582855,CREATED,123bdf29-7aba-44a6-822f-fb64d488a312,9c278985-5152-4caa-acfe-01ad6a86ad91,c4,DROP,27,?,?,
1769752236.7179265,SENT,3984bc08-757d-4e81-98f7-84601229ef65,67bcff23-f39c-4dce-88b3-681235c8b40a,c4,c2,3416,?,p1,
1769752236.7180805,CREATED,4a9d152a-8fda-4044-b61f-5d7625f906de,60cc9ccf-bf9a-46fb-85ee-b251bf48326f,c4,c2,27,?,?,surb={'id': '491364fa-10b2-4f44-a969-196d77bcd94b', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769752236.8665984,RECEIVED,7c4cd008-04d5-40d6-82d3-8491b9c97833,3d1e4bb9-720b-4769-99ba-5f071e15fb14,c2,c4,27,p1,?,surb={'id': '1366e5f1-2e8b-44be-82a6-a0f54aeecf01', 'route': ['p1', 'e2', 'i6', 'x1', 'p2', 'c2']}
1769752236.907566,RECEIVED,63b3576e-eff0-4f17-aa8e-1166d6081b63,8cb13697-7706-446d-a11c-1cc794cbcda7,c2,c4,27,p1,?,surb={'id': '4578ab80-5b64-4691-b464-91cd67483f88', 'route': ['p1', 'e1', 'i3', 'x8', 'p2', 'c2']}
1769752236.9212885,RECEIVED,36f36456-4523-4764-bd71-cb85e959083d,472d3969-87d6-492d-b098-656a4437690a,c1,c4,27,p1,?,surb={'id': '78f2e9e9-5f2f-4214-8ed9-f0c0c1b51b7f', 'route': ['p1', 'e12', 'i2', 'x3', 'p1', 'c1']}
1769752237.1406207,RECEIVED,dc9db6bd-47d0-4e1f-92d0-920741458be8,d049c057-fcab-4804-ad60-fa4b3db98a7c,c5,c4,27,p1,?,surb={'id': 'fcd6815c-b152-4932-835c-9ca2af05fa36', 'route': ['p1', 'e4', 'i11', 'x6', 'p2', 'c5']}
1769752237.3905,RECEIVED,1acc14e1-598d-48ed-8d45-5002735ff670,7b790fd9-613a-464d-be62-db5c11abc7be,c5,c4,27,p1,?,surb={'id': 'e4e417c8-a1db-442c-aaa4-c3c0a4b037ac', 'route': ['p1', 'e9', 'i2', 'x9', 'p2', 'c5']}
1769752237.4545364,SENT,bde85844-b563-4201-8eb8-4edd3b026444,6a401aae-6141-4259-b980-c81a9254b99d,c4,c2,3387,?,p1,
1769752237.4546945,CREATED,8d353cb8-9352-4f61-8c86-e6763814a7bd,5e038bd7-096a-4d0d-9d99-0b33b7b66127,c4,c2,27,?,?,surb={'id': '1e50e73c-5408-446c-a66d-bc32ca852ab2', 'route': ['p2', 'e8', 'i10', 'x4', 'p1', 'c4']}
1769752237.463147,SENT,d628b3cc-7766-4775-96ab-0f006d606dac,997df6a9-cffc-48dc-8e0a-f8367bc3b978,c4,c2,3383,?,p1,
1769752237.463293,CREATED,71c0d545-e92b-4708-8819-90cce6e11c34,e3f2580e-fa38-47f3-afed-01cd7cc3ee64,c4,c2,27,?,?,surb={'id': 'a20a7897-ec91-4c41-ac14-7691708c1525', 'route': ['p2', 'e1', 'i2', 'x7', 'p1', 'c4']}
1769752237.6720867,RECEIVED,4a557b4f-5715-4861-8ca0-edeeaae4ed83,d3940b05-e597-465c-818d-fd9c972ba745,c1,c4,26,p1,?,surb={'id': '879e0378-2ed1-4184-9730-5e480d877ae7', 'route': ['p1', 'e9', 'i4', 'x1', 'p1', 'c1']}
1769752237.7356453,RECEIVED,046d6991-06b6-4ae0-b2c4-4db5a227365a,8f59a202-6533-447f-8367-cb7b543d791c,c1,c4,26,p1,?,surb={'id': 'f999b4bd-0f7b-47f4-b2a2-bb88a234a7c6', 'route': ['p1', 'e3', 'i12', 'x9', 'p1', 'c1']}
1769752237.7571318,SENT,87be2df1-6ac9-4196-8b8f-0e0891e4870c,a0042b6e-2b6e-4b89-a1b2-2cce84f8f69d,c4,c2,3389,?,p1,
1769752237.757288,CREATED,b89506df-9aa9-42b8-bbb4-7733f96c7d14,00e253d9-8d63-4d3e-9d07-467c1a4b4efa,c4,c2,27,?,?,surb={'id': 'f997f003-66f9-4232-a427-0296e21fe921', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c4']}
1769752237.8276846,SENT,61df2529-4739-442a-bfbf-b3820c8c71d4,6718dfd7-bd1c-4d46-8e84-9337fb849282,c4,c2,3359,?,p1,
1769752237.8278441,CREATED,f1a1b1bf-a15e-436f-a76d-eb308b69098a,b6fc1b9a-fdd1-4482-8880-1d0cd7891a93,c4,c2,27,?,?,surb={'id': 'dc1290e5-4bec-4af4-a9bd-a30d70d53cfe', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c4']}
1769752238.0121713,RECEIVED,d854c965-638e-4f40-b9d1-874a7c07f81a,f55d132b-b66e-48eb-8e0b-c56dfeec80c8,c2,c4,27,p1,?,surb={'id': '53b408cc-521f-47bf-ae56-5ce7557fd46a', 'route': ['p1', 'e9', 'i12', 'x6', 'p2', 'c2']}
1769752238.094968,RECEIVED,8df5478a-6225-4a1e-8b1b-d460430624a7,a7ce4751-68ae-4f40-afbf-93c45ea86b19,c2,c4,26,p1,?,surb={'id': 'f83168ac-3873-4fe4-95f1-7649784f65d9', 'route': ['p1', 'e6', 'i6', 'x10', 'p2', 'c2']}
1769752238.2441483,RECEIVED,4651fcfa-ff72-44d3-b82e-00deb8ff777d,5ac8f975-6481-43c4-b9ab-0cae93ab975a,c5,c4,27,p1,?,surb={'id': 'a4f1791d-7d1f-4013-bf7a-5d3657d173ad', 'route': ['p1', 'e5', 'i8', 'x11', 'p2', 'c5']}
1769752238.2689884,RECEIVED,1e3f8774-a336-4c75-b40c-2df295efe214,6f2f6bed-d86f-405f-bd84-7228b4cc7946,c2,c4,26,p1,?,surb={'id': '68985f22-270b-4d37-bd44-0890a486084a', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c2']}
1769752238.625395,RECEIVED,38ff7a09-7d8d-480f-a473-9b8de2c68703,e248219e-1315-4502-948b-e272688f85bf,c5,c4,27,p1,?,surb={'id': '00436e45-5c90-4e76-9e94-348ff0527088', 'route': ['p1', 'e3', 'i6', 'x1', 'p2', 'c5']}
1769752238.7957263,RECEIVED,929f9760-2085-4ea7-9235-82b4e0f5249e,fed01721-d021-4b12-802c-7893788c3183,c5,c4,26,p1,?,surb={'id': 'efba0807-b303-4d65-80ae-ce6e2baa4be4', 'route': ['p1', 'e1', 'i6', 'x1', 'p2', 'c5']}
1769752238.9389114,RECEIVED,cee810be-73ee-4538-83dd-8c6345cd0e41,3b8892c3-173d-4e5b-86bb-dda4e2acd509,c2,c4,27,p1,?,surb={'id': 'a3260dd5-9915-4474-957f-dfd8c679e114', 'route': ['p1', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769752238.9558065,RECEIVED,19ce927b-eb98-4048-a244-f3bdc3deb8f6,e2b5f940-a4d2-40ba-ad95-8aa7c4af6411,c5,c4,26,p1,?,surb={'id': '9b6de87d-f1c2-4a4a-b56c-332687c90f49', 'route': ['p1', 'e9', 'i9', 'x1', 'p2', 'c5']}
1769752239.0000074,SENT,107c0eb4-dbb0-4ed7-bac8-07d8fc58cb0b,c0aa772f-b2fe-40fc-a368-c8760224df45,c4,c2,3367,?,p1,
1769752239.0003295,CREATED,292b5690-ae75-4916-9322-babd60234bc6,a31e3a69-5321-4a68-86dc-f61d9d4cdeaa,c4,c2,27,?,?,surb={'id': 'f6795526-ae9c-4db8-a62c-3d2a59feba51', 'route': ['p2', 'e9', 'i5', 'x11', 'p1', 'c4']}
1769752239.1247602,RECEIVED,f265c56d-f56a-40a3-9a92-c1213d54cae3,1d605347-a17f-49a6-ba78-98d0a2f71af8,c2,c4,27,p1,?,surb={'id': 'b3d86036-f477-46b4-8605-28f85c370163', 'route': ['p1', 'e3', 'i11', 'x7', 'p2', 'c2']}
1769752239.1469307,SENT,cbe50042-4bdc-4979-80f9-8156c63d9c35,55d4c838-c81d-4333-bd62-0120c55142f2,c4,c2,3383,?,p1,
1769752239.1471577,CREATED,fa74d21c-322b-48d9-ab76-45f397cfec3f,c096159e-4d85-4ba5-bdf2-1afb5da0fcc1,c4,c2,26,?,?,surb={'id': '99362a5a-39fa-4dd8-9353-4b3e9c129c1d', 'route': ['p2', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769752239.2585907,RECEIVED,27888b97-677f-4cfc-bc16-28f41bf20bde,5d3f27f7-0800-435b-8dab-1f6946b2f6f6,c1,c4,27,p1,?,surb={'id': '276715a3-2570-44b1-9dc3-931ff77cc375', 'route': ['p1', 'e10', 'i6', 'x12', 'p1', 'c1']}
1769752239.3496726,SENT,8a56bf55-fbb7-46ba-baed-96f5cc7d136c,98250aed-25f0-4c49-b76a-a55d16bb4b4d,c4,c2,3385,?,p1,
1769752239.349802,CREATED,bf394086-20bd-4eb5-ad7e-7ede0f289d62,31636fd0-78f3-4a20-ac1f-b93cd162846b,c4,c2,27,?,?,surb={'id': 'e0ae0d22-dda6-4e4f-a3ba-c67248f7c895', 'route': ['p2', 'e7', 'i4', 'x4', 'p1', 'c4']}
1769752239.4024172,RECEIVED,f3bb986d-730c-4381-8ba5-2b720f110d45,c6150fac-a146-489a-8d5e-cfc4e2c78d16,c1,c4,26,p1,?,surb={'id': 'd1074694-9842-4164-924a-3af005e1a02f', 'route': ['p1', 'e7', 'i1', 'x1', 'p1', 'c1']}
1769752239.4795768,RECEIVED,f9d224f3-8baf-4d6d-8670-1eb3d9977aa9,68d7ba4b-7af0-47a8-b625-a780cbd05555,c5,c4,26,p1,?,surb={'id': 'd36c54a2-6e63-4fc2-a4ee-f6e4e7289f41', 'route': ['p1', 'e12', 'i10', 'x1', 'p2', 'c5']}
1769752239.8009205,RECEIVED,4a9c26b8-2fe3-4a07-a788-ddc5c9eb9e8c,bb9b17f6-22a5-4630-8d21-2c1f53c65086,c1,c4,26,p1,?,surb={'id': '33e20cb0-1d14-4076-9b57-261104e8c9d1', 'route': ['p1', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769752239.830184,SENT,66fa4944-d11c-472a-8628-0ea0bb27d062,79327449-0820-4358-889a-8f1660650242,c4,c2,3371,?,p1,
1769752239.8303435,CREATED,7cd2332f-e535-484e-9925-640e6b6c4029,c5aa3316-633e-44e7-9dd8-e659a084b499,c4,c2,27,?,?,surb={'id': 'd8c94727-ebbb-4f4c-acc1-a61e3d3fd185', 'route': ['p2', 'e4', 'i12', 'x5', 'p1', 'c4']}
1769752239.9007423,RECEIVED,05205fab-9c92-4e40-8d1a-c521d9ede2a3,128c18ea-e613-4037-80ba-f5abd9ea8358,c1,c4,27,p1,?,surb={'id': '05acf492-b53f-4de5-a83a-6265c308d0ee', 'route': ['p1', 'e5', 'i9', 'x10', 'p1', 'c1']}
1769752239.9193966,SENT,04103df3-153f-4f3c-b0ab-7e7f67d3d91e,13c79f11-fd13-4cd7-a8cb-1b335c960989,c4,c2,3382,?,p1,
1769752239.919526,CREATED,4a375c01-2e39-4796-aa3c-23fd4b050109,4e0a023f-c8e7-4079-95d7-7a7958c21242,c4,c2,26,?,?,surb={'id': 'ab25fc27-0927-4279-ae1b-12993fc2d02e', 'route': ['p2', 'e5', 'i1', 'x9', 'p1', 'c4']}
1769752240.0063088,RECEIVED,74ff3a76-50c5-4e83-a7a9-d95f1ec58aeb,75a62dc1-3cd8-4dd8-8517-9df9baf64d06,c1,c4,26,p1,?,surb={'id': 'e56f2cdd-3bbf-4d36-9324-87aa0f38c787', 'route': ['p1', 'e10', 'i10', 'x11', 'p1', 'c1']}
1769752240.020289,RECEIVED,abe7885a-6c4f-4b43-b584-9037d7c78136,79f39b1f-fc91-4d32-b4fc-95d038ddc4a7,c2,c4,26,p1,?,surb={'id': '736c50bf-ac1a-4225-9db6-3eaf1583678b', 'route': ['p1', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769752240.111242,SENT,8a4d9295-8a25-47c1-9572-a3c293ae8b50,bdce4fb2-b846-452e-a1c3-5b812ad06779,c4,c2,3384,?,p1,
1769752240.1113775,CREATED,e05b72e8-bfb9-4d0b-a9ab-ce29c3c973aa,5ecf9ead-ce65-41c6-8a72-bd69bb6fd016,c4,c2,27,?,?,surb={'id': '78bafee5-4b4e-4608-83d3-be20612a0a38', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769752240.1645672,RECEIVED,b92b87d2-bfd3-4416-9d04-bacc6b06f811,d3cc5d8e-0295-4adb-b8e2-e707f4555aa3,c5,c4,27,p1,?,surb={'id': '57c362b3-5c4d-4cbe-b0d8-ddc6723d9751', 'route': ['p1', 'e7', 'i12', 'x8', 'p2', 'c5']}
1769752240.4591093,RECEIVED,6667d9ad-e48c-4622-8d65-11c3984caf9b,758633b7-622c-40e8-bd55-39bc7ea3d87b,c2,c4,27,p1,?,surb={'id': '384a7898-7250-4355-80dd-ef1e4c6c68ef', 'route': ['p1', 'e8', 'i8', 'x10', 'p2', 'c2']}
1769752240.5816445,SENT,3e7f9828-3e35-40a8-bcc6-438e699f6da9,c3b7722c-c367-4706-adc4-c49c4e4dfc8c,c4,c2,3392,?,p1,
1769752240.5817764,CREATED,014aa987-69db-41d0-b526-7ead8ceb9d95,bb05a4f9-9f6f-4c8a-876b-b269623f1c73,c4,c2,26,?,?,surb={'id': 'b16e904b-a225-464f-b75b-939bd7eca2ec', 'route': ['p2', 'e5', 'i11', 'x9', 'p1', 'c4']}
1769752240.6806147,RECEIVED,9381d1bc-26d3-45ba-828d-9402cc6c6fcd,db3d5ba0-6f30-4a16-a367-733d5c5366ac,c2,c4,27,p1,?,surb={'id': '4201f5cf-6e66-4d0b-a543-86dca0c69012', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769752240.6933215,RECEIVED,16ed8791-6ab7-482e-996e-608b2312eace,a10282f7-8624-45e9-954b-6e0749611ab2,c2,c4,26,p1,?,surb={'id': '7e5a0f98-f632-415a-81bb-be9d8d52cc8b', 'route': ['p1', 'e5', 'i11', 'x8', 'p2', 'c2']}
1769752240.6986036,RECEIVED,4fb98dc5-cbf5-4796-92be-c1847c24b697,cd981861-cef4-43b8-b271-bd367a0816ec,c5,c4,27,p1,?,surb={'id': 'd9e45c07-2ef2-41b2-86b7-5e6be98d53ef', 'route': ['p1', 'e3', 'i6', 'x12', 'p2', 'c5']}
1769752240.7704904,SENT,4157fc3e-6bde-4c3d-ad83-df8f717a1326,9eb4967b-52c9-4a00-82f9-a80c4f1914f5,c4,c2,3375,?,p1,
1769752240.7706616,CREATED,58e525b1-d023-4cf2-9005-6499c5a22f22,71fbba13-6cda-4125-bcd2-ead474b6e8bc,c4,c2,26,?,?,surb={'id': '577ff998-18e0-492c-bdb1-8006f4c88237', 'route': ['p2', 'e12', 'i7', 'x9', 'p1', 'c4']}
1769752240.7960186,RECEIVED,d1c3dd98-c4ac-4aa5-9bf5-9e0527e56b07,1bc54790-9e7b-487e-a036-a47c4fb4a858,c1,c4,27,p1,?,surb={'id': '64180d2f-1a91-49de-bb24-7d3af21431dc', 'route': ['p1', 'e7', 'i6', 'x2', 'p1', 'c1']}
1769752240.8099391,RECEIVED,47f2acf3-be98-4ecc-b558-cecec623ba26,3ec330d6-79d9-4c92-adba-005d1cf25dae,c5,c4,27,p1,?,surb={'id': '88996837-c2ef-4cbb-9d97-a0c0a5904660', 'route': ['p1', 'e11', 'i8', 'x2', 'p2', 'c5']}
1769752240.874966,SENT,75b425ad-31d7-4b2e-b808-a8453dcef780,124a32fe-ce48-44a3-a1f6-9d2e7996d1e1,c4,DROP,2032,?,p1,
1769752240.8751156,CREATED,ec4afde0-6631-4bdc-93c2-590e4a3b3f77,dd175f46-7ebb-4ec3-9120-949efe9089ca,c4,DROP,27,?,?,
1769752240.9435647,RECEIVED,647894b4-da3a-4263-b4a8-c09383d58e55,33984746-18a7-4777-83c8-900640f391ba,c1,c4,27,p1,?,surb={'id': '96df5725-bc45-40f6-bde7-b60cfd8a43e3', 'route': ['p1', 'e1', 'i4', 'x9', 'p1', 'c1']}
1769752241.0385842,RECEIVED,c179d818-28b9-4830-b98a-40fad57d009b,5619c4e2-23da-4cda-b720-ab92e0e15b53,c5,c4,27,p1,?,surb={'id': '9b1e6c3e-4034-4a73-8a65-77e98ac62498', 'route': ['p1', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769752241.2517292,RECEIVED,7bf33ccd-4ebd-4188-a305-f382e2507377,f34bbb50-40be-41a6-92ac-3f491ca9a9e0,c2,c4,25,p1,?,surb={'id': 'd1430a83-5c56-4663-b46a-bf7066012dc5', 'route': ['p1', 'e9', 'i6', 'x1', 'p2', 'c2']}
1769752241.3978426,SENT,d81ed5b6-ff53-4789-b4d9-bb32d3559278,c2b0a942-dd2c-4d2e-90c8-37272f80c653,c4,DROP,2030,?,p1,
1769752241.3979588,CREATED,1cdda275-d401-410c-9bbf-aa87ae8b5783,6912b837-e0b9-46c4-9e15-3ec70ad351e4,c4,DROP,27,?,?,
1769752241.4299352,RECEIVED,271dfdf4-b834-42cf-9755-f885214acf6d,39d118e9-55a7-41e2-8ed8-ed6e90896f12,c5,c4,26,p1,?,surb={'id': '88eb09bf-11fc-4b47-85b1-f010c4e2343a', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c5']}
1769752241.4349477,RECEIVED,883770a4-a4c4-4f09-9e6a-5369369766bd,774d7232-01f8-4483-968a-9703c94c7026,c1,c4,27,p1,?,surb={'id': 'a2f00494-5780-4d3d-89a1-88448c02b580', 'route': ['p1', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769752241.4531364,RECEIVED,cf7fe9d4-e2c0-473e-bf75-bd28c32d210a,7a302878-fcb2-467a-b65e-110b9b4d221d,c1,c4,27,p1,?,surb={'id': '8025749b-f22a-42e1-84eb-d09743e6590f', 'route': ['p1', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769752241.5301926,RECEIVED,3d5ee772-ae44-4c4d-9538-70a569b6e4e1,7788c597-94a0-4105-8a49-76638eeaf1f6,c1,c4,27,p1,?,surb={'id': 'aee2101d-33d0-4b10-9c4c-ba9bdc768f6e', 'route': ['p1', 'e6', 'i9', 'x8', 'p1', 'c1']}
1769752241.6350951,RECEIVED,1070e0ad-3d68-46f8-90a8-80788a20a345,78007812-734a-4729-a681-a55962bb641f,c2,c4,27,p1,?,surb={'id': 'a4e904b6-9d2f-49a8-ad49-0be2d59382f1', 'route': ['p1', 'e11', 'i10', 'x2', 'p2', 'c2']}
1769752242.0191274,SENT,cdf4bdee-bb25-48f1-8d46-9198713371ee,800fc896-a1d2-4a44-9d3e-b3a6672227ff,c4,c2,3360,?,p1,
1769752242.0193582,CREATED,b5f1b0ea-69ae-4a20-b0e2-73de24b869d4,18b5d3cd-bae3-4af3-92e2-9d4c957763e3,c4,c2,27,?,?,surb={'id': 'ff4b8e90-d050-4296-bad5-34a913044983', 'route': ['p2', 'e8', 'i4', 'x9', 'p1', 'c4']}
1769752242.0599706,RECEIVED,fb7beb6c-63a5-4e8c-bc37-afaae53080a1,687abf0e-ccde-4512-bd4f-4de07b85782a,c2,c4,27,p1,?,surb={'id': 'd2618f10-29fe-49d8-a80c-97af96fc15d7', 'route': ['p1', 'e6', 'i12', 'x4', 'p2', 'c2']}
1769752242.064403,RECEIVED,acff5e1b-7892-4747-aa7f-c5dbf010a9b0,657974fc-3a05-4559-bb4f-ac5ef5f8b62a,c1,c4,26,p1,?,surb={'id': 'e82e3822-2314-41a1-9593-af9ff93d1b3f', 'route': ['p1', 'e3', 'i6', 'x5', 'p1', 'c1']}
1769752242.08613,RECEIVED,4a10ea0a-7e39-4d65-9156-f6a3404b2aec,82227e43-085f-4ef3-896d-f0163e6888ae,c1,c4,27,p1,?,surb={'id': '5f5f4e00-9081-4a58-b23d-c28ffbdb96c6', 'route': ['p1', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769752242.108925,RECEIVED,aea931fd-b588-4810-8b88-8285c4164d64,7ce48fd1-c4e2-4f5e-9e32-37abb6d03f56,c1,c4,27,p1,?,surb={'id': 'eac8cae2-4fd6-44d7-9679-26ffeaaab118', 'route': ['p1', 'e7', 'i1', 'x1', 'p1', 'c1']}
1769752242.2363129,RECEIVED,ee264954-5378-4b6c-9eb4-d5e2abc1afae,81c8dd0e-4936-4790-9e7e-be2029e59ef9,c5,c4,27,p1,?,surb={'id': '82068a46-4403-4664-a0b8-96d0b0c49f97', 'route': ['p1', 'e3', 'i12', 'x2', 'p2', 'c5']}
1769752242.3008351,RECEIVED,c052be1d-e8f0-49bf-abf0-6c24b21d394d,3e601a27-f900-4bf3-b185-cfde6bc83a42,c1,c4,26,p1,?,surb={'id': 'b6cf1738-7e90-49e1-946a-eb087faacf32', 'route': ['p1', 'e3', 'i9', 'x9', 'p1', 'c1']}
1769752242.3742328,RECEIVED,7dce3611-6923-4588-ba22-3e0c012ae0df,41689e5d-6acd-46b5-9842-fa81167f16bf,c2,c4,27,p1,?,surb={'id': '3c1e0219-7ccb-4b9b-97b3-ed0f84b97600', 'route': ['p1', 'e10', 'i9', 'x2', 'p2', 'c2']}
1769752242.3961506,RECEIVED,84cb7559-1d1a-4ef7-a341-92a53844facf,9e552f72-24fa-4eb3-ae9d-bde211a84969,c2,c4,27,p1,?,surb={'id': '712e2616-b89e-47c1-93ca-b81b132eaed3', 'route': ['p1', 'e11', 'i2', 'x1', 'p2', 'c2']}
1769752242.4511592,RECEIVED,87edc0e3-572e-4a51-af40-c2f319d9c243,53e25eb7-c2e6-4b7c-8944-800b18155208,c2,c4,26,p1,?,surb={'id': 'b83eec8f-b0aa-4e3f-a148-6f8c2c19cccb', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
