timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769752234.414156,SENT,230caa68-73c7-4c99-bd67-24b37b12c3ab,580ee412-a382-4bd8-86a0-b5475c5be4a8,c2,c4,3376,?,p2,
1769752234.4142992,CREATED,63b3576e-eff0-4f17-aa8e-1166d6081b63,8cb13697-7706-446d-a11c-1cc794cbcda7,c2,c4,27,?,?,surb={'id': '4578ab80-5b64-4691-b464-91cd67483f88', 'route': ['p1', 'e1', 'i3', 'x8', 'p2', 'c2']}
1769752237.1269796,RECEIVED,582bedd4-288b-47df-8c9c-a091a10a8a2b,2003558c-a352-40f6-ac6e-0252152d9b9a,c4,c2,27,p2,?,surb={'id': '2ce9a6cc-754e-431f-a158-d14df1048b97', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c4']}
1769752237.1518998,SENT,a8e796c6-13fe-4cfa-9193-728ad4811f6c,7fa5999e-cac5-4b0c-9af6-bfef75d3826f,c2,c4,3359,?,p2,
1769752237.1520984,CREATED,84cb7559-1d1a-4ef7-a341-92a53844facf,9e552f72-24fa-4eb3-ae9d-bde211a84969,c2,c4,27,?,?,surb={'id': '712e2616-b89e-47c1-93ca-b81b132eaed3', 'route': ['p1', 'e11', 'i2', 'x1', 'p2', 'c2']}
1769752237.3153791,RECEIVED,e773682f-feba-4ae0-9930-df8963649038,19b5add0-620b-4f05-a200-a7edda110f24,c4,c2,27,p2,?,surb={'id': '6296898a-e8ba-4e2a-9701-96e02bc1ab2f', 'route': ['p2', 'e3', 'i12', 'x1', 'p1', 'c4']}
1769752237.925617,SENT,ca7ed475-a500-4265-a781-169940fbf300,4f8bdd30-f83a-48d8-919b-7944e0e8cd96,c2,c4,3385,?,p2,
1769752237.9257898,CREATED,16ed8791-6ab7-482e-996e-608b2312eace,a10282f7-8624-45e9-954b-6e0749611ab2,c2,c4,26,?,?,surb={'id': '7e5a0f98-f632-415a-81bb-be9d8d52cc8b', 'route': ['p1', 'e5', 'i11', 'x8', 'p2', 'c2']}
1769752237.9501953,SENT,1e49f4b5-8d4a-4d69-944f-c7e137279359,9ee6085e-fc44-43f4-b2cc-48279a229a6d,c2,c4,3391,?,p2,
1769752237.950339,CREATED,1070e0ad-3d68-46f8-90a8-80788a20a345,78007812-734a-4729-a681-a55962bb641f,c2,c4,27,?,?,surb={'id': 'a4e904b6-9d2f-49a8-ad49-0be2d59382f1', 'route': ['p1', 'e11', 'i10', 'x2', 'p2', 'c2']}
1769752238.1860278,SENT,32496d17-00a3-4d6e-9f2f-fc86eac15960,5b2c13d7-932a-4b65-9f1f-10c270fce779,c2,c4,3379,?,p2,
1769752238.1862226,CREATED,9381d1bc-26d3-45ba-828d-9402cc6c6fcd,db3d5ba0-6f30-4a16-a367-733d5c5366ac,c2,c4,27,?,?,surb={'id': '4201f5cf-6e66-4d0b-a543-86dca0c69012', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769752238.3162599,RECEIVED,4f5abc9b-4abf-40f7-b7bb-ddc53c9df9e5,5e010ba5-d8a1-49ff-b258-3f0a705b7422,c4,c2,27,p2,?,surb={'id': '0ff63161-96e1-49c7-a2e9-ea098ebeedcd', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c4']}
1769752238.7311895,SENT,cba0d03e-ecdb-4c5f-b4dd-baa7f1b24d35,d204e13e-3d2f-4bce-a774-4f2a9820af11,c2,c4,3396,?,p2,
1769752238.731345,CREATED,7dce3611-6923-4588-ba22-3e0c012ae0df,41689e5d-6acd-46b5-9842-fa81167f16bf,c2,c4,27,?,?,surb={'id': '3c1e0219-7ccb-4b9b-97b3-ed0f84b97600', 'route': ['p1', 'e10', 'i9', 'x2', 'p2', 'c2']}
1769752238.8720052,SENT,e8bbcfc1-7518-4231-8d84-cb492a586b13,20c0cf49-70c6-4541-b18a-24735b06d8e0,c2,c4,3364,?,p2,
1769752238.872189,CREATED,abe7885a-6c4f-4b43-b584-9037d7c78136,79f39b1f-fc91-4d32-b4fc-95d038ddc4a7,c2,c4,26,?,?,surb={'id': '736c50bf-ac1a-4225-9db6-3eaf1583678b', 'route': ['p1', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769752239.052111,SENT,412f2785-c10f-4bdb-a9ae-dbbf18a2dcfa,c416c631-d767-4339-aac1-75df0a1fc9e5,c2,DROP,2041,?,p2,
1769752239.0522196,CREATED,b4c10e67-cb01-4596-bb7e-210982ca6368,3ac2d1d5-03d0-4075-acef-cff594b76728,c2,DROP,27,?,?,
1769752239.2096088,SENT,5c5e297a-a87d-4857-81d1-fb6c315b8a73,24f2a283-c7be-428c-a6ff-01afdf2037cf,c2,DROP,2011,?,p2,
1769752239.2097518,CREATED,82f582e1-3b17-4b8a-888c-d56c75c7befd,eac1b05a-7c37-4a6a-ae95-14498842a3d0,c2,DROP,26,?,?,
1769752239.2694201,SENT,24e0d2cb-b944-408b-8da5-5718216ca10f,d37962c0-00ec-4154-83d2-db9cb5df18c2,c2,c4,3388,?,p2,
1769752239.269571,CREATED,87edc0e3-572e-4a51-af40-c2f319d9c243,53e25eb7-c2e6-4b7c-8944-800b18155208,c2,c4,26,?,?,surb={'id': 'b83eec8f-b0aa-4e3f-a148-6f8c2c19cccb', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769752239.2772954,RECEIVED,4a9d152a-8fda-4044-b61f-5d7625f906de,60cc9ccf-bf9a-46fb-85ee-b251bf48326f,c4,c2,27,p2,?,surb={'id': '491364fa-10b2-4f44-a969-196d77bcd94b', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769752239.2953568,RECEIVED,ff24897f-69b5-4f25-a638-7185097a3821,9f40d14a-1187-4441-8b28-f1183ac22b57,c4,c2,27,p2,?,surb={'id': '3b84fcd3-6ce7-492c-a053-b0806b291c4d', 'route': ['p2', 'e5', 'i1', 'x9', 'p1', 'c4']}
1769752239.4925532,SENT,3f935c71-afdb-4d0f-abfd-113b4193c3cb,3514dc44-7737-401d-a085-8ac5959b3a19,c2,c4,3358,?,p2,
1769752239.4926884,CREATED,42fdddaf-a2de-434e-91cc-09e38f72cb27,ea91edfc-38c0-466b-bc5c-d839a576cf0e,c2,c4,27,?,?,surb={'id': '6375999d-7b90-49d0-b3c3-740ff98f62d3', 'route': ['p1', 'e8', 'i12', 'x10', 'p2', 'c2']}
1769752239.7770813,SENT,807815e6-7edc-4dbd-a702-43c5765a92d1,c1e2efaa-7159-433b-b7c7-31c8dba46eac,c2,c4,3359,?,p2,
1769752239.7772312,CREATED,fb7beb6c-63a5-4e8c-bc37-afaae53080a1,687abf0e-ccde-4512-bd4f-4de07b85782a,c2,c4,27,?,?,surb={'id': 'd2618f10-29fe-49d8-a80c-97af96fc15d7', 'route': ['p1', 'e6', 'i12', 'x4', 'p2', 'c2']}
1769752239.8949933,RECEIVED,8d353cb8-9352-4f61-8c86-e6763814a7bd,5e038bd7-096a-4d0d-9d99-0b33b7b66127,c4,c2,27,p2,?,surb={'id': '1e50e73c-5408-446c-a66d-bc32ca852ab2', 'route': ['p2', 'e8', 'i10', 'x4', 'p1', 'c4']}
1769752240.0742078,SENT,6fa1ef57-6fb2-4b42-b617-e18f9b8337c5,b23295df-6104-4334-9d94-63fa2c1eb043,c2,c4,3388,?,p2,
1769752240.0743556,CREATED,eceb9eb8-2d8d-4c5e-8af1-7c81c25fb65f,88b03547-2435-4490-8060-4bdc010df0eb,c2,c4,27,?,?,surb={'id': 'a76e7f29-5602-40dc-96b9-9f833fa4b05e', 'route': ['p1', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769752240.1260843,RECEIVED,71c0d545-e92b-4708-8819-90cce6e11c34,e3f2580e-fa38-47f3-afed-01cd7cc3ee64,c4,c2,27,p2,?,surb={'id': 'a20a7897-ec91-4c41-ac14-7691708c1525', 'route': ['p2', 'e1', 'i2', 'x7', 'p1', 'c4']}
1769752240.4443634,SENT,eaecd176-5f7e-4e8d-b0cd-922be88248ce,84115891-aea1-4bd1-93c4-788cc7a75173,c2,c4,3355,?,p2,
1769752240.4444957,CREATED,7bf33ccd-4ebd-4188-a305-f382e2507377,f34bbb50-40be-41a6-92ac-3f491ca9a9e0,c2,c4,25,?,?,surb={'id': 'd1430a83-5c56-4663-b46a-bf7066012dc5', 'route': ['p1', 'e9', 'i6', 'x1', 'p2', 'c2']}
1769752241.0618117,RECEIVED,b89506df-9aa9-42b8-bbb4-7733f96c7d14,00e253d9-8d63-4d3e-9d07-467c1a4b4efa,c4,c2,27,p2,?,surb={'id': 'f997f003-66f9-4232-a427-0296e21fe921', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c4']}
1769752241.4471016,RECEIVED,fa74d21c-322b-48d9-ab76-45f397cfec3f,c096159e-4d85-4ba5-bdf2-1afb5da0fcc1,c4,c2,26,p2,?,surb={'id': '99362a5a-39fa-4dd8-9353-4b3e9c129c1d', 'route': ['p2', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769752241.525831,RECEIVED,292b5690-ae75-4916-9322-babd60234bc6,a31e3a69-5321-4a68-86dc-f61d9d4cdeaa,c4,c2,27,p2,?,surb={'id': 'f6795526-ae9c-4db8-a62c-3d2a59feba51', 'route': ['p2', 'e9', 'i5', 'x11', 'p1', 'c4']}
1769752241.6102395,RECEIVED,4a375c01-2e39-4796-aa3c-23fd4b050109,4e0a023f-c8e7-4079-95d7-7a7958c21242,c4,c2,26,p2,?,surb={'id': 'ab25fc27-0927-4279-ae1b-12993fc2d02e', 'route': ['p2', 'e5', 'i1', 'x9', 'p1', 'c4']}
1769752241.72777,SENT,6cf99a13-7189-4c57-bc68-d426da2b3941,ae24031c-68c9-4ee4-8c31-8b68a0f666b3,c2,c4,3401,?,p2,
1769752241.7278972,CREATED,ca2a01c7-d837-4aba-a888-8304a520c1ae,2010f9e5-9d25-455a-b223-c1a8cc411d53,c2,c4,27,?,?,surb={'id': '16a94041-0da5-4c19-9432-41beafa7292f', 'route': ['p1', 'e9', 'i11', 'x3', 'p2', 'c2']}
1769752241.8797722,SENT,b9a40c9c-1a2b-4642-868e-47e5c5c1c5e5,7a8f195a-36a8-47f4-8b19-04fd99256735,c2,c4,3389,?,p2,
1769752241.8799179,CREATED,6cc0cd26-98b1-4c7c-998f-32f1e99d9954,ddcead0b-3763-4b2f-9665-c8174f92d587,c2,c4,27,?,?,surb={'id': '82e34b77-e704-42b9-9c08-f8956b8e3532', 'route': ['p1', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769752242.0417464,SENT,dc9a0d87-58c6-4637-a3de-8246eb74b66b,49ace994-3e98-46a9-9d33-7b88f0eec9c2,c2,c4,3371,?,p2,
1769752242.0418935,CREATED,1b4989ee-12ab-4779-b906-49aaff8c1a65,122a519d-7a54-4e33-acd1-c7ba6a7a2273,c2,c4,26,?,?,surb={'id': 'fc0cf0db-f3f8-4b79-88bb-67510633daf0', 'route': ['p1', 'e2', 'i5', 'x11', 'p2', 'c2']}
1769752242.2428954,RECEIVED,e05b72e8-bfb9-4d0b-a9ab-ce29c3c973aa,5ecf9ead-ce65-41c6-8a72-bd69bb6fd016,c4,c2,27,p2,?,surb={'id': '78bafee5-4b4e-4608-83d3-be20612a0a38', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769752242.3798935,SENT,f0d4e000-9ab7-4aec-b920-089eac81613b,60052298-edd7-4e37-87d0-c0dbae02511b,c2,c4,3379,?,p2,
1769752242.380096,CREATED,df1be1f1-33e9-4beb-acba-2686c0f41e45,2ee5938c-3d9e-45d1-90e6-eb446a82213a,c2,c4,27,?,?,surb={'id': 'd6bdd0fd-cd94-4a03-bdd8-8e3686b64bab', 'route': ['p1', 'e5', 'i9', 'x6', 'p2', 'c2']}
1769752242.4158661,RECEIVED,bf394086-20bd-4eb5-ad7e-7ede0f289d62,31636fd0-78f3-4a20-ac1f-b93cd162846b,c4,c2,27,p2,?,surb={'id': 'e0ae0d22-dda6-4e4f-a3ba-c67248f7c895', 'route': ['p2', 'e7', 'i4', 'x4', 'p1', 'c4']}
1769752242.5736256,SENT,ddbee36f-72a2-4d10-a4ab-cd7d31232ea2,782b847b-bbed-471e-a01d-a3f4368b276a,c2,c4,3383,?,p2,
1769752242.5737755,CREATED,312a4deb-2b77-41c3-99cb-e8fad6c0ef58,af330a87-0313-42b8-9360-07d557144ec9,c2,c4,27,?,?,surb={'id': '6759486c-8307-4de7-bcc9-973cdfe66d17', 'route': ['p1', 'e9', 'i1', 'x10', 'p2', 'c2']}
1769752242.639768,RECEIVED,7cd2332f-e535-484e-9925-640e6b6c4029,c5aa3316-633e-44e7-9dd8-e659a084b499,c4,c2,27,p2,?,surb={'id': 'd8c94727-ebbb-4f4c-acc1-a61e3d3fd185', 'route': ['p2', 'e4', 'i12', 'x5', 'p1', 'c4']}
1769752243.5683422,SENT,f3ae8905-4279-4e1e-9c3c-2cdc35c3b251,3c782f3f-8e20-4533-8504-b5a6ad16be45,c2,c4,3372,?,p2,
1769752243.5684757,CREATED,621bf456-00b0-4278-9573-2044f9c4775a,124949b2-a26c-41ac-a0e9-3f0862d0309e,c2,c4,27,?,?,surb={'id': 'c547c5b1-7b92-4239-8bdd-08e55957dc30', 'route': ['p1', 'e1', 'i7', 'x11', 'p2', 'c2']}
1769752243.6113882,SENT,e186b90d-296e-48af-9330-95de5437f57d,2c9ce3ba-4551-4239-98f5-5102fd587886,c2,c4,3399,?,p2,
1769752243.6115217,CREATED,2671e897-d9bd-477a-b028-c1959f44e9e3,172354cd-a11e-4baa-8756-9faf1de0a911,c2,c4,27,?,?,surb={'id': 'c620c6b8-d9ab-4722-b1b7-3372c1c128a6', 'route': ['p1', 'e4', 'i11', 'x11', 'p2', 'c2']}
1769752243.6937447,RECEIVED,f1a1b1bf-a15e-436f-a76d-eb308b69098a,b6fc1b9a-fdd1-4482-8880-1d0cd7891a93,c4,c2,27,p2,?,surb={'id': 'dc1290e5-4bec-4af4-a9bd-a30d70d53cfe', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c4']}
1769752243.8894167,RECEIVED,58e525b1-d023-4cf2-9005-6499c5a22f22,71fbba13-6cda-4125-bcd2-ead474b6e8bc,c4,c2,26,p2,?,surb={'id': '577ff998-18e0-492c-bdb1-8006f4c88237', 'route': ['p2', 'e12', 'i7', 'x9', 'p1', 'c4']}
1769752244.0325663,SENT,3e4ea6be-98e8-425f-935d-63c2c4a51a8a,45885f20-e6a3-4433-b0f5-cbddd7084842,c2,c4,3396,?,p2,
1769752244.032695,CREATED,2bc17bca-615f-4cd5-899f-b0abec2f5c62,b953bed5-5cea-4bdd-b83d-e89c07d41df7,c2,c4,27,?,?,surb={'id': '2871dd53-47a8-40d9-abc9-06f788c06791', 'route': ['p1', 'e12', 'i3', 'x11', 'p2', 'c2']}
1769752244.202969,RECEIVED,014aa987-69db-41d0-b526-7ead8ceb9d95,bb05a4f9-9f6f-4c8a-876b-b269623f1c73,c4,c2,26,p2,?,surb={'id': 'b16e904b-a225-464f-b75b-939bd7eca2ec', 'route': ['p2', 'e5', 'i11', 'x9', 'p1', 'c4']}
1769752244.4052138,SENT,b8f7be64-47fa-4148-bc31-30a1f21caf7c,c775248b-3b3b-4b34-b3f9-4312932e6c09,c2,c4,3383,?,p2,
1769752244.4053614,CREATED,fc0ac066-881f-4d06-ae2c-ce9b8134b541,cf5b5d79-130e-4692-ba21-f6db2c58b2d1,c2,c4,27,?,?,surb={'id': '611c1d20-8205-4f8a-885e-ad575fcb2516', 'route': ['p1', 'e9', 'i10', 'x6', 'p2', 'c2']}
1769752244.4433415,RECEIVED,6a25222d-74f2-46c9-902a-0c4899f19e1a,165734db-1a3c-49b4-9b65-6c02b1150ecb,c4,c2,27,p2,?,surb={'id': 'cf3045c0-0585-44de-83dc-f5f1dfb104d1', 'route': ['p2', 'e1', 'i11', 'x8', 'p1', 'c4']}
1769752244.9699736,SENT,705b4ab7-e307-46d2-92d5-605ec340c54f,b9f0c64e-1004-4d62-9925-bc9e6be553e6,c2,c4,3359,?,p2,
1769752244.9701388,CREATED,0aa809a5-8dd2-4549-8218-5cdc3dd5ff17,e6614cd0-5bc0-4ef1-8ac8-a75dd009c514,c2,c4,26,?,?,surb={'id': '61ae4fd6-0949-4f71-986a-82811aac36bb', 'route': ['p1', 'e8', 'i1', 'x9', 'p2', 'c2']}
1769752245.219223,SENT,c7fc75be-d21b-4756-88c2-6298f588ed62,a0b53660-2b5f-4907-9964-11b813f16375,c2,c4,3376,?,p2,
1769752245.2193713,CREATED,6cb22c94-7ea4-4bdf-8d70-f3465e25aca0,e120c148-50e5-4013-9dae-8c611703a4ee,c2,c4,27,?,?,surb={'id': 'c90b4832-ef0a-4d72-a579-c8577e4d59f9', 'route': ['p1', 'e7', 'i5', 'x8', 'p2', 'c2']}
1769752245.240831,SENT,29fec41d-3c8d-4d4d-8f87-10c4a7847e43,2f4c9c22-aa93-472f-99be-211bc94cee24,c2,c4,3359,?,p2,
1769752245.2409737,CREATED,9b8d7d2d-7861-494e-a0a7-bc96320b0813,fda00172-2872-4204-8660-3a5ee0c4bf7d,c2,c4,26,?,?,surb={'id': '19dfcfd8-3135-4e64-8c8a-4f6abd2a1b6a', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c2']}
1769752245.2488294,SENT,b1d0572b-8fc1-4e61-86b2-7a86d219a8d7,2c01d7bf-ceee-45a6-8342-b68b175eb21e,c2,DROP,2032,?,p2,
1769752245.248959,CREATED,24861b02-f2e0-44f9-843a-221e2327f010,e28658d5-3ddd-485d-8e72-5b948c90a625,c2,DROP,27,?,?,
1769752245.346779,SENT,fa767d5b-1fb1-49db-b910-7648277b5c8b,5e998138-fede-4566-887d-389eb79db1d1,c2,DROP,2031,?,p2,
1769752245.3469,CREATED,189367a8-616a-4c82-9d5e-b464d22e0f1d,59acada0-1e3a-47c6-a39a-c8f71d7817c9,c2,DROP,26,?,?,
1769752245.7042289,SENT,bee9cf00-0df0-4aff-8d84-f41aa02b15e8,7111e7bd-ade1-4526-8faa-230181286700,c2,DROP,2024,?,p2,
1769752245.704369,CREATED,12363baa-32e4-46dd-80a1-d834cf68f2b3,d5f1ea64-90a7-4606-b582-7fdf36cc383e,c2,DROP,27,?,?,
1769752245.7178717,SENT,335d834a-76f0-4f35-8ccd-27560782d9d6,6a626199-577d-4d76-8728-bc62941ff0ab,c2,DROP,2031,?,p2,
1769752245.7181113,CREATED,edde1beb-504c-4d19-bd20-c3bab8eef6da,b1525469-e60e-45ae-a4e2-a12d6669dcf1,c2,DROP,26,?,?,
1769752246.039998,RECEIVED,29560228-e5b4-42d7-970e-c665bb2543d2,c68ba56d-f012-4082-b0b7-d8ac432c456e,c4,c2,26,p2,?,surb={'id': 'a8dabaa6-ae3c-4445-acf9-0105212b530b', 'route': ['p2', 'e12', 'i8', 'x8', 'p1', 'c4']}
1769752246.0452082,RECEIVED,f7da6654-3e08-48e6-9b13-dfbf90b5f263,852333a5-e774-4986-bd75-92dabc8ba0ed,c4,c2,25,p2,?,surb={'id': '7d4c3888-d39d-4d4d-906b-d64987fcaceb', 'route': ['p2', 'e3', 'i10', 'x3', 'p1', 'c4']}
1769752246.082159,RECEIVED,b5f1b0ea-69ae-4a20-b0e2-73de24b869d4,18b5d3cd-bae3-4af3-92e2-9d4c957763e3,c4,c2,27,p2,?,surb={'id': 'ff4b8e90-d050-4296-bad5-34a913044983', 'route': ['p2', 'e8', 'i4', 'x9', 'p1', 'c4']}
1769752246.1221485,SENT,1d714267-696b-484d-8e68-02f6c4cb0397,82f88c14-93db-42f1-83b1-1ee46d137fe8,c2,c4,3373,?,p2,
1769752246.1222875,CREATED,eef89ba1-94c3-4a3d-a6f7-da47bad0e3bd,e88a0edb-5d11-4348-be45-5368d7da7ebb,c2,c4,26,?,?,surb={'id': '40ef9a26-8e94-4506-8cb1-5139219a1e2e', 'route': ['p1', 'e5', 'i6', 'x2', 'p2', 'c2']}
1769752246.2143335,SENT,ba964c00-ed22-4710-b22f-5849dda82600,da5cb03e-5f3d-49c4-8680-603abced63f5,c2,DROP,2025,?,p2,
1769752246.2143958,CREATED,15dcccba-1ae6-4a17-a9b5-8371e2dbc9b3,8674f59a-2754-4a14-be79-2296abe4c942,c2,DROP,27,?,?,
1769752246.2831373,RECEIVED,43909ccc-876f-4a91-9ae3-95283e4a7a1c,7bf955b9-b824-448b-bc83-c72af685ad70,c4,c2,27,p2,?,surb={'id': '958778dd-b7b9-463b-87df-4945755d680d', 'route': ['p2', 'e9', 'i5', 'x6', 'p1', 'c4']}
1769752246.3302205,SENT,03b643e5-42ce-413f-866f-bece8b04660f,e98291f8-086c-4d3c-a4ed-dce70b2bd4e5,c2,DROP,2032,?,p2,
1769752246.330281,CREATED,c0cf217e-fd22-4632-a28e-5c3aaa0cda2d,006ab1c3-4d17-4b3d-9d9f-3c8455658fef,c2,DROP,27,?,?,
1769752246.5924368,RECEIVED,e544028c-6b80-448c-9fc2-b7f2f888b6d3,351572d1-1c74-4e64-91ed-8a9c2a873636,c4,c2,27,p2,?,surb={'id': 'a08e5ee2-1391-46a0-a947-1fe0ca4d0525', 'route': ['p2', 'e9', 'i6', 'x4', 'p1', 'c4']}
1769752247.083067,RECEIVED,be89b1d3-1d29-4cfd-a53d-c63a4535b755,3b091972-664a-4541-896a-efae64a2f7a2,c4,c2,27,p2,?,surb={'id': '17d5835b-2bef-446a-b8df-ee3941f20e62', 'route': ['p2', 'e8', 'i12', 'x3', 'p1', 'c4']}
1769752247.5465674,RECEIVED,2312ea71-6cf4-41f8-acce-47e96a5793eb,fd96a74d-b417-473d-8540-8abeabd03b28,c4,c2,27,p2,?,surb={'id': '578156d6-fb21-4882-b538-af7277c1eca9', 'route': ['p2', 'e4', 'i6', 'x6', 'p1', 'c4']}
1769752247.6424117,SENT,6d57577d-a8ec-4e1b-8d2b-1c3ad7c6dcb6,c5be81f2-8103-4858-95ae-e088026ae072,c2,DROP,2028,?,p2,
1769752247.64253,CREATED,8b8f5d6e-1637-47ad-ac71-0b6044d4e188,3cbf7533-45c6-412a-b9fc-5d371802c866,c2,DROP,27,?,?,
1769752247.9663599,RECEIVED,6079d3e8-6299-4c56-a5c0-323f5158f46a,3fa76dcc-ad79-4934-b514-952590b77b73,c4,c2,27,p2,?,surb={'id': 'b4b3e2da-6ebc-402b-9e97-592380ab971d', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c4']}
1769752248.1721447,SENT,98658f73-2768-4121-85c0-a4e8e7961c0a,1cced172-ebf2-43e1-91e0-7c7256f69aa9,c2,DROP,2016,?,p2,
1769752248.17226,CREATED,b234f068-a068-4ad5-9022-10c33a3887e1,99b43dad-9094-4e06-8b95-c12c152ee94b,c2,DROP,27,?,?,
1769752249.3588805,SENT,e60b5ab7-1231-490e-abb5-8efb4175700e,112a5436-3d98-49e4-8786-e7c903f8e4a1,c2,c4,3377,?,p2,
1769752249.35898,CREATED,e7763ef9-ff15-4e71-b343-acceab7c44df,34ed973c-6897-4fc2-9336-43c36b9685f9,c2,c4,26,?,?,surb={'id': 'b05fccf7-9fef-48d0-a393-b6e4bf3963b2', 'route': ['p1', 'e6', 'i6', 'x2', 'p2', 'c2']}
