timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769466234.438104,RECEIVED,c78fcf4e-ed07-40f5-9362-9c428b70f193,934c0a7b-da07-4afc-9e53-a006ce463c4e,c2,c5,27,p2,?,surb={'id': '412ee3a0-6eca-47f0-8feb-31661446e7e4', 'route': ['p2', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769466234.6176746,SENT,7a8423d3-6529-48ba-bb36-b627e8a566d4,d9ebb820-c217-428e-9f8f-28b862ff09bd,c5,c4,3395,?,p2,
1769466234.6178212,CREATED,0d3a2888-f963-42f4-964b-25d574beccb5,a99f12c0-f763-446f-a9ca-9a61abaa8074,c5,c4,27,?,?,surb={'id': '47b7128b-6f19-49d2-96e1-59ecdbd9d345', 'route': ['p1', 'e7', 'i4', 'x9', 'p2', 'c5']}
1769466234.8083665,RECEIVED,9eff6b65-cf9a-4b6d-aa0d-a74b6669039e,e75a6cb2-8308-4a5f-b410-dc6fa3a2eb6c,c4,c5,27,p2,?,surb={'id': '7e0e009b-a26c-402d-9b21-6dfedf01f48b', 'route': ['p2', 'e12', 'i12', 'x6', 'p1', 'c4']}
1769466235.0094972,RECEIVED,40dcf860-0004-4f4d-a6bb-6706e41b8679,4c78dd4f-a65e-4bdb-9d52-c70a7a5647df,c4,c5,27,p2,?,surb={'id': 'b8ce4349-2d3f-49bc-9c22-145c4c2b5f14', 'route': ['p2', 'e4', 'i2', 'x1', 'p1', 'c4']}
1769466235.1036959,SENT,6dac2d91-7c2e-4f03-8f54-093f42365ada,5c1e5056-3208-4022-9457-fab3cbf848d3,c5,c4,3392,?,p2,
1769466235.103847,CREATED,ac83e7e7-b4a6-4539-976d-7cb350d6f0b3,44a391c6-443e-4065-85e0-d0bdf26abc19,c5,c4,27,?,?,surb={'id': '6a473644-29ff-4a26-961e-daa43b8ea21f', 'route': ['p1', 'e5', 'i1', 'x10', 'p2', 'c5']}
1769466235.134666,RECEIVED,58f5c419-4bec-42d8-95c3-d8d6fad55e07,cf32f51b-6f9c-4a43-a836-5e2ed62b2da9,c2,c5,27,p2,?,surb={'id': '11c7f9e8-d0d1-4eaf-85d7-19d92fd99b52', 'route': ['p2', 'e7', 'i2', 'x4', 'p2', 'c2']}
1769466235.2615404,SENT,2579fbd5-d268-4735-84c7-f27f14678a50,0c603c8f-7df9-41c2-9d51-b141708ef32b,c5,c4,3355,?,p2,
1769466235.2617078,CREATED,8a7dc862-d806-4744-ab19-ff335333ee37,a6b51b31-a90a-4ed6-b1f6-93c2cff019bc,c5,c4,27,?,?,surb={'id': 'ba0ca5ef-1d25-43cf-b4a4-98479442001e', 'route': ['p1', 'e2', 'i5', 'x9', 'p2', 'c5']}
1769466235.2858012,RECEIVED,5b67b5b5-9672-4a70-9c2b-441348c252b1,1e5b418d-c2bd-4666-8292-7f36b56b17f4,c2,c5,27,p2,?,surb={'id': '58b3c5d8-b19c-47d7-86b3-3e08d4a1255e', 'route': ['p2', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769466235.2966304,RECEIVED,7331a75c-b7b0-4818-acee-1d601178481c,697131cc-6f67-4c83-ac7b-eea32c564ad4,c4,c5,26,p2,?,surb={'id': '6dadc69f-7d13-4c11-a72e-650bb68454ee', 'route': ['p2', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769466235.3205178,RECEIVED,09d5875b-ecd3-46b8-b4ec-e3b748ead27b,36344a8b-82fc-43d1-9cd4-0b04a53d20cb,c2,c5,27,p2,?,surb={'id': '448a5b01-4a66-4c7d-8817-59382f02478e', 'route': ['p2', 'e4', 'i6', 'x9', 'p2', 'c2']}
1769466235.4019532,SENT,db399f4e-b9ad-44f5-aff6-e6651ece3720,df6cf105-5401-4237-8d67-666346e6be5f,c5,c4,3356,?,p2,
1769466235.4020257,CREATED,f045ac26-1245-4e6e-b675-2e58d4dc3e14,8afff9fe-d0f8-45bf-998d-1e91949fe165,c5,c4,26,?,?,surb={'id': 'c54e53d7-6583-4f3e-83e0-764bf34d76ad', 'route': ['p1', 'e1', 'i11', 'x4', 'p2', 'c5']}
1769466235.4657192,SENT,0e19305e-b612-4a5b-bab9-3ebe8f694a04,aab68d5a-e918-40b0-be09-25c54fd30376,c5,c4,3383,?,p2,
1769466235.4658084,CREATED,0d21fed2-f4b6-4a07-ac17-2cc14138f027,a36ab8ee-4a6c-47ec-ad42-1289dee57fb1,c5,c4,27,?,?,surb={'id': '32f0f1ca-b2fa-44e7-9162-3188ef005bff', 'route': ['p1', 'e5', 'i2', 'x4', 'p2', 'c5']}
1769466235.8173132,RECEIVED,88c6cee2-a7ab-4b4a-a6d0-a39ce11a7c02,53bc8d5f-bbba-46ce-b9b8-7ff782063de1,c2,c5,27,p2,?,surb={'id': 'f36dec07-0469-4fae-a561-16f1434e8af9', 'route': ['p2', 'e1', 'i3', 'x10', 'p2', 'c2']}
1769466236.1521077,RECEIVED,f97e8591-2723-402e-896c-f8c606dc3fc6,96d16093-491a-47f6-aa4c-5ce7fb97f99c,c2,c5,26,p2,?,surb={'id': '13a7f282-ad97-4d58-bcdf-3b6a0e3b9480', 'route': ['p2', 'e12', 'i4', 'x9', 'p2', 'c2']}
1769466236.2854428,RECEIVED,d7a8a656-c70b-4159-9d10-1a3bc35ce9b5,57f7cfdd-8ea0-46db-b53c-5d39f7346706,c2,c5,27,p2,?,surb={'id': '01d843df-7cbd-40d9-ab9f-f2f63dea2cdc', 'route': ['p2', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769466236.783322,RECEIVED,59e41c63-fa80-4c99-99b6-41a3dc81c264,4573267c-2270-4ead-ab7d-569fb0559412,c2,c5,27,p2,?,surb={'id': '9a0e0c7c-82b7-45de-939c-bafc1eefe38d', 'route': ['p2', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769466236.8388019,SENT,e67e17ad-1c51-44bd-b4fb-968f6c10f36a,cd40909c-87a3-4c87-a607-f3249ac88dcf,c5,c4,3384,?,p2,
1769466236.8389013,CREATED,83e17654-4009-4f5c-92d5-f9a76e2b8b9b,7f83bb4f-b6fe-45c1-a886-a1700788d491,c5,c4,27,?,?,surb={'id': 'd55f4736-d0b3-411d-b478-ad13c66682f8', 'route': ['p1', 'e8', 'i2', 'x6', 'p2', 'c5']}
1769466237.0209298,RECEIVED,5515ae35-b0be-4204-b442-7592b1a3c701,ac176161-a6c0-4584-9853-8d4361cb7a18,c2,c5,27,p2,?,surb={'id': 'eeb600ea-a83c-4dbf-90c9-42ae269481a3', 'route': ['p2', 'e6', 'i11', 'x1', 'p2', 'c2']}
1769466237.0306618,RECEIVED,7a111169-f8e8-464b-9aad-dc72a2d9afeb,7af22f5d-7273-49f3-a2fc-18ef0178e008,c2,c5,27,p2,?,surb={'id': '88467cca-da8c-4dac-a056-240881f5d749', 'route': ['p2', 'e6', 'i3', 'x9', 'p2', 'c2']}
1769466237.0596313,RECEIVED,e6a74913-9fa5-4d37-975b-be39ebe22809,5d0a0de6-e7f2-40b9-a510-14c9ff79e420,c4,c5,26,p2,?,surb={'id': '10d2068d-47a4-41a5-ace9-a6c86785f592', 'route': ['p2', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769466237.1499178,RECEIVED,fc075b16-365e-4659-8a3a-cce3d6fea02d,9638f6dd-1cd4-4375-99fa-8ba0e78252ec,c2,c5,27,p2,?,surb={'id': '9634e014-3fd8-4344-8f18-df423841e977', 'route': ['p2', 'e11', 'i10', 'x10', 'p2', 'c2']}
1769466237.2750015,RECEIVED,3affe05e-4ed0-4a57-b962-080dd7e96ee1,8543c36a-622f-4fba-812c-0996073a01fe,c2,c5,27,p2,?,surb={'id': 'c597c369-943b-4fe9-bf3a-5ce2684486b8', 'route': ['p2', 'e4', 'i12', 'x9', 'p2', 'c2']}
1769466237.3453624,RECEIVED,e80568b1-86fe-4670-b736-d8dfd29f4614,b0e8a057-80df-4580-9fb5-3de5acf44cfc,c2,c5,27,p2,?,surb={'id': 'ee1e59e6-ca71-45ac-a5b7-b7504881773b', 'route': ['p2', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769466237.7867403,RECEIVED,962f3d00-9193-4c3d-9611-784230cfa938,50857a84-3694-4882-84f5-185988475194,c4,c5,27,p2,?,surb={'id': 'a5d1a258-9edb-405d-8f88-3fb008dcc930', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c4']}
1769466237.7986872,SENT,3a36074c-a2b4-4dc0-8d92-e4c2e871770d,9a62eac1-eb38-47d8-afbd-df2db62f9ad8,c5,c4,3384,?,p2,
1769466237.7988353,CREATED,ab5555c8-c952-45ce-aa28-1ad07c3f87ee,3bccdb81-7601-417b-9054-ae93f819e5a1,c5,c4,26,?,?,surb={'id': '632e974e-7897-4d25-8ad6-121fff39e03d', 'route': ['p1', 'e12', 'i1', 'x9', 'p2', 'c5']}
1769466237.8455138,SENT,095ffd81-b195-4d2d-ac0e-3640cc3c5a65,8defb7e0-e4d3-42e7-a92b-8f1c7bc22c88,c5,c4,3376,?,p2,
1769466237.8456862,CREATED,e76cdb66-d9d7-485d-a8f8-19a9a62aeecd,b329e959-38a5-4b25-89ab-b4c531cdb876,c5,c4,27,?,?,surb={'id': '883c258b-28ef-4b37-84d2-650d4d748dca', 'route': ['p1', 'e8', 'i5', 'x4', 'p2', 'c5']}
1769466237.93285,RECEIVED,0f438201-d865-42e3-853c-8cfa52d58c66,03b6943e-be20-4f58-97ec-93c156f356c1,c4,c5,25,p2,?,surb={'id': 'f8cfe0e9-bcf6-4f3b-9a2b-588cf980b4cd', 'route': ['p2', 'e10', 'i7', 'x6', 'p1', 'c4']}
1769466238.176277,RECEIVED,986e3053-58f7-4aed-844c-594e5eea451d,52e2d8e7-4ad4-4fd6-93fe-8c3035bb8f98,c2,c5,27,p2,?,surb={'id': '4824dbc5-c0fc-4a62-9561-b1b3545abf6b', 'route': ['p2', 'e9', 'i8', 'x8', 'p2', 'c2']}
1769466238.5563595,SENT,b71b853c-5f22-42cd-abb4-0fae2fc30ba3,a6a36e14-93bd-41ae-a2b7-7a76869ec5f2,c5,c4,3403,?,p2,
1769466238.556468,CREATED,f1e6571c-1d2d-4b34-b11a-c94ca16e984a,57c9a050-01aa-4a24-8ac3-4a0a59d8a16e,c5,c4,27,?,?,surb={'id': '5fdeaf8c-850b-4344-beeb-22b8ca867b00', 'route': ['p1', 'e5', 'i12', 'x1', 'p2', 'c5']}
1769466238.9138784,SENT,2e347773-7b6d-4d01-80ea-c552a14ad69f,2e86ae3a-3249-4874-b623-0e87aabfb016,c5,c4,3391,?,p2,
1769466238.913989,CREATED,ced370ad-6828-4b11-ab0b-88e77243f711,43809b70-94f4-4545-8e53-fda0cf639572,c5,c4,27,?,?,surb={'id': '5372c30e-50a6-435b-99bb-776b44d13c1c', 'route': ['p1', 'e11', 'i12', 'x6', 'p2', 'c5']}
1769466239.0253487,SENT,8a3e1d05-fec6-4a82-ad79-aa9caa7ef5e3,3e539985-5e06-48cb-a5af-fa3a115e0025,c5,c4,3388,?,p2,
1769466239.025457,CREATED,bab84667-3c93-4266-a3be-fdb753fd00db,8e2d6837-1b48-45e7-937c-46134139377c,c5,c4,27,?,?,surb={'id': '4df56f24-ef66-4574-84d3-c03b5f5e8621', 'route': ['p1', 'e8', 'i10', 'x12', 'p2', 'c5']}
1769466239.0655181,SENT,7c68728f-68e7-438a-816a-05a8fa1b0619,9a0cf6c0-0a7a-4631-8ae6-2008c82996fd,c5,c4,3359,?,p2,
1769466239.065632,CREATED,593c056d-1545-4850-a775-19e8ea6ae187,4c4f6df0-14f9-4c1d-8a16-b06571d53d32,c5,c4,27,?,?,surb={'id': 'c9fdb8a4-5dcb-44a9-8902-884c5067cff0', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769466239.0706625,RECEIVED,e3e8e4ed-89b4-46eb-8ae7-80792c0ec8f5,6643ac67-5f91-4924-8bff-cddd803cbb5f,c2,c5,27,p2,?,surb={'id': '99b1becb-e12e-403b-81b8-982927f765ef', 'route': ['p2', 'e5', 'i11', 'x5', 'p2', 'c2']}
1769466239.1541052,RECEIVED,a3213d2f-b029-43da-9689-1e3fef49f900,d042ea38-9f02-4a7f-b237-35a23c74ebf7,c2,c5,27,p2,?,surb={'id': '171628eb-6b56-476d-8667-1afdc72e43e5', 'route': ['p2', 'e6', 'i5', 'x5', 'p2', 'c2']}
1769466239.1941714,SENT,7d9234a8-d9f4-418c-8919-9c01827600af,b308772b-18f7-450a-a69c-ecaa1bdd548e,c5,c4,3403,?,p2,
1769466239.1944087,CREATED,2003dd82-9339-42d2-a962-52a95be5bd75,7932b9ad-5a5b-4a6b-89a3-ab6ae0dfa3e8,c5,c4,27,?,?,surb={'id': 'bfd02c2d-29f9-44a9-8927-ac10975d0dab', 'route': ['p1', 'e2', 'i1', 'x2', 'p2', 'c5']}
1769466239.217681,RECEIVED,2457a13a-ac49-4e7e-a407-af76e27fb199,1a233806-d306-4942-9bc7-e6b6e693ba8c,c2,c5,27,p2,?,surb={'id': 'd4464811-2a9f-4c1a-996d-f4df328cf706', 'route': ['p2', 'e10', 'i12', 'x12', 'p2', 'c2']}
1769466239.4243317,SENT,d82bef3e-30e0-44c2-9c70-3bb6a6217e89,5c6ae026-c0e5-4649-a888-453d2f69d4bb,c5,c4,3356,?,p2,
1769466239.4244804,CREATED,d90d1bd5-2de9-4345-9ba2-fbbcb90205c3,4e2e6c97-b89c-4743-b8d6-1d1a5f6022c7,c5,c4,26,?,?,surb={'id': 'df0b523b-9186-417b-8996-c5dd6a2880b2', 'route': ['p1', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769466239.476029,RECEIVED,c8d694fa-aef2-4577-a5b8-9c5b8964f630,856ced9f-d7a5-4f71-86d8-5fd0abcc15b9,c2,c5,27,p2,?,surb={'id': '680aecc9-ba80-4693-ad78-3a96cb38f5e9', 'route': ['p2', 'e2', 'i4', 'x3', 'p2', 'c2']}
1769466239.6225572,RECEIVED,8107927f-ed67-4fbf-bca7-93e3652e2140,90a906ae-76c5-45fd-93a3-b9c438fb8541,c4,c5,26,p2,?,surb={'id': '6e9f32cf-126c-472e-99fc-e5872bfa9b7a', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769466239.7472568,RECEIVED,ad2276d6-5778-4e56-92c2-1154c3c062b8,377d81bb-e4c4-428f-b48e-d68bf6d0f97e,c2,c5,27,p2,?,surb={'id': '8ecfccd3-1071-4981-93b1-683b6a48a6d1', 'route': ['p2', 'e11', 'i2', 'x10', 'p2', 'c2']}
1769466239.8815978,RECEIVED,651929d2-88de-46e1-81ac-6a9f0d853022,5a6c6ac9-75b7-421d-88c9-99af6b2e9754,c2,c5,26,p2,?,surb={'id': '22c21a2a-d8a7-408b-bc70-260cbe28dd90', 'route': ['p2', 'e8', 'i12', 'x7', 'p2', 'c2']}
1769466239.9148624,SENT,e0f88680-7476-4b96-a5f5-af7a8339b784,bced7787-5667-4696-b70f-c4a1d7e874cc,c5,c4,3376,?,p2,
1769466239.9149802,CREATED,cf74d1fc-0dcb-4be0-b659-ca5242710cef,fdf05dd3-dfdd-4f8b-bc6d-ce07a75c650a,c5,c4,27,?,?,surb={'id': 'e3792568-6b1a-4b38-b183-a45d3ff6a385', 'route': ['p1', 'e3', 'i7', 'x5', 'p2', 'c5']}
1769466240.1937315,RECEIVED,df405b42-22db-49a3-91b5-e319e2938277,edc1ab24-4ba4-4dec-a458-65cb0ffd161c,c4,c5,27,p2,?,surb={'id': '331855ea-c273-4655-a093-bd9a4da77991', 'route': ['p2', 'e3', 'i9', 'x1', 'p1', 'c4']}
1769466240.3994486,RECEIVED,a5835d0f-1bed-4f80-8ef6-5da3a345af58,3e2d5d0e-93a1-44a7-82bd-c509444fabdb,c2,c5,27,p2,?,surb={'id': '56aae844-89d9-4dfd-971c-d42326138be1', 'route': ['p2', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769466240.6171625,RECEIVED,bc21e12c-10a4-469e-bf0f-1c2c32246166,88b870b9-7ba8-4dcb-926e-456220a70690,c4,c5,27,p2,?,surb={'id': 'd2247838-c4c3-4e45-b9d8-1d2987614a3a', 'route': ['p2', 'e3', 'i3', 'x4', 'p1', 'c4']}
1769466240.9303782,RECEIVED,1f3eb0d7-5407-46ff-977d-2aa39e5581c3,d9e496e3-1641-4637-8a08-df8209d743b1,c4,c5,27,p2,?,surb={'id': '195f2b9c-0b6e-48ce-a208-e22275442200', 'route': ['p2', 'e11', 'i5', 'x1', 'p1', 'c4']}
1769466240.9916852,RECEIVED,c6291e7d-675b-4d55-9c22-4e8ae4b8e05c,b9f9970c-7fcc-4f46-9762-77f11333b5a3,c2,c5,26,p2,?,surb={'id': 'b68b5174-3673-416c-99d4-abcd13ef5c49', 'route': ['p2', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769466241.1391695,SENT,3f0ac507-1b23-4143-b0e6-eba2e935656a,5db0791b-3be0-44f4-87e6-4bc9166d32d0,c5,c4,3385,?,p2,
1769466241.1393373,CREATED,f3886916-1062-438d-b56c-c9cf8c2fec86,56c363db-096f-4537-abfb-47c410d72cdc,c5,c4,27,?,?,surb={'id': '2b0e16c3-a78b-4a2b-951a-a7e8a282c1f3', 'route': ['p1', 'e1', 'i5', 'x5', 'p2', 'c5']}
1769466241.3087153,RECEIVED,7fda0913-cfb7-4c3c-983a-0cc356b13f6b,227132e4-fc8a-435d-b9d8-ee7c8cafc323,c4,c5,27,p2,?,surb={'id': 'a5c07f7b-9df8-4ea5-ad6f-31c90aa3c1aa', 'route': ['p2', 'e1', 'i10', 'x3', 'p1', 'c4']}
1769466241.5049546,RECEIVED,0288309d-d4cc-45bc-a7f6-8829b5c4e3b5,ee27e057-3095-4bc4-8278-f0bcb5b6bf3c,c2,c5,26,p2,?,surb={'id': 'b78d9252-a8ab-4cec-a23b-079d69d41d07', 'route': ['p2', 'e6', 'i3', 'x2', 'p2', 'c2']}
1769466241.674441,SENT,0364026a-c2c0-4dfd-aa8b-c4874510acd0,935f4094-2505-43eb-b6e4-8d8ce07cb464,c5,c4,3382,?,p2,
1769466241.6745903,CREATED,cd9ce5fa-54b4-4d03-ad3d-efca041ad293,4f5c7bba-f44e-4705-96b1-a3412839283c,c5,c4,27,?,?,surb={'id': '3393f224-6511-4b1c-bd2e-ab04eae41cae', 'route': ['p1', 'e3', 'i2', 'x5', 'p2', 'c5']}
1769466241.7805762,SENT,a84b696f-daa3-48de-9dc8-7e45b5adf814,391e27b3-ad58-4491-bbd6-54fc56bcbdc6,c5,c4,3387,?,p2,
1769466241.7807252,CREATED,9afe00fc-b48e-4e28-9c41-43267c4e5b3f,6a096dd7-6974-47f8-9756-a62c21f9e242,c5,c4,27,?,?,surb={'id': 'b390b67c-197c-4a01-a11a-d6e5a3f56568', 'route': ['p1', 'e12', 'i1', 'x6', 'p2', 'c5']}
1769466241.8942583,RECEIVED,b5b8f8b5-6627-43f7-8c4d-fb3fe1a5ef70,d535afcc-ccf7-43d1-99fd-09934a36e0b7,c4,c5,27,p2,?,surb={'id': '02d7bad0-b895-416a-9eae-af234fd59df2', 'route': ['p2', 'e5', 'i6', 'x11', 'p1', 'c4']}
1769466242.2100194,SENT,ff170c9d-18af-41c1-8cf8-6b02000f9dc4,3cafd5d7-75a4-4e35-8eff-1ba8e2bc1875,c5,c4,3380,?,p2,
1769466242.2101989,CREATED,e8a47fce-fb63-4600-bb68-133116a0f7a8,daf71f57-2224-42fd-8fa7-fd0f5074d4ca,c5,c4,27,?,?,surb={'id': 'ef66d667-3da8-43f8-8bb6-da3119d1e1ba', 'route': ['p1', 'e11', 'i1', 'x9', 'p2', 'c5']}
1769466242.722346,RECEIVED,c24808e9-95f2-428a-bc85-b9f3f0fbcc59,ddcdde33-701d-49e5-ab4e-7558a476c307,c2,c5,27,p2,?,surb={'id': 'a3593e04-39fd-4185-9e67-d01da795be59', 'route': ['p2', 'e11', 'i12', 'x11', 'p2', 'c2']}
1769466243.0164652,RECEIVED,bdbf9727-721c-49bf-ac2c-90ada3726bd8,1c670907-ccbf-4913-a137-c18aa131f5a6,c2,c5,27,p2,?,surb={'id': 'b7173738-245e-42af-8855-a704382f9598', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769466243.239241,RECEIVED,0d01ebc3-8aea-4e19-881a-8c5e234b76fd,234dccf5-acc5-4be1-b7c8-e607bfa92e5c,c2,c5,27,p2,?,surb={'id': '9432fe6b-0e90-4dd9-96ae-209c1fdaa574', 'route': ['p2', 'e6', 'i6', 'x11', 'p2', 'c2']}
1769466243.3451028,RECEIVED,4b04d8e5-1eae-47bd-8cb9-f086feb05123,ba8cbab1-8b7c-4784-9b82-e6290602604e,c2,c5,27,p2,?,surb={'id': '13b76575-35b0-4aba-a09e-08f2e94c80aa', 'route': ['p2', 'e5', 'i12', 'x2', 'p2', 'c2']}
1769466243.4433372,RECEIVED,3907fdce-6c7b-4ac5-9908-daa9bf1b53a9,2411edd5-30e8-4593-871a-83045a7e6ff9,c2,c5,27,p2,?,surb={'id': '6169daeb-6195-4c28-b664-2174dd0ed17b', 'route': ['p2', 'e8', 'i9', 'x1', 'p2', 'c2']}
1769466243.463589,RECEIVED,798a6f53-c4ba-429d-a3b3-4259aaf753d7,7915e985-8101-45f1-b936-fd66d2361a3d,c2,c5,27,p2,?,surb={'id': 'ece03568-729d-4175-a721-60f5257c803d', 'route': ['p2', 'e10', 'i3', 'x10', 'p2', 'c2']}
1769466243.6143606,RECEIVED,504b4d69-0287-409d-9e56-348062bee29b,2f14d7c9-1a39-4313-a331-9f0dbc3a8ff3,c4,c5,27,p2,?,surb={'id': 'cf8d70d8-bf40-41d4-9f24-0495f427edf4', 'route': ['p2', 'e9', 'i12', 'x10', 'p1', 'c4']}
1769466243.658753,RECEIVED,a7fa40fc-b73c-4ed9-a74d-8b05ec58c013,faee6f33-4eaf-4987-b5ee-e6dd5888f0d0,c4,c5,26,p2,?,surb={'id': 'b63c0dc3-81f4-4eba-8873-0f3b3bc0ffac', 'route': ['p2', 'e5', 'i6', 'x12', 'p1', 'c4']}
1769466243.6816812,RECEIVED,896d0f23-af06-4202-a4f9-0c6af2c5485c,5c8ef537-ed1c-421b-bf10-28ec7dc2f0c3,c2,c5,27,p2,?,surb={'id': '5388c343-8200-422e-864f-f0da9d166c28', 'route': ['p2', 'e2', 'i10', 'x2', 'p2', 'c2']}
1769466243.690224,RECEIVED,a227cbb0-6569-4cef-b1c9-716536fb02f7,385d6821-d734-44c8-9221-7147569a43a9,c4,c5,27,p2,?,surb={'id': '9fdfab47-6a4e-47d6-b3f6-0b618c41da81', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c4']}
1769466243.7553985,RECEIVED,3ef2d582-156f-4d52-8733-750adffbf609,d6479f73-d45f-462a-998f-d78a61adf879,c2,c5,27,p2,?,surb={'id': '9d8274dc-54a3-4863-8e41-db6ababefd5a', 'route': ['p2', 'e11', 'i3', 'x5', 'p2', 'c2']}
1769466243.761299,RECEIVED,fd72d3c9-9e08-490a-802e-75686f8eeb07,57d3a38d-8421-4fb5-917f-93e11b65b34c,c2,c5,27,p2,?,surb={'id': 'ac510d81-aca2-4f49-9b2b-3191474fc28c', 'route': ['p2', 'e8', 'i7', 'x12', 'p2', 'c2']}
1769466243.7877917,SENT,f218a53e-de2d-4449-a1b6-8a603c26aa47,a1a25143-eb30-4c36-87c4-7557c0933626,c5,c4,3364,?,p2,
1769466243.7879395,CREATED,706fc58f-ecd2-4ec6-9337-605cedf27b44,aab9b45a-543a-4cd8-afdc-f38cb2887acc,c5,c4,26,?,?,surb={'id': 'dfbb96b4-e7f1-4e92-944d-3e1de86aee0c', 'route': ['p1', 'e7', 'i7', 'x8', 'p2', 'c5']}
1769466244.2085268,RECEIVED,24fc8a6c-ee73-4055-a09c-96276fbed152,27b73279-16b7-4164-87c7-b081bdaecdd8,c2,c5,27,p2,?,surb={'id': 'e01201ef-e27d-49a6-b465-264ee4d83872', 'route': ['p2', 'e10', 'i4', 'x6', 'p2', 'c2']}
1769466244.407391,RECEIVED,faf61d93-9b79-41b1-9ea4-5fd028504af9,ab3656e5-80b2-4aa8-8d94-9939fc63d58f,c2,c5,27,p2,?,surb={'id': '4f3e1c37-a326-4302-8c5f-95d8505b9e3a', 'route': ['p2', 'e12', 'i12', 'x4', 'p2', 'c2']}
1769466244.413394,SENT,7bfcd957-ccbd-476f-8757-8f40ec2b04a2,aecaa653-badd-4855-81bd-95409cbe3fc2,c5,c4,3387,?,p2,
1769466244.4135432,CREATED,c47914d7-ea10-43fb-b1cf-bda2f5e29970,e84c319f-054d-4806-867b-b095d577f29d,c5,c4,27,?,?,surb={'id': 'f6408cf8-fdc6-478d-b713-53f18929400c', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c5']}
1769466244.7200434,RECEIVED,1827eddc-3d0b-4679-9827-8d1d4535c261,6215c7f7-eadc-4b99-b864-06734cc7b37a,c2,c5,27,p2,?,surb={'id': '96033517-c191-4cab-8e37-fb2bc280b481', 'route': ['p2', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769466244.9740314,SENT,91e78553-2e8f-42d5-ab1f-231a94b6f98e,6735c081-d7d2-489d-96e1-f55f90a68d36,c5,c4,3360,?,p2,
1769466244.9742167,CREATED,16c29ab3-a53e-45ad-a894-6210a3050090,0cb2967f-08e5-44e1-ae8b-565bdede6cdd,c5,c4,27,?,?,surb={'id': '88e4f5d5-add5-4b87-a9d0-0d940fdbcda2', 'route': ['p1', 'e9', 'i4', 'x4', 'p2', 'c5']}
1769466245.007693,RECEIVED,453a2433-a055-4533-8fe0-c19deef5b80b,4aa86e4d-e3ca-4f14-bd27-35ab6643b1af,c2,c5,27,p2,?,surb={'id': '634d3f82-864e-4b10-b7bd-9b642c639c51', 'route': ['p2', 'e12', 'i6', 'x4', 'p2', 'c2']}
1769466245.1063101,SENT,1fa4205f-5640-41c0-83c9-c36c9e271ee5,0c88713a-279a-4792-9fb5-9900d0a21e65,c5,c4,3360,?,p2,
1769466245.1067865,CREATED,9c669003-28ca-4039-9033-8f33e78e1130,282ab209-0215-4789-be35-3f9dcd9fcc79,c5,c4,27,?,?,surb={'id': '17d36a59-c2c1-4dba-aae8-a2617e700a91', 'route': ['p1', 'e8', 'i3', 'x6', 'p2', 'c5']}
1769466245.2605982,RECEIVED,88227377-f408-4262-82dc-41e05ddc1912,c7b0f7b4-f120-418f-b787-44312461b500,c4,c5,27,p2,?,surb={'id': 'b5bf97d7-4c9a-48cc-928d-30b194514fe4', 'route': ['p2', 'e1', 'i5', 'x7', 'p1', 'c4']}
1769466245.5040448,RECEIVED,5189bfe9-b4d4-4189-b296-9f40732412ea,c354a304-d1e3-43b8-8c30-431a07329898,c4,c5,27,p2,?,surb={'id': 'f89b3b4b-cb82-439b-a53d-6492983d9038', 'route': ['p2', 'e9', 'i5', 'x10', 'p1', 'c4']}
1769466245.707373,RECEIVED,21d9ab90-127f-44d1-84e8-f0f0d14a5872,8326ffda-795d-4e12-97cd-30a1ca0cade7,c4,c5,27,p2,?,surb={'id': 'fa909ae3-46b9-4383-ba14-305854a48510', 'route': ['p2', 'e3', 'i3', 'x4', 'p1', 'c4']}
1769466245.8845572,RECEIVED,ec0f5f3c-80af-40f1-870b-f310c32eba8b,dcaf5b55-a435-4a1d-8b72-55a253ab0fdf,c2,c5,27,p2,?,surb={'id': '43a27d63-16d6-4478-8997-bbe7ca0d4c69', 'route': ['p2', 'e10', 'i4', 'x4', 'p2', 'c2']}
1769466245.9032423,SENT,06102ee5-d263-41f9-badc-f4b97655166c,6d8e0f02-82fc-42f7-899a-002e3131fd20,c5,c4,3359,?,p2,
