timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769466604.0188944,CREATED,79e83613-2ca4-4677-8d14-967138021890,a7aea534-e7e7-4cc5-8b92-ee4b7cd7877a,c5,c4,26,?,?,surb={'id': '0a02386c-e8a9-4ad9-896c-42fda31cf308', 'route': ['p1', 'e12', 'i10', 'x1', 'p2', 'c5']}
1769466604.025695,RECEIVED,3f333413-2e70-419f-85c1-37c1f63ff158,49280384-6ddd-4340-a87d-c2e97e574189,c4,c5,27,p2,?,surb={'id': '71bae7ec-f556-4832-8c72-6b2dbeab1a66', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c4']}
1769466604.033017,SENT,9b330723-56a3-43eb-bb2c-839af65897dd,baa0d4a3-4f56-4aa1-ba45-488c5f39168a,c5,c4,3379,?,p2,
1769466604.0332184,CREATED,f0cb8ae1-07cd-4085-809c-8810d1fb01f7,27cdb09d-5304-492a-9c20-4b4ddfbbe6bf,c5,c4,27,?,?,surb={'id': '7078fb23-dce9-47e1-950f-5655d05b1fb6', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769466604.1705828,RECEIVED,bd861ba9-222e-43fa-a214-9668362867fb,440053cb-f034-4ae0-8963-8ce307b55b2d,c2,c5,27,p2,?,surb={'id': '84ed8d16-e2cb-4fa6-ae9e-9f2d0506d854', 'route': ['p2', 'e7', 'i1', 'x7', 'p2', 'c2']}
1769466604.186473,SENT,f1f5b05e-9c45-4571-8eff-77a64428fac8,7aeb3baf-a5e5-4c50-96b7-cb5bc61d3d05,c5,c4,3392,?,p2,
1769466604.1865723,CREATED,57fddd2b-da0d-496c-a76f-3189ba1ff6a5,419d9fa2-7ea6-4b6c-a852-d7644b4d8fd4,c5,c4,27,?,?,surb={'id': '9ace1440-e7fd-4c38-9ba8-3bac1c19b10f', 'route': ['p1', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769466604.269946,RECEIVED,7e3a6bfb-6f36-49ed-a6af-4fd9b5cedb31,df76a74d-0d4b-46fe-836b-4fdef40bed53,c4,c5,27,p2,?,surb={'id': 'd3ca154e-d0ba-468b-8da9-85ba1f6d7805', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c4']}
1769466604.3167505,RECEIVED,17f109d4-3562-4213-9228-47ea957ded77,407d5b1c-7104-403d-be84-15c0b0075203,c4,c5,26,p2,?,surb={'id': 'a53a2c91-d925-4725-b54e-35f10e3808fe', 'route': ['p2', 'e3', 'i1', 'x11', 'p1', 'c4']}
1769466604.3718233,RECEIVED,19e0dc27-f7eb-473d-ac0b-13e6044da875,ae02983a-105d-408a-ac0f-08485c2a1050,c2,c5,27,p2,?,surb={'id': '8b4bb3ac-828f-49c2-b255-8ced431c2f4d', 'route': ['p2', 'e6', 'i12', 'x3', 'p2', 'c2']}
1769466604.4091597,RECEIVED,119b5928-d3c9-4c7d-ad89-8b731198c610,ab3d301c-8c76-4c62-a6e8-75a8acf00f49,c4,c5,26,p2,?,surb={'id': 'f6b7378b-e313-44ea-b070-6759597f6bce', 'route': ['p2', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769466604.4405081,RECEIVED,119b6936-904c-48b5-b01a-9cbdc9531943,1b46b344-ec94-4b8b-b4d4-a256d1755875,c4,c5,27,p2,?,surb={'id': 'ad448322-4e3b-450a-b869-6a19f680a570', 'route': ['p2', 'e7', 'i9', 'x5', 'p1', 'c4']}
1769466604.6469934,SENT,58f510c6-5b1c-4c98-b411-0f632025eb6e,1506830f-6b53-4076-b8e7-5a7d869d1c7c,c5,c4,3359,?,p2,
1769466604.6472125,CREATED,7d1fd3e8-65af-48f2-9558-4cf4cf6d10c1,0ddd9c15-09e1-4234-b1f5-5e3ffd7c00ac,c5,c4,26,?,?,surb={'id': '4d7344bf-9d7c-41c5-9add-ce99afa8b11f', 'route': ['p1', 'e1', 'i8', 'x10', 'p2', 'c5']}
1769466604.7866983,SENT,7fcd9f16-f7e6-4826-a834-7d2d5bafc976,faaebffa-6206-4c38-a376-0c518081482b,c5,c4,3359,?,p2,
1769466604.786778,CREATED,fa7628f7-ee82-4297-9059-7c8ca1db8d83,bb2e9f56-137d-4a36-b350-44baca405264,c5,c4,27,?,?,surb={'id': '732a3005-c1d3-4322-88f5-ae0e25bdafe7', 'route': ['p1', 'e9', 'i9', 'x3', 'p2', 'c5']}
1769466604.8833437,RECEIVED,862220b5-aabe-4f02-8869-045da2ea51c1,e99dd08c-19a1-4db4-ad0e-2f234f103836,c2,c5,27,p2,?,surb={'id': 'd7b8b38d-4eda-443d-b504-a8e0a260fc97', 'route': ['p2', 'e9', 'i3', 'x9', 'p2', 'c2']}
1769466604.8918335,RECEIVED,6d453cea-00e4-497d-b5d4-2350a2c84a09,d69d940b-9bc7-40b7-871e-41517c816045,c2,c5,27,p2,?,surb={'id': 'abf955eb-6fa0-4dfd-b9ad-5ea0edfd3d08', 'route': ['p2', 'e10', 'i3', 'x1', 'p2', 'c2']}
1769466604.9579978,RECEIVED,b1f60d6b-6622-4849-a618-217e97c8a55f,1f1dfce0-037d-4e99-90ce-25e57271dc66,c4,c5,27,p2,?,surb={'id': 'dccfaa36-614d-4e53-9b6c-c0601702dce6', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c4']}
1769466605.0498512,RECEIVED,33e171f1-bd34-4a17-ac97-6ae5480e52df,77ca7679-eb16-40ef-b56a-1cc5e599a4d7,c2,c5,25,p2,?,surb={'id': '3777bbf8-7b98-419f-b8c3-4f59b255df79', 'route': ['p2', 'e3', 'i9', 'x4', 'p2', 'c2']}
1769466605.4167955,RECEIVED,befadf85-3b7a-4d4e-afee-510985150c6d,1084bb81-a070-46c8-9d3f-efbe2c9fac90,c4,c5,27,p2,?,surb={'id': '7255c5f6-1223-4343-b350-99a7adf606ae', 'route': ['p2', 'e6', 'i11', 'x6', 'p1', 'c4']}
1769466605.4447255,RECEIVED,ac79c685-5feb-4cda-82a0-6d326fa04b6a,7a00b48a-91a2-4066-83d0-907b51bddfe7,c2,c5,27,p2,?,surb={'id': '83e3956f-e979-49fe-bc0a-8ab18bf037d0', 'route': ['p2', 'e9', 'i6', 'x4', 'p2', 'c2']}
1769466605.74695,RECEIVED,bd15b5d1-3c57-441e-afc3-a80e909f0a43,08b9f07d-b895-495d-9561-1608cfdaf178,c4,c5,26,p2,?,surb={'id': 'ee2cf279-39ce-4ab6-bf77-53fc76af783a', 'route': ['p2', 'e9', 'i6', 'x7', 'p1', 'c4']}
1769466605.7963817,RECEIVED,c4082b4e-7496-4a50-b9db-6872ff3b69c0,4a17a9c2-3840-4881-bb5b-21d17302e7cf,c4,c5,27,p2,?,surb={'id': '6076d354-a990-45f7-befa-f4c0c250227f', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769466606.1103115,RECEIVED,4ee6990c-6faf-40f4-9daa-4ddc6dab483e,3164a162-9f94-4a70-86de-c5ca9c024aaf,c2,c5,26,p2,?,surb={'id': '41fd9c3a-d349-40f4-9540-9ff52e5fa702', 'route': ['p2', 'e9', 'i3', 'x5', 'p2', 'c2']}
1769466606.1683428,RECEIVED,5cd6fa34-30ac-4d0f-81bc-60bcbbd29034,98679247-1f1a-4984-bef6-bcd6e11f1e5e,c4,c5,27,p2,?,surb={'id': 'e2146522-9bc9-473a-ab14-d851c9a36ef0', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c4']}
1769466606.1729524,SENT,da0755ee-edd5-42b8-822b-2fd059704239,b93e6435-f0cb-4319-b631-85e07c652088,c5,c4,3387,?,p2,
1769466606.173146,CREATED,a92f0e3a-1929-4eba-b4e1-78923305146b,49d615c4-8606-4b39-b033-78c9dfb9fe6e,c5,c4,27,?,?,surb={'id': '4fad147a-438e-4df2-bdf3-ffd7c07c0f9c', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c5']}
1769466606.2744057,SENT,313ea8d5-2f11-4f0d-a262-4044ec9bdc65,ff145de6-4518-44ed-908d-22115c4477b4,c5,c4,3383,?,p2,
1769466606.274505,CREATED,c3bd7f70-54f5-4caa-af0c-2f0ee5fac01c,4f12ef97-3d64-4054-ae51-3e3272737f28,c5,c4,27,?,?,surb={'id': '78f81181-2de0-44c4-8fa5-47cb0c43e5ee', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c5']}
1769466606.3669713,SENT,4800563d-94d6-4b8e-9a22-057feae78758,5638653c-e490-40f5-b672-7f1218c4ee46,c5,c4,3397,?,p2,
1769466606.3671649,CREATED,4fbce3f1-1a88-42e9-8988-90b39d930bb4,c88b0e50-290a-40ac-a221-4ef038dd87e4,c5,c4,27,?,?,surb={'id': '78ca9e6a-de7e-4601-bc87-1f469b1a3f45', 'route': ['p1', 'e11', 'i6', 'x12', 'p2', 'c5']}
1769466606.7636702,RECEIVED,05000983-b0e4-47a9-a15a-26361249ee85,c1a76441-3fe3-485f-a772-6226da36f2c1,c2,c5,27,p2,?,surb={'id': 'a0aff131-2454-40b9-b997-61a995ef530d', 'route': ['p2', 'e9', 'i11', 'x7', 'p2', 'c2']}
1769466606.9518187,RECEIVED,120acda7-45d3-4b46-a985-64b18ecf0ec4,297ed998-fb34-4153-b40c-51511be5ba84,c2,c5,27,p2,?,surb={'id': 'a1f3bb4e-4d30-4483-90fa-917305643870', 'route': ['p2', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769466606.9859462,SENT,cfd10b12-6588-4644-9f15-aed73a9d0a74,694fe0b8-b398-46cc-af0f-b76e26b0b091,c5,c4,3384,?,p2,
1769466606.9865086,CREATED,76fb185e-6b22-496c-b7b6-a9d34b533229,e43931fe-85e8-43a5-a619-de12bde79403,c5,c4,27,?,?,surb={'id': '54410134-4425-4cab-9b5e-83e69714729c', 'route': ['p1', 'e5', 'i3', 'x8', 'p2', 'c5']}
1769466607.016971,SENT,f3e31a70-7399-43c2-993d-bb0c030b44f1,d883b151-53ff-4330-9f12-8ddce18cb990,c5,c4,3359,?,p2,
1769466607.0179029,CREATED,02dc1274-92f5-4ab1-93ba-f2bda3dbfe37,ba57f2f1-44af-40b0-b8b4-0c58a3afde34,c5,c4,26,?,?,surb={'id': '910c9a65-aaf4-44c5-a0ae-a5cf9eaef386', 'route': ['p1', 'e5', 'i9', 'x11', 'p2', 'c5']}
1769466607.3611376,SENT,9fab0deb-58d2-4cdf-ad22-2a33f29fe49e,fe640640-66b6-4415-9f07-f522e552d15a,c5,c4,3388,?,p2,
1769466607.3612907,CREATED,978b4b98-e1c0-4a6b-9b66-10b36525e501,8f8d4578-0d6f-4685-bf55-224ec39041a1,c5,c4,27,?,?,surb={'id': '69530927-a0a6-44c5-aac8-1c4902b48bf6', 'route': ['p1', 'e1', 'i8', 'x3', 'p2', 'c5']}
1769466607.3831654,RECEIVED,6725ab96-eb92-4bab-b1f6-591445a773df,077fe427-9b87-45b5-bd29-7f08744b07a7,c4,c5,27,p2,?,surb={'id': 'a3acaf9c-d141-4eb1-a9c0-939041bf2314', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769466607.3908668,RECEIVED,f69d55d4-08e6-42e9-8eae-2a99c7370302,0ff4f889-6637-425f-8f81-5c37eec7b984,c2,c5,27,p2,?,surb={'id': '2325900a-ae7f-4a1e-821a-b5043ec036d5', 'route': ['p2', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769466607.516433,RECEIVED,3ed92f48-fe21-4cc3-a512-97191a7417ed,b72dbaa9-3691-4e9f-8fe8-4d638c93fcf6,c4,c5,27,p2,?,surb={'id': '9389917f-b723-4a1e-9dda-e998791e777b', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c4']}
1769466607.5186257,RECEIVED,7fcaa8e5-a418-4a7a-af4f-495c94b104ec,3b3c4485-cd94-451a-8821-1aa95c51fc60,c4,c5,26,p2,?,surb={'id': 'b14c137e-3784-46f6-89b1-d9056ef70d2e', 'route': ['p2', 'e4', 'i10', 'x12', 'p1', 'c4']}
1769466607.6839144,SENT,b7af86d1-3956-4b27-9e65-b3ae010a39ac,5893fb14-ce14-4b07-ba26-f8071b449d1b,c5,c4,3376,?,p2,
1769466607.68401,CREATED,9868d8af-dc07-4524-a4be-63f638191618,033892d8-0ccb-49a6-a40f-98a6aa95db3a,c5,c4,27,?,?,surb={'id': '1c12df06-9acc-403e-a27f-d0495a994155', 'route': ['p1', 'e12', 'i5', 'x9', 'p2', 'c5']}
1769466607.7066967,RECEIVED,bf28a10a-1a54-4b4f-a43e-64ba86cf65c7,160449ff-804b-42cd-9b38-3ba956effc56,c4,c5,27,p2,?,surb={'id': 'bb2c068d-08be-468c-91cc-4c2d8df3eeea', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c4']}
1769466607.7331479,SENT,f5156cfd-aae1-45f9-bfd7-e78697534cc0,ce855636-9f59-4356-b3b0-f5480e9b9602,c5,c4,3383,?,p2,
1769466607.733251,CREATED,d64e0bbc-e6d7-41c1-bbeb-8470fc12c227,68ce69fc-2733-4d1b-9e38-85ff178953f7,c5,c4,27,?,?,surb={'id': '43285674-d735-4c1f-8c9d-26c5618610cc', 'route': ['p1', 'e2', 'i8', 'x6', 'p2', 'c5']}
1769466607.867124,RECEIVED,2ffbc997-b9af-4c88-9087-42b676e75065,97ae0f7b-7f9d-4f31-8ab9-df54395c1369,c4,c5,27,p2,?,surb={'id': '4e2d044d-850a-4229-b919-b3bd726190ac', 'route': ['p2', 'e7', 'i12', 'x11', 'p1', 'c4']}
1769466607.9206915,RECEIVED,e3768b5c-16f1-4599-8498-9110ea80382f,7e80ca99-c230-4bf5-9631-ea832d43bdb5,c2,c5,27,p2,?,surb={'id': '75c03421-dfb6-4ec9-978c-35c033dadee1', 'route': ['p2', 'e11', 'i11', 'x12', 'p2', 'c2']}
1769466608.0497963,SENT,ae9c020a-a6cd-4790-beb4-81dc9400697f,ea430bd4-f2c8-431c-a71b-35d7801a8823,c5,c4,3376,?,p2,
1769466608.049948,CREATED,1ddddd8e-a82a-4e4b-ba67-49327930f0d7,9caf2ac9-3208-452d-bbad-0444775ae18b,c5,c4,27,?,?,surb={'id': '2daa7e12-dbd5-47d0-9b9f-b9aef2b0b0e3', 'route': ['p1', 'e12', 'i2', 'x5', 'p2', 'c5']}
1769466608.1190743,RECEIVED,604931c7-30c9-44cd-a8dd-fbb4788b0848,73b239cb-f6d3-492f-bbbb-ceb008570ffe,c4,c5,27,p2,?,surb={'id': 'e0ba801e-7679-43a7-a66d-7df998fa92d9', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c4']}
1769466608.3486667,RECEIVED,7a8a5461-cb34-401e-8b10-0f4300329fc7,e39fa13d-1f25-40ab-9e29-bc442f844c64,c2,c5,26,p2,?,surb={'id': 'f571f30e-7254-44e0-a258-597982179622', 'route': ['p2', 'e2', 'i2', 'x5', 'p2', 'c2']}
1769466608.3580809,SENT,944ab31f-150e-42d9-a211-237b2dddb662,6e709918-4df6-4950-a030-8577e018010a,c5,c4,3391,?,p2,
1769466608.3582375,CREATED,89106c18-4fc4-44c0-baf6-2d194b0c4678,f92ffc38-791a-4d12-bdd8-1b9840ae65bc,c5,c4,27,?,?,surb={'id': '9c09a642-8b21-4cea-90af-3c0694573041', 'route': ['p1', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769466608.397176,RECEIVED,3a828901-34e2-4655-8cb9-ff6a61e4b0b4,ac5b5b0e-7c3a-43b6-bfcf-d3fca9292f03,c4,c5,26,p2,?,surb={'id': '862ff7ca-1538-436a-8596-f66af1b2487c', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c4']}
1769466608.4563978,SENT,bac5aa49-353a-4ee2-84c1-6c34c6ddb947,e9240f3c-d1a1-4ebc-a5f1-84819fe664ee,c5,c4,3400,?,p2,
1769466608.456471,CREATED,6cbb1a4e-15f4-422d-b171-caf689ab48b1,b93d243c-916c-494a-960f-1ae62e7087a7,c5,c4,27,?,?,surb={'id': '4cf6f8cc-73bc-4545-beb2-b467da6008b0', 'route': ['p1', 'e11', 'i3', 'x8', 'p2', 'c5']}
1769466608.5613837,RECEIVED,2154f0c9-fe5f-403e-90ef-1ac548e2cf7b,006fe026-2122-4526-abfd-4f3e6315d5a4,c4,c5,27,p2,?,surb={'id': '59378e87-363e-457c-bdd4-5414553cfe29', 'route': ['p2', 'e11', 'i7', 'x11', 'p1', 'c4']}
1769466608.6385617,SENT,4ee207f0-5eab-4850-8e3d-2e2b73eedc32,7bfd10af-afd1-4e92-9477-d256800e72b1,c5,c4,3376,?,p2,
1769466608.638633,CREATED,deba99bb-3b0d-4a7c-b6c0-97bec4667ea3,311b67f5-4788-44e9-9dd7-dc4407b07d07,c5,c4,27,?,?,surb={'id': '3d2ca101-7637-4afd-85f9-225401a542fd', 'route': ['p1', 'e8', 'i11', 'x11', 'p2', 'c5']}
1769466608.712813,RECEIVED,a9333953-175a-48aa-8859-cdd056f9b2bc,30eb4df1-d9d0-46e0-ae38-dd6b7ecee179,c4,c5,27,p2,?,surb={'id': '198020ae-6298-4ccc-aacd-4f74ca3afccd', 'route': ['p2', 'e12', 'i2', 'x8', 'p1', 'c4']}
1769466609.0579743,SENT,378eb644-e8fe-4915-8e21-a74489d78134,96e1b6aa-2acf-43f4-84e6-020407f3f04c,c5,c4,3356,?,p2,
1769466609.0582407,CREATED,92256e1a-d47f-43e0-81bc-8622df5a4d2e,76deb8ba-18d3-4b89-8b7e-bb499372ac62,c5,c4,26,?,?,surb={'id': 'f0d462ab-3d49-4eae-a34b-9ca5c1465f4d', 'route': ['p1', 'e7', 'i9', 'x5', 'p2', 'c5']}
1769466609.138544,SENT,77be3ccb-2a04-4660-85de-efd2641d8210,c9378f19-e9c6-4ef6-9228-b191bcd1a31b,c5,c4,3380,?,p2,
1769466609.1386962,CREATED,d19d7162-263a-4fcb-978d-e1085045bc97,f5ec7a9e-232a-4df9-a9e2-dce35609bee9,c5,c4,27,?,?,surb={'id': 'cb790bfe-73f8-40fd-8663-32554134e26a', 'route': ['p1', 'e9', 'i1', 'x6', 'p2', 'c5']}
1769466609.173557,SENT,e23ac39f-0a78-4ee2-b7fd-3cd4f0ca246a,a16977d9-48e4-4954-8f35-45cb40c12255,c5,c4,3380,?,p2,
1769466609.173727,CREATED,3b841ee6-f030-4c9b-8cd1-1043df515796,f38e6ed3-9729-40af-9279-4dbc094bbdba,c5,c4,27,?,?,surb={'id': 'a1d9b95e-3594-4e8b-b830-b07af40113ca', 'route': ['p1', 'e8', 'i10', 'x7', 'p2', 'c5']}
1769466609.2441506,RECEIVED,99af9460-54f9-4b00-b056-99fd9a736147,2bf6bdb5-d629-4283-b0fb-6d1837fc7649,c4,c5,26,p2,?,surb={'id': '07ad9b2b-7d4c-4e47-957c-b2f241fe4a36', 'route': ['p2', 'e11', 'i2', 'x3', 'p1', 'c4']}
1769466609.638346,SENT,7d7c9058-0363-417a-864e-e8467062e7fa,55d06385-56fa-4c79-a608-d465fe6548ba,c5,c4,3359,?,p2,
1769466609.638491,CREATED,970608ca-9509-4580-8b62-8b7fef7498ac,3ccb122f-bb59-4c82-aed3-51d1b983863e,c5,c4,26,?,?,surb={'id': '1b46e44e-a58d-4814-a802-7bd348e7e892', 'route': ['p1', 'e3', 'i2', 'x5', 'p2', 'c5']}
1769466610.1025295,RECEIVED,d5f5a397-0987-4615-bfa4-2884dc6fa58c,f19c36a7-4898-4e24-b3a6-77b781170ae8,c4,c5,27,p2,?,surb={'id': 'f2e79ee3-cf2b-458b-b86f-9897724cc5d1', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c4']}
1769466610.595628,SENT,95297978-f69f-4ed6-9be9-2831b0e49d4f,f4321f76-3f32-48ab-a3bd-1ee62ca4a670,c5,c4,3375,?,p2,
1769466610.5957785,CREATED,612909f8-567e-4471-aa1c-37e273e4e62c,3fc18497-4f85-43f2-a3fc-835d1ec360d6,c5,c4,27,?,?,surb={'id': 'b01650b8-10cb-48fe-a5ed-95f8258492f3', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c5']}
1769466610.6560364,SENT,eea3555b-176b-42bb-90f2-a363b6e6d87b,1bf33553-87fd-42b0-8735-401c20348bf3,c5,c4,3384,?,p2,
1769466610.656223,CREATED,37e9f0c3-276c-4141-b4f5-e62d1c4cef6c,73d54ef1-8f56-4ebd-9d66-7292267ea8e1,c5,c4,27,?,?,surb={'id': 'd0afcf34-043d-439f-a6c2-c703a8642f0a', 'route': ['p1', 'e2', 'i12', 'x5', 'p2', 'c5']}
1769466610.8552089,RECEIVED,9ef437ad-cbc7-41db-9184-7c5e952f8f24,2af242b0-4f99-401a-b153-c48f12c91e24,c4,c5,27,p2,?,surb={'id': '10b366c1-5d58-4fd3-a94e-843ca747cfb9', 'route': ['p2', 'e12', 'i10', 'x9', 'p1', 'c4']}
1769466610.888115,RECEIVED,92696ceb-c71b-42c2-a285-5f6835183ebd,efacfa22-3c24-446f-a227-7e91d77ab843,c4,c5,27,p2,?,surb={'id': 'cd8688e1-e888-4d80-9fa5-5ab35a40bd8d', 'route': ['p2', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769466611.0226624,RECEIVED,b5c2ce86-f440-46cf-9352-f1a6bfd061e0,1a5d8b94-0178-4d59-8816-233a50a3aef0,c2,c5,27,p2,?,surb={'id': '038980e2-f665-4092-a90e-b9acd24737cd', 'route': ['p2', 'e11', 'i10', 'x11', 'p2', 'c2']}
1769466611.3642728,SENT,380cb768-a35a-4928-85aa-694e38c00372,1e3b5354-eafa-4998-b02d-2a363c093aac,c5,c4,3415,?,p2,
1769466611.3644288,CREATED,e93e8236-c458-4e51-a9e7-7e77b59df4bd,8ddd8c67-387b-4a7b-8d7d-094ae4439b69,c5,c4,27,?,?,surb={'id': 'e2556167-8921-4c9c-8ffe-faff1b9a1d6d', 'route': ['p1', 'e11', 'i9', 'x12', 'p2', 'c5']}
1769466611.5241876,RECEIVED,4ba34491-3542-4197-88d8-32d547251fc6,ad55131e-547b-4b55-a293-e1c7ceea2828,c4,c5,27,p2,?,surb={'id': 'f3aa9a10-a46d-429c-a495-a66ea3180db7', 'route': ['p2', 'e9', 'i4', 'x7', 'p1', 'c4']}
1769466611.5453596,RECEIVED,c2dfe5b9-9b1a-4643-96fa-2f7a1cdf1368,4403f986-7cec-4465-b4a6-29c707cb868d,c2,c5,27,p2,?,surb={'id': 'af079f02-da8a-45b5-ad2e-3779b8fbe65d', 'route': ['p2', 'e12', 'i1', 'x1', 'p2', 'c2']}
1769466611.6815512,SENT,2b97cab9-8835-4d99-9224-0c57657887a7,ecad47b6-d698-4918-98a4-9ca29ca70f8c,c5,c4,3371,?,p2,
1769466611.6816998,CREATED,6bf35a77-6e47-4e8f-a2b7-973374f0d731,328bd29d-1aa1-4cde-bffa-8082bdbf53fe,c5,c4,27,?,?,surb={'id': '77c85717-4a63-480b-a2af-98690055f799', 'route': ['p1', 'e5', 'i11', 'x4', 'p2', 'c5']}
1769466611.7127907,SENT,e9e53d5a-6d25-48c2-ad18-4d48e52223aa,43bb8713-5698-49f3-8490-8a73e0a702ab,c5,c4,3360,?,p2,
1769466611.712969,CREATED,6c26f229-05d2-4fc1-9f29-f7a4f6e1052f,7cd5aac9-cdee-4900-bc4f-8550a74c58ed,c5,c4,27,?,?,surb={'id': '373d52fc-e5cd-4915-bc2b-8cf40b0b167d', 'route': ['p1', 'e3', 'i6', 'x6', 'p2', 'c5']}
1769466611.8089752,SENT,ca2ea6e0-5f2b-44de-b873-a0e0f4fd4d0e,6440ba3a-1d14-4854-82e5-bf89732d4893,c5,c4,3371,?,p2,
1769466611.8090365,CREATED,2a205adb-bc41-488b-b6ef-6666778e5d5c,b9f09f50-3221-45bd-8b1b-947fa520ec00,c5,c4,26,?,?,surb={'id': 'fa72db50-b81d-4c1d-afd0-640b4443592d', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c5']}
1769466612.0385692,RECEIVED,11dd5fa6-5d5e-40b8-995e-3fd6560ab689,82d12ee8-cf53-4eea-94bf-929db791d4ee,c4,c5,26,p2,?,surb={'id': '3b2f0893-1f3c-43e5-a7b1-b2d8ae07712a', 'route': ['p2', 'e1', 'i2', 'x3', 'p1', 'c4']}
1769466612.1701741,RECEIVED,2864048c-7fa7-4645-afcc-ba3a8ef937f1,30109bb5-e859-4740-b3ef-0d92a226954e,c4,c5,27,p2,?,surb={'id': 'cebc8c08-04b7-4622-a314-2d8654f234db', 'route': ['p2', 'e12', 'i2', 'x10', 'p1', 'c4']}
1769466612.4153078,RECEIVED,048f6dce-8ee2-46c6-aee2-1cb2bb469cfb,68a816c9-edd8-4c6e-a16e-f2145f4f2ef6,c4,c5,27,p2,?,surb={'id': '8afb3998-383a-42b7-9eaa-84f6e52a4438', 'route': ['p2', 'e9', 'i11', 'x9', 'p1', 'c4']}
1769466612.4409034,RECEIVED,65b930b7-d0b8-49c0-8ba1-521c2cddb6c6,3991fb09-1cc2-443e-b20c-e1d68fecb075,c4,c5,27,p2,?,surb={'id': '6cdac65d-64a1-4778-aefe-c649e4f4abca', 'route': ['p2', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769466612.6255097,RECEIVED,5fe9d49e-5c6b-4c61-aaa8-368265655ff0,6b8283d6-96a4-427a-ac7d-740af2d1b674,c4,c5,27,p2,?,surb={'id': '76f5b62f-70ec-46bc-b996-742377787eac', 'route': ['p2', 'e1', 'i9', 'x2', 'p1', 'c4']}
1769466612.6937006,RECEIVED,e5f45332-f3d7-4e6c-b744-f5a9ddfeee92,28379069-58af-4f1a-890c-e85e2f89fc25,c2,c5,27,p2,?,surb={'id': '3c9af057-ec3f-4936-b7bb-115434e42da5', 'route': ['p2', 'e11', 'i4', 'x9', 'p2', 'c2']}
1769466612.743126,RECEIVED,a49ff753-43e7-4683-8acf-f04ba086011b,4890a955-7c37-48fc-a61a-9c9bf9b2de1a,c2,c5,27,p2,?,surb={'id': '08bcd7fb-d655-491c-97f8-ffa0f44d219f', 'route': ['p2', 'e5', 'i9', 'x1', 'p2', 'c2']}
1769466612.80643,SENT,c7d638e8-2e36-4d3a-95ea-f73e2dfa8715,44c63a0e-3bcd-42a5-aa72-b2293091ac7b,c5,c4,3376,?,p2,
1769466612.806537,CREATED,ece34dce-8e4e-46d3-8b11-f2c47e4bcdf4,5039e061-77f5-4e5f-9e6f-f42eace6ab00,c5,c4,27,?,?,surb={'id': '325b2c5d-c095-4e90-960f-f2c991ca0b9c', 'route': ['p1', 'e6', 'i1', 'x2', 'p2', 'c5']}
1769466612.9984593,RECEIVED,786fc5fc-6cd6-4ecb-94c0-8fe51689231a,301976f1-277a-4513-8f5b-8652d3ed2960,c2,c5,27,p2,?,surb={'id': 'ec23238f-b761-4417-88ae-844ceeb598df', 'route': ['p2', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769466613.3299248,RECEIVED,e89f44ca-1ef7-43b3-b8e5-845dca4bfe38,99968250-2a62-4355-9647-4bc1b1bcddbc,c2,c5,26,p2,?,surb={'id': '7807a793-614f-43d7-90e0-230fafbadc29', 'route': ['p2', 'e6', 'i2', 'x5', 'p2', 'c2']}
1769466613.4658604,SENT,6187bcdc-f834-4be3-9408-1def8953b58f,196cdce3-4a3b-43df-92a6-00f07e1b3823,c5,c4,3392,?,p2,
1769466613.4660323,CREATED,e79dd743-5b76-49b0-9d15-dba0af828ebc,49f34381-a7ac-4d48-8dff-f95b9f92ff04,c5,c4,26,?,?,surb={'id': 'd2860c3c-628c-4d87-a67f-f94afa5a03e3', 'route': ['p1', 'e2', 'i12', 'x11', 'p2', 'c5']}
1769466613.8258543,SENT,b702808b-2b3e-40c8-a388-631631f1aee6,d9d747f2-f295-465a-b778-295770721298,c5,c4,3381,?,p2,
