timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769466086.5564744,SENT,9794209d-e7c1-4852-a2eb-7fbe72ed99f4,1bded939-882a-4a4b-8719-42fafc78f1f2,c4,DROP,2032,?,p1,
1769466086.5565977,CREATED,a1ea094f-c709-40cc-bccb-a70abe3ef73c,3b367213-6122-44e7-b861-53267b9a6940,c4,DROP,27,?,?,
1769466086.761642,SENT,d86d5bcd-6a58-429c-b1fe-285ee8c4dca0,90eeaa38-26d1-4d11-a336-0d8f6ff7e17b,c4,c5,3384,?,p1,
1769466086.761794,CREATED,2fa35f72-4d5e-43e6-9c5e-9fa763fb476f,2977b6af-24ba-4be1-b4ca-4eee137d36a4,c4,c5,27,?,?,surb={'id': 'e02018a0-88fa-4c31-ba48-9fee90691ee0', 'route': ['p2', 'e3', 'i3', 'x8', 'p1', 'c4']}
1769466087.0097938,SENT,35cc335f-fc63-4b81-b0ba-c09ca051a89d,530b9cd9-9298-4f87-bcfd-34f016f1d684,c4,c5,3385,?,p1,
1769466087.009942,CREATED,fe387a24-cd57-41ae-a8d7-212ea98e101b,7b3ad487-9b5e-44fd-b247-eb96aa690410,c4,c5,26,?,?,surb={'id': '1c9c2433-4429-4669-97b2-ae832d784b05', 'route': ['p2', 'e9', 'i3', 'x6', 'p1', 'c4']}
1769466087.4196455,SENT,11d353b4-3f41-4434-afbf-c9a5a7dbe45f,2f15de43-5804-4708-ad7f-73155c0a43fb,c4,c5,3368,?,p1,
1769466087.419789,CREATED,3408850c-ccda-457b-8af7-1f026d083a93,4dbc314f-f25b-434c-a27e-7c67a4728cf8,c4,c5,27,?,?,surb={'id': '00086eef-8842-4ee5-9a7f-17c858ef818c', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c4']}
1769466087.5176125,SENT,04fb6f87-3faa-4376-865b-a9f603533457,f951492f-e995-48b0-bcc4-ef37be067793,c4,c5,3400,?,p1,
1769466087.5178337,CREATED,6dc13d75-11c1-45f0-a7f1-2cd458e9560e,f2180b60-5e2c-4080-8129-9a218844637f,c4,c5,27,?,?,surb={'id': '695a8ce1-29b2-4816-8fe6-8c4ee9b71e0f', 'route': ['p2', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769466087.5775857,SENT,43a4ca82-1a85-4e98-9701-f8ecc27ff85d,2842923f-51f6-4cae-bbbe-48211eb1f4d6,c4,c5,3397,?,p1,
1769466087.577731,CREATED,7f21d361-21a6-47c6-927f-2e9e1aab9381,3f6499a5-a8dc-44b8-9238-6cafc9b2fbc9,c4,c5,27,?,?,surb={'id': '898eaa39-21c8-4dbe-b0e3-13e635121755', 'route': ['p2', 'e11', 'i2', 'x11', 'p1', 'c4']}
1769466087.947562,SENT,8522b4c2-ba91-4534-8aaf-d75fd6998cd8,3f28a007-e0da-425f-af24-d8ad502d5ec7,c4,c5,3400,?,p1,
1769466087.9477062,CREATED,ee86f433-153c-4b41-9e24-10b4e48c80fe,1be8783a-4240-492e-b83d-ff3542ae0c6b,c4,c5,27,?,?,surb={'id': '908c7fff-5219-4a0f-a891-d7ee68cc2c97', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c4']}
1769466088.031444,SENT,96397577-01b4-4136-a37d-453aab7556d2,4cf5a638-ea78-4de4-b1b4-d15ed400ab16,c4,c5,3383,?,p1,
1769466088.0315888,CREATED,ca899586-e36c-4a2b-8cde-7c97d9f9bda2,98cc1b25-6cd8-497f-8fe9-64aeb59f9678,c4,c5,26,?,?,surb={'id': '88dd9320-0c0c-4be2-8499-3d81ce6cb35c', 'route': ['p2', 'e3', 'i12', 'x6', 'p1', 'c4']}
1769466088.543809,SENT,cae8c0c2-f560-405c-8072-481dd265b928,9471ad58-3294-456b-8d73-9c42b73ec8ad,c4,c5,3358,?,p1,
1769466088.5439994,CREATED,00a1e2f5-9b25-48ed-8168-ccd9d0ea2fb7,cb3d95e9-22ac-4ef5-bb42-db38aad24b25,c4,c5,26,?,?,surb={'id': 'f77eb12a-1b54-433a-8369-b4c31d0f746f', 'route': ['p2', 'e8', 'i8', 'x12', 'p1', 'c4']}
1769466088.7054307,SENT,bbbe8380-44e3-4ba2-b7a4-f89847720a5d,bef5e1ef-f24d-4799-920b-0c60b5af987e,c4,c5,3400,?,p1,
1769466088.705573,CREATED,e1470b05-8fdd-4887-9b95-c9ca0e91dc39,604a613b-627f-424f-b0bf-7530f0990511,c4,c5,27,?,?,surb={'id': 'b14bd9c9-ac6e-4b3b-980a-bc2f3ef8afd7', 'route': ['p2', 'e10', 'i5', 'x10', 'p1', 'c4']}
1769466089.019372,SENT,2375889f-fca3-4404-bcb4-21de42dccf71,8b1eec18-6d1c-470a-a8df-018c08e426e9,c4,c5,3395,?,p1,
1769466089.0195193,CREATED,b6f9f8ec-71fc-46f4-931e-4ea0f9bd77f5,d611d2cf-32ea-41a4-9a31-a03e255af17d,c4,c5,27,?,?,surb={'id': '25f7762f-a051-40e5-aac5-62b0d75f15e5', 'route': ['p2', 'e8', 'i1', 'x11', 'p1', 'c4']}
1769466089.0344505,RECEIVED,12daa3d6-58f4-4fca-8df8-713e0ab938fb,f35c51e5-9a50-449a-a212-77891b400488,c5,c4,25,p1,?,surb={'id': '8f357052-74f4-494b-a5d1-505367f89962', 'route': ['p1', 'e8', 'i12', 'x10', 'p2', 'c5']}
1769466089.1925828,SENT,92ee2843-4172-4b47-8067-c50ed02802ba,e9ad2674-89ed-4354-b677-df44ebc6453a,c4,c5,3396,?,p1,
1769466089.1927235,CREATED,710b3f7d-32da-4d0c-a18b-1d3b7af95035,d14b9b46-23bf-4674-bf2a-494a0f781ae5,c4,c5,26,?,?,surb={'id': '9e6a60b2-81e0-48ef-9897-db7550bcf6a1', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c4']}
1769466089.3689413,SENT,95902b44-3d54-4ed7-a811-a3cb8b0fae9c,3dc53c2a-57aa-4b0f-a3b7-22686b4886dd,c4,c5,3376,?,p1,
1769466089.3691638,CREATED,62436189-7401-40dc-9169-7a792c480e0f,ab7824f5-bbcc-40f0-8b44-8b26bece524b,c4,c5,27,?,?,surb={'id': 'c66367c3-5509-44b4-9f9a-1bce632e773a', 'route': ['p2', 'e5', 'i6', 'x6', 'p1', 'c4']}
1769466089.6194177,SENT,9f0309ce-2ae1-4aaa-b439-ad50330d6f56,268a1274-a045-4a11-a346-e5b330c9cc5b,c4,c5,3380,?,p1,
1769466089.6195645,CREATED,3eb37a05-a003-4013-929a-a51d11268b99,fa58f49d-a35a-4b74-9328-49432cdc9168,c4,c5,27,?,?,surb={'id': 'febe1378-fd30-4e48-bcb6-91b50b9dc6d9', 'route': ['p2', 'e12', 'i7', 'x9', 'p1', 'c4']}
1769466089.6877759,RECEIVED,67b4187e-0894-414d-a96c-5e66a027e702,fba96b3b-b8d9-49da-81c0-c5b7a1b813a7,c5,c4,27,p1,?,surb={'id': 'a2b75194-6e77-4f17-bf2d-d2302a474b92', 'route': ['p1', 'e8', 'i11', 'x3', 'p2', 'c5']}
1769466089.8033483,RECEIVED,11b99cc9-4a41-4a32-80a8-580404c77596,3a0a5baf-d36f-43b0-be1a-b4541ee9c1a0,c5,c4,26,p1,?,surb={'id': 'e2d816cb-de58-4f65-aa30-af83c8f6c555', 'route': ['p1', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769466090.2216787,SENT,ac6ef01d-24fb-4fcb-8827-f92488db6233,cc05b53a-4475-4e89-b488-caa02bdb0f97,c4,DROP,2034,?,p1,
1769466090.221805,CREATED,c8401fa8-6153-4a3b-a19c-1bc513f96f12,44e2a230-2286-4282-bc99-90da3903a8e9,c4,DROP,27,?,?,
1769466090.4736063,RECEIVED,ee5d60aa-78e5-4c2a-b20a-60ba9942a014,a51812f1-e3d1-451a-9558-a59a6dfb87cc,c5,c4,27,p1,?,surb={'id': 'ff926f91-40a9-4d23-ad08-89619992c1d1', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c5']}
1769466090.6680858,RECEIVED,ece0935c-beea-4fe4-bce8-cefb9e8639b5,7b2de194-e1fc-416f-a972-4779f71d8576,c5,c4,27,p1,?,surb={'id': 'f24c2f5c-348d-4ead-a488-b67d5bc97ffc', 'route': ['p1', 'e8', 'i6', 'x9', 'p2', 'c5']}
1769466090.772287,RECEIVED,a8c541e4-e2d1-4b3e-b225-5805de8c2d09,2bdccb56-4823-453d-a47a-aefe93474f01,c5,c4,27,p1,?,surb={'id': '2f44e484-3527-4225-ae6f-75267a319aac', 'route': ['p1', 'e2', 'i11', 'x9', 'p2', 'c5']}
1769466090.990211,SENT,7dadee8a-835b-4155-8cf4-a5410f15ca6f,cc682989-f0f4-4acb-9394-b322faea1aca,c4,c5,3404,?,p1,
1769466090.990362,CREATED,f615d82d-5a6a-4d3f-9c31-154b7bd33b1b,3aacc7e5-e634-402b-b363-395cf9259e02,c4,c5,27,?,?,surb={'id': '09917956-83b6-45d2-99ab-205349276770', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769466091.293199,SENT,dfb422b7-22e9-4466-aa95-ef82ef6df586,01a3e8a5-5171-4d65-823f-0964be6c67a2,c4,c5,3360,?,p1,
1769466091.2933474,CREATED,63bd45ae-5e8f-4e92-81d9-3c69dc1ad2c4,365bd673-7fe7-4270-bd27-366960db3e37,c4,c5,27,?,?,surb={'id': '4ca08e35-d826-4b3d-938f-627705c65477', 'route': ['p2', 'e6', 'i7', 'x9', 'p1', 'c4']}
1769466091.3516157,SENT,94cf99c2-92c3-4a7b-b6f6-31777e4c2e9e,3b7c8161-1f59-411e-93cc-63d1da31eb40,c4,c5,3391,?,p1,
1769466091.3517613,CREATED,d363f0a0-deae-4d6c-ace4-6c705a721be4,a553e3ab-0715-4e73-beba-8dc49089caf6,c4,c5,27,?,?,surb={'id': 'fc7021c1-ad61-43e7-b906-b4040087c09c', 'route': ['p2', 'e11', 'i10', 'x3', 'p1', 'c4']}
1769466091.402952,SENT,21954fb5-853f-4375-ab85-881c24bf0988,092b1a25-9e4d-49c7-9afe-184c168db27a,c4,c5,3404,?,p1,
1769466091.403123,CREATED,2624346a-0e20-4094-bb92-096b50dfbf28,cd0f3b4b-d9d1-4a3f-9e01-7e811792eb37,c4,c5,27,?,?,surb={'id': 'f810bc04-1733-4297-99a1-a70e5a5c3330', 'route': ['p2', 'e10', 'i2', 'x12', 'p1', 'c4']}
