timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769466086.5251553,SENT,db523a2f-c554-4409-9445-370b7f1c5dfa,d746dadf-3589-4716-ae0d-da8fc4653d86,c3,DROP,2020,?,p3,
1769466086.5252938,CREATED,ee4d3420-c8cc-4839-b10a-fdd87060efbf,19ae406c-fea6-4c94-bb46-537fa9bc1038,c3,DROP,27,?,?,
1769466086.602702,SENT,32fa515b-b50f-4b8d-9c8d-5f5603e25882,efdf32b2-c087-4f92-a8d5-2cdf87e6eb20,c3,DROP,2019,?,p3,
1769466086.6028337,CREATED,f780cadc-994d-4457-ab2c-6b4a685318ac,5d6d8025-2639-48df-843d-6d5711d99616,c3,DROP,27,?,?,
1769466086.887977,SENT,35108390-55d9-4ca6-ac61-e134ecb42686,2998b6e7-ea38-490e-b731-37516b1508bc,c3,c1,3359,?,p3,
1769466086.8881595,CREATED,e97d4980-2902-4226-a256-97d73338c1d5,4ed214a0-6c32-4e67-9532-05a6253640c1,c3,c1,27,?,?,surb={'id': '4b16ec6f-4696-4442-abff-836973489395', 'route': ['p1', 'e5', 'i1', 'x10', 'p3', 'c3']}
1769466088.2842977,SENT,fae6cc34-051e-4e5d-855a-ffd08295328e,79a45e09-47a9-4393-8576-6d71fa9122e8,c3,c1,3360,?,p3,
1769466088.2844412,CREATED,ebf9dc62-3549-4e25-bc8f-6998e6c037b4,24ef901b-29a0-4ad3-9222-afbbbb0c5789,c3,c1,27,?,?,surb={'id': 'def9cdb0-0f44-4daf-b1ad-78d39023202b', 'route': ['p1', 'e9', 'i9', 'x2', 'p3', 'c3']}
1769466088.51011,RECEIVED,9db6b847-7b3f-43be-970e-381f03d60a23,b5c81a64-d607-4ac6-8bef-0656c3b5cdb4,c1,c3,27,p3,?,surb={'id': '2d5cc190-d979-4d80-ab2c-b3310ecc64a7', 'route': ['p3', 'e7', 'i2', 'x11', 'p1', 'c1']}
1769466088.5206184,SENT,1a2ad137-559d-4872-8c6c-a70ec8082b70,7f806f91-10be-4059-a759-96df1c51cdd9,c3,c1,3403,?,p3,
1769466088.5207644,CREATED,d08ec381-c3e5-4ea6-ac5a-796c888f695f,3472b598-6095-4c72-ae1a-e8248329fd61,c3,c1,27,?,?,surb={'id': 'abfe6f3b-7547-40bb-9c01-be7b79f2684a', 'route': ['p1', 'e1', 'i3', 'x10', 'p3', 'c3']}
1769466088.7816997,SENT,4886df92-3df8-4740-a505-c1577e545a1a,89bc11ca-c872-4adc-9c96-d2d64a246e15,c3,DROP,2020,?,p3,
1769466088.7818272,CREATED,e954aa6d-a53c-44a8-b982-fdf4e0c5f314,da17cb7e-f2a1-468e-819e-974ff45d0b9f,c3,DROP,27,?,?,
1769466089.1332798,SENT,05d2a5f2-fe32-41f5-896a-b0af9c61f69c,a4e8b461-5b14-4a2d-984f-c640962bb711,c3,c1,3375,?,p3,
1769466089.1334257,CREATED,46284cb3-7773-4f6a-8e66-dd309467be17,df603926-6e83-4c7c-b269-6ff78cd8cc0d,c3,c1,26,?,?,surb={'id': '314a97f0-0fa4-473a-ae68-37e0447409c5', 'route': ['p1', 'e3', 'i10', 'x3', 'p3', 'c3']}
1769466089.4638302,RECEIVED,7dc70807-9c6b-429c-9f15-2c6104b4460d,b9aafeba-c66b-4ca5-9de1-dab078eea4ae,c1,c3,26,p3,?,surb={'id': 'ea557ea3-f1c2-4227-85e4-b203a4526c95', 'route': ['p3', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769466089.9834087,SENT,d73262d0-2c2e-42c8-a409-73767bbeda4c,ce446a22-fd87-4cf8-8a05-364f7e76b515,c3,c1,3375,?,p3,
1769466089.9835923,CREATED,a220abff-099c-4e9e-af70-5da3bedde9e1,c596943b-1d7b-48eb-a442-05c84d6fd598,c3,c1,27,?,?,surb={'id': 'ed18cb04-9655-4ff1-8c6b-663600c74864', 'route': ['p1', 'e7', 'i1', 'x5', 'p3', 'c3']}
1769466090.4095829,SENT,2b388f8e-ca00-41db-a5f4-292a5fcd964d,c04d2de3-53a7-437f-8fbb-a70397f86afa,c3,c1,3377,?,p3,
1769466090.4097288,CREATED,988d2031-90d0-4c55-92d3-c363628a3b6d,5b32f644-ed89-4661-95a5-a0ec8cc6a224,c3,c1,26,?,?,surb={'id': '28fdb922-05ea-433f-8eb1-3bb277dfc5e5', 'route': ['p1', 'e11', 'i1', 'x9', 'p3', 'c3']}
1769466090.8626428,RECEIVED,03f26be8-0d82-4202-843b-6977fa87d0ef,4df746a8-9509-497b-9b43-ba1aecc83518,c1,c3,27,p3,?,surb={'id': '029a9665-ff75-4c0c-9159-da8ca5285601', 'route': ['p3', 'e12', 'i12', 'x3', 'p1', 'c1']}
1769466090.8693042,SENT,dd264c56-5980-416c-98ef-a8c5154b7669,1ad7101b-4cbb-444a-88bc-6960781e86f5,c3,c1,3386,?,p3,
1769466090.869454,CREATED,b5854cde-0a60-4985-a7d3-486342116d8f,eb7a2d85-e712-4abd-92a7-fb7f164742ca,c3,c1,26,?,?,surb={'id': '0d6cf7f6-4744-4007-a021-907433726e18', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769466090.9383833,SENT,3d846ac4-f784-4cda-8859-ac8e91b992ee,08f4869b-ba78-4d51-b921-d0b4de2b0c8a,c3,c1,3391,?,p3,
1769466090.9385612,CREATED,0f05ea32-21fa-4a6d-9ffd-f9538979f644,7c6fff6e-722b-4214-a9ee-1ffd0d25d96f,c3,c1,27,?,?,surb={'id': '9325e0a5-acc8-48e8-89ec-23573661d401', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769466090.9717455,RECEIVED,771e99d3-b883-447d-b89f-2fd3b360982c,63a3c3c5-796b-41f3-96b1-2a1513194f96,c1,c3,27,p3,?,surb={'id': '0997a01b-0b3b-4049-8caf-4194de795841', 'route': ['p3', 'e1', 'i6', 'x10', 'p1', 'c1']}
1769466090.9765983,RECEIVED,500d29a5-42a6-4580-a8a5-5bf850b607d8,6a289f37-baeb-4fab-a704-e2943d6ac2ad,c1,c3,27,p3,?,surb={'id': '1a06ca19-8641-447e-a3a1-2552d1637864', 'route': ['p3', 'e7', 'i9', 'x7', 'p1', 'c1']}
1769466091.07775,RECEIVED,ce50e0bd-6c90-4a22-ac83-55d8518a49b9,846e0c20-f4a6-4931-879f-7461a27a0814,c1,c3,27,p3,?,surb={'id': '8de5e77c-dd6f-48ec-a52b-2e26bc508c61', 'route': ['p3', 'e4', 'i11', 'x10', 'p1', 'c1']}
1769466091.1046789,SENT,5ea51196-f046-4eb3-9383-f0d58cf8e2e9,adefd2b4-c819-47ab-8614-97c493b6549a,c3,c1,3400,?,p3,
1769466091.104827,CREATED,f0ba45d1-7760-4b7c-ad27-4e82d50b0c9a,f87418e5-f3f6-4953-a2f8-7f17b049f01a,c3,c1,27,?,?,surb={'id': '9c4ddee3-4d1c-472c-85e3-aea0f038ce04', 'route': ['p1', 'e11', 'i11', 'x4', 'p3', 'c3']}
1769466091.598479,SENT,1bb98576-a26e-44f2-99b7-2fb9de9a1aed,0d0c9a77-941d-4d75-8760-81af544463ad,c3,c1,3376,?,p3,
1769466091.5986297,CREATED,2f4bfd94-0cb1-4416-93f9-2116be974083,9e7b1a79-e5d5-454c-818a-c0671ecbd385,c3,c1,27,?,?,surb={'id': 'ebd90309-ea2d-4ba8-b4bc-4a26002212fd', 'route': ['p1', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769466091.6634119,SENT,4e54f45d-e3af-4d31-a714-ed515d91b782,63caec30-3d18-4872-861c-b96b5a068092,c3,c1,3399,?,p3,
1769466091.6635733,CREATED,11dd80dc-f182-43b0-b23b-235f62ec57d3,cb295423-bf96-4a48-91a4-950ab817a887,c3,c1,27,?,?,surb={'id': '0ac49256-56d1-4ba0-b9cb-b52adec86291', 'route': ['p1', 'e5', 'i1', 'x7', 'p3', 'c3']}
1769466092.3947704,RECEIVED,16c8a10f-c0b0-4599-a4d6-e23478ca2f25,0d879611-b918-4ad4-8c48-8a7f6b516c4e,c1,c3,27,p3,?,surb={'id': 'a48c6253-4965-49a3-9604-6f32b940760f', 'route': ['p3', 'e5', 'i9', 'x10', 'p1', 'c1']}
1769466092.4199295,RECEIVED,aeb8916a-b609-4793-b8ca-01e8e918ea15,e3932738-31c7-49fc-962d-c6540f4841b2,c1,c3,26,p3,?,surb={'id': 'fa12dee9-ce0a-43f4-8123-4171ea944a38', 'route': ['p3', 'e6', 'i1', 'x2', 'p1', 'c1']}
1769466093.1963968,RECEIVED,fd5fb486-5d9f-4ad2-9a23-d371c04f4d04,d827533d-0bae-4b83-820d-e4a1c5349516,c1,c3,27,p3,?,surb={'id': '25f07638-13d6-4787-86e5-dabbee13cf57', 'route': ['p3', 'e4', 'i2', 'x5', 'p1', 'c1']}
1769466093.293708,SENT,9e66e594-a5bf-4b39-a355-40f24ffada4d,6abb1169-a3da-4b39-b5a3-e4be3d6e7aa7,c3,c1,3374,?,p3,
1769466093.2938561,CREATED,584c7562-dde0-478f-8908-364c1b7cd655,619eb735-e952-4ade-937f-163fb5c8ed9c,c3,c1,27,?,?,surb={'id': 'd3052154-8e3a-4659-9e8d-a97cce6a74a0', 'route': ['p1', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769466093.2983427,RECEIVED,3feb5ce3-fcbc-49dc-80af-c1e33703ef31,3f51bdb2-a9a7-430b-be28-1292c5fbc0b7,c1,c3,27,p3,?,surb={'id': '3c797cc6-d90a-498a-95ba-9fd1b7e4daae', 'route': ['p3', 'e5', 'i11', 'x9', 'p1', 'c1']}
1769466093.404668,RECEIVED,49142bfe-7a32-4eec-9c21-8536ce65f27c,fdddff16-04a0-4250-9651-bd1b546adb0d,c1,c3,27,p3,?,surb={'id': '0879a112-4c2f-4e8a-aa6f-ab76fac6b0b7', 'route': ['p3', 'e2', 'i5', 'x3', 'p1', 'c1']}
1769466093.415275,SENT,67476eb3-7e92-4735-9b49-622c92291385,7ac9ef30-320b-43e7-b800-8ce2ec1f545f,c3,c1,3392,?,p3,
1769466093.4154198,CREATED,460220e4-153a-4cad-8fdd-3b09ac3d4544,2c5c6d7f-859e-434e-82cf-9a68471d0e13,c3,c1,27,?,?,surb={'id': '3238755b-c7e8-4cc5-ad25-d001cfd4e149', 'route': ['p1', 'e2', 'i7', 'x9', 'p3', 'c3']}
1769466093.6076298,SENT,3cface4c-f828-459e-994a-89021f5fe50b,cb430d6b-5b63-4c8a-a000-18d6bac4474f,c3,c1,3389,?,p3,
1769466093.6077812,CREATED,02cbf21c-e57f-4b44-a4d2-28aee8f4f414,3a09571b-bdc2-41b0-a3ed-05f0ca81051b,c3,c1,27,?,?,surb={'id': '8491ffa8-ad37-459b-9ce1-2c80e40796ac', 'route': ['p1', 'e11', 'i2', 'x7', 'p3', 'c3']}
1769466093.676202,SENT,67611a04-6ab3-416f-8613-9f97348a03ad,636a258d-cf98-4aac-8a26-ebf246aef99b,c3,c1,3363,?,p3,
1769466093.6763546,CREATED,e816e35b-32b9-4f13-9b7e-d3934359ea96,5fa04204-f488-49d4-9272-997ea24ba297,c3,c1,27,?,?,surb={'id': '34903080-c5d4-43f4-9569-801b1d41e8e8', 'route': ['p1', 'e5', 'i10', 'x3', 'p3', 'c3']}
1769466093.8803983,SENT,5ed70b30-916d-482a-8834-611450e15217,9228420b-da74-4f9d-8261-ee567c2fa11c,c3,c1,3379,?,p3,
1769466093.8805459,CREATED,606b3fd6-df12-4e33-9340-da99da857531,8b7dd2d7-3b14-4390-ae59-25ecb27f5a06,c3,c1,27,?,?,surb={'id': 'ca04f4a7-bd7c-4e08-b9f6-34e8c43cd743', 'route': ['p1', 'e7', 'i5', 'x5', 'p3', 'c3']}
1769466094.1298926,SENT,4d78c5dc-7724-4c15-8ed6-3b7fd19c44c2,9fb3d21a-8c42-46a5-8464-995d198bca9e,c3,c1,3367,?,p3,
1769466094.1300423,CREATED,f444c29c-14e2-4a64-83d6-f6c270be627d,47046469-0dc4-443f-99ac-09a29e965d13,c3,c1,27,?,?,surb={'id': 'acfd80a8-70f7-4f22-aae4-42974e3671e7', 'route': ['p1', 'e11', 'i2', 'x1', 'p3', 'c3']}
1769466094.1765816,SENT,bdb5240b-b39b-4d8c-a157-a530ed1021ac,3ec93693-145e-46b0-a74f-4585e52567da,c3,c1,3375,?,p3,
1769466094.1767273,CREATED,6ae2c1bc-41fa-4243-939a-28c20c0fdd65,2a40620e-53f9-4400-9e63-0a76bea78d7c,c3,c1,27,?,?,surb={'id': '03acc32e-1743-4883-a366-83c0674ed7f6', 'route': ['p1', 'e3', 'i12', 'x9', 'p3', 'c3']}
1769466094.8264813,SENT,2ccb3a7f-77bc-4f76-ba3c-39c1bcfedbe8,49c081da-7183-41e4-b14e-1ed8ed1f123e,c3,c1,3360,?,p3,
1769466094.8266928,CREATED,0aec8b56-ef95-4e53-a1b9-f264a8f0d60c,2f8a8fce-b307-45fa-a2a5-e2b5e4405a04,c3,c1,26,?,?,surb={'id': '6693152f-dcb4-49bb-afb9-42b00b507db0', 'route': ['p1', 'e7', 'i11', 'x7', 'p3', 'c3']}
1769466095.078489,SENT,393cba6d-b91e-4a26-9df6-931fbbc2d07a,e170b48f-de06-48e2-8afe-d74bf18b8a16,c3,c1,3392,?,p3,
1769466095.0786376,CREATED,ec87ccbf-a7c0-4517-bc89-0eae079dab71,e04b6ebd-b6f8-4d2c-a33e-3c53686aa3c8,c3,c1,27,?,?,surb={'id': '48881224-b9f8-47db-91eb-3d5020b44889', 'route': ['p1', 'e8', 'i12', 'x10', 'p3', 'c3']}
1769466095.1487985,SENT,e4e96391-4079-420b-8038-10d3a4155f69,1c831393-f543-4e51-9ddc-9fdc3690b75b,c3,c1,3376,?,p3,
1769466095.1489656,CREATED,22c5b5e9-8d59-4c2b-ab41-2ca5ce320cd4,bec7abaf-9e04-4a8a-96cf-f4ada329d7ec,c3,c1,24,?,?,surb={'id': '4b4ecbb4-f4f2-4be8-86f1-7e2e13a9800e', 'route': ['p1', 'e4', 'i4', 'x8', 'p3', 'c3']}
1769466095.4461083,RECEIVED,7b4b94b0-a6d0-4875-9c88-b7d21560958a,a757e499-9651-49e2-9ca6-a5d227e7e05a,c1,c3,27,p3,?,surb={'id': '3eb198ec-b62d-4bcf-90b3-604b0bd93f30', 'route': ['p3', 'e4', 'i12', 'x8', 'p1', 'c1']}
1769466095.5070117,SENT,89ec74a1-29c4-43f4-8e99-a0d6e6b69f5b,ae99c243-7023-4e90-a981-637624c58f56,c3,c1,3387,?,p3,
1769466095.5071278,CREATED,2558e211-e924-429b-b01c-74e80ae7094e,4dc95f23-c033-458d-9d83-c438c2883639,c3,c1,26,?,?,surb={'id': '2a67abdd-b223-4dce-9042-868862479fdd', 'route': ['p1', 'e11', 'i6', 'x10', 'p3', 'c3']}
1769466095.540003,SENT,b04ce4ce-0975-4b3a-a419-55e8703f6221,b6862b13-2c68-49b7-8bfe-fa2b3a385166,c3,c1,3400,?,p3,
1769466095.54012,CREATED,c26583b2-390f-46ee-8ee2-d49b73d8b50c,fd15bfdc-07f2-4290-9235-e561cd9e5c80,c3,c1,27,?,?,surb={'id': 'f863cc15-a649-43e7-af45-376189f58551', 'route': ['p1', 'e4', 'i8', 'x9', 'p3', 'c3']}
1769466095.593534,SENT,1fc2d837-f1a5-463b-9fa9-68fb5d4072a7,56582b99-c532-410a-8260-a71de10c15f5,c3,c1,3380,?,p3,
1769466095.593632,CREATED,310daabc-700e-42ca-b3b8-a674dc73e432,37112733-e95d-4185-8faf-0d62e252c383,c3,c1,27,?,?,surb={'id': '9d757fb8-4287-42d9-92d9-dced08227cfa', 'route': ['p1', 'e3', 'i1', 'x9', 'p3', 'c3']}
1769466095.6524165,RECEIVED,a5cf4e33-a723-45d4-a400-97142c7592bf,90f96b7d-5e75-47ce-961a-8de67c27824f,c1,c3,27,p3,?,surb={'id': '8fc83a2f-2b73-4373-9728-9b8f2f9e0671', 'route': ['p3', 'e7', 'i1', 'x10', 'p1', 'c1']}
1769466095.6665866,RECEIVED,21ed8806-834f-4142-8f2b-bbeb4e339582,e96c7289-5bec-41be-9e58-007c3c1ba8a7,c1,c3,25,p3,?,surb={'id': '5b2a4f9a-454e-4ad1-b7f0-bafed3fd6c4e', 'route': ['p3', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769466095.6783419,RECEIVED,7ba03663-bfd7-4343-9463-bdde06b21674,9e7fd90e-08a4-4cc0-ba56-9e59928f2504,c1,c3,27,p3,?,surb={'id': '823bd11e-5fef-4cee-a00e-038979ce6fc3', 'route': ['p3', 'e11', 'i11', 'x2', 'p1', 'c1']}
1769466095.8292944,RECEIVED,81bff4fc-61ec-4d5e-86a2-7b5f7edec8af,0fdb972f-7d4c-4050-984f-442878d5fd1b,c1,c3,27,p3,?,surb={'id': '89db9b3e-4e11-45e6-b79f-c5c179d10793', 'route': ['p3', 'e9', 'i2', 'x1', 'p1', 'c1']}
1769466096.317419,RECEIVED,64e82b06-3887-435f-9f84-e9fe07352ee2,8dca1c0d-b8d7-4a75-8954-e20d1785379a,c1,c3,27,p3,?,surb={'id': 'afb98c24-0526-4c28-a715-17b3fe44bca0', 'route': ['p3', 'e8', 'i8', 'x11', 'p1', 'c1']}
1769466096.4513266,RECEIVED,bafea3f3-bd41-4937-81b4-c81358de2eae,c15dfaaf-8f5f-4af9-9540-e1c538d041d9,c1,c3,26,p3,?,surb={'id': '7cad8edb-b717-454b-8856-fb223d91b15d', 'route': ['p3', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769466096.6129744,SENT,44ebe092-68b1-4255-982f-a3e7f417f190,5df1fd84-e3f5-4e26-9553-417de34bfd57,c3,c1,3376,?,p3,
1769466096.6131582,CREATED,c58d4db4-e596-4165-a260-dccf4d772754,8e48283e-989e-49b2-8234-547f9937630a,c3,c1,27,?,?,surb={'id': 'b8069d01-4536-4337-bfa4-294f93fe7ea7', 'route': ['p1', 'e9', 'i8', 'x6', 'p3', 'c3']}
1769466096.6642985,RECEIVED,eb3214ad-3f24-4502-82aa-2d9987871f59,f3f1203f-2fcd-409c-b2fc-2b09593867ad,c1,c3,27,p3,?,surb={'id': 'f27d81ea-6a6e-4ed4-966f-79b9f02973fc', 'route': ['p3', 'e3', 'i4', 'x4', 'p1', 'c1']}
1769466097.5610375,RECEIVED,4de5233a-601c-4e1e-9ac4-039fcbb99612,98647cba-a495-435b-8177-db0b37d148a3,c1,c3,25,p3,?,surb={'id': '012be215-8448-454d-81a4-7d50efdb884d', 'route': ['p3', 'e1', 'i2', 'x9', 'p1', 'c1']}
1769466097.711644,SENT,0f887446-dbe7-4cfb-9251-821c942d46df,077ca143-d4cf-411f-9e94-44f61da470b4,c3,c1,3389,?,p3,
1769466097.7117887,CREATED,d9bc9126-ea84-4972-a97e-4e1a694b9484,c438221a-a2cc-4239-9d7d-88429c0ccd7c,c3,c1,27,?,?,surb={'id': 'f39af60c-dd86-4f06-931e-96a59e7d330e', 'route': ['p1', 'e12', 'i2', 'x3', 'p3', 'c3']}
1769466097.77098,RECEIVED,d5b84d75-8a97-483f-a02c-480f37d8e28b,6432ab4a-fb0b-4c1a-a292-4d59cc834b4d,c1,c3,27,p3,?,surb={'id': 'ad87fcde-2c72-4678-8baa-1fa21a235981', 'route': ['p3', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769466097.8817985,RECEIVED,1cc7099b-34c6-450c-89e3-aa8a509c91d5,0024093d-2fb2-432f-b961-c226c0057b6a,c1,c3,26,p3,?,surb={'id': 'c924ebee-20bf-433c-8890-5e497c001e5e', 'route': ['p3', 'e7', 'i8', 'x6', 'p1', 'c1']}
1769466098.0111752,RECEIVED,40de196e-efe3-4d37-bf6d-438662b57700,f1003c14-1149-4b6d-8529-d1272292d1d4,c1,c3,26,p3,?,surb={'id': '21254362-a1c8-4006-8289-3f69b4b2d529', 'route': ['p3', 'e11', 'i6', 'x2', 'p1', 'c1']}
1769466098.130927,SENT,1dafd1c7-eeed-415c-9ad0-e739dab70031,b3fb3358-1589-48d1-b810-fc8319f1a013,c3,c1,3383,?,p3,
1769466098.1311023,CREATED,28b01b06-d7f8-49a8-9261-dd734f84b1f4,6dac1b34-d378-46c2-8eff-50509079c744,c3,c1,27,?,?,surb={'id': '2684e364-b742-45e3-b958-da4a4c9aab57', 'route': ['p1', 'e5', 'i6', 'x2', 'p3', 'c3']}
1769466098.1935568,RECEIVED,3ddbc10a-ec3f-4819-aef2-bc669e6faaf0,de5547b9-04ae-4c89-943a-ebfd909c2211,c1,c3,27,p3,?,surb={'id': 'c14efd9b-bfa2-4bfc-bedf-e5eaaaf5538c', 'route': ['p3', 'e5', 'i7', 'x2', 'p1', 'c1']}
1769466098.2098753,RECEIVED,c3e2059c-4703-4210-b822-f69861dcfe98,0a6eeb3f-dc06-422a-bea1-f8dc172fdf31,c1,c3,26,p3,?,surb={'id': 'e2121bbf-11f7-4310-b284-b6977db72b96', 'route': ['p3', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769466098.2221525,SENT,6dcb78b6-33b8-4e6b-b5c6-46654869a648,28fcbe84-39a2-4731-8229-8f818b651e2c,c3,c1,3375,?,p3,
1769466098.2222986,CREATED,96077f41-a87a-41a3-a8a3-1e1ceb9ab88f,537352fb-58bf-438f-8225-bae2c2560ce6,c3,c1,27,?,?,surb={'id': 'b7e133b2-0d5c-4355-b1bd-87d9c74776c5', 'route': ['p1', 'e3', 'i7', 'x5', 'p3', 'c3']}
1769466098.3426847,SENT,f21fc85e-478e-4fe7-ab5b-d1099bc4e8e3,1980c8a4-f42b-44c0-8c82-54a04c8c40c8,c3,c1,3389,?,p3,
1769466098.3427827,CREATED,2895c4d8-f559-425d-9093-9eee4ea8dfd1,28950481-4f51-4b89-9cf1-aab72da80c39,c3,c1,27,?,?,surb={'id': '3a86615b-5291-46e5-9f48-1fda4601c6ce', 'route': ['p1', 'e3', 'i12', 'x12', 'p3', 'c3']}
1769466099.0045016,RECEIVED,23a8d187-a219-43da-a8c2-d6874258442b,292b1516-9021-431d-b1da-0d89ccda23eb,c1,c3,26,p3,?,surb={'id': 'a22b7105-90c4-47fe-b6e7-3b62a61e337d', 'route': ['p3', 'e4', 'i3', 'x11', 'p1', 'c1']}
1769466099.1359642,SENT,8232f644-430a-45fe-b876-074ef87fb5b1,f3a3555c-2e99-4818-adad-bc6ce9985b8c,c3,c1,3377,?,p3,
1769466099.1361346,CREATED,151cdf26-e5a9-4f97-bb69-f65faeac611f,3ebec4d4-934d-4be9-9d22-0e8f3beeb42a,c3,c1,27,?,?,surb={'id': '328f4d11-a2fc-461c-b499-9f85ceead30e', 'route': ['p1', 'e5', 'i5', 'x2', 'p3', 'c3']}
1769466099.2537663,SENT,55f233ab-f62b-43b1-b119-4cbdd35a9084,381c0a21-e60a-4ffe-8b51-f856897c638d,c3,c1,3383,?,p3,
1769466099.2539196,CREATED,6c5e1a20-e34e-46f0-a1f5-63a068776617,825a4067-13df-40f5-a848-a4c39d8821a4,c3,c1,27,?,?,surb={'id': '4d9adf4e-2533-4336-a284-4f8304ca9dac', 'route': ['p1', 'e4', 'i9', 'x3', 'p3', 'c3']}
1769466099.4264665,SENT,2512f57a-d4d5-4e5f-bcc7-3b15a8ab80c9,0a358465-8564-4de8-9cdb-f5ac5b9da34d,c3,c1,3383,?,p3,
1769466099.4266117,CREATED,5e522b69-f80f-4431-9165-9cd82c6acbd5,a19e811e-5aee-4492-8891-f465d4acff11,c3,c1,27,?,?,surb={'id': '6a8f889d-60ce-4c5c-91b4-d5da66ddc6d3', 'route': ['p1', 'e7', 'i8', 'x4', 'p3', 'c3']}
1769466100.2116137,SENT,275cf18a-efdc-4f59-8c3d-36b8ff7b9b40,b583f294-ad67-4e96-a271-dada6f4efb36,c3,c1,3376,?,p3,
1769466100.2117534,CREATED,50a55dce-7acc-4a52-99c2-5685e5c4b322,b931febd-721e-477b-8a39-f365b5364aeb,c3,c1,27,?,?,surb={'id': '142d69b2-e050-49b5-935d-fcf0ee8ddee9', 'route': ['p1', 'e5', 'i6', 'x6', 'p3', 'c3']}
1769466100.240506,SENT,75ef82a7-52a4-4a2e-9915-032ce6f20523,03981718-008f-42cc-8cd9-ea2cd0c3db5c,c3,c1,3374,?,p3,
