timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769744226.3702407,CREATED,a13954a6-cd81-49de-b317-0992de98439c,f307eef7-abd7-47d2-8afd-9ea3adc6c2ba,c3,c1,27,?,?,surb={'id': '832a35b2-d4b2-46ca-8cd5-fb542e0a67b3', 'route': ['p1', 'e1', 'i11', 'x5', 'p3', 'c3']}
1769744226.4622245,SENT,8784f2ae-9473-4add-8fcb-59682bd91b27,cf00f43d-dbc4-49db-96e6-7a5289788a42,c3,c1,3361,?,p3,
1769744226.4623756,CREATED,9a474b5e-7400-4369-8bc5-8015c41e2948,372e55da-ca32-4f01-8d70-b577b3b64210,c3,c1,27,?,?,surb={'id': 'b2e371b2-3ff9-4888-ab06-ec23b83866a9', 'route': ['p1', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769744226.77219,SENT,f1a187c7-6abf-45ad-a011-aa80327ebff1,1d57d337-1695-4e82-83f7-23233935794f,c3,c1,3384,?,p3,
1769744226.7732904,CREATED,5c2021b7-a569-46bb-bc77-53ef174f0ea1,372e55da-ca32-4f01-8d70-b577b3b64210,c3,c1,27,?,?,surb={'id': 'b2e371b2-3ff9-4888-ab06-ec23b83866a9', 'route': ['p1', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769744227.071186,RECEIVED,d1862a67-d4c5-455b-b282-1e6698a6437b,9b49ad2f-1a82-44cc-9feb-bae3625146a8,c1,c3,27,p3,?,surb={'id': '5a25813a-5fe1-4681-957e-b70579e3e881', 'route': ['p3', 'e4', 'i10', 'x11', 'p1', 'c1']}
1769744227.1934676,RECEIVED,0f4e291f-2dcf-4e55-89ec-b2f8cae3184d,dac845c9-1ea5-4726-9cf5-7c8688ae16ee,c1,c3,27,p3,?,surb={'id': '296a5e05-3b1c-42e2-abee-15d83fc0917a', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769744227.3848565,RECEIVED,e6f9c416-e09c-425c-931e-3b828e48a939,dac845c9-1ea5-4726-9cf5-7c8688ae16ee,c1,c3,27,p3,?,surb={'id': '296a5e05-3b1c-42e2-abee-15d83fc0917a', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769744227.449019,SENT,8ad52c37-d10f-463f-b2c8-d2e4c62f1853,e5cda1af-0888-4ca6-bba9-55baa1071087,c3,c1,3376,?,p3,
1769744227.4492733,CREATED,bb2b9bee-27fe-4173-a180-b372be0c50ca,9eb101e2-0ee0-4d90-b90b-d824e64c63f8,c3,c1,27,?,?,surb={'id': '8dcc465e-aa38-43de-bff6-a65c5d49d684', 'route': ['p1', 'e8', 'i1', 'x8', 'p3', 'c3']}
1769744227.961212,SENT,1b32676f-9bd9-4001-bc62-b2b7532dce31,57c9926c-9629-4939-a7aa-84427288de32,c3,c1,3384,?,p3,
1769744227.9613812,CREATED,53f2b56e-0b00-419b-8544-6d5fac954324,9eb101e2-0ee0-4d90-b90b-d824e64c63f8,c3,c1,27,?,?,surb={'id': '8dcc465e-aa38-43de-bff6-a65c5d49d684', 'route': ['p1', 'e8', 'i1', 'x8', 'p3', 'c3']}
1769744228.4347286,SENT,584ce0ed-1a83-4d57-b1ee-a3032bf71e88,91d462f0-acfe-4977-985d-d1348f87ce21,c3,c1,3377,?,p3,
1769744228.4348636,CREATED,0dc69735-0090-48a0-944e-8bc13496dd4d,23544917-735c-4ead-8aaa-b50533753df3,c3,c1,26,?,?,surb={'id': 'b9203237-ebbc-40d1-b66e-698bfa1ea33a', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769744229.019364,RECEIVED,edfb1b90-d00f-4169-ab97-0dcdc7a654f6,6a37ac0a-052d-4e17-af00-84268883d627,c1,c3,26,p3,?,surb={'id': 'e650042b-6964-43f2-8b4d-06c1e48eca5c', 'route': ['p3', 'e3', 'i1', 'x10', 'p1', 'c1']}
1769744229.259564,RECEIVED,0ad4ee8f-b43a-46ac-b187-42dc98987d90,f039dcbb-40ed-4dd7-8994-11b5df454e91,c1,c3,27,p3,?,surb={'id': '35c78faf-dcba-4610-92ce-05de6adbfb94', 'route': ['p3', 'e2', 'i4', 'x3', 'p1', 'c1']}
1769744229.3457587,RECEIVED,e18a5788-e490-4c45-8218-f67db9195005,f039dcbb-40ed-4dd7-8994-11b5df454e91,c1,c3,27,p3,?,surb={'id': '35c78faf-dcba-4610-92ce-05de6adbfb94', 'route': ['p3', 'e2', 'i4', 'x3', 'p1', 'c1']}
1769744230.364453,RECEIVED,d9e3b260-c863-4bf2-b75e-f7eaea67298a,9946b8fc-ee94-4e19-af98-ed76f972dd6d,c1,c3,27,p3,?,surb={'id': '7c48f7ce-6fd2-48ad-b433-095e6de19165', 'route': ['p3', 'e7', 'i12', 'x10', 'p1', 'c1']}
1769744230.3686924,RECEIVED,981723dd-c794-423c-bc11-df2c21751ce6,9b49ad2f-1a82-44cc-9feb-bae3625146a8,c1,c3,27,p3,?,surb={'id': '5a25813a-5fe1-4681-957e-b70579e3e881', 'route': ['p3', 'e4', 'i10', 'x11', 'p1', 'c1']}
1769744230.7065978,SENT,429ee781-db16-44fa-99a4-184363c18bb9,4d7fca7e-f786-4440-8d2b-eb7b63534238,c3,c1,3375,?,p3,
1769744230.7067316,CREATED,a3df07e0-ab0d-45d7-be13-09611253a0b4,23544917-735c-4ead-8aaa-b50533753df3,c3,c1,26,?,?,surb={'id': 'b9203237-ebbc-40d1-b66e-698bfa1ea33a', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769744230.7245717,RECEIVED,be8dcf51-e964-46a2-a1bb-201151e9f653,9ceaf020-302c-4722-adf7-1fcde3e0cf28,c1,c3,27,p3,?,surb={'id': '1b8accc5-9b79-495a-b8b6-7247ab2a5a11', 'route': ['p3', 'e12', 'i9', 'x6', 'p1', 'c1']}
1769744231.141217,RECEIVED,18d8d88e-432c-4e48-ac29-8f5ff49dbe69,9ceaf020-302c-4722-adf7-1fcde3e0cf28,c1,c3,27,p3,?,surb={'id': '1b8accc5-9b79-495a-b8b6-7247ab2a5a11', 'route': ['p3', 'e12', 'i9', 'x6', 'p1', 'c1']}
1769744231.637347,RECEIVED,bc48dec4-1e67-4184-975e-83d049f2a29a,22c57cfb-b92e-4ee3-bb14-dde1cd0a4efb,c1,c3,27,p3,?,surb={'id': '8a23e210-c924-45f1-9f4e-3d3f00be0ab4', 'route': ['p3', 'e5', 'i8', 'x2', 'p1', 'c1']}
1769744231.6425323,SENT,bfc2b921-6095-4bf2-9adb-f649ab5a13b3,dfa045a6-5634-4e90-8175-748dbf34f7d1,c3,c1,3392,?,p3,
1769744231.6426842,CREATED,0967da43-d0f5-4c17-a196-8cb56a860611,f24708c5-49e5-4261-8d85-058e8e1d0cfe,c3,c1,27,?,?,surb={'id': 'f97bb636-1743-4510-b23e-c1cfa79cbf6f', 'route': ['p1', 'e8', 'i1', 'x10', 'p3', 'c3']}
1769744231.713272,SENT,d6e42bb9-6045-4dd9-a05f-6690c43141f7,2dcb399d-174d-49f3-b1dd-9bb0134a7c22,c3,c1,3376,?,p3,
1769744231.7134118,CREATED,eaa6fb17-9120-4cc2-8f56-64fc506ed15f,f24708c5-49e5-4261-8d85-058e8e1d0cfe,c3,c1,27,?,?,surb={'id': 'f97bb636-1743-4510-b23e-c1cfa79cbf6f', 'route': ['p1', 'e8', 'i1', 'x10', 'p3', 'c3']}
1769744232.0372307,RECEIVED,c43ac3dd-c628-4c3d-a239-db39ff7efc68,22c57cfb-b92e-4ee3-bb14-dde1cd0a4efb,c1,c3,27,p3,?,surb={'id': '8a23e210-c924-45f1-9f4e-3d3f00be0ab4', 'route': ['p3', 'e5', 'i8', 'x2', 'p1', 'c1']}
1769744232.0636783,SENT,5da04dd7-b1e0-4081-8314-92ae9695be44,a04531fd-0984-4dc1-a229-2f134272d8b2,c3,c1,3416,?,p3,
1769744232.063813,CREATED,3f8b19f9-ae19-402f-bd60-f362df6a406d,d807420d-cdd3-480f-bed2-01f79c843108,c3,c1,27,?,?,surb={'id': '9607ba67-1127-4acd-bba7-b1049715c16d', 'route': ['p1', 'e11', 'i12', 'x12', 'p3', 'c3']}
1769744232.0941997,SENT,afa125a0-aad4-44bc-923b-8ee0faa8341b,0854bb95-c925-4bc6-ab19-8eb7a802298b,c3,c1,3395,?,p3,
1769744232.0943425,CREATED,fbab5183-0321-4a1a-b8b6-83953983eb58,d807420d-cdd3-480f-bed2-01f79c843108,c3,c1,27,?,?,surb={'id': '9607ba67-1127-4acd-bba7-b1049715c16d', 'route': ['p1', 'e11', 'i12', 'x12', 'p3', 'c3']}
1769744232.1947968,SENT,166b5172-bf4c-4ac2-88f7-699f5e1aa053,2aa2ccda-f9de-4dc4-9d76-c632ea408108,c3,c1,3375,?,p3,
