timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769744300.7534409,CREATED,c7caa29d-d365-402b-b9dd-c0a226858502,0e7c622c-ae3c-43d2-8ac1-22fbfba220bc,c5,c1,27,?,?,surb={'id': 'b535c749-a552-433d-adda-ee9135707389', 'route': ['p1', 'e8', 'i2', 'x7', 'p2', 'c5']}
1769744300.9311566,SENT,17a5b37b-6774-40cc-ad7c-d90961b995b2,7ed4543c-9f1a-4af5-b9ab-d49c99cddb4a,c5,c1,3363,?,p2,
1769744300.9312801,CREATED,33c8ff42-d199-4c06-a784-1a6525720556,0e7c622c-ae3c-43d2-8ac1-22fbfba220bc,c5,c1,27,?,?,surb={'id': 'b535c749-a552-433d-adda-ee9135707389', 'route': ['p1', 'e8', 'i2', 'x7', 'p2', 'c5']}
1769744301.1812592,SENT,f952cdc3-2b53-4b10-b1c8-a1b5f2201280,dfea7883-bc2e-484e-b402-9e4dd83f3926,c5,c1,3367,?,p2,
1769744301.1813772,CREATED,1ee08f45-56de-4864-97d7-3b56ce460526,cef70bc8-12ca-496e-b03c-7f28d2b7d450,c5,c1,27,?,?,surb={'id': '80cf037d-705f-432f-ade8-a4b8d68d7ea4', 'route': ['p1', 'e1', 'i2', 'x1', 'p2', 'c5']}
1769744301.2555783,SENT,4b89e195-9af6-4d95-bdb2-44b46670ec9c,fb0b58c0-c34f-4474-9c2c-07f97e27003c,c5,c1,3376,?,p2,
1769744301.2557049,CREATED,31a42f97-1450-48c9-84ff-b6df14aef918,cef70bc8-12ca-496e-b03c-7f28d2b7d450,c5,c1,27,?,?,surb={'id': '80cf037d-705f-432f-ade8-a4b8d68d7ea4', 'route': ['p1', 'e1', 'i2', 'x1', 'p2', 'c5']}
1769744301.3044524,SENT,3d2cdf6d-7fc4-4072-a958-a8f1558822cb,7633968f-65a2-4784-9c4e-1da91fa68d09,c5,c1,3379,?,p2,
1769744301.304565,CREATED,e31dd471-7281-4d52-8588-319939e2c776,c452ca47-f401-4395-a4a9-66279911a7f7,c5,c1,26,?,?,surb={'id': 'ee708e3b-2d62-485a-a5d7-e21aafaff0f2', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c5']}
1769744301.337146,RECEIVED,b9ed081b-bf95-4891-85d2-8e2d6bf41ce1,b7660b8a-9ae9-4247-9d30-15aaff77dd4c,c4,c5,27,p2,?,surb={'id': '975a971e-aafa-46b6-9565-28b887cf9cd8', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769744301.3592117,SENT,91e62c35-7c2a-4f31-b793-ed061a2ffcd3,4e38fd8e-96c1-4278-a6ca-b883b518e635,c5,c1,3384,?,p2,
1769744301.3593318,CREATED,93fb9526-cef4-407c-a6e5-13c8c38a9ed0,c452ca47-f401-4395-a4a9-66279911a7f7,c5,c1,26,?,?,surb={'id': 'ee708e3b-2d62-485a-a5d7-e21aafaff0f2', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c5']}
1769744301.5485165,SENT,e6c7db34-57d7-4e88-a828-6398afc7ded3,ec0badfe-63f6-4dec-9aaa-40626bd670ae,c5,c1,3383,?,p2,
1769744301.5485842,CREATED,e637caf6-7e06-43a1-84d5-e86d8d369e0d,a365161e-3a16-45ab-822d-60b5c819c5a9,c5,c1,26,?,?,surb={'id': '805d12ad-1e77-4ea7-95a5-01daa179fc62', 'route': ['p1', 'e5', 'i3', 'x3', 'p2', 'c5']}
1769744301.823509,SENT,21b3158d-2bea-4807-a030-68ee6bb4147d,e60df07b-be27-404a-a711-ef80c8f607b0,c5,c1,3380,?,p2,
1769744301.8237529,CREATED,030f973d-dc88-4245-ab92-55d17f1da2f8,a365161e-3a16-45ab-822d-60b5c819c5a9,c5,c1,26,?,?,surb={'id': '805d12ad-1e77-4ea7-95a5-01daa179fc62', 'route': ['p1', 'e5', 'i3', 'x3', 'p2', 'c5']}
1769744302.6847732,SENT,3b6fa72f-82d3-4dd6-b2cb-5d6a400b0199,d1e039a4-5f68-45a5-9120-445bf3351909,c5,c1,3396,?,p2,
1769744302.68487,CREATED,df571c0c-fe66-439b-9c09-0bcb74267fc5,c20acbe2-40d9-4c11-b00f-f6eba2ed38aa,c5,c1,27,?,?,surb={'id': '49c67e68-dfbd-4606-8289-7cc72204724b', 'route': ['p1', 'e5', 'i2', 'x1', 'p2', 'c5']}
1769744302.7226188,RECEIVED,d4f21312-f437-444e-b184-d9f2b54a1f87,243057ef-25eb-4200-8f23-e28c3fec296d,c4,c5,27,p2,?,surb={'id': 'ca89b473-9a7b-4232-adae-8e7ccc1adc5a', 'route': ['p2', 'e6', 'i7', 'x2', 'p1', 'c4']}
1769744302.781625,SENT,7bfed3bb-32fd-4020-9621-5ebf73fec41e,0576f31f-b76f-4d06-af76-dd66ab8d9afa,c5,c1,3375,?,p2,
1769744302.781718,CREATED,6fe59278-fc3f-4a25-bdaf-56036aa6a9ff,c20acbe2-40d9-4c11-b00f-f6eba2ed38aa,c5,c1,27,?,?,surb={'id': '49c67e68-dfbd-4606-8289-7cc72204724b', 'route': ['p1', 'e5', 'i2', 'x1', 'p2', 'c5']}
1769744303.1436563,SENT,d4a5b7b7-9e5a-4b68-b002-37f7557d7e56,7debcaed-8267-4406-be6d-e56416faea1c,c5,c1,3377,?,p2,
1769744303.1437774,CREATED,86da0e9e-bfad-4f60-8672-67c04ba81e68,5828b915-5300-4ef7-a13e-09144fb4fddb,c5,c1,26,?,?,surb={'id': '00af859d-f590-4ecc-b0fc-7a32e2627a40', 'route': ['p1', 'e9', 'i1', 'x3', 'p2', 'c5']}
1769744303.2625177,RECEIVED,6b494b33-6e97-42f3-acc7-e3674dbf94ad,048c493f-1ba9-4971-ba5b-5bb8ed4b1c67,c4,c5,26,p2,?,surb={'id': 'b422efd0-d4f8-423d-a946-e118b14a6ac1', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c4']}
1769744303.5239484,RECEIVED,6b0d0891-d8a7-453d-ba49-082f5088a11b,00b5d238-8684-49f3-a325-fbb5f1d83294,c4,c5,27,p2,?,surb={'id': '1a26d008-2d39-4f89-88c9-a4f65c93972d', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769744303.9128745,RECEIVED,9862ba0d-47f8-41cc-8ea2-5e79fc5fc1c5,c88a99b3-e9cc-494b-b6e9-3acdeb30b27f,c4,c5,27,p2,?,surb={'id': '0521d460-332d-4a50-b0b9-26af5f6b5b78', 'route': ['p2', 'e4', 'i7', 'x2', 'p1', 'c4']}
1769744303.943173,SENT,ddada033-4a2b-42a2-8657-8cb5c3611c3b,526b5f3a-3181-464a-b191-3e99665bf04f,c5,c1,3360,?,p2,
1769744303.9432678,CREATED,6965507b-c675-4b44-9073-e69f522bf562,5828b915-5300-4ef7-a13e-09144fb4fddb,c5,c1,26,?,?,surb={'id': '00af859d-f590-4ecc-b0fc-7a32e2627a40', 'route': ['p1', 'e9', 'i1', 'x3', 'p2', 'c5']}
1769744304.0338907,RECEIVED,a306c9a9-1ba9-400d-8da5-8a21ca355af5,8ed9cfad-e871-474f-bc1a-f6687763627c,c4,c5,27,p2,?,surb={'id': '4cd92ff5-2f35-4b69-b1a1-21963b8118c5', 'route': ['p2', 'e12', 'i8', 'x6', 'p1', 'c4']}
1769744304.068453,SENT,8df52f74-9249-46a6-b158-aaecef06b9d2,34a2e53a-bd14-4555-b150-eab6da73e646,c5,c1,3387,?,p2,
1769744304.0685492,CREATED,393fab61-345c-45c0-a736-e63d7d6d5dc0,9a333b9a-18c3-4132-a3b6-dbcf8ad04f93,c5,c1,27,?,?,surb={'id': '9c39c8c7-4883-4ebe-884c-6cbf728bc9cc', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c5']}
1769744304.0944815,SENT,121f864c-48c3-4222-be29-3128b9e56c88,7d46a978-330a-4aa1-97cb-2776f2142835,c5,c1,3401,?,p2,
1769744304.0945776,CREATED,651a3d0b-2c44-4ec6-aff1-b2d6e7304924,9a333b9a-18c3-4132-a3b6-dbcf8ad04f93,c5,c1,27,?,?,surb={'id': '9c39c8c7-4883-4ebe-884c-6cbf728bc9cc', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c5']}
1769744304.1136467,SENT,fd9320a6-44f9-40da-ac55-990afafe1568,6a4c9c26-dae4-44c1-bd63-1ab3ee7fe038,c5,c1,3389,?,p2,
1769744304.1137376,CREATED,2d552979-7257-4e4d-a977-4461185e6d57,04d95189-5273-4cd1-99b9-00777976cd73,c5,c1,27,?,?,surb={'id': '5f958f9f-1b59-4037-b60c-1844b900a3ec', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c5']}
1769744304.1308038,RECEIVED,9fb9bdf7-77aa-4e71-95a5-0f54d4399140,6f1e6cdb-98cd-473b-9fc7-26dd479c8eb2,c4,c5,27,p2,?,surb={'id': '33c7c6a6-bf2f-4198-b266-3494cafb6521', 'route': ['p2', 'e6', 'i6', 'x12', 'p1', 'c4']}
1769744304.243883,RECEIVED,26611ee3-10fb-4247-ae64-eff732bbf335,97be55dc-80f6-41f5-94a5-2ec4e624e5d5,c4,c5,26,p2,?,surb={'id': 'c9c076a2-f2d6-42fd-bf5d-d48e5c74b2d6', 'route': ['p2', 'e7', 'i9', 'x11', 'p1', 'c4']}
1769744304.3032203,RECEIVED,030c969d-41a7-42af-bb7d-6b5a7fbc4f32,0b7417a3-4f06-416c-a897-d67637246030,c4,c5,27,p2,?,surb={'id': '9fc409a3-b791-4987-a4f9-d5f17214cc48', 'route': ['p2', 'e6', 'i5', 'x2', 'p1', 'c4']}
1769744304.4326131,SENT,50d53a84-8571-47a7-b912-6127b5f7a4a9,afd12029-f48f-49f7-8d12-e2e82a14e635,c5,c1,3370,?,p2,
1769744304.4326768,CREATED,9dad42f9-e1e8-41b3-ba7a-39224fe57cfc,04d95189-5273-4cd1-99b9-00777976cd73,c5,c1,27,?,?,surb={'id': '5f958f9f-1b59-4037-b60c-1844b900a3ec', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c5']}
1769744304.5147684,RECEIVED,ef0a1bd0-f8b3-4f59-893e-959d91c13825,048c493f-1ba9-4971-ba5b-5bb8ed4b1c67,c4,c5,26,p2,?,surb={'id': 'b422efd0-d4f8-423d-a946-e118b14a6ac1', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c4']}
1769744304.610899,RECEIVED,4fb9c81d-11cf-4f5e-8dbb-76b95a74b42f,a12c03f2-8923-4b84-a104-a0bb8b3cc814,c4,c5,27,p2,?,surb={'id': '11312f6c-1776-44dd-a416-3bb40f230c7d', 'route': ['p2', 'e1', 'i2', 'x9', 'p1', 'c4']}
1769744304.6456287,SENT,1afc5476-e9a0-4c90-bb65-0591a23cf304,aa3e8444-7022-426b-8e9d-9e4b69a4972e,c5,c1,3360,?,p2,
1769744304.6457057,CREATED,5058c9a8-6a89-4e41-80d2-bd8e3a85dea9,d030ccda-d4e4-4ab2-af71-c969387fa79c,c5,c1,27,?,?,surb={'id': 'b59f34bd-eb7c-47df-b8d7-8b5e906239f2', 'route': ['p1', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769744304.8636377,SENT,5de38463-4986-493d-8afd-dc7aaa697fc9,d4d535e4-efc6-4522-9f84-5c8424993232,c5,c1,3392,?,p2,
1769744304.863787,CREATED,1f8b267e-1dcf-4f50-afdc-6752f3e8bb84,d030ccda-d4e4-4ab2-af71-c969387fa79c,c5,c1,27,?,?,surb={'id': 'b59f34bd-eb7c-47df-b8d7-8b5e906239f2', 'route': ['p1', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769744305.007317,RECEIVED,6368cd48-4024-4eb2-9a31-f8288c4076b5,0b7417a3-4f06-416c-a897-d67637246030,c4,c5,27,p2,?,surb={'id': '9fc409a3-b791-4987-a4f9-d5f17214cc48', 'route': ['p2', 'e6', 'i5', 'x2', 'p1', 'c4']}
1769744305.206716,RECEIVED,013653e8-a779-421a-896d-20a414d5264d,00b5d238-8684-49f3-a325-fbb5f1d83294,c4,c5,27,p2,?,surb={'id': '1a26d008-2d39-4f89-88c9-a4f65c93972d', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769744305.3449695,SENT,983fb836-cf2e-4287-a35b-60c0ee22e6c9,2c8e6281-aa49-4716-ac76-fd0659f5b012,c5,c1,3384,?,p2,
1769744305.3451555,CREATED,5a3a7870-6749-4c11-9440-19895d5a2250,06e2d093-4937-4b18-a69d-f80356aab8d4,c5,c1,27,?,?,surb={'id': '22afd58c-8100-494c-8850-25459f15df39', 'route': ['p1', 'e4', 'i9', 'x5', 'p2', 'c5']}
1769744305.5592155,RECEIVED,b773f7ad-cb69-465d-ba9b-f78bec977391,97be55dc-80f6-41f5-94a5-2ec4e624e5d5,c4,c5,26,p2,?,surb={'id': 'c9c076a2-f2d6-42fd-bf5d-d48e5c74b2d6', 'route': ['p2', 'e7', 'i9', 'x11', 'p1', 'c4']}
1769744306.0357237,RECEIVED,fde2d9a4-8f9f-4747-8290-3eb935eb8417,b4afb87c-c47e-4bed-8ed7-ad8d7732f1a5,c4,c5,27,p2,?,surb={'id': '92a7076d-9a94-44b7-8552-1a30371f1ec8', 'route': ['p2', 'e5', 'i11', 'x10', 'p1', 'c4']}
1769744306.211258,SENT,18ade3bc-8ad6-457b-bc18-85f2a895f14a,7f2dd847-0805-4e99-a922-09cc1dd7d7d9,c5,c1,3383,?,p2,
1769744306.211405,CREATED,9bcf8d71-0c7b-4fff-87b2-3f563e0e4b29,06e2d093-4937-4b18-a69d-f80356aab8d4,c5,c1,27,?,?,surb={'id': '22afd58c-8100-494c-8850-25459f15df39', 'route': ['p1', 'e4', 'i9', 'x5', 'p2', 'c5']}
1769744306.5741773,SENT,53a370e2-5fd4-43e9-a5d6-dc870331e4da,b01ca14c-f4c0-463b-8376-65458b2b6730,c5,c1,3393,?,p2,
1769744306.5743268,CREATED,0385b91d-a834-4483-9597-62fd4e1f2188,de7e2837-5195-4686-86ba-91964d860010,c5,c1,27,?,?,surb={'id': 'bd78a10a-b5cf-4aad-9403-5f4257b0ec35', 'route': ['p1', 'e3', 'i6', 'x4', 'p2', 'c5']}
1769744306.777867,RECEIVED,5e8853e0-7a76-42a1-a7bc-fa54f37f1faf,a12c03f2-8923-4b84-a104-a0bb8b3cc814,c4,c5,27,p2,?,surb={'id': '11312f6c-1776-44dd-a416-3bb40f230c7d', 'route': ['p2', 'e1', 'i2', 'x9', 'p1', 'c4']}
1769744307.2225997,RECEIVED,f83d66f5-57da-4173-8648-3f61842f4570,8ed9cfad-e871-474f-bc1a-f6687763627c,c4,c5,27,p2,?,surb={'id': '4cd92ff5-2f35-4b69-b1a1-21963b8118c5', 'route': ['p2', 'e12', 'i8', 'x6', 'p1', 'c4']}
1769744307.3207736,SENT,2d0b85fc-b118-44a6-8178-8525863b48a2,03400da4-f9eb-4ba0-b43b-6e3495a82f6e,c5,c1,3375,?,p2,
1769744307.3209226,CREATED,2daf59a6-5bf0-498f-aac4-639739523729,de7e2837-5195-4686-86ba-91964d860010,c5,c1,27,?,?,surb={'id': 'bd78a10a-b5cf-4aad-9403-5f4257b0ec35', 'route': ['p1', 'e3', 'i6', 'x4', 'p2', 'c5']}
1769744307.6179702,RECEIVED,f06351ba-c35c-42b5-bad1-6b880e3d123d,87d993bc-d6e4-4ae2-86d2-1a57b003d013,c4,c5,26,p2,?,surb={'id': '30722b4f-9091-44ae-8d2a-ed93f3effc77', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769744307.9107919,SENT,81b83c33-9132-4ff4-84e8-0424e5fbc308,61e13474-54f9-4ea8-9a28-c52bfa337399,c5,c1,3390,?,p2,
1769744307.9109445,CREATED,9c0e5005-86d3-4670-bcb6-1400be47311c,cd710dbf-07da-434f-a9c9-f0e40bde23b5,c5,c1,27,?,?,surb={'id': 'ff08f164-2db6-481d-b38c-63e1fe48ea50', 'route': ['p1', 'e3', 'i10', 'x2', 'p2', 'c5']}
1769744308.0144079,SENT,9ff48a7e-d4be-4643-a3ce-e1841e1bc1dc,df686cdb-861a-4580-8276-7f50a51d4634,c5,c1,3384,?,p2,
1769744308.014559,CREATED,14593372-1755-4073-aa04-329f75391fbd,cd710dbf-07da-434f-a9c9-f0e40bde23b5,c5,c1,27,?,?,surb={'id': 'ff08f164-2db6-481d-b38c-63e1fe48ea50', 'route': ['p1', 'e3', 'i10', 'x2', 'p2', 'c5']}
1769744308.0977018,SENT,ff0f30cb-935c-4a8d-bf97-893ee422823f,b553038f-7325-4dd5-a866-01807f4d0b7a,c5,c1,3383,?,p2,
1769744308.0978055,CREATED,e96b1181-f436-409d-8e2f-c64ac0af7bd5,bf9eb97b-69d4-4471-ae75-e9dbc373625c,c5,c1,27,?,?,surb={'id': '3941b6e7-f867-400e-967e-8b0f342583d2', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c5']}
1769744308.340714,SENT,a95e5c97-2141-44f2-b319-481a51f96243,5b5cf4c7-737d-43b8-b764-6847af000322,c5,c1,3376,?,p2,
1769744308.3408246,CREATED,5155501b-2600-4815-b66a-ffe2db1e1e7d,bf9eb97b-69d4-4471-ae75-e9dbc373625c,c5,c1,27,?,?,surb={'id': '3941b6e7-f867-400e-967e-8b0f342583d2', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c5']}
1769744308.4813056,RECEIVED,a47552cc-7d7b-409a-bda4-cb498045bc9b,bdfacedc-61dc-48b3-afd0-9b0730f1d774,c4,c5,26,p2,?,surb={'id': 'b3156f22-cad7-450d-bf6d-50523fa9ab4f', 'route': ['p2', 'e2', 'i6', 'x6', 'p1', 'c4']}
1769744308.6250913,SENT,f7a5d1bb-fb55-42ec-9fdc-3fb7969c8a24,e5cc0ad2-ab0d-44b6-84de-6529573dd730,c5,c1,3365,?,p2,
1769744308.62521,CREATED,1d7fe411-bc77-40d3-a7f1-52e458346797,822360a3-95ce-4e1e-90c1-68fcf012d2a9,c5,c1,26,?,?,surb={'id': '110fcd81-60c3-4e28-950b-503586435b21', 'route': ['p1', 'e12', 'i10', 'x6', 'p2', 'c5']}
1769744308.8976479,SENT,ee93ec71-bcff-423c-832c-6279c3db8d0e,c1c2b561-f6b8-4b1c-8053-31b05c5db889,c5,c1,3368,?,p2,
1769744308.8977077,CREATED,e444c72d-bce3-47db-81b8-995af00fe0aa,822360a3-95ce-4e1e-90c1-68fcf012d2a9,c5,c1,26,?,?,surb={'id': '110fcd81-60c3-4e28-950b-503586435b21', 'route': ['p1', 'e12', 'i10', 'x6', 'p2', 'c5']}
1769744308.926123,SENT,95cca195-e347-4937-8d60-fd5d60da8ad8,e56423a5-850b-4ec7-9fe3-e0c030e0bebe,c5,c1,3398,?,p2,
1769744308.9261866,CREATED,c960d368-a9c0-4a59-81c8-5a1a677c4535,8de4a149-d403-4a15-9812-ad29a657e178,c5,c1,27,?,?,surb={'id': '7b7b3f9b-5ea0-47f6-a8a3-4c609d493c91', 'route': ['p1', 'e6', 'i11', 'x9', 'p2', 'c5']}
1769744308.9380836,RECEIVED,118c97ba-dec1-4bc4-97c4-e44de29bd4e4,b4afb87c-c47e-4bed-8ed7-ad8d7732f1a5,c4,c5,27,p2,?,surb={'id': '92a7076d-9a94-44b7-8552-1a30371f1ec8', 'route': ['p2', 'e5', 'i11', 'x10', 'p1', 'c4']}
1769744309.0511668,SENT,b31d128a-0d92-4022-b1b8-39bb6a4f856c,b44958c1-fbe0-4180-92bb-8ef993e78817,c5,c1,3368,?,p2,
1769744309.0512779,CREATED,c5a3ea44-2037-4699-8fe9-122feeffb61e,8de4a149-d403-4a15-9812-ad29a657e178,c5,c1,27,?,?,surb={'id': '7b7b3f9b-5ea0-47f6-a8a3-4c609d493c91', 'route': ['p1', 'e6', 'i11', 'x9', 'p2', 'c5']}
1769744309.139527,RECEIVED,133e3260-ce57-4264-b05e-4535182df815,bdfacedc-61dc-48b3-afd0-9b0730f1d774,c4,c5,26,p2,?,surb={'id': 'b3156f22-cad7-450d-bf6d-50523fa9ab4f', 'route': ['p2', 'e2', 'i6', 'x6', 'p1', 'c4']}
1769744309.3037307,RECEIVED,65a8645a-4a26-4eb3-9cf9-f43a6c2b5892,87d993bc-d6e4-4ae2-86d2-1a57b003d013,c4,c5,26,p2,?,surb={'id': '30722b4f-9091-44ae-8d2a-ed93f3effc77', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769744309.4438636,SENT,45a841cd-8a9a-4977-8571-e71d40f4e02f,454e7df3-382d-48d5-b277-1a624d5ae974,c5,c1,3395,?,p2,
1769744309.4442544,CREATED,5e1fa5f9-03c9-49c5-af6a-a15347643df4,7a018aed-dd2d-4af5-9fbf-0e50e629fa7d,c5,c1,27,?,?,surb={'id': '201b9774-6bfc-4ab7-9e7e-1ff01ae33713', 'route': ['p1', 'e10', 'i8', 'x5', 'p2', 'c5']}
1769744309.6723542,SENT,1635e394-3b9a-44fa-a1e5-79018535be57,99b690d2-a7b3-469f-b02c-3f493f8806c7,c5,c1,3371,?,p2,
1769744309.6724856,CREATED,b7beb16c-93b0-4b26-ac0c-af479325d2ec,7a018aed-dd2d-4af5-9fbf-0e50e629fa7d,c5,c1,27,?,?,surb={'id': '201b9774-6bfc-4ab7-9e7e-1ff01ae33713', 'route': ['p1', 'e10', 'i8', 'x5', 'p2', 'c5']}
1769744309.7124805,RECEIVED,af309e98-10dd-428d-888a-763a0030943a,7b401d1c-2d1d-440f-b9bc-820456275f63,c4,c5,27,p2,?,surb={'id': 'd6d5e389-2503-4829-872b-2c784638ab3c', 'route': ['p2', 'e3', 'i5', 'x4', 'p1', 'c4']}
1769744309.8883898,RECEIVED,d76c7765-ef16-42c4-9c51-36f072fb5e1f,ca0c0a88-1061-4999-a64e-f568d969e9e1,c4,c5,27,p2,?,surb={'id': 'e705ffff-2fa5-45ae-afe8-a16e5bf196b3', 'route': ['p2', 'e12', 'i1', 'x9', 'p1', 'c4']}
1769744310.245019,SENT,9708612a-f790-4ebf-a149-789dfb949b39,41990d3c-a2c3-4aca-9eb7-a8999915d2ca,c5,c1,3400,?,p2,
1769744310.2451828,CREATED,ada0757e-fa22-4c2a-9158-fb93377a2938,e46c0f78-08a3-4495-99b4-745b64458ae3,c5,c1,27,?,?,surb={'id': '6dc37ed0-fbed-4a1e-88d0-f93b5fe7bf3a', 'route': ['p1', 'e5', 'i10', 'x10', 'p2', 'c5']}
1769744310.81811,SENT,80c91e01-d1ce-494e-abab-066a192d55dd,cff55b00-f84a-43aa-9578-6198a6ae883a,c5,c1,3391,?,p2,
1769744310.8182573,CREATED,2f95868b-9e90-427b-b1b3-bb021cd9d427,e46c0f78-08a3-4495-99b4-745b64458ae3,c5,c1,27,?,?,surb={'id': '6dc37ed0-fbed-4a1e-88d0-f93b5fe7bf3a', 'route': ['p1', 'e5', 'i10', 'x10', 'p2', 'c5']}
1769744310.8722882,RECEIVED,86ebe543-faca-4120-ab88-a803b5b6ba2e,6e8f8aa8-d283-461e-9176-447f64ddc7d2,c4,c5,27,p2,?,surb={'id': '16f4bcf1-b850-4116-8358-097114c37436', 'route': ['p2', 'e9', 'i9', 'x12', 'p1', 'c4']}
1769744310.9744148,RECEIVED,ee126266-9259-4dae-8f76-2d797799c3b1,ca0c0a88-1061-4999-a64e-f568d969e9e1,c4,c5,27,p2,?,surb={'id': 'e705ffff-2fa5-45ae-afe8-a16e5bf196b3', 'route': ['p2', 'e12', 'i1', 'x9', 'p1', 'c4']}
1769744311.0459108,RECEIVED,c482a5ef-5636-4b94-a3d2-f9db1478a01b,42e5dc64-35e3-4dfe-b0b5-8477d9881ba0,c4,c5,26,p2,?,surb={'id': '4594e4e7-a3c1-42c5-ba07-cc0648c32996', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c4']}
1769744311.0859993,RECEIVED,670e950c-92e3-464f-a72a-38cef9cc2e5b,7c0f94df-387d-4f4d-9f63-e7de310c148c,c4,c5,27,p2,?,surb={'id': '0d137b23-f897-426a-8188-8458f1ad1a64', 'route': ['p2', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769744311.216154,RECEIVED,3b6c1192-0cac-416d-9bc0-74400da29537,7c0f94df-387d-4f4d-9f63-e7de310c148c,c4,c5,27,p2,?,surb={'id': '0d137b23-f897-426a-8188-8458f1ad1a64', 'route': ['p2', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769744311.2901125,SENT,ccc493ee-e36e-4036-bccb-c1418bfca2a2,5aabb352-3ef1-46a6-8fde-73c9823e0dc5,c5,c1,3396,?,p2,
1769744311.2901914,CREATED,dd694dff-6240-40eb-ac5b-90befe88b5b1,96bbdeeb-dbf5-438d-bbaf-b4ba120fc157,c5,c1,27,?,?,surb={'id': '7b5795b3-ffc7-44cc-8b72-d31e9b0d1fff', 'route': ['p1', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769744311.4083414,RECEIVED,72bb273e-bf66-4f53-afde-474bc1a50c46,42e5dc64-35e3-4dfe-b0b5-8477d9881ba0,c4,c5,26,p2,?,surb={'id': '4594e4e7-a3c1-42c5-ba07-cc0648c32996', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c4']}
1769744311.4336092,RECEIVED,95780e28-96a2-496a-bce8-ea84208bb0fd,37ebbb78-2501-4337-9652-6e0f1530ff77,c4,c5,26,p2,?,surb={'id': '71bc8e89-b700-461f-89e4-6c8b4b5800a3', 'route': ['p2', 'e4', 'i2', 'x4', 'p1', 'c4']}
1769744311.5570333,SENT,c362564a-96fc-47a4-8470-6c7341479dd5,9cc1c29e-e7af-4f9b-9810-c334ad985885,c5,c1,3398,?,p2,
1769744311.5571346,CREATED,93fc16e2-1fad-4756-9ee6-e21538ed5225,96bbdeeb-dbf5-438d-bbaf-b4ba120fc157,c5,c1,27,?,?,surb={'id': '7b5795b3-ffc7-44cc-8b72-d31e9b0d1fff', 'route': ['p1', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769744311.7267132,RECEIVED,d73b92c2-f7d6-428b-a260-c046151c1484,37ebbb78-2501-4337-9652-6e0f1530ff77,c4,c5,26,p2,?,surb={'id': '71bc8e89-b700-461f-89e4-6c8b4b5800a3', 'route': ['p2', 'e4', 'i2', 'x4', 'p1', 'c4']}
1769744312.0266695,RECEIVED,e395026e-258f-487b-ba61-d2c1b5b445ab,6f7169c4-8faa-4b17-8b73-dd55a4ee59fb,c4,c5,26,p2,?,surb={'id': '2fe93488-62ad-4a4b-9ea6-d88a28e4c914', 'route': ['p2', 'e6', 'i2', 'x11', 'p1', 'c4']}
1769744312.17499,RECEIVED,df236df7-bcff-4518-8e7a-ca533b6025c0,b6221d82-c15d-459a-8692-5ccf1c30c09c,c4,c5,27,p2,?,surb={'id': '23337121-0835-46ca-801e-4ec83ad0dd96', 'route': ['p2', 'e9', 'i5', 'x5', 'p1', 'c4']}
1769744312.4221797,SENT,739885ec-2fae-4991-916c-63b74a45dabd,aab91926-7e6d-41c7-9d1f-940e383f437a,c5,c1,3363,?,p2,
1769744312.4222414,CREATED,cddc307c-eb6d-4187-8787-b3bf18732397,08b7b50e-baab-4298-a399-a4c9d1780c0b,c5,c1,27,?,?,surb={'id': 'a0bf0c18-aa4e-4791-9da0-ed2afff8420a', 'route': ['p1', 'e1', 'i3', 'x6', 'p2', 'c5']}
1769744312.46089,RECEIVED,07d2094e-3c6f-4125-b580-c613e71fdb9e,6f7169c4-8faa-4b17-8b73-dd55a4ee59fb,c4,c5,26,p2,?,surb={'id': '2fe93488-62ad-4a4b-9ea6-d88a28e4c914', 'route': ['p2', 'e6', 'i2', 'x11', 'p1', 'c4']}
