timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769744216.2403963,SENT,c4f1272a-c7dd-4ad3-ae8a-3563ebf62fab,582ed0ad-3bef-484a-a151-f4bf91cc697f,c1,DROP,2041,?,p1,
1769744216.2405229,CREATED,ca653da0-29bf-4432-9565-3a5c7b0b7f3e,1385cfa9-6124-4049-8079-ed20c9b8d71d,c1,DROP,27,?,?,
1769744216.2533329,SENT,7b27eb75-2b40-43bc-9f13-e8a4bed9d0f9,858184d4-8868-4e13-8337-33db89e0fc9f,c1,DROP,2031,?,p1,
1769744216.253451,CREATED,36e119dc-36ee-468c-a59f-789626fa76be,bc3dce69-5470-49da-af11-9b5631aea6f7,c1,DROP,27,?,?,
1769744216.9539397,SENT,627e2af3-deb3-4df0-ae51-3b517899b922,ec073484-4ab7-4abc-9d7a-1b0cddcc211f,c1,c3,3379,?,p1,
1769744216.9541025,CREATED,95708741-2a0a-4a55-aaea-4e66ec1f1d46,28a798af-e7f1-43fc-80bf-40ee89757f4f,c1,c3,27,?,?,surb={'id': '03eb8656-6a9e-4a30-a059-672f9065a35c', 'route': ['p3', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769744217.1037939,SENT,1e07233a-0b13-42cf-982d-07b8f97550e1,951cc217-3d98-4137-90da-17c17d0adae4,c1,c3,3392,?,p1,
1769744217.1039257,CREATED,2cd9bcb2-ea16-42df-b6b0-518e5b3e227b,28a798af-e7f1-43fc-80bf-40ee89757f4f,c1,c3,27,?,?,surb={'id': '03eb8656-6a9e-4a30-a059-672f9065a35c', 'route': ['p3', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769744218.2075052,SENT,58d1b951-63cb-4dd5-abc8-0ca1e4e75887,33501088-90d9-42eb-bca5-4253f8bf520d,c1,c3,3384,?,p1,
1769744218.207656,CREATED,a1f47e36-45e5-42a7-8b9a-fdffe4030258,fb918471-045d-4d2c-859a-adafb7160fa8,c1,c3,26,?,?,surb={'id': 'df6a2147-30f2-422c-be68-cd424050d268', 'route': ['p3', 'e7', 'i4', 'x12', 'p1', 'c1']}
1769744218.2610745,RECEIVED,6a3d7c8e-6b30-4a7c-9173-20d3aabd405d,b9bd15c5-67a2-4b75-8f19-f554c6540bdb,c5,c1,26,p1,?,surb={'id': 'eeb73b8d-46dd-4ae7-a829-e7f8239dcba6', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769744218.3186305,RECEIVED,917d767d-1dc3-44e3-806f-a035b30cc800,b9bd15c5-67a2-4b75-8f19-f554c6540bdb,c5,c1,26,p1,?,surb={'id': 'eeb73b8d-46dd-4ae7-a829-e7f8239dcba6', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769744218.5539458,SENT,8c81ab34-54ce-4f00-8345-8c15c6018969,dd970a1d-94d9-4c68-830c-550da331da93,c1,c3,3383,?,p1,
1769744218.55411,CREATED,19685671-7865-4dff-8218-2bd2d9f31ca6,fb918471-045d-4d2c-859a-adafb7160fa8,c1,c3,26,?,?,surb={'id': 'df6a2147-30f2-422c-be68-cd424050d268', 'route': ['p3', 'e7', 'i4', 'x12', 'p1', 'c1']}
1769744218.7222893,RECEIVED,a22de732-b282-448f-a8d4-0ae11975581c,6a25b808-eba4-447b-b089-2b059b84b7a3,c5,c1,27,p1,?,surb={'id': 'def7f109-7ef1-45d2-8caa-1bae638a02bb', 'route': ['p1', 'e6', 'i10', 'x5', 'p2', 'c5']}
1769744219.2215376,RECEIVED,e3ad65f8-7e39-491c-8e6c-80a73db134b9,93c51dba-b944-41b7-9783-b9621a84dd32,c3,c1,27,p1,?,surb={'id': '8db7c7d0-ca82-40af-a50c-83cc89d0ce9c', 'route': ['p1', 'e8', 'i9', 'x1', 'p3', 'c3']}
