timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769757253.9231787,CREATED,c62ca1a6-5a7a-4a61-ad8e-b4d1079b3f1d,e989878d-171c-436d-a188-1acaad6b7db8,c1,c2,27,?,?,surb={'id': 'e1d23ea5-c19d-48e0-87e8-48964b686d9b', 'route': ['p2', 'e4', 'i3', 'x4', 'p1', 'c1']}
1769757253.9657247,RECEIVED,a6651e26-3f89-4f01-8268-33f30fbcf894,e2ccc855-f068-4312-ac66-0b2be19cef86,c4,c1,27,p1,?,surb={'id': '00e716ae-00a0-40de-91eb-d0016de915d2', 'route': ['p1', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769757254.0264344,SENT,0027a67b-5634-4782-8c86-11fb4824c616,cf03096e-9f40-43c7-94ca-01bd45c24d9b,c1,c2,3363,?,p1,
1769757254.026684,CREATED,f8e57ced-086b-4db2-ae86-21105227dd32,cb83a6c8-2c20-4a45-ae80-f348c2a86303,c1,c2,27,?,?,surb={'id': '4ac14229-e715-4790-b06e-58d31c780ff5', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c1']}
1769757254.1128309,RECEIVED,34662ff5-f7b6-4e99-9454-2ee6193fe026,047d0c70-b729-4304-9bf8-18aaea90a7dd,c4,c1,27,p1,?,surb={'id': '112a4bd2-1089-4cff-aaf9-471d214a4741', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c4']}
1769757254.337207,RECEIVED,63095ec8-6afb-41e9-a51a-81a348919841,9ff9a2a9-0082-4f63-b150-6d680c3150cf,c3,c1,27,p1,?,surb={'id': '3acd0a13-93ee-4970-a427-a30fc77aaef3', 'route': ['p1', 'e2', 'i12', 'x7', 'p3', 'c3']}
1769757254.455436,RECEIVED,35a7fb40-e665-4b07-8b60-dec12296ea5f,26fa2c11-ae15-4ceb-bc38-d5921e3e24e4,c4,c1,27,p1,?,surb={'id': 'b53b8f99-8ae4-4c0c-be42-7e08c75a2ee5', 'route': ['p1', 'e11', 'i12', 'x8', 'p1', 'c4']}
1769757254.4713852,RECEIVED,28270716-8a89-4b16-b128-a7a7e5e0ae33,9526b9bd-6b91-45b9-977c-104a16d2aeca,c3,c1,27,p1,?,surb={'id': '37e5d389-f9c7-44fe-8437-a9b23d302968', 'route': ['p1', 'e10', 'i1', 'x3', 'p3', 'c3']}
1769757254.4840834,RECEIVED,a225bdf8-d285-41bd-ba40-212850a63019,0e4712c0-c27f-4224-ad29-83008f24e660,c3,c1,27,p1,?,surb={'id': '2d54f933-788c-4619-910d-4b3c1fb13e45', 'route': ['p1', 'e11', 'i3', 'x5', 'p3', 'c3']}
1769757254.7304761,SENT,f45267ef-b0c5-44e2-a9cf-e614caa3c67f,ca0fb9f7-c5ff-4a73-9c85-793b25ab0222,c1,c2,3383,?,p1,
1769757254.730608,CREATED,bfb5e4cc-1d1a-4097-96eb-735de9c62972,1021a00d-6585-4712-883a-5f21a66e1e98,c1,c2,27,?,?,surb={'id': 'bf475c59-1aaf-42a4-91cc-77af5277f44d', 'route': ['p2', 'e9', 'i1', 'x5', 'p1', 'c1']}
1769757254.7503147,RECEIVED,f5986412-dc9a-4239-b1d7-6b5ccb1afe22,d6106fd9-e5b3-417d-9b0b-0a4e8422d805,c4,c1,27,p1,?,surb={'id': 'e9c0280d-a34e-411b-be38-38806f158e89', 'route': ['p1', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769757254.8540533,SENT,03a0142c-453b-43d8-827e-6eba3257b60e,02bb56d3-eff1-4288-b077-bd00fef7a210,c1,c2,3392,?,p1,
1769757254.8541915,CREATED,64505882-00da-445e-bbe8-7763515cdb7d,8a2649a9-c732-409b-b3c4-1695cbff3d72,c1,c2,27,?,?,surb={'id': '11258952-31b8-45e9-9595-c7dfae0f7719', 'route': ['p2', 'e8', 'i11', 'x5', 'p1', 'c1']}
1769757254.863463,RECEIVED,56aa32d3-b195-4f53-8bb5-1015995c612b,43edbeb1-91b7-493c-88f2-1b7f77a8787a,c3,c1,27,p1,?,surb={'id': '1a883694-da03-478c-ada0-84086b39a446', 'route': ['p1', 'e7', 'i11', 'x10', 'p3', 'c3']}
1769757254.8678906,SENT,862658eb-36bd-4f2d-830e-b0cd73f24bf0,dcf417cb-1491-4444-a128-d519be298fee,c1,c2,3383,?,p1,
1769757254.868022,CREATED,c8937656-b28e-4b73-8053-5fcf8c8c28d7,25d2d689-2a14-4260-9289-a34cdd86c658,c1,c2,26,?,?,surb={'id': '7938706b-617d-4627-9dff-f4808bae6e2c', 'route': ['p2', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769757254.8915396,RECEIVED,42e5b615-f5e3-4375-8548-6a368b132bef,6e2ef3d8-b439-493f-9fe6-14604619c718,c3,c1,27,p1,?,surb={'id': '1d14fd84-5f50-43ee-9077-5f38653cb233', 'route': ['p1', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769757254.9129496,RECEIVED,22ce7e51-b1ae-4bf4-b4d9-2ffadde64a83,0609352b-3825-43b4-b752-7686884b44af,c4,c1,27,p1,?,surb={'id': 'c23a3b2b-4f7f-418b-b298-58a50f0c6c9f', 'route': ['p1', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769757255.0136163,RECEIVED,a78e55d3-df08-459c-97a5-339edebdfdd8,877c60c4-6b85-416e-b258-aee2752f78be,c3,c1,27,p1,?,surb={'id': '2464a9c0-ac8e-478a-a981-4245745b123b', 'route': ['p1', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769757255.4553401,SENT,2cdb7a64-bf9e-4a9d-939f-2d98099692b8,1214439a-7ba7-4968-833a-11444248d8c7,c1,DROP,2027,?,p1,
1769757255.4554222,CREATED,4e116d37-7053-42a9-a194-d1a206cb529d,892c0588-6251-4ed8-8d7c-86c0ce11c3d6,c1,DROP,27,?,?,
1769757255.4835784,RECEIVED,c6e224db-af0a-4d19-a2c1-a506ea609bc2,2a32d108-1b8c-4634-a016-1102ca6121bd,c4,c1,27,p1,?,surb={'id': 'c440e4be-dbf8-41e6-a35c-f3bd82a4fa23', 'route': ['p1', 'e2', 'i4', 'x6', 'p1', 'c4']}
1769757255.5572436,SENT,7e5a38e2-4ccf-4b7f-bc29-1de732a08b88,ba3200f1-b28c-4f7f-939e-9273d046c287,c1,c2,3400,?,p1,
1769757255.5573385,CREATED,390b9db4-c1c5-4c82-91d5-2481749593d1,1177cb9e-15db-47b5-9a31-f94e96759bf0,c1,c2,27,?,?,surb={'id': 'a4ae0353-091e-48fb-85a3-529042d24a8f', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c1']}
1769757255.8608603,RECEIVED,cbbdf1e1-fd3b-4ee1-9253-a6f7f68cf26a,af5a54f7-b7a8-4ae1-ba15-7e3ef8d2b9d8,c4,c1,27,p1,?,surb={'id': '05818628-c115-43e1-a286-eb01f9ae0b1c', 'route': ['p1', 'e6', 'i6', 'x9', 'p1', 'c4']}
1769757256.0831594,RECEIVED,ca7c411b-6459-44b1-aeab-ba3757c26d0f,aeefcb85-6ab7-4dde-a89d-9879c5debeac,c4,c1,27,p1,?,surb={'id': '5b22c91f-7f84-415c-9a7c-c1bac00a211b', 'route': ['p1', 'e11', 'i9', 'x4', 'p1', 'c4']}
1769757256.169938,RECEIVED,242fd95d-db55-40f0-b585-8d0261eefa69,ff152cc9-c180-41b7-a5f6-6ea46ad7d41d,c3,c1,26,p1,?,surb={'id': '64ddb5c0-71b0-4413-99c8-e4e8b3194118', 'route': ['p1', 'e3', 'i10', 'x7', 'p3', 'c3']}
1769757256.1958337,RECEIVED,81d5b467-a819-4fd3-aced-be2c37f48896,d824cc3b-8174-4f9b-abc5-524242d2395a,c4,c1,27,p1,?,surb={'id': '703ca6f1-612e-4b9c-89c6-22dc0e1a8f3c', 'route': ['p1', 'e8', 'i4', 'x7', 'p1', 'c4']}
1769757256.4018383,RECEIVED,c83f4348-e173-4a3c-9f94-82e2b0d8f04f,f0e11b85-acbb-45ff-bf7d-dae003cd9c47,c4,c1,27,p1,?,surb={'id': '15129c86-1568-4947-8b04-ce597a9fb21a', 'route': ['p1', 'e12', 'i1', 'x1', 'p1', 'c4']}
1769757256.6792686,SENT,de8f6f8b-b7d1-41ab-805f-4b6802c816a6,8dcab166-870b-45f5-b575-521aaecf2262,c1,c2,3371,?,p1,
1769757256.6794033,CREATED,7cb630cb-8b54-4389-a1cf-94ec965cc865,92aad910-4e58-4c82-9e37-0d4f21503068,c1,c2,25,?,?,surb={'id': 'f0d7442f-0288-45e5-b4f0-063a14ec5eff', 'route': ['p2', 'e4', 'i2', 'x4', 'p1', 'c1']}
1769757257.2583528,RECEIVED,d480f910-5a05-4a85-aa9a-32840ad32ac4,2e5517da-6433-4563-9de2-df62ff04d11f,c4,c1,27,p1,?,surb={'id': '89f8d6df-45d5-4d9b-aa57-b5cc8bf6082c', 'route': ['p1', 'e8', 'i4', 'x8', 'p1', 'c4']}
1769757257.4062152,RECEIVED,eae95c92-23a5-4ee7-8e14-c62b6a1e8073,8c91a65c-894e-43ff-b90f-8563c94bd28f,c3,c1,27,p1,?,surb={'id': '26856aae-ceb3-4977-92f6-d9d53794ca84', 'route': ['p1', 'e1', 'i9', 'x8', 'p3', 'c3']}
1769757257.4463925,RECEIVED,5f658042-655b-4b88-9899-a5f0a91a05f3,bc79a8b0-4689-4490-a3eb-93555cd5ce5f,c4,c1,26,p1,?,surb={'id': 'e8b1ff28-c656-4c61-9efc-027695e9f987', 'route': ['p1', 'e5', 'i1', 'x8', 'p1', 'c4']}
1769757257.4983542,SENT,cbd87f3b-1655-4143-be3f-d0c69a9a7ad6,b9363f80-8b39-43b9-9869-4fd33bfe62d1,c1,c2,3397,?,p1,
1769757257.4984853,CREATED,99dd3a3d-57db-4318-88c4-2d432dcd5c2d,cd25b94a-0656-45b3-a8a4-6373da21ccef,c1,c2,27,?,?,surb={'id': 'cbef1180-f3fe-4f83-be0e-870e0763b726', 'route': ['p2', 'e5', 'i8', 'x5', 'p1', 'c1']}
1769757257.6506202,SENT,dd884bd3-9630-4898-a499-8fbdb6a46d7a,e5436cfb-4026-4db2-91a0-ae73b6b44ad7,c1,c2,3360,?,p1,
1769757257.650754,CREATED,1e8299f8-07fe-4202-a9e4-315afbcfa00b,6da5d7db-e755-4411-95e8-744a16b83ab3,c1,c2,27,?,?,surb={'id': 'c32ce116-7d23-4fbb-a2cf-66917a6f49f3', 'route': ['p2', 'e3', 'i8', 'x1', 'p1', 'c1']}
1769757257.7221227,SENT,65b99333-8cf8-4aa8-8c2c-a034885b33f2,affae647-dd37-41c9-b5fc-0ecfff20aa16,c1,c2,3360,?,p1,
1769757257.7222536,CREATED,ad8cce0d-9a8e-4122-aa8a-9bc99deee0b6,ea06067d-fafb-4cb8-834e-c1fa39082acd,c1,c2,27,?,?,surb={'id': '853cc9c5-1260-4147-be40-88a458b7a2fe', 'route': ['p2', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769757257.7358403,RECEIVED,e023fe16-1d22-484f-8803-5e92b8f9fbd1,4c323dae-99a9-449b-8947-219ee6044154,c3,c1,27,p1,?,surb={'id': '0770a3f1-9c47-48bf-a76c-bc4ff02bff8d', 'route': ['p1', 'e3', 'i4', 'x6', 'p3', 'c3']}
1769757257.862436,RECEIVED,f408c490-fe0d-4d3e-a5b3-e29bc45aa831,7d6597a2-9cad-4601-ba34-e7448b9c7b8a,c4,c1,27,p1,?,surb={'id': 'dd6220f6-1bf5-4201-b94e-3e7e63e26d10', 'route': ['p1', 'e1', 'i9', 'x9', 'p1', 'c4']}
1769757257.8721383,RECEIVED,a18b1b9e-59c8-40c8-80b1-3434df91668a,a291aded-5ec2-4c89-8a95-03bbeb500e39,c3,c1,27,p1,?,surb={'id': 'df4312a1-d918-41c5-b5bd-49e89544842b', 'route': ['p1', 'e8', 'i4', 'x9', 'p3', 'c3']}
1769757258.0466306,RECEIVED,688c0710-a6c6-40a5-b2af-be57747fa501,8aa97758-d7de-4831-bddc-085a73296fda,c3,c1,27,p1,?,surb={'id': '32c2baec-5c21-429f-801f-4d7cfe7feb26', 'route': ['p1', 'e3', 'i12', 'x11', 'p3', 'c3']}
1769757258.063301,SENT,c55ddfdc-c8ad-4ba6-927c-87e3d27ed666,8be6ecc9-b4b8-4e26-b970-93b9addf0cf5,c1,c2,3381,?,p1,
1769757258.063404,CREATED,c9e0f9dc-451f-40fd-b77f-efc6e2fe0660,f2ea1b70-c65d-42e4-bf71-031ff4d83aa7,c1,c2,26,?,?,surb={'id': 'f7b626f5-0018-412d-9312-a5b356b10b2e', 'route': ['p2', 'e11', 'i7', 'x3', 'p1', 'c1']}
1769757258.239221,RECEIVED,5da2b7e1-7f3b-4537-bbe7-aaa6085895cd,baf00a99-221e-426b-9cad-90953d709a8e,c4,c1,27,p1,?,surb={'id': 'cee42c59-02de-4544-b1cf-f4266f4eca74', 'route': ['p1', 'e1', 'i2', 'x7', 'p1', 'c4']}
1769757258.2607348,RECEIVED,4660e874-7912-4537-b447-fb36750a486b,9591a459-5ebb-4f63-a224-adf58ad3aee2,c3,c1,27,p1,?,surb={'id': '41d6f9e3-9930-4234-bdb7-9fd34844f7ea', 'route': ['p1', 'e11', 'i10', 'x2', 'p3', 'c3']}
1769757258.3087163,SENT,886d9735-61d8-47b2-b3ca-b75d2cfe66da,65390756-4df5-4555-bb99-7f0e51e7ef1e,c1,c2,3368,?,p1,
1769757258.3088245,CREATED,ef859894-3a66-4356-a747-a9a0f21a0fbf,e78ee546-8eb8-43d5-bee3-402a5bef675f,c1,c2,27,?,?,surb={'id': '7df7fa98-c69c-4b55-b334-b33487b9178f', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c1']}
1769757258.3500078,SENT,4164f2d4-25b2-46a6-8060-508fafe78736,f7455016-9146-4312-ab71-8e49d58b8abc,c1,DROP,2016,?,p1,
1769757258.3501277,CREATED,d93155a3-ae49-4730-861e-52ea1439b39d,c6355947-c80f-447f-9557-626ac73a6124,c1,DROP,27,?,?,
1769757258.3865747,RECEIVED,ab668016-5ddb-494b-868d-03fbdb7f3036,bf7023e1-5d0c-4d6e-a89a-5d5eabd1869b,c3,c1,27,p1,?,surb={'id': 'b3d04931-4e9a-47ba-af5c-061c7d2290e0', 'route': ['p1', 'e9', 'i7', 'x10', 'p3', 'c3']}
1769757258.414406,RECEIVED,09b163e4-cb65-4c7a-a0bf-fe8d2bdda58f,6b53108a-822e-468c-9b7f-018be5a09347,c3,c1,27,p1,?,surb={'id': 'a678ab9b-9f6c-4c65-aa8b-89f124c5010c', 'route': ['p1', 'e9', 'i6', 'x12', 'p3', 'c3']}
1769757258.5260215,RECEIVED,b2cbf04b-5a5a-4e7f-9c54-7057919e5f27,0b76c6c9-9a56-4a45-8f36-8415c0557239,c4,c1,26,p1,?,surb={'id': 'd02e91c7-cc39-4eff-944d-ca30976b7156', 'route': ['p1', 'e7', 'i1', 'x12', 'p1', 'c4']}
1769757258.5688274,RECEIVED,8efb18b6-6f9d-4225-8409-01f605447828,987684e8-85bc-448d-a5f1-9d11a46e379a,c4,c1,27,p1,?,surb={'id': 'fc377722-da28-41dc-a052-e06c655b9258', 'route': ['p1', 'e10', 'i5', 'x3', 'p1', 'c4']}
1769757258.761625,RECEIVED,c5a4dbd0-a81f-4d40-82f9-1c04495054a4,d19c1cb8-9f93-4641-b927-2079ecfd9d86,c3,c1,27,p1,?,surb={'id': '2fca2981-480d-4c6f-986d-cb744dd14964', 'route': ['p1', 'e7', 'i12', 'x7', 'p3', 'c3']}
1769757258.7748592,RECEIVED,953a1531-730f-43a7-a0a5-f100bc2352f1,c816f74a-609d-4e18-8f78-0556008a305a,c4,c1,27,p1,?,surb={'id': '7bd7733e-113b-4ee6-8713-8568cc4bbef3', 'route': ['p1', 'e12', 'i7', 'x4', 'p1', 'c4']}
1769757258.8260314,RECEIVED,e2eb0a13-1cd5-4f57-83b1-09ae530deee7,e0647574-906f-4b9f-a99d-097df1e139d2,c4,c1,27,p1,?,surb={'id': '89c8d081-1984-4864-8e4a-846482962696', 'route': ['p1', 'e6', 'i3', 'x10', 'p1', 'c4']}
1769757259.2743034,SENT,8d39fa92-fe66-48a7-8eda-e2d28eff5aa8,b1c188ad-7c25-455a-9605-98611fcc655c,c1,DROP,2033,?,p1,
1769757259.274465,CREATED,85ec822c-ad5a-4824-a913-6b1f5a66ca77,d6fe6582-3e6b-4618-ab6a-67034f1bd37a,c1,DROP,26,?,?,
1769757259.6306944,RECEIVED,43a9e35a-b55d-4e47-9c8c-33d605856cf5,6b2a1477-7efc-405c-bda0-32258b645d9f,c4,c1,26,p1,?,surb={'id': 'fa94082e-f84f-4cd5-8bed-e6b892404848', 'route': ['p1', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769757259.6859505,SENT,ddc90a65-36a5-4a2f-a91b-85ebab28e274,050a5ba6-dff8-436d-b8d3-71c1d5067a08,c1,DROP,2041,?,p1,
1769757259.6860182,CREATED,9bcad836-9b43-4348-8d1b-b269cb70b696,b6408999-c719-4104-8188-9aad88a934b7,c1,DROP,27,?,?,
1769757259.8170655,RECEIVED,8a9274ae-71f0-440d-93ca-7fdb73ef7ee0,6858367a-41f4-4d6d-b68d-fa4eb5d1ed5e,c3,c1,26,p1,?,surb={'id': 'cddd5ae9-738e-41c7-a6a9-8da6224a8fb6', 'route': ['p1', 'e4', 'i8', 'x2', 'p3', 'c3']}
1769757260.1732845,RECEIVED,2e57be0d-c310-46c8-aaab-cbfd192b7ec7,38ba1521-e8e6-4919-9bf7-9af3dcf09430,c3,c1,27,p1,?,surb={'id': '7390d757-ab9c-4f05-bb92-0b00d658e9ad', 'route': ['p1', 'e4', 'i8', 'x3', 'p3', 'c3']}
1769757260.232564,RECEIVED,1f79d3d2-98f6-4e55-890d-a29d868238f6,918abe86-ecd1-4ec7-a1bc-248ae0aa394d,c4,c1,27,p1,?,surb={'id': 'ff729f5c-febe-43e2-a9e9-4dd58592d922', 'route': ['p1', 'e6', 'i3', 'x9', 'p1', 'c4']}
1769757260.2373946,RECEIVED,9e98ba34-bc84-4b87-8585-4560402958d1,1d1cb580-1046-48c0-aa72-2423f8631378,c3,c1,27,p1,?,surb={'id': '19ab4d3f-1974-4790-a409-d984d4330ba5', 'route': ['p1', 'e7', 'i11', 'x10', 'p3', 'c3']}
1769757260.303014,SENT,ef1780df-b295-48b6-b329-f69239044b52,88975068-5298-49ed-b124-7cdb262d0429,c1,DROP,2022,?,p1,
1769757260.3030853,CREATED,e6603754-669d-43f7-937a-34b543379c99,45cb66d1-1487-4074-9a0c-ffdfdae37a16,c1,DROP,27,?,?,
1769757260.3706272,RECEIVED,85831992-bed8-402a-940c-9cd26a130cf9,440d0fc8-b6d1-43d0-82df-10314ad4e461,c4,c1,27,p1,?,surb={'id': '7518e9f2-e881-4017-979a-529379acb841', 'route': ['p1', 'e12', 'i10', 'x9', 'p1', 'c4']}
1769757260.4183583,RECEIVED,41ec2fcb-fac4-4fc9-95cd-488c7d241523,bc30fa42-912d-41f3-97ef-b772698f106f,c4,c1,27,p1,?,surb={'id': '91f5995d-0bf6-4043-ad6f-7fe1500ad9e0', 'route': ['p1', 'e11', 'i8', 'x11', 'p1', 'c4']}
1769757260.6224873,SENT,fa710ec4-6b30-4476-b33c-71ecff7f58ad,6f498481-b5a7-445d-af50-5a4aa176563c,c1,DROP,2016,?,p1,
1769757260.6226187,CREATED,72cb1bc0-f1e6-41b5-b452-2838e54bac25,bed70f83-c4eb-4c5c-8b6f-94eeba084e3a,c1,DROP,26,?,?,
1769757260.7531273,RECEIVED,c2ffec98-3e67-4df2-b6c3-43b69ce8aef7,c2b8d010-62a7-450e-9fb9-74eb6b422dde,c4,c1,27,p1,?,surb={'id': 'bdc949aa-aeb9-482b-a5f7-63590be28a94', 'route': ['p1', 'e5', 'i5', 'x6', 'p1', 'c4']}
1769757260.896771,RECEIVED,14e8f01b-9d28-4cf9-acb0-4314b603071d,58d144f0-e28a-4735-8022-c7b245efd50a,c4,c1,26,p1,?,surb={'id': '1bfa277e-1f99-44d3-a814-cebc4483cb0f', 'route': ['p1', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769757261.2433305,SENT,6085c90d-eba4-421b-879c-6b016c92e2ba,b6f0083d-e79c-40ae-af86-1343b0cdac57,c1,c2,3376,?,p1,
1769757261.2434487,CREATED,be746bb5-6c54-47a3-9b95-7d90ee8616be,03112cd8-bb5a-4d64-9313-9679d6a2963e,c1,c2,26,?,?,surb={'id': 'daa73080-3fac-4cb8-8162-2caaf8c5cc84', 'route': ['p2', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769757261.5012565,SENT,68456d79-612b-4706-b68c-db4921fef4c5,cce80be0-bf4c-426f-9bf2-20b8d5acf464,c1,c2,3360,?,p1,
1769757261.5014067,CREATED,a6974d80-938e-410c-b4d6-13d38721815e,233161ea-200a-4bc4-bcb9-9846f3a14ac4,c1,c2,27,?,?,surb={'id': '1e23ebbc-477b-4bf4-babd-2db14d53cfaa', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c1']}
1769757261.646028,SENT,e9f929af-aacf-48bc-aab8-ca20ec70b5cf,1643db41-096e-453a-a33a-c5a985b2945b,c1,c2,3367,?,p1,
1769757261.6462042,CREATED,a046c9ca-5dec-4dad-a500-79215b79e2ea,cf400351-bb57-4958-88a7-e0f5c08b9e48,c1,c2,27,?,?,surb={'id': '76aa1adc-ba53-4fc6-a7b5-8ecfd04e0c8f', 'route': ['p2', 'e2', 'i1', 'x9', 'p1', 'c1']}
1769757261.7295647,RECEIVED,eabc2604-a336-4843-8fb5-d39875358ec6,79fd2214-56df-4734-8faf-3f6f265a1531,c3,c1,26,p1,?,surb={'id': '0cc62db0-d0aa-4ad9-a34f-d6c8661dbc53', 'route': ['p1', 'e10', 'i12', 'x1', 'p3', 'c3']}
1769757261.8031006,RECEIVED,98a98b82-7a22-4bed-b059-2577201dc655,15ea0e87-5fd7-4100-8fb0-f7560182ab32,c4,c1,26,p1,?,surb={'id': '31140e4e-9f5b-4db1-9a6a-97818e89e4a5', 'route': ['p1', 'e1', 'i10', 'x3', 'p1', 'c4']}
1769757261.821158,SENT,a3f81228-e67c-4775-bce2-2f0f27c0c8ae,233787d6-395e-41ce-a7ad-5b9b5a363ad8,c1,c2,3375,?,p1,
1769757261.821308,CREATED,6aa7d542-d85e-4d17-bb6b-673ed5b6ee5f,a4e900d3-af9c-47e2-bdc6-00a4274c6903,c1,c2,27,?,?,surb={'id': '65254fa5-304d-40e5-968c-21c05e636da5', 'route': ['p2', 'e2', 'i8', 'x3', 'p1', 'c1']}
1769757262.597337,SENT,41922847-1846-45a8-9acf-d8d7a094deba,e565f2fd-6dc0-4a02-9a27-41f23fcfc14b,c1,c2,3360,?,p1,
1769757262.597429,CREATED,7f9bd4d4-9874-4c0c-a331-0d94bd5e6ff4,29e710db-ccf3-4d70-87b1-fb9a27248976,c1,c2,27,?,?,surb={'id': '22ce3d14-0fef-4adf-a0b0-ba7357c4eec7', 'route': ['p2', 'e12', 'i5', 'x9', 'p1', 'c1']}
1769757262.7488139,RECEIVED,25e7a859-9a5f-459b-8b1f-0e46bd72d8ee,583327e5-2691-4af3-9803-4f51ba52f606,c4,c1,27,p1,?,surb={'id': 'cf059a11-2577-4b99-bfe7-7bc2fd8e8c71', 'route': ['p1', 'e7', 'i7', 'x2', 'p1', 'c4']}
1769757262.7896128,RECEIVED,40c640ae-6c24-4f2d-b60e-6f170441405b,ba63f317-44d1-4dcf-9fe5-0e6b55736c6d,c3,c1,26,p1,?,surb={'id': '6f734798-bcd2-41fd-80ee-484e2d41f8ea', 'route': ['p1', 'e1', 'i5', 'x11', 'p3', 'c3']}
1769757263.0484765,RECEIVED,e9dd535a-33e5-4de0-979f-ec0271da5e9c,5a640259-b095-474d-8df0-838ec3919bca,c4,c1,27,p1,?,surb={'id': '855bf146-cf06-4805-8b70-9bde00026cee', 'route': ['p1', 'e11', 'i11', 'x6', 'p1', 'c4']}
1769757263.115845,RECEIVED,dbd6311d-ca76-4143-bc43-840dfb57df3a,5a6fb235-9d66-43b0-9c55-1f11eb597f85,c3,c1,27,p1,?,surb={'id': '8feaeb2e-e2ae-4f5b-83bf-8ce20d8570a9', 'route': ['p1', 'e2', 'i9', 'x5', 'p3', 'c3']}
1769757263.2964373,RECEIVED,4259a36b-940f-42cc-8791-fad4a3fa0a32,5438cedf-cc42-436f-9d8b-1c3c9bd0bf69,c3,c1,27,p1,?,surb={'id': 'bcd378b7-f4bd-46af-922b-23e6e34943db', 'route': ['p1', 'e2', 'i1', 'x8', 'p3', 'c3']}
1769757263.3123548,SENT,ef7490aa-9653-4cbf-9036-357f94409f01,26aa933e-68da-4228-8ba7-00be2f7b8234,c1,c2,3368,?,p1,
1769757263.312489,CREATED,5521bf92-24ac-4d26-8746-f597398152be,66ee8a13-0679-40b9-86b4-a0e98cef23cf,c1,c2,27,?,?,surb={'id': 'd6709050-2b0b-4404-b442-a266986ac762', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c1']}
1769757263.361908,RECEIVED,b632da40-9231-40be-a104-e75f9ba7a6f5,da19006d-250c-43cc-9d39-c322c586fe1d,c4,c1,26,p1,?,surb={'id': 'bb853251-1a1a-4a93-b327-e5b65d4ef9b3', 'route': ['p1', 'e12', 'i7', 'x1', 'p1', 'c4']}
1769757263.487976,RECEIVED,82fe4961-a62d-4051-b779-e8f52fda95a0,9ec9ea68-a99d-4ef0-abdb-9dd966cf4938,c4,c1,27,p1,?,surb={'id': '618872fa-3979-425d-bd4e-ee406e207e82', 'route': ['p1', 'e7', 'i11', 'x12', 'p1', 'c4']}
1769757263.4985425,SENT,a09e1862-b9d3-4a81-a767-9e9b47cf67e1,af3ab92a-b644-4f69-aefd-3f8029887bcc,c1,c2,3383,?,p1,
1769757263.4986157,CREATED,9c411a97-af8a-494f-a805-cd4d94d1c2d1,c36fdf7b-6af8-42ad-be1a-fca58f36d1b4,c1,c2,27,?,?,surb={'id': 'b8b7a7bb-2f2d-4452-ae61-9ba203d5c07c', 'route': ['p2', 'e3', 'i9', 'x4', 'p1', 'c1']}
1769757263.7481925,RECEIVED,a127f2a9-e716-4f3c-b072-a69bc0e1c59f,708de789-dcd2-4818-a1e1-1d01172e8a9a,c4,c1,27,p1,?,surb={'id': '016e96c7-47af-4631-83df-17f84ed056f6', 'route': ['p1', 'e10', 'i7', 'x10', 'p1', 'c4']}
1769757264.0477283,RECEIVED,d450c6e8-a2da-4b8e-a224-19b1e4fa8e2b,54ff8f5f-62a4-4096-a56c-8a0b8ed6f76c,c3,c1,27,p1,?,surb={'id': '617a7b89-f8a6-43ee-8cfe-22b3dc86ae3d', 'route': ['p1', 'e5', 'i7', 'x7', 'p3', 'c3']}
1769757264.0548508,SENT,311fe5fc-e76d-409e-8743-8fdc0c4b7e7d,4cd8144a-30e7-4f65-a338-22919248518c,c1,c2,3364,?,p1,
1769757264.0549822,CREATED,2bc7d36e-cddc-4a7e-b454-7ae229c3ad52,3e47d07b-9839-4eea-bda2-f808b4236d03,c1,c2,27,?,?,surb={'id': 'ed278fae-70d7-4d43-b479-591eb176f916', 'route': ['p2', 'e8', 'i1', 'x6', 'p1', 'c1']}
1769757264.0714,RECEIVED,a38e4500-4ef1-48a5-80e7-324be8553216,61d96b04-d867-4f6c-bad1-cdef88772d41,c3,c1,27,p1,?,surb={'id': 'e48695fa-ec47-4000-922c-373288c4115d', 'route': ['p1', 'e4', 'i3', 'x12', 'p3', 'c3']}
