timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769757168.6303427,SENT,8bf97105-76be-483a-a7c0-7f74f5a83b8a,c817280c-2db8-49a6-86df-3e79dbdaec28,c3,c1,3392,?,p3,
1769757168.6305017,CREATED,4888ddf6-68a8-44cc-ba18-1c04f11b3e6e,eb40cf0e-15d0-4b16-ace6-ff59d3d20833,c3,c1,27,?,?,surb={'id': '20087554-1cff-4083-986e-0e6e3fb4bd8b', 'route': ['p1', 'e2', 'i4', 'x5', 'p3', 'c3']}
1769757168.8962693,SENT,b59bbc33-240c-4df3-86f3-44ae45a6d38d,194bfe1f-a088-4888-9793-89159671536f,c3,DROP,2023,?,p3,
1769757168.8964007,CREATED,9457805e-92ea-4832-9c4a-ada5f2211242,dc1df115-ea03-4f96-b004-94e1b68456b9,c3,DROP,27,?,?,
1769757169.1069422,SENT,437c458b-3b6c-419b-9de3-f6bae3c6a454,3be966d0-35be-4cd8-abfa-824ceab7c550,c3,DROP,2031,?,p3,
1769757169.1070979,CREATED,aa8ddb15-250e-4a8e-9084-1914fcb7e086,cc374d37-876d-4c97-9adf-d01ddbad2ff7,c3,DROP,27,?,?,
1769757169.2487087,SENT,2450a8d8-464d-4d7b-8598-58baa5d4b50b,8154d854-50f0-4bad-84f4-b1aa8158a1d2,c3,c1,3379,?,p3,
1769757169.2488437,CREATED,01313df0-d2de-4c20-9743-75a815369673,e66e9251-8641-442c-a30e-805d0a4b4813,c3,c1,27,?,?,surb={'id': '3062d019-7e7f-4cd0-9fb2-4f6724064234', 'route': ['p1', 'e10', 'i8', 'x12', 'p3', 'c3']}
1769757169.4435997,SENT,5a595fd8-cf34-43e6-92f9-293520432ee1,156670d3-7ac0-4d4c-8e29-1a5474a21efe,c3,c1,3396,?,p3,
1769757169.4437513,CREATED,6c591dec-3bce-4e5d-923d-52ea692ab49a,bdc6043f-ff8e-49db-8731-1a22e834fa41,c3,c1,27,?,?,surb={'id': 'e9341b0d-3a75-4511-abc0-e3b325cbc51e', 'route': ['p1', 'e12', 'i8', 'x8', 'p3', 'c3']}
1769757169.7206147,SENT,d1c193fe-51ac-433e-8f39-085b113084f9,e0c219e8-8381-4495-a816-45e651f71651,c3,c1,3374,?,p3,
1769757169.7207425,CREATED,3c3822c4-4178-4824-a419-00dba20dea20,c9002573-cd8e-4c76-a49e-243d5966e26a,c3,c1,26,?,?,surb={'id': '4c2c02ff-f814-4961-812a-b7890d2b7ef2', 'route': ['p1', 'e8', 'i4', 'x10', 'p3', 'c3']}
1769757169.726567,SENT,4b5e4d14-83e4-451e-9464-d00015989875,84638ab9-91e8-4522-a8e0-9e48a8c5c8bb,c3,c1,3395,?,p3,
1769757169.726697,CREATED,8e77a901-2ed1-46f3-877a-57dbed700c5b,5ce98e38-7395-41f6-9fac-6f195305060b,c3,c1,27,?,?,surb={'id': 'e41a6e72-99b9-4a3d-a4d2-037bf04f3af4', 'route': ['p1', 'e10', 'i10', 'x11', 'p3', 'c3']}
1769757169.9403656,SENT,428ec520-0cf0-4516-be96-4abca706ebd2,f106cf5e-4906-4f6f-aa93-e32cb56ed554,c3,c1,3395,?,p3,
1769757169.9404905,CREATED,098daec0-cab7-4af5-8742-94180a52e266,76ca20f0-c694-486e-b85f-d33e5a425e67,c3,c1,27,?,?,surb={'id': 'aa78a185-f49b-4ae3-9d34-7d338dc25297', 'route': ['p1', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769757170.9628441,RECEIVED,d6c7c3d3-389c-4645-886a-dc62c3c365a8,945a02fb-029f-446a-a967-06e2faec9fc4,c2,c3,27,p3,?,surb={'id': '4a22f9b2-bd84-49c9-baca-2f59afc030df', 'route': ['p3', 'e10', 'i2', 'x2', 'p2', 'c2']}
1769757170.9887068,SENT,f6f557f8-e218-491d-b09c-56123efe3e0f,99c9bf5d-698c-418c-93d1-edd958b41273,c3,c1,3378,?,p3,
1769757170.9888368,CREATED,70ea9f6a-cf4c-4243-b2c1-4566eb2d5b3c,bbf84413-8a74-4cea-9eac-f093b0f5c030,c3,c1,26,?,?,surb={'id': 'd055ecca-8a26-4092-b70d-e0f5b6e60a72', 'route': ['p1', 'e10', 'i3', 'x1', 'p3', 'c3']}
1769757171.042763,SENT,615189d8-e54a-443e-9d5d-1c412d27d59f,7a8894b9-0262-4060-a938-aedf61c38905,c3,c1,3363,?,p3,
1769757171.0429418,CREATED,513dfcfb-10d6-4e53-aee3-cc21a827bc3a,fecd8ce4-3fd9-474d-a518-26f079c21a3c,c3,c1,27,?,?,surb={'id': 'c74414d8-450f-4c35-8f92-55ec26e7d0b7', 'route': ['p1', 'e5', 'i5', 'x8', 'p3', 'c3']}
