timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467937.1179838,SENT,d4d2eede-a2e1-4a43-9a0a-a2f3c372be3d,deebeafd-8e98-4cd3-9a5a-cbe073da0885,c4,c3,3395,?,p1,
1769467937.1182382,CREATED,d6a0d472-1568-47af-bdcc-69213c4bb3b7,49cef9f8-422b-461e-bafb-d1f2c4895bf5,c4,c3,27,?,?,surb={'id': '5a26a1c0-b7d9-41dd-8b67-8b95c5cda22b', 'route': ['p3', 'e10', 'i12', 'x9', 'p1', 'c4']}
1769468181.7656522,CREATED,dc60b743-056e-45ea-80cf-9fc788b08c52,20bf6c12-51bb-4b44-97cf-bf5b560732f8,c4,c3,27,?,?,surb={'id': '518ced6f-9597-4588-b773-d966bf3053f7', 'route': ['p3', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769468182.2537878,SENT,a3e929af-9ddf-450b-8eb7-e1746d8a330d,073560f4-aeef-464e-bb8b-e94d062260e0,c4,c3,3382,?,p1,
1769468182.2539406,CREATED,8d585cb7-590c-4f05-80a4-de1c99c4b23e,20bf6c12-51bb-4b44-97cf-bf5b560732f8,c4,c3,27,?,?,surb={'id': '518ced6f-9597-4588-b773-d966bf3053f7', 'route': ['p3', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769468182.2926154,RECEIVED,bf107d3e-4e43-4d32-a60f-5ee7feedb982,d3c51e98-80c1-4a76-841e-8d1eb55a738e,c2,c4,26,p1,?,surb={'id': '1ce990dc-89a3-4b70-a835-73e1e80ced27', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769468182.4696298,SENT,4249abaf-b6f3-4298-a0a3-e09a223caab2,10d0a438-2677-4f00-895f-2f0a0f677b58,c4,c3,3400,?,p1,
1769468182.4696896,CREATED,7760b212-6a9b-46a9-9d95-8f360dce85b7,95d03e82-bdf0-4612-a421-02e37867c341,c4,c3,27,?,?,surb={'id': 'de0de6bc-6974-40e9-b953-80921386ed04', 'route': ['p3', 'e4', 'i12', 'x9', 'p1', 'c4']}
1769468182.4761498,SENT,bb090646-af82-452d-bf4f-b457e87fc196,ccfad69a-5b15-453c-a7d7-a9d08f7f0c21,c4,c3,3367,?,p1,
1769468182.4762526,CREATED,df8c3e86-985d-4dd7-a04e-7b862854729a,95d03e82-bdf0-4612-a421-02e37867c341,c4,c3,27,?,?,surb={'id': 'de0de6bc-6974-40e9-b953-80921386ed04', 'route': ['p3', 'e4', 'i12', 'x9', 'p1', 'c4']}
1769468182.5705514,SENT,443a1506-4eec-4533-8f21-bd0287b407c1,1a2b363c-d1ca-4f00-9231-eb84d8fc3edc,c4,c3,3380,?,p1,
1769468182.570611,CREATED,0833b461-3e80-4f2d-9afa-228fc4a37371,7fe2b060-98bf-48d9-890f-7032446c870b,c4,c3,27,?,?,surb={'id': 'b7c9e01c-bfe6-42e9-b61a-9efdf6e7f647', 'route': ['p3', 'e8', 'i11', 'x1', 'p1', 'c4']}
1769468182.6610625,SENT,e5a371df-273f-4ac1-9bda-4fa41c370d1a,3f8ab1eb-4e44-4383-87d5-727d57a955d9,c4,c3,3400,?,p1,
1769468182.661124,CREATED,0875d0cb-a579-4ef9-986e-9ec0609d8fb8,7fe2b060-98bf-48d9-890f-7032446c870b,c4,c3,27,?,?,surb={'id': 'b7c9e01c-bfe6-42e9-b61a-9efdf6e7f647', 'route': ['p3', 'e8', 'i11', 'x1', 'p1', 'c4']}
1769468182.809932,RECEIVED,f94b0ed7-446a-4936-a020-7d1731ef40b9,3da27326-db46-4b3f-8553-0b0d735706a6,c2,c4,27,p1,?,surb={'id': '2f48b170-479c-49c4-b17a-4bc88ea62da1', 'route': ['p1', 'e11', 'i9', 'x3', 'p2', 'c2']}
1769468182.822576,SENT,07ea4a7f-a9c8-4172-8711-d969dbf60cfe,363c814c-36ba-4358-91f6-7ebb401f6030,c4,c3,3360,?,p1,
1769468182.8226793,CREATED,2d2fd045-e0fd-4925-93b3-f431c13a4bf9,8e06d4f3-da26-4ca2-b941-77ec08e7fb88,c4,c3,25,?,?,surb={'id': '889d948a-6f02-4959-b91d-575f94f02313', 'route': ['p3', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769468182.9282005,RECEIVED,179ee4d0-123c-4fb8-b29d-cd80114a9920,57a9c34a-c4cf-45b4-86aa-460ea8fe321f,c2,c4,26,p1,?,surb={'id': '07816a99-3db8-4fd7-8e50-5d87d774d817', 'route': ['p1', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769468183.113497,RECEIVED,48a3d073-1985-4831-bcf1-6de9a7c11c4b,ed530b93-08ee-4c16-863d-d7b06d29ff27,c2,c4,26,p1,?,surb={'id': '77c4417b-761f-4746-9791-2861a45fdca4', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769468183.190354,SENT,aeb0162d-cb72-4806-9302-806d458a2ce6,47ac70fb-b7d5-40cd-bffa-116d228fb419,c4,c3,3363,?,p1,
1769468183.1904864,CREATED,b266f546-7cba-4370-b2c0-69be711a0f47,8e06d4f3-da26-4ca2-b941-77ec08e7fb88,c4,c3,25,?,?,surb={'id': '889d948a-6f02-4959-b91d-575f94f02313', 'route': ['p3', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769468183.222134,RECEIVED,b76941fd-68ab-40ee-9710-7dca48aa19dd,c361e3ae-ade9-4fd8-9217-a8a781948e36,c2,c4,27,p1,?,surb={'id': '4b5c9ddd-f4f5-49f8-9595-72bcf3197129', 'route': ['p1', 'e1', 'i6', 'x9', 'p2', 'c2']}
1769468183.3766713,RECEIVED,353c360a-9baf-47d8-9a4a-04b060a38d37,c74f686f-18d1-40a4-a522-97596c44f3b8,c2,c4,26,p1,?,surb={'id': '4fb976dc-1080-48ae-8940-bb9525bdc3ee', 'route': ['p1', 'e3', 'i3', 'x4', 'p2', 'c2']}
1769468183.5052407,SENT,41598197-5322-43d9-bb88-90984ed0bcf8,905ad806-d236-4b19-a0ba-1c6d40930db4,c4,c3,3380,?,p1,
1769468183.505334,CREATED,d7d33781-6c63-45ee-acce-4ffdf2283143,e063ecf5-c722-461f-9d56-ec2ae4f8b77b,c4,c3,26,?,?,surb={'id': '0cadc386-b345-4f90-930d-efe3f92d112a', 'route': ['p3', 'e9', 'i6', 'x6', 'p1', 'c4']}
1769468183.510758,RECEIVED,05127734-5cd3-410e-9786-b62a1c862aa5,ed530b93-08ee-4c16-863d-d7b06d29ff27,c2,c4,26,p1,?,surb={'id': '77c4417b-761f-4746-9791-2861a45fdca4', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769468183.5771716,RECEIVED,d6aeceb3-6d12-4731-8677-b514f42feac0,3da27326-db46-4b3f-8553-0b0d735706a6,c2,c4,27,p1,?,surb={'id': '2f48b170-479c-49c4-b17a-4bc88ea62da1', 'route': ['p1', 'e11', 'i9', 'x3', 'p2', 'c2']}
1769468183.7612622,RECEIVED,7eca70f5-8acf-4e7d-b477-aa1d07770d23,7be73806-265c-41b0-86dc-c65eefa11608,c2,c4,27,p1,?,surb={'id': '2991ef5f-52c7-4abb-af3b-c61827c2166b', 'route': ['p1', 'e10', 'i1', 'x11', 'p2', 'c2']}
1769468183.8972998,SENT,54bdc155-bede-4bb1-ae28-f5da3cc871ab,eee37c97-f1bd-433f-a623-d612a1141c00,c4,c3,3375,?,p1,
1769468183.8974476,CREATED,d02d07dc-3d22-4c82-bbf6-0d007e2c456f,e063ecf5-c722-461f-9d56-ec2ae4f8b77b,c4,c3,26,?,?,surb={'id': '0cadc386-b345-4f90-930d-efe3f92d112a', 'route': ['p3', 'e9', 'i6', 'x6', 'p1', 'c4']}
1769468183.9094703,RECEIVED,b27898d0-efec-45f4-b2a1-0ec41950acdd,d3c51e98-80c1-4a76-841e-8d1eb55a738e,c2,c4,26,p1,?,surb={'id': '1ce990dc-89a3-4b70-a835-73e1e80ced27', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769468183.985217,SENT,c1e70f3a-5582-4307-8a78-2c0c4c31d476,d6623df0-607b-4924-93f1-0a78aafb3ef5,c4,c3,3359,?,p1,
1769468183.9853683,CREATED,2d798755-09b3-49f5-a0a2-f4aea7feb6f6,691b1586-cd62-4ffc-8ea6-abe79ef67fd6,c4,c3,26,?,?,surb={'id': '2bf69aa9-ec5c-4527-93e0-1e7d863f60fc', 'route': ['p3', 'e1', 'i12', 'x11', 'p1', 'c4']}
1769468184.1320848,RECEIVED,1713b06c-d450-4292-8af5-0379a1a1b8e6,c74f686f-18d1-40a4-a522-97596c44f3b8,c2,c4,26,p1,?,surb={'id': '4fb976dc-1080-48ae-8940-bb9525bdc3ee', 'route': ['p1', 'e3', 'i3', 'x4', 'p2', 'c2']}
1769468184.4092886,SENT,ca0d82ed-471b-43f8-b300-8e19c29e0860,6c2da4d0-a1cd-4e30-92cc-4beec37928d3,c4,c3,3363,?,p1,
1769468184.4093506,CREATED,08ffa34d-cb32-4f28-9a47-1237172937b3,691b1586-cd62-4ffc-8ea6-abe79ef67fd6,c4,c3,26,?,?,surb={'id': '2bf69aa9-ec5c-4527-93e0-1e7d863f60fc', 'route': ['p3', 'e1', 'i12', 'x11', 'p1', 'c4']}
1769468184.468037,RECEIVED,99d3bc94-03da-45f5-ac78-ce529623d095,d14dd8fe-d3dd-4ddd-a0b4-98891089f515,c2,c4,26,p1,?,surb={'id': 'ea5ec832-7630-4989-b57b-f1e7ef41f670', 'route': ['p1', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769468184.7513084,RECEIVED,a70d20d6-30e2-4693-97df-727655346622,7be73806-265c-41b0-86dc-c65eefa11608,c2,c4,27,p1,?,surb={'id': '2991ef5f-52c7-4abb-af3b-c61827c2166b', 'route': ['p1', 'e10', 'i1', 'x11', 'p2', 'c2']}
1769468184.811106,SENT,4d26ca71-d43c-4697-8aa7-a209064b408d,1e63f376-eaf8-4424-91e6-757e4a595413,c4,c3,3379,?,p1,
1769468184.8113937,CREATED,8fc32769-30d5-444b-a859-bac67b5c32c8,32cdde1d-f011-4032-a278-a11e2390dae5,c4,c3,27,?,?,surb={'id': '174d9744-2ecf-4653-8196-21e5713c7139', 'route': ['p3', 'e1', 'i8', 'x6', 'p1', 'c4']}
1769468185.1492848,SENT,fe6e92db-0b08-4834-bdee-80683290d49e,12a2c423-42dc-41db-b06d-6d6241e3fca1,c4,c3,3376,?,p1,
1769468185.1493895,CREATED,09bf3a63-d3ae-442f-bbc8-fa02aeb4e7fa,32cdde1d-f011-4032-a278-a11e2390dae5,c4,c3,27,?,?,surb={'id': '174d9744-2ecf-4653-8196-21e5713c7139', 'route': ['p3', 'e1', 'i8', 'x6', 'p1', 'c4']}
1769468185.2957113,RECEIVED,5f2730b4-9279-48ae-a49a-862ea21cb4ce,1ce5c255-fea6-409f-bdfa-1cd1af6d851b,c2,c4,27,p1,?,surb={'id': 'f1563d34-742d-4c13-8f49-fdf914322152', 'route': ['p1', 'e4', 'i12', 'x5', 'p2', 'c2']}
1769468185.297934,RECEIVED,a934f429-17f5-4d6f-b299-a0388dcad680,018dad0d-d042-4a8d-badd-93a77c6388ae,c2,c4,26,p1,?,surb={'id': 'bd624353-bf9b-4988-9ab6-5cc7d501c976', 'route': ['p1', 'e11', 'i12', 'x10', 'p2', 'c2']}
1769468185.3776553,SENT,b255875c-9a8b-4864-b9ef-34adf440da43,add3dd49-9414-4a57-b168-ba33f9e42624,c4,c3,3359,?,p1,
1769468185.377756,CREATED,c3a8e4d3-7a90-4159-bfff-cd4a25970696,912817de-7270-43f0-8797-994537c1fd50,c4,c3,27,?,?,surb={'id': '6da2ade5-e647-4524-819c-5e3813537f06', 'route': ['p3', 'e9', 'i7', 'x10', 'p1', 'c4']}
1769468185.4877293,SENT,d45fff43-bf58-4493-bff3-6cedf3d3b5bc,0109415e-8de8-4079-b3de-8aa778c98125,c4,c3,3396,?,p1,
1769468185.4878294,CREATED,abc4ea71-824e-4646-a81b-322a96949ed6,912817de-7270-43f0-8797-994537c1fd50,c4,c3,27,?,?,surb={'id': '6da2ade5-e647-4524-819c-5e3813537f06', 'route': ['p3', 'e9', 'i7', 'x10', 'p1', 'c4']}
1769468185.5409858,RECEIVED,d236e0a0-464d-4c8d-b84c-19e01e392118,3b2bef46-fad6-41dd-a6a6-27666634862b,c2,c4,26,p1,?,surb={'id': '2755be5c-817b-4577-be3c-e202af2547eb', 'route': ['p1', 'e4', 'i8', 'x12', 'p2', 'c2']}
1769468185.797646,SENT,59c541b4-547e-4632-bc6c-c084f8d084c0,a73c400b-8e32-4bed-b05a-53c85e34bd01,c4,c3,3388,?,p1,
1769468185.797792,CREATED,04c76676-9b4a-4259-8feb-0cda99dcc823,77ec890b-98f0-43bb-b857-60d1f7391e23,c4,c3,27,?,?,surb={'id': '7d4e705b-0e37-4797-b8f9-db0b3ef2220d', 'route': ['p3', 'e1', 'i11', 'x5', 'p1', 'c4']}
1769468186.2293322,SENT,12f878b1-af5c-4d0d-be2a-4c0241accce7,4d6b6275-758e-46bc-8f66-c19947a7abf0,c4,c3,3399,?,p1,
1769468186.2294664,CREATED,4e8fab51-e19b-4cbf-b34c-41cdd825db07,77ec890b-98f0-43bb-b857-60d1f7391e23,c4,c3,27,?,?,surb={'id': '7d4e705b-0e37-4797-b8f9-db0b3ef2220d', 'route': ['p3', 'e1', 'i11', 'x5', 'p1', 'c4']}
1769468186.2538989,SENT,72d10275-aa40-4241-bfe4-4ee8e4ab4a38,151e7129-70a2-44b8-8554-a20dca07e649,c4,c3,3365,?,p1,
1769468186.2540293,CREATED,476d9abd-2601-4657-a48a-7ee600719d99,304145cf-7821-449b-a1d5-8c7b56802021,c4,c3,27,?,?,surb={'id': '37748aaf-6db5-4053-8923-dde29aff1ab3', 'route': ['p3', 'e10', 'i3', 'x5', 'p1', 'c4']}
1769468186.2735698,RECEIVED,0cbf6b9b-dc83-4ab0-aac3-3ca92ab348cf,d14dd8fe-d3dd-4ddd-a0b4-98891089f515,c2,c4,26,p1,?,surb={'id': 'ea5ec832-7630-4989-b57b-f1e7ef41f670', 'route': ['p1', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769468186.282442,RECEIVED,d182a249-d904-481e-a52e-2d6993f3f839,018dad0d-d042-4a8d-badd-93a77c6388ae,c2,c4,26,p1,?,surb={'id': 'bd624353-bf9b-4988-9ab6-5cc7d501c976', 'route': ['p1', 'e11', 'i12', 'x10', 'p2', 'c2']}
1769468186.288024,SENT,289819d3-f95b-4d86-a432-d89e47611a83,a990c2b4-9156-439a-96ad-68dc809ad84b,c4,c3,3384,?,p1,
1769468186.2881985,CREATED,980c57f5-52e8-41a8-bc1d-7ac63b08d392,304145cf-7821-449b-a1d5-8c7b56802021,c4,c3,27,?,?,surb={'id': '37748aaf-6db5-4053-8923-dde29aff1ab3', 'route': ['p3', 'e10', 'i3', 'x5', 'p1', 'c4']}
1769468186.4859493,SENT,09fefd7a-fd14-4448-884f-dbb0117d8953,b9d5acc8-c7c4-4b67-8ea2-675b1f0578c5,c4,c3,3399,?,p1,
1769468186.4860754,CREATED,c66e8f91-beb1-475b-8602-715a1c824854,87a40bc7-eaa1-4dfe-96c4-0dc80f94ee2b,c4,c3,26,?,?,surb={'id': 'a78beff1-7248-40d7-82fd-6864ba25045e', 'route': ['p3', 'e10', 'i12', 'x10', 'p1', 'c4']}
1769468186.5470288,SENT,d44af849-bfb4-460f-949e-bb6aa6f03304,e2590bda-5e96-408f-946d-2bba90024c4e,c4,c3,3387,?,p1,
1769468186.5471854,CREATED,0ac3e5a7-290f-48b2-a68b-66358caeb283,87a40bc7-eaa1-4dfe-96c4-0dc80f94ee2b,c4,c3,26,?,?,surb={'id': 'a78beff1-7248-40d7-82fd-6864ba25045e', 'route': ['p3', 'e10', 'i12', 'x10', 'p1', 'c4']}
1769468186.8244758,RECEIVED,11e3156b-3d11-48f3-be28-630137ae6109,509d476b-3986-4fbf-9673-a9843f717856,c2,c4,27,p1,?,surb={'id': 'ce1f09be-0adc-413b-a494-24d1ca6c4229', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769468187.113263,SENT,d63f9088-fce9-4e25-a614-d868df642feb,c7329b3c-c615-4839-b295-c79dccd1e56c,c4,c3,3393,?,p1,
1769468187.1133592,CREATED,602d9418-8184-441d-a116-59704fbeb74b,7fa690ec-1be3-4ee0-9ece-9e8b3dae5295,c4,c3,26,?,?,surb={'id': '646f5692-89ca-4ccc-8863-80bfd15c99a7', 'route': ['p3', 'e11', 'i3', 'x9', 'p1', 'c4']}
1769468187.460216,RECEIVED,366ad4ef-94a0-4e0b-b2f9-9c9c67c42a22,509d476b-3986-4fbf-9673-a9843f717856,c2,c4,27,p1,?,surb={'id': 'ce1f09be-0adc-413b-a494-24d1ca6c4229', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769468187.4628654,SENT,3c7ee70d-0df6-4ce7-b8dc-969056b080f8,6b5fad52-4ba9-470d-8dfe-e79a97431535,c4,c3,3396,?,p1,
1769468187.4629378,CREATED,b0b1ee83-dce6-4fec-b21f-d853a861de67,7fa690ec-1be3-4ee0-9ece-9e8b3dae5295,c4,c3,26,?,?,surb={'id': '646f5692-89ca-4ccc-8863-80bfd15c99a7', 'route': ['p3', 'e11', 'i3', 'x9', 'p1', 'c4']}
1769468188.07846,SENT,2aaa6708-61f6-44ba-b71d-bc18e775214d,eba92a94-15b5-42e7-b598-f4aa2ac61cb8,c4,c3,3399,?,p1,
1769468188.0785706,CREATED,4ac19342-20f2-486b-a935-0ed37c90db94,895acc07-e56c-42f9-a881-d33067fb5878,c4,c3,27,?,?,surb={'id': '886cfc5d-411f-4fed-87ab-015fb990f99e', 'route': ['p3', 'e8', 'i6', 'x11', 'p1', 'c4']}
1769468188.4364367,SENT,295f1421-274b-4b09-9e4f-ab82d191ff92,f5611aa0-67e0-448a-9570-96a84afe73a8,c4,c3,3359,?,p1,
1769468188.4365456,CREATED,68c60d49-0da1-488f-8fb5-fe7795af4ecd,895acc07-e56c-42f9-a881-d33067fb5878,c4,c3,27,?,?,surb={'id': '886cfc5d-411f-4fed-87ab-015fb990f99e', 'route': ['p3', 'e8', 'i6', 'x11', 'p1', 'c4']}
1769468188.7180107,RECEIVED,380e6dca-f177-49ff-b237-8190dc9f8142,b2dc795c-7b07-4e5c-a9a1-4a4e1ebf5ff4,c2,c4,27,p1,?,surb={'id': '7b6f2e6a-33e3-4621-9a6e-eced6ef35f99', 'route': ['p1', 'e9', 'i7', 'x5', 'p2', 'c2']}
1769468188.956686,RECEIVED,0cdc2d63-90d1-4bb4-a9c5-a2f0f26ed0b5,c9284d0a-4d52-47f2-baf7-ce715e23183b,c2,c4,27,p1,?,surb={'id': '2879dec7-6cb7-4489-9ba6-b3f34c04684d', 'route': ['p1', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769468189.1497989,RECEIVED,f4778e79-be41-498d-9255-30e9ad2dd464,4f985032-256f-48d2-a862-5744d6d89ab6,c2,c4,27,p1,?,surb={'id': 'c13a3b91-ae08-40e6-b3e1-2b1fcebeaf41', 'route': ['p1', 'e9', 'i11', 'x3', 'p2', 'c2']}
1769468189.1919558,RECEIVED,f76716e3-d697-4fef-8ce2-ff225cf35cd8,e04460ce-1499-43fb-a058-57ef209ccbb1,c2,c4,26,p1,?,surb={'id': '8e428276-6bfe-48e2-ac86-c526cb50eebc', 'route': ['p1', 'e3', 'i2', 'x6', 'p2', 'c2']}
1769468189.6452668,RECEIVED,3f8b3ba6-ad25-4829-8191-d261926eae2a,e04460ce-1499-43fb-a058-57ef209ccbb1,c2,c4,26,p1,?,surb={'id': '8e428276-6bfe-48e2-ac86-c526cb50eebc', 'route': ['p1', 'e3', 'i2', 'x6', 'p2', 'c2']}
1769468189.667846,RECEIVED,315de6d1-7db3-43a4-a890-adb2c5da3a4e,6ea876b2-4ef7-4983-af6b-6ed6ed528c8a,c2,c4,26,p1,?,surb={'id': '66ca3710-9293-4f81-bb61-6e9eca46b0d8', 'route': ['p1', 'e7', 'i2', 'x10', 'p2', 'c2']}
1769468189.8127453,RECEIVED,4c328f88-72f8-4514-b32b-a2032b846886,5ce9330c-3d41-4419-ab3c-da26da62d682,c2,c4,27,p1,?,surb={'id': '57d6071a-5f86-4414-81fb-4d67a625fda8', 'route': ['p1', 'e10', 'i11', 'x12', 'p2', 'c2']}
1769468190.2072637,RECEIVED,a045ea77-2a63-4e36-9cf6-726e94337c2a,4f985032-256f-48d2-a862-5744d6d89ab6,c2,c4,27,p1,?,surb={'id': 'c13a3b91-ae08-40e6-b3e1-2b1fcebeaf41', 'route': ['p1', 'e9', 'i11', 'x3', 'p2', 'c2']}
1769468190.4633987,SENT,8e217192-2708-4a9f-a4e9-96af0bae466d,31e1b6b0-e5ba-475a-9097-f96488ced083,c4,c3,3392,?,p1,
1769468190.463484,CREATED,663fc02b-0f77-4d62-b7a6-9c7cbf52ea5c,605c147d-6b7d-4e50-b811-2c6168dd03e9,c4,c3,27,?,?,surb={'id': '87ba5ca9-166f-4582-97e5-7e37b30caf90', 'route': ['p3', 'e5', 'i4', 'x8', 'p1', 'c4']}
1769468190.5703568,SENT,79949e52-5cc8-4938-b021-b2ce20fffcc1,609e2904-e9f4-432a-9143-94e1bdb03fb3,c4,c3,3371,?,p1,
1769468190.5704548,CREATED,8fa8bfef-24c1-4df2-aa89-b290c44f9b2a,605c147d-6b7d-4e50-b811-2c6168dd03e9,c4,c3,27,?,?,surb={'id': '87ba5ca9-166f-4582-97e5-7e37b30caf90', 'route': ['p3', 'e5', 'i4', 'x8', 'p1', 'c4']}
1769468190.7869763,SENT,d46e664c-05a9-464a-9e41-f3f64cd7d636,4cdd2cbb-92ab-4edf-80c7-c7f3c075c062,c4,c3,3377,?,p1,
1769468190.7871408,CREATED,3ba8a4fb-14b7-4584-9571-5bd560b6d43d,f88b9e8d-244a-49e9-9fed-f2de7482f700,c4,c3,27,?,?,surb={'id': '14677254-458e-4e1b-8024-039e1e08e42b', 'route': ['p3', 'e5', 'i3', 'x1', 'p1', 'c4']}
1769468190.8127568,RECEIVED,2dead8d8-cdfb-403c-94c9-e45df54c6f9d,8fe7604d-bf9b-4e6f-9188-1591d9c78287,c2,c4,26,p1,?,surb={'id': '01ac7ba5-cd59-4194-88f0-cb5fbeb33658', 'route': ['p1', 'e9', 'i12', 'x11', 'p2', 'c2']}
1769468191.0749135,SENT,629f614a-39ed-4916-9867-7f84915a8f26,ff840a8d-c255-42e9-9da4-8e700c57101a,c4,c3,3383,?,p1,
1769468191.0750437,CREATED,5d22b4a7-2d66-4104-873e-2d0758a3be21,f88b9e8d-244a-49e9-9fed-f2de7482f700,c4,c3,27,?,?,surb={'id': '14677254-458e-4e1b-8024-039e1e08e42b', 'route': ['p3', 'e5', 'i3', 'x1', 'p1', 'c4']}
1769468191.4691217,SENT,22beea42-efcf-4963-93bd-6233fa532076,fae7019a-ed00-40c9-86a1-0bd1aab2c4fd,c4,c3,3360,?,p1,
1769468191.4692574,CREATED,85b3e0ad-f7ea-4c61-b530-fa42634b1169,deeba6fb-df71-477d-a122-92d4d7a977fc,c4,c3,27,?,?,surb={'id': 'eb8a09aa-50f1-4ce1-b25f-dda05dbd0f56', 'route': ['p3', 'e10', 'i5', 'x1', 'p1', 'c4']}
1769468191.5945375,SENT,6372392f-6638-48c4-a21f-7cbd45d1a9fa,2b7fd03b-0bc4-4fbd-b093-fd87edd8aac8,c4,c3,3380,?,p1,
1769468191.5946653,CREATED,230f6b2f-257c-4d81-97a3-484598bbde90,deeba6fb-df71-477d-a122-92d4d7a977fc,c4,c3,27,?,?,surb={'id': 'eb8a09aa-50f1-4ce1-b25f-dda05dbd0f56', 'route': ['p3', 'e10', 'i5', 'x1', 'p1', 'c4']}
1769468192.0254266,SENT,83c10172-f4f4-44c3-8c25-80b315741a47,a8aea7ed-de59-49b6-8b57-47d9bfd999d2,c4,c3,3381,?,p1,
1769468192.0255134,CREATED,b683a756-85db-46c8-bab8-61aadffafec5,c2ef9234-9308-455d-8266-5f762db3ee59,c4,c3,27,?,?,surb={'id': '82c1673a-70a4-44cb-bd5f-6c1c655a5d79', 'route': ['p3', 'e10', 'i12', 'x10', 'p1', 'c4']}
1769468192.234669,RECEIVED,27a449df-8154-4030-a363-94d185345728,175ad039-85f5-4159-9b5e-f04183f6392d,c2,c4,27,p1,?,surb={'id': '7df81420-c76e-4b9e-b8fa-7387c4eba4aa', 'route': ['p1', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769468192.2473826,SENT,f6eb1c69-c73f-4296-b5ef-6d7eef465075,71b77ce3-8b56-4516-abac-08c2789b540b,c4,c3,3395,?,p1,
1769468192.2474535,CREATED,f6181aa8-fdad-4e4e-a0ca-2363656f41d9,c2ef9234-9308-455d-8266-5f762db3ee59,c4,c3,27,?,?,surb={'id': '82c1673a-70a4-44cb-bd5f-6c1c655a5d79', 'route': ['p3', 'e10', 'i12', 'x10', 'p1', 'c4']}
1769468192.2860248,SENT,91aac0a2-c47f-4f20-b623-cabf1ce8e887,acafbca0-3933-48e8-b403-2d52e866afa6,c4,c3,3379,?,p1,
1769468192.2861168,CREATED,de784897-64f9-4cb3-9dc5-0310f969f982,87f90dfb-262c-4b5d-8fc5-50ba1ca8ca07,c4,c3,27,?,?,surb={'id': '68032725-0c91-4dc4-8a09-86226bfdfba5', 'route': ['p3', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769468192.3565354,SENT,08e038be-7d4d-4c02-b533-6b50ba15908c,ef9e49aa-1931-4122-aeca-4bbff6d3ca25,c4,c3,3395,?,p1,
1769468192.3566215,CREATED,ef1095c5-21c8-49a6-9035-e5cdac188013,87f90dfb-262c-4b5d-8fc5-50ba1ca8ca07,c4,c3,27,?,?,surb={'id': '68032725-0c91-4dc4-8a09-86226bfdfba5', 'route': ['p3', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769468192.401639,RECEIVED,082e2459-a40f-4be3-8077-96f74eb0f43f,175ad039-85f5-4159-9b5e-f04183f6392d,c2,c4,27,p1,?,surb={'id': '7df81420-c76e-4b9e-b8fa-7387c4eba4aa', 'route': ['p1', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769468192.4392529,SENT,9be18afb-0552-4a94-9185-8bad53dce9cb,c4c88ae2-dbe4-49fe-acb6-cbd7895459fd,c4,c3,3379,?,p1,
1769468192.4393399,CREATED,3140f7cf-37ae-49e9-b549-525dbf0c5139,24cc01da-2d10-4f85-88ec-3015a084ce48,c4,c3,27,?,?,surb={'id': '5cdb4997-14b7-4afb-8dd4-5b8d047ed801', 'route': ['p3', 'e9', 'i4', 'x5', 'p1', 'c4']}
1769468192.4910102,RECEIVED,8b2fd0b7-4a78-4a54-b8a7-783ec6d3b74d,6ea876b2-4ef7-4983-af6b-6ed6ed528c8a,c2,c4,26,p1,?,surb={'id': '66ca3710-9293-4f81-bb61-6e9eca46b0d8', 'route': ['p1', 'e7', 'i2', 'x10', 'p2', 'c2']}
1769468192.84608,SENT,04490ecf-6b18-40b3-9f81-8603258f0fd6,8cdbb643-ef4d-48e4-8e72-498049fef1d2,c4,c3,3405,?,p1,
1769468192.8462148,CREATED,ecbec0d0-4c86-4bad-9e8f-fc1d8d7002d2,24cc01da-2d10-4f85-88ec-3015a084ce48,c4,c3,27,?,?,surb={'id': '5cdb4997-14b7-4afb-8dd4-5b8d047ed801', 'route': ['p3', 'e9', 'i4', 'x5', 'p1', 'c4']}
