timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467937.4106207,SENT,09559b6b-32ac-47cb-9252-bfe5ebb96c71,4420d907-f034-49bf-9375-0ebd5a9ee412,c1,c2,3396,?,p1,
1769467937.41081,CREATED,5ee8f046-e49c-4fdf-90b4-12e18eb66437,44e8a973-b5eb-49a8-a1f2-e44c03c52d34,c1,c2,27,?,?,surb={'id': '625ccfc2-d2d3-475e-a17a-46475dac0c92', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c1']}
1769467949.5888672,SENT,89b64049-9cfc-4fd7-9f22-3e57a7ed388b,0d29fcad-688d-4f61-b1eb-0b43f8ad2cfc,c1,c2,3379,?,p1,
1769467949.5890186,CREATED,4abdf87d-61c6-4c82-ad41-a56bcae9ba18,e47083bd-d924-438f-91aa-a96ba2b4b5ce,c1,c2,27,?,?,surb={'id': '6af34f1b-9076-4e0c-9889-6eabfb84aa0b', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c1']}
1769467949.679754,RECEIVED,5b434d0e-1af0-4da9-9aa4-96df5a9ae6db,a42a0256-a85c-4897-8302-2c5f3b8b90b9,c3,c1,27,p1,?,surb={'id': '172f9c64-2d05-4ce6-be7b-92d90345a5f2', 'route': ['p1', 'e3', 'i9', 'x10', 'p3', 'c3']}
1769467949.9358633,RECEIVED,21e3282c-b622-4dbf-a8f5-1d2d593d00e8,a42a0256-a85c-4897-8302-2c5f3b8b90b9,c3,c1,27,p1,?,surb={'id': '172f9c64-2d05-4ce6-be7b-92d90345a5f2', 'route': ['p1', 'e3', 'i9', 'x10', 'p3', 'c3']}
1769467950.1250978,SENT,6339b4a0-82b5-476b-9398-0b2c720c7731,31979d81-afa5-4324-8cd6-7f6039d6618a,c1,c2,3379,?,p1,
1769467950.125254,CREATED,8782a15f-5c3c-4da4-8e1f-7468b098dfa8,e47083bd-d924-438f-91aa-a96ba2b4b5ce,c1,c2,27,?,?,surb={'id': '6af34f1b-9076-4e0c-9889-6eabfb84aa0b', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c1']}
1769467950.338693,RECEIVED,18f6bb1c-73fa-4105-8ca1-430e65629a6c,dd8aa837-4d9f-4f0d-b959-2d4713b978a6,c3,c1,27,p1,?,surb={'id': '9cc068aa-30c4-450d-bc6f-c1c0422a7821', 'route': ['p1', 'e5', 'i7', 'x11', 'p3', 'c3']}
1769467950.5589724,SENT,d7880e42-5a57-4731-8ac5-868031b3ffba,44e790b9-fc81-417f-8065-48e821ac1631,c1,c2,3396,?,p1,
1769467950.5591824,CREATED,4ce088f0-9df4-4112-9cc5-f70accf50578,d80c405a-4b25-43ad-99a5-04d974755b21,c1,c2,27,?,?,surb={'id': '4ff613d8-4a0a-471c-ae17-af493a23a3a7', 'route': ['p2', 'e2', 'i4', 'x11', 'p1', 'c1']}
1769467950.6149218,SENT,b2ddc4d1-d776-42b7-9052-a1e3a9c417b4,d1ce06be-8c3a-4b34-b13f-66796e7323e8,c1,c2,3358,?,p1,
1769467950.6151178,CREATED,26ec5a9d-5b4f-4c51-816e-4254bf85e056,d80c405a-4b25-43ad-99a5-04d974755b21,c1,c2,27,?,?,surb={'id': '4ff613d8-4a0a-471c-ae17-af493a23a3a7', 'route': ['p2', 'e2', 'i4', 'x11', 'p1', 'c1']}
1769467950.660428,RECEIVED,2ea8cff8-6b27-4968-ba24-a1930f09b1cb,faf543dc-c515-4c81-9d6e-f99d4ffe5f08,c3,c1,26,p1,?,surb={'id': '49af1e69-6c21-4446-b4a2-1ca04d5a9ae1', 'route': ['p1', 'e4', 'i3', 'x1', 'p3', 'c3']}
1769467950.6616437,SENT,3de454eb-acdf-47a3-9c3c-afe51317a50a,eb05582d-be79-4a09-837c-75a00d0a2b1e,c1,c2,3375,?,p1,
1769467950.6617947,CREATED,bad24e65-9ed8-421e-8c64-aba7d530bb43,4ca4cff3-d297-45a1-9ea9-76f94a99eee2,c1,c2,27,?,?,surb={'id': '0c5b4527-33de-4b11-a777-3808f08ba5ee', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c1']}
1769467950.722683,SENT,22ed262b-1b17-41d4-b26c-865662cf417b,7b35150f-a0c8-4680-80bd-51323ea0c9e8,c1,c2,3387,?,p1,
1769467950.722838,CREATED,aebf36ec-497b-40e2-a5e0-a383a3bcdc6e,4ca4cff3-d297-45a1-9ea9-76f94a99eee2,c1,c2,27,?,?,surb={'id': '0c5b4527-33de-4b11-a777-3808f08ba5ee', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c1']}
1769467951.032894,SENT,aa839325-ef6f-4c94-a124-c9e3e2e0d4e0,ed25de31-f092-4599-b795-66f84ffafdc0,c1,c2,3347,?,p1,
1769467951.0334654,CREATED,a11a4e3f-e586-4768-b9b3-9016ac5930cf,b79b7e08-5031-425d-bf92-df9ce74ee3d7,c1,c2,26,?,?,surb={'id': '1cb6e4dc-b214-48a9-b470-dc6f56b9f2c5', 'route': ['p2', 'e4', 'i1', 'x2', 'p1', 'c1']}
1769467951.0513644,RECEIVED,28ba7ae9-e753-4de3-aca3-0211f52e008e,41837205-eb9a-4576-9ae2-2014d36bd089,c3,c1,27,p1,?,surb={'id': 'c9cd9cca-6540-4cd7-8207-f891eb1f92fb', 'route': ['p1', 'e7', 'i4', 'x1', 'p3', 'c3']}
1769467951.1015465,SENT,b010504d-0078-4c7c-96b3-a7f800e2a135,c178572e-e869-4965-bb5a-2364477a8511,c1,c2,3379,?,p1,
1769467951.1017175,CREATED,e3e1c9b5-1937-4202-ae59-cae7ec49ce0f,b79b7e08-5031-425d-bf92-df9ce74ee3d7,c1,c2,26,?,?,surb={'id': '1cb6e4dc-b214-48a9-b470-dc6f56b9f2c5', 'route': ['p2', 'e4', 'i1', 'x2', 'p1', 'c1']}
1769467951.3555522,SENT,3ca64b81-b6eb-45f5-8b48-762311f2282d,585ed96f-ef5b-4381-9aff-181ea4c8682c,c1,c2,3372,?,p1,
1769467951.3557003,CREATED,7c653d31-a4fe-41b0-ab0a-2d58e160bfd0,2e1fd978-32d5-4384-91e6-fa490eef6aeb,c1,c2,26,?,?,surb={'id': '6fc382b8-6ec4-4ed7-8177-c6e4ae465ac0', 'route': ['p2', 'e8', 'i8', 'x12', 'p1', 'c1']}
1769467951.4452922,RECEIVED,c49bbd91-ec23-499d-8b00-0eb4c2dae830,dd8aa837-4d9f-4f0d-b959-2d4713b978a6,c3,c1,27,p1,?,surb={'id': '9cc068aa-30c4-450d-bc6f-c1c0422a7821', 'route': ['p1', 'e5', 'i7', 'x11', 'p3', 'c3']}
1769467951.748787,RECEIVED,fbc824ea-9458-4b53-8f8b-2e90f00dc6c4,41837205-eb9a-4576-9ae2-2014d36bd089,c3,c1,27,p1,?,surb={'id': 'c9cd9cca-6540-4cd7-8207-f891eb1f92fb', 'route': ['p1', 'e7', 'i4', 'x1', 'p3', 'c3']}
1769467951.83761,SENT,5a148288-2b52-484e-a1e8-5299f5484119,de391753-1501-4f50-a065-5857c945807b,c1,c2,3391,?,p1,
1769467951.8377607,CREATED,bf864204-23ce-444c-9cea-905092bd70b2,2e1fd978-32d5-4384-91e6-fa490eef6aeb,c1,c2,26,?,?,surb={'id': '6fc382b8-6ec4-4ed7-8177-c6e4ae465ac0', 'route': ['p2', 'e8', 'i8', 'x12', 'p1', 'c1']}
1769467951.8654394,RECEIVED,cad40a72-b859-4a98-b7a6-7b120bd8623f,9b425c4a-7e18-4909-b81c-9f75ce172eff,c3,c1,27,p1,?,surb={'id': 'e952bfe8-d48c-4ba8-a663-1622819f1872', 'route': ['p1', 'e3', 'i2', 'x12', 'p3', 'c3']}
1769467952.279618,RECEIVED,416fab0f-9c6b-428c-8402-310c49fdad40,9b425c4a-7e18-4909-b81c-9f75ce172eff,c3,c1,27,p1,?,surb={'id': 'e952bfe8-d48c-4ba8-a663-1622819f1872', 'route': ['p1', 'e3', 'i2', 'x12', 'p3', 'c3']}
1769467952.5893433,RECEIVED,49ec2078-c89a-4868-b7a4-c51b00fd8c13,89cda4cc-ecb8-4409-9d74-c621264e19de,c3,c1,27,p1,?,surb={'id': 'c435c4c0-5154-418e-950a-5b0c6430ae63', 'route': ['p1', 'e6', 'i5', 'x7', 'p3', 'c3']}
1769467953.0070405,RECEIVED,ae6fb15b-9878-4765-af5a-9138e7510a8d,99c8f53f-df84-40ab-9c6f-7fa0275883ed,c3,c1,27,p1,?,surb={'id': '5abb35b2-813c-45f8-82d1-cdf474b6a212', 'route': ['p1', 'e10', 'i2', 'x2', 'p3', 'c3']}
1769467953.048358,SENT,8de1da25-fa8f-40ac-8cf4-14e1a35271b3,f1e666fa-4194-487d-898a-6b84bfdb07dd,c1,c2,3355,?,p1,
1769467953.0484364,CREATED,68c0f2d4-4bcf-4708-a3f0-c762f815de67,6330d428-3da4-40e8-aac1-b43c8b020e8c,c1,c2,26,?,?,surb={'id': '034d1764-a77b-432c-8b61-af284dfdf559', 'route': ['p2', 'e9', 'i9', 'x7', 'p1', 'c1']}
1769467953.3737524,SENT,fe3d9b1d-508b-4df9-a504-97d28ff0e28b,4ae7299d-e780-43fd-afb7-4983fef8cc56,c1,c2,3379,?,p1,
1769467953.3738291,CREATED,073945c3-4aaa-4b9a-a1e1-8e1cce11170f,6330d428-3da4-40e8-aac1-b43c8b020e8c,c1,c2,26,?,?,surb={'id': '034d1764-a77b-432c-8b61-af284dfdf559', 'route': ['p2', 'e9', 'i9', 'x7', 'p1', 'c1']}
1769467953.4341521,RECEIVED,7341a6ed-4be1-4cd9-a707-826fcc3028d7,7e0a6ad7-3b89-4cb2-80d6-3f6c72492c53,c3,c1,27,p1,?,surb={'id': 'b9250ff4-ad9e-4d3d-b514-fb6c082d0d3f', 'route': ['p1', 'e11', 'i5', 'x8', 'p3', 'c3']}
1769467953.62559,SENT,5d7835fd-ee11-45bf-80e4-27a8bd0b24df,be526c74-7c41-4e04-9467-ef456581725c,c1,c2,3383,?,p1,
1769467953.6257396,CREATED,a30bec17-5cfd-4103-a76f-1f7f7aab7006,a1bc1445-6c50-41cb-b2ea-04f5f0e470eb,c1,c2,27,?,?,surb={'id': '7a11b315-8801-423d-94ca-8a507b8b1a8e', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c1']}
1769467953.8330164,RECEIVED,345eec29-fcde-4a98-95ca-adce37c35c14,83000eca-1ca6-4c27-8738-8d3108a86786,c3,c1,26,p1,?,surb={'id': '57e5c24a-45e0-4a8a-b9bd-92707922535b', 'route': ['p1', 'e6', 'i1', 'x6', 'p3', 'c3']}
1769467953.911551,RECEIVED,a3f53e70-7886-461f-aa51-f8afa4fc0f15,89cda4cc-ecb8-4409-9d74-c621264e19de,c3,c1,27,p1,?,surb={'id': 'c435c4c0-5154-418e-950a-5b0c6430ae63', 'route': ['p1', 'e6', 'i5', 'x7', 'p3', 'c3']}
1769467954.0268538,RECEIVED,b10a1805-6948-41d2-9752-f5d4bd455a16,83000eca-1ca6-4c27-8738-8d3108a86786,c3,c1,26,p1,?,surb={'id': '57e5c24a-45e0-4a8a-b9bd-92707922535b', 'route': ['p1', 'e6', 'i1', 'x6', 'p3', 'c3']}
1769467954.128012,RECEIVED,07fb8340-91bd-4c91-bdbb-7fb75c94bf75,99c8f53f-df84-40ab-9c6f-7fa0275883ed,c3,c1,27,p1,?,surb={'id': '5abb35b2-813c-45f8-82d1-cdf474b6a212', 'route': ['p1', 'e10', 'i2', 'x2', 'p3', 'c3']}
1769467954.256084,RECEIVED,55256380-9844-43da-ae19-40546a5cdafa,2a72261f-d2b1-488b-bb4b-0fc6c4f02e65,c3,c1,27,p1,?,surb={'id': '52709d1e-6182-4586-9f18-0d442681d2bc', 'route': ['p1', 'e2', 'i7', 'x4', 'p3', 'c3']}
1769467954.4689507,SENT,2abb3838-242d-4956-a774-c512b2b7c4c3,c61352c3-4b99-4da6-8567-5e8dd1e0563d,c1,c2,3392,?,p1,
1769467954.4691267,CREATED,dca64f71-4aa4-4d1c-a79c-e12540fa326c,a1bc1445-6c50-41cb-b2ea-04f5f0e470eb,c1,c2,27,?,?,surb={'id': '7a11b315-8801-423d-94ca-8a507b8b1a8e', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c1']}
1769467954.5208123,RECEIVED,fff6b60a-d7cc-4cc9-ab1f-c4688d140ac9,7e0a6ad7-3b89-4cb2-80d6-3f6c72492c53,c3,c1,27,p1,?,surb={'id': 'b9250ff4-ad9e-4d3d-b514-fb6c082d0d3f', 'route': ['p1', 'e11', 'i5', 'x8', 'p3', 'c3']}
1769467954.5312483,SENT,0043f227-fd39-4ac0-a473-9e2f925622c6,1d5d88f2-38ee-4131-9857-3166a392ff3f,c1,c2,3385,?,p1,
1769467954.5313919,CREATED,8c63b5f7-4591-4f7d-a3fb-86f2d5d56de7,249d308a-39db-48c6-bc2f-924098bf925d,c1,c2,27,?,?,surb={'id': 'a027389b-b617-4eb2-843a-9e9a5ae12535', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769467954.7103958,SENT,e2154367-5512-444a-a36c-81e350db20a3,cf57d47e-4955-4ce0-b642-267925924ba2,c1,c2,3383,?,p1,
1769467954.7108352,CREATED,aff9e3b4-5884-4253-92e0-5b9712e8b527,249d308a-39db-48c6-bc2f-924098bf925d,c1,c2,27,?,?,surb={'id': 'a027389b-b617-4eb2-843a-9e9a5ae12535', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769467955.0180264,SENT,461329a1-1cc1-44f5-b4d3-db3419fba28c,7dd88447-086a-4039-a643-6960c64af6f4,c1,c2,3395,?,p1,
1769467955.0182161,CREATED,2aa4f96e-3fcb-47d8-aa80-37f5a34d1970,a083a584-8eea-4bb0-afa9-3f4a12c6e019,c1,c2,27,?,?,surb={'id': '579db87c-0641-4c1e-8af6-3f7f4934bcd2', 'route': ['p2', 'e12', 'i10', 'x10', 'p1', 'c1']}
1769467955.0684135,RECEIVED,6aac0c04-d694-4ff8-bfd7-6d4ef1d38947,11445bd4-f283-4e51-b6bf-fac5b1f18d7b,c3,c1,27,p1,?,surb={'id': '4432592e-657a-4fc7-a740-90b627c5afb3', 'route': ['p1', 'e12', 'i9', 'x1', 'p3', 'c3']}
1769467955.36194,SENT,73ecfd4b-a5db-46c7-87cb-b51f25597335,df537aaa-3b0f-42e3-939d-617afaf1919e,c1,c2,3379,?,p1,
1769467955.362118,CREATED,d8895486-b84a-488b-a579-70cc47d55ee3,a083a584-8eea-4bb0-afa9-3f4a12c6e019,c1,c2,27,?,?,surb={'id': '579db87c-0641-4c1e-8af6-3f7f4934bcd2', 'route': ['p2', 'e12', 'i10', 'x10', 'p1', 'c1']}
1769467955.4535463,RECEIVED,49360343-fe9c-4b4e-acf3-3f2e78e93571,2a72261f-d2b1-488b-bb4b-0fc6c4f02e65,c3,c1,27,p1,?,surb={'id': '52709d1e-6182-4586-9f18-0d442681d2bc', 'route': ['p1', 'e2', 'i7', 'x4', 'p3', 'c3']}
1769467955.629023,SENT,d9a1e23e-aa4f-4184-b306-3d8adfb9b73b,68cf1e41-d587-4d30-9b08-ab1aefef92f6,c1,c2,3383,?,p1,
1769467955.6292083,CREATED,a02546bb-7090-4fca-9d27-66d7a3cb0b05,940b46c3-234e-46fb-9d57-b6a4f2b0a3f9,c1,c2,26,?,?,surb={'id': '9693102e-773d-4514-b2d1-7909ce366a94', 'route': ['p2', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769467955.6368845,RECEIVED,ba8286fb-e382-474f-b5a2-db92eae63304,11445bd4-f283-4e51-b6bf-fac5b1f18d7b,c3,c1,27,p1,?,surb={'id': '4432592e-657a-4fc7-a740-90b627c5afb3', 'route': ['p1', 'e12', 'i9', 'x1', 'p3', 'c3']}
1769467955.6720414,SENT,1e3c646a-4265-462b-a67e-3206befaafcf,16de6eeb-074b-41af-8817-ef155eec0bf6,c1,c2,3355,?,p1,
1769467955.6723046,CREATED,aa685272-4441-4e54-a16e-90564a4a1021,940b46c3-234e-46fb-9d57-b6a4f2b0a3f9,c1,c2,26,?,?,surb={'id': '9693102e-773d-4514-b2d1-7909ce366a94', 'route': ['p2', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769467955.7466557,SENT,61b8f5d3-ad83-40a0-90b8-ca1e07dd9e6c,cfa2346f-6f3e-46cc-8ee6-db09f6007722,c1,c2,3388,?,p1,
1769467955.7468092,CREATED,38e5b8f0-3c96-4b7f-b122-817f1d788b6f,6a1d21ae-5c33-427d-aeac-4175969c9a0d,c1,c2,26,?,?,surb={'id': 'e71268c4-a3ee-47b4-9d89-76c61f4e310e', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c1']}
1769467955.8798354,SENT,27fb100b-7c59-4db7-b7b7-9b39477c48a1,87358935-b767-4582-8418-6a04b5c65bdb,c1,c2,3389,?,p1,
1769467955.8799942,CREATED,98cfe79a-8b9c-47b0-999f-c730d60732c7,6a1d21ae-5c33-427d-aeac-4175969c9a0d,c1,c2,26,?,?,surb={'id': 'e71268c4-a3ee-47b4-9d89-76c61f4e310e', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c1']}
1769467956.47069,SENT,09655bc7-08d4-45f0-a826-2b3bee961f12,cc3f579c-21de-4ea9-905a-317e716acd00,c1,c2,3359,?,p1,
1769467956.4708383,CREATED,f628b1ff-98c6-47af-9468-1454eaf2510a,3e9c501d-036f-4a19-b442-c03f878d4681,c1,c2,27,?,?,surb={'id': '0cfd4946-787b-4e07-9fb5-e70f16a04bd0', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769467956.676117,RECEIVED,5e0e9d36-213a-4795-8536-36e7f0a2c66c,e8cdbda5-c6e1-48d9-be5e-b0133e57cf44,c3,c1,26,p1,?,surb={'id': '9bfff2a6-c7e2-4d2a-b190-c4dc1009a317', 'route': ['p1', 'e2', 'i7', 'x2', 'p3', 'c3']}
1769467956.8116403,SENT,7c8226a6-03b8-4c1f-be6c-2bae2b5caf83,485dbf8c-2f8e-4e54-95dc-c7c86c18e8ad,c1,c2,3389,?,p1,
1769467956.8117838,CREATED,e51c8ad3-cd8e-415f-bbfa-349ceb493858,3e9c501d-036f-4a19-b442-c03f878d4681,c1,c2,27,?,?,surb={'id': '0cfd4946-787b-4e07-9fb5-e70f16a04bd0', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769467956.8263762,SENT,2b39235d-47e2-4423-ad0c-b90440841f22,1bb1fd61-9cf2-44b8-a2e4-27b67e53216b,c1,c2,3380,?,p1,
1769467956.8265388,CREATED,fc04d679-a999-49ff-b776-32325fba80e6,f1bb52c8-9e8d-402b-8dc7-0a40fe81376a,c1,c2,26,?,?,surb={'id': '03e261de-dab9-40fe-8b2c-f64d0e71c747', 'route': ['p2', 'e4', 'i6', 'x7', 'p1', 'c1']}
1769467956.8564477,SENT,4e21ec19-ad1e-4852-9917-430bbff24b82,c0ac3c38-9dfc-4b8d-a034-cfe34062ec60,c1,c2,3359,?,p1,
1769467956.8565993,CREATED,f182467d-90be-4236-b606-284bec52262c,f1bb52c8-9e8d-402b-8dc7-0a40fe81376a,c1,c2,26,?,?,surb={'id': '03e261de-dab9-40fe-8b2c-f64d0e71c747', 'route': ['p2', 'e4', 'i6', 'x7', 'p1', 'c1']}
1769467957.0929284,RECEIVED,fc12d07b-826c-47e5-b4bb-02ca5aca0aab,e8cdbda5-c6e1-48d9-be5e-b0133e57cf44,c3,c1,26,p1,?,surb={'id': '9bfff2a6-c7e2-4d2a-b190-c4dc1009a317', 'route': ['p1', 'e2', 'i7', 'x2', 'p3', 'c3']}
1769467957.09649,RECEIVED,ba97dccd-e6fb-46d1-a7e4-c28ab0e3ede1,4006159e-f90b-4359-a974-3e00a559eb64,c3,c1,27,p1,?,surb={'id': 'c8f0c67c-4503-42a0-8192-8d04baad9805', 'route': ['p1', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769467957.638842,RECEIVED,85dc4c7e-6fb7-4fb2-ac00-f8840efddfe2,9f377ea8-eabe-4c17-899d-cea1f59c9564,c3,c1,27,p1,?,surb={'id': '59ca05d4-d8bf-4b55-8926-36eb42cb2fd9', 'route': ['p1', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769467957.765459,SENT,8845f7cd-09ea-49a9-a62c-30f94614a905,fbf728f4-c7f2-480f-8a73-b60c0936dbfe,c1,c2,3372,?,p1,
1769467957.765637,CREATED,111df2e7-090a-4395-ba27-249b568e0c1f,3e358047-4673-4ba6-a6f2-e6ed0e9aba13,c1,c2,26,?,?,surb={'id': '3d8f1ad7-928f-482b-b6c6-e9b54714121d', 'route': ['p2', 'e1', 'i3', 'x11', 'p1', 'c1']}
1769467957.918638,RECEIVED,1c2f3641-46fc-48b8-94bf-55e707afdab5,aca7d42f-5f6b-4e52-9429-4ebea056a040,c3,c1,27,p1,?,surb={'id': '53860059-de8b-41b0-969f-52d0e7dd0e8b', 'route': ['p1', 'e4', 'i2', 'x7', 'p3', 'c3']}
1769467958.1600306,RECEIVED,a273eb72-8829-445f-b39c-4399d90e80a6,4006159e-f90b-4359-a974-3e00a559eb64,c3,c1,27,p1,?,surb={'id': 'c8f0c67c-4503-42a0-8192-8d04baad9805', 'route': ['p1', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769467958.3146725,RECEIVED,94db195a-160e-4346-8119-7d19affcd418,9c5e50d0-5d9f-4fb6-812a-f011980b476c,c3,c1,27,p1,?,surb={'id': '3e62f78b-a075-4807-9778-b23945276898', 'route': ['p1', 'e3', 'i2', 'x2', 'p3', 'c3']}
1769467958.328405,RECEIVED,a47fefc9-aec6-4c87-bd6f-f837704d3310,92961df4-5bf1-4b55-b430-9a8166ceec46,c3,c1,27,p1,?,surb={'id': '1d4db2ce-a55d-4807-98ef-3fefdc6a312d', 'route': ['p1', 'e9', 'i1', 'x8', 'p3', 'c3']}
1769467958.4012024,SENT,7cb03387-9c04-4d85-9365-a2aff37b078f,997fa948-73d9-4631-9298-8158727c4e39,c1,c2,3376,?,p1,
1769467958.4012706,CREATED,a3bb05ff-7e00-4bfc-a699-2063e89254d3,3e358047-4673-4ba6-a6f2-e6ed0e9aba13,c1,c2,26,?,?,surb={'id': '3d8f1ad7-928f-482b-b6c6-e9b54714121d', 'route': ['p2', 'e1', 'i3', 'x11', 'p1', 'c1']}
1769467958.5338833,SENT,de8d052d-fc36-411c-af55-cd977efcd67a,6828c683-d632-4b23-8f79-a453fd441261,c1,c2,3368,?,p1,
1769467958.534028,CREATED,d7547bb7-a55e-4557-b6ae-431702789643,be903c4e-3897-4656-ab87-ef50b97f6c98,c1,c2,27,?,?,surb={'id': '75ccaee8-b12f-4a62-9176-cd06e5cb2821', 'route': ['p2', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769467958.6849127,RECEIVED,b091dfda-687a-43ad-a813-364639fb1f48,9f377ea8-eabe-4c17-899d-cea1f59c9564,c3,c1,27,p1,?,surb={'id': '59ca05d4-d8bf-4b55-8926-36eb42cb2fd9', 'route': ['p1', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769467958.8065896,RECEIVED,01425740-1b6a-430a-b470-e44e0c864297,43569d21-0e16-40c9-b311-0d70bbf83eca,c3,c1,27,p1,?,surb={'id': 'b9f2e9e3-702b-42dc-8a40-6c6ce26285bc', 'route': ['p1', 'e4', 'i1', 'x1', 'p3', 'c3']}
1769467958.983188,SENT,f6406e93-569d-4f28-ae08-94ec74ba854e,16c5094a-c74a-45c1-90fd-7c71bcf9303b,c1,c2,3376,?,p1,
1769467958.9833407,CREATED,8a91b777-14c9-4140-a2ee-53bfd92ac9b8,be903c4e-3897-4656-ab87-ef50b97f6c98,c1,c2,27,?,?,surb={'id': '75ccaee8-b12f-4a62-9176-cd06e5cb2821', 'route': ['p2', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769467959.0864534,RECEIVED,e28c17a9-15c0-441c-94af-e508692c6754,aca7d42f-5f6b-4e52-9429-4ebea056a040,c3,c1,27,p1,?,surb={'id': '53860059-de8b-41b0-969f-52d0e7dd0e8b', 'route': ['p1', 'e4', 'i2', 'x7', 'p3', 'c3']}
1769467959.1384394,SENT,272d454c-1bdb-4c29-b8fa-6b6ce1285901,458f0e55-fc8b-40f1-8cce-a4279c50972e,c1,c2,3360,?,p1,
1769467959.1385958,CREATED,22c5a19f-ad52-45d0-a406-5e51ccacfdf8,b5cd1fea-2bc4-4062-90f3-3f0dea8868e2,c1,c2,27,?,?,surb={'id': 'f55eff07-3eb7-4c89-9c25-197ae5f0b3f2', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c1']}
1769467959.340422,SENT,62c23ea1-edf6-4883-ab09-07c536d5c091,79e43155-f3cc-4e3f-8edb-377a9f66463b,c1,c2,3380,?,p1,
1769467959.3405678,CREATED,d4637213-fb97-404c-8189-302981260ee0,b5cd1fea-2bc4-4062-90f3-3f0dea8868e2,c1,c2,27,?,?,surb={'id': 'f55eff07-3eb7-4c89-9c25-197ae5f0b3f2', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c1']}
1769467959.7364433,SENT,017cca77-6e61-4593-a193-420134acfe03,6c074842-05ca-4145-8913-f221204fadaa,c1,c2,3374,?,p1,
1769467959.7365813,CREATED,0da971bf-0b38-48a4-815e-af6bdfcf57bc,31b12463-84b2-4c39-816b-3be31a89df47,c1,c2,27,?,?,surb={'id': 'b1c08e41-ac9a-40bd-a78f-b4563d8731b9', 'route': ['p2', 'e3', 'i5', 'x5', 'p1', 'c1']}
1769467959.8588727,RECEIVED,83f091f2-1a9c-4d05-b6fd-fc4872849ea1,92961df4-5bf1-4b55-b430-9a8166ceec46,c3,c1,27,p1,?,surb={'id': '1d4db2ce-a55d-4807-98ef-3fefdc6a312d', 'route': ['p1', 'e9', 'i1', 'x8', 'p3', 'c3']}
1769467959.8828216,RECEIVED,3fc6aee6-fd5f-4aa0-ba17-43828e3e1a7e,faaab6e8-207b-4384-a0b9-c32af7be6f65,c3,c1,27,p1,?,surb={'id': '33af5652-3a82-45a4-8ba8-5d3bf14e8fda', 'route': ['p1', 'e5', 'i5', 'x8', 'p3', 'c3']}
1769467959.9847724,RECEIVED,510f2803-0f81-4af9-9dd2-f807b055b568,281305f6-e79c-4e71-badc-f38b8cba36bf,c3,c1,27,p1,?,surb={'id': 'b643de3e-307d-42e4-b0d0-fecc4ffe6d93', 'route': ['p1', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769467959.989973,RECEIVED,901064aa-1bb2-48be-a58d-c9e4505309a0,6b19ee24-4d47-48ec-ac87-c9b68238d4bb,c3,c1,27,p1,?,surb={'id': '6e37757c-8525-4e1b-b4e1-cc2f74a27f57', 'route': ['p1', 'e12', 'i4', 'x2', 'p3', 'c3']}
1769467960.0119936,SENT,fb2620b9-0158-4be1-84ba-cea70c273c57,4d5d9272-8e2e-49b4-8aaf-a37a93aa876a,c1,c2,3400,?,p1,
1769467960.012168,CREATED,fe3dbbd6-7f0c-4831-b25d-f9f24b3b99ad,31b12463-84b2-4c39-816b-3be31a89df47,c1,c2,27,?,?,surb={'id': 'b1c08e41-ac9a-40bd-a78f-b4563d8731b9', 'route': ['p2', 'e3', 'i5', 'x5', 'p1', 'c1']}
1769467960.2319684,SENT,ed7355ad-f563-44b9-bc3d-a242adfff139,c96bd118-9cae-4b38-9559-c9c4ed8a8b5d,c1,c2,3375,?,p1,
1769467960.2321475,CREATED,719cb2ce-1942-4df8-af2d-07f606a2741b,335b412e-0435-4d56-ac7c-00dcff4d6958,c1,c2,27,?,?,surb={'id': '09972291-74ec-446c-a4c5-589941407b95', 'route': ['p2', 'e5', 'i9', 'x1', 'p1', 'c1']}
