timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467970.680872,SENT,d2a21a1b-c0a3-4adc-9994-b2db6ea910d5,8db181c6-69e3-4d57-a646-e5edc6e0bf28,c3,c1,3360,?,p3,
1769467970.6809478,CREATED,c9e4e892-d571-4220-94ff-9871b3f9e7b0,35cb2249-14ac-42b1-a51c-b8df549059af,c3,c1,27,?,?,surb={'id': '97e3d10c-bf81-49d0-9c5b-9218c823051d', 'route': ['p1', 'e6', 'i8', 'x7', 'p3', 'c3']}
1769467970.7748377,SENT,7a284ce6-4fd3-46f0-bcb8-92fb62860198,62a1d94b-30f1-4860-b8c2-30366a1b534b,c3,c1,3375,?,p3,
1769467970.7749138,CREATED,a9711609-5e37-4f69-b2b0-d3b3e7526905,35cb2249-14ac-42b1-a51c-b8df549059af,c3,c1,27,?,?,surb={'id': '97e3d10c-bf81-49d0-9c5b-9218c823051d', 'route': ['p1', 'e6', 'i8', 'x7', 'p3', 'c3']}
1769467970.8232603,SENT,5b943477-eb94-4082-b1bf-6e0ca83bb6fb,239e1a1c-0e21-43fa-9b77-be27c8c638f9,c3,c1,3378,?,p3,
1769467970.8234222,CREATED,d2791620-2a78-4960-bdfb-bf6eb54f1619,706c764b-af49-4dc2-852c-b86d2328d8e2,c3,c1,27,?,?,surb={'id': 'bfa428e1-ae1f-4701-b0d7-98e2e6281752', 'route': ['p1', 'e9', 'i3', 'x8', 'p3', 'c3']}
1769467970.8441157,SENT,5d1b12b7-5435-4fa1-abbe-7c353a07d8d7,a7c4534a-6cfe-4bfa-ab6e-07c406b20c7e,c3,c1,3369,?,p3,
1769467970.8443093,CREATED,b106e026-3ace-471b-b3f6-7e0661e3494b,706c764b-af49-4dc2-852c-b86d2328d8e2,c3,c1,27,?,?,surb={'id': 'bfa428e1-ae1f-4701-b0d7-98e2e6281752', 'route': ['p1', 'e9', 'i3', 'x8', 'p3', 'c3']}
1769467970.8642938,RECEIVED,2eb25e06-d45a-4f7c-a254-308e4d28cad7,d7d6a733-9d30-4713-8d1b-427bc335c539,c4,c3,26,p3,?,surb={'id': '4021afe3-d7f5-48cb-bab6-196bc638c88a', 'route': ['p3', 'e2', 'i7', 'x6', 'p1', 'c4']}
1769467970.9643302,RECEIVED,aa603d53-98f1-407b-95ab-4e36c236c19d,cc155620-a9cd-4e4a-8a3d-a2582ca37c30,c4,c3,27,p3,?,surb={'id': 'c012d95b-b473-43e8-b93e-79177b1616ef', 'route': ['p3', 'e6', 'i3', 'x8', 'p1', 'c4']}
1769467971.0269594,RECEIVED,343e7089-41fe-4f71-a0ba-b65633f89164,c9d4c318-1100-41a3-b45a-0d1235baa760,c4,c3,27,p3,?,surb={'id': 'de1e7605-1f38-40c7-a746-36a2dec2977e', 'route': ['p3', 'e10', 'i7', 'x1', 'p1', 'c4']}
1769467971.2741957,RECEIVED,ae575260-6406-4f49-9605-384fe4a2e91d,75795f03-9b6c-4013-8608-476fa33e3af1,c4,c3,27,p3,?,surb={'id': '9ea6d83b-746b-4a8e-9243-85f007874d4d', 'route': ['p3', 'e12', 'i3', 'x4', 'p1', 'c4']}
1769467971.4424517,SENT,bbd3a277-648f-44c6-bb7b-1a83b1103407,722dcbbb-640c-48ca-96f2-71598db438a7,c3,c1,3388,?,p3,
1769467971.4426055,CREATED,c2681862-f664-4da0-a1bf-25972d60772f,099709da-28c9-47d3-a019-680bc238ca60,c3,c1,27,?,?,surb={'id': 'ade24023-3995-4f91-bc3e-3b5697202d53', 'route': ['p1', 'e2', 'i11', 'x11', 'p3', 'c3']}
1769467971.5602446,SENT,ad0b3e4f-dd10-4518-ab3d-6376372a06a1,a9c42652-6ca6-41b9-93f4-85240e377c5b,c3,c1,3408,?,p3,
1769467971.560401,CREATED,ad7f9472-5baf-47a0-95f5-04a9fa69e20e,099709da-28c9-47d3-a019-680bc238ca60,c3,c1,27,?,?,surb={'id': 'ade24023-3995-4f91-bc3e-3b5697202d53', 'route': ['p1', 'e2', 'i11', 'x11', 'p3', 'c3']}
1769467971.7760224,SENT,402cf0aa-d220-4697-87e0-e246f3e4e4fa,d1b7ab43-d75a-4672-b626-9204c1b3b5cd,c3,c1,3409,?,p3,
1769467971.776331,CREATED,7831f631-5cd4-414f-a5c6-9b3fea257fd1,548ac8b8-3b09-41ef-9870-0b8b493fe01d,c3,c1,27,?,?,surb={'id': 'e0830bc8-673a-4802-91de-2ddf2e90f86e', 'route': ['p1', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769467971.8488507,SENT,37d6458c-8678-40ae-9016-26f3b9d7e761,2b191840-ffdd-47cb-8e8b-7b962c823401,c3,c1,3371,?,p3,
1769467971.8490143,CREATED,8b5ece69-7845-4188-a322-c36fe72098e5,548ac8b8-3b09-41ef-9870-0b8b493fe01d,c3,c1,27,?,?,surb={'id': 'e0830bc8-673a-4802-91de-2ddf2e90f86e', 'route': ['p1', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769467972.089949,SENT,46d5a518-1acf-4757-9a1b-92cc0de37464,5d9fc8a1-1c1a-4064-892b-9c0a5d1fa0d0,c3,c1,3383,?,p3,
1769467972.0900156,CREATED,00a78b30-6e8f-4175-8efb-2096c64b866b,a3dea3e0-b661-427b-b1c7-d6829745b518,c3,c1,26,?,?,surb={'id': '07a1089a-571d-41ab-8599-d1bb7a2602fa', 'route': ['p1', 'e12', 'i3', 'x8', 'p3', 'c3']}
1769467972.4747965,RECEIVED,7748cb5b-ce7d-47c0-a67c-437f3e66822e,e022224d-32af-436d-ae45-40178c8514cd,c4,c3,27,p3,?,surb={'id': '30d3cb6c-a77e-4fe0-b581-1d97775e1cff', 'route': ['p3', 'e10', 'i5', 'x2', 'p1', 'c4']}
1769467972.5192327,SENT,98930dfb-79ac-418c-b37b-76b680762975,cc598a46-6acb-4b7a-b22e-5f6d587d759c,c3,c1,3358,?,p3,
1769467972.5194004,CREATED,dbc7140c-4166-4cf6-9fb0-4ec044d47549,a3dea3e0-b661-427b-b1c7-d6829745b518,c3,c1,26,?,?,surb={'id': '07a1089a-571d-41ab-8599-d1bb7a2602fa', 'route': ['p1', 'e12', 'i3', 'x8', 'p3', 'c3']}
1769467972.7772021,RECEIVED,c2c61c28-d66a-47b5-8d6f-473b9a8a43b0,61d9df04-3481-449d-9ab7-29dd849ba3ac,c4,c3,27,p3,?,surb={'id': '6e3b70ae-6ba8-45f4-bc9b-eb6ff4252ae2', 'route': ['p3', 'e1', 'i5', 'x6', 'p1', 'c4']}
1769467972.8527222,SENT,7e17f26b-570f-4382-aa0b-ca2107960dc5,10379c3a-6ed4-4990-b957-1620854fb47d,c3,c1,3372,?,p3,
1769467972.8528857,CREATED,474242ca-31f7-41d6-b53d-84029f4560e4,4e9d8406-553f-405e-90b0-08e98a917e05,c3,c1,27,?,?,surb={'id': '4f4f7518-f8bd-40cc-9e39-831d60bc9b9c', 'route': ['p1', 'e7', 'i10', 'x7', 'p3', 'c3']}
1769467972.8893852,RECEIVED,95db1744-e887-465d-acc9-73c9f06df05b,61d9df04-3481-449d-9ab7-29dd849ba3ac,c4,c3,27,p3,?,surb={'id': '6e3b70ae-6ba8-45f4-bc9b-eb6ff4252ae2', 'route': ['p3', 'e1', 'i5', 'x6', 'p1', 'c4']}
1769467973.0302248,RECEIVED,636e667c-1502-42ab-8ed3-c93248817637,75795f03-9b6c-4013-8608-476fa33e3af1,c4,c3,27,p3,?,surb={'id': '9ea6d83b-746b-4a8e-9243-85f007874d4d', 'route': ['p3', 'e12', 'i3', 'x4', 'p1', 'c4']}
1769467973.1352885,RECEIVED,520e8369-0540-4d30-933c-8083f3b65741,cc155620-a9cd-4e4a-8a3d-a2582ca37c30,c4,c3,27,p3,?,surb={'id': 'c012d95b-b473-43e8-b93e-79177b1616ef', 'route': ['p3', 'e6', 'i3', 'x8', 'p1', 'c4']}
1769467973.1527934,RECEIVED,ca69bf19-74d2-4df1-b387-3ba97ec57cb2,b14a6a9c-1078-4002-9b24-2998f4d89022,c4,c3,26,p3,?,surb={'id': 'dc375274-2bd8-47c7-a0e0-be02d0f3d776', 'route': ['p3', 'e9', 'i11', 'x9', 'p1', 'c4']}
1769467973.4242365,RECEIVED,d6500993-4102-42e0-aab7-c672970fef54,c9d4c318-1100-41a3-b45a-0d1235baa760,c4,c3,27,p3,?,surb={'id': 'de1e7605-1f38-40c7-a746-36a2dec2977e', 'route': ['p3', 'e10', 'i7', 'x1', 'p1', 'c4']}
1769467973.6298625,RECEIVED,15bca9ab-3a73-4838-b08a-6a179e018ac5,a26d6299-f1cb-4fcf-aba0-09c0c444d565,c4,c3,27,p3,?,surb={'id': 'e18f61f7-f3a1-4bb1-9e5b-77d9d9384f89', 'route': ['p3', 'e3', 'i8', 'x2', 'p1', 'c4']}
1769467973.766484,RECEIVED,c2469ab0-59e9-468b-b058-b04c411868aa,a26d6299-f1cb-4fcf-aba0-09c0c444d565,c4,c3,27,p3,?,surb={'id': 'e18f61f7-f3a1-4bb1-9e5b-77d9d9384f89', 'route': ['p3', 'e3', 'i8', 'x2', 'p1', 'c4']}
1769467973.9226313,RECEIVED,cb1a1237-0afb-47c0-afed-0844d5ae0f5d,f825c7d4-c159-4825-b4ea-d84f281370e1,c4,c3,27,p3,?,surb={'id': '83500130-b943-4d19-ad28-3b25344c816b', 'route': ['p3', 'e12', 'i4', 'x8', 'p1', 'c4']}
1769467974.190118,SENT,0cd392b9-a8d0-4420-ad61-36c52d84d0e0,0823486b-8f2b-4d75-abd2-457a17793227,c3,c1,3375,?,p3,
1769467974.190205,CREATED,dce0f859-a51b-4667-b99f-684fda67ec2d,4e9d8406-553f-405e-90b0-08e98a917e05,c3,c1,27,?,?,surb={'id': '4f4f7518-f8bd-40cc-9e39-831d60bc9b9c', 'route': ['p1', 'e7', 'i10', 'x7', 'p3', 'c3']}
1769467974.2066078,RECEIVED,603b9b20-c212-4632-99d9-12fae3dbaa90,64493884-084e-4b95-ad00-6d8a2c659590,c4,c3,27,p3,?,surb={'id': 'cec85810-ef36-43a7-aea0-4da94b7326f1', 'route': ['p3', 'e12', 'i2', 'x12', 'p1', 'c4']}
1769467974.2720726,RECEIVED,12ab5292-a0d3-4981-9064-75d4934e1eca,64493884-084e-4b95-ad00-6d8a2c659590,c4,c3,27,p3,?,surb={'id': 'cec85810-ef36-43a7-aea0-4da94b7326f1', 'route': ['p3', 'e12', 'i2', 'x12', 'p1', 'c4']}
1769467974.2730076,SENT,a1a4d93d-68df-465d-bd53-640fcf304cde,279c3a1e-545b-40c3-8d9b-8fedfe089487,c3,c1,3376,?,p3,
1769467974.2731938,CREATED,492d5f63-b812-4931-a561-78b52b970155,6285fd28-fbfa-4e2f-b2d0-afa15c975ae0,c3,c1,27,?,?,surb={'id': '92e3baab-b7ea-4779-8aa3-c06779b17bb0', 'route': ['p1', 'e7', 'i5', 'x8', 'p3', 'c3']}
1769467974.5438666,SENT,a4a252e5-e556-4f4f-b9e1-c49d443d4e59,be45a388-f572-497d-af92-37bf01da5527,c3,c1,3379,?,p3,
1769467974.5440261,CREATED,d799c54f-b134-407e-86de-1c3fb2c848ba,6285fd28-fbfa-4e2f-b2d0-afa15c975ae0,c3,c1,27,?,?,surb={'id': '92e3baab-b7ea-4779-8aa3-c06779b17bb0', 'route': ['p1', 'e7', 'i5', 'x8', 'p3', 'c3']}
1769467974.7067926,SENT,7ec08c70-33cb-4f5a-9d55-bf3c1cb7b2e0,ab37bd94-fff5-4483-82a4-2216e23b7d48,c3,c1,3388,?,p3,
1769467974.7069418,CREATED,f763a850-719e-43ce-a3f9-ddb1cf89f283,510d2aae-f1f4-41f3-b6da-0b23561624cb,c3,c1,27,?,?,surb={'id': 'c00fb718-0496-43a9-b78c-a327289855ac', 'route': ['p1', 'e10', 'i1', 'x3', 'p3', 'c3']}
1769467975.239943,SENT,9e3455ef-4a05-4dbb-b7c1-2aa1a38c28ef,4099700b-f483-4520-98b7-59f53294edaf,c3,c1,3376,?,p3,
1769467975.2404377,CREATED,1ce660a0-adca-46a3-a412-a63371848658,510d2aae-f1f4-41f3-b6da-0b23561624cb,c3,c1,27,?,?,surb={'id': 'c00fb718-0496-43a9-b78c-a327289855ac', 'route': ['p1', 'e10', 'i1', 'x3', 'p3', 'c3']}
1769467975.4625423,RECEIVED,13e8f68d-f672-4023-87b7-632fa07f01cb,ec940242-2ff1-4b98-8512-d80fc6978363,c4,c3,27,p3,?,surb={'id': 'd6368f8c-57ac-4ae0-811a-10e0c8f6315f', 'route': ['p3', 'e1', 'i3', 'x3', 'p1', 'c4']}
1769467975.4822743,RECEIVED,86ec61d8-8a47-4439-8382-1da6df943758,fe365d87-729e-4f17-a4f1-bcdbc9ace2e7,c4,c3,26,p3,?,surb={'id': '47ccce04-80c0-4765-a8ad-906b445906b3', 'route': ['p3', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769467975.5004692,RECEIVED,45d67efa-983c-4de7-9bab-a7d4c04afddf,ec940242-2ff1-4b98-8512-d80fc6978363,c4,c3,27,p3,?,surb={'id': 'd6368f8c-57ac-4ae0-811a-10e0c8f6315f', 'route': ['p3', 'e1', 'i3', 'x3', 'p1', 'c4']}
1769467975.6142507,SENT,e4fd44a2-a6f0-46ee-b6f9-c7a5bb804024,264f7edc-f091-41bf-891b-37df6a7f7799,c3,c1,3380,?,p3,
1769467975.6143286,CREATED,92ca8e83-747d-43a8-827c-71c8fa244ee0,639b99b2-2916-45c0-8627-49f49ef04f3c,c3,c1,27,?,?,surb={'id': '060d2478-7200-4c53-80cc-880585d02fde', 'route': ['p1', 'e3', 'i3', 'x1', 'p3', 'c3']}
1769467975.7083511,SENT,8716d5bd-e95d-4d6a-8009-27b90f10bb1a,ba79350b-9a0c-477b-b687-658149f499d6,c3,c1,3392,?,p3,
1769467975.7084985,CREATED,68e6009f-5e46-48ac-9955-0d2df9cd17a7,639b99b2-2916-45c0-8627-49f49ef04f3c,c3,c1,27,?,?,surb={'id': '060d2478-7200-4c53-80cc-880585d02fde', 'route': ['p1', 'e3', 'i3', 'x1', 'p3', 'c3']}
1769467975.918991,SENT,b4a909ec-378f-4897-a073-d033c8cb3710,0f2991e3-7509-4b67-beb2-41db73493e28,c3,c1,3356,?,p3,
1769467975.9191573,CREATED,67002ca7-ad14-424c-bbe3-7ef01b57d66f,2420c3a5-6f60-485a-b089-0021b0fb7ac4,c3,c1,24,?,?,surb={'id': '592d00f3-dd94-4d3a-befa-f6d711f4b35d', 'route': ['p1', 'e8', 'i8', 'x5', 'p3', 'c3']}
1769467975.919533,RECEIVED,f1ca6e51-51f1-47b1-b0a5-e2a08f9d2039,f825c7d4-c159-4825-b4ea-d84f281370e1,c4,c3,27,p3,?,surb={'id': '83500130-b943-4d19-ad28-3b25344c816b', 'route': ['p3', 'e12', 'i4', 'x8', 'p1', 'c4']}
1769467976.005889,RECEIVED,2b7ee6a9-6c0a-49de-b8c8-ea550827be28,d4ae853b-1ca6-4c53-b378-8382495e7cb1,c4,c3,27,p3,?,surb={'id': 'a799defd-5339-47cb-9b13-cbf5b14d09f4', 'route': ['p3', 'e2', 'i1', 'x12', 'p1', 'c4']}
1769467976.1007311,SENT,d549d06a-c30b-4990-b147-77d5f65ec344,fb5ebde7-26e5-4116-b428-47f888479677,c3,c1,3356,?,p3,
1769467976.1008055,CREATED,2004031b-772b-42cd-b63c-e3adb906594c,2420c3a5-6f60-485a-b089-0021b0fb7ac4,c3,c1,24,?,?,surb={'id': '592d00f3-dd94-4d3a-befa-f6d711f4b35d', 'route': ['p1', 'e8', 'i8', 'x5', 'p3', 'c3']}
1769467976.3749409,SENT,9eef3857-83e8-46dc-b087-b735d1455358,b100f152-a990-4f36-8fe0-fbf6e9f7e046,c3,c1,3399,?,p3,
1769467976.3751128,CREATED,0a0e4f4a-b63f-4803-8bd4-8aa690c0b0e7,ca381ac1-8659-4804-88e1-5c4b0bad4372,c3,c1,27,?,?,surb={'id': '3169d58e-9002-4a4b-9a0f-597780c29fe4', 'route': ['p1', 'e2', 'i12', 'x11', 'p3', 'c3']}
1769467976.4342978,SENT,0f09db97-e601-4849-aadd-eb67976c103d,e12e2db7-5982-4270-a415-b28ce265e9fb,c3,c1,3402,?,p3,
1769467976.4344695,CREATED,78496726-dab3-4d1b-b63a-4cc9fdf6a2f3,ca381ac1-8659-4804-88e1-5c4b0bad4372,c3,c1,27,?,?,surb={'id': '3169d58e-9002-4a4b-9a0f-597780c29fe4', 'route': ['p1', 'e2', 'i12', 'x11', 'p3', 'c3']}
1769467976.697677,SENT,a0bccc3c-5f0a-4601-8ac4-9124dbaf6fb2,39c5ae30-0c26-4c62-bd66-1ee4e8c6894e,c3,c1,3367,?,p3,
1769467976.697797,CREATED,8c5d0f3f-7ee4-4d68-8d15-542f318764a4,42f28a89-5fe5-4ffb-b1be-f8b918a16431,c3,c1,27,?,?,surb={'id': 'c2ae99e1-9707-461b-9d99-6c203fb43018', 'route': ['p1', 'e6', 'i6', 'x9', 'p3', 'c3']}
1769467976.8766072,SENT,b86a01ed-ea60-406b-b7bf-8b552c867f84,76cac872-9210-4194-b962-63e2b98720fc,c3,c1,3388,?,p3,
1769467976.8767292,CREATED,d684fa24-c894-4bcf-b188-ba78cdbd7798,42f28a89-5fe5-4ffb-b1be-f8b918a16431,c3,c1,27,?,?,surb={'id': 'c2ae99e1-9707-461b-9d99-6c203fb43018', 'route': ['p1', 'e6', 'i6', 'x9', 'p3', 'c3']}
1769467976.9342706,RECEIVED,8d102801-23b8-4d78-9f90-a3ebcc661d49,3bd910be-f479-4b97-ad5f-72b9db0bf2bb,c4,c3,27,p3,?,surb={'id': '523b5556-e267-4981-acb7-0422d10f646f', 'route': ['p3', 'e6', 'i1', 'x12', 'p1', 'c4']}
1769467977.0641422,SENT,d272ea41-4819-47d0-a0f6-9e0095557f45,ae25a4fb-30de-472e-9fc4-084c7b109b74,c3,c1,3391,?,p3,
1769467977.0642653,CREATED,e4676068-8e93-4988-9f31-4f502eeba9d9,0835d5a4-7d61-4d6b-bae6-7bbc944d8ab2,c3,c1,26,?,?,surb={'id': '31750f2b-b02d-4d21-9d87-e2d8ac3c6434', 'route': ['p1', 'e12', 'i12', 'x3', 'p3', 'c3']}
1769467977.0913322,RECEIVED,49b6aad7-be69-4e29-8381-43ce9e28d737,3bd910be-f479-4b97-ad5f-72b9db0bf2bb,c4,c3,27,p3,?,surb={'id': '523b5556-e267-4981-acb7-0422d10f646f', 'route': ['p3', 'e6', 'i1', 'x12', 'p1', 'c4']}
1769467977.4379017,SENT,0c357a9e-089d-4d06-b124-b2600a7f5f31,7a749693-98a0-438a-a18b-fd10a19a97ba,c3,c1,3368,?,p3,
1769467977.438076,CREATED,b5904e8b-aea2-4b57-8bca-d7f81e2b6eee,0835d5a4-7d61-4d6b-bae6-7bbc944d8ab2,c3,c1,26,?,?,surb={'id': '31750f2b-b02d-4d21-9d87-e2d8ac3c6434', 'route': ['p1', 'e12', 'i12', 'x3', 'p3', 'c3']}
1769467977.5012844,SENT,a665e2d8-54a6-4ed7-9fe9-f93b59f6ff81,c6595215-b9f9-4205-acf2-a813b8fec8b1,c3,c1,3361,?,p3,
1769467977.5030217,CREATED,de7cde41-1135-4e3e-9971-ec22b31de3c6,392a9557-6c61-47f8-8d7d-92f67cf667ef,c3,c1,26,?,?,surb={'id': '353b4dc2-d07f-43e8-8824-bbe938c10e57', 'route': ['p1', 'e6', 'i2', 'x4', 'p3', 'c3']}
1769467977.8005817,SENT,3db1f80d-ec61-44a3-ac25-7023bbff0c45,ce6eb370-30b6-4535-8c76-9ee6d1cd5732,c3,c1,3384,?,p3,
1769467977.8006887,CREATED,1a44afd3-8c31-480b-826b-61bc37de7156,392a9557-6c61-47f8-8d7d-92f67cf667ef,c3,c1,26,?,?,surb={'id': '353b4dc2-d07f-43e8-8824-bbe938c10e57', 'route': ['p1', 'e6', 'i2', 'x4', 'p3', 'c3']}
1769467977.8537645,SENT,96b9fa2d-9ab3-4d1d-b705-67a64b1d85bc,a0b3cae8-7ea7-4add-8b5e-cdcb8c485a91,c3,c1,3375,?,p3,
1769467977.8539116,CREATED,dad66564-009d-4b4b-8f89-7958605ea540,596bb7eb-f579-4e96-8ed1-03d3bd36ebd7,c3,c1,27,?,?,surb={'id': '3ce681e9-b56f-49a2-ad74-38f7f5e240e5', 'route': ['p1', 'e4', 'i9', 'x6', 'p3', 'c3']}
1769467977.929439,RECEIVED,e9beccda-5f84-4f9a-b19e-69a34cfcc6b4,c8cd30df-c281-4199-927a-ee6f15a6ebe8,c4,c3,27,p3,?,surb={'id': '389c381c-4030-4240-9867-20f6afa7df2f', 'route': ['p3', 'e5', 'i3', 'x7', 'p1', 'c4']}
1769467977.9487002,RECEIVED,3ad1b8d8-4cbe-49b6-827d-7d9b2b0a1828,fe365d87-729e-4f17-a4f1-bcdbc9ace2e7,c4,c3,26,p3,?,surb={'id': '47ccce04-80c0-4765-a8ad-906b445906b3', 'route': ['p3', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769467978.4517307,SENT,bf4e801f-c422-44f8-9e38-27819245d5be,74f8c6bc-17aa-422f-828c-08804865a94d,c3,c1,3371,?,p3,
1769467978.4518704,CREATED,a4ace6c2-759a-4549-9754-ea1aabd21a28,596bb7eb-f579-4e96-8ed1-03d3bd36ebd7,c3,c1,27,?,?,surb={'id': '3ce681e9-b56f-49a2-ad74-38f7f5e240e5', 'route': ['p1', 'e4', 'i9', 'x6', 'p3', 'c3']}
1769467978.8017642,RECEIVED,c59590b3-4ef7-4b8e-b94c-63678be04859,82a547c2-6d20-46fd-add7-1a9cf1109878,c4,c3,26,p3,?,surb={'id': '3c34b4d2-c65f-4381-bfd4-f3c7bf07f04c', 'route': ['p3', 'e11', 'i9', 'x2', 'p1', 'c4']}
1769467978.828717,RECEIVED,6e4d58a4-3a81-4d12-9c1c-30e662967b7f,76f2bf5e-7efc-4f60-9409-311377a075ca,c4,c3,26,p3,?,surb={'id': '33fa2b93-784d-4502-93e7-0e7150dadb96', 'route': ['p3', 'e10', 'i10', 'x12', 'p1', 'c4']}
1769467978.973168,RECEIVED,9c4917ea-4b13-4607-99f6-1e512fb63a38,d4ae853b-1ca6-4c53-b378-8382495e7cb1,c4,c3,27,p3,?,surb={'id': 'a799defd-5339-47cb-9b13-cbf5b14d09f4', 'route': ['p3', 'e2', 'i1', 'x12', 'p1', 'c4']}
1769467979.0983007,RECEIVED,c56393c6-9826-4ea3-87dd-047779bae1fb,c8cd30df-c281-4199-927a-ee6f15a6ebe8,c4,c3,27,p3,?,surb={'id': '389c381c-4030-4240-9867-20f6afa7df2f', 'route': ['p3', 'e5', 'i3', 'x7', 'p1', 'c4']}
1769467979.1984453,RECEIVED,e071970f-ba66-426f-a7ca-80a9af508c2f,c8382feb-3cf2-472f-8fd6-54e9a4aaf56d,c4,c3,27,p3,?,surb={'id': '96384271-164c-4fca-921e-39a2e393e45f', 'route': ['p3', 'e10', 'i3', 'x9', 'p1', 'c4']}
1769467979.2586994,RECEIVED,c91914e2-8c75-46c1-9ad4-bd8307483437,ce79bf95-235f-44e0-8b89-f4ebf55846fb,c4,c3,27,p3,?,surb={'id': '6dbf1299-de70-4634-ae55-920c6c4cb642', 'route': ['p3', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769467979.3767188,SENT,8eb0f3d2-d97e-45be-bffb-7f115c3a49c4,0e358172-3e1c-4bb8-b355-a7c0cae1ac1b,c3,c1,3406,?,p3,
1769467979.3768675,CREATED,c7a55ec5-b519-4a8b-ac25-1cb7be46a987,4613ae7c-14f9-4c63-a1af-42c0b5d71675,c3,c1,27,?,?,surb={'id': 'b64964bb-6bcd-4320-938b-ea2d6182f87d', 'route': ['p1', 'e7', 'i2', 'x10', 'p3', 'c3']}
1769467979.4328287,SENT,af10a292-5d23-425b-9c68-9abd41cd7be0,305db910-4eea-4685-8971-159085bbf6f5,c3,c1,3387,?,p3,
1769467979.432977,CREATED,1e0142c0-4233-4e9c-a11c-6764d178f473,4613ae7c-14f9-4c63-a1af-42c0b5d71675,c3,c1,27,?,?,surb={'id': 'b64964bb-6bcd-4320-938b-ea2d6182f87d', 'route': ['p1', 'e7', 'i2', 'x10', 'p3', 'c3']}
1769467979.6442971,RECEIVED,bd6ce600-033c-460c-a2dd-d6cdf8e62085,c8382feb-3cf2-472f-8fd6-54e9a4aaf56d,c4,c3,27,p3,?,surb={'id': '96384271-164c-4fca-921e-39a2e393e45f', 'route': ['p3', 'e10', 'i3', 'x9', 'p1', 'c4']}
1769467979.8985217,RECEIVED,99e304e0-2522-4eed-b3cf-e1a337b523ba,76f2bf5e-7efc-4f60-9409-311377a075ca,c4,c3,26,p3,?,surb={'id': '33fa2b93-784d-4502-93e7-0e7150dadb96', 'route': ['p3', 'e10', 'i10', 'x12', 'p1', 'c4']}
1769467979.9436448,SENT,8d85d4b4-1198-4f38-8931-f9fd872aaa9e,3c79af01-bb2c-49af-98db-5a0a9842b58b,c3,c1,3383,?,p3,
1769467979.9437833,CREATED,e1d94937-dfa3-412b-9a99-8c3297f678dd,fa45ddda-86bd-4442-9d26-42e086f80c48,c3,c1,27,?,?,surb={'id': '0447d518-e062-4208-9848-bdebe20405b2', 'route': ['p1', 'e9', 'i6', 'x7', 'p3', 'c3']}
1769467979.9861376,SENT,1d27f1e3-4529-4e07-8f8b-14b818779871,d436e14d-8314-4862-8c11-a0567317183d,c3,c1,3364,?,p3,
1769467979.986218,CREATED,cf482b0a-221e-47eb-a506-b6892546da7f,fa45ddda-86bd-4442-9d26-42e086f80c48,c3,c1,27,?,?,surb={'id': '0447d518-e062-4208-9848-bdebe20405b2', 'route': ['p1', 'e9', 'i6', 'x7', 'p3', 'c3']}
1769467980.145481,SENT,40c305fa-8a09-4234-b42a-5ff91d06ea2b,99974327-4e74-4e36-82c4-25058bda8c20,c3,c1,3383,?,p3,
1769467980.1456282,CREATED,ed9c5d13-3e02-475f-a8fe-f968f1b4e0be,ad0d1351-8678-4881-a44e-8dc0a7cf08ad,c3,c1,26,?,?,surb={'id': 'e1cf3f03-82c6-40b9-b493-c00c90625dad', 'route': ['p1', 'e4', 'i10', 'x1', 'p3', 'c3']}
1769467980.196829,RECEIVED,67a70d9a-f762-470e-952b-8e2cbf61d9f8,7f2aa394-270c-40e4-90ed-dbfc1fbee478,c4,c3,27,p3,?,surb={'id': '86d87ae7-03f4-4c23-b40c-ec46e4668a3c', 'route': ['p3', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769467980.3491251,SENT,7c64d485-073a-491f-81f7-566dcf721925,69f636ff-9aca-4129-b7cf-c14c771b062f,c3,c1,3385,?,p3,
1769467980.3491874,CREATED,2ed59143-6283-4379-a5cd-76589136e1aa,ad0d1351-8678-4881-a44e-8dc0a7cf08ad,c3,c1,26,?,?,surb={'id': 'e1cf3f03-82c6-40b9-b493-c00c90625dad', 'route': ['p1', 'e4', 'i10', 'x1', 'p3', 'c3']}
1769467980.4436975,RECEIVED,d013a630-d49c-40b3-9140-46f46b5541c8,afad8b58-6e0f-497c-a08d-5022195a8005,c4,c3,27,p3,?,surb={'id': '2444585a-1e4b-4cc5-980b-9f4e02714954', 'route': ['p3', 'e10', 'i7', 'x5', 'p1', 'c4']}
1769467980.854388,SENT,01c92c96-4a97-4eb1-a3dd-ea59754ab397,4cb490ff-4823-46fb-a226-af8372606a2d,c3,c1,3379,?,p3,
1769467980.8545384,CREATED,438a349a-fe85-4e22-a69a-1856c3954ea2,91a1c8ab-1b17-469e-b8f5-9b1d33f31245,c3,c1,26,?,?,surb={'id': '0add90de-1704-4412-8c6b-d00ea7a331f1', 'route': ['p1', 'e9', 'i12', 'x11', 'p3', 'c3']}
