timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769468294.0182545,CREATED,9436afff-3e82-4643-9925-5f8e1d9cd362,ee9befe1-2137-4c59-8ca8-b58b87832857,c3,c1,26,?,?,surb={'id': '1c119fe5-8a78-461c-9020-6fd46552808a', 'route': ['p1', 'e12', 'i4', 'x9', 'p3', 'c3']}
1769468294.2561326,SENT,a5ba260d-8815-4aac-959a-9559af821941,7400f02b-f6a0-4c04-b7fe-91f167f7267d,c3,c1,3372,?,p3,
1769468294.2562273,CREATED,54207163-c987-436a-879f-4b71a9b81d32,b5782295-4a77-4add-be8d-c35a412a589c,c3,c1,27,?,?,surb={'id': 'b67f4db7-6fd8-4f49-add1-5a81524150c8', 'route': ['p1', 'e11', 'i8', 'x3', 'p3', 'c3']}
1769468294.3342936,RECEIVED,5df336e7-3868-43f9-91cd-b65f02d8854d,f702204e-6f4e-41c8-b33f-ed367707914a,c4,c3,27,p3,?,surb={'id': 'e409b96a-1898-482e-90ba-a5db02710310', 'route': ['p3', 'e10', 'i3', 'x1', 'p1', 'c4']}
1769468294.491833,RECEIVED,6ea322f9-704b-4d48-bb59-564ff22a0310,8b6c14ad-cc4a-45b6-9b94-28d10aa5d652,c4,c3,26,p3,?,surb={'id': '4435cf6a-43e2-40e1-8c31-685f5c36d30d', 'route': ['p3', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769468294.7001426,RECEIVED,0d91f718-112e-48ab-a8ec-ae7614e7baa7,8b6c14ad-cc4a-45b6-9b94-28d10aa5d652,c4,c3,26,p3,?,surb={'id': '4435cf6a-43e2-40e1-8c31-685f5c36d30d', 'route': ['p3', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769468294.712491,SENT,5165c5e5-c430-400d-af0c-e958dac830e5,cbb45894-c267-4565-a2c2-1966ef6c684f,c3,c1,3392,?,p3,
1769468294.7126312,CREATED,0b104019-cb44-4c0d-a964-132356ab5934,b5782295-4a77-4add-be8d-c35a412a589c,c3,c1,27,?,?,surb={'id': 'b67f4db7-6fd8-4f49-add1-5a81524150c8', 'route': ['p1', 'e11', 'i8', 'x3', 'p3', 'c3']}
1769468295.0444357,SENT,f2b5f999-d21d-41ad-8923-54020b080b3a,bb5591d1-2c8e-44ea-8a30-0947dbb30a16,c3,c1,3381,?,p3,
1769468295.0447774,CREATED,88a7ebb9-8822-4304-8cb9-0495f97016cd,57912282-0a65-46d2-ad09-47d6cc1d26e2,c3,c1,26,?,?,surb={'id': '2dc6a80e-6f7e-4936-b4d0-03fd0b41837f', 'route': ['p1', 'e1', 'i8', 'x11', 'p3', 'c3']}
1769468295.0765085,RECEIVED,cd8eb144-7eee-4860-bb97-316f0f8d0ef9,d12dd8b6-66c7-4c72-8f34-9ac7558e4ea2,c4,c3,27,p3,?,surb={'id': 'a2fa0668-4a51-4cb1-b1bf-ede2d632565d', 'route': ['p3', 'e5', 'i4', 'x12', 'p1', 'c4']}
1769468295.3836255,RECEIVED,490b20d2-0737-4d77-a75e-c72d8b67ddf2,5232b4f6-77c6-4a74-908b-bddba3369810,c4,c3,27,p3,?,surb={'id': '89d5f927-6d2c-4ffa-9cde-6f37074215ab', 'route': ['p3', 'e5', 'i4', 'x1', 'p1', 'c4']}
1769468295.6981192,RECEIVED,7aec3cfd-3c98-4a4a-ac54-08d70b43809f,f702204e-6f4e-41c8-b33f-ed367707914a,c4,c3,27,p3,?,surb={'id': 'e409b96a-1898-482e-90ba-a5db02710310', 'route': ['p3', 'e10', 'i3', 'x1', 'p1', 'c4']}
1769468295.7755735,SENT,66efa421-5b6e-4e7c-aa9b-b04ce402feab,2f4c565e-ebee-4ba3-a861-90170983b8c7,c3,c1,3384,?,p3,
1769468295.775653,CREATED,2541cdc8-732f-40ba-b848-a62250106563,57912282-0a65-46d2-ad09-47d6cc1d26e2,c3,c1,26,?,?,surb={'id': '2dc6a80e-6f7e-4936-b4d0-03fd0b41837f', 'route': ['p1', 'e1', 'i8', 'x11', 'p3', 'c3']}
1769468295.822348,SENT,c7365dcb-24bb-4a9e-a4e5-e5ab939a05a1,f2dc2203-9f24-498f-9e85-4b45bfdbdb9d,c3,c1,3384,?,p3,
1769468295.8225005,CREATED,b4c37098-174d-4870-a7d2-b49fb2c80ecf,04f5920a-10d7-4837-9f05-2edb7a0b1423,c3,c1,26,?,?,surb={'id': '99a70f0f-54eb-463a-be9b-f183e2258f73', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769468295.9262714,SENT,178da91a-4839-48bc-86dc-dbf40d10e571,c22aecf7-1090-44af-b4b0-5fc7545941c1,c3,c1,3355,?,p3,
1769468295.9264274,CREATED,6e9f8c6d-c89d-4a51-8e1d-40cb129e0477,04f5920a-10d7-4837-9f05-2edb7a0b1423,c3,c1,26,?,?,surb={'id': '99a70f0f-54eb-463a-be9b-f183e2258f73', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769468295.9907978,RECEIVED,87d8ee02-7386-444a-a6e2-53872807a56a,5232b4f6-77c6-4a74-908b-bddba3369810,c4,c3,27,p3,?,surb={'id': '89d5f927-6d2c-4ffa-9cde-6f37074215ab', 'route': ['p3', 'e5', 'i4', 'x1', 'p1', 'c4']}
1769468296.3991876,RECEIVED,c43cb260-d1b4-43c4-a32e-3d1b93074efe,a7ff9a28-34f7-4cf3-b808-e8c984ec4b8d,c4,c3,27,p3,?,surb={'id': '2c31b2fc-0c8b-4c3f-8121-6d2ee930b471', 'route': ['p3', 'e9', 'i3', 'x5', 'p1', 'c4']}
1769468296.5496812,SENT,31d56d90-08ff-4663-bdbf-cf071965938a,7955d6b9-0b16-4f0b-b4a1-29e0f2fa5a14,c3,c1,3395,?,p3,
1769468296.5502613,CREATED,13aae29f-2486-4c77-88fe-6f450878edaf,4aab6e3e-f95b-4020-b033-b41f33b7170e,c3,c1,27,?,?,surb={'id': '8a2bf092-e58e-4eed-af4a-b4e937a995d2', 'route': ['p1', 'e11', 'i9', 'x9', 'p3', 'c3']}
1769468296.5688736,SENT,ed3c2489-97fe-46e0-b8bf-ec1df5422bae,0cdbfbb7-66f4-478e-a2b4-5a489561ccd5,c3,c1,3395,?,p3,
1769468296.5690246,CREATED,88f505c7-f0bd-4e1f-9697-778160fd7115,4aab6e3e-f95b-4020-b033-b41f33b7170e,c3,c1,27,?,?,surb={'id': '8a2bf092-e58e-4eed-af4a-b4e937a995d2', 'route': ['p1', 'e11', 'i9', 'x9', 'p3', 'c3']}
1769468296.627909,SENT,71c322cd-a3ba-4e67-abcf-712bc5440dfe,84ec5f51-558f-481e-86a4-9fd19ed78d65,c3,c1,3392,?,p3,
1769468296.6280675,CREATED,b85d1476-6fb6-4b6b-9b73-75b9b77efdb3,6aa0b906-184f-4617-9ae7-827a6626ca3d,c3,c1,27,?,?,surb={'id': '9780953b-65ce-41cc-ab1c-ab4a0f522def', 'route': ['p1', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769468296.7982733,SENT,51635603-87f7-491f-94f7-8f0b33f21a06,b33e5aec-b085-49fd-b559-8b529d6853f3,c3,c1,3385,?,p3,
1769468296.798367,CREATED,39513b9d-833a-410b-bfa0-b8e89e3f7aec,6aa0b906-184f-4617-9ae7-827a6626ca3d,c3,c1,27,?,?,surb={'id': '9780953b-65ce-41cc-ab1c-ab4a0f522def', 'route': ['p1', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769468296.8721411,SENT,133320ac-59ff-4e74-ad1b-74cf135458ae,aa26465d-bb39-4f19-89da-2c3d2102ff6a,c3,c1,3372,?,p3,
1769468296.8722603,CREATED,a745ad5e-c21d-49fd-9a35-8516135466ea,9466c7ab-1d34-4c7b-8193-0e21205dacf9,c3,c1,27,?,?,surb={'id': 'cfd8c29c-4f51-4331-9e8e-c66bef422be4', 'route': ['p1', 'e2', 'i2', 'x3', 'p3', 'c3']}
1769468296.9414773,RECEIVED,a619244f-c331-4b8b-84d2-a8267e6cd952,a9b502c3-4403-4f4d-a972-ac21ba93dd19,c4,c3,25,p3,?,surb={'id': '29e3f0de-f1e6-44c1-b3be-66a9a379590b', 'route': ['p3', 'e12', 'i5', 'x7', 'p1', 'c4']}
1769468297.2886233,RECEIVED,24c12086-6c9c-4041-9337-7c37931fbb82,c9e40ee0-7902-4561-a95b-761edb0125b6,c4,c3,27,p3,?,surb={'id': 'f9151b79-6d60-4607-8629-6a3cc3cb9477', 'route': ['p3', 'e3', 'i11', 'x9', 'p1', 'c4']}
1769468297.438823,RECEIVED,adc23651-b21f-4be6-aace-18ebf3eb1a36,492c9da9-ede1-4b28-9e86-efffb02a8225,c4,c3,27,p3,?,surb={'id': '2454cccd-2036-4161-9782-804849666070', 'route': ['p3', 'e2', 'i6', 'x10', 'p1', 'c4']}
1769468297.5896857,RECEIVED,f5e886b2-b85c-4ef4-b59c-412404b333c2,492c9da9-ede1-4b28-9e86-efffb02a8225,c4,c3,27,p3,?,surb={'id': '2454cccd-2036-4161-9782-804849666070', 'route': ['p3', 'e2', 'i6', 'x10', 'p1', 'c4']}
1769468297.624258,RECEIVED,c95bc2e5-512d-4509-9e48-c97ffde4d72d,a7ff9a28-34f7-4cf3-b808-e8c984ec4b8d,c4,c3,27,p3,?,surb={'id': '2c31b2fc-0c8b-4c3f-8121-6d2ee930b471', 'route': ['p3', 'e9', 'i3', 'x5', 'p1', 'c4']}
1769468297.6876733,SENT,178e3f06-f10d-4751-8195-fc033657f78f,1ce3022d-1b6e-485b-9365-3eadee06d71e,c3,c1,3376,?,p3,
1769468297.6878254,CREATED,97aff2a2-b054-434e-a09d-e4a0dc44ff81,9466c7ab-1d34-4c7b-8193-0e21205dacf9,c3,c1,27,?,?,surb={'id': 'cfd8c29c-4f51-4331-9e8e-c66bef422be4', 'route': ['p1', 'e2', 'i2', 'x3', 'p3', 'c3']}
1769468297.7301397,RECEIVED,6ef7066b-7126-4ada-8965-0bcff48402ab,1a174a01-e412-40b4-9d8b-f5fd73dbef81,c4,c3,27,p3,?,surb={'id': '9f504726-3b7c-44ba-ac7a-41b8ef19e963', 'route': ['p3', 'e3', 'i8', 'x2', 'p1', 'c4']}
1769468297.898777,SENT,6ce7a76a-6c83-4f91-af80-0f9a48de30fe,66efcbbe-46d7-49da-8cc8-803b4a12d1da,c3,c1,3371,?,p3,
1769468297.898931,CREATED,11aed308-a0f0-440a-bc25-c3803a1af266,7a6442ff-7289-4d1d-800a-bf26b3b33126,c3,c1,27,?,?,surb={'id': '8352608b-2aa8-4ad1-a3e8-6d052ca8f07d', 'route': ['p1', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769468298.0353115,RECEIVED,163d00a6-a6e6-4acb-bc54-b5d9f22fefcc,a9b502c3-4403-4f4d-a972-ac21ba93dd19,c4,c3,25,p3,?,surb={'id': '29e3f0de-f1e6-44c1-b3be-66a9a379590b', 'route': ['p3', 'e12', 'i5', 'x7', 'p1', 'c4']}
1769468298.108794,SENT,bd562b6a-a880-443d-8529-5481d56ffd9d,4cfa6f2d-efd0-4158-9dd0-ebdd83164388,c3,c1,3389,?,p3,
1769468298.1088972,CREATED,00bee2d4-d30e-4175-8e04-65665345bf29,7a6442ff-7289-4d1d-800a-bf26b3b33126,c3,c1,27,?,?,surb={'id': '8352608b-2aa8-4ad1-a3e8-6d052ca8f07d', 'route': ['p1', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769468298.3999636,RECEIVED,f3644ad0-cb69-47b6-a292-df8c501a123e,1a174a01-e412-40b4-9d8b-f5fd73dbef81,c4,c3,27,p3,?,surb={'id': '9f504726-3b7c-44ba-ac7a-41b8ef19e963', 'route': ['p3', 'e3', 'i8', 'x2', 'p1', 'c4']}
1769468298.714427,RECEIVED,a9d4422f-47d5-4d83-b44b-576c6bee6719,b1bcae55-708a-4c0b-9d11-1bb64b8689aa,c4,c3,27,p3,?,surb={'id': 'e7e65a47-cd04-42bb-b891-5ee9307d7a71', 'route': ['p3', 'e1', 'i12', 'x1', 'p1', 'c4']}
1769468298.7280116,RECEIVED,c63b4b0c-de8f-4a96-82f8-007895282268,b1bcae55-708a-4c0b-9d11-1bb64b8689aa,c4,c3,27,p3,?,surb={'id': 'e7e65a47-cd04-42bb-b891-5ee9307d7a71', 'route': ['p3', 'e1', 'i12', 'x1', 'p1', 'c4']}
1769468298.981589,RECEIVED,3b80d330-ab12-48a2-9325-69d6c82619c9,90e5b0e3-bee5-4a78-a042-2406f33a213a,c4,c3,26,p3,?,surb={'id': 'f1e4d767-b8fe-454e-a7c6-0d99eb8e3d5f', 'route': ['p3', 'e1', 'i12', 'x1', 'p1', 'c4']}
1769468299.3173463,RECEIVED,3cf1733d-0e1f-45a2-b1b6-4b5500d88415,32768681-e092-4bb4-986a-d4322e3f8c57,c4,c3,27,p3,?,surb={'id': '98192d36-815f-4e2d-a21f-36004cbe897b', 'route': ['p3', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769468299.5878334,RECEIVED,019b7b8a-ecbe-4d5b-b734-032db0dbcd84,90e5b0e3-bee5-4a78-a042-2406f33a213a,c4,c3,26,p3,?,surb={'id': 'f1e4d767-b8fe-454e-a7c6-0d99eb8e3d5f', 'route': ['p3', 'e1', 'i12', 'x1', 'p1', 'c4']}
1769468300.0378234,SENT,99c1aa2d-9c8c-4ef2-b4a1-23b9263ab273,f942567e-ee58-4712-b3d0-3a1c40a325ab,c3,c1,3392,?,p3,
1769468300.0379748,CREATED,17f5849b-ca06-4932-96e9-1370da434d24,19cdf96b-866a-45d6-aa42-a22ca018fdf1,c3,c1,27,?,?,surb={'id': '77a97eaf-c4b4-483a-88a8-913059389ff5', 'route': ['p1', 'e9', 'i5', 'x7', 'p3', 'c3']}
1769468300.2336113,SENT,e668454b-c1b8-4fe6-af85-26ae2ee31c6f,db90e60c-d353-425f-9ff2-97addeb1dde9,c3,c1,3384,?,p3,
1769468300.2337544,CREATED,35ba58d6-ed07-4e0f-ba9a-84eec73adde3,19cdf96b-866a-45d6-aa42-a22ca018fdf1,c3,c1,27,?,?,surb={'id': '77a97eaf-c4b4-483a-88a8-913059389ff5', 'route': ['p1', 'e9', 'i5', 'x7', 'p3', 'c3']}
1769468300.304173,RECEIVED,45964d5e-ad4b-45b4-8091-137b00af7159,412c9865-1810-4d26-bbd2-6a0dc7fe0296,c4,c3,27,p3,?,surb={'id': '493dafac-5490-42d4-a6ae-c443ab3ffa19', 'route': ['p3', 'e8', 'i2', 'x5', 'p1', 'c4']}
1769468300.321524,SENT,6ffbc30a-a22d-4718-b061-47671db46030,99a3c003-046c-4b8d-af12-ae5de877d295,c3,c1,3359,?,p3,
1769468300.321679,CREATED,05c27059-f56b-44be-8e4f-2552842e158b,79582df0-ecb9-4829-b145-791d98ca7855,c3,c1,27,?,?,surb={'id': '4331c402-a8c0-4461-992c-ac7fdccbb7cc', 'route': ['p1', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769468300.5102272,RECEIVED,a5a2bf9f-c7a2-4971-b3eb-8e6fba8eef80,020f3e31-6240-40f0-8a07-b4514f1417ae,c4,c3,26,p3,?,surb={'id': 'a27b6b20-7ff5-417e-83fa-f91dabfeeb39', 'route': ['p3', 'e4', 'i3', 'x5', 'p1', 'c4']}
1769468300.6489727,SENT,b76d5016-d359-42e7-bfde-1a19b1703bc7,61b56dba-0423-45c5-8889-7f8fa7a23a5d,c3,c1,3373,?,p3,
1769468300.6500385,CREATED,aa9d105c-ebb3-4134-95f7-8497e227e267,79582df0-ecb9-4829-b145-791d98ca7855,c3,c1,27,?,?,surb={'id': '4331c402-a8c0-4461-992c-ac7fdccbb7cc', 'route': ['p1', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769468300.7213156,RECEIVED,f39534dd-3a6f-4676-b8a6-b032d685263b,20b3845d-efab-451d-aaa7-9ab3045cba15,c4,c3,27,p3,?,surb={'id': '61634408-91ad-47ed-9904-b575c8d4a1eb', 'route': ['p3', 'e5', 'i8', 'x3', 'p1', 'c4']}
1769468301.1438234,SENT,61f323ac-00a9-438c-8693-cd22633b5bb1,18f009b4-19a0-4af5-bc03-be52f72589bc,c3,c1,3374,?,p3,
1769468301.1439323,CREATED,aa6edea7-4203-456a-b101-9ece57bd662c,7125905f-6b3c-4ba7-8ae4-49758f35f5b6,c3,c1,26,?,?,surb={'id': '1fbf2747-c5bf-45db-bfb7-ec70d990362b', 'route': ['p1', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769468301.1589134,RECEIVED,decc41c4-f17c-45d0-b00e-eb650aa5ebf2,6a4fd4a5-4f4f-437a-812c-2347e351f8a2,c4,c3,27,p3,?,surb={'id': 'a6e0c5e0-4ac9-49d9-b13f-6ddd7b3ec5e0', 'route': ['p3', 'e4', 'i8', 'x7', 'p1', 'c4']}
1769468301.1716933,SENT,9d430953-4654-4070-9720-becf0c25e3d6,59c3ee93-fa7e-4062-b9ca-0f03ec644fa5,c3,c1,3383,?,p3,
1769468301.171816,CREATED,fd1cf8d7-3774-4e13-8872-5c74220922ca,7125905f-6b3c-4ba7-8ae4-49758f35f5b6,c3,c1,26,?,?,surb={'id': '1fbf2747-c5bf-45db-bfb7-ec70d990362b', 'route': ['p1', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769468301.2196653,SENT,f55a6833-68f5-4f9d-a8de-8ffb278998d7,c98ed162-660b-486d-a0ad-078ac691f0ad,c3,c1,3401,?,p3,
1769468301.2198136,CREATED,c3e951e2-7c64-4112-b39f-c4630e891764,f459e46c-657a-42c7-9ac0-f521a4addf49,c3,c1,27,?,?,surb={'id': 'dc307cb7-d9ce-4e34-85b8-729783adf6d6', 'route': ['p1', 'e11', 'i2', 'x10', 'p3', 'c3']}
1769468301.8165598,RECEIVED,427d51a1-63fd-485f-b59e-9b18f00d2f2d,ce8ed7ba-7074-43b3-b3da-01ee850d6b3e,c4,c3,26,p3,?,surb={'id': '74bf0743-f375-4a34-a198-c93959614b06', 'route': ['p3', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769468301.9757862,RECEIVED,71eeb967-b122-44c8-ae65-c9ac4f3656bc,32768681-e092-4bb4-986a-d4322e3f8c57,c4,c3,27,p3,?,surb={'id': '98192d36-815f-4e2d-a21f-36004cbe897b', 'route': ['p3', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769468302.2779932,RECEIVED,5b2a8aa8-209f-4ff1-86fa-aad519ccb60f,ba534bfc-6c49-4014-acf6-c0ba6fdb1a1a,c4,c3,27,p3,?,surb={'id': '5055d0bc-a1b4-42e2-a96b-c9e47885702c', 'route': ['p3', 'e5', 'i3', 'x10', 'p1', 'c4']}
1769468302.6805265,SENT,5a69a120-dff3-41c5-a283-80870a8750fa,128b4ceb-4bb1-4fd5-9d87-ba0f54f44e97,c3,c1,3374,?,p3,
1769468302.6806605,CREATED,061e36d6-143e-4fa6-8dce-08a7f89e5c20,f459e46c-657a-42c7-9ac0-f521a4addf49,c3,c1,27,?,?,surb={'id': 'dc307cb7-d9ce-4e34-85b8-729783adf6d6', 'route': ['p1', 'e11', 'i2', 'x10', 'p3', 'c3']}
1769468303.1188643,SENT,d6b06cbc-0b65-4715-858a-2c500434e8c9,965d9d26-c59d-4e4a-aa73-a530803bcef3,c3,c1,3370,?,p3,
1769468303.1190248,CREATED,5997fe05-7e70-4178-8b4f-6ed656a295a9,f2e8f773-ebc1-4a0a-b056-4b3afb67b650,c3,c1,27,?,?,surb={'id': '895a4506-3cbe-4995-91a7-5b460d0780eb', 'route': ['p1', 'e7', 'i2', 'x9', 'p3', 'c3']}
1769468303.195557,RECEIVED,13cecc20-c69d-4722-917d-d86edbeb696c,020f3e31-6240-40f0-8a07-b4514f1417ae,c4,c3,26,p3,?,surb={'id': 'a27b6b20-7ff5-417e-83fa-f91dabfeeb39', 'route': ['p3', 'e4', 'i3', 'x5', 'p1', 'c4']}
1769468303.3358836,RECEIVED,39cf6fee-30ff-4071-8557-ef7a0b9f966f,20b3845d-efab-451d-aaa7-9ab3045cba15,c4,c3,27,p3,?,surb={'id': '61634408-91ad-47ed-9904-b575c8d4a1eb', 'route': ['p3', 'e5', 'i8', 'x3', 'p1', 'c4']}
1769468303.4190361,SENT,55b7455f-660d-424d-b3cd-afea93d902f1,65b5f241-a1b5-41ca-8111-858e4a78ed11,c3,c1,3400,?,p3,
1769468303.4192228,CREATED,10a6c05c-d386-4d81-a1c7-e2f71b1adb5f,f2e8f773-ebc1-4a0a-b056-4b3afb67b650,c3,c1,27,?,?,surb={'id': '895a4506-3cbe-4995-91a7-5b460d0780eb', 'route': ['p1', 'e7', 'i2', 'x9', 'p3', 'c3']}
1769468303.4755225,SENT,9b495494-16e7-4da4-92d7-1fc6221045e2,5c2ddb3e-fd77-4b24-91d3-2dfa3d886bee,c3,c1,3376,?,p3,
1769468303.475674,CREATED,baff1592-a3ad-4d43-8e11-e41d950d0f88,f5aea057-50ae-4619-8415-f81ac4d1eede,c3,c1,27,?,?,surb={'id': 'cb262879-747c-42b2-a64c-98ecd606bd99', 'route': ['p1', 'e11', 'i6', 'x7', 'p3', 'c3']}
1769468303.7411864,SENT,fb35f650-26a7-4121-9509-2c1f96bd8cdc,0fab2a69-885a-4aa8-97b5-f2053093c9fe,c3,c1,3371,?,p3,
1769468303.7412632,CREATED,ea1f05f4-57e6-4fe6-9a97-e34fe4c3fd6b,f5aea057-50ae-4619-8415-f81ac4d1eede,c3,c1,27,?,?,surb={'id': 'cb262879-747c-42b2-a64c-98ecd606bd99', 'route': ['p1', 'e11', 'i6', 'x7', 'p3', 'c3']}
1769468303.9605083,SENT,842b9b4f-7bdb-49f3-9393-11c63847b676,265fd5da-8537-4eac-9bfc-81d44c2c5fde,c3,c1,3400,?,p3,
1769468303.960586,CREATED,df733783-1f88-4bd0-a402-4d8dddd7870e,14bf3048-2082-4bd6-8eee-329a455682e6,c3,c1,27,?,?,surb={'id': '366eea4c-b522-40cd-a658-6c1cd530c4fb', 'route': ['p1', 'e7', 'i8', 'x8', 'p3', 'c3']}
1769468304.2517517,RECEIVED,8e726465-adc2-4282-95bd-68b4b18ae7bc,e7061b84-8c98-4672-93ba-9a8d973491f5,c4,c3,27,p3,?,surb={'id': '0c4201c7-11f3-4280-b35d-53101365de90', 'route': ['p3', 'e8', 'i9', 'x6', 'p1', 'c4']}
1769468304.404217,SENT,affb2541-2bc3-43ef-b1d8-65234de995d9,7ced318c-ffdb-40bc-9fa0-a8dc58ee6811,c3,c1,3356,?,p3,
1769468304.4043918,CREATED,e600ed33-27bd-4168-a75b-516c9169c983,14bf3048-2082-4bd6-8eee-329a455682e6,c3,c1,27,?,?,surb={'id': '366eea4c-b522-40cd-a658-6c1cd530c4fb', 'route': ['p1', 'e7', 'i8', 'x8', 'p3', 'c3']}
1769468304.4313543,RECEIVED,d7b6cd0c-6f0c-4d08-852c-eb767c508cd0,02825f1f-2afe-458f-a19c-2f49456c0e95,c4,c3,27,p3,?,surb={'id': 'fc485b25-89d4-4589-b9c1-af6477742e1d', 'route': ['p3', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769468304.863965,RECEIVED,642e76de-305c-4b2c-8175-c391547e43a6,ba534bfc-6c49-4014-acf6-c0ba6fdb1a1a,c4,c3,27,p3,?,surb={'id': '5055d0bc-a1b4-42e2-a96b-c9e47885702c', 'route': ['p3', 'e5', 'i3', 'x10', 'p1', 'c4']}
1769468304.944575,SENT,163a10de-0563-430f-8187-0e85ed46e164,297a9fa2-c4ee-4985-b020-9515d885894c,c3,c1,3380,?,p3,
1769468304.9447248,CREATED,ced8f9d4-1e2f-4d7c-a3f1-2b340eb302b2,b8ccf1b1-2821-4841-acec-ed11562149df,c3,c1,27,?,?,surb={'id': '9ec42685-f77a-4f32-b9db-4939af46eef2', 'route': ['p1', 'e7', 'i1', 'x3', 'p3', 'c3']}
1769468304.9787328,RECEIVED,585040b9-8148-488a-b825-f9d934c66018,5c9bb0d8-0dbc-44c2-b61f-35f90ed4651a,c4,c3,27,p3,?,surb={'id': 'ac1ba1e2-c3e4-4242-9579-ea22a11a11fa', 'route': ['p3', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769468305.2418127,SENT,c617fd44-65b7-49cd-aef3-c9102d1ccfc5,2328d072-9b6e-499c-b398-b6062dbd18fb,c3,c1,3387,?,p3,
1769468305.241962,CREATED,db89da20-2708-42ab-81d5-99dc8b74dcc4,b8ccf1b1-2821-4841-acec-ed11562149df,c3,c1,27,?,?,surb={'id': '9ec42685-f77a-4f32-b9db-4939af46eef2', 'route': ['p1', 'e7', 'i1', 'x3', 'p3', 'c3']}
1769468305.3599718,SENT,a41b9935-b6fe-449f-92e8-09087524a771,50760a16-72dd-4a2d-9b26-572db0bae308,c3,c1,3375,?,p3,
1769468305.3618424,CREATED,a9782546-05f3-4389-b0bb-f2b37e745350,bc0b2358-03d9-4218-8be4-29bfd3ad9548,c3,c1,27,?,?,surb={'id': '5c0e1ea6-0c04-4ab1-9411-29b38fe4d581', 'route': ['p1', 'e3', 'i3', 'x7', 'p3', 'c3']}
1769468305.37755,RECEIVED,6a71bf06-6f20-4936-8c54-ddda1830340b,02825f1f-2afe-458f-a19c-2f49456c0e95,c4,c3,27,p3,?,surb={'id': 'fc485b25-89d4-4589-b9c1-af6477742e1d', 'route': ['p3', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769468305.5029762,RECEIVED,a8545ea9-8231-42bf-ae34-cf3f398115e5,329241de-59b1-4d52-95f1-302294824be3,c4,c3,27,p3,?,surb={'id': 'f1147eb6-cee8-4f07-beda-2c26c3a72352', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769468305.5534499,RECEIVED,2350d949-f416-4add-8278-1ed8dd0af2ad,707cf7ed-ca06-44d1-a19f-7721f4426471,c4,c3,26,p3,?,surb={'id': 'ea8bea70-72a9-4660-96c7-615fa5fb2ea8', 'route': ['p3', 'e9', 'i2', 'x7', 'p1', 'c4']}
1769468305.688704,SENT,ed44d84d-e653-45cb-8e16-87cf6f84b3a9,d8a93805-c3a4-4b31-892c-f7450047d7e0,c3,c1,3371,?,p3,
1769468305.6888568,CREATED,ceba1432-294d-43f7-900d-be3174d1e778,bc0b2358-03d9-4218-8be4-29bfd3ad9548,c3,c1,27,?,?,surb={'id': '5c0e1ea6-0c04-4ab1-9411-29b38fe4d581', 'route': ['p1', 'e3', 'i3', 'x7', 'p3', 'c3']}
1769468305.7711747,SENT,04101a89-f036-43f9-8f3b-f3a96dac5c99,36bc0055-ab80-48f2-95d5-59b9dc776e41,c3,c1,3364,?,p3,
1769468305.7713273,CREATED,a7e0d75a-9680-4f23-8da6-0975df1e9a43,a4b32fbf-afe5-4b65-906f-b3d167e6c5c8,c3,c1,26,?,?,surb={'id': 'bba2ec17-0fc5-4ccf-b2e9-4ea54b0e0c6f', 'route': ['p1', 'e7', 'i12', 'x5', 'p3', 'c3']}
1769468305.8904116,RECEIVED,5e6b7fac-1556-4cb2-9ed8-7dd222d627de,329241de-59b1-4d52-95f1-302294824be3,c4,c3,27,p3,?,surb={'id': 'f1147eb6-cee8-4f07-beda-2c26c3a72352', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769468305.9237125,SENT,a2564581-7864-4022-8e45-e6fd2209a071,d8d5818e-99b0-4ad8-b204-b8a25189b4f0,c3,c1,3372,?,p3,
1769468305.923867,CREATED,7edfa73c-1f2c-4ff6-a465-6559d0673eac,a4b32fbf-afe5-4b65-906f-b3d167e6c5c8,c3,c1,26,?,?,surb={'id': 'bba2ec17-0fc5-4ccf-b2e9-4ea54b0e0c6f', 'route': ['p1', 'e7', 'i12', 'x5', 'p3', 'c3']}
