timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.9379861,SENT,087729b9-b10a-430a-b327-091c90111dac,60cdcd92-3ed7-4ada-8acc-1485bc72d98e,c3,DROP,2015,?,p3,
1769450664.9381654,CREATED,c9bbf9b6-19b2-4df2-8019-be5bee931756,c7185022-3fa2-4fd9-b4ac-84badb637c40,c3,DROP,27,?,?,
1769450665.6498256,SENT,cb56f947-efc6-4409-a1af-cc7f583f2204,a2d136c9-fa0a-4dce-9e1f-863f3efbdcac,c3,c1,3365,?,p3,
1769450665.6499984,CREATED,549d2fda-6003-46a6-8f7e-d01507ed2510,ae4327f1-d01f-4b20-b8f1-45b030604ce3,c3,c1,27,?,?,surb={'id': '69381063-9771-430f-9cf6-de87f3d7c6f9', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769450678.2944179,SENT,3e8d575d-17ed-4e6b-a7b1-8c20b8de7722,7f0055c0-b413-48ba-85e0-07d98e77515d,c3,c1,3404,?,p3,
1769450678.2945724,CREATED,2e399d98-f249-487d-ad3c-2db84dae5084,00fe56da-5931-4e43-8b8d-32e51ceb8be7,c3,c1,27,?,?,surb={'id': '153b6b36-bb07-42a5-b59d-dc726200f354', 'route': ['p1', 'e4', 'i8', 'x6', 'p3', 'c3']}
1769450678.3523855,RECEIVED,051f5952-1569-4f33-8f94-f70c193936e5,9f9d7b48-648b-40ad-bc18-7387bd6d6950,c5,c3,26,p3,?,surb={'id': '069557cb-a6a6-4486-92e4-26335cf5f473', 'route': ['p3', 'e5', 'i3', 'x6', 'p2', 'c5']}
1769450678.4580073,SENT,76cb7958-9742-4cd9-a5d7-dba86c99c923,dfbb3ad3-96c1-4802-a8ef-1cc4b935c650,c3,c1,3395,?,p3,
1769450678.4598517,CREATED,d709c332-ffa3-4212-a9a3-b4392b28b226,d25d6250-c498-471a-ae07-fffb14024233,c3,c1,27,?,?,surb={'id': '5fc937c6-179a-45f7-a4f0-b1a85208993c', 'route': ['p1', 'e1', 'i8', 'x12', 'p3', 'c3']}
1769450678.4971337,RECEIVED,50c74168-e707-45eb-8889-994fe2074c38,357232e7-b0b9-4a6b-a7be-a2605cc847a9,c5,c3,27,p3,?,surb={'id': '5958d05b-967b-4a59-a515-7f3e879274fa', 'route': ['p3', 'e2', 'i10', 'x3', 'p2', 'c5']}
1769450678.7296777,SENT,fb0e2774-0e1a-4f03-8f03-568dbf1fafa5,aafa7cd2-27b7-4215-b635-87ffcef037e0,c3,c1,3371,?,p3,
1769450678.7298305,CREATED,231cc4bf-8975-4325-92c0-d268269ed42e,a8d64ff2-f0cc-4ed2-98f6-c6537fa3614b,c3,c1,27,?,?,surb={'id': '1d3072b6-f41a-4708-9f70-3f4010b7a1a5', 'route': ['p1', 'e5', 'i11', 'x7', 'p3', 'c3']}
1769450678.8031504,SENT,935fa0a9-0d41-43ef-874c-3ccfc3a6469a,c698b920-7d74-43db-87ae-2da506dd5e08,c3,c1,3377,?,p3,
1769450678.8033023,CREATED,10bd3dbd-4691-403a-a507-51c7610e20ae,190997be-3a24-4336-8af8-cd36e78040c3,c3,c1,26,?,?,surb={'id': '16ce0b37-f294-4201-ad30-4231c37b007d', 'route': ['p1', 'e3', 'i4', 'x1', 'p3', 'c3']}
1769450678.9039826,RECEIVED,92081037-3bed-413b-97ab-ebbe07fd1c7a,f0d97468-acf5-4260-bdaf-15d46b3c82d3,c5,c3,26,p3,?,surb={'id': 'ecd85db3-6248-4858-a1c2-2fb5b89d8802', 'route': ['p3', 'e4', 'i8', 'x4', 'p2', 'c5']}
1769450678.975512,RECEIVED,717b2ab5-a696-4160-ab6f-9aa2222a6295,51b1c84d-7db5-4bde-b713-dfcdf852d6b3,c5,c3,27,p3,?,surb={'id': 'b3816bd7-246d-411b-bde3-4fcfa232c53e', 'route': ['p3', 'e7', 'i2', 'x1', 'p2', 'c5']}
1769450679.3531246,SENT,6d0cf78c-7c0b-4814-8c98-227460a87744,70eefd0e-882c-459e-a365-2eaf588fcf11,c3,c1,3401,?,p3,
1769450679.353202,CREATED,0ca67d11-f456-4cae-9a7f-dd0de9ea670b,6d62e845-b910-414d-a655-3519b22d0f3b,c3,c1,27,?,?,surb={'id': '6020b340-4f6e-40c7-baba-d8a1286c9aca', 'route': ['p1', 'e4', 'i4', 'x12', 'p3', 'c3']}
1769450679.5150018,RECEIVED,08526f47-159f-41aa-a1f8-9892b4c916bd,fce8d56b-796c-4b31-b220-f0e6a87678e7,c5,c3,27,p3,?,surb={'id': 'b8ea1589-11e4-48bd-a93e-efc1e811d35f', 'route': ['p3', 'e7', 'i3', 'x12', 'p2', 'c5']}
1769450680.1455088,RECEIVED,6e8f8004-8223-486b-a5b4-fac6afd6e50c,b9640ca5-6765-4793-9fcb-050b51640a23,c5,c3,27,p3,?,surb={'id': '3a95caa6-4981-4fd3-a82d-11212e8b3bf1', 'route': ['p3', 'e1', 'i11', 'x3', 'p2', 'c5']}
1769450680.2028282,RECEIVED,82e095e4-8160-4cfa-a56a-00f37182ff4f,d92b3b44-01fb-4097-bde5-19409a97c5ed,c5,c3,27,p3,?,surb={'id': '8e583b87-526c-4842-b154-ce226ddb7833', 'route': ['p3', 'e5', 'i10', 'x8', 'p2', 'c5']}
1769450680.2282763,RECEIVED,ecda945f-a0b7-4518-bac6-ccd93a0a7e34,9f608e6f-1f9c-4fee-af5b-dc0c25b4a98c,c5,c3,27,p3,?,surb={'id': 'e6e2f68f-a267-4f12-9a7f-5e38625a73b9', 'route': ['p3', 'e2', 'i2', 'x1', 'p2', 'c5']}
1769450680.3422294,RECEIVED,31972c44-f9a9-473d-a8ea-e9b1a03df674,b80d71c6-5e8d-4b71-943f-3b0f2afb2502,c5,c3,27,p3,?,surb={'id': '4952924c-7216-4b7b-85da-9a134563890e', 'route': ['p3', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769450680.6458366,RECEIVED,f74bb927-168c-4060-899a-3631999f214e,745495f5-48d5-4818-bfeb-a99d628546e9,c5,c3,27,p3,?,surb={'id': '9586645d-8f2f-425d-a441-b2bd38871a2e', 'route': ['p3', 'e2', 'i1', 'x12', 'p2', 'c5']}
1769450680.6971729,SENT,2f195410-9dc1-421d-933d-708759557073,1919fc74-688a-4ae0-a3f3-82b32321ffee,c3,c1,3381,?,p3,
1769450680.6973011,CREATED,f31ac45e-eac8-42e0-bfda-6082e5178186,14f7775b-93a5-49af-8c76-011d226d0eb3,c3,c1,27,?,?,surb={'id': '4216da45-1e7e-4c87-9551-9690ddd410de', 'route': ['p1', 'e1', 'i12', 'x3', 'p3', 'c3']}
1769450681.0071537,RECEIVED,1d48cce0-32b2-4b64-a323-4ea004627262,cb7b22eb-296f-4ab9-896d-58551b2caa42,c5,c3,27,p3,?,surb={'id': '09389279-9641-4866-8e07-a6083d785231', 'route': ['p3', 'e11', 'i6', 'x2', 'p2', 'c5']}
1769450681.0843418,SENT,ee249b7d-1e88-49f3-a56c-3d48a4b6c167,a1b997ad-ffb3-4c72-aa95-760319d668bd,c3,c1,3393,?,p3,
1769450681.0844867,CREATED,d41cc154-884b-4f38-9f68-c3e57c053bb3,7f433c3b-22a8-4463-b098-e7ea27dd520f,c3,c1,27,?,?,surb={'id': '83ed251f-71d6-4230-8a19-c3f81a84161b', 'route': ['p1', 'e11', 'i2', 'x8', 'p3', 'c3']}
1769450681.2655606,SENT,441c4cb2-7ad5-401b-a565-5e65175b8add,07528b24-6b42-40d0-a79b-4d6f27f0885a,c3,c1,3392,?,p3,
1769450681.265708,CREATED,ec671fa3-b023-4ce1-90b5-84dfc638aea2,9095f90c-54ca-4506-bbad-1412c2215411,c3,c1,26,?,?,surb={'id': '3f0dd69b-82a5-4453-b030-524f9543f782', 'route': ['p1', 'e10', 'i6', 'x10', 'p3', 'c3']}
1769450681.3109524,SENT,e46abe04-bc6c-45f6-b169-2724e7b570b0,993000db-661f-43bf-9d31-48eb93f3534c,c3,c1,3375,?,p3,
1769450681.3111322,CREATED,cfea1470-9a80-48c7-ae59-0dd0ea0f2d88,9d87d5f2-cc42-4d2b-bfdd-260da55feb5b,c3,c1,26,?,?,surb={'id': '408e61c8-5661-49da-8f50-6127eab9c4f1', 'route': ['p1', 'e12', 'i5', 'x9', 'p3', 'c3']}
1769450681.420675,SENT,4b7d8bf4-9819-40b3-bb8a-b68fc19ccaf7,81321c89-f418-41be-a139-0f5d8f238bcc,c3,c1,3389,?,p3,
1769450681.4207933,CREATED,cdec6157-151e-418f-95bb-524f51cc3b7d,3819474e-cb41-43c4-8657-b4161bcc8c17,c3,c1,27,?,?,surb={'id': '5ab0c637-bc83-4703-b5e1-1d67360cc793', 'route': ['p1', 'e11', 'i7', 'x10', 'p3', 'c3']}
1769450681.5492496,RECEIVED,21bfef1b-c75e-4934-ba37-8fa6cdd5f1f7,3a9ece08-0f9f-4808-b276-927af3b0da45,c5,c3,27,p3,?,surb={'id': '96d06714-5064-43fa-90eb-382b35d945b2', 'route': ['p3', 'e1', 'i3', 'x5', 'p2', 'c5']}
1769450681.9105213,RECEIVED,bc38f49b-9781-4bd6-a718-7f512eb7dbe6,c96b669a-b888-4fce-994c-a06876039374,c5,c3,27,p3,?,surb={'id': '24a645b3-8e4f-44c2-b202-1ffc97db7293', 'route': ['p3', 'e11', 'i12', 'x8', 'p2', 'c5']}
1769450682.0890138,SENT,eef0a375-e69d-4434-b78b-a088029f4e0a,c740b5a2-89cb-4ef8-9367-5d5770d77000,c3,c1,3363,?,p3,
1769450682.0894666,CREATED,a768bf0d-e1cf-48dd-a1c0-d879c67802b2,0176cc95-03b0-4fbb-9fe6-c0e94b7700a3,c3,c1,27,?,?,surb={'id': '0b788da5-fd28-47a3-83ee-f4d16130dca4', 'route': ['p1', 'e5', 'i8', 'x3', 'p3', 'c3']}
1769450682.1412673,RECEIVED,8980d2cf-a8f7-434e-922d-04d5b83ccc43,581b808c-b88f-45fe-ba9b-edf92658b961,c5,c3,27,p3,?,surb={'id': 'f944e010-b995-458a-adb3-5f1a3a9c1228', 'route': ['p3', 'e6', 'i5', 'x7', 'p2', 'c5']}
1769450682.2191699,RECEIVED,fdb44038-e955-49b5-9092-a036a8a2252e,71e0eaae-d1b1-4110-998b-7c8480baf906,c5,c3,27,p3,?,surb={'id': 'a53323f2-7c82-4def-a1c4-b3d94a9b4ac3', 'route': ['p3', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769450682.4373834,RECEIVED,91dae565-c196-4113-bf2d-6526024f3f84,e4576fd4-07af-4c5f-81a9-bd1bce59e65d,c5,c3,27,p3,?,surb={'id': '963d724d-24be-4199-acf9-843ac7bdf07b', 'route': ['p3', 'e7', 'i8', 'x12', 'p2', 'c5']}
1769450682.513562,RECEIVED,532cb720-554e-47e0-b34e-5c549fc9f182,d2a67c03-d8e0-42f0-a584-66c1ff001351,c5,c3,27,p3,?,surb={'id': '20891adb-0f7a-4cdc-829f-1bfadeb137c7', 'route': ['p3', 'e2', 'i12', 'x12', 'p2', 'c5']}
1769450682.5431745,RECEIVED,9860e508-e802-4c10-a8cd-8f6da72f0902,10b99efb-f97d-43c3-8d64-4157ab0d1434,c5,c3,26,p3,?,surb={'id': '527052fe-3a38-45c7-a1bc-fa137a57a39c', 'route': ['p3', 'e7', 'i5', 'x9', 'p2', 'c5']}
1769450682.558583,RECEIVED,f6c03c0b-52c3-441d-88f0-1a9ee441cdec,e74220de-7fb5-44b6-a33f-0123bb5d245b,c5,c3,27,p3,?,surb={'id': 'cf2ea61b-6052-4799-bd8c-f16f80c53e83', 'route': ['p3', 'e9', 'i10', 'x7', 'p2', 'c5']}
1769450682.6495874,SENT,a99fdc52-4366-4f6d-ae17-d4552ab3a705,bcd19d18-9465-456e-bffb-1659e7a186d7,c3,c1,3367,?,p3,
1769450682.649736,CREATED,897c2b18-00e8-4a80-999c-a5f1c385262a,393626bc-6ecb-486f-b8a4-ac4f11d2ce57,c3,c1,27,?,?,surb={'id': '6c91c8bc-67d1-457f-9a86-55f4ac7c0b3b', 'route': ['p1', 'e11', 'i8', 'x6', 'p3', 'c3']}
1769450682.717001,RECEIVED,24669e67-4d3c-4967-b6b5-e0253f099f90,9576f7e6-32a7-4dc1-8665-65855d117f9a,c5,c3,27,p3,?,surb={'id': '23ecd595-d76c-43ef-95ed-bc8c43d94c05', 'route': ['p3', 'e5', 'i9', 'x9', 'p2', 'c5']}
1769450682.9296033,RECEIVED,8ab09681-e3a3-453d-a81c-a23e41c975fb,b58d2768-e1d1-48e0-8601-6c71c7879ed1,c5,c3,26,p3,?,surb={'id': 'ff1cb046-7621-4163-b9fd-c397d5bb4237', 'route': ['p3', 'e7', 'i8', 'x1', 'p2', 'c5']}
1769450682.958384,RECEIVED,fc04c1e9-d07c-4c08-8d41-65725a025f48,b8942af8-0e8c-4503-963d-ee6423e7753e,c5,c3,27,p3,?,surb={'id': '50552b8e-0731-46fc-b11f-d44454bc7b1c', 'route': ['p3', 'e8', 'i4', 'x12', 'p2', 'c5']}
1769450683.2450147,RECEIVED,42d34170-a88c-4931-b4fc-a7e4aacaab3b,487395a7-2983-43f3-93fc-0787479fab02,c5,c3,26,p3,?,surb={'id': '923ba237-9b61-458a-9a33-f1288eda790e', 'route': ['p3', 'e7', 'i11', 'x1', 'p2', 'c5']}
1769450683.6628091,RECEIVED,e19ae1bd-dd9e-41f6-9ac2-9bc52ad3e916,6cb58b9f-afbf-482a-80d4-52f593866651,c5,c3,26,p3,?,surb={'id': '5e04dbca-3650-4706-a133-549fab8d9adc', 'route': ['p3', 'e5', 'i6', 'x1', 'p2', 'c5']}
1769450683.668169,RECEIVED,28508b3a-ecb2-4a3a-9e3f-f23485450a12,93357430-0678-4109-949e-03a1122be8c5,c5,c3,26,p3,?,surb={'id': '8dad6e5d-95a8-4a1d-b782-6c8d97efdc42', 'route': ['p3', 'e5', 'i5', 'x1', 'p2', 'c5']}
1769450683.6755655,SENT,b23ce77c-6748-49ab-b0c6-047b46b82693,132df531-5dba-4b0b-87c0-7c90b6e05370,c3,c1,3376,?,p3,
1769450683.675718,CREATED,4f68f7e8-c46b-4ba6-adc3-1cf057a02d3f,8a0ff295-082c-4ad0-aa0e-b8bb3df2eaf0,c3,c1,26,?,?,surb={'id': 'fc2857d1-f185-4187-959c-dc2577369a94', 'route': ['p1', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769450683.8455338,RECEIVED,2bba8a53-0050-481d-8052-cda7f71547de,ca6e9edc-6e92-4fe5-8a68-f644476745fb,c5,c3,26,p3,?,surb={'id': '675a4b35-06fc-4e82-a296-a9de5a8217aa', 'route': ['p3', 'e1', 'i7', 'x8', 'p2', 'c5']}
1769450683.9250188,SENT,70aba9de-26ce-4fb3-8882-d555a8947997,9bd5dd2b-a00b-44c3-80d6-60c984e458d8,c3,c1,3391,?,p3,
1769450683.9251459,CREATED,d2574331-186c-4c82-a8b9-482808f6a6c4,f2c342a8-dbdc-4b26-842b-f7d16ba1f03e,c3,c1,27,?,?,surb={'id': '51ef8ce9-f3c5-4a32-8560-a5b5467aba73', 'route': ['p1', 'e6', 'i9', 'x8', 'p3', 'c3']}
1769450684.068345,SENT,fadc3794-7757-434e-9cd4-dac803c07447,9c895e8e-ff63-46f3-8408-92a312acb2f8,c3,c1,3376,?,p3,
1769450684.0684967,CREATED,b40ab173-0efc-469b-b7d5-9228205997b1,f2165f09-3e8a-4f7a-a619-bdc958d38ae6,c3,c1,27,?,?,surb={'id': '89dba523-a7d0-4680-9d67-df938db89a78', 'route': ['p1', 'e4', 'i2', 'x6', 'p3', 'c3']}
1769450684.6360164,SENT,935f880c-86ff-42cb-b0b7-0a4d0dc027d4,9c32ef2b-fd6f-4914-bb1e-25e2b333d929,c3,c1,3396,?,p3,
1769450684.6362047,CREATED,0e071e37-2d06-4492-bddd-0de92eefb1e6,394a5eda-b966-4510-b15a-d17500e71fa4,c3,c1,27,?,?,surb={'id': '0cbd7c78-fa94-4ea7-9b51-b831ebb67da1', 'route': ['p1', 'e6', 'i2', 'x4', 'p3', 'c3']}
1769450684.7312486,RECEIVED,a1617648-bae6-4bcb-9654-a718b9e3f043,191b1854-49d1-4ba1-8f88-9d65b7681c08,c5,c3,27,p3,?,surb={'id': '3b641165-894f-4a45-a055-7dfc3eaf0cec', 'route': ['p3', 'e11', 'i4', 'x11', 'p2', 'c5']}
1769450684.7371128,RECEIVED,bdcbf975-425e-455a-9bc3-52632d164231,61214eaa-d416-4821-a74a-95352193b72d,c5,c3,26,p3,?,surb={'id': 'f16c16da-57b4-4975-8e97-292569b217a1', 'route': ['p3', 'e4', 'i8', 'x11', 'p2', 'c5']}
1769450684.8142645,RECEIVED,0152379c-020b-470b-9874-73b36790e981,8e32949b-f03e-4d9f-980f-1441e0aa90eb,c5,c3,27,p3,?,surb={'id': 'db5a99db-8e09-4ee6-8efc-3ef07fba2def', 'route': ['p3', 'e5', 'i2', 'x4', 'p2', 'c5']}
1769450685.0941298,SENT,a9311e62-b00b-49b9-827d-8922d9ace0c4,9166ddc7-7016-44dd-a79c-1f0b6fe54327,c3,c1,3381,?,p3,
1769450685.0943012,CREATED,ffa0b5bc-47d8-46f2-b6bd-1604a10dacb6,b5d4546e-71cf-4882-b153-56fa4fda96d0,c3,c1,25,?,?,surb={'id': '168d4d9c-9ae1-42a8-ba07-6fc1035d6ebe', 'route': ['p1', 'e5', 'i1', 'x5', 'p3', 'c3']}
1769450685.2133346,SENT,6a977618-d992-4710-a37b-df386d38f659,a516822e-6d39-4217-81a0-2449e20fbc5d,c3,c1,3384,?,p3,
1769450685.213477,CREATED,e83b4b63-a19a-4a06-bd75-2b2595f19861,40b4b0b3-9956-4fef-bd0e-5e26bce38b33,c3,c1,27,?,?,surb={'id': 'e9d6e015-20f3-41a0-bc85-3373f91db21d', 'route': ['p1', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769450685.221327,SENT,e6b7457d-60c4-4f8b-90c4-64874bb3440c,c9ff85f9-3c79-4347-a2f2-182536280617,c3,c1,3358,?,p3,
1769450685.221483,CREATED,31b9f49b-db57-4866-8508-fdedfe3b3678,6d432fc1-e6d2-4d49-988d-a3465d914fb1,c3,c1,26,?,?,surb={'id': '4439938e-17f4-4395-9e79-92a971c002cc', 'route': ['p1', 'e8', 'i1', 'x8', 'p3', 'c3']}
1769450685.8016572,RECEIVED,72d231ef-879a-4b8e-88c3-a5b6e6bc2e57,b9dd9274-e54b-4248-b10d-50770fdcd9f7,c5,c3,27,p3,?,surb={'id': '0b675c9c-005d-496e-a06f-405a0c19ee81', 'route': ['p3', 'e4', 'i3', 'x12', 'p2', 'c5']}
1769450685.8841753,SENT,b8c03721-87d5-4449-b9a0-5717bd8e5ee3,51428214-db88-4d75-bb6c-8cc269a682e7,c3,c1,3391,?,p3,
1769450685.8843508,CREATED,843891b5-408c-44c6-9886-e02bc98422a6,7f6eef5b-479f-4356-b236-1b170b9a32fc,c3,c1,27,?,?,surb={'id': 'dbf84d5f-e723-4fae-86ac-1019d0927952', 'route': ['p1', 'e12', 'i2', 'x8', 'p3', 'c3']}
1769450685.9478474,SENT,aef91160-65d5-47f7-b160-8377fa2440d2,fec8380a-d1b6-4799-9248-48b7b085bbd8,c3,c1,3380,?,p3,
1769450685.9479988,CREATED,8b6dc671-5327-4482-813e-cd43d3334be4,7f2a5b0c-0805-4ab5-8dd1-b866972db79e,c3,c1,26,?,?,surb={'id': 'b6b3fdf1-7aee-4d35-a43c-844387dd1ede', 'route': ['p1', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769450686.233537,RECEIVED,364ebaa0-c879-45ec-bbf2-4ab700483ac1,8e2395d8-bdd1-4fa4-a2d2-93687bdef2e5,c5,c3,27,p3,?,surb={'id': '5591cb91-10a6-431e-a1cc-4e3793aaae18', 'route': ['p3', 'e6', 'i2', 'x7', 'p2', 'c5']}
1769450686.364403,SENT,11582411-cd92-45a7-81eb-e0709af9dddf,2be65f60-efca-4b9e-95bb-11a31953a360,c3,c1,3383,?,p3,
1769450686.3653264,CREATED,367b98d7-4b34-4196-808a-6191a6911768,068910fe-b869-4f91-b4e2-74f07748357c,c3,c1,27,?,?,surb={'id': '9a390831-a3e9-4857-ac9e-16b41fac0fc8', 'route': ['p1', 'e6', 'i7', 'x6', 'p3', 'c3']}
1769450686.8055525,RECEIVED,d237269a-1f1f-49f2-90d2-51f06fc1899d,a40f640b-c3dc-4aad-a61b-5b490fda9b5c,c5,c3,27,p3,?,surb={'id': '9bcb344b-3220-474d-9463-499339ab7ee0', 'route': ['p3', 'e8', 'i1', 'x9', 'p2', 'c5']}
1769450686.8577619,SENT,033bd0b2-20b8-4c9f-a066-869d4f88faaa,0141ad74-4ae8-4a77-a884-cacc76d27c1c,c3,c1,3399,?,p3,
1769450686.8579082,CREATED,c7f39d76-b860-4d1c-967d-a890ee614894,1557647b-6a01-4ae2-b7dd-753caf7c72e8,c3,c1,27,?,?,surb={'id': '122e3500-d7fa-4a1b-8b40-165ab956b47c', 'route': ['p1', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769450686.924861,RECEIVED,fbc0cdf1-d07e-42f6-ba27-47ffc23b8415,3d3dc70d-cc7f-4fe4-9309-e94cb30da04e,c5,c3,27,p3,?,surb={'id': 'e0b70be9-b225-467f-bee1-6aa85552d6db', 'route': ['p3', 'e3', 'i12', 'x3', 'p2', 'c5']}
1769450687.1284306,SENT,06a6fe36-baf4-4212-a1c2-1067678db52e,addf9180-9ad7-4a10-a0d1-470ec038becc,c3,c1,3404,?,p3,
1769450687.1285043,CREATED,f475024d-44b8-4395-803f-e90cc692c9e5,a5962726-b1a1-4047-af8e-d510c009c302,c3,c1,27,?,?,surb={'id': 'da6dbdbc-5260-479f-b7ff-1609ed90b507', 'route': ['p1', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769450687.352702,RECEIVED,dbc89466-86b0-49fd-9e6d-999a8f27ee35,f4063d6b-3525-40a8-ae9e-2eaa1d842e9a,c5,c3,27,p3,?,surb={'id': 'e81b7edf-95bf-4b11-b4b0-32252fff3304', 'route': ['p3', 'e5', 'i8', 'x6', 'p2', 'c5']}
1769450687.371443,RECEIVED,fc645f06-a9f8-4171-9130-43d55b88764e,ddf71b03-0d67-4c0b-888a-bc6e1b14e0c2,c5,c3,27,p3,?,surb={'id': '713580d7-d1d4-4c79-a9d1-2dca6c28a2cf', 'route': ['p3', 'e4', 'i4', 'x11', 'p2', 'c5']}
1769450687.536762,SENT,5afa45bd-4aeb-4d1a-bb2c-a1231ce4e35b,64f4cd49-2b32-40f9-908a-a706d6801d3d,c3,c1,3396,?,p3,
1769450687.5369086,CREATED,a11b2d80-7d86-4c91-b2f3-9c8451c0a234,5e513258-9a1e-4ce0-8f98-8acc9d1c24c3,c3,c1,26,?,?,surb={'id': '5820931e-1f03-4028-b178-a7dbade729e4', 'route': ['p1', 'e12', 'i1', 'x10', 'p3', 'c3']}
1769450687.716928,SENT,4f7af6e0-15f6-4a3d-9496-24e90f338db8,059059ef-38f9-48cf-9724-8b8f9d553714,c3,c1,3397,?,p3,
1769450687.7171843,CREATED,75b37d9c-62b2-41ac-97e7-1accad6a5da5,61692156-6ffd-4653-afae-75431ac93c82,c3,c1,27,?,?,surb={'id': '4e7712d6-61c2-4e81-9f42-313f20f19c9b', 'route': ['p1', 'e6', 'i4', 'x12', 'p3', 'c3']}
1769450687.7394242,SENT,bae36199-eb3a-4969-be16-b3e8253fd1e0,34163649-ccaa-4c25-a928-c0b889e0f17d,c3,c1,3399,?,p3,
1769450687.7395694,CREATED,462f28d9-0938-48d6-b277-7fec6e096d12,28647a9c-4fa3-4423-88fe-a52d10c86dc2,c3,c1,27,?,?,surb={'id': '0244fe28-af5e-433a-a26d-07edf0e26a6a', 'route': ['p1', 'e2', 'i4', 'x12', 'p3', 'c3']}
1769450688.0217745,SENT,90cba1b5-656b-43e6-adb6-7cafb6e745d4,26fa872a-b9e0-402d-aecd-6371294234ab,c3,c1,3388,?,p3,
1769450688.0219183,CREATED,31e56a7a-1fef-489a-ac35-e560079f154d,54f5c411-0755-4c75-9124-c9014f6c1bd8,c3,c1,27,?,?,surb={'id': '2d312b33-dde5-4779-9ac1-0f14aa1ccb9d', 'route': ['p1', 'e10', 'i12', 'x10', 'p3', 'c3']}
1769450688.1625957,SENT,5f77944c-bad4-4f12-9024-5005bc199e55,7ae771e9-f7d4-40e4-9010-2397a5cd4d22,c3,c1,3360,?,p3,
1769450688.1627445,CREATED,c86e4f12-c13f-4162-8313-0b6f05259870,acabadd0-d9f3-44e9-b60d-c82886a79051,c3,c1,26,?,?,surb={'id': 'c696cda2-e9d3-4a41-afdc-5c5d36dce767', 'route': ['p1', 'e4', 'i5', 'x11', 'p3', 'c3']}
1769450688.3249779,RECEIVED,d91471a3-7144-436c-93da-57fada2b7a7e,4d912bb8-d593-4e4a-b19e-a948c702256a,c5,c3,27,p3,?,surb={'id': '32801b21-c8dd-4ea8-bbe5-74c988153e9b', 'route': ['p3', 'e2', 'i10', 'x10', 'p2', 'c5']}
1769450688.361421,SENT,c090460d-c0f3-43b9-a360-b8ed152f8d6e,91fd7a42-f57d-423f-a06e-325a291919a6,c3,c1,3362,?,p3,
1769450688.3615706,CREATED,5ba908c2-0dd3-4aba-b0fb-f896a2204d09,f6dd06ac-f6a4-4fed-9d1e-99f9c49f8df1,c3,c1,27,?,?,surb={'id': '64da0429-7d7b-4f89-9c9f-f79e30a69bf3', 'route': ['p1', 'e11', 'i6', 'x4', 'p3', 'c3']}
1769450688.3941517,SENT,c49c425a-5207-42c9-aaa0-21ce34856568,e1e7a024-aedd-407b-8566-10e8d149e1b5,c3,c1,3364,?,p3,
1769450688.3942575,CREATED,84d092c3-e793-415c-b2f1-1f6895df8336,eb0066c1-0354-49c0-acbe-62716da1764f,c3,c1,26,?,?,surb={'id': '2d2a079d-02f8-45eb-9ae4-61e68f5c4d7a', 'route': ['p1', 'e11', 'i5', 'x12', 'p3', 'c3']}
1769450688.585486,RECEIVED,91100192-0264-4562-8600-b8dbbb2fde32,4de4a3d1-fe36-49b9-bac4-ff79039eb68a,c5,c3,27,p3,?,surb={'id': 'd01c26a3-cd87-4ef2-8317-8008a93ca8a2', 'route': ['p3', 'e10', 'i12', 'x8', 'p2', 'c5']}
1769450689.0556133,RECEIVED,db6f379b-7621-458d-80ad-4b7d6fb1c08f,23c98f64-c6cc-4b8e-8a39-73922c8abda0,c5,c3,26,p3,?,surb={'id': 'd0dddf7c-f17b-4454-a412-4a1fac962c66', 'route': ['p3', 'e11', 'i9', 'x12', 'p2', 'c5']}
1769450689.108302,RECEIVED,13911c3c-f5ef-46c4-a83c-42dccad9df1e,03fcebbf-81ba-4803-a5e5-b349705d48a7,c5,c3,27,p3,?,surb={'id': '4b5d9746-9813-4212-adac-a0693a8ba9ed', 'route': ['p3', 'e1', 'i10', 'x9', 'p2', 'c5']}
1769450689.172792,RECEIVED,9f57ff44-21b0-47f3-b1cc-297dd17fb50f,7d0a4dc9-cdd6-44d0-a927-47c09e714e89,c5,c3,27,p3,?,surb={'id': '20e79692-50e6-4b0b-a958-6524e5b6c9ed', 'route': ['p3', 'e6', 'i6', 'x6', 'p2', 'c5']}
1769450689.2505395,SENT,09b80ea9-7d3a-4954-811b-3f1517f3838a,90a81c8c-8d7f-413a-964d-75fa542dd3f5,c3,c1,3384,?,p3,
1769450689.250688,CREATED,caf1e657-ba60-4f4c-a834-f8d775844e00,d51da8b5-0384-4db8-92de-670f96b80d46,c3,c1,27,?,?,surb={'id': '1750ecc8-94bd-4144-b17c-904da4c5356d', 'route': ['p1', 'e2', 'i7', 'x5', 'p3', 'c3']}
