timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.886111,SENT,a6ead392-9401-4112-b8bf-be2ff09a193d,24d9e606-198a-4a97-8484-169460dc6468,c2,c1,3359,?,p2,
1769450664.886268,CREATED,89eab611-e1f4-48d9-b33a-8b39fae202ec,36c2c419-6880-4567-a5fa-f20489fab9f6,c2,c1,26,?,?,surb={'id': '6960fe05-f260-4884-a5bf-ddcabd8e03fc', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769450669.6454756,RECEIVED,bfd9e5d2-4610-459e-919e-df1c245c3f3d,7c7da3da-93ef-4bbb-a4dd-a1d42dbadfb9,c4,c2,27,p2,?,surb={'id': '90b4befd-2565-4e76-b704-e72c79100c12', 'route': ['p2', 'e8', 'i12', 'x11', 'p1', 'c4']}
1769450669.7187476,RECEIVED,cc822458-c15b-4c49-bbf1-f56bf931aa8a,d8836f13-8fd1-4a54-a614-74bdd8ba9c00,c1,c2,27,p2,?,surb={'id': '747ae5bd-bbba-4bd2-b337-5735b986bf28', 'route': ['p2', 'e11', 'i6', 'x2', 'p1', 'c1']}
1769450669.9584184,RECEIVED,3fb181ac-d74a-45ba-83cb-1f5a40e3f989,ddd90099-0659-4239-9836-bf11970f6971,c4,c2,27,p2,?,surb={'id': '3153fb3f-7f9e-42c5-aa29-2d03730a06ac', 'route': ['p2', 'e7', 'i2', 'x1', 'p1', 'c4']}
1769450670.1362333,SENT,34418ce5-c777-45a6-98fa-e278f19654ad,3bf24404-3475-48ef-8c9a-5703d047b771,c2,c1,3396,?,p2,
1769450670.1363947,CREATED,5f7ba0c4-8e59-4de9-b818-f2fcbc372043,3a321c98-5af5-44cb-a8ce-684bcf6d05f2,c2,c1,26,?,?,surb={'id': '932a770f-fe9d-401d-950a-c3a911460357', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c2']}
1769450670.163479,RECEIVED,cd069291-159b-4e7a-8d29-c23af3c4fb1c,13c96fcf-278b-44b4-9565-aa1404883c67,c1,c2,27,p2,?,surb={'id': '8d8d97fe-2acb-4a43-be12-1fc35fc84315', 'route': ['p2', 'e6', 'i7', 'x6', 'p1', 'c1']}
1769450670.2551916,RECEIVED,e127042a-53ea-42d6-8f90-4950ed67cf1c,2321ece0-9566-4349-8596-072b70cff4c1,c1,c2,27,p2,?,surb={'id': 'b6776154-83e5-4798-bfac-ded205a746c4', 'route': ['p2', 'e7', 'i11', 'x12', 'p1', 'c1']}
1769450670.3354025,SENT,96e8028f-6a6b-4ff9-b08a-3f38bffb5430,a92a2db4-332a-4597-9e1a-2264b1e37e5f,c2,c1,3400,?,p2,
1769450670.3355334,CREATED,41fe5746-e82c-4f56-9d3a-4a02b496a2dd,b8508bfa-0dc2-4704-a449-5e330b760d26,c2,c1,27,?,?,surb={'id': 'b67149ba-800f-422d-bcd7-68a0db811bb1', 'route': ['p1', 'e10', 'i11', 'x11', 'p2', 'c2']}
1769450670.3530974,RECEIVED,f7d3feff-a7fb-412b-a73f-b1c6791629cd,3a0cfa32-08a7-4c77-aae9-5275fbecabab,c4,c2,27,p2,?,surb={'id': '69f38f7d-abb9-49e9-a331-cda7e4930692', 'route': ['p2', 'e1', 'i6', 'x8', 'p1', 'c4']}
1769450670.4354067,RECEIVED,15f4472f-6c53-4397-8ea7-42924441617d,732a4c57-5f93-4de3-8f24-0a13e626a1a2,c4,c2,27,p2,?,surb={'id': '5b3da371-1f46-4b20-b639-9e42ed5d5575', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c4']}
1769450670.499274,RECEIVED,207d323b-0968-4dd4-b666-1892c066a4d8,8493234f-6de8-4440-a1c3-806f5ee93678,c1,c2,27,p2,?,surb={'id': 'c193c628-81c9-4507-9518-e236852b36d2', 'route': ['p2', 'e10', 'i12', 'x11', 'p1', 'c1']}
1769450670.569122,SENT,a38fe0b1-d878-4ae4-bc11-5db45365b287,5252000b-a1d1-4d1c-ac8b-401f1211abc8,c2,c1,3384,?,p2,
1769450670.5692556,CREATED,5c330c52-91e0-432a-9d95-8351c99b4f42,a7410934-23ae-40dc-9801-09bd23236b26,c2,c1,27,?,?,surb={'id': '6e906ced-ba8b-44ea-a350-5b91c8be4534', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769450670.5819783,RECEIVED,68ed3dd3-18f0-46d3-a423-38caf5814383,c95db3e5-c9ef-4a3c-a448-065229717631,c4,c2,27,p2,?,surb={'id': '67ba9df5-af05-4fc1-be99-b96034fbc98e', 'route': ['p2', 'e4', 'i2', 'x10', 'p1', 'c4']}
1769450670.7212594,RECEIVED,21c33485-1124-40a1-a172-9e95c8ddc805,40bafa5d-72e7-422a-9afa-fd70bb745859,c1,c2,27,p2,?,surb={'id': '9ee6c8b0-760c-4054-a173-2db8c22593b7', 'route': ['p2', 'e6', 'i11', 'x11', 'p1', 'c1']}
1769450670.7576966,SENT,5250b2d2-ef2c-405c-9884-4a062583375e,f0f68407-7459-45da-a840-b1a62fa7e82a,c2,c1,3389,?,p2,
1769450670.7578325,CREATED,baa646f1-467a-47af-80be-56b4d87c7418,53c80218-cac5-416e-8e2a-f87433d6ce20,c2,c1,27,?,?,surb={'id': '2b060e49-b591-4d8c-824e-c5341273e810', 'route': ['p1', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769450670.7858725,RECEIVED,114f171d-ceeb-4637-a9d0-0381a1ef0764,fef3fbc6-e005-4a58-9596-725b22c7744d,c4,c2,27,p2,?,surb={'id': '5aa3c62c-c043-4a51-ba0e-70c1662541fa', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c4']}
1769450670.8873217,RECEIVED,9c978e06-8eaa-4629-b476-107f3e307225,b5743eb9-185e-4969-ac78-8a8eb399e09c,c1,c2,27,p2,?,surb={'id': '44fe4341-97a7-4955-8dc0-4e529fe199ef', 'route': ['p2', 'e12', 'i3', 'x5', 'p1', 'c1']}
1769450670.9598722,SENT,6a9a84a1-1505-49b3-9374-be77546bad7d,982577b5-6585-4750-a5cf-3ffaba226912,c2,c1,3360,?,p2,
1769450670.9600198,CREATED,ed845975-61fc-42c4-9fb3-083076e21312,0d381ab1-7b89-4fb5-877d-ebffb14235a5,c2,c1,27,?,?,surb={'id': '4ad7d4e3-473e-4411-b0f3-dc5e94d772cf', 'route': ['p1', 'e4', 'i2', 'x8', 'p2', 'c2']}
1769450671.0175877,SENT,a5b02b37-c0ff-460d-b220-d6eac46d90cf,f04278db-ce3d-44d6-9429-20aac71d3f89,c2,c1,3371,?,p2,
1769450671.0177746,CREATED,af7f3027-60a5-4be7-b871-30f828877036,ef2d1c7c-4838-4116-9d7b-2d3220b044af,c2,c1,26,?,?,surb={'id': '250a2478-ec79-43ee-96df-b8c856704dee', 'route': ['p1', 'e3', 'i2', 'x8', 'p2', 'c2']}
1769450671.0479755,SENT,296e04dd-99da-45a0-8fbb-56d4ed77eda1,74194091-50d1-4673-b7a5-0caf567cf474,c2,c1,3391,?,p2,
1769450671.0482152,CREATED,f18f260e-759b-41d1-b7e6-cc1c710745e3,db7d7d1d-f006-4a3d-b156-d9390b5ad975,c2,c1,27,?,?,surb={'id': '2c35ee30-5744-4308-a20f-a4b40b2743f9', 'route': ['p1', 'e3', 'i9', 'x10', 'p2', 'c2']}
1769450671.1182876,RECEIVED,56825e31-8f71-4ad4-be51-c8fde558e096,46d5b3f3-d377-4c7d-967f-981fde9f4db9,c1,c2,27,p2,?,surb={'id': 'a929c96a-77d2-413c-9160-f3a2e5ca6791', 'route': ['p2', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769450671.1907275,RECEIVED,6cb5c56c-d1fb-4f75-901c-9a69fb02ec1b,772ab421-604a-4e3e-814e-e73a59447cc8,c4,c2,26,p2,?,surb={'id': '00904f16-15da-44c8-9a17-ea0658d7ce62', 'route': ['p2', 'e2', 'i3', 'x2', 'p1', 'c4']}
1769450671.234929,RECEIVED,79bf6167-36d9-4ff3-9844-7b206e34e6a7,580ed537-d712-46f7-9ee7-574847fbbf0c,c4,c2,27,p2,?,surb={'id': 'e5f37d2b-ab4a-4a08-ac18-e7a2bc0c6fa0', 'route': ['p2', 'e1', 'i3', 'x3', 'p1', 'c4']}
1769450671.3683338,SENT,8215c709-78dc-479f-9d50-f06d2ffcd9b2,99d9376c-5320-4741-bb37-39c40b5bfac8,c2,c1,3399,?,p2,
1769450671.3684835,CREATED,9d99fcb8-20f0-4100-af5e-ceba8d806026,9767cb62-89a6-4ff2-ba90-223c4f794b0c,c2,c1,27,?,?,surb={'id': '8908c7bc-4937-4c21-860c-583e7cd6c734', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c2']}
1769450671.615654,RECEIVED,1e353e10-129a-41da-bd0e-bbd5a2ea338f,05a177d3-0e9b-40ee-85c8-e4da7a08cfd8,c1,c2,27,p2,?,surb={'id': '88f88bcb-ecf4-4aca-942b-ed60fb2eeec2', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769450671.7455838,RECEIVED,2a508231-84c9-4b25-ac43-2c3cf8dcaccc,ba570319-fbd8-4d8d-bdc4-fda8e28dcf8c,c4,c2,26,p2,?,surb={'id': '4cd3a605-22f6-4dd1-b543-7d836f7c6d21', 'route': ['p2', 'e3', 'i6', 'x11', 'p1', 'c4']}
1769450671.7847466,SENT,1f2515f0-bdf4-4cc1-b8f0-3185989b0988,e843e97d-f508-4ffc-8ac0-bc76569637e5,c2,c1,3375,?,p2,
1769450671.784891,CREATED,60333af1-49ee-4f0c-ade3-283d0f37052f,3e961ea5-1a24-4ead-a573-a2434cd2e2df,c2,c1,27,?,?,surb={'id': 'e3f91f46-f11b-4759-946e-e1e73f8e2a78', 'route': ['p1', 'e9', 'i9', 'x2', 'p2', 'c2']}
1769450671.8303437,RECEIVED,5a14aed4-4ecf-40ce-b841-3095899e1bfd,f7bc6295-5a26-4af6-9aa2-846ac144f7f1,c1,c2,27,p2,?,surb={'id': '733ebc36-a563-4a12-9b11-0bea7d147d1d', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769450672.2214515,SENT,81850981-4c5d-43a7-a77f-7041b230a49c,93ead0f5-487e-43d5-9592-10986ed09be2,c2,c1,3375,?,p2,
1769450672.2216022,CREATED,887f2cf7-48b3-4351-86dc-4ea70eaf7519,6163a127-1d57-473b-94d2-eefc82caf303,c2,c1,27,?,?,surb={'id': '6cd80453-07f6-4676-aa69-77b0e75bea18', 'route': ['p1', 'e11', 'i6', 'x7', 'p2', 'c2']}
1769450672.389329,RECEIVED,8988fcae-205e-480c-b0e2-190d2d8901a3,157554e6-6800-4ce6-91e1-f7d1ffb81560,c1,c2,27,p2,?,surb={'id': '03c55e56-626b-499f-81a4-5edb3db241a3', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c1']}
1769450672.7468708,SENT,fc6044cb-e474-4887-a442-aebdc4d29be4,d77b692c-9f58-44f3-8dd9-4f33a4f285cd,c2,c1,3378,?,p2,
1769450672.747021,CREATED,7a0b183a-b761-4e7a-a510-3330e2ccb6a3,47b209e6-1a6f-48f0-9973-9c1a4bb5640f,c2,c1,27,?,?,surb={'id': '3bed2c9a-45de-4f78-84ea-5d7c6e886df8', 'route': ['p1', 'e4', 'i8', 'x12', 'p2', 'c2']}
1769450672.8047113,SENT,0c205984-3646-4de9-842d-51f4591ee5a2,d7cd3e6f-f9c6-4d64-b905-9f92ccdcda52,c2,c1,3367,?,p2,
1769450672.8048108,CREATED,dfb1b64b-32c2-471d-bff3-968f685f5f67,58b3e4fd-8568-48ea-be06-c16def589250,c2,c1,27,?,?,surb={'id': '9e126533-caa3-46d1-a669-3eccfac4e24f', 'route': ['p1', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769450673.0261085,RECEIVED,745e9df0-9363-4ce2-888c-865d4cad1497,9116bc7a-5c63-493c-89e2-21d6f031645f,c1,c2,27,p2,?,surb={'id': 'd17b5e64-2b80-4fc2-9698-168df4f11a82', 'route': ['p2', 'e1', 'i8', 'x8', 'p1', 'c1']}
1769450673.334391,SENT,6a945dcb-f426-42c5-ab2e-0521227e85f9,65c88432-4318-4752-a37d-16334fae4876,c2,c1,3408,?,p2,
1769450673.334533,CREATED,a25800cc-2955-40f6-b33c-c2b613cfb4d5,8e5276e0-d0d7-4e4c-9917-3b19a36c12ef,c2,c1,27,?,?,surb={'id': '867e8d89-3199-458c-a2e8-3fa94b36a036', 'route': ['p1', 'e8', 'i5', 'x12', 'p2', 'c2']}
1769450673.3594193,RECEIVED,52946f80-3a96-4fd0-9892-6f324004bd74,61c48f31-a8df-4978-a55f-d0a35fed640d,c4,c2,27,p2,?,surb={'id': '8d0427d4-1df2-43a1-a593-fc59152cac0b', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c4']}
1769450673.407671,RECEIVED,260e92ae-4440-4a04-9081-c93467293b9e,1b128498-8b20-4503-8a28-48729ea22ccf,c4,c2,27,p2,?,surb={'id': '2fc1b9d8-7836-4262-a844-d0a34a736894', 'route': ['p2', 'e8', 'i10', 'x2', 'p1', 'c4']}
1769450673.5139205,RECEIVED,4be286d8-b24b-43e2-9b09-5500b2025998,c8950970-504c-4393-81d2-c5b5c21d4be1,c4,c2,27,p2,?,surb={'id': 'e80700b9-3125-48f0-bc32-354838032ee3', 'route': ['p2', 'e5', 'i1', 'x12', 'p1', 'c4']}
1769450673.5272765,RECEIVED,fecaa369-707a-4db2-8a73-1ba0de06d8f6,b68c1a29-b806-4190-b620-9b3c191ff75b,c4,c2,27,p2,?,surb={'id': '5a923d10-8a54-4220-b5d4-a42d6eb8d3d9', 'route': ['p2', 'e1', 'i11', 'x12', 'p1', 'c4']}
1769450673.780413,RECEIVED,1c373451-9f00-43b4-a9aa-9a98eb45d662,2b059a5a-1746-4504-b0f9-84e36317778b,c4,c2,27,p2,?,surb={'id': '3bda3010-defe-473c-9919-960201f27ec3', 'route': ['p2', 'e11', 'i3', 'x9', 'p1', 'c4']}
1769450673.890803,RECEIVED,1df034f1-5dde-46ff-86aa-9a8cbba98949,55a410b3-26fe-4c13-8eee-562dd96b77d5,c1,c2,26,p2,?,surb={'id': '0e59dc98-dfa3-4b7e-a5e5-09f7f9d56b36', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c1']}
1769450674.2192173,SENT,bce74eb6-018a-49b1-9089-a395af0dadf3,184fb0fc-6686-4b18-b02a-9199105ecd71,c2,c1,3384,?,p2,
1769450674.219364,CREATED,05bb0f68-1efd-4e78-8e94-12cb066bdc5c,8e1b1583-7b32-43ef-b75f-55dc270f8442,c2,c1,27,?,?,surb={'id': 'e6d9ec97-46b8-4a1b-bece-b350be40372e', 'route': ['p1', 'e1', 'i7', 'x7', 'p2', 'c2']}
1769450674.2773795,RECEIVED,38e5348b-cf60-4a0e-9c4f-467f6dbf495d,0ccecb49-9714-4673-a10e-0618fe2fd7b2,c1,c2,27,p2,?,surb={'id': 'fd1edcb4-7349-4921-8d37-fa5e9298287c', 'route': ['p2', 'e10', 'i9', 'x11', 'p1', 'c1']}
1769450674.6665487,SENT,993c084c-3d0f-4deb-8a0f-491dd9efbb47,de59aea8-df2b-46cc-af3a-f2aa1a7004f2,c2,c1,3367,?,p2,
1769450674.6666958,CREATED,d2dd1dff-9061-4a8e-82af-bda42de56813,8326c028-712e-4190-9a83-24795d234da0,c2,c1,27,?,?,surb={'id': '2bed3666-7eb9-48fa-b446-94c4b3eaaf95', 'route': ['p1', 'e7', 'i3', 'x5', 'p2', 'c2']}
1769450674.6694314,RECEIVED,4714b539-e714-445c-8d93-1931ce781b74,da872e1c-b545-4ccd-bd54-5f886e0d6180,c4,c2,27,p2,?,surb={'id': 'e4d51ea1-efee-4560-b060-eeb81c754728', 'route': ['p2', 'e12', 'i3', 'x7', 'p1', 'c4']}
1769450674.6983402,RECEIVED,37b9b94a-2453-4c3e-907f-352054ad5154,2bae6c42-29b9-4e9a-81f6-91a3f4c7c537,c4,c2,27,p2,?,surb={'id': '0ed933a2-91f6-456c-9e33-5df12e46efeb', 'route': ['p2', 'e2', 'i8', 'x3', 'p1', 'c4']}
1769450674.7455359,SENT,cb6f0775-62f6-439d-8c99-d0799a7ebaed,590afb2e-241f-454b-b722-98632840478d,c2,c1,3375,?,p2,
1769450674.7456827,CREATED,565d2a54-9d14-454e-8b95-d3b52e69f7ee,d69edce3-4928-42a1-b3a5-530a37ce9c90,c2,c1,26,?,?,surb={'id': '3f053d1f-4082-4e20-b693-ac79b3d25a4b', 'route': ['p1', 'e2', 'i1', 'x9', 'p2', 'c2']}
1769450674.7660184,SENT,4811d3c8-75eb-41c0-8d6d-19d23e19c846,10286c46-e569-4c46-85ad-ea74094e181c,c2,c1,3360,?,p2,
1769450674.7662036,CREATED,4c21520f-595e-4f59-8a57-05f4509c1d42,c66a961d-0628-40ca-863a-524c50cf7e50,c2,c1,27,?,?,surb={'id': '8cc1e058-ba3f-42e8-9086-d9e599b67410', 'route': ['p1', 'e12', 'i3', 'x6', 'p2', 'c2']}
1769450674.7839098,RECEIVED,67d66e4f-7f03-4391-863a-3d7dcaaeadfc,c1f26e70-bed4-4e1e-97d6-790bb7f1ef90,c4,c2,27,p2,?,surb={'id': '6e38d35e-ab6c-42b1-9d2d-c7e2169a3a17', 'route': ['p2', 'e11', 'i1', 'x12', 'p1', 'c4']}
1769450674.788876,SENT,2dce3006-7f50-4833-80a4-051f810aea28,83b24416-cf7d-4e25-9876-be90c8138c9e,c2,c1,3385,?,p2,
1769450674.7890887,CREATED,26eaa390-f6a6-4252-a676-75bb870f0ab0,f7829437-7425-49ba-8fff-176b4374bb74,c2,c1,27,?,?,surb={'id': '1e6025fb-498c-4638-ab3b-a4f2f0905f22', 'route': ['p1', 'e2', 'i1', 'x7', 'p2', 'c2']}
