timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458684.3448381,SENT,084cce8c-6ba6-4cfe-9c02-985470ea96ee,f1bb61ef-0fe9-4172-984f-1cfb79462aae,c3,DROP,2031,?,p3,
1769458684.3449793,CREATED,d66f9f5c-2cf6-4b9e-9fa3-f7f6633da562,9b752ac5-0223-46d6-9d04-77966577c0f8,c3,DROP,27,?,?,
1769458684.4777694,SENT,ffb21eb9-373a-459a-a4c3-1b8ff9b2c593,bc7c2d3e-594d-4215-b96f-f51ba835d392,c3,DROP,2020,?,p3,
1769458684.4779046,CREATED,902f872e-5eea-4d63-8e7e-2568ca7e176f,6bfd6d88-21be-452a-b173-13ea7a5798ae,c3,DROP,27,?,?,
1769458684.527869,SENT,f506f5c5-35bc-4ad7-9658-5385e067afea,48a183f0-8eba-4e8d-bdcb-aa6b7968c99a,c3,DROP,2024,?,p3,
1769458684.5279982,CREATED,42d3f8bf-85be-47b0-86d5-b821f46ec6f7,86c4d0c3-3416-47f7-b338-1f58cf65cb98,c3,DROP,26,?,?,
1769458684.5902748,SENT,ec1be81e-f27a-418a-8661-c54b92d5bdf8,19da42d8-46cc-4a1f-b1ed-2ee1e2b8b3e1,c3,DROP,2014,?,p3,
1769458684.5904076,CREATED,0532b80e-68de-493f-bad2-8fd5055370b7,5cf6e3b5-e23f-45ef-9ff3-345b74053966,c3,DROP,26,?,?,
1769458684.6389794,SENT,7f8848d5-2493-4c1f-b126-8721d267637d,e6ea31a7-c3cb-4ee2-90bb-cf82490f1623,c3,DROP,2015,?,p3,
1769458684.6391416,CREATED,3e437a60-4c96-4712-9e48-9e17ee78df48,6f55dea0-276a-4839-a97b-51de6d8e293c,c3,DROP,27,?,?,
1769458685.06574,SENT,dffc50fa-e862-4878-a0a6-c3a68aa782fd,0892329c-ce8e-4962-8431-1e0fe0fc2b7b,c3,c4,3380,?,p3,
1769458685.065891,CREATED,76e5d1ba-a01a-4fd5-8d44-409bde508d2b,6ddbdfb9-69ee-409c-9e7c-7c483db2e4bc,c3,c4,27,?,?,surb={'id': 'da189a77-300a-4bac-a4bc-18862ea547c5', 'route': ['p1', 'e4', 'i1', 'x4', 'p3', 'c3']}
1769458819.1938107,CREATED,ce9390a1-94da-45c6-88e0-15172c00abad,0e5fcaa5-f85c-4a24-9613-f8dbd7176b33,c3,DROP,26,?,?,
1769458819.2954202,RECEIVED,f4247743-c203-412b-81c1-607be570015a,dd4541ce-503a-47ba-a49b-913923e4d0f3,c4,c3,27,p3,?,surb={'id': 'd7b68aaa-3495-461c-aae3-d771416356c2', 'route': ['p3', 'e6', 'i12', 'x5', 'p1', 'c4']}
1769458819.3078759,SENT,7750a072-38bd-4c4a-b5d6-69d91d941c31,7e0ec2ad-b80b-4ec5-b7a6-7d346741ed17,c3,DROP,2019,?,p3,
1769458819.3079832,CREATED,f75eb348-e0de-4269-b82d-8fa7e00c11c4,b44f433e-657f-461b-8787-c55ada5ccf7e,c3,DROP,27,?,?,
1769458819.3997798,RECEIVED,48dd09c3-4394-47b6-9bed-a9377e4acab3,306f13c9-8575-45c6-9125-b83baed01f02,c4,c3,27,p3,?,surb={'id': 'b7e9d4e7-93ce-4d0d-8b7c-21b771eafb69', 'route': ['p3', 'e10', 'i10', 'x3', 'p1', 'c4']}
1769458819.6042237,SENT,6dc9f161-9ab9-4328-a844-d1993a2f4017,c5e76665-ff49-4929-98d1-2bd363711659,c3,c4,3380,?,p3,
1769458819.6043725,CREATED,060ab5cd-4b9e-460e-adda-0bcb1349f9f6,464702a5-f9f9-4dbd-a76b-f9516ae13d14,c3,c4,27,?,?,surb={'id': '5a7d6dec-aba8-4473-939c-d6e8dcacf41a', 'route': ['p1', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769458819.9241438,RECEIVED,808fc250-5c47-400b-a338-259a472bc3a0,1a760b9b-633d-4241-919e-cb1d7cdf1c1c,c4,c3,27,p3,?,surb={'id': 'a91edf5b-6ab9-4914-89eb-22a3c8b2753c', 'route': ['p3', 'e2', 'i10', 'x1', 'p1', 'c4']}
1769458820.0450284,SENT,023032b4-e4df-48a6-96d6-42033147a81c,b63efccf-9cc2-4d75-b6de-baf9371e0987,c3,DROP,2016,?,p3,
1769458820.045142,CREATED,6ea18d44-6695-4413-9954-43daa6fb9413,68e193d0-fc13-45dd-b13b-6136e82d5b0e,c3,DROP,27,?,?,
1769458820.4617221,SENT,243e23af-f353-419b-b191-2585f3dc4062,58e3c5b6-8055-414f-805b-79bd8d663b4a,c3,c4,3408,?,p3,
1769458820.4618726,CREATED,26cb2a80-0e7a-41dc-9619-ee2a6cb500f3,9f33b545-01a0-4c04-92f7-d0a8e4ddad6c,c3,c4,27,?,?,surb={'id': '74650fb6-f247-4949-9999-e7fe5cd1e3eb', 'route': ['p1', 'e3', 'i2', 'x10', 'p3', 'c3']}
1769458820.7057285,SENT,3134a3cb-99d5-4d66-9e17-6251325c20a1,c706f905-7d48-409d-bb6d-3430ecc6633f,c3,c4,3387,?,p3,
1769458820.705876,CREATED,e414e6cc-ee6c-4a3e-94db-02eae58cd296,a3767724-88c7-4ba3-8df8-69cd581583fd,c3,c4,27,?,?,surb={'id': 'b4ce2d3b-6ee8-477a-bcd8-eebbd41dec6d', 'route': ['p1', 'e10', 'i8', 'x9', 'p3', 'c3']}
1769458821.0899358,RECEIVED,efb90724-b402-4195-9fd0-3e9dd39d22b4,d7aff064-8d30-461c-b4b3-10c4f5919ddc,c4,c3,27,p3,?,surb={'id': 'bd4aec39-fe2a-401f-993b-111bb9b4f630', 'route': ['p3', 'e3', 'i8', 'x9', 'p1', 'c4']}
1769458821.1572013,SENT,00568544-6ec5-4f27-990b-bae95b92bdd3,b31defa7-e696-43b1-8c4e-3b819a5c8c17,c3,c4,3375,?,p3,
1769458821.157301,CREATED,2614c849-0da9-4187-8a55-c29255a85594,b0cd6c58-4f11-4eaf-a0db-c3d9cf10795a,c3,c4,27,?,?,surb={'id': '7a0825cb-ae17-4c60-8b4c-56ff5def1f49', 'route': ['p1', 'e4', 'i4', 'x12', 'p3', 'c3']}
1769458821.4685743,SENT,2aecde79-42b5-4ae8-94be-de5bfc2b568c,24d60fb1-e7fa-4bc9-87e4-787f22d9c9b8,c3,c4,3384,?,p3,
1769458821.468634,CREATED,a74f79d3-1102-40fc-aa70-b3baa011392d,7e38b990-1fa9-4cdd-bec5-978ecdbd91ae,c3,c4,27,?,?,surb={'id': '127f3d5b-e360-4893-af32-169f2a7645db', 'route': ['p1', 'e8', 'i3', 'x1', 'p3', 'c3']}
1769458821.524965,RECEIVED,c38e7795-b0e5-4e11-a5c8-77efbeeb6494,7162a550-1daa-47c9-91de-597e84874419,c4,c3,27,p3,?,surb={'id': 'b0840492-cd03-4402-b933-e020547ed5fd', 'route': ['p3', 'e5', 'i6', 'x2', 'p1', 'c4']}
1769458821.8875716,RECEIVED,0b6ec85c-efad-47ef-828a-31419b0822dc,2022a4f1-4c0c-402b-878d-99b682e008fe,c4,c3,27,p3,?,surb={'id': '73872252-28e2-4bf8-bf90-1ba1b55b666c', 'route': ['p3', 'e7', 'i3', 'x3', 'p1', 'c4']}
1769458821.8929608,SENT,11fbecf1-1e62-4752-8117-a3a32cebd4ce,a3cdefd8-6354-42b4-8d76-8c0bf78b917f,c3,c4,3384,?,p3,
1769458821.8931382,CREATED,49cea0f6-7105-4768-979b-9fb389b0e47a,714b6ed8-3e85-4a9d-84b2-4ee079d14d3e,c3,c4,25,?,?,surb={'id': '144566a2-5821-46af-9b4a-24415347f21f', 'route': ['p1', 'e11', 'i2', 'x1', 'p3', 'c3']}
1769458822.079103,SENT,fa53a3c4-16eb-46a2-b062-d55b07e18f25,b5e8c637-36e2-42f8-a1aa-a0249dd84340,c3,DROP,2015,?,p3,
1769458822.079239,CREATED,6965640d-a4ee-4997-a8af-98493b93fdd8,409de909-feb9-4b87-85ff-d5a2b4582a61,c3,DROP,27,?,?,
1769458822.1278682,RECEIVED,1d1fc34d-5ac8-4dd6-b174-07797b89a2a5,5cef7d64-f8ea-43b8-82fd-0d549cd2ea82,c4,c3,27,p3,?,surb={'id': '31ab93c5-f944-43f8-9d90-2b8a70602dba', 'route': ['p3', 'e6', 'i2', 'x11', 'p1', 'c4']}
1769458822.1639414,RECEIVED,97372cb3-85a6-439b-9b41-209b9b0ecd08,17c10701-a315-4af3-8d74-2170197bc6df,c4,c3,27,p3,?,surb={'id': '5b4505ba-f637-4142-a7e1-6f0b374651a3', 'route': ['p3', 'e7', 'i3', 'x2', 'p1', 'c4']}
1769458822.2094114,SENT,29bdac59-2f2f-4341-b191-654c85ccf7cb,8d2f0b5f-9100-4374-abdd-5749a1315f22,c3,c4,3360,?,p3,
1769458822.2095604,CREATED,1f5d5c1c-36a8-42c9-b41a-1c9e59730909,3db9e63b-3b3d-466b-bf0a-65297e5a98d6,c3,c4,27,?,?,surb={'id': 'ff3f805e-af4f-49d6-9c78-4e685a3c7a08', 'route': ['p1', 'e6', 'i9', 'x1', 'p3', 'c3']}
1769458822.214324,RECEIVED,34904071-c71b-4b90-8330-21cd31d70f1a,7fee32d6-692b-4c92-8504-c88df13ae412,c4,c3,27,p3,?,surb={'id': '448150ef-b7b8-4ca3-8b8c-0b9ac618fb81', 'route': ['p3', 'e3', 'i5', 'x5', 'p1', 'c4']}
1769458822.3026724,RECEIVED,c572060a-06a9-48d6-bf4b-c088d541aa1c,2d599e6a-a430-4e44-969d-3b0a30ab8df4,c4,c3,27,p3,?,surb={'id': 'adac8cab-57f2-47aa-a069-ddd24b497cbe', 'route': ['p3', 'e2', 'i9', 'x7', 'p1', 'c4']}
1769458822.3824732,SENT,70d16ee1-f687-47f0-8b1a-3ce274ca64e9,539fe763-d50d-4eb6-af6e-c74f40b07195,c3,DROP,2020,?,p3,
1769458822.3826027,CREATED,96f75e1d-ba73-4389-b9ad-2f79a127fbf5,6bf60331-6858-49df-af3c-b19427a80789,c3,DROP,27,?,?,
1769458822.7879248,RECEIVED,16e18dc2-39e2-4692-8f7f-f6678d47226f,3439082a-b265-4d4f-8ba9-338db7042f0c,c4,c3,27,p3,?,surb={'id': '4359e609-0f91-40a7-b1ca-9369c48df074', 'route': ['p3', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769458822.7956076,SENT,4f3568d4-5e56-4070-9217-5a554852ab1b,1bcff9ba-3ae2-432d-a83a-2e9778ba4992,c3,DROP,2012,?,p3,
1769458822.7956991,CREATED,f596c8f8-d693-4be3-bcf3-3df285c78a2c,92677168-86e8-40d9-93d7-97886bc1223b,c3,DROP,26,?,?,
1769458823.2109354,SENT,f662ef78-82e4-4371-8a6c-8aad28379ed8,4d70fead-afdd-4f74-b13e-329609c717ff,c3,DROP,2015,?,p3,
1769458823.2110245,CREATED,d00cddd7-8c1c-41fb-94b6-9f2c1c7e7bfc,ca465467-6ba2-4704-ad6b-678c055596fa,c3,DROP,27,?,?,
1769458823.3655703,RECEIVED,0c15bcae-f295-4a17-b0a9-b4c8d3c2f141,fa267a5a-1794-4c9b-a8b4-322ef91ebdfa,c4,c3,27,p3,?,surb={'id': 'e7d219c7-06aa-4cc8-bc1f-6dbd8d7b389f', 'route': ['p3', 'e8', 'i8', 'x12', 'p1', 'c4']}
1769458823.6432245,RECEIVED,1b22df78-ff63-46ce-a9e2-e17f88d0b6e3,953eb3a5-5b67-4a4c-a240-1800c430e997,c4,c3,27,p3,?,surb={'id': '5c311042-69dc-45dd-a6b5-9472cc4dbce0', 'route': ['p3', 'e3', 'i5', 'x2', 'p1', 'c4']}
1769458823.722911,RECEIVED,cd9b47fd-cd36-4e08-baa9-19a268045642,07136b0c-3fe4-4b06-98d0-062d97e4f558,c4,c3,27,p3,?,surb={'id': '671d210f-c409-4c17-b625-0a351a718591', 'route': ['p3', 'e7', 'i7', 'x4', 'p1', 'c4']}
1769458823.73337,SENT,014c7c3b-c892-455c-bab1-c0ffd93bfa85,cd124039-ff85-4c43-9abd-3baec98a652a,c3,DROP,2027,?,p3,
1769458823.7334564,CREATED,df01ef74-1f8e-43af-9262-0d21e4ef4271,0446e9c0-d06a-4d8d-8d11-14ea88507bc9,c3,DROP,27,?,?,
1769458823.9400425,RECEIVED,0626c487-cc6a-494a-8c94-2c6d73e04c51,fd0f3f51-8d92-40c1-a57b-3a2dc335c9af,c4,c3,27,p3,?,surb={'id': '761f90b7-3efb-4168-a0d4-b0d782035295', 'route': ['p3', 'e1', 'i1', 'x5', 'p1', 'c4']}
1769458824.3264167,RECEIVED,e5b011db-e7b2-4c60-8461-c74aac35b7e1,7f685ba4-6d3b-4b95-b214-42242206abb2,c4,c3,27,p3,?,surb={'id': 'bdd18b3a-81c1-4194-b825-1e2709a7d674', 'route': ['p3', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769458824.4134414,SENT,4d38e83c-7359-447e-9704-7d987c479198,5a7bfa36-faba-4faa-95c9-1620ac59a352,c3,c4,3371,?,p3,
1769458824.4135447,CREATED,33b29641-07eb-42df-9d19-a68689a60fe9,7f913521-85c0-44f5-a899-57a4e27bc1a8,c3,c4,27,?,?,surb={'id': 'a62cb2a3-30b8-4252-8225-95408034569a', 'route': ['p1', 'e11', 'i4', 'x1', 'p3', 'c3']}
1769458824.649204,RECEIVED,193927c1-6a96-40e5-9e42-34b441a20728,cf190e46-75c7-45fc-b86c-6df9cdcce796,c4,c3,27,p3,?,surb={'id': 'c194294a-c514-45dc-84ae-76c5b6b40a85', 'route': ['p3', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769458824.6833222,SENT,389307a6-8a15-4de8-80ba-4876806bb6c4,2f49605a-89aa-4194-8dfd-0bb6629211fb,c3,c4,3396,?,p3,
1769458824.6840386,CREATED,0f6c37be-adcb-4633-b185-3938eee519b6,81f00e91-6825-4d66-9a39-6f720e01e3fa,c3,c4,27,?,?,surb={'id': '2295e49c-e0a8-416b-b592-7f011c02a831', 'route': ['p1', 'e8', 'i10', 'x1', 'p3', 'c3']}
1769458824.8295054,RECEIVED,8dc90833-f053-4652-ac79-23d9a8471140,b533c604-b3dc-47b8-95fb-d94451a7bb45,c4,c3,26,p3,?,surb={'id': '5233fbbf-98eb-4df9-befe-95fc456590da', 'route': ['p3', 'e11', 'i7', 'x7', 'p1', 'c4']}
1769458825.0283856,RECEIVED,5b212988-fd1f-48ef-952e-1f4489fe4fbf,452bfbd4-274c-407f-9fab-025d77d2f174,c4,c3,27,p3,?,surb={'id': '4382c00f-fdaa-482f-ac2f-59061fc418cf', 'route': ['p3', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769458825.4603279,SENT,8ce2cef9-fb27-4f6b-853a-b0e5caf90eaa,d09b3d1d-7f5a-487b-af25-47d30b9cdd54,c3,c4,3388,?,p3,
1769458825.4604793,CREATED,eb372f36-2f32-436e-933b-1899a7315405,5f52feec-9a36-4b9b-bf2e-882f23e3df91,c3,c4,27,?,?,surb={'id': 'fdf12617-9141-4d75-b33c-f1dc5d618c12', 'route': ['p1', 'e11', 'i4', 'x6', 'p3', 'c3']}
1769458825.586166,SENT,454e2cdc-8426-48db-bb64-2eccbc096e49,abd166c9-c573-4526-8831-736b3064669d,c3,c4,3400,?,p3,
1769458825.5863218,CREATED,d0533e0f-80ed-4323-afb9-d970f6b17d33,4596e139-739b-48b3-9e5d-ab1b03f0fe4f,c3,c4,27,?,?,surb={'id': '35a8675f-32b1-4ee2-8015-9cfe1d52f0f4', 'route': ['p1', 'e2', 'i8', 'x10', 'p3', 'c3']}
1769458825.7188468,SENT,56489392-2aba-4f07-a3d6-38cc4ee543dc,885e31a3-9357-4bdd-822e-3cc30ba3987c,c3,c4,3363,?,p3,
1769458825.719004,CREATED,ad18e211-d79a-4cc6-a277-0e3eb69978c1,47f21e19-63ed-456e-b9e6-44046556ec68,c3,c4,27,?,?,surb={'id': '2074b074-f338-4861-8a36-1575339ea5f2', 'route': ['p1', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769458825.864613,SENT,8c0f8209-a5f2-4393-9c86-a9d62b3c8477,832dd2a5-906f-4246-824c-c350537acf0d,c3,c4,3396,?,p3,
1769458825.8647623,CREATED,6f21b31d-084c-4a9c-ab0c-5a041b5de0b1,da58074e-7683-4f50-953c-c88a4bb6f1c7,c3,c4,26,?,?,surb={'id': '3dfad291-7266-4145-a776-b476330b0102', 'route': ['p1', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769458826.0362456,SENT,40e87d9d-bdf7-4ef8-9ac9-a5eab2789ca2,0f665c1a-e704-4507-a092-5010c710b686,c3,c4,3370,?,p3,
1769458826.036335,CREATED,3d8071d3-f07e-4e52-aee9-f597bef604de,310e969d-6809-4032-86f1-a9952b204800,c3,c4,27,?,?,surb={'id': '4541fc7c-5935-49c4-b89d-200803106846', 'route': ['p1', 'e5', 'i6', 'x6', 'p3', 'c3']}
1769458826.3908403,RECEIVED,00b39891-acd5-4430-a01d-45d8f4d5023d,5e16c3c3-0ad1-45d7-bfb3-32612835adc8,c4,c3,27,p3,?,surb={'id': 'ebe353fb-3926-43bb-b81c-7837251207be', 'route': ['p3', 'e2', 'i6', 'x2', 'p1', 'c4']}
1769458826.4642837,RECEIVED,90301e78-4bf7-427f-b19f-69289eee2212,25c6db83-5f17-4f04-b7dd-2e10153c7063,c4,c3,25,p3,?,surb={'id': '9796c929-47a2-40d7-8f22-e8bc8fad8edf', 'route': ['p3', 'e2', 'i3', 'x5', 'p1', 'c4']}
1769458826.4938288,RECEIVED,b15af2f3-379e-4218-a39e-b07138a426f8,f72ce8af-6137-4ef8-a488-d762936b1797,c4,c3,27,p3,?,surb={'id': '0a51fb5b-6f9c-4704-96d3-909207e08b9c', 'route': ['p3', 'e4', 'i10', 'x3', 'p1', 'c4']}
1769458826.5117102,RECEIVED,2649935e-7d76-4889-8bb2-296d2112f96e,87e3f839-a87f-4916-ab47-6a83d5540d65,c4,c3,27,p3,?,surb={'id': '60f0b24f-e5fd-4a22-8e73-d5d7a34d2eee', 'route': ['p3', 'e5', 'i10', 'x1', 'p1', 'c4']}
1769458826.6480696,RECEIVED,212dab46-655c-4179-8b4f-2fb96814976e,903694eb-8979-41e6-922f-64ebf20bfab5,c4,c3,27,p3,?,surb={'id': 'd3125240-9126-4abd-937f-7d4872bbfe3f', 'route': ['p3', 'e5', 'i12', 'x11', 'p1', 'c4']}
1769458826.6904085,SENT,0e8eca5a-71fc-4bdf-8091-48743808f432,a0f52c8b-611e-4060-96e3-2d77996bb6a8,c3,c4,3393,?,p3,
1769458826.6905127,CREATED,abec9c7d-9cf1-4762-8e35-5919177b55d9,7e9d0701-da25-429e-b1fa-a34591b8cedd,c3,c4,27,?,?,surb={'id': 'eaf6cbdf-75fe-457c-a318-f1667cacf7d6', 'route': ['p1', 'e8', 'i6', 'x2', 'p3', 'c3']}
1769458826.759132,SENT,f5c33a13-e7f8-4256-8b3e-83ec9371c0a6,d03b56fc-82a3-42f3-98b7-a4fb3dde1416,c3,c4,3381,?,p3,
1769458826.7592337,CREATED,88a1f4c0-ad9d-4c38-8e64-568d1c167b6f,eb3556e8-616b-4906-8a53-f78d6256764a,c3,c4,27,?,?,surb={'id': 'a9a1ea77-122c-4746-abec-f70a9e898606', 'route': ['p1', 'e4', 'i4', 'x2', 'p3', 'c3']}
1769458827.3953629,SENT,2ec287ec-7824-4127-8c77-dba416f71b08,39745252-93ef-45b5-a9d6-b366f6fe79f2,c3,c4,3388,?,p3,
1769458827.3955128,CREATED,f421d123-8c4b-4e9e-ad45-47a0c0ad9e48,cfa93a7f-5d4c-46f7-bc7f-440fd84091a4,c3,c4,27,?,?,surb={'id': 'f6a155d0-8b8f-467f-ac3b-e8388a095316', 'route': ['p1', 'e2', 'i8', 'x10', 'p3', 'c3']}
1769458827.579659,SENT,a8fe206a-ff2d-43ad-8dfe-50bae77776ca,f6b344c8-481b-459a-bc4b-f29a41c0683c,c3,c4,3381,?,p3,
1769458827.5798073,CREATED,450e9136-96ff-4cbf-9941-c9b5db039f0a,2cb6a652-2eab-4fd4-a7af-607acb773f1e,c3,c4,27,?,?,surb={'id': '96cd1df3-9747-4b0f-a4c5-3afce769be1f', 'route': ['p1', 'e10', 'i2', 'x9', 'p3', 'c3']}
1769458827.6554048,RECEIVED,ba0204ce-cfaa-4ac7-b146-c504562df27c,b6410ca4-fbb4-4092-86f3-0fd55f7ed54e,c4,c3,26,p3,?,surb={'id': 'b680f335-6910-4abd-958c-7be3c43c8601', 'route': ['p3', 'e4', 'i9', 'x1', 'p1', 'c4']}
1769458827.7930727,SENT,b85b2bae-0c8b-4a96-89e0-7429b7a933bf,e0c49cec-b7e4-469b-83d4-d1e0efb442bd,c3,c4,3359,?,p3,
1769458827.7931843,CREATED,ff354234-bfd5-45ed-a038-58f5a9f26d7d,2668ac15-11b1-46a7-87d1-8c11b6a332a1,c3,c4,27,?,?,surb={'id': 'b6f4e7e7-84d1-4970-a7e7-49a7113a69d5', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769458827.8109772,RECEIVED,8590477f-666f-4db3-ac77-a2bc337925e0,4f613e19-3581-4914-868c-605f5a9bb290,c4,c3,27,p3,?,surb={'id': 'ec39eb78-6a0c-43b2-892b-e0a52f007a12', 'route': ['p3', 'e2', 'i2', 'x6', 'p1', 'c4']}
1769458827.9600098,RECEIVED,1cf1503d-0c92-4280-8c41-e0a88dd8e684,c8ab2d3c-0b1a-47fc-a49d-28f4f3d58d3e,c4,c3,26,p3,?,surb={'id': '7db6a1e0-258f-4815-9a84-7a1365b72f14', 'route': ['p3', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769458827.9693043,RECEIVED,c03480b7-f43e-4e25-afbd-7d35403ff2b0,94455ac6-c167-4376-bdcf-53c98a8ad362,c4,c3,27,p3,?,surb={'id': '878e9790-ba09-4c0e-b38b-73f1e29abfb4', 'route': ['p3', 'e11', 'i4', 'x10', 'p1', 'c4']}
1769458828.0003798,SENT,f97cf996-10ef-4775-a660-b81006fd0a71,31e0e319-c1d5-4a29-861d-818f8d333649,c3,c4,3391,?,p3,
1769458828.000532,CREATED,6204120d-5bbb-427c-b144-7cc98ad3da8b,2b535691-ba6f-493f-a3c4-90b2ca11317c,c3,c4,27,?,?,surb={'id': 'ee329245-1294-466a-b6a3-bbab8c796a41', 'route': ['p1', 'e12', 'i11', 'x10', 'p3', 'c3']}
1769458828.1051006,SENT,ec6e636e-d1d1-4943-96c5-a8ac2e221e81,526dd10a-b527-4684-bcc7-b54e07b547ea,c3,c4,3385,?,p3,
1769458828.1052399,CREATED,91805008-a0a9-4a73-9f66-8ae636536268,129c9a1d-2f97-4f90-9bba-acc0883face1,c3,c4,26,?,?,surb={'id': 'f09ccb78-04e0-4ccd-b415-3b396fc9e8be', 'route': ['p1', 'e10', 'i6', 'x6', 'p3', 'c3']}
1769458828.3337982,SENT,9698e8ea-e101-4744-bdc4-64d68f598b2d,28f8c07e-6b12-4fe7-8afe-4722063c82df,c3,c4,3375,?,p3,
1769458828.3338716,CREATED,3a140c8b-f6eb-499c-9c24-5ef6b9c91dd9,f626d6db-acce-46b2-8ec2-fcc324a09b22,c3,c4,27,?,?,surb={'id': 'dcbaa582-e0a5-40ee-9d94-20edfcae181e', 'route': ['p1', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769458828.3922625,RECEIVED,993adb74-1706-4333-8b71-7577815e3f54,3b6b0090-89c9-4b35-b0c7-62d4277a3446,c4,c3,27,p3,?,surb={'id': 'f207ef3f-f9d9-45a8-8262-7d5ab7357473', 'route': ['p3', 'e11', 'i11', 'x1', 'p1', 'c4']}
1769458828.4191823,SENT,33fb90b3-5142-40b5-a39f-da98117c99a6,60e390cf-3387-493f-95c5-8bacfc105989,c3,c4,3389,?,p3,
1769458828.4192584,CREATED,e4974f7d-22a3-4bac-a115-648b6b0a5de6,078d725b-aead-4516-a65a-40c5989b5314,c3,c4,27,?,?,surb={'id': '87c66678-2a35-4331-9e6d-efaae3e7aadf', 'route': ['p1', 'e11', 'i8', 'x11', 'p3', 'c3']}
1769458828.475994,SENT,7c51b381-ad47-406a-b62f-a91982c2ad82,daab7005-5e48-4d59-b1f5-66587ac60908,c3,c4,3391,?,p3,
1769458828.4760692,CREATED,6bdb142a-a1a9-4107-b3a4-18cf018e3aa1,e48602ce-25a1-4206-b2d2-430b451126fa,c3,c4,26,?,?,surb={'id': '65d8d791-3506-4e76-9eae-3f02849b2445', 'route': ['p1', 'e9', 'i10', 'x10', 'p3', 'c3']}
1769458828.5389333,SENT,8a9c73fd-086d-492f-bb01-1e46fa20e144,8af22aba-cbce-4790-ae82-53e7cfd7aebc,c3,c4,3395,?,p3,
1769458828.538995,CREATED,b2c32f89-9cd9-4c80-b942-7b2b1cf5a299,36f16c00-5aab-4ad5-b6cb-733ce1e58d5f,c3,c4,27,?,?,surb={'id': '22328b45-8293-45c1-a36c-1c0490f08025', 'route': ['p1', 'e12', 'i6', 'x11', 'p3', 'c3']}
1769458828.5788643,SENT,2dd12e07-6091-43ec-8c7b-825363f41077,12bf0450-ba3e-49c3-91dc-0a44c2d11da7,c3,c4,3401,?,p3,
1769458828.5789258,CREATED,5719b2b1-7c27-4fcd-8de1-b586ec460a72,4d9775d6-145d-4654-8189-ecf5f3102416,c3,c4,27,?,?,surb={'id': 'e3335f43-0ad1-4216-b3e5-5c132f4f3cf8', 'route': ['p1', 'e11', 'i4', 'x1', 'p3', 'c3']}
1769458828.5952346,SENT,94d9e38b-cb51-49e5-87b1-b3192343168f,85182330-9db1-4df4-9f47-01ed13fdd660,c3,c4,3400,?,p3,
1769458828.5952973,CREATED,a4e4741a-5374-4270-9705-9d76d4770550,a4538f62-f32b-4c77-a54a-adbdbb7308dc,c3,c4,27,?,?,surb={'id': '1c96b66f-46af-4211-b93c-071977d97e6f', 'route': ['p1', 'e11', 'i7', 'x12', 'p3', 'c3']}
1769458828.6049328,SENT,acc614dc-e15d-4737-afe2-30843fd3a863,dea407e9-0b68-45ac-80e0-6f380ff31035,c3,DROP,2024,?,p3,
1769458828.604987,CREATED,c13af7ee-8580-480f-9e65-4f6f2940cb02,a4e2fe77-5ccb-40a0-baa1-ececf2d4855d,c3,DROP,27,?,?,
1769458828.7210584,RECEIVED,f6c2e79a-1614-43d5-b0aa-e8a90703b7c3,80fe7c89-5c68-42e4-87ec-5e3e777f6b2b,c4,c3,27,p3,?,surb={'id': '4686f7e0-2b6a-4918-b923-3871f8b9730c', 'route': ['p3', 'e8', 'i11', 'x1', 'p1', 'c4']}
1769458829.1971676,RECEIVED,e00303b2-c3fb-4297-8b74-429a9215ffe9,23fc9c13-e022-4ea0-849b-7403c342476b,c4,c3,26,p3,?,surb={'id': '3f7f65ae-88db-4890-809f-d5c6d8b2f875', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769458829.2785463,SENT,ed07442e-a938-470b-ba2f-3131c08c55f7,db0396ae-356e-410c-8b90-ae86987052b7,c3,c4,3389,?,p3,
1769458829.2786837,CREATED,1aa371fd-e91f-4ab2-aa79-3434e1a78820,5864ba64-f7f4-41dd-ac53-a3b324449008,c3,c4,27,?,?,surb={'id': '217e2eca-f1c5-41fa-a4b6-cb74ab57f420', 'route': ['p1', 'e6', 'i10', 'x11', 'p3', 'c3']}
1769458829.5743542,SENT,754c97d6-b9b7-4cf9-94cb-78fe90c9b07b,258a0d13-3bd3-4462-9da9-b51c4553028a,c3,DROP,2032,?,p3,
1769458829.5744839,CREATED,e62c5511-8d41-43c7-81c9-9096b3ee79ab,d7ace8cf-53c7-4edd-acbb-acad5f2d6514,c3,DROP,27,?,?,
