timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458684.659564,SENT,854e457b-8349-4f85-920a-e9f6a6e68887,8a9b9b26-41b2-45a7-b7c6-68c91fba3036,c4,c3,3400,?,p1,
1769458684.6597404,CREATED,7b18a8b0-9a9f-44a7-9099-d5b51a822827,e189be99-2d25-494a-b6f9-0f79a88c602c,c4,c3,27,?,?,surb={'id': '47c6e214-2cf5-48c9-a03c-8f7c28a4d229', 'route': ['p3', 'e2', 'i7', 'x11', 'p1', 'c4']}
1769459057.2460191,CREATED,fb1a5191-8cdd-4164-8534-965f07f082b8,7cccf3b0-b524-42d5-a722-78ad83ea3e19,c4,c3,27,?,?,surb={'id': 'c038f7c5-ef54-4929-ad81-2c750399fc9a', 'route': ['p3', 'e6', 'i5', 'x2', 'p1', 'c4']}
1769459057.4162931,RECEIVED,07e9eef6-d11e-4b1d-a4db-c6c92a7eb7f9,b021c7b5-4eff-49eb-bcc5-135372575660,c5,c4,27,p1,?,surb={'id': '8695aa5f-4f34-495d-96a1-d10ac7c91fd7', 'route': ['p1', 'e12', 'i10', 'x5', 'p2', 'c5']}
1769459057.4737575,SENT,18670876-a1c7-40e7-a28e-dfaa97a96774,23233e69-c9e3-4e25-8682-a9ab56873c2f,c4,c3,3370,?,p1,
1769459057.4739122,CREATED,c1aebfc6-eb50-47f8-92b8-c49410cdc0bf,651c7250-1968-4bce-a80c-23b8532e90ac,c4,c3,27,?,?,surb={'id': '380c68d9-28a3-4582-99a4-9219e3ce47af', 'route': ['p3', 'e9', 'i4', 'x4', 'p1', 'c4']}
1769459057.5427246,RECEIVED,61eca4cd-26ec-49f0-b938-b9505d2fc82f,ce54c88f-60dc-4507-836e-12e8640948d1,c3,c4,27,p1,?,surb={'id': '47a742f4-43bc-4876-874a-59cd459b0c04', 'route': ['p1', 'e2', 'i2', 'x12', 'p3', 'c3']}
1769459057.6016507,RECEIVED,1efea1ee-92d9-4df6-a2af-9ed8c2f768a1,c9408530-9819-40a0-95f9-f4bbc5fa3cc6,c5,c4,27,p1,?,surb={'id': '944eca9e-4849-4c43-8a1d-f909f8437996', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c5']}
1769459057.624676,SENT,334f0b41-9b7f-47f3-8e83-a74bf14c20d2,4fcb9582-2390-4b86-a184-74124f098cfb,c4,c3,3368,?,p1,
1769459057.624831,CREATED,74daf534-d464-4ffd-90d9-948f35dc6790,2c109069-70f0-4b14-b4c2-e3f7f48b1ca1,c4,c3,27,?,?,surb={'id': '7b04ce97-dcc8-43a9-80b3-61fe6d952eeb', 'route': ['p3', 'e5', 'i4', 'x9', 'p1', 'c4']}
1769459057.6323924,RECEIVED,021cdc46-587f-4207-8bbf-16d77003ea0d,f2daa811-92ae-4b35-8981-5c489e64a8c6,c3,c4,27,p1,?,surb={'id': '1a27cfaa-031e-44ee-9660-55110bc17bbe', 'route': ['p1', 'e2', 'i8', 'x9', 'p3', 'c3']}
1769459057.7262068,SENT,46d4ee03-7741-44ef-9afb-589cbbc22c47,eb3c5737-6f0b-4790-a0f7-294188a16f9b,c4,c3,3373,?,p1,
1769459057.7263591,CREATED,cea9930b-279c-47c7-a8c3-1ced0e1e8540,8b64973c-60d8-4830-8748-f8e13806a8ec,c4,c3,27,?,?,surb={'id': '75a5c9d9-80d9-4c62-b684-25e92d29132a', 'route': ['p3', 'e2', 'i5', 'x1', 'p1', 'c4']}
1769459057.7524276,RECEIVED,c6230f12-21b8-41fa-824b-82c47181d0a2,792830af-6b08-4e9e-b4c6-ad82e8eb6e6a,c2,c4,27,p1,?,surb={'id': '35046bc1-5588-4064-a5f9-f16be2bf610e', 'route': ['p1', 'e3', 'i5', 'x4', 'p2', 'c2']}
1769459057.8825872,RECEIVED,c6609268-cfc2-4c0b-9026-fc2a27935150,854fcb96-6a63-4c0e-9938-bed3beea7478,c3,c4,27,p1,?,surb={'id': '63062960-a473-4891-8ca3-1bf14a643dbe', 'route': ['p1', 'e2', 'i1', 'x11', 'p3', 'c3']}
1769459057.9225621,RECEIVED,bbb26230-4b81-4416-989d-891330b2a6fe,61ee0a55-5953-496a-ac4d-c5782c8414e9,c3,c4,27,p1,?,surb={'id': '5d9fb795-279f-4d2c-ac1a-19359d1f642f', 'route': ['p1', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769459058.0663414,SENT,81e67b57-7d1c-443b-b6ef-6760bd867cbe,de0e84bb-c129-4cac-9536-10f0aa97593f,c4,c3,3392,?,p1,
1769459058.0665255,CREATED,6023a2fe-9215-4195-b360-431d3bea02ab,31d49d45-7c3b-41bb-bdf4-16ec77d79943,c4,c3,27,?,?,surb={'id': 'b6c5d326-5064-4e6c-8440-f3869499d278', 'route': ['p3', 'e8', 'i3', 'x12', 'p1', 'c4']}
1769459058.3572707,RECEIVED,c27890c2-923a-4cc4-9bcf-79a53b8952c7,a737bfea-b6f8-49d3-a6f7-de1d91f35885,c3,c4,26,p1,?,surb={'id': 'c1c92679-3d7f-4ddc-9793-28d717de84f0', 'route': ['p1', 'e12', 'i2', 'x11', 'p3', 'c3']}
1769459058.4568117,RECEIVED,cb6d2b84-f7ba-43c4-8c7f-a64a38350fe8,73ea5727-2f9f-47e6-bee2-9a06f03864a8,c2,c4,27,p1,?,surb={'id': '07ef95ff-f2d2-4655-9ed5-922237d297d1', 'route': ['p1', 'e8', 'i4', 'x3', 'p2', 'c2']}
1769459058.4745648,RECEIVED,236f5a86-ea13-4794-8a30-87f4ca381f5b,66bc9e3f-4e15-4925-ab1a-5119901ccf4c,c2,c4,27,p1,?,surb={'id': '17f230b1-24e1-4cf2-b3c1-75b7316fdb10', 'route': ['p1', 'e4', 'i2', 'x4', 'p2', 'c2']}
1769459058.564623,RECEIVED,66a9fc38-7e20-4bc6-9847-454af71b8691,a5ac6bdd-13f3-426e-bb18-e33fad3ca8d7,c2,c4,27,p1,?,surb={'id': '2c14938e-9115-492e-a149-265a518147bf', 'route': ['p1', 'e2', 'i8', 'x9', 'p2', 'c2']}
1769459058.6824677,RECEIVED,bba9657c-0a55-479f-bbb6-98256594c5e1,bd51c6f3-cc88-43c8-9364-b9f7d772974a,c3,c4,27,p1,?,surb={'id': '787e6451-5502-482c-8aa3-f53cfa4ed6ed', 'route': ['p1', 'e2', 'i4', 'x12', 'p3', 'c3']}
1769459058.9246843,RECEIVED,1173c2b3-d783-43a1-8ce7-b4e28ed80283,ca7a9291-edba-4e5c-87c5-e5ca70519453,c3,c4,27,p1,?,surb={'id': 'a78aff7e-5cd5-487a-ba58-dd57a7a729ff', 'route': ['p1', 'e12', 'i4', 'x5', 'p3', 'c3']}
1769459059.0100255,RECEIVED,b281383f-14e2-423b-8d42-5edc8d846af4,8ba9d857-3d61-435a-b30d-882277b567f7,c2,c4,27,p1,?,surb={'id': 'a19cfabb-b59f-4922-848c-b5bd6165f669', 'route': ['p1', 'e9', 'i9', 'x8', 'p2', 'c2']}
1769459059.178876,SENT,42456f2f-49f0-4650-8a8d-312ffc7281ee,93b97615-4747-4e43-8624-0be9deeb4022,c4,c3,3395,?,p1,
1769459059.1790197,CREATED,a77a195e-050c-45b2-98ea-9ebf5de72308,acbfcc99-9f86-471c-8547-bf7d19d14fb8,c4,c3,27,?,?,surb={'id': 'f188a4be-4fd0-4558-a1b8-a9aaad6fdfd8', 'route': ['p3', 'e11', 'i11', 'x3', 'p1', 'c4']}
1769459059.211965,RECEIVED,9fb1ab83-1ac4-486a-a854-f7a2490048ae,3dfb111b-73f4-44e2-889e-be777b4de470,c2,c4,27,p1,?,surb={'id': '863d0320-0d85-4432-acef-9091dc7d39f7', 'route': ['p1', 'e1', 'i5', 'x11', 'p2', 'c2']}
1769459059.5231624,RECEIVED,545720e1-1cc1-4f35-8a9c-eadacc4e77be,8bcbfda8-855e-456c-abd3-60db9555a11e,c3,c4,27,p1,?,surb={'id': 'ece635b1-de03-4028-8786-2f1609ba55af', 'route': ['p1', 'e4', 'i2', 'x1', 'p3', 'c3']}
1769459059.5256736,RECEIVED,aea54b26-5356-4e26-bc11-33db14af55a9,a392342d-a1eb-4326-ab91-bd2cbf974cab,c3,c4,26,p1,?,surb={'id': '89afde86-ffe2-4331-9b28-67038507998a', 'route': ['p1', 'e4', 'i3', 'x6', 'p3', 'c3']}
1769459059.5688653,RECEIVED,f687954d-2440-41af-aeb6-d7e97e481e91,df6fa99d-7b11-4fd5-b171-5a8316d0182a,c3,c4,27,p1,?,surb={'id': 'b471edb2-19b9-4730-b5f1-36618cc164de', 'route': ['p1', 'e7', 'i8', 'x8', 'p3', 'c3']}
1769459059.940932,RECEIVED,25bedc11-3c9b-4913-8583-111f207bf7cc,284314ff-1b42-45fd-a6f3-34a3447ddaa1,c2,c4,27,p1,?,surb={'id': '357043bb-684b-4baf-a7db-2c6c4ace1e86', 'route': ['p1', 'e10', 'i11', 'x3', 'p2', 'c2']}
1769459059.9545782,SENT,c4e6c38c-91c3-4802-906e-5f976d6d2552,e2ac1d7c-d356-45b1-b15f-052bd19dcfe4,c4,c3,3397,?,p1,
1769459059.9547236,CREATED,472cd546-c7fd-4158-a6f1-c3eb4c77dc61,72d9bbb4-cfea-4a50-80e9-7c193e0e49ba,c4,c3,27,?,?,surb={'id': '4d159a8c-01b8-432a-8167-13d3cb502759', 'route': ['p3', 'e11', 'i6', 'x4', 'p1', 'c4']}
1769459060.0414722,RECEIVED,a7f9e647-abef-4269-808f-56734d2698a6,f3f46fb9-0fce-49b2-800e-f84576adeb6e,c3,c4,26,p1,?,surb={'id': '5c9999c8-c6b8-43b2-b124-82e68672893c', 'route': ['p1', 'e5', 'i5', 'x12', 'p3', 'c3']}
1769459060.0521731,SENT,431cd1e8-8c6f-484b-b5cf-085d864fdce0,da80cce0-9787-49c0-86f2-e8e126822a42,c4,c3,3371,?,p1,
1769459060.052317,CREATED,e2e9495b-ba64-43eb-ad89-87bde1bc47d8,3d2edbe3-d2b8-4ac5-80c1-1301f717a4c1,c4,c3,26,?,?,surb={'id': '284d3751-915d-414f-8056-6e8bd58d8207', 'route': ['p3', 'e9', 'i9', 'x8', 'p1', 'c4']}
1769459060.233542,RECEIVED,3279a210-19f9-4663-b8ec-d8852c7939d9,d49c7e9e-b4d5-49bb-85e3-8ba1d0f735ba,c3,c4,27,p1,?,surb={'id': '2b935ff9-98af-48a0-9cdd-d1eec81360e1', 'route': ['p1', 'e6', 'i3', 'x11', 'p3', 'c3']}
1769459060.2404976,RECEIVED,d30ad280-80a0-4453-ab93-0a133197ce7c,a289add9-9eee-4d01-912c-fd869de11176,c5,c4,26,p1,?,surb={'id': '9fdffe48-91ae-4432-836a-22cf038762de', 'route': ['p1', 'e5', 'i6', 'x9', 'p2', 'c5']}
1769459060.4055429,RECEIVED,60295e81-78ad-40f0-a78f-4139d271699a,4251318f-f50e-47fa-8e59-84aed9c5d233,c3,c4,26,p1,?,surb={'id': '765d11c5-4456-4d2c-9b92-184baa25e4c4', 'route': ['p1', 'e9', 'i1', 'x7', 'p3', 'c3']}
1769459060.6911154,RECEIVED,ffed89a0-2967-4219-bcac-409917aab1a6,7d3a7ced-8b33-4f5e-9fc8-e9416c2e02a0,c5,c4,27,p1,?,surb={'id': '7ea7e15e-d460-4346-bba5-6bd79996008c', 'route': ['p1', 'e7', 'i6', 'x1', 'p2', 'c5']}
1769459060.805302,RECEIVED,27627b05-8867-45ca-acbf-3bbdb2bc9b3d,2febdfef-0bba-4fd2-9d21-14351e05d3bd,c2,c4,27,p1,?,surb={'id': '2ab9e9bf-1287-4c3f-ab70-9dc47ee14bfc', 'route': ['p1', 'e11', 'i10', 'x11', 'p2', 'c2']}
1769459061.1492329,RECEIVED,b291a3f4-a1cf-48a6-9e18-f54b423dfc20,33f12252-a1c5-4740-865f-34948cd25efd,c5,c4,27,p1,?,surb={'id': '78e367fc-b65f-4789-96b9-414c0193bf99', 'route': ['p1', 'e12', 'i10', 'x7', 'p2', 'c5']}
1769459061.2965817,RECEIVED,1df440b2-d4ef-47ab-9abd-1555ce930b4e,0c930d3c-d3d3-4c21-8931-afbcfe6b9cc6,c5,c4,27,p1,?,surb={'id': '94b220d4-7757-4c54-bb1c-753cdfc18c95', 'route': ['p1', 'e2', 'i8', 'x2', 'p2', 'c5']}
1769459061.4152684,RECEIVED,2993c328-00bd-4c08-9915-03ce19a10896,34a49051-8e70-42a1-9dde-0de33dbc99cc,c3,c4,27,p1,?,surb={'id': '884b4b09-9ac0-494d-ab80-3f4e37719c6f', 'route': ['p1', 'e9', 'i1', 'x3', 'p3', 'c3']}
1769459061.4644814,SENT,8c1be501-21c9-4364-bc19-d791bd856414,204e40ba-c224-4435-961f-b719c71ff025,c4,c3,3379,?,p1,
1769459061.4646292,CREATED,7fb89729-9296-4336-bd05-250495d5559d,84f06ee5-f848-4469-bb71-28acd9ae6412,c4,c3,27,?,?,surb={'id': '32cfd19c-87e7-47ac-a37a-b31920d35276', 'route': ['p3', 'e7', 'i8', 'x9', 'p1', 'c4']}
1769459061.5065732,RECEIVED,42b1db7b-f1df-4808-9740-406df956b93a,d71a669b-aa75-4a22-8a1f-f7b4f398d894,c5,c4,27,p1,?,surb={'id': 'ab72d49d-f75c-4eeb-a1cc-ef6e93d08b73', 'route': ['p1', 'e2', 'i1', 'x1', 'p2', 'c5']}
1769459061.5295336,RECEIVED,9952395b-ac99-4441-a646-be9cbecc5f9c,1d499561-438b-4c3a-ae27-9797b27bc0f0,c5,c4,27,p1,?,surb={'id': '64a7e261-8986-4a20-b131-3b0127e3b1db', 'route': ['p1', 'e1', 'i11', 'x12', 'p2', 'c5']}
1769459061.638687,RECEIVED,d1603fc0-79df-4aae-aed2-cf87b78fe8a1,5a0af4d0-df32-45f5-aa96-f7f66ce3dbcb,c3,c4,27,p1,?,surb={'id': '4fc01e14-0b6c-44cb-992b-7957d35913af', 'route': ['p1', 'e8', 'i5', 'x4', 'p3', 'c3']}
1769459061.752122,RECEIVED,7e359d84-9bae-4cc5-bf2c-7de859f63ff9,677c8208-85f4-4585-b013-9a8e0a6187b4,c5,c4,27,p1,?,surb={'id': '0779a916-eaf1-49c3-9e10-fcb299f5c065', 'route': ['p1', 'e5', 'i6', 'x7', 'p2', 'c5']}
1769459061.8188732,RECEIVED,fec9473e-2c97-48b0-b81f-2d9ec494b942,9fc65d3d-9dab-4b37-b2c6-0342fdce6e70,c3,c4,27,p1,?,surb={'id': '1d24e772-d10e-4867-8a7b-0ffc340f4fed', 'route': ['p1', 'e1', 'i2', 'x12', 'p3', 'c3']}
1769459061.829761,SENT,e49bd663-5427-4f8a-91c5-9a39eedd6621,3bc5c02e-b0a4-4d25-aa0c-1a708e2e0a96,c4,c3,3373,?,p1,
1769459061.8298821,CREATED,1ffcda16-e951-48b6-9027-bb04869343b5,d61504ee-e2ad-4b26-9674-71703f9baa94,c4,c3,26,?,?,surb={'id': 'e6c12419-e300-43e7-b69e-6dcd6b64d078', 'route': ['p3', 'e10', 'i3', 'x12', 'p1', 'c4']}
1769459061.878016,RECEIVED,95907edf-af0f-4b1e-ba57-5cbddf03e314,e48b00a9-ef07-45f6-accd-15b0ed87affe,c3,c4,27,p1,?,surb={'id': '3bcbd98d-26e9-47d9-8dc3-9a495e9e4186', 'route': ['p1', 'e11', 'i1', 'x10', 'p3', 'c3']}
1769459061.8809159,RECEIVED,68ab17d3-e8fd-41f8-9312-8f7156c9260a,c94ab0bd-4ac7-4cbe-beb6-eed6828f69cb,c3,c4,27,p1,?,surb={'id': 'a6ac002f-6a30-4170-9dbb-9f20f3ce57f8', 'route': ['p1', 'e6', 'i8', 'x7', 'p3', 'c3']}
1769459061.903338,RECEIVED,74d0dcfb-8738-49f8-a8d1-92a04f62d40d,9da19075-1fd3-41d4-bada-ebe80fa98aaf,c5,c4,27,p1,?,surb={'id': 'ab72a6a2-31df-4be4-ae9a-08b14f00da57', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c5']}
1769459062.147085,RECEIVED,34167df6-fd3b-49e4-8fed-269082be0ed7,d5c8ebd3-a91a-453a-aea9-f4b4c41c4b80,c3,c4,27,p1,?,surb={'id': '8f96d501-c590-44f7-b413-aa626884dadc', 'route': ['p1', 'e5', 'i7', 'x5', 'p3', 'c3']}
1769459062.4818408,RECEIVED,11adede7-829c-4cbb-a9c7-8090fef7bc29,66244fc8-ac34-4d1f-b28c-4883550e1e72,c2,c4,26,p1,?,surb={'id': 'cbcdbfa2-2d42-4fd0-b317-41b504989b4f', 'route': ['p1', 'e3', 'i12', 'x7', 'p2', 'c2']}
1769459062.584388,RECEIVED,9b726a02-4849-4d86-9681-9ae3fc94c479,f5ea4d09-3a1f-4b89-a68b-b7faa0a8c3df,c2,c4,27,p1,?,surb={'id': '407a23a0-1e33-4efc-8829-1eba5475e43d', 'route': ['p1', 'e9', 'i4', 'x11', 'p2', 'c2']}
1769459062.7328014,RECEIVED,da007e4b-a813-497c-b1d5-110d645079e6,dc5f42b3-aed2-4de1-8c98-3dc7c5e2ba55,c5,c4,26,p1,?,surb={'id': 'cd9e07b7-756d-4a80-99e5-314097ff9040', 'route': ['p1', 'e10', 'i12', 'x11', 'p2', 'c5']}
1769459062.760276,RECEIVED,37ee5333-3f5b-4e22-a2ab-1590c3e5ac50,c3d704f0-373b-40b7-8a12-466e4b4f1504,c2,c4,27,p1,?,surb={'id': '1ffaf7d1-9939-4506-a716-4b2e39829d51', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c2']}
1769459062.7952638,RECEIVED,24d326d6-f445-4129-8c77-c5831c7f7e0b,dea17992-946c-425c-b1eb-f20b9c84951c,c3,c4,27,p1,?,surb={'id': 'cfdeca10-27b2-426f-ade0-2510cc069dec', 'route': ['p1', 'e2', 'i8', 'x6', 'p3', 'c3']}
1769459062.8953593,RECEIVED,e8bfc975-e611-4d68-afd1-709bedbd424b,edeacab1-1f74-476f-b8b3-2027c5610dbf,c5,c4,26,p1,?,surb={'id': '3851058e-cb15-41e4-9f27-dde3f3a852de', 'route': ['p1', 'e2', 'i1', 'x10', 'p2', 'c5']}
1769459062.9143643,RECEIVED,1775ca66-a7e1-4943-a873-04a19b969a36,8ee53d1c-0e06-4ec6-88e8-a15b7fe249f7,c3,c4,27,p1,?,surb={'id': '53a17c02-0031-4a68-89c6-454998f7fe1d', 'route': ['p1', 'e11', 'i12', 'x5', 'p3', 'c3']}
1769459062.9279895,SENT,8beea6cd-2cab-466e-a79f-0924fccb3258,526dfd1a-7c80-4a1c-8ced-b8974327e54a,c4,c3,3400,?,p1,
1769459062.9281764,CREATED,26628f16-a121-4501-9ced-aee81b3440ac,81be0dd3-fe5e-4066-96c1-b53ff0c9d66d,c4,c3,26,?,?,surb={'id': 'a271a6a7-0438-44ed-b3b1-b2f81aadc8d8', 'route': ['p3', 'e11', 'i7', 'x6', 'p1', 'c4']}
1769459063.0065737,SENT,b60e6172-1a81-4e98-ae32-70a8b84f39f2,13250256-053d-4c8d-bdd0-94b5b1368415,c4,c3,3359,?,p1,
1769459063.0067282,CREATED,62560f36-19c9-468d-aec2-b338628e5b78,a249c998-2382-4f41-b2bd-57ce9aaf06dc,c4,c3,27,?,?,surb={'id': '19aa378d-6934-4943-9da5-d53b5fb1c842', 'route': ['p3', 'e3', 'i4', 'x7', 'p1', 'c4']}
1769459063.3007126,RECEIVED,2b1fea10-ccc5-46b8-945e-26ccc485a622,5f5e4293-9177-4b18-97a8-0c87b39cfb6a,c3,c4,27,p1,?,surb={'id': '47503700-2ed4-4e4e-ac30-36eb6254b6e6', 'route': ['p1', 'e10', 'i10', 'x8', 'p3', 'c3']}
1769459063.5676854,SENT,65e5ec61-7ba6-4f38-8e3d-9231734e1787,f2417938-021c-4937-94db-80bdb5a76f71,c4,c3,3389,?,p1,
1769459063.5678282,CREATED,9724a361-1dd1-4c41-86e1-a01cb6d63fcc,832e922c-d7ff-4227-9d2f-6f6216b67e9e,c4,c3,27,?,?,surb={'id': 'a24581b1-9e1a-4367-9d82-55371c6b2499', 'route': ['p3', 'e12', 'i7', 'x10', 'p1', 'c4']}
1769459063.6399257,RECEIVED,d83d4710-9f1c-4552-8c54-2a8a0830d43e,c461c50e-ec7b-4754-ae40-9a4178ecebbc,c2,c4,27,p1,?,surb={'id': 'd9f059c0-db91-4066-b121-be279a9ee734', 'route': ['p1', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769459063.6425076,SENT,74b9aa58-9af3-4db4-9521-3bb3a0e10ae8,0aa6db1d-a451-49db-ad19-a9b2e1ee3b8a,c4,c3,3383,?,p1,
1769459063.642647,CREATED,22017de2-7eb0-402b-b263-f386d183cd5f,ed39188f-e4e3-47e5-8f8a-f15763281818,c4,c3,26,?,?,surb={'id': '4e19ac2e-6645-4485-a671-e2ab3d39ab91', 'route': ['p3', 'e3', 'i6', 'x10', 'p1', 'c4']}
1769459063.690827,RECEIVED,1eb3b269-f9eb-4f3f-a14e-ffba3777159b,9bd3848e-25c8-4d26-8601-86cf364e4de6,c2,c4,27,p1,?,surb={'id': '432eaffe-a829-4330-a312-d08682ae1ed6', 'route': ['p1', 'e10', 'i1', 'x1', 'p2', 'c2']}
1769459063.719546,SENT,8419d869-7773-4e62-9b5b-d331adfa35be,97801c12-43ad-4f40-952b-5e89b93691bc,c4,c3,3383,?,p1,
1769459063.7196476,CREATED,ad046e55-d378-42e6-a69d-c9d524d2a54d,fb34049e-71b6-47e5-bfbf-1e90c7682cd2,c4,c3,26,?,?,surb={'id': '9c368501-4995-4d15-a011-c64db6c271e4', 'route': ['p3', 'e5', 'i5', 'x6', 'p1', 'c4']}
1769459063.7684543,RECEIVED,5ff7f5f4-8477-4a7d-bf08-9d6a2ae48c51,8c8126de-4482-4b90-a2f4-948d3892654d,c5,c4,27,p1,?,surb={'id': '9fa065d1-1ba5-4a23-be47-6a1fed9ad4c7', 'route': ['p1', 'e7', 'i3', 'x11', 'p2', 'c5']}
1769459063.8093483,SENT,f0e19908-2cc3-431d-a0c5-643631874598,3f4fe4e5-f262-4d43-8d62-1f552e4eb267,c4,c3,3392,?,p1,
1769459063.8094656,CREATED,adb5c14f-680d-4071-813d-f98fd9d4c13f,d6a37cba-bad1-4dac-8957-73853da6a8af,c4,c3,27,?,?,surb={'id': 'c9696838-d65e-47e8-8770-0bb4083378e4', 'route': ['p3', 'e10', 'i10', 'x5', 'p1', 'c4']}
1769459064.1588905,RECEIVED,3ccf7106-167c-414c-97f5-5b6fea0c47b8,71b1c0d9-41df-4ed6-9d83-99a5b4a05e21,c5,c4,27,p1,?,surb={'id': 'f174718d-5de5-4fb8-a5c7-7bda8635f6f1', 'route': ['p1', 'e6', 'i8', 'x1', 'p2', 'c5']}
1769459064.2454758,SENT,03df8ec0-b6e5-4afc-899d-534e46fb63fe,5987f2b6-d81e-4f1d-af75-3a2479b5e976,c4,c3,3380,?,p1,
1769459064.2456248,CREATED,9b4278e1-6814-4ac3-b6f7-694dff65d4cf,25cc4cb9-ccef-4b25-9fca-a26af5374d0d,c4,c3,26,?,?,surb={'id': 'ee0b45b7-f301-4ef4-bc57-d216c2d2f518', 'route': ['p3', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769459064.3441772,SENT,6e10d95d-cc85-4624-8f2d-8b59577a2ab5,ebe8b348-0e31-4620-a05d-3f2833f7130b,c4,c3,3401,?,p1,
1769459064.344325,CREATED,96bf0072-7480-46dd-927f-88330d625a4b,85d91a52-b80c-4af6-9136-bda5b8d7290e,c4,c3,27,?,?,surb={'id': '7f30ad8b-8867-4b43-9163-30a9ac12ab37', 'route': ['p3', 'e7', 'i10', 'x8', 'p1', 'c4']}
1769459064.660338,RECEIVED,5ff228c0-6026-4973-871b-ba3c58eb4978,f70213fd-e395-4ed1-8f97-8a34ae1019c7,c3,c4,27,p1,?,surb={'id': 'f35e2b1b-8fc3-4723-bd35-29e603b111d7', 'route': ['p1', 'e6', 'i2', 'x9', 'p3', 'c3']}
1769459064.7839632,RECEIVED,68bf538d-9feb-4d8f-a50a-01f4f9b797f7,9e4b5218-c191-4736-9714-a92cfba4cece,c3,c4,27,p1,?,surb={'id': '9e4ece3b-5121-48d9-b283-c830cea402d8', 'route': ['p1', 'e8', 'i2', 'x8', 'p3', 'c3']}
1769459064.7975426,RECEIVED,c80f33d7-3b5a-4e77-9dd8-db18cdeb0256,ab477582-afd5-4fc9-a949-8d2b12b6dcbb,c2,c4,27,p1,?,surb={'id': 'ba6a4212-e343-4fd8-9bfb-f96e5cc13da3', 'route': ['p1', 'e7', 'i11', 'x3', 'p2', 'c2']}
1769459065.0072093,SENT,a533bdd5-b61e-4654-affc-5b8427d7b2ca,b216c346-32a7-40e9-b316-893baec0a2aa,c4,c3,3380,?,p1,
1769459065.0073462,CREATED,55595c3b-20ad-4861-9472-b85c66375b01,654d6004-a217-431e-a0a4-be34bd5653a8,c4,c3,27,?,?,surb={'id': 'a47993aa-5d7f-469c-82e9-16071c0aecd4', 'route': ['p3', 'e7', 'i7', 'x6', 'p1', 'c4']}
1769459065.0345488,RECEIVED,3cbc5201-cbbe-46b0-9a9d-ec3e8a39b2c1,fe828572-a73b-47a3-b723-fbafd82c0369,c3,c4,27,p1,?,surb={'id': 'd580389c-ef17-4b38-8a1b-ef1519bf135d', 'route': ['p1', 'e7', 'i6', 'x1', 'p3', 'c3']}
1769459065.1390944,RECEIVED,9fc9ef83-e24a-4ba7-a7c8-186160d5a30c,50ebe39a-b3b8-4c2f-b9a9-be61127cacc4,c5,c4,27,p1,?,surb={'id': '19be0dbd-d657-4b78-97cf-8f5e64a61745', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c5']}
1769459065.2018538,RECEIVED,0d9c4bce-7922-4161-8fb4-b0b0e9609e8f,65a9af4a-3933-4112-b07d-01a184c69503,c5,c4,27,p1,?,surb={'id': 'dc154907-c76e-4595-bf37-9961bfe44d1f', 'route': ['p1', 'e3', 'i12', 'x9', 'p2', 'c5']}
1769459065.2256021,SENT,3139e286-7a37-4a32-9f09-1fa65d657b5f,09e70693-99a3-4d03-9e31-a60226e27c96,c4,c3,3377,?,p1,
1769459065.225738,CREATED,c1e0187e-eac8-43e8-9ed0-be6ca1c963eb,0956c5e5-4773-4f50-a78f-441d0fdcf398,c4,c3,27,?,?,surb={'id': '5f2de967-07e5-4b4b-bd3e-362d7468f241', 'route': ['p3', 'e3', 'i7', 'x7', 'p1', 'c4']}
1769459065.2799418,SENT,9ef05df3-99ba-4ae1-b81a-1197c6d1d731,68a065b3-6719-4e85-bf5a-537ef5e51a1e,c4,c3,3372,?,p1,
1769459065.2801003,CREATED,14e7df9a-fbfc-4613-a04a-7e6a8d0d0f14,14bc734b-91e9-4869-bdf4-96e3e7e68497,c4,c3,26,?,?,surb={'id': 'f3ea2393-0f74-45d2-a28b-541c779bd558', 'route': ['p3', 'e7', 'i7', 'x6', 'p1', 'c4']}
1769459065.3146646,RECEIVED,e5e9e40c-00cf-44d9-9e4c-7aa53d3b4f1f,de7d4ae9-db38-453a-8888-d5542769ee8c,c5,c4,27,p1,?,surb={'id': '175a2936-a200-43b3-91f5-a7b175fbb0e0', 'route': ['p1', 'e2', 'i7', 'x9', 'p2', 'c5']}
1769459065.353739,SENT,78bcaa7a-f9a2-4640-b6b6-167f1e8c20a2,c473700f-ad3a-472f-8fa1-606873663155,c4,c3,3364,?,p1,
1769459065.3538947,CREATED,a0aff8e7-949b-46b0-b105-702b44836493,1904042b-9299-4a2f-962a-29ec2514ff37,c4,c3,26,?,?,surb={'id': 'f234e4b7-dbf6-4cce-95e0-2e08b09f2ee5', 'route': ['p3', 'e8', 'i6', 'x6', 'p1', 'c4']}
