timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769731341.8710713,RECEIVED,d33796cc-0853-4a0a-8150-9842b19740ce,95564f63-802d-4e12-bbf4-ffbc45dd5f89,c1,c2,26,p2,?,surb={'id': 'ca677563-89d7-4849-a2fd-c070150fd626', 'route': ['p2', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769731341.9980013,RECEIVED,b0781d23-56d3-4481-9aec-0295386f3ab2,655e6182-0cbe-46d5-b7ff-0f9ac0aeda49,c4,c2,27,p2,?,surb={'id': '9932a451-eb9c-4166-8c6a-0bcbe1da91da', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769731342.1345434,SENT,6bafc017-de39-4454-a408-053420545031,bc410a6f-3322-4465-98b1-d07ba8b71aff,c2,c1,3407,?,p2,
1769731342.1346378,CREATED,71d668ed-6534-435a-8adb-36667999fbdb,69c26e91-8fca-4bc3-8b62-c4f0c29f2990,c2,c1,27,?,?,surb={'id': '4662e2c3-530e-4d77-9acc-abd28805fa62', 'route': ['p1', 'e10', 'i1', 'x10', 'p2', 'c2']}
1769731342.256981,RECEIVED,6fe9cb22-a339-46c5-9c73-b9635dd9341d,c28a476a-17d8-4716-b1f3-70bc397c6ac9,c1,c2,27,p2,?,surb={'id': 'e0f16fe6-0d0f-477b-a223-bba68b288d4e', 'route': ['p2', 'e11', 'i3', 'x8', 'p1', 'c1']}
1769731342.296287,RECEIVED,194c49af-57f1-45d8-b0c1-84348c86cf45,5136b04e-4898-4af3-9264-a6149b3192aa,c4,c2,26,p2,?,surb={'id': '95f28864-a84d-497f-8cf5-185898e267f6', 'route': ['p2', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769731342.5570307,RECEIVED,c37fab8f-58be-4ec7-8bf6-bfc0ebcc0102,c9582a65-d0dc-4ecb-971c-0b6e586c2856,c4,c2,27,p2,?,surb={'id': 'ba099235-b16d-49f3-a393-e28d34dd996b', 'route': ['p2', 'e9', 'i3', 'x3', 'p1', 'c4']}
1769731342.8752162,RECEIVED,3d67f41e-c270-407f-aad5-05fb36e75d5a,a48715d8-394a-4e51-b27a-45f06aab5706,c1,c2,27,p2,?,surb={'id': '277776af-8d75-4ad5-b670-9ea24cc3bf68', 'route': ['p2', 'e9', 'i11', 'x5', 'p1', 'c1']}
1769731343.0793087,SENT,a816761e-2c7b-4599-9226-6ea3c0238a64,eb51321f-91db-452f-bbda-35ab8b0e70b7,c2,c1,3364,?,p2,
1769731343.079467,CREATED,9e952b89-be8c-4013-bcdf-e9baf65d84ea,b217597e-13a7-4e59-86c9-13f80bab87d4,c2,c1,27,?,?,surb={'id': 'df04e1ff-3e3c-4126-8dbd-a80e1e6770a4', 'route': ['p1', 'e2', 'i12', 'x4', 'p2', 'c2']}
1769731343.1677625,RECEIVED,9d7723cd-f601-4229-8575-ff4cfa7b7649,3477cd86-5062-4ddb-a16f-59dee777f77f,c4,c2,26,p2,?,surb={'id': '68e8a157-a12e-420a-a8a7-2b574cf5be58', 'route': ['p2', 'e5', 'i8', 'x6', 'p1', 'c4']}
1769731343.1925578,RECEIVED,4679ccec-5143-43db-8c3f-1d94af936b4d,7f449ff3-2178-4537-b60b-5514134813cd,c4,c2,27,p2,?,surb={'id': '4b6879d0-2fc9-4842-911e-c693ac8ff964', 'route': ['p2', 'e12', 'i2', 'x4', 'p1', 'c4']}
1769731343.2475824,RECEIVED,39a6290a-9a52-42d8-b7ab-ffa05893f569,064c0898-9fd4-4b1d-bc24-519e1a2ff99c,c4,c2,27,p2,?,surb={'id': '3822fca0-781e-413c-a91f-6e57d1ebd96b', 'route': ['p2', 'e2', 'i3', 'x11', 'p1', 'c4']}
1769731343.4353766,SENT,97c2ef48-64e2-47cc-b873-62ce134f6786,78b1f230-d944-415b-b1a1-e454c2b43fce,c2,c1,3400,?,p2,
1769731343.4354515,CREATED,0fe64c37-90db-4e96-9bd5-079132937710,6091a77f-845b-4256-b936-7f87502a26ae,c2,c1,26,?,?,surb={'id': '6a53e2d3-d705-4d1f-9df0-496626034e5a', 'route': ['p1', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769731343.5053048,SENT,e764fbc7-a86f-4a96-8aba-b660aa5416f3,00f241d9-8f63-4798-a51f-eecf54b6a3b8,c2,c1,3384,?,p2,
1769731343.5053675,CREATED,0ebaccee-5cd0-4704-88be-3595e0d34de7,28da32cd-b72b-4775-8d01-98c23196eb5b,c2,c1,27,?,?,surb={'id': '8385f3ec-f8b1-41dc-8b0d-01c118039a34', 'route': ['p1', 'e5', 'i7', 'x9', 'p2', 'c2']}
1769731343.5238771,RECEIVED,85dbf2eb-bcb4-42b1-920d-7e0f87bb4f5c,dd0302b9-317a-4db5-803d-29195c1b8399,c1,c2,27,p2,?,surb={'id': 'a1e7fe6a-35fc-46b4-87bb-88b896a7ff5a', 'route': ['p2', 'e8', 'i1', 'x4', 'p1', 'c1']}
1769731343.5263908,RECEIVED,87567e5b-2c27-441b-9bda-ea8b7ab28714,51ceb002-ebf6-4c36-8869-abef7e06ef3b,c4,c2,27,p2,?,surb={'id': '4e466529-b1fa-4649-a700-d91b0a4fa63e', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769731343.6327946,RECEIVED,612f9bd7-aeb2-4b8a-977f-af98f1ba7e4d,82760d5c-b292-4b0d-af98-1d1a1d0a7b42,c1,c2,27,p2,?,surb={'id': 'e5df0f21-3446-4343-8ed2-6623c90a8d55', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769731343.7677782,RECEIVED,c00809c4-55aa-4e45-97fc-d3f1aad8700f,7fcb0dc5-df1a-453d-9da7-d696f1fe525c,c4,c2,27,p2,?,surb={'id': '1514ab65-b322-484c-86cc-6f43da05689f', 'route': ['p2', 'e1', 'i5', 'x8', 'p1', 'c4']}
1769731343.8968246,RECEIVED,3004886d-e1c8-41f9-b517-393a71617fd9,d4191b01-126e-40e4-8a20-46899bc44b90,c4,c2,27,p2,?,surb={'id': '87fbf19b-9cfc-4dc1-9502-db12d30c12fd', 'route': ['p2', 'e9', 'i7', 'x3', 'p1', 'c4']}
1769731343.9108481,RECEIVED,0b943f9f-fa43-457d-94d2-8e65a581389e,48522f4f-48d2-4f5c-8ee3-c065cd6cf52c,c4,c2,26,p2,?,surb={'id': 'c93ebc3c-2b1b-4653-b0ed-0ac76d20edcc', 'route': ['p2', 'e10', 'i8', 'x7', 'p1', 'c4']}
1769731344.152002,RECEIVED,6cd8d65d-2b45-47e1-95fe-d3dbe4646875,e6d9bbca-74f8-445c-bd8c-3dc504b15fc0,c1,c2,27,p2,?,surb={'id': 'de22c9b3-dd8c-4766-a8f0-484f4575c723', 'route': ['p2', 'e11', 'i1', 'x7', 'p1', 'c1']}
1769731344.1730204,RECEIVED,c7b3e547-f089-4037-866d-63bf3a8238a1,f1fba648-dd4a-496b-9a89-6834064fac01,c4,c2,27,p2,?,surb={'id': 'b9da9bee-31a5-405a-9c25-454c74ca3af2', 'route': ['p2', 'e2', 'i6', 'x3', 'p1', 'c4']}
1769731344.2047179,RECEIVED,f9b8c2a7-5f18-471a-b39e-acc23d6ba500,c05cd241-b74a-491a-8815-eca32f49cc64,c1,c2,26,p2,?,surb={'id': '529351ed-a441-45ac-bb14-a201959c9c86', 'route': ['p2', 'e3', 'i4', 'x10', 'p1', 'c1']}
1769731344.2183757,SENT,5e8aeb11-0c3c-4f79-b58f-1539c378490a,b74339b2-03f9-40cf-9045-0db2a0283e61,c2,c1,3359,?,p2,
1769731344.2184858,CREATED,59b2abd6-3beb-4584-a62f-12b704e63534,3cb3336d-6520-494e-946a-820f49fd7e38,c2,c1,27,?,?,surb={'id': 'db5a31c0-f56b-479b-be4e-100946d0a800', 'route': ['p1', 'e10', 'i6', 'x8', 'p2', 'c2']}
1769731344.2539325,RECEIVED,f939019d-d591-4bb8-a6d8-c53f6d7c1b6b,ea59686b-93b2-4394-b6fe-2fdcb1eefbde,c1,c2,27,p2,?,surb={'id': 'd528c932-f411-4642-ae10-507c6793bceb', 'route': ['p2', 'e6', 'i4', 'x8', 'p1', 'c1']}
1769731344.5658104,RECEIVED,035f4b87-c60d-4e1c-b6a5-2edb0e969d95,c6afaf0c-e7f5-4ce8-8b3c-5bc48c44b1c0,c1,c2,27,p2,?,surb={'id': 'e17f999c-c9fd-4627-81df-e5df8a7c5f56', 'route': ['p2', 'e7', 'i2', 'x3', 'p1', 'c1']}
1769731344.9440835,RECEIVED,82954fd5-ec49-4a1b-901c-535eeb8f8c1a,2eeaef86-e94a-4ced-a5ec-069df71c4718,c4,c2,27,p2,?,surb={'id': '25e7e9d0-d7de-441b-bf58-7a3715c94560', 'route': ['p2', 'e5', 'i3', 'x8', 'p1', 'c4']}
1769731344.9518533,RECEIVED,686d0379-5701-4eb8-8af9-e697817f36ff,af2a9c3a-afbd-4614-9a6b-6063058ab0fe,c1,c2,27,p2,?,surb={'id': '557b8a9f-f511-495d-a917-6dee8c703fa4', 'route': ['p2', 'e2', 'i6', 'x10', 'p1', 'c1']}
1769731345.2574382,SENT,c841462f-2713-4319-b4a8-13b4f2a22bdd,abc13609-264b-4809-9a71-16e657a0a881,c2,c1,3375,?,p2,
1769731345.2575872,CREATED,263047a7-56d9-4ab8-9dcf-024750d7e502,4051c646-cce2-45f0-9236-5a9e5be4b5f1,c2,c1,27,?,?,surb={'id': '75ea4100-5f8c-4534-afcf-50d8c079ba75', 'route': ['p1', 'e12', 'i1', 'x7', 'p2', 'c2']}
1769731345.3077557,RECEIVED,611955eb-2df2-41ea-8dc8-8cd7dc574183,9ec376bf-9e20-4774-b4a5-0bd495387ac6,c1,c2,26,p2,?,surb={'id': 'bd9ee38a-4825-4335-9eb5-0b5803d74525', 'route': ['p2', 'e8', 'i6', 'x10', 'p1', 'c1']}
1769731345.5733926,SENT,d743ae64-712c-4c1d-ba20-b974c83216f8,1d02ead1-6c0d-48b7-a21b-4a4f2c29c256,c2,c1,3382,?,p2,
1769731345.5735447,CREATED,2127c1a0-be42-4b0d-8069-0f396b67b604,8b377370-2c27-4788-8d56-1b96b2560ebd,c2,c1,27,?,?,surb={'id': 'a397b0ef-352b-40cb-8054-e2554944f5d4', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769731346.0208795,RECEIVED,f2c579bf-1177-4c18-b8f0-ccc5e9501d82,425cf37f-8314-465b-a4df-83b4b7b4a929,c1,c2,27,p2,?,surb={'id': '0d9c46d5-d384-4d22-86a3-a3d4b755a22a', 'route': ['p2', 'e12', 'i7', 'x1', 'p1', 'c1']}
1769731346.4612634,SENT,64f00483-e4fa-4149-995d-f4b7fa9aff10,9178734a-c46f-42b9-9d76-26163cefb768,c2,c1,3383,?,p2,
1769731346.4614391,CREATED,cf4ee2dd-4b5b-4ded-91ce-f01075d05415,375e4f29-ba0b-4fd1-8710-24c2fc2823e9,c2,c1,27,?,?,surb={'id': '30388770-529f-4653-a83b-e2862041d12a', 'route': ['p1', 'e9', 'i3', 'x9', 'p2', 'c2']}
1769731346.5349944,RECEIVED,d83557de-e4d1-4cb5-ab4b-29e45e9f595b,9dcfb5f6-7130-4f32-9897-048313c9c82e,c4,c2,26,p2,?,surb={'id': '64a7e619-62db-483d-ae48-75db9b697d2c', 'route': ['p2', 'e6', 'i8', 'x4', 'p1', 'c4']}
1769731346.6884105,SENT,74b82898-5c01-4678-b05a-3c74e13ebd0c,03857941-47f3-4c6b-a54c-6a0e1a0e36c3,c2,c1,3387,?,p2,
1769731346.6886532,CREATED,3561b488-1228-4e70-bf7e-66181e24c827,47d7292f-927d-4437-a60f-4183773a36c5,c2,c1,27,?,?,surb={'id': 'abc1892b-68df-4d04-b5b9-a26e02bbe40a', 'route': ['p1', 'e3', 'i12', 'x11', 'p2', 'c2']}
1769731346.8232095,RECEIVED,1f3ec83a-5ace-4887-84fa-80dad91174ee,d7eb3af6-d2d1-48be-91b6-3997a263b73b,c4,c2,27,p2,?,surb={'id': '2e4480b2-68d1-4c1c-8899-58fe19086217', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c4']}
1769731347.1421268,RECEIVED,c0cd84c0-8c08-49fb-8bb6-b43d5bafcdc6,fb4d5c07-fd68-40e3-8ed0-91b3329915a9,c1,c2,27,p2,?,surb={'id': '03550e81-272a-4240-91c5-8a170ecf8050', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769731347.1882021,RECEIVED,804dfab7-2605-4bc7-b382-d5c77e006e34,7ec93101-560f-4523-9684-500ab29ecc90,c4,c2,27,p2,?,surb={'id': 'e7fd30cd-eeb2-46d5-8c11-21d88068ea67', 'route': ['p2', 'e6', 'i4', 'x8', 'p1', 'c4']}
1769731347.1998174,RECEIVED,469c27fa-7b36-48f3-803b-17b4a63cabfe,88c583d0-c108-4735-9fe6-634ca4c3730a,c1,c2,27,p2,?,surb={'id': '6447d57a-b557-45ce-bacc-2853673cb0d2', 'route': ['p2', 'e10', 'i5', 'x1', 'p1', 'c1']}
1769731347.234927,SENT,d3225016-160b-46dd-9fd8-2962a991c3d1,e663acda-e4e7-4a3c-9bf0-de11e7cb82e0,c2,c1,3397,?,p2,
1769731347.2350636,CREATED,095a97fa-b343-4b3d-8836-7e220a440a80,e808a784-363e-4b77-89e1-5074f8b5586e,c2,c1,27,?,?,surb={'id': '52262f1a-dc8f-488d-9297-baf01b2c1b62', 'route': ['p1', 'e4', 'i12', 'x10', 'p2', 'c2']}
1769731347.2739105,RECEIVED,4ac09e4c-1b75-4be4-a9be-563d603aaa91,9b47c528-b686-475c-bbbf-e107673d20e1,c1,c2,26,p2,?,surb={'id': 'de162df0-ac21-4119-a555-761c1582e4eb', 'route': ['p2', 'e7', 'i5', 'x2', 'p1', 'c1']}
1769731347.576329,RECEIVED,a9b5a04d-4be2-4d09-9a1b-be2546d3c6a7,936e517f-7967-43a8-b769-b7822171ec23,c1,c2,27,p2,?,surb={'id': 'f0328822-dfba-4219-aaf8-839802b08404', 'route': ['p2', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769731347.6088405,RECEIVED,e06e37ce-a223-4471-9713-e2e6685fb7da,570a9543-7b61-4e70-8b45-562615ec5a9a,c4,c2,27,p2,?,surb={'id': '7bc7047a-cb93-4088-8318-fb3152505912', 'route': ['p2', 'e2', 'i10', 'x2', 'p1', 'c4']}
1769731347.621236,RECEIVED,a2d19bdb-8440-4f03-91e9-bf75a382e554,41b72e99-9121-42a8-9d28-441c14abd5ef,c4,c2,27,p2,?,surb={'id': '81a5ec18-49fb-48b3-a10c-9ceb476c875c', 'route': ['p2', 'e5', 'i3', 'x7', 'p1', 'c4']}
1769731347.7092505,SENT,3de21bea-e22e-4899-818f-c473616251f1,fe29e531-af8d-4d82-ae06-fff73746a5cd,c2,c1,3395,?,p2,
1769731347.7093718,CREATED,8d8cf494-50f7-4c2a-8603-1d5ae986016b,5bc483ae-af0b-45ef-82d9-7d5ac7460656,c2,c1,27,?,?,surb={'id': 'cddbadae-33a1-48fb-84cd-b3bf425b4da6', 'route': ['p1', 'e11', 'i11', 'x6', 'p2', 'c2']}
1769731347.8526099,RECEIVED,891d4b4b-d295-4e93-878e-4b51e1f8ce65,dac7bc5d-34d6-442e-bd80-f14ad94e21e7,c4,c2,27,p2,?,surb={'id': '8fa6374a-7a4e-4200-855c-b02b2b8b2bcf', 'route': ['p2', 'e4', 'i7', 'x3', 'p1', 'c4']}
1769731347.94128,SENT,fa7f25d1-52ea-4cba-a86a-554e39f22b80,9b9505e7-76d7-4973-bd60-c450f85eb779,c2,c1,3384,?,p2,
1769731347.9414196,CREATED,73b121f2-d1f6-4002-8141-b00612a20d9e,bb21801b-5c9c-42bb-9a1d-8beb103ed423,c2,c1,27,?,?,surb={'id': '6b684457-98fe-4ccb-b899-2aebafdba97d', 'route': ['p1', 'e11', 'i10', 'x4', 'p2', 'c2']}
1769731348.0585852,RECEIVED,37fe352b-cee8-4d31-9f7c-6189a7275fec,8cbab41c-586f-4d9c-ac87-b88d1a73627e,c4,c2,27,p2,?,surb={'id': 'cf51727a-9035-43d9-b13d-2ba5cadf2854', 'route': ['p2', 'e8', 'i5', 'x12', 'p1', 'c4']}
1769731348.1584344,SENT,c6c1409c-501a-4058-8d13-d7e8226dce07,f76a3567-1b56-439f-ab7f-a517ddc51ff6,c2,c1,3391,?,p2,
1769731348.15856,CREATED,3972158c-fa4f-40d7-94d8-c8011c0e7640,800d20db-0aa9-4793-b1fd-c87effeb715e,c2,c1,27,?,?,surb={'id': 'af9ce26b-d03c-42b0-8869-d9016df8bd92', 'route': ['p1', 'e12', 'i9', 'x7', 'p2', 'c2']}
1769731348.4726267,RECEIVED,8bad0241-b791-4083-bedf-a192b53d4f2f,81647513-6e9d-43b0-a6ed-e6c8acb94fcd,c4,c2,27,p2,?,surb={'id': '76afb301-8e85-4efa-bebc-0828c82a0a16', 'route': ['p2', 'e4', 'i10', 'x3', 'p1', 'c4']}
1769731348.741516,RECEIVED,b37e4818-d389-4e46-a28a-e255daa495f6,0e3eb7cf-05f3-4188-8e95-ba932c7ec276,c4,c2,27,p2,?,surb={'id': 'a97e3c4e-c933-46b5-b717-bf1cac759355', 'route': ['p2', 'e1', 'i9', 'x6', 'p1', 'c4']}
1769731348.8119576,SENT,bf6d12d1-0cb9-446b-bff9-59cb725948f4,1727d4c0-c0db-451d-9ff4-76d0433fd835,c2,c1,3414,?,p2,
1769731348.8120074,CREATED,2450a669-6717-4f73-aba0-89f2401025bc,927b87ef-d0cd-4789-b352-e00ee7fbde64,c2,c1,27,?,?,surb={'id': '1bc26b43-5c31-4bf2-a660-b9de2ba6ab7b', 'route': ['p1', 'e12', 'i2', 'x12', 'p2', 'c2']}
1769731348.8841095,RECEIVED,e0966cad-f4f4-49b8-8965-9176605ebae1,3510b21b-f3e5-42ac-8e68-f4c6da68e6ae,c1,c2,27,p2,?,surb={'id': 'a9099819-49ef-475a-9094-846154325656', 'route': ['p2', 'e1', 'i3', 'x5', 'p1', 'c1']}
1769731348.9241292,SENT,1b7e5359-da68-4e47-a4e9-3283a828ab52,5f484b28-5416-40ad-9c96-ce25b5b0d330,c2,c1,3396,?,p2,
1769731348.9242635,CREATED,4a5ed556-4054-4f22-bfaf-53aed8d7a2db,ba6548bf-d48c-43b9-b66e-8ebf47c78ad5,c2,c1,26,?,?,surb={'id': 'a64102c8-eb24-4114-a6b3-e54b32347ed8', 'route': ['p1', 'e10', 'i11', 'x3', 'p2', 'c2']}
1769731348.9628522,RECEIVED,8ec31580-2680-4e0b-a7c8-55d98fa6448f,9d6fad9d-a664-4170-a0d3-57408bd19a68,c4,c2,26,p2,?,surb={'id': '1b4d06db-bc06-4147-ab10-f534d9e74a3b', 'route': ['p2', 'e7', 'i3', 'x2', 'p1', 'c4']}
1769731349.103034,SENT,8fe7393f-223e-457d-a0d8-fe03c6ee752b,5f9624e7-88ae-4410-948d-6862e1959d36,c2,c1,3387,?,p2,
1769731349.103148,CREATED,74b3bcd5-bb0d-46ec-a40b-5a0965efc7ca,ffefacbf-943b-4228-88f2-5e4f9da9c47e,c2,c1,25,?,?,surb={'id': 'ee9d8f72-8abc-44e8-be11-56c0315f51a6', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c2']}
1769731349.1121223,RECEIVED,5d2768ce-03d1-43e6-bf97-6ab53d5263ab,35c12472-746e-45f3-a2df-5cd0990551b1,c1,c2,27,p2,?,surb={'id': 'bc78a882-c172-4c87-a896-1109fd7c58ec', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c1']}
1769731349.131556,SENT,a166790b-9400-433d-b78a-818ea2966937,0421f533-fdf6-40c5-8a93-c1ea02429f47,c2,c1,3399,?,p2,
1769731349.1316173,CREATED,d7fc4737-fc86-40d5-ad04-d4f67f66f372,ee4cc8f4-5d63-4809-8f35-95a3f3829086,c2,c1,27,?,?,surb={'id': 'fa669464-21b1-4c6b-92e8-38b46648410b', 'route': ['p1', 'e11', 'i6', 'x8', 'p2', 'c2']}
1769731349.350889,RECEIVED,e89258f0-c002-4fb6-bd22-8ae70212d26c,d37b49c5-423c-40bd-8333-c3a0b7eac65f,c1,c2,27,p2,?,surb={'id': '9c7c8896-2761-401f-8187-2a7caebb739d', 'route': ['p2', 'e7', 'i7', 'x8', 'p1', 'c1']}
1769731349.3914323,SENT,7da0b3c9-086f-4b11-ac47-a8cc74b66372,d3e8e762-4f7c-49f5-9158-34824be9d315,c2,c1,3400,?,p2,
1769731349.3915112,CREATED,f15d8a47-6d56-44cf-b2fa-7ebab298a08b,5c09922f-bd7b-4cb0-9d39-3d132be3e847,c2,c1,27,?,?,surb={'id': '75fcdaac-ef11-4e1d-961d-e2ed5d48accd', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769731349.5648077,RECEIVED,be06ec18-b784-45c7-abbd-9ad583a5343c,131982c7-db3a-4455-975e-2dfc5e2114d4,c4,c2,26,p2,?,surb={'id': 'eb5b4101-3843-40f5-8bc8-a2881d5b15e7', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c4']}
1769731349.6408083,SENT,c53987f7-1c1f-478e-a5cd-bc19a5efd71d,015406a9-d120-4906-8834-944c5df62fc5,c2,c1,3380,?,p2,
1769731349.6409254,CREATED,8cf7ea6f-c51d-44db-a9a2-25a14f02b726,ae8799c7-c68a-44f0-a135-f74c54f7e9b8,c2,c1,27,?,?,surb={'id': 'e91b7b50-4720-4839-ab8e-5e4d5abe6d88', 'route': ['p1', 'e6', 'i10', 'x7', 'p2', 'c2']}
1769731349.7660878,SENT,ed109653-b6b3-4f18-a7a7-5dc4480a0b5d,e3637dc4-de3a-45b6-a039-068ab0f9dfc0,c2,c1,3391,?,p2,
1769731349.7662082,CREATED,84dedec8-56c6-468a-897a-48fafbc9bf07,911ca1b4-0181-45bc-9ace-57f71484aa2a,c2,c1,27,?,?,surb={'id': 'a3d24926-8f5a-41dd-829e-60e68050d473', 'route': ['p1', 'e5', 'i7', 'x11', 'p2', 'c2']}
1769731350.0393794,SENT,50457d61-0e22-40b9-a3d9-97e43c222ce9,356eb9e4-75ee-496b-b93e-11b37dcc4050,c2,c1,3389,?,p2,
1769731350.0395348,CREATED,c64b232d-f5c7-4049-9e23-ae8275bbe351,f5d8e7b2-4963-4b6f-9f68-02b0d59cd4ac,c2,c1,27,?,?,surb={'id': 'd090394a-da01-4330-afef-d49cb6088cc8', 'route': ['p1', 'e12', 'i9', 'x6', 'p2', 'c2']}
1769731350.0581388,RECEIVED,fbcbb3bd-e28a-4f84-b6bc-6da59128e78d,cf99002c-4912-4fb4-b9af-a778dd37b5d4,c1,c2,27,p2,?,surb={'id': '4aa21047-bb1e-42d6-948e-8f51b5cbdec8', 'route': ['p2', 'e10', 'i10', 'x3', 'p1', 'c1']}
1769731350.1095006,SENT,30c3060d-f5a5-4b21-b11b-377c95c9eb36,a4e116f4-04ca-42a5-a0a8-d353a42d836b,c2,c1,3362,?,p2,
1769731350.1096146,CREATED,5b6576f7-d5b5-45b5-af5d-6330528cd45c,8fa352ad-79e1-41f1-b164-3034e1b458bf,c2,c1,27,?,?,surb={'id': 'b5394706-d403-4e26-a766-38b573630e87', 'route': ['p1', 'e2', 'i4', 'x4', 'p2', 'c2']}
1769731350.167448,SENT,c4ff6a35-d8d7-4e4f-baa6-a97b3e995656,57d33d66-8e07-49d2-822c-f48f05420155,c2,c1,3379,?,p2,
1769731350.1675801,CREATED,c0ac2213-903f-49f5-aeae-aabac57fda1f,b38f4030-87d4-42bb-909a-55ca23c09731,c2,c1,27,?,?,surb={'id': 'a52ebbe3-f923-4750-84d8-670ed5bf1458', 'route': ['p1', 'e1', 'i4', 'x2', 'p2', 'c2']}
1769731350.2306235,RECEIVED,b5f832aa-fb84-4d40-9001-4f6deb4dd136,99a2276c-e48a-4d14-a888-033bfdb01a6d,c1,c2,27,p2,?,surb={'id': 'fbc35f1d-b62e-4f19-af83-89faa6ff965d', 'route': ['p2', 'e8', 'i7', 'x9', 'p1', 'c1']}
1769731350.5001125,SENT,c96e7343-17c0-4b8e-b9c8-6ae7b5d4d2a9,3573f556-9e8f-4689-900c-fcd4a9ee1044,c2,c1,3382,?,p2,
1769731350.5001948,CREATED,26b001ec-f7d3-4437-9982-e5f88576b700,943f82b7-a46a-4125-b7ef-59f34f5f5216,c2,c1,27,?,?,surb={'id': '59cde52b-3e16-42dc-ae98-6ef7f922d4ae', 'route': ['p1', 'e11', 'i5', 'x1', 'p2', 'c2']}
1769731350.520871,SENT,a22b163e-c95f-4edb-912f-54a39dffcd24,cb5f48ca-a367-4227-9488-e9d2ebf0d8db,c2,c1,3399,?,p2,
1769731350.5209424,CREATED,12d51d81-1458-4859-b2f5-7e0c5325ee38,35f1cf35-6195-4873-9cb1-075e4cb96da4,c2,c1,27,?,?,surb={'id': '9cfd7eee-606d-45eb-96a0-537cef6ecb8f', 'route': ['p1', 'e6', 'i11', 'x9', 'p2', 'c2']}
1769731350.6155775,RECEIVED,c1aec2d0-7691-4ef7-9200-654e4677eb26,800ad3d4-bd30-450e-8041-9b553e26c045,c1,c2,26,p2,?,surb={'id': '1597b5b9-740c-4ef6-b1d3-79d39b11526e', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c1']}
1769731350.7847905,RECEIVED,e8b1def5-1905-4aac-b804-8cedd3281acb,97b64bc2-976d-4c28-be64-d4f454d45181,c1,c2,27,p2,?,surb={'id': '2c64bfc4-3c37-481a-b9ee-1f9415ef248e', 'route': ['p2', 'e9', 'i10', 'x2', 'p1', 'c1']}
1769731350.9567466,SENT,58568da3-73b0-4d20-83ba-50b3135849ab,7370994b-a9aa-42c2-a388-3681a213b4dc,c2,c1,3376,?,p2,
1769731350.9568331,CREATED,0348da84-f7ea-4838-a71f-b4f68a662879,f354132e-5007-4e93-8659-8c942f64cc08,c2,c1,27,?,?,surb={'id': 'e0c2cd51-a67f-4401-a959-f110724335ec', 'route': ['p1', 'e5', 'i1', 'x6', 'p2', 'c2']}
1769731351.0667994,RECEIVED,ac7a30a1-407d-4b57-bb48-e34a199535ba,1be3dc84-f865-44ed-b783-a7976dacd104,c1,c2,27,p2,?,surb={'id': 'a7b5288b-4d6c-444e-9ac4-39e377be0f42', 'route': ['p2', 'e12', 'i10', 'x5', 'p1', 'c1']}
1769731351.1587577,SENT,2493e51c-a60b-4798-a991-ee9bdd37a705,de1506b4-7a5f-485b-921b-21b4dad79cb7,c2,c1,3360,?,p2,
1769731351.15889,CREATED,4e8b753f-5bac-46a1-b75c-4c111f9ffdf7,8d83721d-2077-49ba-87ed-6553779aed04,c2,c1,27,?,?,surb={'id': 'a99c761e-2ad6-479c-a4d3-b8304b9c8d03', 'route': ['p1', 'e2', 'i9', 'x1', 'p2', 'c2']}
1769731351.1865857,SENT,f0e6f6c4-7a86-4df6-a855-390d1f0c3e8e,d3ab1df3-c69a-45ea-b8fb-ed414ee27b85,c2,c1,3359,?,p2,
1769731351.186718,CREATED,0abbc0f6-693f-4dfb-a253-f8c5af028596,ca67eaef-4410-4690-a8e1-c211fb4a46d7,c2,c1,26,?,?,surb={'id': 'dea693b5-01da-40c5-b0db-b8d341c21e41', 'route': ['p1', 'e4', 'i7', 'x4', 'p2', 'c2']}
1769731351.33653,RECEIVED,098f9706-8014-4c87-94fa-10c298f62e06,4963bddf-ea79-4fdd-a437-d2772479d4ba,c4,c2,27,p2,?,surb={'id': 'ab0a55f3-0d0a-459e-bb72-6667376b91cc', 'route': ['p2', 'e3', 'i5', 'x12', 'p1', 'c4']}
1769731351.5093415,SENT,a9d93148-75e3-4207-872d-7536b91ec146,72102792-be36-427f-923b-c631b47374e7,c2,c1,3380,?,p2,
