timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769731795.0673528,CREATED,7594666c-11a0-4fd2-a9e2-74fb06a2c437,63396a45-eda7-44b9-a891-e750976ee6a7,c2,c1,27,?,?,surb={'id': '7a656284-e686-4add-9dbd-ee9b7d81f1ad', 'route': ['p1', 'e6', 'i3', 'x10', 'p2', 'c2']}
1769731795.1931522,RECEIVED,8b10ecfa-611f-45ee-975d-19974d3c2336,3a3862c3-c4d1-4340-ad63-62b7cff1f5df,c4,c2,27,p2,?,surb={'id': '8aa43f11-b066-47ed-a13d-90254750832c', 'route': ['p2', 'e11', 'i12', 'x10', 'p1', 'c4']}
1769731795.3375597,RECEIVED,20a6e3d5-8b92-482f-b292-ec3e0e6b8414,c2fad9c6-7dec-4886-a6b5-7289eef5c17f,c1,c2,26,p2,?,surb={'id': 'ff4c731b-adfe-471b-a365-1d5193a618c5', 'route': ['p2', 'e7', 'i12', 'x9', 'p1', 'c1']}
1769731795.362379,SENT,f081c7f0-50c7-47ec-b94c-c3cc2a1a2690,d2d23250-6e2b-4336-b436-33ea475c52e6,c2,c1,3383,?,p2,
1769731795.362526,CREATED,8c3a37a9-1f96-4d7f-9908-27c35ff596a8,7152cd77-07af-4e3d-954b-91cb9e7679ec,c2,c1,27,?,?,surb={'id': '18235d8a-5e86-423a-ba7c-a13f6c8c43ad', 'route': ['p1', 'e3', 'i10', 'x1', 'p2', 'c2']}
1769731795.3855908,RECEIVED,27aa3e5e-3287-4fd6-8ed7-8c9c2dfd74e7,cf4390d3-a2be-4ddb-9c10-d5c0c3fece94,c1,c2,26,p2,?,surb={'id': '1fe1c80c-a5c5-4a9e-a3bf-82436642d332', 'route': ['p2', 'e3', 'i9', 'x2', 'p1', 'c1']}
1769731795.390861,RECEIVED,db46b71f-bfc4-4400-bdd2-c9d8e1029f8a,50d1a11a-2e86-4269-a17d-8736ea89d948,c1,c2,27,p2,?,surb={'id': '90686a28-41f9-46e6-99ef-a35fc157529b', 'route': ['p2', 'e6', 'i5', 'x4', 'p1', 'c1']}
1769731795.515563,SENT,fdfde8cf-1a9d-4635-9e4d-3f858e6ec363,f54c9e1b-0dd7-4a8a-b78d-0cad9cb0a20d,c2,c1,3360,?,p2,
1769731795.516017,CREATED,d3995190-cd90-4f2f-9709-d478e56adec9,c2832a45-75ac-4334-85ca-01383c849ac7,c2,c1,27,?,?,surb={'id': '4d75a28c-1c2d-4add-92f5-8da3363e2b17', 'route': ['p1', 'e7', 'i4', 'x10', 'p2', 'c2']}
1769731795.6370928,SENT,d6c73aec-95a1-4935-9a6a-063f59fe741b,bb73e43a-364e-4739-93da-b572e68ad5d7,c2,c1,3399,?,p2,
1769731795.6372182,CREATED,c420c0f2-1e52-4f89-9773-2bdf5de71496,416edd37-3415-4e37-8b70-96c7e30f3ec8,c2,c1,27,?,?,surb={'id': '4940f2f5-0e5d-4c73-81da-1e6fd1f22842', 'route': ['p1', 'e11', 'i3', 'x5', 'p2', 'c2']}
1769731795.64399,SENT,3c818a20-31b7-463f-bfdb-d48c16526c77,999c6cbd-328c-4c40-88f6-82e97133fc7b,c2,c1,3383,?,p2,
1769731795.644112,CREATED,45a922ef-6047-415c-a0f9-21e26572564a,08b09e3a-4def-4438-b599-aa7b04826969,c2,c1,27,?,?,surb={'id': '4a078cad-8a60-45d6-b4fc-bc9b81eb034b', 'route': ['p1', 'e9', 'i4', 'x1', 'p2', 'c2']}
1769731795.6963832,RECEIVED,2b627e7d-0bf1-4355-aa62-4fdc55c0838b,966d8168-1cfe-4b42-b97a-727f2dcb5274,c1,c2,27,p2,?,surb={'id': '20e41bcd-4ca8-4625-b311-2793e36acbc0', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c1']}
1769731795.721633,RECEIVED,3008d51d-68e6-48a3-9e07-e2c677731b3c,abf7244e-9c78-48a0-85c2-52d88015c19f,c1,c2,27,p2,?,surb={'id': '0a94eec8-20e4-49f9-8403-55af7a9f751e', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769731795.8707426,RECEIVED,79bf0b7e-87c7-48d5-94ce-3bc278e54c55,1d482b75-3711-4305-9061-818a19d8cee7,c4,c2,26,p2,?,surb={'id': 'f72e3bcf-7a8d-4474-808f-8013d31fca96', 'route': ['p2', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769731795.9813626,RECEIVED,d32cf3dc-60f0-4605-87c3-ddd0c5d9494b,d10ac847-955c-4212-af8d-ec3c445598d2,c1,c2,27,p2,?,surb={'id': '4a29e669-8a1b-4873-9231-105d7740e325', 'route': ['p2', 'e6', 'i7', 'x4', 'p1', 'c1']}
1769731796.2525818,SENT,93eda393-cf1d-4a47-96d7-003b70247846,5f898c3c-8f21-4e83-85b9-f5ff2f614842,c2,c1,3384,?,p2,
1769731796.2527163,CREATED,d5219b4f-7c66-4e7c-8453-3ead6e72a358,3ed87a4f-2493-4b07-84ad-ab6568f7fe95,c2,c1,27,?,?,surb={'id': '158cc3ec-e10b-4a01-9391-1b379e8fe982', 'route': ['p1', 'e10', 'i1', 'x2', 'p2', 'c2']}
1769731796.2840657,RECEIVED,a59a4e1f-1ba6-4057-b2cd-1ba55e679f57,a67a0fc8-ff52-4472-ad5c-5164397b490e,c1,c2,27,p2,?,surb={'id': 'c2cf8b07-2d2d-45f3-90de-c746bb1a8666', 'route': ['p2', 'e8', 'i11', 'x8', 'p1', 'c1']}
1769731796.362513,RECEIVED,075624f8-6b12-4649-ad6c-f6a67ade31ee,985d3bbf-b7bd-4b04-9153-7ee49f07a07f,c4,c2,27,p2,?,surb={'id': '7102a8ab-c42c-496d-9568-16a8eec4ec7f', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c4']}
1769731796.4886038,RECEIVED,9f37b6dd-50d8-4722-a071-bd6f56c46d47,d30d7105-cae9-42e6-bded-6f989f234028,c1,c2,27,p2,?,surb={'id': 'f201c49c-57d0-4ce3-97c2-6f1d05eb9b10', 'route': ['p2', 'e11', 'i8', 'x6', 'p1', 'c1']}
1769731796.4974227,SENT,d30d5a3d-f228-465c-a69a-967ffff5ec5b,66fa92dc-750a-443d-af51-16c37342d80f,c2,c1,3375,?,p2,
1769731796.4975083,CREATED,13d2a4f9-4321-4526-a647-afc3651f65bd,e94f036a-08c7-48dc-b81a-10f82b990aa2,c2,c1,27,?,?,surb={'id': '67b7290c-c603-42da-b14e-2b8175300d5a', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c2']}
1769731796.676404,SENT,941f4dde-6206-495d-aed9-7d6d8ad25d33,e113df48-19de-4bcb-83d5-5cf08bddc4c9,c2,c1,3376,?,p2,
1769731796.6764784,CREATED,854375b6-e0cd-4a6e-b008-aafdc3e3bff2,f12cf8bf-bb89-4679-b731-d729c153a09b,c2,c1,26,?,?,surb={'id': 'cd3e7707-3dd0-478a-9ad4-d15535ca127d', 'route': ['p1', 'e12', 'i3', 'x4', 'p2', 'c2']}
1769731796.7838767,RECEIVED,6d4d9756-23c6-4cb1-b69b-96f8163c4493,88e757c4-4009-44f5-b43d-25d5fd21a100,c4,c2,27,p2,?,surb={'id': 'e083d48c-3cd3-470a-8ddd-c678713973a5', 'route': ['p2', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769731796.942227,RECEIVED,add47790-29c4-4163-9814-c90eed1481ff,6a1a9146-22b2-4ed3-a7ba-bd5daa6d24d1,c1,c2,26,p2,?,surb={'id': 'a4b54853-c1ab-4b36-a230-de39e7b1cccc', 'route': ['p2', 'e1', 'i7', 'x5', 'p1', 'c1']}
1769731796.9467633,RECEIVED,5a177b04-4eb0-4442-8573-3c3268653907,e52cd442-fcd6-408a-8576-64cdf903360a,c4,c2,27,p2,?,surb={'id': '591f1703-0fdd-40c4-a45e-9b70e667c05c', 'route': ['p2', 'e5', 'i9', 'x7', 'p1', 'c4']}
1769731797.0857732,SENT,44563641-2140-4c42-8df6-1ae15ed10dd2,34a2d3da-c1b3-4ce9-9339-c6d243e2e8fb,c2,c1,3377,?,p2,
1769731797.0859218,CREATED,e90fd9ba-abbb-45b0-b106-3d2ef40f8c44,6532d7fb-e451-4ea9-be3c-edfb6addda92,c2,c1,27,?,?,surb={'id': 'ef78a3f2-2a62-4a28-adbb-fbb93a6c825c', 'route': ['p1', 'e9', 'i7', 'x9', 'p2', 'c2']}
1769731797.2078707,SENT,fba51af5-534d-4a61-978b-00f7f9d41899,596a94e4-669e-4196-8131-0a5dc53e1b80,c2,c1,3383,?,p2,
1769731797.2082338,CREATED,87a704ad-76be-4dea-b91c-7d4b5c0a5198,c8dacf66-76f9-4f43-8fcd-1a95f7afc41f,c2,c1,26,?,?,surb={'id': '811b59cf-df36-43c1-9ab8-01bd6d49fe8c', 'route': ['p1', 'e12', 'i4', 'x11', 'p2', 'c2']}
1769731797.4269176,SENT,210b18b9-51c0-454a-9518-858b3314c3f5,763e4911-209a-42f9-8fb3-a4771afcea5d,c2,c1,3375,?,p2,
1769731797.4270594,CREATED,619ed04c-c702-4377-9dcc-d7c49d1ddae6,eda67329-a4a9-4c10-947d-ca77c871344d,c2,c1,27,?,?,surb={'id': 'a44eede9-c108-48b2-b5de-e1ffbfaf2a38', 'route': ['p1', 'e11', 'i6', 'x3', 'p2', 'c2']}
1769731797.606552,RECEIVED,494777ef-2aa2-4dec-bd0a-e4cf6477c7b9,681f6caa-83b1-48b6-a9fe-9c54f62170da,c4,c2,27,p2,?,surb={'id': 'c75cde52-a202-4440-a9f0-d0963c9e63af', 'route': ['p2', 'e6', 'i10', 'x1', 'p1', 'c4']}
1769731797.7308605,SENT,0251602d-6dac-470f-86ba-141a90f0af5d,8099fa9c-06aa-43ba-93f7-c5f0742989c7,c2,c1,3371,?,p2,
1769731797.7309813,CREATED,c520aad2-0633-4a77-bec3-fe92e70788a3,8c3ae660-782f-4f2c-8553-7cca19d401ef,c2,c1,27,?,?,surb={'id': 'c2747914-0ce0-4fb3-82a9-ec9d95d13805', 'route': ['p1', 'e9', 'i1', 'x4', 'p2', 'c2']}
1769731797.8426275,RECEIVED,6998690e-caa1-41a2-a19d-5a3a08a69cff,b4221961-bf5b-4354-b66a-d20ea0361c59,c1,c2,27,p2,?,surb={'id': 'cbad0ee1-9fde-4b5c-a30e-b8a1c2e7c262', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769731797.863156,SENT,baa82e36-ecde-4048-aad5-53fe89fd1f56,7a737d71-27b1-4856-bc05-df466aa1cdb7,c2,c1,3375,?,p2,
1769731797.8633068,CREATED,09fd725f-3c1f-4e2e-a494-40dadd9350b3,8cc3bff6-beb2-457d-95a2-c6b1a4cf291d,c2,c1,27,?,?,surb={'id': '969ca44f-3a25-423d-b863-c746384e109d', 'route': ['p1', 'e6', 'i5', 'x2', 'p2', 'c2']}
1769731798.095138,SENT,2de07b7b-6eb0-456c-904b-60db5a065047,35da93ce-c4a3-4636-b70e-1788f33ead80,c2,c1,3372,?,p2,
1769731798.0952713,CREATED,91ba7016-4482-458b-b925-0c199b1d7acc,97ae7559-d266-420c-af18-88108c097d3d,c2,c1,27,?,?,surb={'id': 'a64f51b8-9244-4522-ada8-2d185c165801', 'route': ['p1', 'e1', 'i9', 'x6', 'p2', 'c2']}
1769731798.212143,RECEIVED,f7f6917d-eecd-4816-a5fd-bc1212dcef69,fab22ee3-4b95-4ed3-9e52-6db5e5f27657,c1,c2,27,p2,?,surb={'id': '28a52792-6d0b-4ea9-8393-03dbf5b36854', 'route': ['p2', 'e3', 'i5', 'x12', 'p1', 'c1']}
1769731798.2850947,RECEIVED,7da8bfb3-1249-4720-9657-16ccd47dc16c,a16d966d-68c0-4c7a-8e25-f91ae9b3b846,c1,c2,27,p2,?,surb={'id': '70cc3bfc-cca3-4783-b933-70adc374443a', 'route': ['p2', 'e5', 'i10', 'x12', 'p1', 'c1']}
1769731798.4579365,RECEIVED,2ad6fb11-8e6d-4383-971e-fe66208c53d9,b322472a-f263-41ac-aab7-33fc948fb8dc,c4,c2,26,p2,?,surb={'id': 'ebc02a63-e02c-463e-a7e1-37e744c37a8d', 'route': ['p2', 'e12', 'i5', 'x5', 'p1', 'c4']}
1769731798.4851718,RECEIVED,7605d999-5da5-4fa0-a11f-f7b157838e82,207d3f8b-c571-4d4b-a609-1a6872bab344,c1,c2,26,p2,?,surb={'id': 'eb545176-a4dd-4512-add9-a7fba342184b', 'route': ['p2', 'e11', 'i7', 'x12', 'p1', 'c1']}
1769731798.5261056,SENT,a029fdd3-7ec9-448c-9b7b-00ab08d06a4d,881eeb75-60b2-434f-a3d5-6b8d77a96058,c2,c1,3360,?,p2,
1769731798.5261927,CREATED,0d7f902f-9045-4946-b73a-67f3f41b2a09,77c7dda3-014e-4f1a-83e5-f9c3c9c38b10,c2,c1,27,?,?,surb={'id': '29335440-7a2b-4c49-a017-6ad7bada3a48', 'route': ['p1', 'e1', 'i12', 'x6', 'p2', 'c2']}
1769731798.560669,RECEIVED,eb929ed1-74c2-449d-ad51-c582eb6cf09e,73104de4-19fd-4c60-b404-d80e0e4965ad,c4,c2,26,p2,?,surb={'id': '919a01c8-63bd-4362-a96e-71b8ae042460', 'route': ['p2', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769731798.6632373,RECEIVED,ddce6d12-e81a-4b88-b450-e1b1f9dbe978,d410e18e-920f-4747-95ad-fb1827489961,c4,c2,27,p2,?,surb={'id': '52b169e6-5acd-4e8f-8a74-e4dec982f198', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c4']}
1769731798.6713762,RECEIVED,c410fb1d-009f-4593-a948-75759d7ecb38,04ec3e60-df5f-4579-8baf-d7feb3e210e3,c1,c2,27,p2,?,surb={'id': '03c63515-c8b3-40d4-82ea-e26b119d1e90', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c1']}
1769731798.7954788,SENT,9a433ef0-f86c-47f7-84c7-def2c4562adc,fe9fa718-32c7-431a-a128-458f69b4456f,c2,c1,3391,?,p2,
1769731798.7956939,CREATED,d83c5b2b-ad72-4029-900e-7787a7c457a1,7d954746-04fb-4d01-b2fb-38a048d14c14,c2,c1,27,?,?,surb={'id': '4263621f-5ff3-4811-ab6a-32385653572e', 'route': ['p1', 'e12', 'i9', 'x10', 'p2', 'c2']}
1769731799.0498748,SENT,9fba24ae-c911-4833-b249-ebd05b1ae218,627d85a8-b2fc-47cc-868c-e0a656fa15cb,c2,c1,3375,?,p2,
1769731799.0499825,CREATED,a7802f21-ebd7-4b55-9fb4-1feffd2a1937,efc92b50-67ca-45fe-a9e5-9669ea6cfd5d,c2,c1,27,?,?,surb={'id': '671478ca-a190-4158-af16-6b14d28856cd', 'route': ['p1', 'e1', 'i2', 'x2', 'p2', 'c2']}
1769731799.125775,SENT,7b9a6bd2-94bf-4b91-b325-09e0676b690a,b6d38d82-15b5-4f91-b4ba-185271d6331f,c2,c1,3383,?,p2,
1769731799.1258972,CREATED,0a37e060-d376-43b8-8b10-292ade965b5e,cf5d1af5-f173-4d88-ba9d-216730b98f2d,c2,c1,27,?,?,surb={'id': '971f6813-3511-4a81-9c0e-fda1e9e459ba', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c2']}
1769731799.182349,RECEIVED,f88c5fa9-68eb-4de0-8294-940b6f1f4451,4b8f9364-1d4b-4c21-ad2a-5afd97b4de25,c4,c2,27,p2,?,surb={'id': 'f2a34026-7a14-4755-9306-54c1c26e2f21', 'route': ['p2', 'e2', 'i8', 'x10', 'p1', 'c4']}
1769731799.1933243,RECEIVED,f15fe767-ff98-420e-82a2-118446557b47,7a826c38-895e-4727-bfcb-0bfdb143f395,c1,c2,27,p2,?,surb={'id': '3c10b419-08ea-4d57-96df-694b56df4bf5', 'route': ['p2', 'e11', 'i5', 'x5', 'p1', 'c1']}
1769731799.2332053,RECEIVED,e5ae3a9f-ec1c-408c-b658-cd2dd71befd5,03308715-4145-416c-acc0-20dc0a921281,c1,c2,27,p2,?,surb={'id': 'a98e3b6d-abe0-4d5d-92ba-89297631d076', 'route': ['p2', 'e7', 'i4', 'x11', 'p1', 'c1']}
1769731799.262499,SENT,58223c36-a3a2-4e6c-9462-dee6c78c8c70,86eb695f-ae30-474d-a496-40e1ec30d49c,c2,c1,3360,?,p2,
1769731799.2625804,CREATED,a4b79a4f-ff32-489c-a2f6-1f24e1b9f658,8826559c-1cf9-4fba-aa49-54053fe2f993,c2,c1,26,?,?,surb={'id': '2feb48ee-6572-47ee-9fd0-dfeefbeb93f3', 'route': ['p1', 'e6', 'i6', 'x6', 'p2', 'c2']}
1769731799.660953,RECEIVED,7b150315-0aa8-4298-862b-04e92fa30e83,50a88b8f-daa6-42fb-89f2-ef1d275e05cc,c4,c2,26,p2,?,surb={'id': 'fd0439ae-ba9b-4dde-925a-378a2a874e78', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769731799.6738522,RECEIVED,b8dc9827-2d5f-482d-8059-96c7283c319a,6026a853-11e1-4453-baa5-37c4d8e1f523,c1,c2,27,p2,?,surb={'id': '319eb900-4073-44dd-8384-0f838f9d38b6', 'route': ['p2', 'e1', 'i6', 'x3', 'p1', 'c1']}
1769731799.7099679,RECEIVED,d0c29383-f3d9-4fd7-b7fd-8a78b4984611,2f8504ee-cd81-4762-a6a2-5b869cc5a375,c4,c2,26,p2,?,surb={'id': '72a37425-6943-4205-922d-31930c424981', 'route': ['p2', 'e11', 'i3', 'x5', 'p1', 'c4']}
1769731799.8236747,RECEIVED,eab7a8d1-b54b-46c2-b3bc-e916fa0fe9e0,128d3238-8370-413e-a9a7-d46fc4ccdc0b,c4,c2,26,p2,?,surb={'id': 'bfcb0360-125e-42c0-b8eb-1a3f0ede8787', 'route': ['p2', 'e9', 'i3', 'x1', 'p1', 'c4']}
1769731799.8603866,SENT,416ba2a2-c015-4dec-97e2-35ba75299f83,de5b31d2-dd35-4eef-8ecd-f32a59c40bdf,c2,c1,3383,?,p2,
1769731799.86052,CREATED,cf6bec11-d64b-4372-b238-379f57010436,7e441ca9-9095-49b2-8752-9fd422491c21,c2,c1,27,?,?,surb={'id': '863a11e7-26d8-4297-a4dc-ad65f96ebb49', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c2']}
1769731800.1662343,SENT,36219f39-2e1c-4468-99db-9456645fadfa,7489a034-9301-46d2-9639-db0afa75d55a,c2,c1,3375,?,p2,
1769731800.1662803,CREATED,6621a201-e15a-4c5b-bd3d-afe2eb9523ff,484e6989-db01-4e14-9d6d-af7ab048b3cc,c2,c1,27,?,?,surb={'id': '4e0217f1-f21b-4246-8b8f-bc3407e1d405', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769731800.2688031,SENT,07c7c879-c508-4a64-91f5-ce428976b6d4,e2e052c0-338e-4ccf-bc75-e59d56923727,c2,c1,3364,?,p2,
1769731800.268865,CREATED,16faab0a-c3f2-42ad-94f9-5cdbdfec92b1,19b21013-8c6a-4f87-9e73-b3028d65f2e1,c2,c1,27,?,?,surb={'id': '7022828b-c316-4415-a845-0826515e2719', 'route': ['p1', 'e7', 'i2', 'x8', 'p2', 'c2']}
1769731800.455223,RECEIVED,7f410521-59d1-43e7-8739-b22b423c11ce,487faa4a-e0cd-47e7-b943-9633fb493db9,c1,c2,27,p2,?,surb={'id': '420948a8-8e55-45c7-9002-7f46b8a51944', 'route': ['p2', 'e4', 'i11', 'x9', 'p1', 'c1']}
1769731800.72371,SENT,a7eb69d6-95d3-44eb-af12-839ee50e3c8b,116b19cc-ed9a-4561-8cdc-568de0b28677,c2,c1,3369,?,p2,
1769731800.7237835,CREATED,477262ff-9941-4314-bab9-9c61658d4151,d923e251-2524-45c2-9408-e500fe0a9bd9,c2,c1,26,?,?,surb={'id': 'e2cb1d7c-9e62-4984-bb71-6d364b7ee5c5', 'route': ['p1', 'e11', 'i7', 'x12', 'p2', 'c2']}
1769731800.7945552,RECEIVED,90d6d63f-11d4-428b-94e1-722ae5223e93,3154f988-edaa-4036-bbe9-23838b7967cb,c4,c2,27,p2,?,surb={'id': '9a4a46d4-a0e7-40ad-b4ad-f1d2141816eb', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c4']}
1769731800.865177,RECEIVED,4f54a2ee-77b1-4378-82ea-bdc73f2aaa90,23589d9c-cca1-472c-826d-0a5cd3e01c55,c4,c2,27,p2,?,surb={'id': '9e811229-bcd7-45a5-95d4-9edc7eb10ba4', 'route': ['p2', 'e5', 'i2', 'x2', 'p1', 'c4']}
1769731800.8841794,SENT,9f8bb168-3e89-433b-bea8-6ec27da712f7,3ded6ab3-3b75-4c0e-a570-bd2fa2f61e07,c2,c1,3390,?,p2,
1769731800.884291,CREATED,15b239c0-c029-4b83-b949-931462e5512b,a2c93b1c-477b-4ab7-a68b-1aac7ee149b2,c2,c1,27,?,?,surb={'id': '217650a4-7a9d-4058-9702-eb322f8bf883', 'route': ['p1', 'e5', 'i11', 'x9', 'p2', 'c2']}
1769731800.9854393,RECEIVED,42f26058-5233-45c3-a093-5082d80c15e8,44556a5b-d3a4-461b-86b7-643e03fcf1d7,c1,c2,27,p2,?,surb={'id': '6717e7ab-d684-4768-bcee-103c12cb4b86', 'route': ['p2', 'e7', 'i2', 'x11', 'p1', 'c1']}
1769731801.114796,RECEIVED,fadb6f12-8513-4387-9e98-1cb88195f323,ca94919a-54ea-47a2-9ffe-801d0d2ff2ac,c1,c2,27,p2,?,surb={'id': '8b2b701c-da28-4638-b8a8-eec15f366382', 'route': ['p2', 'e8', 'i8', 'x2', 'p1', 'c1']}
1769731801.1247635,SENT,98a1bc52-5e5e-469d-aa77-9cf83241588a,4fd6f686-81ee-4d35-a314-82ac949c407c,c2,c1,3385,?,p2,
1769731801.1248746,CREATED,92797e1f-8dc4-4ff9-950c-be6875333f6a,61bb0cbb-0905-45fc-bc45-9afb77f2e0b3,c2,c1,26,?,?,surb={'id': 'ed6efdec-1dec-4bb2-ae8e-5f908ca8ccc2', 'route': ['p1', 'e2', 'i5', 'x7', 'p2', 'c2']}
1769731801.6405609,SENT,5fa19883-3359-4e3d-a172-d646b295fde8,b008092c-3e1d-418c-aa3a-82ea4aef7bad,c2,c1,3396,?,p2,
1769731801.6406848,CREATED,a9b0a09c-b801-4329-9493-1df7b2f5bfe7,41fe41c0-38ec-475c-8afb-cbb019c0d486,c2,c1,26,?,?,surb={'id': 'b2c34da4-fc3c-4248-8651-f3a5a1e02515', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c2']}
1769731801.6706684,SENT,48020bd6-e693-4d95-8e49-5b3918e19ab5,35c9efe3-330d-4174-91c6-9d03a5a5ec2f,c2,c1,3386,?,p2,
1769731801.6707795,CREATED,de97508c-d79c-49f2-80aa-0f93b6947a70,d9ba448d-0f83-4f49-bfb5-c403e591f736,c2,c1,27,?,?,surb={'id': 'd04914a6-d60b-411e-ac04-3c5ab0d28f30', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c2']}
1769731801.98591,RECEIVED,8f0c613a-362b-4b8b-bd65-55ab9ae8d0b1,0eafdc3f-2b64-4084-ad24-1ff00d66b36c,c4,c2,27,p2,?,surb={'id': '5328147e-9561-4e27-b5aa-d462a463582e', 'route': ['p2', 'e5', 'i4', 'x6', 'p1', 'c4']}
1769731801.9929063,SENT,509125ac-9ba4-4990-a541-4e0da1df9464,5d1b33a5-4ab6-43ef-95d1-89b878f2a5ee,c2,c1,3355,?,p2,
1769731801.9929862,CREATED,ba6440b9-4f8d-4d6e-b16a-895c21aecdb0,f34a2d56-8821-4466-a617-f15deea70031,c2,c1,26,?,?,surb={'id': '4d4c1d1e-4baf-4969-9460-51ddb186b1cb', 'route': ['p1', 'e4', 'i5', 'x3', 'p2', 'c2']}
1769731802.018274,RECEIVED,4788ae82-1590-4b68-9c9a-0adf3ce9b9b3,1d8527a3-c7d1-40e7-89b1-ae9d90739ef7,c4,c2,27,p2,?,surb={'id': 'bd5b9b10-805f-4a82-b193-e519c5190bd5', 'route': ['p2', 'e12', 'i9', 'x2', 'p1', 'c4']}
1769731802.02988,SENT,12827858-6cf1-4dfa-809c-2a5bfee351ca,b60859df-1012-4020-9c3b-55b79a5ac244,c2,c1,3397,?,p2,
1769731802.0299618,CREATED,53344c8b-0d18-4d62-9033-b7a6163952ac,43426d3d-6a25-46fe-9fa5-6a1a556692b7,c2,c1,27,?,?,surb={'id': '959c4233-9e68-4f6b-a425-8047713992c4', 'route': ['p1', 'e8', 'i5', 'x11', 'p2', 'c2']}
1769731802.1583161,RECEIVED,b11d904f-c22f-4e4d-8d5a-b7ed90b85a2a,4502c588-8df6-4957-8cad-62d999da96e6,c4,c2,27,p2,?,surb={'id': 'f9e8cd32-78c4-4f6f-9fca-dee2071aee6d', 'route': ['p2', 'e10', 'i3', 'x7', 'p1', 'c4']}
1769731802.1739616,SENT,d1262f11-714c-49c0-8ca5-87da6b4dfd17,c6ec815d-a347-4c46-bcd2-8b4da32b47ba,c2,c1,3371,?,p2,
1769731802.174135,CREATED,6eb50f3f-1913-487a-9630-68d663807674,00f351f5-8e16-4ba0-8987-e5909c10d36a,c2,c1,26,?,?,surb={'id': 'fe054467-60f1-499c-b7fd-e9787a48dfe5', 'route': ['p1', 'e11', 'i6', 'x8', 'p2', 'c2']}
1769731802.20207,RECEIVED,1a198f48-efc1-4bff-8de9-be7c64a8c406,a59976af-a32a-478e-a90b-59b62116b0a1,c1,c2,27,p2,?,surb={'id': '19155292-e017-45f9-b8bc-dd107e56fc48', 'route': ['p2', 'e10', 'i9', 'x3', 'p1', 'c1']}
1769731802.282717,SENT,97a0e48f-c97f-42a3-be1b-85cb51c536bb,62d5bd9e-2e38-406d-aea8-b24f47e01459,c2,c1,3384,?,p2,
1769731802.2828727,CREATED,8ac77ac9-0841-44c3-8b3a-434ac73f6342,bcd61958-ad0e-4935-880e-cc734e19d436,c2,c1,27,?,?,surb={'id': 'f334559d-c220-4ff1-8b94-09517c6fd468', 'route': ['p1', 'e11', 'i7', 'x10', 'p2', 'c2']}
1769731802.5023699,RECEIVED,6f617bfe-a729-4745-a134-a6bf88348c9e,7999339b-c92e-4b96-8043-574d81342f28,c1,c2,27,p2,?,surb={'id': '8e1bfacf-0412-43c4-95ce-b0a6c43707f0', 'route': ['p2', 'e1', 'i5', 'x3', 'p1', 'c1']}
1769731802.656512,RECEIVED,ad7f2587-c47a-47a0-93ae-c3551f7f4822,a271bf04-caa6-4748-b1ba-06fc472b21a7,c4,c2,27,p2,?,surb={'id': '857743c8-9352-496f-abbb-6a2dbcfdc862', 'route': ['p2', 'e8', 'i11', 'x3', 'p1', 'c4']}
1769731802.689769,RECEIVED,be3a82d0-c9b3-43c9-b9af-58d0782c52a7,39a6f2ac-79b7-417b-bb63-e35dc76585ee,c1,c2,27,p2,?,surb={'id': '5f1f1d19-33ad-48c4-8611-0462213d4f4b', 'route': ['p2', 'e4', 'i7', 'x11', 'p1', 'c1']}
1769731802.70284,RECEIVED,deea7831-3ed7-4f84-a5ba-0c0e68f9435d,24c425d8-5445-47e6-93de-e1cdc2e8763c,c4,c2,27,p2,?,surb={'id': '20f9d70d-4231-422a-b37e-f957a43bc27e', 'route': ['p2', 'e7', 'i3', 'x12', 'p1', 'c4']}
1769731802.7275918,SENT,543ea490-b9f8-43e1-b032-a026891082b3,5f14f1ba-7e38-433a-ab46-2e98d4fb3cb0,c2,c1,3384,?,p2,
1769731802.727731,CREATED,627a02e7-1231-470f-ad04-8e0a5c241bd1,1077f790-3c06-4316-a454-43e3e9acbdf9,c2,c1,27,?,?,surb={'id': 'f0e7632a-4ca8-4f22-ba10-23056bdb0057', 'route': ['p1', 'e1', 'i5', 'x8', 'p2', 'c2']}
