timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738664.8837435,SENT,767a5ee4-623b-4d73-b907-04bf3cb9726b,35c55a75-c74b-4259-b962-e445094be75f,c3,DROP,2027,?,p3,
1769738664.8838725,CREATED,9f444ace-253f-4ca5-bdb3-9b88bcdba277,367f8a6b-66a2-4c0e-af67-e915b0d7bc4b,c3,DROP,27,?,?,
1769738665.3675451,SENT,5ba25b30-e266-4ac2-ab43-b9545139dcdc,2bbd4a76-f445-42b6-8915-a2c90592ecb2,c3,c5,3400,?,p3,
1769738665.3681316,CREATED,40efb148-5b70-4547-94b9-862b48e0c822,f52ff93a-53a7-48ce-910b-207dd7c8aeee,c3,c5,27,?,?,surb={'id': '2d3837a7-aa68-4dcd-b9ed-6a38c31d19e7', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769738974.9086397,SENT,126d8eff-3b74-4037-9f71-b09e9f57fe04,e28573cc-e9ce-419c-8c9f-4020f625a4a9,c3,c5,3391,?,p3,
1769738974.908795,CREATED,6092da9f-b29c-470f-aecc-94c5fb74bae6,8185cbf1-993d-454f-bc03-d69797bd1419,c3,c5,27,?,?,surb={'id': 'a408143d-4ea6-44ec-a9cd-3c676ce461ab', 'route': ['p2', 'e1', 'i10', 'x9', 'p3', 'c3']}
1769738974.955631,SENT,f6e0d1ac-8ce1-42ae-a2c8-33d988311c87,6681fe6f-1c1e-4ac7-bbe2-9406ae566394,c3,c5,3392,?,p3,
1769738974.9557638,CREATED,140a40b8-00aa-4dc9-83dc-ec83c62cf4c5,837571ff-f613-405c-9a4f-c2ebf4fb995c,c3,c5,26,?,?,surb={'id': '9de9857f-f2f9-4ee5-b2b7-cf1f6460408b', 'route': ['p2', 'e10', 'i9', 'x11', 'p3', 'c3']}
1769738974.9754817,SENT,464d3090-c1f3-42da-a3f4-b815e3e71663,bca3171e-1fe5-41b6-9a6c-f64d31202a3b,c3,c5,3391,?,p3,
1769738974.975613,CREATED,b427db78-f5d0-44cf-ac92-26cb5d7bd8a9,a8c92082-e1d0-4f9b-ba1c-d4bd105eb001,c3,c5,27,?,?,surb={'id': 'e2884b21-e1cd-4ff0-9bb4-1dd782848622', 'route': ['p2', 'e9', 'i12', 'x8', 'p3', 'c3']}
1769738975.0099692,SENT,91f0e022-f5f0-4637-9978-11610f933053,9283678f-27f1-4869-a460-6349d5c77618,c3,c5,3375,?,p3,
1769738975.0100782,CREATED,025f2808-0f2b-42ca-9925-4594d4b3d592,698e09c8-9e9d-4488-9d33-19c81b98ea88,c3,c5,27,?,?,surb={'id': '0e1f4772-aa5b-4fc9-b916-de190e7d5ff5', 'route': ['p2', 'e12', 'i5', 'x1', 'p3', 'c3']}
1769738975.183948,SENT,c1442a4a-0a49-487d-a0ed-3785ff8ffec8,7f22306a-14e0-4c86-a19a-bc76d8008f3b,c3,c5,3363,?,p3,
1769738975.1840985,CREATED,a972ddc7-b352-4c6f-b71b-f6dddc4ee5ea,95d0ba37-9987-4041-b8db-30d2c39eaa5d,c3,c5,27,?,?,surb={'id': 'f9eaa927-40a4-48f3-99ab-7a0b2e3c3f24', 'route': ['p2', 'e1', 'i5', 'x7', 'p3', 'c3']}
1769738976.2360175,SENT,30f18f6b-5fa0-4523-99e9-73281e8181aa,876ee4fb-981b-40a9-9083-9db7eafb3d3a,c3,c5,3393,?,p3,
1769738976.236199,CREATED,949b1a2f-2a13-4e96-8d69-2e03f630af6d,ec10c4e4-22f3-4af3-9ef0-1368ff208b4e,c3,c5,27,?,?,surb={'id': 'f5ad0ee3-a799-4193-801c-0e54d0cb127a', 'route': ['p2', 'e8', 'i12', 'x8', 'p3', 'c3']}
1769738976.4493303,RECEIVED,1092f151-8887-4fba-9b06-18940583616f,2bbe522c-f585-4db8-9897-f075638e8f3d,c4,c3,27,p3,?,surb={'id': '3b8f0fbd-1295-4a56-bc63-12d9fa9d5454', 'route': ['p3', 'e12', 'i10', 'x5', 'p1', 'c4']}
1769738976.4635644,RECEIVED,69587283-bc94-4e9e-ae8a-8d8debdd9fd3,90a2d479-a408-4644-bca7-7998a25efbed,c4,c3,27,p3,?,surb={'id': '497eebb6-4445-4a1c-b961-5e105ea97d89', 'route': ['p3', 'e9', 'i7', 'x4', 'p1', 'c4']}
1769738976.7425754,SENT,94c4b341-c459-45fd-b380-6d0068531276,142d84e5-05b6-47a3-8ebe-59c3c900a563,c3,c5,3404,?,p3,
1769738976.7426524,CREATED,3d4a39b2-5e40-4118-9009-bb78674613a4,f11ac6ce-3a2f-4e4e-a6dd-d82b89aad404,c3,c5,27,?,?,surb={'id': 'd187d011-6b85-47c9-b815-1c1bc1727351', 'route': ['p2', 'e10', 'i12', 'x11', 'p3', 'c3']}
1769738976.8799212,SENT,b160e661-a806-4cae-8364-7157a635a478,5cdaee2f-a15f-42ae-8b65-a75d749b34c0,c3,c5,3380,?,p3,
1769738976.8799934,CREATED,56b29f8b-e345-4496-ae50-aece0c2553e6,12c7b4db-f565-4933-a40d-bb43124d06df,c3,c5,27,?,?,surb={'id': 'ed2f4fc4-c377-4527-a057-2b6b19514da1', 'route': ['p2', 'e7', 'i6', 'x1', 'p3', 'c3']}
1769738976.9466774,RECEIVED,8b994e75-cf9d-430d-b664-741efb6accd4,e5c1f768-1d34-431b-bafe-149c9780ca9f,c4,c3,27,p3,?,surb={'id': '36051915-9c57-4606-b01a-39fdf4a1ec5f', 'route': ['p3', 'e12', 'i9', 'x10', 'p1', 'c4']}
1769738977.036245,RECEIVED,06e03cce-2c0e-4a87-9f80-070806c9bb46,bab8e05c-6f8c-4a8d-8830-ff750393c5a2,c4,c3,27,p3,?,surb={'id': '0fae5bc1-6085-4089-9bda-37ffd7bb604c', 'route': ['p3', 'e5', 'i1', 'x11', 'p1', 'c4']}
1769738977.225013,RECEIVED,41da8b3b-8a7d-41b7-8a0a-73dde0e4d767,37fa7f4f-e9fe-4d0a-b602-90dc855159a0,c4,c3,27,p3,?,surb={'id': '764e3170-a2d7-451d-bec9-78252927a197', 'route': ['p3', 'e9', 'i4', 'x11', 'p1', 'c4']}
1769738977.368908,SENT,e53d2354-a921-4959-bb08-2bc75fd1db65,acb16a55-ed5d-4626-af61-3c224ee35b64,c3,c5,3373,?,p3,
1769738977.3696015,CREATED,9a521bb0-e641-4e4f-aac2-7ab3e145188d,9a23ba8d-8d20-48db-9ec5-17afe037542c,c3,c5,27,?,?,surb={'id': 'c28c4284-d469-4a9a-8ccf-695559018f10', 'route': ['p2', 'e1', 'i6', 'x6', 'p3', 'c3']}
1769738977.745114,RECEIVED,78c63476-0aa8-4efd-9a65-3cbe42b9dd8d,345c3b99-4066-4ee2-bc5c-eaafee815da6,c4,c3,26,p3,?,surb={'id': '565edd04-e614-414f-a701-8b2a6b1dc302', 'route': ['p3', 'e8', 'i8', 'x1', 'p1', 'c4']}
1769738977.7550974,SENT,a11153ab-f58c-4cd7-91e8-12050d821d55,a3280725-ee69-4b1b-b13f-8f22b97e5ee3,c3,c5,3387,?,p3,
1769738977.7552216,CREATED,1a6e078d-e2c4-4c07-b6e6-f6b644806c5b,aa8b9927-c6c0-4474-aacc-4cc9df20ca48,c3,c5,27,?,?,surb={'id': '3a24bf1c-6ae3-4929-b1a4-ea4cc1f5f0d9', 'route': ['p2', 'e8', 'i12', 'x8', 'p3', 'c3']}
1769738977.7732034,SENT,211babe5-eb06-4b08-b3ee-7789cd138b5f,f409c0b8-8fed-44d0-ae88-9ebf91f61da5,c3,c5,3380,?,p3,
1769738977.7733257,CREATED,82fdcb4c-5663-47bb-95d3-ce612fb148ab,cd5558f5-1892-4350-8768-d3a286a403e9,c3,c5,27,?,?,surb={'id': 'a7f96606-07fb-41d8-9937-4e6577e7c8b0', 'route': ['p2', 'e8', 'i3', 'x3', 'p3', 'c3']}
1769738977.784726,RECEIVED,a28f0b2f-55a1-42e2-8570-47870ae03df9,ff838adb-983f-4109-9b5e-a55a7b15de76,c4,c3,27,p3,?,surb={'id': '29095c21-a25e-4355-9cd4-c39f0383856f', 'route': ['p3', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769738978.1343586,SENT,f870c29f-7390-472f-a2be-0d4b77420e4c,1639cb11-eae7-4fb6-b853-2e9ef5daa0cc,c3,c5,3368,?,p3,
1769738978.1344702,CREATED,d00c699a-5e7c-43f5-930b-4016553d00f4,aeb7873d-fb7a-4104-a0c4-93adecca1fc5,c3,c5,27,?,?,surb={'id': '0cd44dad-8452-4074-a6ab-f8ad08c186d9', 'route': ['p2', 'e7', 'i4', 'x9', 'p3', 'c3']}
1769738978.1385245,RECEIVED,1a97b1e9-6fd7-4840-9504-fa27f0419d2b,2218eb25-d7e1-4a01-ab65-0d47b36c2774,c4,c3,26,p3,?,surb={'id': 'e6e78155-fb09-4133-8b95-a23a4d86f4cb', 'route': ['p3', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769738978.1477451,RECEIVED,01ef8d45-c8a0-4d49-bcfa-2ca5a733e86f,06e083d0-2942-4c89-9398-bcc4aec014e1,c4,c3,27,p3,?,surb={'id': '633c7c61-15ed-437f-b4cd-dac57ed5573a', 'route': ['p3', 'e9', 'i6', 'x8', 'p1', 'c4']}
1769738978.178387,SENT,1f0440c9-863b-4a30-86fe-8c835958218e,6d734b00-c6f5-4bc9-a836-6889d13cd692,c3,c5,3379,?,p3,
1769738978.178508,CREATED,dae65216-2f88-4d52-a02b-8fcd3a7d0003,5bc69e4c-21e5-4e9c-897b-dbf7f3462944,c3,c5,27,?,?,surb={'id': 'f3ead2f1-6b92-4ac2-81a7-fd518d59c60f', 'route': ['p2', 'e1', 'i3', 'x8', 'p3', 'c3']}
1769738978.3849533,SENT,a4116349-f333-4b3c-b538-0ca7e639f382,fc9dc3f8-fcb3-48e8-8331-83039da917c4,c3,c5,3383,?,p3,
1769738978.3851073,CREATED,92b1d676-dae6-403c-8ace-badb362e6b7b,897608bf-d10b-4cb3-be3f-e372f8c14d72,c3,c5,27,?,?,surb={'id': '3409fcb3-8c09-4c42-ac33-47aa2b9c2928', 'route': ['p2', 'e2', 'i4', 'x7', 'p3', 'c3']}
1769738978.3964536,SENT,a8592462-608f-45ae-9831-96f09f1b1519,484f2d9d-041c-43df-b440-49d798c82057,c3,c5,3388,?,p3,
1769738978.3965738,CREATED,7f11dd76-02d1-4c69-8cd5-22c0798ba55c,34c333d3-77f8-45e9-a194-a964983d89db,c3,c5,26,?,?,surb={'id': '5cbd27e2-38f6-4f4b-b725-c3b963984d8c', 'route': ['p2', 'e3', 'i7', 'x6', 'p3', 'c3']}
1769738978.4050286,RECEIVED,f551827f-6c5c-4498-af77-956fa2a847b2,9ebe397d-31ba-4973-b38b-4f3b704db7bf,c4,c3,27,p3,?,surb={'id': 'ab6f2903-e156-4d31-ac2c-b166b8029e07', 'route': ['p3', 'e7', 'i5', 'x12', 'p1', 'c4']}
1769738978.4660335,SENT,39843e2d-6303-4cf5-a8f4-e34ea9343eea,316b486c-f3c9-4e52-bcc2-afd19aea9652,c3,c5,3375,?,p3,
1769738978.4662023,CREATED,debbd157-ad38-4b21-8a69-d096b25a8bcd,edd8c480-5c17-4c3c-be7d-77e2d9c9c404,c3,c5,26,?,?,surb={'id': '5204b7d0-3a49-4bf9-b39d-37c4afeaeabb', 'route': ['p2', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769738978.739496,RECEIVED,4e01374a-87ab-4c28-be3f-c4d129820829,2341bd6d-c5ec-4d74-bff1-9ded02ef6911,c4,c3,27,p3,?,surb={'id': '745ce24e-0990-48de-b012-99efe556f80c', 'route': ['p3', 'e4', 'i6', 'x5', 'p1', 'c4']}
1769738978.8162622,RECEIVED,aa5e6249-af8b-42bc-a50c-3cf6f88bf248,c7e41058-f846-4926-ba10-5b521c180b02,c4,c3,27,p3,?,surb={'id': '888c4fc4-6b1a-4823-b897-b36071ac74e4', 'route': ['p3', 'e9', 'i8', 'x9', 'p1', 'c4']}
1769738978.9057977,RECEIVED,14b22ec5-46bf-4fb3-a872-d7c8aa194d99,a5f913a0-433d-457a-897e-e8e05aaeb6a9,c4,c3,26,p3,?,surb={'id': '857006ed-c257-4b1a-8a1d-0da70aef2418', 'route': ['p3', 'e6', 'i3', 'x6', 'p1', 'c4']}
1769738979.1618369,SENT,7e3bd8e9-0623-40ce-b3bf-aa16a9cb22b0,d431a684-a671-475a-a8dc-bc56e762dace,c3,c5,3391,?,p3,
1769738979.161969,CREATED,46fc8c0a-6feb-4cf9-9bd1-33c538d5ec4d,ff65310d-a338-400a-9a49-7ac3ea8a8472,c3,c5,27,?,?,surb={'id': '841a227a-471a-491c-a06e-1626e15d6875', 'route': ['p2', 'e1', 'i6', 'x11', 'p3', 'c3']}
1769738979.4212651,RECEIVED,dd7785a9-4521-4978-8fcf-a1b0e442400f,aa3d5c61-12f9-4bc0-a750-6dfe83d9284e,c4,c3,27,p3,?,surb={'id': 'a82fe97c-9603-4862-979b-aee5eed8162b', 'route': ['p3', 'e5', 'i9', 'x3', 'p1', 'c4']}
1769738979.776653,SENT,b7ce81a3-f6bf-46d8-925d-6336e4b2f491,33a2afc9-fefd-40ef-9158-d7700c2eafd6,c3,c5,3375,?,p3,
1769738979.7767406,CREATED,39bfc62b-fdbb-4cac-8c5d-114432ab0c68,348c2298-2a55-4fcd-bdcc-ce0af160b658,c3,c5,27,?,?,surb={'id': '939fd064-98be-444e-97df-226d2fc55b87', 'route': ['p2', 'e10', 'i4', 'x2', 'p3', 'c3']}
1769738979.910597,RECEIVED,b5ef44b4-691a-4e27-9413-e485c60c9792,878d31bf-95ea-4a2b-8780-4f5f3016dc20,c4,c3,27,p3,?,surb={'id': '5aa36dfe-bab6-423b-8337-479e60ad3693', 'route': ['p3', 'e4', 'i5', 'x5', 'p1', 'c4']}
1769738979.9244075,RECEIVED,63c4392e-fa95-482c-8e0b-d8c1106a487c,50a56ed1-41a3-480e-843d-d4120ff2fa20,c4,c3,27,p3,?,surb={'id': '1e3cb40b-eeda-4b1a-b54d-7db2edc7e9be', 'route': ['p3', 'e2', 'i12', 'x9', 'p1', 'c4']}
1769738979.9966958,SENT,a6ef0458-d0a0-4484-83ea-4b3326e63c15,6c6e5fa2-1afc-4f77-87c7-84674936100d,c3,c5,3382,?,p3,
1769738979.99678,CREATED,1f533be9-45b0-437c-8398-b432fc5f5df6,aa03b174-dad5-45dd-aee9-2ef9452ebf54,c3,c5,26,?,?,surb={'id': 'cd7ba2a6-30d0-44c1-9df3-35b6657cb5d4', 'route': ['p2', 'e9', 'i10', 'x1', 'p3', 'c3']}
1769738980.2062163,RECEIVED,b7b9b3a3-6a67-47f7-bf5a-30b684bb2b0e,1082d295-a5b1-42f3-b34d-6511e9648557,c4,c3,27,p3,?,surb={'id': 'a0687a84-5a4b-4598-b7bf-70b40b364b84', 'route': ['p3', 'e9', 'i3', 'x11', 'p1', 'c4']}
1769738980.307235,SENT,b7ec4bc9-6238-40d9-a019-b37a4a28f39d,149eff72-7e6e-4c89-a0cf-10eee8217567,c3,c5,3375,?,p3,
1769738980.3073373,CREATED,3f000d1c-5cb3-460e-9656-2799559bb3c3,6b7e66fd-70f9-419b-8eb0-6eedd06ae85c,c3,c5,26,?,?,surb={'id': '462a3e50-3fd1-4d57-9627-ad48842101ab', 'route': ['p2', 'e3', 'i12', 'x8', 'p3', 'c3']}
1769738980.496486,RECEIVED,c47b51ab-0337-4df9-831b-29388d2e9dbc,290c6231-65f4-408f-85ff-c29c51dde437,c4,c3,27,p3,?,surb={'id': 'b089005c-2ec2-4387-9035-3703e81a211e', 'route': ['p3', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769738980.5152137,RECEIVED,5e6a768b-2169-4096-9855-54698d9af223,11eab18d-1022-4895-90d7-fc012619f211,c4,c3,26,p3,?,surb={'id': '87b80460-9c3a-441b-a273-66d8176bd50f', 'route': ['p3', 'e10', 'i4', 'x2', 'p1', 'c4']}
1769738980.7741108,RECEIVED,c8bd5588-f7fc-4996-bc2e-668eb1a97e5e,ce7552d9-2d8c-4935-9bb0-3eb146426379,c4,c3,26,p3,?,surb={'id': '4cbdd133-579b-4a8b-87cd-7ef7cdc2291d', 'route': ['p3', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769738980.8808513,RECEIVED,00e52b95-72a1-43a9-9f6b-1ad1cc826393,7543e173-cfaf-42b3-9223-b1744a65e4e9,c4,c3,26,p3,?,surb={'id': '7d1699c8-cc22-40b3-886d-160f7d396212', 'route': ['p3', 'e9', 'i3', 'x9', 'p1', 'c4']}
1769738981.1362197,SENT,06b7a29c-61c1-419d-a5bb-ce250e6e3da8,7ff0b343-719b-46a7-89b1-18c627e639ca,c3,c5,3360,?,p3,
1769738981.13628,CREATED,55a8ac10-3c3b-418c-8971-e114df3b076c,46e07ec3-556b-46ed-8392-5812c6675568,c3,c5,27,?,?,surb={'id': 'c3203457-bb2a-46b3-a5f4-ef2131e5ad2b', 'route': ['p2', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769738981.2946234,SENT,a54c20a2-ede4-4593-87b2-ca8b8e3a75b2,b23d2819-e1ef-461a-b21c-18fc6f3ceee2,c3,c5,3379,?,p3,
1769738981.2946954,CREATED,28caf026-2e38-4338-8b4f-38fee59bca05,71f9124a-a428-45f5-8012-f179644bf33e,c3,c5,27,?,?,surb={'id': '12e51bcc-e16a-45ab-b636-44eca27957e2', 'route': ['p2', 'e8', 'i5', 'x12', 'p3', 'c3']}
1769738981.983297,SENT,fac94822-6c93-4764-b05b-37a708a4f229,477fcfca-2592-4358-8bb3-653b46f6d9f5,c3,c5,3364,?,p3,
1769738981.9834378,CREATED,85ba977f-b94a-447f-ad32-7417f46b9d19,1ee61c90-c3fd-44d4-9b72-8a2572172429,c3,c5,27,?,?,surb={'id': 'bf469f1c-f010-4ff6-aff1-a8f592c3edb3', 'route': ['p2', 'e10', 'i8', 'x1', 'p3', 'c3']}
1769738982.6531563,SENT,37ce0510-440d-4f7c-b9c5-c2b0191dba7b,3c6d8ef0-5b9e-4460-bcee-100911ecc573,c3,c5,3383,?,p3,
1769738982.653248,CREATED,59b74f94-b95a-404e-8716-b467fc042842,a328cc20-2130-4fdf-8015-75b849192c51,c3,c5,27,?,?,surb={'id': '274a3923-c50f-45a2-9d52-9080bb83373c', 'route': ['p2', 'e3', 'i2', 'x4', 'p3', 'c3']}
1769738982.7037055,RECEIVED,47cc2ffd-ab72-4687-a6ef-109f96bcea28,fade0b29-c3f9-49b1-b791-f4416122970b,c4,c3,27,p3,?,surb={'id': 'ce5134c2-22ef-404a-aa86-75612e3d5ca1', 'route': ['p3', 'e3', 'i4', 'x8', 'p1', 'c4']}
1769738982.9415193,SENT,1ea94a7b-6a47-4d25-8597-f5b4798b5376,f7796442-30bb-4a37-b4b3-c1da49a82baa,c3,c5,3383,?,p3,
1769738982.941667,CREATED,9e5dca61-3a04-46f6-b999-b2988d05b78a,0a683f21-0cf5-4b38-98f2-dd9f4822fabf,c3,c5,26,?,?,surb={'id': '8687a680-d7b2-460c-b054-16ffb1600d22', 'route': ['p2', 'e2', 'i6', 'x6', 'p3', 'c3']}
1769738983.02079,SENT,64940ecb-1eae-4324-beb0-7b9e86f66a03,5230ef3a-a3b9-4fe9-a50d-768b7b14dbe2,c3,c5,3395,?,p3,
1769738983.020936,CREATED,fcb1a20d-9192-4fdc-acac-872d7916ad8c,e2b17241-29f0-4884-abf0-9b20011d9e85,c3,c5,27,?,?,surb={'id': 'dedc2723-5c4e-4ddb-b15a-059a27fec89a', 'route': ['p2', 'e11', 'i9', 'x7', 'p3', 'c3']}
1769738983.3607774,SENT,42341e54-1474-44fd-9820-1da139fe3a35,74c22797-3a26-453b-a657-a66c71e8d939,c3,c5,3383,?,p3,
1769738983.360928,CREATED,e362ec89-30a5-43eb-8e56-4412cfbe5196,354d8b7d-7646-4a53-99b2-0def98270ef9,c3,c5,27,?,?,surb={'id': '1380ce85-63eb-49e4-baf4-ad2525d09efa', 'route': ['p2', 'e1', 'i1', 'x10', 'p3', 'c3']}
1769738983.41,SENT,b2afd991-f940-4b92-b1d5-e06440780dc2,d4115d59-92e5-4f86-bbeb-6ae59ef5e941,c3,c5,3391,?,p3,
1769738983.4106414,CREATED,d4fd13af-48db-471f-9544-6432cf9a027e,7e56112a-4193-46d9-bd40-6c56268180e9,c3,c5,27,?,?,surb={'id': '092ee954-7edf-4412-bb9f-c20047399d60', 'route': ['p2', 'e5', 'i11', 'x4', 'p3', 'c3']}
1769738983.616261,SENT,232bfdf7-7b52-4f6e-b9af-303c68a98a21,d4bc8ad0-7a65-4412-bdfb-0ec6f5a3afbe,c3,c5,3380,?,p3,
1769738983.6164558,CREATED,392448d2-14fa-4cb9-9f6d-1d076937a661,dd9675b7-5ed5-4757-a68d-4d830f6334c1,c3,c5,27,?,?,surb={'id': '65a0c96b-39a4-4f93-94fb-c7e032686a4b', 'route': ['p2', 'e1', 'i9', 'x10', 'p3', 'c3']}
1769738983.6831846,RECEIVED,9cc333ef-5878-4bdc-a77b-e8e348b81e5b,e01a7d9c-a99d-4102-9c16-ff5f00a85d80,c4,c3,27,p3,?,surb={'id': '89560210-23b9-4cb6-a6e0-d799a719a8f3', 'route': ['p3', 'e1', 'i11', 'x2', 'p1', 'c4']}
1769738983.864224,RECEIVED,7849d30c-c71e-4f57-9960-2c708f8302ec,130a6ec9-6b0b-47de-96d5-88f15390b107,c4,c3,27,p3,?,surb={'id': '4b5da830-987a-41ec-ab74-7d41108cb28c', 'route': ['p3', 'e1', 'i10', 'x8', 'p1', 'c4']}
1769738983.988958,RECEIVED,6a17cee4-9e67-4bf4-8f1d-369838dc64bd,b946d771-5ea1-43d2-938a-90aea415e34a,c4,c3,26,p3,?,surb={'id': 'cfb31ab6-f9be-443b-ae7c-5561e5bc29b2', 'route': ['p3', 'e7', 'i3', 'x2', 'p1', 'c4']}
1769738984.2142327,RECEIVED,f5709ad6-33fa-40fd-9ddf-0dc0843dd419,b1a77ee5-2390-4aa1-90b9-a119c376c5b3,c4,c3,27,p3,?,surb={'id': '0d07f484-8bb2-4b73-b94d-38d80ae19155', 'route': ['p3', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769738984.5384293,SENT,223f68bc-9dfe-488c-b710-4bc8a8a42a27,c2d24421-b385-4ec0-aeea-ecda293df354,c3,c5,3384,?,p3,
1769738984.5385532,CREATED,db759386-b750-451e-a006-3e024784f025,313f0145-e363-4ffc-a71f-eb19bfa3fc7e,c3,c5,27,?,?,surb={'id': '7edd703e-4cd9-4247-b9b9-3e1517ebcbc1', 'route': ['p2', 'e9', 'i7', 'x1', 'p3', 'c3']}
1769738984.5934439,SENT,c4407c59-b659-4203-b1ac-3ed61a818549,b9193b1d-3005-4e69-b9a3-fc84c1865b7a,c3,c5,3383,?,p3,
1769738984.5935345,CREATED,a3619e5e-e104-48c1-840c-23e952475710,3a850802-050a-4268-8db1-b89efe65c5d6,c3,c5,27,?,?,surb={'id': '14df0b43-3559-4fee-8ba2-37a3ecf00867', 'route': ['p2', 'e6', 'i6', 'x9', 'p3', 'c3']}
1769738984.6136498,SENT,5c501e89-d7b0-42bc-b79a-33926d052165,1b526f48-274c-4b51-9d0c-75b998c76ad0,c3,c5,3374,?,p3,
1769738984.6137438,CREATED,706abcd5-c5b3-469c-8a24-bbbecce17055,c171b7ad-529e-424f-9ba5-e246bd56511f,c3,c5,27,?,?,surb={'id': 'ddefdafa-4e23-4b73-ab98-9465d15a6a68', 'route': ['p2', 'e11', 'i9', 'x2', 'p3', 'c3']}
1769738984.9648206,RECEIVED,b1554dfb-8324-42ff-9880-5166f378dc0c,bd7884f4-c57b-48a2-87e1-452bbb0dcafd,c4,c3,27,p3,?,surb={'id': 'be562206-57e0-4efc-b683-e211d8e61e09', 'route': ['p3', 'e3', 'i7', 'x7', 'p1', 'c4']}
1769738985.2649746,SENT,0d151619-141a-4b03-8a8f-8a8910965654,f1903557-cbf3-42aa-a561-6a4a455eb38b,c3,c5,3376,?,p3,
1769738985.265111,CREATED,f5457662-63a0-4512-831d-fb8a978858e0,a77948a6-47c3-4cfd-9b35-d38d3d19efd4,c3,c5,27,?,?,surb={'id': '298d9e60-1bb6-4e1b-8aca-ec775de640fb', 'route': ['p2', 'e9', 'i9', 'x2', 'p3', 'c3']}
1769738985.3219252,RECEIVED,b1701c57-b5a5-4004-9c0c-71557c4ca6de,1b26899a-2a15-4295-8947-79e61e939847,c4,c3,27,p3,?,surb={'id': '2b7ce581-762c-4075-968e-a044232755d4', 'route': ['p3', 'e8', 'i3', 'x2', 'p1', 'c4']}
1769738985.3235781,SENT,a75eff6e-b41d-423c-b2ab-49f2ba62283f,d1c52fac-d82e-4af1-a1b7-ba236cfda08f,c3,c5,3383,?,p3,
1769738985.323712,CREATED,0bd692b9-f8cc-4805-acdc-47f00e7f07a8,328cd356-3d03-4eed-8dfc-2be11865a564,c3,c5,27,?,?,surb={'id': 'e593fcca-52f3-4de4-9bb3-5527c094c2a8', 'route': ['p2', 'e2', 'i9', 'x6', 'p3', 'c3']}
1769738985.396911,SENT,c0bde59f-77b2-4c72-9cf3-7223870bff49,c0b7040d-b3e1-4d66-89f9-16ba20aa977c,c3,c5,3395,?,p3,
1769738985.3970692,CREATED,3a77a87e-61a8-4065-9ee7-aaaf070adb23,58b236fa-129d-429f-acad-61a508a0b6a5,c3,c5,27,?,?,surb={'id': '69d508fd-8ae0-487d-880a-265a5113b9dd', 'route': ['p2', 'e11', 'i4', 'x12', 'p3', 'c3']}
1769738985.4787061,SENT,7d220510-d938-40a5-8928-3f41611da878,c57e5dba-948e-41a5-801b-f79929a9224e,c3,c5,3384,?,p3,
1769738985.4788387,CREATED,f40a2823-f576-4361-9967-09f89b082079,1f994f08-413d-4df2-abf9-b2bac77bc052,c3,c5,27,?,?,surb={'id': 'a595c74e-0dad-4643-ae63-064db1571873', 'route': ['p2', 'e10', 'i3', 'x5', 'p3', 'c3']}
1769738985.631909,SENT,da4f4f9b-56d4-4b86-abf8-f9ba936f0783,90127d9d-bb0c-40d2-803b-cfc31b1af38f,c3,c5,3376,?,p3,
1769738985.6320863,CREATED,f17ed2b4-b517-43c4-96f6-8bf8d8d17820,b14688be-f7b4-4401-8553-057f333e5f4e,c3,c5,27,?,?,surb={'id': 'bb354843-2bdc-458b-b18d-ca47864152fd', 'route': ['p2', 'e4', 'i7', 'x9', 'p3', 'c3']}
1769738985.7407959,RECEIVED,21a84f8b-521f-4f44-8941-1b14819cad0e,006e27c8-9e5a-44ce-b74f-10e97f922702,c4,c3,27,p3,?,surb={'id': '620bf355-52cc-4bc0-879c-3fded720f5d0', 'route': ['p3', 'e2', 'i10', 'x2', 'p1', 'c4']}
1769738986.0605435,RECEIVED,eefb5a98-d194-4bae-8630-7c69672d0b89,97383892-9d7a-4598-bf94-5cf592069e45,c4,c3,27,p3,?,surb={'id': '0a3ac1e1-d55e-4ffe-a26a-b8cb5ba259fc', 'route': ['p3', 'e7', 'i1', 'x5', 'p1', 'c4']}
1769738986.2180188,SENT,03ddbd9b-f0cf-44d9-ab33-d9155163ac15,3254126f-b876-44bf-9cf4-b5cf7e481dd2,c3,c5,3375,?,p3,
1769738986.218402,CREATED,77748075-fb15-46fe-bf3f-709bf099cb7b,7cda1484-6554-4d71-9a44-d74d8b018c9e,c3,c5,27,?,?,surb={'id': '28d63ee9-fb4d-4dae-881d-b6b2258d5789', 'route': ['p2', 'e9', 'i7', 'x9', 'p3', 'c3']}
1769738986.456152,SENT,5447f720-3f13-444d-b65f-15299d13edb2,c67f1935-5518-478d-9b9d-9b5b1ef9798f,c3,c5,3393,?,p3,
