timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738664.9166195,SENT,170ad7e4-0c9c-4baa-baf6-408e2475e77f,d813feb1-be5a-4db6-b3da-16a4ca4ace7b,c4,c3,3399,?,p1,
1769738664.916766,CREATED,d21365e6-32eb-40d1-b7b3-357719d4fd27,a210bb24-61ec-4d42-bc68-753be2051fd9,c4,c3,27,?,?,surb={'id': '1c6c16c2-9b38-4040-a81e-25c4a309bec5', 'route': ['p3', 'e9', 'i4', 'x12', 'p1', 'c4']}
1769738665.1641023,SENT,c6d0fb8b-64c2-4f68-bac2-30b3b881bbbf,e05b7199-1d38-435d-97e9-1fd5f45ba4c2,c4,c3,3377,?,p1,
1769738665.1642585,CREATED,ba261266-2bc0-4936-97f8-210b369986e5,73429095-a7c2-4d3a-a81e-a5b2c0b4911c,c4,c3,27,?,?,surb={'id': 'df5308f2-7905-4211-b955-f6ec54a3368b', 'route': ['p3', 'e8', 'i9', 'x8', 'p1', 'c4']}
1769738665.811111,SENT,31325b87-c372-41eb-8d01-6bdf42bf64b5,c35596eb-d00e-48e0-a395-b1efc95f51b7,c4,c3,3382,?,p1,
1769738665.811245,CREATED,b928a635-1917-4a20-9986-435b34750abf,f377d126-9fcd-41b9-83fc-cbde8b9d0272,c4,c3,27,?,?,surb={'id': 'b1b45f32-02ee-4e15-be1b-430ec33490e4', 'route': ['p3', 'e6', 'i9', 'x1', 'p1', 'c4']}
1769738665.8539515,SENT,d5cb55c9-0fbc-457a-84cc-9d150891ad57,6a81ca17-3016-4342-9f97-336fd81db511,c4,DROP,2034,?,p1,
1769738665.8540928,CREATED,6c06b67d-bc78-45d5-848e-1a304334ebea,6b69f0da-45e2-4838-83f7-cd31c9b7e78f,c4,DROP,27,?,?,
1769738666.437565,SENT,e62f8248-e532-4708-8a93-e105950c543d,6b33508b-cac8-4b9d-aea9-a19def850eb6,c4,c3,3371,?,p1,
1769738666.4376955,CREATED,f0fdbbc0-589d-411a-9614-c69df723235e,0927ff62-7d30-47ba-88c9-35ff78070559,c4,c3,26,?,?,surb={'id': '5e9a34ea-7590-4865-bf63-0664f8a46167', 'route': ['p3', 'e2', 'i2', 'x11', 'p1', 'c4']}
1769738666.493368,SENT,ecfb1660-313b-4f59-9318-809bea6a154e,63a987ba-069d-4252-a15e-31d8b60cac9a,c4,c3,3361,?,p1,
1769738666.4935007,CREATED,ec5ecb0e-1c38-4867-8c0a-b270f9ec66c3,7fb3212a-0069-46b1-a64c-73c580bb9734,c4,c3,27,?,?,surb={'id': '584b048e-c997-4830-b2ed-ccab14a8e8ca', 'route': ['p3', 'e1', 'i2', 'x1', 'p1', 'c4']}
1769738666.5909991,SENT,f6c9a6b1-e802-43f0-ace6-b7a5529a0932,13f823e3-1236-4b9c-b66b-2c15da5d5e8a,c4,c3,3401,?,p1,
1769738666.5911915,CREATED,df5a778c-b365-479d-8003-e70741054b2b,a994150f-4987-48d5-8597-c9b4d7710853,c4,c3,27,?,?,surb={'id': '0ab027b0-bdc8-4f0b-af41-42c3e5b2aef7', 'route': ['p3', 'e3', 'i3', 'x10', 'p1', 'c4']}
1769738666.9755232,SENT,cd5cfad8-99ee-487d-b9d5-756a983ba140,311667ad-c6d9-4fff-b492-684314827560,c4,c3,3384,?,p1,
1769738666.9756546,CREATED,309de139-69da-4899-93ef-07096ef2e2a3,33329064-f166-470a-b658-60631281a512,c4,c3,27,?,?,surb={'id': 'ad6bcbda-ba9c-4459-ad85-e8bdc251ae56', 'route': ['p3', 'e2', 'i11', 'x7', 'p1', 'c4']}
1769738667.2582285,SENT,bf77ea46-574f-48d7-98a1-ae7a58b91510,9d07122c-5591-4704-9ec6-9981c84b08fb,c4,c3,3375,?,p1,
1769738667.2584195,CREATED,359e38ea-6267-482d-a324-14ea560cdd47,ae42a325-a994-4e47-9c73-9942d68c89aa,c4,c3,27,?,?,surb={'id': '4ba73a1d-8c13-45a4-9e12-29d72e01fa80', 'route': ['p3', 'e2', 'i8', 'x2', 'p1', 'c4']}
1769738667.3707955,SENT,3428a8f7-5eee-45a2-a8ed-46ae2ca0fd87,31564b04-1ba8-49ec-93a0-87fccc20c19c,c4,DROP,2016,?,p1,
1769738667.3709333,CREATED,82f1964d-f169-4ee6-a4d4-00034270e3c6,f100de2d-291a-4995-9d52-30d9c4ae69d5,c4,DROP,26,?,?,
1769738667.3807375,SENT,bb31c8cd-e5b6-41c5-9156-7655575ccf93,662ced1d-836a-4236-851a-d3a707ef1ad1,c4,DROP,2027,?,p1,
1769738667.3808532,CREATED,5cc22827-4702-4329-80ad-f283479f1f64,ec1a5203-f3dc-42b2-a963-ff9b63b6c6f9,c4,DROP,27,?,?,
1769738667.521672,RECEIVED,7202da19-dc73-463b-83b5-e716cdc6b394,b2fd32a2-1818-40f1-b4d7-2e9b49bfff4a,c5,c4,27,p1,?,surb={'id': 'b7f4abde-23bc-4665-8d8c-4785abb88ff4', 'route': ['p1', 'e6', 'i3', 'x2', 'p2', 'c5']}
1769738668.0325644,SENT,29cc6c4c-9671-46b6-b11e-6497e2d588f7,73bf79ed-7c5e-4097-8da3-946818a9745d,c4,DROP,2031,?,p1,
1769738668.0326788,CREATED,5a384632-aae2-4e77-9955-2c7c7ac9b081,b9155179-29fd-47ad-bc8a-cddf7480ee7d,c4,DROP,27,?,?,
1769738668.1600187,RECEIVED,69633157-fd95-465c-89d5-c8ccc9c3b715,51e6113d-1d20-4b10-aa68-8364b8e4ac08,c5,c4,27,p1,?,surb={'id': '6ac9ab0c-6386-4c08-b430-81105a3f9ca2', 'route': ['p1', 'e4', 'i1', 'x4', 'p2', 'c5']}
