timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769465469.540901,SENT,a7963166-1c34-42e4-a254-12fd3e7e06b0,a0e4cc0c-8bfa-48c5-859f-1503c2df2666,c3,DROP,2031,?,p3,
1769465469.5410445,CREATED,43eb691c-74fa-45cd-a981-3e8386be5044,6cb1f17d-4f0b-4c8c-9769-0f0c79f0b73e,c3,DROP,27,?,?,
1769465470.6810331,SENT,90c49874-4a92-4d7b-af71-d7659bbcd18f,e6da4015-4b74-4a6e-9a46-a3f98376341d,c3,c2,3375,?,p3,
1769465470.6812327,CREATED,74373802-778f-4394-a903-553d116bef56,87daeac7-b0e2-44bc-ac39-7fb0a9ae5c68,c3,c2,27,?,?,surb={'id': '25d1f7f5-d0f3-480b-9888-b595e79922f4', 'route': ['p2', 'e12', 'i11', 'x6', 'p3', 'c3']}
1769465471.971489,SENT,b19aedab-671b-412f-8a86-7847f1eeab88,65d7dd20-3da9-441a-af1e-f2120fa1d277,c3,c2,3392,?,p3,
1769465471.9716222,CREATED,b2236bc4-29fb-4a69-af12-dbd04d9d61ce,1fbdce23-f072-495c-957b-9444545cae1b,c3,c2,26,?,?,surb={'id': 'd533edac-295f-4ec8-8913-f1e93c0f10ed', 'route': ['p2', 'e12', 'i12', 'x12', 'p3', 'c3']}
1769465472.0952775,SENT,34d20c9d-aef9-4e97-b8da-dfd845bca498,ce91e668-747d-412e-aef6-abe6e4ac4f16,c3,c2,3377,?,p3,
1769465472.0954118,CREATED,b95e9421-31fb-45c4-8b5c-64220fe908a5,64f6f2f5-76a9-4ab0-8800-d610fe6adaa2,c3,c2,26,?,?,surb={'id': '434f3c39-f883-402a-89f7-e277ca77d0e9', 'route': ['p2', 'e4', 'i4', 'x5', 'p3', 'c3']}
1769465472.4446409,SENT,624f0708-e1f1-47ef-b926-c79a3de3b9b4,c10a6e27-45b3-4139-aaee-b67620728920,c3,c2,3393,?,p3,
1769465472.444792,CREATED,7ea3e5d6-cafa-4640-999f-09b7c07cc5e7,b2ee3099-a9d0-4fc8-b8e0-3069061aaceb,c3,c2,27,?,?,surb={'id': '4e3eb755-26e3-4834-9905-0f1303d81cd8', 'route': ['p2', 'e12', 'i2', 'x9', 'p3', 'c3']}
1769465472.651761,SENT,ed63a600-648d-454b-ae82-1208f8c531dc,ba1cb7e8-d84a-4020-ae88-102eeecd90d1,c3,c2,3381,?,p3,
1769465472.6519089,CREATED,dc69e216-6d32-4fd3-9406-fe88b0f95ef2,45328455-0850-41f9-9a75-8a0808ec1caa,c3,c2,27,?,?,surb={'id': '0d42638c-59f4-42f5-966d-e33fc92369b8', 'route': ['p2', 'e12', 'i4', 'x7', 'p3', 'c3']}
1769465472.867573,RECEIVED,f15966a8-fc08-4b26-9b40-9a74748d2783,0e170789-8226-482d-808f-5052194845c7,c2,c3,26,p3,?,surb={'id': 'c6e5c49f-6878-41bd-af39-b02a9d187355', 'route': ['p3', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769465473.0568147,RECEIVED,3f5827c5-20a4-450a-bbc8-424d055e99f1,2f0c08e5-5d1c-4c76-bef6-9b9445034c5d,c5,c3,26,p3,?,surb={'id': 'f58733d8-7703-41aa-bb58-a5031be1973a', 'route': ['p3', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769465473.1730971,RECEIVED,55134c22-65f5-4cf5-928d-45dad36cfa75,ddb7fcfa-b97d-432e-91de-7fd2bf82452f,c2,c3,27,p3,?,surb={'id': 'f4db97f7-c0c6-4a3b-a407-eef58dfa0d56', 'route': ['p3', 'e10', 'i10', 'x1', 'p2', 'c2']}
1769465473.4058928,SENT,9981ffb2-ca4c-4b81-8633-92ea647d142e,699e5668-41a4-4915-a087-b6485e21d638,c3,c2,3404,?,p3,
1769465473.4060452,CREATED,ca316985-daea-4871-bce9-5f0dba630109,b09410b2-445f-42ed-8c41-5045fa7d999a,c3,c2,27,?,?,surb={'id': '5ce15d53-2f1e-41ea-8cbf-d2efdca398b2', 'route': ['p2', 'e2', 'i11', 'x3', 'p3', 'c3']}
1769465473.5607276,SENT,cf7ddbe7-171b-44ab-9580-9c0b9871b778,1ff419a4-e230-49f5-a2e9-e80cf922459e,c3,c2,3381,?,p3,
1769465473.5628195,CREATED,1880447b-c759-4d12-ba48-0dc4749f022c,a80d13b6-ab6d-4860-ad36-717a072ce24a,c3,c2,27,?,?,surb={'id': 'c12faab5-8976-45b6-ab38-b35935b4eb96', 'route': ['p2', 'e3', 'i5', 'x5', 'p3', 'c3']}
1769465473.5817983,SENT,b6236459-2801-4f53-a5ef-c3739383954e,35ea0a86-a67c-4bc5-b700-f6fe65a35869,c3,c2,3381,?,p3,
1769465473.5819287,CREATED,a5374fd9-bb00-4557-aa80-303f342cdfe6,00aeb0e7-19b6-4de5-b851-0b4f24ba67be,c3,c2,26,?,?,surb={'id': '81de2cc6-17b8-4b20-b7cc-cd57e13c85f0', 'route': ['p2', 'e2', 'i3', 'x9', 'p3', 'c3']}
1769465473.6086,SENT,7f5bdb57-7de1-44d6-9222-057407506f1a,6c232a55-67c1-46e4-9b64-e0964539d05a,c3,c2,3385,?,p3,
1769465473.6087358,CREATED,815c67ee-f3fe-47cb-9c9a-9b422719eb65,6958597a-7b89-4370-ad4a-d024761b0409,c3,c2,27,?,?,surb={'id': '48285030-59cc-409e-849f-14231c54ec44', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769465473.9015746,SENT,8ca618a3-cc68-4b57-820d-8d62ca00f8b7,385b1a28-51be-4dd7-adac-9dccd6edc7c5,c3,c2,3392,?,p3,
1769465473.9017298,CREATED,9ab1737a-7fe1-4dad-9a01-13a7ca556bc5,866ef094-1821-4517-9aeb-3ec224e76bae,c3,c2,27,?,?,surb={'id': '58532d15-7231-44b3-84d5-24126062da57', 'route': ['p2', 'e7', 'i7', 'x1', 'p3', 'c3']}
1769465473.9935558,RECEIVED,33236c0c-1833-4520-a4cb-21daa4d07627,9ad38634-b949-40a4-8234-b35f5a53baf6,c5,c3,27,p3,?,surb={'id': '38cca1b9-60ea-4b6a-9e44-0f6fd3b747ca', 'route': ['p3', 'e4', 'i3', 'x8', 'p2', 'c5']}
1769465474.0972047,RECEIVED,15c8de05-1ee1-42d4-8d2e-ca8785a6993d,c6bbefc7-71a0-48a2-92c2-fb3ec8d73097,c2,c3,27,p3,?,surb={'id': '4e563c92-34c6-4950-b419-56e57158e1fe', 'route': ['p3', 'e11', 'i9', 'x10', 'p2', 'c2']}
1769465474.110954,RECEIVED,ef9aefef-8a40-44e0-82aa-7950b184e9b5,cf22bac8-41ab-4aea-84d6-8c8ff8d54b30,c5,c3,26,p3,?,surb={'id': '1c81978c-0e46-4aba-883a-531f87349ced', 'route': ['p3', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769465474.1539402,SENT,6e80c6f6-2aff-4f7e-a691-da1d273298f3,2eb66fde-b7ae-4ebe-8916-3bb20b2df02a,c3,c2,3378,?,p3,
1769465474.1541102,CREATED,1a502f04-2ea8-4848-9ef7-a92baac021fd,7d4d4f47-07b2-46c5-bc8b-0236da345eeb,c3,c2,27,?,?,surb={'id': 'a82e8e4c-1f7d-4996-9244-e3e4d8ac7815', 'route': ['p2', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769465474.3992996,SENT,adae504e-62af-4b8a-a42e-3465007fc2c5,1e87bf82-f871-4b13-8964-ef85dbaf134d,c3,c2,3364,?,p3,
1769465474.3994305,CREATED,981d52c2-22d5-43a9-8387-cd7811041bc8,9965a1ee-4dd0-4544-9d48-6e1dfb0c6525,c3,c2,27,?,?,surb={'id': 'f64f8d49-a86a-4fe1-b536-f49234891a3d', 'route': ['p2', 'e5', 'i3', 'x1', 'p3', 'c3']}
1769465474.4173973,SENT,14853970-2cfc-48af-841b-b3a0da5c3f71,e21827d2-356c-4f63-9b42-931b71ba5115,c3,c2,3393,?,p3,
1769465474.417527,CREATED,9836f9a4-c9f1-48d4-b8bf-449bb463339c,4e80a236-b894-41d0-8dca-70e74e19f9ab,c3,c2,27,?,?,surb={'id': '27d7c037-5daf-4d04-ae79-3d624f23bec7', 'route': ['p2', 'e4', 'i9', 'x6', 'p3', 'c3']}
1769465474.4568763,SENT,354cda59-63e3-4468-b153-601cf3665eef,018912c3-a9b4-4914-8b2b-9779c4ca5038,c3,c2,3378,?,p3,
1769465474.457022,CREATED,a42fbb40-6385-4ce2-bbe4-96a4bfe59c50,51ba26cc-ce04-45e7-a69c-99b19fa2161e,c3,c2,27,?,?,surb={'id': '8c857d9e-16fb-429e-81d8-a2b823e4ee82', 'route': ['p2', 'e2', 'i1', 'x1', 'p3', 'c3']}
1769465474.5537448,SENT,a2250555-e926-47ad-8feb-db555e528884,3a05b332-1d5d-4a37-b9e8-39eca8c096dc,c3,DROP,2016,?,p3,
1769465474.5538828,CREATED,dd315714-de1f-42cd-a956-16fd637c5dc8,03e4a200-99d8-401f-9e1d-9a98b2a63211,c3,DROP,27,?,?,
1769465474.5628207,RECEIVED,719e1adc-05eb-46cf-a94b-9cad7ae0bf23,70159b11-b899-4ba2-8e88-8ceb3a7eecf6,c5,c3,27,p3,?,surb={'id': '9cfee5a3-9daa-4059-b187-338e6929f68d', 'route': ['p3', 'e11', 'i6', 'x10', 'p2', 'c5']}
1769465474.6213636,RECEIVED,555d7775-2688-407d-b5fc-b50028d7b9e2,decc3d8c-256e-4e66-bf34-b50f73a9b213,c2,c3,26,p3,?,surb={'id': '375aa67f-4700-48f9-bc4b-89e322de6971', 'route': ['p3', 'e6', 'i7', 'x11', 'p2', 'c2']}
1769465474.62536,SENT,eefe5b06-8dfb-4c82-9719-ae3387ae890e,6471235f-069c-4bff-a8f6-8f201f91a68a,c3,DROP,2032,?,p3,
1769465474.6255438,CREATED,76e0e0a3-3385-47cf-b854-c6fb7ba4c4ab,301a65d0-c910-4d6d-9da8-6dc58ea3e044,c3,DROP,27,?,?,
1769465474.8224108,SENT,5f963365-ed2f-46d3-93ed-35a146501955,c136cf14-c4ac-42a6-95a2-9a0caacdd3fa,c3,c2,3364,?,p3,
1769465474.8225603,CREATED,087c9f5f-70df-4e67-867a-34780a7a34b9,966fa74f-eb57-49dc-9b0b-f5b25249d397,c3,c2,27,?,?,surb={'id': 'ed70f352-7487-4da7-b050-fc5eba3e9374', 'route': ['p2', 'e1', 'i4', 'x1', 'p3', 'c3']}
1769465474.8370388,RECEIVED,f4ea3e09-c616-4127-8ad5-fb2ca9474f52,a15f67f5-5d57-40d8-a513-37bf8eb26d7a,c5,c3,26,p3,?,surb={'id': '45a754d6-24db-4df3-b229-534a2c93f4bc', 'route': ['p3', 'e7', 'i8', 'x1', 'p2', 'c5']}
1769465475.0117526,RECEIVED,1cf30bfd-4fdb-4972-82e2-a4b21a827812,4700c859-91ad-4b22-91b7-86585e03cf9e,c2,c3,27,p3,?,surb={'id': '54c32317-749d-4506-94eb-becdc893e3ae', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c2']}
1769465475.1165004,RECEIVED,abfc0ca5-5f96-4dd7-8f7c-9d058022f30f,49738a68-d135-4dc1-971a-3bc17372aeaa,c5,c3,27,p3,?,surb={'id': '6b124b43-1722-466e-bc3d-024bc6acddc8', 'route': ['p3', 'e5', 'i7', 'x7', 'p2', 'c5']}
1769465475.318893,RECEIVED,601b12e0-02d1-41cb-8e98-33e4fb01fe95,31b2f222-52e1-44d2-bd31-854d41465c79,c5,c3,27,p3,?,surb={'id': 'a16e8add-b0a6-43f2-a497-71887134679f', 'route': ['p3', 'e11', 'i9', 'x10', 'p2', 'c5']}
1769465475.4077604,SENT,0ed85798-5bea-4392-96e5-5c7871a78e9b,3f2cd06b-8ced-4816-ad8b-ef649195aff2,c3,DROP,2020,?,p3,
1769465475.4078765,CREATED,d56f7bdd-d49e-4654-86e9-c19364e4140f,793361e2-057e-44d8-8dff-6e903763a9e5,c3,DROP,27,?,?,
1769465475.5321426,RECEIVED,f6ae3cfb-11f2-45ad-b427-f9f7ecad6b8c,fadb2a61-7fa5-49f7-bf58-7e915bcd6321,c5,c3,27,p3,?,surb={'id': 'b84d8947-9b33-4350-9c46-e3bc07661611', 'route': ['p3', 'e6', 'i7', 'x9', 'p2', 'c5']}
1769465475.6619463,SENT,5ddc8810-3c7d-4e2b-a279-117d748e3492,884a5da8-afc6-47ad-b657-e805350eba4e,c3,c2,3361,?,p3,
1769465475.6620958,CREATED,1c3cd021-1609-45e2-8db1-d839045f6a25,e705aa77-cf1e-4b87-9995-66b5529f3694,c3,c2,26,?,?,surb={'id': '09dc9e3b-c7fc-4ecf-b62e-6f4aca0e21fb', 'route': ['p2', 'e4', 'i12', 'x6', 'p3', 'c3']}
1769465475.8068035,RECEIVED,e298f7e9-ef2f-44bf-989e-f2965d5c2729,4ad20898-e7b1-46ba-a586-3d61c82e66dc,c5,c3,27,p3,?,surb={'id': '4a6b80c6-2ee9-4dd3-8218-f0b22eb6d27f', 'route': ['p3', 'e11', 'i5', 'x11', 'p2', 'c5']}
1769465475.9172885,RECEIVED,82a493ae-bbf9-4852-9481-3b5c380ce834,03073d97-6e54-4167-baf8-4761d445a74f,c5,c3,26,p3,?,surb={'id': '91ef0333-6b28-4126-abe3-dc66a4f45ac4', 'route': ['p3', 'e4', 'i12', 'x12', 'p2', 'c5']}
1769465475.9466052,RECEIVED,653a2433-6e64-4301-8e12-34f12cf2ecf0,62529791-6fe1-4a61-adad-2950a589e94a,c5,c3,27,p3,?,surb={'id': '2f6d973e-c3b9-4c2a-976f-afd17f9b177d', 'route': ['p3', 'e11', 'i10', 'x9', 'p2', 'c5']}
1769465476.2872355,RECEIVED,35faa106-e572-49db-b264-2b4b3833df7d,9fad40ba-c0f2-407f-9a6c-6907432a5f15,c2,c3,27,p3,?,surb={'id': '469a3a5f-6da7-4061-b8db-c18de19801d8', 'route': ['p3', 'e5', 'i7', 'x8', 'p2', 'c2']}
1769465476.35926,RECEIVED,9b1bc628-836d-44a5-993a-3c3194ff0775,bcaf551c-2908-423a-81ce-bbde3d915b24,c5,c3,26,p3,?,surb={'id': '8e1791d2-a4a4-4453-9f13-eb08aa392e4f', 'route': ['p3', 'e4', 'i2', 'x3', 'p2', 'c5']}
1769465476.4210427,SENT,b8bfe71d-0c4f-4b1e-8ea7-1dc5e670725f,37999dac-c361-4488-a0c7-bce0fa5d72d6,c3,c2,3401,?,p3,
1769465476.4212399,CREATED,dacaa984-cb94-455a-8978-eae072049da2,fb601c9c-78d6-485b-9453-4e2089bac421,c3,c2,27,?,?,surb={'id': 'a2efe8ac-323d-4950-8fc9-7cc6663bf5df', 'route': ['p2', 'e7', 'i3', 'x10', 'p3', 'c3']}
1769465476.5288439,RECEIVED,0d05f7a7-4f20-4a83-aa90-e70930179f94,e4a4492a-1ba8-45e9-9808-ddb4f7bfc42f,c5,c3,27,p3,?,surb={'id': '5a9baf97-0b94-41bb-8d6d-25235d1b911c', 'route': ['p3', 'e1', 'i7', 'x1', 'p2', 'c5']}
1769465476.5974772,SENT,83aad332-3325-4c33-b916-a79d45943863,340182cf-e3b8-45c3-9f35-0df587b26278,c3,c2,3388,?,p3,
1769465476.5976286,CREATED,01ab4710-132b-4d5f-87a7-caaf0cafdfe5,c0eaf718-4600-4f85-b0a2-7f4f13fcfced,c3,c2,27,?,?,surb={'id': '2a5116dd-95d6-49f7-926a-f34abb95079b', 'route': ['p2', 'e9', 'i12', 'x4', 'p3', 'c3']}
1769465476.7554822,SENT,2a738ecb-ad55-4b58-819b-2e17ce178394,0bdb5434-c440-41d9-800b-957b196ad2d6,c3,c2,3388,?,p3,
1769465476.75563,CREATED,5c9c4602-7493-4df6-a130-8738ce04ff9b,c1ecb82e-9c20-4f39-a8b7-1b8a98848190,c3,c2,27,?,?,surb={'id': '07212588-dd62-4aec-bf08-4f2c15ecbb89', 'route': ['p2', 'e7', 'i9', 'x7', 'p3', 'c3']}
1769465476.7644112,RECEIVED,777f271b-de0e-41d6-84a6-c3e3b37730fe,89e4161c-352c-4e4b-97b9-b787227e3d23,c2,c3,27,p3,?,surb={'id': '9b528918-6528-45f9-95f7-527db8f580f2', 'route': ['p3', 'e5', 'i10', 'x1', 'p2', 'c2']}
1769465477.0302665,RECEIVED,e9caa339-f811-4e08-8938-220ca37cb60a,1b684cc2-1898-447c-ba3e-c2dbae5745b6,c5,c3,27,p3,?,surb={'id': 'de9a90e8-efb6-4723-8648-3a2bc8b4fdf4', 'route': ['p3', 'e12', 'i2', 'x6', 'p2', 'c5']}
1769465477.397,SENT,5f10053a-2941-40fa-a8eb-8181639ec0cc,f98fe6db-5850-4ba0-aeb4-5def20483389,c3,c2,3367,?,p3,
1769465477.3971806,CREATED,71b861a2-e7f3-4e2a-9c5f-fb6091261d83,89eb653f-05ad-442b-9a4f-80031bde376b,c3,c2,25,?,?,surb={'id': 'f1501b92-e159-4ae9-8257-1ece77e4d12b', 'route': ['p2', 'e1', 'i5', 'x10', 'p3', 'c3']}
1769465477.5249686,RECEIVED,3f37ea44-b871-4cd5-aa17-988f931511f9,d632df68-6546-45cd-9322-b105774b0a55,c5,c3,27,p3,?,surb={'id': '9273cbb7-07f0-469f-9222-7a51995b48cc', 'route': ['p3', 'e5', 'i5', 'x4', 'p2', 'c5']}
1769465477.7640076,SENT,3d6c71b2-8c22-4401-ace3-9536b68e2bff,9d23e469-186a-46ea-9d75-b961c149e1c0,c3,c2,3356,?,p3,
1769465477.7641761,CREATED,432cbbf5-b7d7-4692-9aa8-182e99ecd707,a5689189-bfcf-4ba1-beec-53aa86189a87,c3,c2,26,?,?,surb={'id': '712af986-0d26-474b-976f-bda61fa68553', 'route': ['p2', 'e8', 'i2', 'x2', 'p3', 'c3']}
1769465477.882574,RECEIVED,b2ffe01f-1c9f-4b23-a999-a41a6cfa7bd7,3870eeb6-22e7-469e-9eea-a99ee3ce1cfe,c2,c3,27,p3,?,surb={'id': '5ca92f7b-55f1-489d-b85b-0749b731a564', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c2']}
1769465477.9500878,SENT,35274aef-d173-49eb-9642-ad66048582a1,6b237e4e-dd9a-4139-bd85-614c9e46f724,c3,c2,3364,?,p3,
1769465477.950254,CREATED,8e04f6f8-4750-4390-aad5-060199c83937,537f41e8-c694-41bb-80bb-07675d15b821,c3,c2,25,?,?,surb={'id': 'ac2b6f72-f902-4b34-a731-cbf6ed025833', 'route': ['p2', 'e4', 'i8', 'x7', 'p3', 'c3']}
1769465478.050899,RECEIVED,07c52a66-f914-455f-8921-1f49834a6246,6c65d9dc-41f8-4f1e-9b28-e99fa5e18b22,c2,c3,27,p3,?,surb={'id': 'f64d66c5-f014-4e25-8393-1b43f02a2efa', 'route': ['p3', 'e9', 'i4', 'x12', 'p2', 'c2']}
1769465478.1339986,SENT,9edab9f3-daef-47e4-b9e6-cc9935fc41dc,07a29277-ffbb-4f75-a1b7-462dcca6bf38,c3,c2,3376,?,p3,
1769465478.1341772,CREATED,def8b9b0-6fd0-47bf-84a3-2540ca8e430c,8a71f09c-3a91-45c1-af93-24415767fe95,c3,c2,27,?,?,surb={'id': '7eb70d11-7bc2-4033-b7ca-ea919966f0db', 'route': ['p2', 'e5', 'i10', 'x7', 'p3', 'c3']}
1769465478.1817138,RECEIVED,c5aaf870-3451-4882-a935-eac6d71b4c18,af61df25-1137-4f0b-8dd8-66ff89083844,c2,c3,27,p3,?,surb={'id': 'cc842d6f-28ef-4bdb-b1d4-ea9e79b0f3a8', 'route': ['p3', 'e12', 'i2', 'x3', 'p2', 'c2']}
1769465478.1980383,SENT,8dea6d81-5c35-4c33-afb1-acb19e871e6a,7a6a3d71-8a41-4da7-900d-faffdef7ca18,c3,c2,3359,?,p3,
1769465478.1982143,CREATED,0505d5ba-e947-4bfd-a1af-a88c501303db,84eaa03f-cfef-42cc-a3ca-32c45ca70872,c3,c2,27,?,?,surb={'id': '7e26a24d-568f-4a2e-9cd0-ea0c31a88aba', 'route': ['p2', 'e8', 'i2', 'x8', 'p3', 'c3']}
1769465478.2077339,RECEIVED,d7d9dac6-19ae-4d36-b4e0-9ee9c5e0e1ab,3aa46859-83b8-47f8-abe3-b7720cdbbe39,c5,c3,26,p3,?,surb={'id': '1a361754-ac40-46a9-830b-0881c52ac461', 'route': ['p3', 'e6', 'i6', 'x7', 'p2', 'c5']}
1769465478.3427992,SENT,911e83a8-af24-4935-b796-c85f073f296a,765511c7-4e6c-4a87-827d-a289040cf39c,c3,c2,3359,?,p3,
1769465478.342966,CREATED,78dba057-3698-4f7f-82ad-674b8bb94df5,23762570-3ea2-4b50-a731-07b92340e466,c3,c2,27,?,?,surb={'id': 'e66b999c-6b3e-4410-8cdd-0784abd03158', 'route': ['p2', 'e4', 'i1', 'x10', 'p3', 'c3']}
1769465478.8858507,RECEIVED,fe39a41b-aa97-4566-a5be-b1c633b9de01,7c9c0ad8-7ff4-441a-a936-911f06f22e33,c5,c3,27,p3,?,surb={'id': '42658c6a-aced-405d-90f2-7a1cd9d0d209', 'route': ['p3', 'e6', 'i3', 'x4', 'p2', 'c5']}
1769465478.9986901,SENT,2a636b85-1768-40c5-b65b-ddda4127baa0,9d5372fe-adc0-4954-81aa-ab8d2241d074,c3,c2,3383,?,p3,
1769465478.9988432,CREATED,f9d02d75-bca8-46e8-b945-c0339f7d5036,46e01a2e-a591-4419-9480-619b65069fc3,c3,c2,27,?,?,surb={'id': 'dd616072-f206-46be-a513-672b773aec57', 'route': ['p2', 'e1', 'i9', 'x6', 'p3', 'c3']}
1769465479.0621233,SENT,fc954fb3-ef19-4a64-a0ca-77a536959d84,39ad822d-68a0-49b5-a46c-a4b1ab667036,c3,c2,3392,?,p3,
1769465479.0622761,CREATED,ad3648e3-b43f-4261-9279-fc0b2f0c0ef5,8aff6db7-23e0-49e2-aa3e-54c7e19390dd,c3,c2,27,?,?,surb={'id': '9f075ced-fee6-403c-9936-4e0ebd6e4866', 'route': ['p2', 'e11', 'i10', 'x4', 'p3', 'c3']}
1769465479.0934525,RECEIVED,ade1e923-f429-4020-9cb7-49205aeb8028,f3ebbf23-c355-451d-aa02-ee8acb7546a5,c2,c3,27,p3,?,surb={'id': 'a425e849-9cbe-44f1-9e3e-259b9920233e', 'route': ['p3', 'e5', 'i2', 'x7', 'p2', 'c2']}
1769465479.2243016,SENT,305222b7-c59f-4fc1-9fba-8bf8467c561f,483d919c-8af2-4c04-aa68-e3b4e8717762,c3,c2,3408,?,p3,
1769465479.224377,CREATED,a0a169ea-bf26-4771-8dc6-62c8d5cc85e7,1057edb0-35e4-4b90-a507-01306e79992f,c3,c2,27,?,?,surb={'id': '62cfd1ff-e3ef-415f-9c03-0455cb72e0c9', 'route': ['p2', 'e5', 'i7', 'x7', 'p3', 'c3']}
1769465479.237687,RECEIVED,0fdc4f20-b626-4bd7-bfbb-bcd4e633eabf,1ff65610-f23b-4a5a-a61f-f8ed232be8e6,c2,c3,27,p3,?,surb={'id': '3512f341-f7fe-4953-9bcf-2dd017b59b3a', 'route': ['p3', 'e9', 'i9', 'x5', 'p2', 'c2']}
1769465479.3836591,RECEIVED,5b7febf9-a89f-4265-89a3-55cd34a1cadf,36d20dfe-88cd-4dc2-bba9-7501c7db385c,c5,c3,27,p3,?,surb={'id': '5077eb91-f0db-4764-9efe-7a99f2d82360', 'route': ['p3', 'e8', 'i10', 'x4', 'p2', 'c5']}
1769465479.464494,RECEIVED,71c9c9b7-bfbc-4523-b8e9-2c9e1ce2e0d0,d0e7f311-dbc9-4bf4-84bd-0d1a4809ba03,c2,c3,26,p3,?,surb={'id': 'f90f1bb1-de5e-4299-bde5-7cbd2f90f168', 'route': ['p3', 'e3', 'i9', 'x5', 'p2', 'c2']}
1769465479.4899635,RECEIVED,c9fba482-ada1-4c64-9f41-b31230d9982a,fd37de63-84f7-4d1e-9b29-8828b0addc71,c5,c3,27,p3,?,surb={'id': '94a538a0-bd4d-48ca-93da-6370f14b332f', 'route': ['p3', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769465479.5102766,RECEIVED,fc592bfe-37eb-48dd-8889-dd8569b155ed,46c2d6c2-cc1f-4f4a-84e0-ec614f8835cb,c2,c3,27,p3,?,surb={'id': '9e1f4ae1-d0ec-4566-8b06-a6d16b7deed0', 'route': ['p3', 'e1', 'i2', 'x2', 'p2', 'c2']}
1769465479.5332363,RECEIVED,88a1dc99-48eb-4eee-bd31-06215a9196aa,9e882776-ef31-46c1-87cd-0aea82799b46,c5,c3,27,p3,?,surb={'id': '81259ae2-aa4c-43c1-91a4-6160b6bad0fa', 'route': ['p3', 'e11', 'i11', 'x7', 'p2', 'c5']}
