timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769465498.555692,CREATED,ddc3f522-ba22-406b-b8be-776add371a18,946c83e4-b77a-4a88-bce3-335c99c6b2c0,c2,c3,27,?,?,surb={'id': '9c6b60bb-ea83-42c9-a785-585d4b0ce227', 'route': ['p3', 'e8', 'i6', 'x6', 'p2', 'c2']}
1769465498.6483097,SENT,b6977fa2-e8b6-414c-aa34-1c140c6d0764,dd26928f-127c-49f0-bca9-e6ac4bad9a9b,c2,c3,3360,?,p2,
1769465498.6484618,CREATED,a012e12b-0e5b-4d71-b0b7-3b86f769ba77,139e29ef-bf59-47b6-9698-9258ebfe4035,c2,c3,26,?,?,surb={'id': '4fd10049-da4f-40a6-91fd-b61c027b18bb', 'route': ['p3', 'e3', 'i12', 'x8', 'p2', 'c2']}
1769465498.6576834,RECEIVED,375a88d6-9931-47f7-866a-c7c3b1e072e3,94c8d8a4-85de-40ea-bb11-5d1cc1eddb2c,c4,c2,26,p2,?,surb={'id': '19b94bb4-e6c4-4246-9122-708bba1f5344', 'route': ['p2', 'e2', 'i11', 'x12', 'p1', 'c4']}
1769465498.672918,RECEIVED,f5e6685b-9b2c-478f-b6c7-db614b4d63cf,ab41e2b3-e72f-4dce-9f7d-d7a767e3ae6f,c1,c2,26,p2,?,surb={'id': '32d3e8af-e42f-4fb0-bcb0-f6181f06df6c', 'route': ['p2', 'e12', 'i8', 'x2', 'p1', 'c1']}
1769465498.8115573,RECEIVED,98fd116b-598a-4f7d-8266-e3ba79209294,8afda2af-c8c6-4aea-a2cf-99da19f85393,c1,c2,27,p2,?,surb={'id': '0982eeef-4be4-421c-ac40-b66b75b32079', 'route': ['p2', 'e4', 'i5', 'x1', 'p1', 'c1']}
1769465499.0437553,SENT,52122241-1d3b-4677-a3a0-5380fa9e41aa,827481cd-dc94-40b5-9b64-6a232352ba5d,c2,c3,3397,?,p2,
1769465499.0439043,CREATED,305268c3-3ac3-4e5b-8dbc-cdb11c10debe,3a9666f2-c411-49e6-bafd-a79ba98b3621,c2,c3,27,?,?,surb={'id': 'ab49ac5a-d374-4009-84fe-2e1b75f19ed7', 'route': ['p3', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769465499.0596762,RECEIVED,24719326-6782-463a-b8b7-b07a65e010f4,3f9f3468-0733-4fb6-83e7-e9d062063f3d,c3,c2,26,p2,?,surb={'id': 'cc0f2b06-7d3c-4b27-accd-59c2abba5424', 'route': ['p2', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769465499.1888297,RECEIVED,b090f0d1-f17c-47f2-9303-98176075c90f,61d62b09-4322-48cb-a68f-19349a67b213,c4,c2,26,p2,?,surb={'id': 'f5e4c821-9235-499e-bd88-2a91148a54ed', 'route': ['p2', 'e2', 'i7', 'x5', 'p1', 'c4']}
1769465499.2225385,RECEIVED,588596c2-d628-49e4-b717-59175b37a47c,88dab84b-97ec-4805-b915-e43f19b47e23,c1,c2,27,p2,?,surb={'id': '8c8c8ee8-5dc9-4d8b-8f58-1efb573ade4a', 'route': ['p2', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769465499.4006412,SENT,97824278-fc4e-4d3e-8f5b-f16f0a55330b,5a7f4e55-c07b-41f8-807b-cccef336ebfd,c2,c3,3378,?,p2,
1769465499.4009347,CREATED,b7ba643b-63ad-4c6f-b603-94da8f3a9c47,b98ac74d-3ed3-477f-926e-874ceb73dcd7,c2,c3,26,?,?,surb={'id': 'c068b674-d516-4fd4-b1b9-4fe1ee164c37', 'route': ['p3', 'e6', 'i11', 'x1', 'p2', 'c2']}
1769465499.4129999,SENT,cd5417d3-e090-4ace-ac8f-0daaece5fdd7,8ea3343c-d5bb-48c6-a14f-3847c641935a,c2,c3,3374,?,p2,
1769465499.4132128,CREATED,848abfee-7e5f-42d6-8f3f-b6171e6f36b2,aef0baf3-736d-4e24-99de-0303fd0521ae,c2,c3,27,?,?,surb={'id': 'cc9b8c71-b6dc-41ba-ad51-deba52d43e19', 'route': ['p3', 'e7', 'i2', 'x6', 'p2', 'c2']}
1769465499.4662402,RECEIVED,da60a412-b81c-4519-80ce-5fab659e223a,2c434238-198d-450e-9d92-458c88772ba8,c3,c2,27,p2,?,surb={'id': '2f64d2d0-cfdb-43a8-b987-46d6c98e17f8', 'route': ['p2', 'e7', 'i6', 'x10', 'p3', 'c3']}
1769465499.5469284,RECEIVED,56e1bccd-2256-492b-b56c-4a3f3be4d492,c04d6c64-6f70-401b-8254-150b3f841fc2,c1,c2,26,p2,?,surb={'id': 'c47f1868-ba8d-4420-83fd-4b8fcedc6076', 'route': ['p2', 'e12', 'i7', 'x1', 'p1', 'c1']}
1769465499.7567363,RECEIVED,126ef38d-369b-4d0b-b58f-b65d06753c2d,1c419ce4-9a73-4639-9509-39057d528f17,c1,c2,27,p2,?,surb={'id': '9ed611ef-48e3-42f5-b003-b07fdfce8df7', 'route': ['p2', 'e10', 'i1', 'x1', 'p1', 'c1']}
1769465499.782326,SENT,f5e30eed-536a-4fab-881e-2b45d0c1bdd2,8afdcf27-0644-473e-b5aa-f734af37f210,c2,c3,3365,?,p2,
1769465499.7824855,CREATED,6427b3e7-b669-46d0-9cc6-f4b6e488caba,9350c077-cd33-4bef-909f-cd842463c937,c2,c3,27,?,?,surb={'id': 'cd2b7c0f-b032-4d94-9ca4-4171dd6a10a7', 'route': ['p3', 'e2', 'i7', 'x9', 'p2', 'c2']}
1769465500.093379,RECEIVED,1fa5061e-8d2a-4218-822d-6ad3e4db80ef,1df25e70-a346-46c2-a839-e884e4d36013,c4,c2,27,p2,?,surb={'id': '7e1044a1-3121-4ea1-9f14-e95f66936b68', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769465500.190936,SENT,23000c77-5e80-4da8-8110-9575034893ba,418e470b-033f-44fa-bd60-83e530327707,c2,c3,3376,?,p2,
1769465500.1917589,CREATED,fb932b40-5687-4a83-b96a-7f1b77d73f12,bc4c96ce-3050-404b-8861-2615ab2142f5,c2,c3,27,?,?,surb={'id': 'b388bd3f-9639-44d4-9215-743cefcac4d3', 'route': ['p3', 'e3', 'i7', 'x9', 'p2', 'c2']}
1769465500.2648222,SENT,c9cf40c8-69cd-4b65-979b-4076680732bb,dcf9cf7d-fe42-4171-bfd4-61c0e82de9b6,c2,c3,3360,?,p2,
1769465500.2649255,CREATED,ed40de7e-b55d-47ed-8f40-20ba759af14e,c48f5415-8537-43ba-81ca-ef0bc579c2cb,c2,c3,25,?,?,surb={'id': '5d05ad9c-06cc-4aa1-918c-93e3f24cbc80', 'route': ['p3', 'e7', 'i11', 'x4', 'p2', 'c2']}
1769465500.3197553,RECEIVED,2b8d5da9-26ff-49f4-af76-737aec7fef9c,ab214dff-540a-4838-b21d-103c4b247aff,c3,c2,27,p2,?,surb={'id': 'b469bdd2-26b0-44c9-8efe-98e490e8d20d', 'route': ['p2', 'e12', 'i12', 'x4', 'p3', 'c3']}
1769465500.333153,RECEIVED,6ffc9026-c936-4342-915f-3effe2d866e9,4ace4a7b-84a2-402d-8169-3f04da215dd2,c1,c2,27,p2,?,surb={'id': '71b05d57-d447-4ff3-9caf-34b0a629b62f', 'route': ['p2', 'e11', 'i1', 'x9', 'p1', 'c1']}
1769465500.5203629,RECEIVED,5e4e9a42-507a-40e1-bf10-cb7a55f820c1,561bd0f8-03eb-42cd-9a35-231843ea10d8,c4,c2,25,p2,?,surb={'id': 'b41229a6-e4bb-4d09-8e38-cceb84b7425c', 'route': ['p2', 'e12', 'i12', 'x9', 'p1', 'c4']}
1769465500.566704,RECEIVED,76a8e66c-4d44-4557-be79-7ecd21477fa9,889e9530-b9ab-4e3a-ae13-2c555d3a38c8,c1,c2,26,p2,?,surb={'id': 'bd4a9a7d-4a2a-435f-bb6f-d21d6038d850', 'route': ['p2', 'e2', 'i10', 'x1', 'p1', 'c1']}
1769465500.7154603,RECEIVED,f6646f87-4728-4aad-a38a-edb57f5d0ee7,0931925c-0fcc-400f-afbe-23334eff74f1,c3,c2,27,p2,?,surb={'id': 'e31a20f2-7247-47aa-859a-ec883a1385b2', 'route': ['p2', 'e2', 'i3', 'x9', 'p3', 'c3']}
1769465500.7404177,RECEIVED,02adcb05-9fe3-4817-a37f-e2b21f2991a5,b6c48141-2e61-48d0-8e46-123c7d7801e3,c3,c2,26,p2,?,surb={'id': 'c9dbf007-47a0-4521-98cc-1a0bb78e9fce', 'route': ['p2', 'e3', 'i4', 'x10', 'p3', 'c3']}
1769465500.9566145,SENT,4fa679a5-5035-4a4f-ad7c-b61c2b68b7f9,a4962817-93f5-47f0-96f9-60b919652146,c2,c3,3375,?,p2,
1769465500.9567845,CREATED,c1d85e35-680d-4ec2-b62d-dd5e8bd19513,f9ebca5c-6fa5-43a7-b122-40ab2b41035a,c2,c3,27,?,?,surb={'id': 'a90df441-7ce7-4a25-bb3f-1c9265f3a112', 'route': ['p3', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769465500.9967656,RECEIVED,ec29611c-3ae4-4226-93f5-294197257a28,92d17c8b-1416-4619-a888-8658d540d518,c3,c2,27,p2,?,surb={'id': 'e632d701-cab1-4629-94a0-e94cb84209ad', 'route': ['p2', 'e1', 'i7', 'x5', 'p3', 'c3']}
1769465501.0732982,RECEIVED,fae6a716-6031-443f-98c2-68bf55065668,1f193cec-d004-4e1e-8aef-f6b83e86c4fb,c3,c2,27,p2,?,surb={'id': '9e9b81d3-1494-42d2-beb9-c94b6e147028', 'route': ['p2', 'e11', 'i3', 'x6', 'p3', 'c3']}
1769465501.0975611,SENT,36d0fc46-186f-4c83-9cee-b501feec6cb7,a3b8775a-9bfc-4f40-bb11-9a387615ae54,c2,c3,3387,?,p2,
1769465501.0977108,CREATED,3ea4ce07-d2f3-4cad-8d84-ce74b6ec06fe,83bc2c80-fd96-4cc3-bd4a-207a98487f37,c2,c3,27,?,?,surb={'id': 'e8011f7c-309c-4763-a9d5-5d3e0e9ab3e0', 'route': ['p3', 'e5', 'i12', 'x11', 'p2', 'c2']}
1769465501.2033296,SENT,6d394017-6adc-46bc-b717-caac8290a2b1,2295edf1-83f2-4953-8744-09e28cdaba98,c2,c3,3359,?,p2,
1769465501.203483,CREATED,d8fe58f8-72e6-4f08-9a42-d0a0ee5d28c9,e416945d-200b-47b7-96b5-0b407dfdc132,c2,c3,26,?,?,surb={'id': 'e7947580-ba05-45a0-86a9-4e836d63182d', 'route': ['p3', 'e9', 'i8', 'x10', 'p2', 'c2']}
1769465501.247609,RECEIVED,448b0ddd-b835-4aff-8ec4-5e03d6fe5051,87ce2c5e-1c34-4161-81b6-6bfc116817a6,c3,c2,27,p2,?,surb={'id': 'c33b81e2-54c7-4b41-9a11-7e091ac90473', 'route': ['p2', 'e1', 'i9', 'x5', 'p3', 'c3']}
1769465501.2593648,RECEIVED,c28a9572-4f34-4a11-8335-e5a5c03a0c6b,ee2c8966-9f7d-4b43-9f62-3d9720e84519,c3,c2,26,p2,?,surb={'id': '7f5c83c3-f9da-4d37-8492-5ce294834e44', 'route': ['p2', 'e5', 'i2', 'x1', 'p3', 'c3']}
1769465501.3313096,RECEIVED,927c4439-4a77-46f5-8161-c3a8733c53f4,82284682-a0f7-482a-87c6-0b8720bc37c5,c1,c2,27,p2,?,surb={'id': 'de14cfb8-1a3d-4d79-a87e-84cb4dcffa24', 'route': ['p2', 'e11', 'i9', 'x10', 'p1', 'c1']}
1769465501.3418496,RECEIVED,d658d441-5b22-45f6-ac2b-c9d526e36e12,932e6451-9189-447c-8bc5-fc90b3afca06,c1,c2,27,p2,?,surb={'id': '5541f25e-886c-41be-b371-0e615eecef77', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c1']}
1769465501.4541638,RECEIVED,d04cedae-5998-48b0-af2b-7d8c9c0519ec,5d2eb551-8fab-4a4c-b3a7-b8fe65df7022,c4,c2,27,p2,?,surb={'id': 'fcaa257a-e304-45ea-8a11-f484affbb8cb', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769465501.5108037,RECEIVED,d8ea9f37-cd06-42b4-966a-b1cfd19d399e,2930bfc0-62fe-4a30-ad7e-88c671e3c044,c3,c2,27,p2,?,surb={'id': '23cdf8fe-19a2-48d0-8ab6-f1c9e8fc475c', 'route': ['p2', 'e3', 'i7', 'x11', 'p3', 'c3']}
1769465501.5304933,RECEIVED,f65c0457-eeb7-427b-8421-a375e6be2263,592f1a7e-7659-4062-ad77-729be735da0c,c4,c2,27,p2,?,surb={'id': 'acee7981-8c91-4b19-acb4-1c815251cb54', 'route': ['p2', 'e11', 'i7', 'x3', 'p1', 'c4']}
1769465501.5491405,SENT,851fa32c-b2e0-4061-aa41-a6820c9eb337,45056bdf-92b8-4833-a920-80fdbf45eea9,c2,c3,3400,?,p2,
1769465501.5492659,CREATED,1c9637de-1f17-42a1-b1bc-b9fb3ab72747,2ec12e55-5854-4876-ad3e-7c3e63ac0092,c2,c3,26,?,?,surb={'id': '38f83ddf-6148-4ad0-b3e9-bb2f76cc9f70', 'route': ['p3', 'e12', 'i11', 'x11', 'p2', 'c2']}
1769465501.5664122,RECEIVED,34acba89-1bc1-43e3-8fc3-5c12eccbe4d4,d1d3bced-892d-4d68-9cbc-aa79cf489b08,c4,c2,27,p2,?,surb={'id': '39ee1b08-731f-457f-9091-841849b2d82f', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c4']}
1769465501.674113,SENT,18bafe14-b1cb-4e64-83a7-a314aff3bf59,ce1e3cb3-0078-4b98-a95e-f45a6c9b39ff,c2,DROP,2015,?,p2,
1769465501.674263,CREATED,3dff1015-8d60-4664-88d6-966194e4f073,253a8132-29da-45d8-b797-e209b1011421,c2,DROP,26,?,?,
1769465501.6884656,RECEIVED,04306c52-8b44-4a07-820f-9d8b3b9b534b,d68c40f0-656e-482b-81fd-6422f6634d7b,c3,c2,27,p2,?,surb={'id': '2b3e004e-66e4-428b-bcd4-2e16c83ab4d9', 'route': ['p2', 'e12', 'i1', 'x8', 'p3', 'c3']}
1769465501.7057452,RECEIVED,2599b55a-4bc4-4daa-b01f-0ad56dcfc091,af67fd1c-7a9f-472b-a33b-7e8058c817f4,c1,c2,27,p2,?,surb={'id': 'd3543c9d-6dcb-4606-824a-868ab00b3db0', 'route': ['p2', 'e12', 'i7', 'x6', 'p1', 'c1']}
1769465501.7993746,RECEIVED,9a59317d-4ab6-4bcd-a468-ab9377563304,dfaddb9e-6675-4523-b98f-8ebfb9ca081a,c4,c2,27,p2,?,surb={'id': '289a6d5a-06fb-477e-867c-a7525f3dde4d', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c4']}
1769465501.8349316,RECEIVED,8412fb17-70c5-4709-8321-dc969b43baa1,30e1a26b-6c02-4f69-b733-bbce9ffc96f3,c1,c2,27,p2,?,surb={'id': '4b226c0a-40e5-4496-a249-bae466cdfa30', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769465501.8946826,SENT,4102cd0d-9381-4cf0-b270-a971d4515232,8363a8db-af2f-48f1-ab92-5ab6d216e5ac,c2,DROP,2024,?,p2,
1769465501.8948207,CREATED,22fea3d8-51e8-4233-b85c-27b2d2b65073,49e463f6-750e-479a-9965-095dc551de43,c2,DROP,27,?,?,
1769465501.9580257,SENT,bd55ce2b-00a5-4b8d-9c06-bd8e955b68e3,0fb88279-3e0d-48b7-b6bb-32555a8a402c,c2,DROP,2017,?,p2,
1769465501.9581966,CREATED,36500f87-e0c6-40c6-830f-4c7622ccc7a0,87f1df0a-203e-46a2-9449-41c75f39bb53,c2,DROP,27,?,?,
1769465502.0421617,RECEIVED,e296ce11-ecc1-45ae-a498-ebfb44efc504,76e514f0-e765-488f-9891-47c05b5f083c,c4,c2,27,p2,?,surb={'id': '944f24f8-f91f-499e-98b9-c1361c939ec3', 'route': ['p2', 'e3', 'i3', 'x3', 'p1', 'c4']}
1769465502.1319828,SENT,54dd764b-6d20-443c-8835-78677760e352,3d5e3817-aba8-4813-bf05-1539648f7286,c2,DROP,2015,?,p2,
1769465502.1321452,CREATED,dbd8c270-12c5-4fce-be92-602bd6c48634,f4179a8d-a4c0-447e-9047-68f694c33d44,c2,DROP,27,?,?,
1769465502.226254,SENT,0f798f2e-a70f-4794-bd7a-c9e7f9ef77c4,0fc29bd9-5a20-452a-b9b9-cfbcc3f683e1,c2,DROP,2011,?,p2,
1769465502.2263985,CREATED,0d3b1723-4e56-4b20-a6a3-0f820c1c7bff,5360532b-94a8-40b9-ba82-6f5d91d7d64d,c2,DROP,26,?,?,
1769465502.3653016,RECEIVED,1b452edb-4a71-44f2-b609-d976b1e89e16,b2949898-f7ec-4c83-8bc1-cd9ac0be575b,c4,c2,27,p2,?,surb={'id': '56eeb173-9476-49a5-a9fd-832476a73dcc', 'route': ['p2', 'e7', 'i6', 'x4', 'p1', 'c4']}
1769465502.5211976,RECEIVED,4669084d-b970-42c8-9e7d-23dd46e6a0c3,c6cfc132-0256-4a94-9806-9a3c0d20af9e,c1,c2,27,p2,?,surb={'id': '6deae969-c05e-41b3-9e01-353b088a3531', 'route': ['p2', 'e2', 'i12', 'x11', 'p1', 'c1']}
1769465502.592602,SENT,eee36087-352d-42ea-9a25-f6d880365750,262abcb7-1345-4785-8a4a-57e1656a4ffe,c2,DROP,2028,?,p2,
1769465502.592723,CREATED,70d5be04-58a9-4444-8490-97175fd4a67a,160b033d-e54c-422b-9e1a-4a06decc1463,c2,DROP,26,?,?,
1769465502.6729271,RECEIVED,5cd3acb2-0a41-4041-a2a6-1dfba986ea8c,5217d92c-b82b-4384-92c8-db135fec1d6a,c3,c2,27,p2,?,surb={'id': 'a599c543-f84e-4da3-acdc-e94eacada25f', 'route': ['p2', 'e11', 'i10', 'x7', 'p3', 'c3']}
1769465502.682699,SENT,67e073e4-a29b-4f19-896e-a875bdecf912,e1a37418-7fbe-4bbb-ab90-30e344321dd2,c2,c3,3375,?,p2,
1769465502.6828315,CREATED,d0267110-5ea7-472d-8d31-f9cd6913c91e,2b8b75f1-1383-469b-8a3b-9aadea1bd924,c2,c3,26,?,?,surb={'id': '75d22544-38f2-46aa-b21e-e832abbdfe6c', 'route': ['p3', 'e5', 'i8', 'x8', 'p2', 'c2']}
1769465502.755496,RECEIVED,f2328cb2-c113-448a-83c1-feaf60415237,06f29eaa-b13b-4847-87e3-a1b70772c3a3,c1,c2,27,p2,?,surb={'id': '5074879e-0240-478a-912d-0e4082f8af08', 'route': ['p2', 'e2', 'i5', 'x9', 'p1', 'c1']}
1769465502.9083564,SENT,a51b66a1-9c6a-4ef2-84e2-c19aa67f9923,175bd804-c73d-46cb-b6c8-30a52878c6bd,c2,DROP,2014,?,p2,
1769465502.9084115,CREATED,fb613cb3-ab40-49ee-9c2f-effd71f90149,9e2a6245-da4e-442c-ad6a-050eb8da684d,c2,DROP,27,?,?,
1769465503.1796224,RECEIVED,7494036f-518a-4afa-8eaf-4328ea43f5ce,37be063f-5059-4b60-b8b9-6edeefdf4cbf,c3,c2,27,p2,?,surb={'id': '9f63aaf3-a31c-4b1d-b433-3f7d272c913f', 'route': ['p2', 'e7', 'i8', 'x2', 'p3', 'c3']}
1769465503.1909258,SENT,12acfb00-78d1-4198-8f65-7f48c6610fcf,1b8b3642-9076-4a70-ae1e-56f7307a293e,c2,DROP,2036,?,p2,
1769465503.1910868,CREATED,30c4fdaf-bcec-4cc2-ae65-ca109ab78323,13c7820f-f9c6-41d2-b6e8-1b69a24d1668,c2,DROP,27,?,?,
1769465503.2780907,RECEIVED,5eadf374-837d-4e79-a576-7449a54eb577,99d0464c-f3f1-4eaa-aa3b-4a96d170fbc1,c4,c2,27,p2,?,surb={'id': '52d3ba74-fbd6-4727-ab7e-df5ba6338103', 'route': ['p2', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769465503.4463146,RECEIVED,a16106d7-f3d4-4bec-a8c2-2fc98dcfd702,b54d70e0-971a-4d51-9523-c01bb0529037,c4,c2,24,p2,?,surb={'id': '8143c2d4-0ef4-4d23-905c-275a68b57f46', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c4']}
1769465503.4691374,RECEIVED,fc9d3559-f184-4c4d-8b67-3e5d010426bd,3db6626c-6163-416f-b8b4-1ca299643e0d,c4,c2,27,p2,?,surb={'id': '9865e4d3-2912-4aad-8565-45ec045ccbb9', 'route': ['p2', 'e10', 'i9', 'x7', 'p1', 'c4']}
1769465503.5207388,RECEIVED,4c2a3a9f-b998-43d4-bc34-673e8294b770,63383463-2601-47db-a37e-bbc177c42ec5,c1,c2,27,p2,?,surb={'id': 'ee2e6f01-fdc7-4410-8753-e5322eb9fca8', 'route': ['p2', 'e2', 'i10', 'x1', 'p1', 'c1']}
1769465503.5486016,SENT,2f9f737a-b913-4933-ad34-bfae9fa4bd07,b667a10b-cc9b-4d85-97f5-b81843f20a28,c2,DROP,2020,?,p2,
1769465503.5487313,CREATED,f22e5f27-1fac-48b9-8a0b-4e52f9e9668a,109159d6-0364-42ad-8b45-69ac59c6d6c5,c2,DROP,27,?,?,
1769465503.6017826,SENT,4f23568e-05de-4dbc-a9ba-6679cd195aa4,e887a9f6-e992-4abc-a21a-fc5d3d54c441,c2,DROP,2010,?,p2,
1769465503.601913,CREATED,38127684-7180-4806-a56f-8c4af3394a33,e70c9c06-9453-46af-a211-eaa2c0759233,c2,DROP,26,?,?,
1769465503.6622357,RECEIVED,f34354a5-8424-40a0-b22e-b4ac64805104,dc369c41-a0d4-481e-8ac6-ffa1f7022d27,c1,c2,27,p2,?,surb={'id': '4d178eb7-7f51-4739-83fc-02ed07b27630', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769465503.675231,RECEIVED,15e265d2-046e-4338-8993-8a6fdfbe1f8f,10a86653-f359-4443-835a-11678355cf62,c1,c2,27,p2,?,surb={'id': '0f35e0d1-08c5-49b5-ac33-5bb8692fffcb', 'route': ['p2', 'e1', 'i8', 'x7', 'p1', 'c1']}
1769465503.7808094,SENT,5eb123c5-1242-44fc-b553-bcd2cb747552,a869d5ff-340a-40b0-a845-3330fd22398f,c2,c3,3376,?,p2,
1769465503.7809622,CREATED,0603a211-774f-4a52-b410-04d51a711292,d7e2d073-0b62-4e64-84ed-822176a3929a,c2,c3,27,?,?,surb={'id': '86750981-3f4a-4895-93bf-cb73f69f96af', 'route': ['p3', 'e11', 'i8', 'x7', 'p2', 'c2']}
1769465503.869968,SENT,8d0fae4c-c51c-4993-a02d-d668a93d9b16,1b3aa383-c225-4882-b7c5-263b14da81ec,c2,DROP,2024,?,p2,
1769465503.8702426,CREATED,42f02233-1626-454d-8393-7afe81cf4a96,d1ad4610-7b04-4fb4-8365-d5a8160a5983,c2,DROP,27,?,?,
1769465503.920545,RECEIVED,04c3ff95-7109-470a-b009-dc800206f108,aca1b6fe-e436-4433-b93e-c89acab68c12,c1,c2,27,p2,?,surb={'id': '0886c1f9-2660-40fd-92cb-7136f1b382ce', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769465503.9802752,RECEIVED,ec9336e3-9ebd-4d75-8b8e-d264f1f61e74,04eafff9-73ba-4267-bf5d-6e90ff1cbd4a,c1,c2,27,p2,?,surb={'id': '782e7c3c-e7a6-4d78-a8d0-c10cc4ee2e02', 'route': ['p2', 'e10', 'i2', 'x12', 'p1', 'c1']}
1769465504.1222105,RECEIVED,6aa4e6a1-ecab-4e00-8084-810506eb3318,808f884f-69dc-4bbe-90d4-46ec69abcbb1,c4,c2,27,p2,?,surb={'id': 'e3314228-e685-4714-a484-fa7f4b673be5', 'route': ['p2', 'e11', 'i6', 'x1', 'p1', 'c4']}
1769465504.1507745,RECEIVED,f6692782-d5e4-4d0c-b041-db038f052b09,7f654049-5a6c-4e6a-88bf-37d3128c5c99,c4,c2,27,p2,?,surb={'id': '8a115c36-9304-44e5-afa3-328ad79eb3b6', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c4']}
1769465504.1653397,RECEIVED,844fccb1-2d3c-4740-a452-cb7561005b64,79c78193-b66b-418d-bb99-add760d15ad4,c4,c2,27,p2,?,surb={'id': '44580d6f-4ac5-4781-91a4-8faeee79d705', 'route': ['p2', 'e3', 'i7', 'x7', 'p1', 'c4']}
1769465504.1933396,SENT,93fffe3b-1bbf-4f7a-83d1-e74114965b9b,53dfc27a-2513-46bf-aa6a-191a75dacbef,c2,c3,3383,?,p2,
1769465504.1934853,CREATED,3b2bb2d3-4354-4c6c-9e7c-287e0b83760a,5e19bf9e-4f97-45a2-b897-6193322813a5,c2,c3,27,?,?,surb={'id': 'cff72cb3-e401-4f61-9cb1-c77b9da5c888', 'route': ['p3', 'e9', 'i9', 'x1', 'p2', 'c2']}
1769465504.2196264,RECEIVED,2539bdd5-af8b-46cc-acbc-1a1c1972bba4,579e0ba1-43b0-44d4-8213-d0c46456f87c,c4,c2,27,p2,?,surb={'id': '2f2fdd0a-787d-481c-adf6-7adf65ce2ed7', 'route': ['p2', 'e6', 'i4', 'x3', 'p1', 'c4']}
1769465504.334335,RECEIVED,234e3cac-7cd9-4a8e-9ca4-cc397cb3f3fc,30d18340-b8e0-4e98-a6eb-012e1fad2bc9,c3,c2,26,p2,?,surb={'id': '70da8663-027a-46d4-8d73-d0f5bf96fc46', 'route': ['p2', 'e12', 'i11', 'x5', 'p3', 'c3']}
1769465504.3854227,RECEIVED,81009cd9-de0e-408a-8ec1-e3d59eaf2939,66337985-ca7e-4dfe-9ee6-c2b767ce7174,c3,c2,27,p2,?,surb={'id': 'f66486d3-de79-4cf1-bec8-a1ca9f317c1d', 'route': ['p2', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769465504.4148297,SENT,2370aece-b181-4bb8-a723-a31be0f46b9f,99def06d-ce8e-4bf9-a13e-72d355c7eee1,c2,c3,3384,?,p2,
1769465504.4149394,CREATED,431395dc-fa5f-4180-9bef-1acce6499be7,70d96015-426d-40ae-b99c-ed3b1b34ac03,c2,c3,26,?,?,surb={'id': '783a2609-b896-491a-ad54-e7513b94f9fe', 'route': ['p3', 'e10', 'i2', 'x1', 'p2', 'c2']}
1769465504.4670186,RECEIVED,588a232f-6bbb-4230-9307-d24eb389c44a,ce6e5194-10ee-4813-b842-99e0c54adbe9,c4,c2,27,p2,?,surb={'id': 'e44da35d-fe3b-4ebe-8913-40a99536d6aa', 'route': ['p2', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769465504.571992,RECEIVED,0bcac5e1-2790-4ca3-89c6-aeff64a5199b,74670b2d-36a2-4392-a7ee-c85de14f336b,c3,c2,26,p2,?,surb={'id': '4014f952-611b-4cd7-9ca6-9b0d45b634ae', 'route': ['p2', 'e4', 'i5', 'x4', 'p3', 'c3']}
1769465504.5800776,RECEIVED,a0a1da4e-cf0f-4e97-98ed-63c4ae8b98c8,1a8fd14c-4869-454c-95e3-17468ef99cd3,c1,c2,27,p2,?,surb={'id': '891c12e8-7e35-46b4-a0d4-6b3f336218c4', 'route': ['p2', 'e3', 'i10', 'x9', 'p1', 'c1']}
1769465504.8754754,RECEIVED,eca51828-32bc-48f7-ae16-adc827834095,3776ef2f-3ad5-47e8-a231-f86b3e162717,c1,c2,27,p2,?,surb={'id': 'd63eb0b0-9dec-4ce6-b727-035c778d79ad', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c1']}
1769465504.9937973,RECEIVED,d36f6d4a-0e5f-4237-a44b-8598d832d280,a6eee874-28e3-4ef8-a593-90f8420ac41b,c3,c2,27,p2,?,surb={'id': 'b756f626-94b4-4139-93d6-164378411c0d', 'route': ['p2', 'e11', 'i9', 'x9', 'p3', 'c3']}
