timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769465859.9895024,RECEIVED,d46c902b-e194-4fcd-adcc-62a609941f2a,0400e0c9-4212-4e99-8d65-44725ec98f82,c3,c2,27,p2,?,surb={'id': 'cc8c1f38-16db-463c-85ea-6b7be33dbbff', 'route': ['p2', 'e9', 'i4', 'x1', 'p3', 'c3']}
1769465859.9984674,RECEIVED,6b738c68-22fe-4de1-aed9-5579b8490410,8c695162-8d96-4973-bc44-82cde78bacdd,c1,c2,27,p2,?,surb={'id': '8290ada5-52fa-4e97-917f-59d0aa9d3ac2', 'route': ['p2', 'e8', 'i7', 'x11', 'p1', 'c1']}
1769465860.0094442,RECEIVED,d2595f59-5898-4905-88a0-5fbde6bea932,b1560155-b336-4b57-acf5-7ef9715bafe3,c1,c2,27,p2,?,surb={'id': '86623731-b34a-4a2a-96b9-ec66e1eeff76', 'route': ['p2', 'e1', 'i6', 'x10', 'p1', 'c1']}
1769465860.0737362,SENT,57f61e39-7709-402d-a737-a0c3067be655,9c2da981-7f16-4ad7-9f6f-a10713903eb9,c2,c3,3399,?,p2,
1769465860.0738118,CREATED,ed215f1d-9d35-4e92-9fd1-c68b4078e280,a43f5e3e-257e-4263-a5e2-94a4afbc53f0,c2,c3,27,?,?,surb={'id': '6fd8ede6-394f-4a08-a509-ce7b730598b8', 'route': ['p3', 'e12', 'i6', 'x7', 'p2', 'c2']}
1769465860.141003,RECEIVED,949e8e67-b421-4493-934b-ae5e3cb2a77c,ef4424f6-5698-4770-ae43-af23e2f00190,c4,c2,27,p2,?,surb={'id': '789961d6-5ed4-451d-b928-875e34835299', 'route': ['p2', 'e7', 'i8', 'x12', 'p1', 'c4']}
1769465860.1871858,RECEIVED,4939c31c-3109-4f89-a4c4-6618e0c133af,fa7c508c-5247-4c00-adbe-939b180ccddd,c3,c2,27,p2,?,surb={'id': '578b343f-be67-4eb6-94c6-a0780521da8b', 'route': ['p2', 'e9', 'i9', 'x9', 'p3', 'c3']}
1769465860.2812147,SENT,a35b7f2e-9d1c-4830-bf5a-1b0860db5aee,57dd2460-0bd9-4087-852b-e68c1168dee7,c2,c3,3375,?,p2,
1769465860.2812915,CREATED,bfe9915f-9035-4661-a95a-b809561d2a1d,790497ed-14ab-418d-b17c-63390b962b4f,c2,c3,27,?,?,surb={'id': 'c3e4f7b4-1a47-42d0-a5a8-efd343019351', 'route': ['p3', 'e2', 'i11', 'x8', 'p2', 'c2']}
1769465860.4404943,RECEIVED,e1b09e07-3734-4658-a6f5-3c11958526bc,c40e152d-1e19-47f1-8d6a-81afd06aa1e1,c1,c2,26,p2,?,surb={'id': 'dacfd619-2bf9-4e4d-ad03-f4de2f09083a', 'route': ['p2', 'e11', 'i7', 'x2', 'p1', 'c1']}
1769465860.4424853,RECEIVED,1384f5a3-1d7f-4bd7-8a83-cd5473fbac02,a8f3a19a-a27f-4ad5-8e5a-85ab7d02775d,c3,c2,26,p2,?,surb={'id': '6ddd4527-4281-418f-b401-5ca35950eac8', 'route': ['p2', 'e6', 'i10', 'x1', 'p3', 'c3']}
1769465860.5685291,RECEIVED,18d35feb-82a4-4c9d-ad6e-6fb62ea89164,8c14ab25-25bf-4e89-8d88-3bfceab95c72,c4,c2,27,p2,?,surb={'id': 'bc8c77d8-f002-45e0-bbbf-d2f973daf04d', 'route': ['p2', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769465860.736285,RECEIVED,3436b74f-b6ed-44f2-b543-351c8793b389,c327fb7d-91f3-43f8-b191-82c85f2c2724,c3,c2,27,p2,?,surb={'id': '50577fa8-9a0a-48c3-8332-2ffa35316ad1', 'route': ['p2', 'e3', 'i8', 'x5', 'p3', 'c3']}
1769465860.7573853,RECEIVED,131ac88c-9bee-40d1-9faa-fd37b52bff33,070b0d80-1041-4c2b-8281-4a15518d1ac4,c3,c2,26,p2,?,surb={'id': 'b7a5c133-578d-49fc-b2c3-f6d184626879', 'route': ['p2', 'e5', 'i3', 'x10', 'p3', 'c3']}
1769465860.7762935,RECEIVED,7723aef8-b53b-4081-90b0-e23de283b370,895c5fce-98fa-43a9-9eee-61305d849098,c1,c2,27,p2,?,surb={'id': '2e58d45a-782f-444a-b6fe-4f297720ee94', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769465860.9384685,SENT,1e22032f-f67a-4670-beb4-92ed7915b3e0,48d733f7-91b8-4fbd-ba90-c4ce5b072e33,c2,c3,3360,?,p2,
1769465860.93862,CREATED,aa7bf725-69b3-4f47-9b5a-6b3bf711ed4b,181a9df7-048e-4420-927f-5c9ded2dafbd,c2,c3,27,?,?,surb={'id': '3018cceb-e9c4-4d3c-b7da-c041488d842f', 'route': ['p3', 'e8', 'i4', 'x4', 'p2', 'c2']}
1769465861.0474272,SENT,1c9e5983-ad7c-4e2c-b0f4-2c1e53da5c26,0f06902c-53b5-49ab-8207-1a582a9b707d,c2,c3,3387,?,p2,
1769465861.0475934,CREATED,a465559e-0273-4c66-879f-1a6a70bb51d9,e0763372-3d87-4857-94b7-1f04adfc9aa6,c2,c3,27,?,?,surb={'id': 'ec691e13-ffd0-4a13-943c-66ba0bc2b81d', 'route': ['p3', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769465861.0645988,RECEIVED,c2e5e71e-1ef4-4823-af04-556aa8e30b4d,2febad62-3e6e-4c30-8fd0-243d52fa089e,c1,c2,27,p2,?,surb={'id': '3e1562da-7472-4553-badb-2c33dc0a6043', 'route': ['p2', 'e4', 'i10', 'x2', 'p1', 'c1']}
1769465861.0986228,RECEIVED,df5b26b7-3b6a-49d5-96f5-77d94214940a,18e7d7d7-9fb5-4949-8434-03586262529e,c4,c2,27,p2,?,surb={'id': '781d487b-4a3a-4432-85dc-c918db4aec51', 'route': ['p2', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769465861.1919467,RECEIVED,737fa5f8-9c78-48a5-a729-bc3fdc14ee8c,af071881-4305-441c-810c-84debad9dc1c,c1,c2,27,p2,?,surb={'id': '6e2ec9f8-b952-49cc-8963-94ba6191378c', 'route': ['p2', 'e4', 'i1', 'x4', 'p1', 'c1']}
1769465861.239669,RECEIVED,df848a02-7b55-4e3c-acb5-0eafdac1e910,d2eeed51-d280-41cf-86e9-798c9e446c8a,c4,c2,27,p2,?,surb={'id': 'ff57d5e3-5879-4675-9779-1491aa19ac59', 'route': ['p2', 'e3', 'i8', 'x4', 'p1', 'c4']}
1769465861.2956216,RECEIVED,0561bbfc-b52d-48ce-971e-b8375e8ba2cf,a58aeb03-3ecb-4ff6-8afa-66ce626a25c2,c4,c2,27,p2,?,surb={'id': 'bc5c2f18-b234-47d6-83e0-e91131af3f2f', 'route': ['p2', 'e4', 'i2', 'x9', 'p1', 'c4']}
1769465861.3738182,RECEIVED,1c09fb8d-da99-4e97-a011-4541b506e2a6,4ec05289-60d7-47dd-8e0c-59f61b64f2f9,c1,c2,27,p2,?,surb={'id': '5c8fa659-dfa5-4a48-babe-177a56ef32e2', 'route': ['p2', 'e11', 'i1', 'x5', 'p1', 'c1']}
1769465861.385895,SENT,5713fa4f-5d46-484b-8ec1-694b04ea0be3,452ddc5e-8751-4c32-8fa5-f10dc06ad919,c2,c3,3383,?,p2,
1769465861.3859935,CREATED,cd3b0c47-3374-41ba-a8ed-18226f785de0,bd7ff671-460b-4512-b536-0373496a1201,c2,c3,27,?,?,surb={'id': '87a69e38-ee44-4010-abf0-a74cf2a88086', 'route': ['p3', 'e12', 'i8', 'x10', 'p2', 'c2']}
1769465861.5001955,RECEIVED,4cabc698-9249-4ecf-9fc4-6e85e270498b,be3489f2-6c26-4bee-81f3-2c6bb7509fe3,c4,c2,27,p2,?,surb={'id': '06a4eb5f-35fd-46e1-9407-a27907143826', 'route': ['p2', 'e3', 'i11', 'x11', 'p1', 'c4']}
1769465861.5129602,RECEIVED,0d2e3ba4-45a6-429e-bef8-6323e617997c,d2f73c9e-9006-43ef-ab63-3d6978d352d1,c4,c2,26,p2,?,surb={'id': 'c83f649c-9282-4e67-b33b-329f53d60287', 'route': ['p2', 'e4', 'i8', 'x1', 'p1', 'c4']}
1769465861.5469184,SENT,6d7f7c65-7f10-4086-b243-0313479e71ef,b7a15b6a-36d7-4b23-9a23-b4995e77aba7,c2,c3,3392,?,p2,
1769465861.547029,CREATED,0c8fed69-e39f-4118-bb49-aa155c1abbed,9747a804-032d-434b-b183-e9e9fe5a2c64,c2,c3,27,?,?,surb={'id': 'fe0c0d03-f539-452f-b36c-89931914ce86', 'route': ['p3', 'e2', 'i1', 'x6', 'p2', 'c2']}
1769465861.5667102,RECEIVED,7d8c6eeb-ea26-432a-9145-73011dd64949,2cc46b4b-def4-4c8c-bdae-b3359772e6a6,c1,c2,26,p2,?,surb={'id': '508531e2-08b9-4a13-9e1c-f0071e7f14c6', 'route': ['p2', 'e7', 'i1', 'x7', 'p1', 'c1']}
1769465861.849187,SENT,6451cfe8-60fa-4cd0-a6ec-5e6b8da65f0f,4d22386b-c957-4fd1-b02f-de6e9bb4f013,c2,c3,3391,?,p2,
1769465861.84929,CREATED,c4f6d270-351b-4de9-a08f-a08e3e9ccafd,bcf93c7d-087d-4661-b085-3f85169f5a2c,c2,c3,27,?,?,surb={'id': '4318db8a-786a-4468-b423-46e2a405a44f', 'route': ['p3', 'e9', 'i10', 'x12', 'p2', 'c2']}
1769465861.8666525,RECEIVED,cac3b259-27ee-46f7-9231-43892d8a2883,b5242685-cfaf-4ef5-9bb4-19d68259a847,c3,c2,27,p2,?,surb={'id': 'b11a9540-e81c-4c0b-ba22-fd90a9fed30e', 'route': ['p2', 'e1', 'i8', 'x3', 'p3', 'c3']}
1769465862.009484,SENT,f25d922b-0556-423a-84fe-d6db0daaa225,b61e7414-88b7-490f-8631-78f8c229a2ab,c2,c3,3375,?,p2,
1769465862.0095873,CREATED,73b67d47-8265-4ae4-820e-8ef119e89083,5aa40934-08a4-4014-894d-235ac8f9c56f,c2,c3,27,?,?,surb={'id': 'fc43c44a-88d4-4553-b7d4-9fd6d57c91da', 'route': ['p3', 'e7', 'i10', 'x3', 'p2', 'c2']}
1769465862.0351732,RECEIVED,9823b338-ff6c-4caf-a231-7e22d2522f32,eaa0bfa2-6ba2-4ce7-8b5c-216ab99f8673,c1,c2,26,p2,?,surb={'id': 'ebd9b96c-eb2b-47e4-ada1-a07d76b7cf2d', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c1']}
1769465862.1504922,SENT,2a3304a1-ea9f-4a6c-8f5b-674273675e36,339cbabd-02b7-46cc-b4b9-c534b5b0635d,c2,c3,3375,?,p2,
1769465862.150591,CREATED,52fe1f42-2b4c-4704-9f73-f035d5e608c3,0b4e6900-34bb-46be-9b15-b33f2493274e,c2,c3,27,?,?,surb={'id': '3dfe3aa9-aec9-480e-a802-7c032427dc49', 'route': ['p3', 'e9', 'i9', 'x10', 'p2', 'c2']}
1769465862.3138113,RECEIVED,9bab84ef-b212-42a2-8f0b-79167e9f80f2,b7de5ebc-8ec5-4439-9092-13a20faeb2ae,c4,c2,27,p2,?,surb={'id': '71994c75-ea59-45eb-bfdc-2e1c2a4daf20', 'route': ['p2', 'e9', 'i12', 'x11', 'p1', 'c4']}
1769465862.444537,RECEIVED,4a5b1c16-76f4-4a53-82f5-37703c121d63,b2d56ae5-8797-4cf5-98c7-56957e4410be,c1,c2,27,p2,?,surb={'id': 'da4fb676-bede-41b7-9945-6bc8c2f9ec40', 'route': ['p2', 'e8', 'i12', 'x10', 'p1', 'c1']}
1769465862.5455863,RECEIVED,047909ba-e4c5-4675-9f32-54b3c902286a,77b8162f-9ef2-4ac0-afe0-fce236fba422,c1,c2,27,p2,?,surb={'id': 'c55c2620-223c-4b4d-a763-0848bac3268e', 'route': ['p2', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769465862.567638,SENT,e028dbb5-8ed8-40b4-851b-0116e60fbf71,9f41f612-bac0-44a5-8598-fdd20e5abbe3,c2,c3,3363,?,p2,
1769465862.5677068,CREATED,3039e342-42a0-4af7-ac34-110b1153eeb6,579c546f-81f0-46a9-b370-84941f874219,c2,c3,27,?,?,surb={'id': '25c7ba3b-34db-4fca-8f43-5f9112a0a7ea', 'route': ['p3', 'e11', 'i6', 'x8', 'p2', 'c2']}
1769465862.5730274,RECEIVED,1c8bcbe6-a366-4afe-abc3-a53010b0da29,58923463-7729-45ec-93fe-798082fbdce0,c4,c2,26,p2,?,surb={'id': 'c585f397-e526-494b-9474-66dc708bbd1f', 'route': ['p2', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769465862.5815241,SENT,841480f2-09ed-4056-a3ec-d40f93047aea,84622db0-7a0f-4f4f-a9ff-2558ebec10ae,c2,c3,3391,?,p2,
1769465862.5815928,CREATED,3e9aaded-3534-4234-9859-ec9769a878a8,a33378d6-d2de-4cec-ac23-c70ea729d3a8,c2,c3,27,?,?,surb={'id': '2eceb21d-a45d-4d3c-8074-b085eadb6c84', 'route': ['p3', 'e12', 'i7', 'x12', 'p2', 'c2']}
1769465862.6142676,RECEIVED,9887da52-9a34-47e3-80ef-a0657b552c15,002656f5-f636-4c74-8462-a7d1e9d8a2f1,c3,c2,27,p2,?,surb={'id': '7294d1aa-9e2e-48bc-b10b-722db0c52425', 'route': ['p2', 'e4', 'i12', 'x12', 'p3', 'c3']}
1769465862.625893,RECEIVED,a330e250-19be-4dd0-856c-405c22feb525,1ca96572-8161-4664-85b4-95b9c8e516d2,c3,c2,27,p2,?,surb={'id': 'ffb13be0-af82-49c1-b327-bf9d3a0ec8d5', 'route': ['p2', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769465862.6987748,RECEIVED,161f9a47-24e7-4ca7-91c0-57fc63c560f1,929ea344-4b5b-4e97-a5aa-df24e00b9995,c4,c2,27,p2,?,surb={'id': 'a7ed5120-21a3-4995-8878-40ac20bfb49c', 'route': ['p2', 'e3', 'i3', 'x6', 'p1', 'c4']}
1769465862.7854824,RECEIVED,ee64bacc-d83d-4586-a1aa-1064fdeb078d,6d844ddd-64b6-47f7-b345-baba7340e8ff,c1,c2,27,p2,?,surb={'id': '59b4b1ec-297b-4d50-aa9a-3afeec9a4912', 'route': ['p2', 'e5', 'i7', 'x1', 'p1', 'c1']}
1769465862.850257,RECEIVED,fe3ead05-e91f-4b38-84a8-468bc9e2610a,12c3de47-a224-4f43-86a6-2aeffcc1508a,c4,c2,27,p2,?,surb={'id': '16a52212-7100-4deb-b849-649a5481e2ab', 'route': ['p2', 'e12', 'i12', 'x1', 'p1', 'c4']}
1769465862.9343762,RECEIVED,351f1131-67ea-4ffd-b216-272ba89e50ff,6ab16894-4504-4006-9982-ec89a24db3a6,c1,c2,27,p2,?,surb={'id': '573d9d80-9196-4635-883e-8b1b96c57540', 'route': ['p2', 'e10', 'i5', 'x3', 'p1', 'c1']}
1769465862.9354055,RECEIVED,ea9fb3f7-f7b4-4c52-b528-6ca189a74fc2,4a0d8f16-50ca-48df-8f4f-7b4119887737,c1,c2,27,p2,?,surb={'id': 'eec7fb2d-ddba-4bc6-886c-ba41baf5dbce', 'route': ['p2', 'e10', 'i11', 'x6', 'p1', 'c1']}
1769465862.9403915,RECEIVED,ed820009-f546-42a3-bf3c-79230b5e41d0,afcc1d6b-7b74-408c-9498-afa645b50d76,c4,c2,27,p2,?,surb={'id': '8a38a09b-3035-4d45-8c93-9d8d056363d5', 'route': ['p2', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769465863.0028892,SENT,7c6d6e2d-99d0-4668-ae9b-bb7b3191ea25,1d95b1e9-522e-4f1e-8f38-ca271c453c61,c2,c3,3376,?,p2,
1769465863.002961,CREATED,6c16dac5-7f2e-40c7-a735-86571338ebe0,c4b3bfe9-04f8-4413-b339-05eb829e858b,c2,c3,27,?,?,surb={'id': 'a62658dc-4b4b-4d53-9a51-9718edfb07b8', 'route': ['p3', 'e4', 'i9', 'x11', 'p2', 'c2']}
1769465863.0347745,RECEIVED,5bb0411f-e3eb-43d3-9e3f-f3e8e68eb23f,31630930-7337-4b46-9946-391d98e08713,c3,c2,27,p2,?,surb={'id': '0dcd721b-6867-4a95-b258-70719dc58622', 'route': ['p2', 'e3', 'i5', 'x1', 'p3', 'c3']}
1769465863.0534077,RECEIVED,e0fb94b7-fd8d-4d90-ba95-eccd77a13c2c,d08536d5-fd5e-4ab5-baad-32208836333c,c1,c2,27,p2,?,surb={'id': '13362d00-a8bc-4729-80e6-649e33c04562', 'route': ['p2', 'e7', 'i9', 'x10', 'p1', 'c1']}
1769465863.0999715,RECEIVED,8393be9e-a20e-407a-b190-209713992a25,dac052b5-76cb-4eb4-86d0-5d806799127c,c1,c2,27,p2,?,surb={'id': '07ec184b-f753-4f38-b59a-178b16266830', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c1']}
1769465863.1536336,SENT,c88808cb-5c1b-4374-9fc5-6d35b36449da,33ec1f2c-3253-40b6-9dc7-6650d58fb1a9,c2,c3,3381,?,p2,
1769465863.1537085,CREATED,cbb7b0e8-9e8b-43a1-8e6b-bdadce09f227,67914945-6585-4c08-a87d-3fc167624413,c2,c3,27,?,?,surb={'id': '47fb645d-e2a4-4b00-b6d8-2d0171d994f5', 'route': ['p3', 'e12', 'i2', 'x1', 'p2', 'c2']}
1769465863.160906,RECEIVED,67b244a3-5632-4c1a-acd6-505e04daac36,283c0179-51b6-4763-8bc2-61915082369c,c1,c2,27,p2,?,surb={'id': '56e2535c-e261-49ad-a046-76653eab507b', 'route': ['p2', 'e6', 'i12', 'x4', 'p1', 'c1']}
1769465863.1746607,RECEIVED,85cf83f4-a8a9-4f3b-9c3f-bf9d37678d9e,f667d7bd-cb30-4383-a0c5-1ece4b26d33b,c4,c2,26,p2,?,surb={'id': '04ccfac4-8daf-49ec-9cd1-74217282bd1a', 'route': ['p2', 'e4', 'i1', 'x12', 'p1', 'c4']}
1769465863.2233636,SENT,bad8e215-9723-4dc3-8b48-d8ba139cf1f4,83a3fa7b-dab2-45e5-b02d-9a2e10467788,c2,c3,3403,?,p2,
1769465863.2234344,CREATED,dbec8b65-7cde-4102-bcd7-db7c23173f9f,08c58d6f-2d9d-460d-949b-01c7ce4ab219,c2,c3,27,?,?,surb={'id': '1a33ef45-d027-4be7-bc6a-fdea7cde2c1e', 'route': ['p3', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769465863.3154225,SENT,579dba3b-6a02-469e-8a5b-624cd625a5e0,88cdee28-807f-4c1a-8023-a82ce2ef8333,c2,c3,3380,?,p2,
1769465863.3154976,CREATED,6931fc25-c5ae-4d82-9668-0c95d6c66a14,f852ed0e-68f1-40cb-903e-0f7aa3f7ac1f,c2,c3,27,?,?,surb={'id': 'da0100af-cd03-4764-a3c6-6b5ff834c38d', 'route': ['p3', 'e9', 'i4', 'x6', 'p2', 'c2']}
1769465863.4650059,RECEIVED,83eae8b1-e6b8-4a76-b24d-bfc0fe8d14e9,ef89162c-a441-44e9-82cb-c1b8e9aa1a29,c1,c2,27,p2,?,surb={'id': '5eaf77df-71fd-4dce-92d1-f02f785be98c', 'route': ['p2', 'e10', 'i1', 'x6', 'p1', 'c1']}
1769465863.6499577,RECEIVED,7b473217-32d6-4a2e-8ff0-b9924b191737,40bba0c7-a492-4240-8de5-c4159b6e3dc0,c4,c2,27,p2,?,surb={'id': 'c4d4a4a1-4d66-4568-8e3a-68ca1739d18f', 'route': ['p2', 'e2', 'i3', 'x10', 'p1', 'c4']}
1769465863.7095647,RECEIVED,dd271118-0875-46ff-84ff-b5dac2493f5f,6464ce30-d71e-4574-a2e5-a349251cf688,c3,c2,27,p2,?,surb={'id': '99ed307c-49ad-4d08-8fbb-3964e112d4e0', 'route': ['p2', 'e3', 'i12', 'x12', 'p3', 'c3']}
1769465863.7933724,RECEIVED,12d00047-abde-4a24-b40a-3c0ab2af9df8,77a65078-63a8-4c6c-b885-0cbba824446b,c4,c2,27,p2,?,surb={'id': 'b7922e0c-4e0f-4ff1-b2ae-4faa9eb78a26', 'route': ['p2', 'e4', 'i12', 'x10', 'p1', 'c4']}
1769465863.8488345,RECEIVED,964df93c-b4f8-479d-9494-0c0d243eb9bb,8c99ab49-de2c-4d6f-b2d3-22435002cd7d,c3,c2,27,p2,?,surb={'id': '6af490c1-9cf2-4ce2-8b46-5ded204da5be', 'route': ['p2', 'e1', 'i10', 'x11', 'p3', 'c3']}
1769465863.8845537,RECEIVED,19a3a83c-dd9c-457f-9315-d8d042019b2c,e400badb-b8f7-4aa7-aca5-6baff65d91e0,c3,c2,25,p2,?,surb={'id': 'ba581275-4660-4ddc-b9d8-574bbce800b4', 'route': ['p2', 'e9', 'i10', 'x9', 'p3', 'c3']}
1769465863.9215622,RECEIVED,8dc6b3ab-8d5a-4e40-9839-70cdbab83e09,e788d4b5-cf3f-45da-9bf8-763908667afd,c4,c2,27,p2,?,surb={'id': '0dffbb62-0bf3-40f0-97bf-3b5993d74e61', 'route': ['p2', 'e5', 'i12', 'x7', 'p1', 'c4']}
1769465864.0666537,RECEIVED,fc1cd91d-02df-4586-99f3-c8d71ed08195,b3182bb3-4664-4300-9ecd-6e2446b7602f,c4,c2,27,p2,?,surb={'id': 'a27acaf4-5e10-47a1-ad0b-5ca7519e3f8d', 'route': ['p2', 'e5', 'i2', 'x9', 'p1', 'c4']}
1769465864.0742216,RECEIVED,9119d778-2dff-4c91-8fc7-d2efb921972c,7b00f181-2529-439d-bf53-486224afd1c4,c1,c2,27,p2,?,surb={'id': '24ec4668-6aba-4e4f-aa62-74a94fd4b709', 'route': ['p2', 'e6', 'i7', 'x10', 'p1', 'c1']}
1769465864.1158292,RECEIVED,c00ed21d-7555-4952-811a-32ab3d062f82,23c21e14-592e-4e02-ad6a-7f268b905fd7,c1,c2,27,p2,?,surb={'id': '474a29e6-fda7-425a-9cec-c87a7d715442', 'route': ['p2', 'e3', 'i6', 'x1', 'p1', 'c1']}
1769465864.143379,RECEIVED,402e8c27-3792-46d7-b4f6-0d01d7478bb5,d6331d78-63a1-4cbe-806c-486983d9f510,c3,c2,27,p2,?,surb={'id': 'd156f0ff-75a2-4cb5-8eec-bf87c23d674d', 'route': ['p2', 'e10', 'i3', 'x2', 'p3', 'c3']}
1769465864.2461095,RECEIVED,a0fb404a-298f-43d8-8ddc-4906580bc6d4,f8738208-1548-4397-8d5b-0dd59db83d20,c3,c2,26,p2,?,surb={'id': 'b2bdf8f2-82bf-431b-8848-76bf1f3ccbb0', 'route': ['p2', 'e4', 'i3', 'x8', 'p3', 'c3']}
1769465864.423142,RECEIVED,72c38a84-6010-4081-b4c3-0ad397ceb44e,b324b7f3-f12d-4307-91bf-4a9de880db11,c1,c2,27,p2,?,surb={'id': 'dc2de722-e51b-47be-b120-a70ba894f3b4', 'route': ['p2', 'e3', 'i6', 'x10', 'p1', 'c1']}
1769465864.4897633,SENT,2a65067b-1a7d-4277-9037-e9142840ba83,8c9042a8-30d8-4ce9-82d9-293b34e4823c,c2,c3,3376,?,p2,
1769465864.489936,CREATED,912bcf28-e61d-48d0-a975-8d74e376e295,1f3d6d35-f313-4558-8cb1-4e727cf72fd2,c2,c3,27,?,?,surb={'id': '2771998b-ae64-45e5-b611-870fba36bc07', 'route': ['p3', 'e6', 'i2', 'x9', 'p2', 'c2']}
1769465864.5109289,RECEIVED,de80df81-a1fb-470e-96a8-c648499fb850,7a48cc0b-f83b-4c25-8114-7eba94eeea3e,c4,c2,27,p2,?,surb={'id': '8ff5d3a0-e989-457a-aae0-3c99c1d71f54', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c4']}
1769465864.5165622,SENT,fa39069a-3144-43bb-80a8-ae59920fe0eb,da2fc59c-8792-40c7-8c26-fe1e328db1ab,c2,c3,3387,?,p2,
1769465864.5167108,CREATED,ff370886-1077-4683-9a00-7ce90a44fd0b,902fbedf-ad86-41d5-a013-9d9623063a4a,c2,c3,27,?,?,surb={'id': '4a01d99e-685c-470b-a771-fc1233b424d4', 'route': ['p3', 'e10', 'i12', 'x5', 'p2', 'c2']}
1769465864.5229912,RECEIVED,f0719cfe-d539-4417-8b89-3e22bfafe40b,1393a327-20a6-40ef-ae47-f53861282109,c3,c2,27,p2,?,surb={'id': 'e5c0d628-e4bf-4aa5-8b13-c4be5e27a9b9', 'route': ['p2', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769465864.8277776,RECEIVED,e3f236e3-9d44-4c99-b770-48d1a10f4ae0,d5114153-0638-49dd-b9ea-f43cb1c97d59,c3,c2,27,p2,?,surb={'id': '474ebaa6-6fbe-4ca6-83fd-307eb4f0692d', 'route': ['p2', 'e12', 'i2', 'x3', 'p3', 'c3']}
1769465864.8488054,RECEIVED,ac63f87a-7b3a-4730-966a-0c29567776a4,652eba1b-1d3b-4998-93f2-c77df562d7c7,c3,c2,27,p2,?,surb={'id': '7a7969d3-5d0a-43f2-8369-513bce5301f4', 'route': ['p2', 'e11', 'i4', 'x5', 'p3', 'c3']}
1769465864.8993459,RECEIVED,cca8db2c-7cee-4a4a-af86-594b86310bb7,cce65c89-3bd6-487c-a13d-0e0c200e3086,c1,c2,27,p2,?,surb={'id': '3b9ffc17-cbf1-41e8-aa01-010882477ee3', 'route': ['p2', 'e12', 'i8', 'x9', 'p1', 'c1']}
1769465864.9165137,RECEIVED,bc64c679-c696-4c3a-81ee-416cd527ee4d,bf670153-09c6-4393-8d32-becfb0d478d3,c3,c2,27,p2,?,surb={'id': '1fee915e-c4bd-44d8-bd07-0f158d0699e4', 'route': ['p2', 'e12', 'i4', 'x8', 'p3', 'c3']}
1769465865.021413,RECEIVED,497052e2-3004-455e-8ffe-0c1c83b69abb,31d663cb-22b8-43b5-8a25-3d988260bb30,c3,c2,27,p2,?,surb={'id': '99034823-da07-4576-a8a7-82ee12a5341d', 'route': ['p2', 'e12', 'i6', 'x2', 'p3', 'c3']}
1769465865.0434284,RECEIVED,7e47da50-3a18-4b8f-bbbf-702a63657ec1,98b79851-a19d-4a8a-a4a2-8e7540b236cc,c1,c2,27,p2,?,surb={'id': '452fd27f-f238-4205-8e53-4bc786fed974', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c1']}
1769465865.0832334,SENT,b846da8b-1ce2-4d47-aad0-d131329466aa,e7a68748-6c59-4c45-a55b-60f693e9de76,c2,c3,3392,?,p2,
1769465865.083388,CREATED,0eed1f93-3e89-4c05-97b1-86208103b0fe,62dbf4c8-f3b9-4a07-8d08-643049270f6c,c2,c3,27,?,?,surb={'id': '152d6d51-1526-4bfd-87ff-ed9c83eb46fe', 'route': ['p3', 'e5', 'i10', 'x3', 'p2', 'c2']}
1769465865.2775211,RECEIVED,b9853d35-5069-4aad-bca1-13da88d9c065,c71e3db7-7a9b-47d2-8107-bd122518f43f,c3,c2,25,p2,?,surb={'id': '6fa33246-e19b-4644-8d8a-2eb8741eb8a8', 'route': ['p2', 'e6', 'i12', 'x11', 'p3', 'c3']}
1769465865.4298408,RECEIVED,97ea96d7-b801-4f95-971f-c647a7fb9e88,c006e9dc-88ba-483f-8098-cff743761a3a,c1,c2,27,p2,?,surb={'id': '3a6c0946-98a6-4b5d-a23f-fe528572727f', 'route': ['p2', 'e7', 'i6', 'x2', 'p1', 'c1']}
1769465865.5526483,RECEIVED,2e19c784-19bc-4d99-9b47-1198e46fc6e4,c4db8806-d8fd-4b75-95dc-9dc65e284719,c1,c2,27,p2,?,surb={'id': '6a09e82d-dc2b-4b56-b370-3a3ea1850f22', 'route': ['p2', 'e1', 'i1', 'x7', 'p1', 'c1']}
1769465865.5862544,SENT,1f58a073-f02f-4d83-ad70-3ceee07a9ac9,043ef7d1-12d2-4c24-9759-2270df48ed08,c2,c3,3360,?,p2,
