Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,2.3730536352168046,4.056222064468219,2.954330030159414
e11,2.3658144465803885,3.8042815775605483,2.9455958549222796
e12,2.335829214748488,3.724817833774266,2.852253032928943
e1,2.3003911402231254,3.832275438887023,2.8520179372197307
e2,2.1911659495550366,3.6822331456505655,2.7160883280757098
e3,2.6630992187968516,3.8525523163435533,3.3547008547008548
e4,2.322573723193228,3.744750645753107,2.872655909289141
e5,2.367462422851932,3.8062126061196357,2.9285714285714284
e6,2.3353226363502277,3.8008399979618916,2.930335097001764
e7,2.3726688317781,3.9882360522101985,2.9623865110246435
e8,2.3635417677386603,3.8930598561401073,2.947043248014122
e9,2.2728279986982214,3.826594607986552,2.837303370786517
i10,6.660481042751188,8.620253331237388,68.54545454545455
i11,6.749660846005726,8.818815784857813,80.44791666666667
i12,6.724376648072234,8.617929735437984,71.82887975334019
i1,6.954832063634417,8.762725576514008,85.11368312757202
i2,6.7153898983351406,8.577192183145344,70.16631578947369
i3,6.807704142614647,8.620474109126745,74.71730382293762
i4,6.6833251679439485,8.575018307469916,69.5741127348643
i5,6.9200244931866175,8.605529070018772,77.10201005025125
i6,6.773345793324805,8.646843777310313,74.5443234836703
i7,6.837101952993698,8.755626775728015,80.19307450157397
i8,6.7217512218771,8.549792744328586,69.60712441920495
i9,7.063615798185357,8.900268852739979,90.0108024691358
p1,9.017845258063325,10.734191735826034,312.4285516668972
p2,9.903320016064026,11.62858213066033,560.2168942738816
p3,7.424060416114095,9.18259732262883,104.57015409570154
x10,2.181274359630463,3.910897945837164,2.706200787401575
x11,2.2374983314663286,3.7505703829338506,2.7982914095870908
x12,2.2684769044621946,3.895131623542754,2.843210452636491
x1,2.2185829933924395,3.701750842739951,2.748778103616813
x2,2.21427724812998,3.6041458077512396,2.723231357552581
x3,2.488560463394607,3.5196376554457247,3.1474654377880182
x4,2.2646682386937855,3.8270983117501807,2.7981176470588234
x5,2.287810824523456,3.7643198817548784,2.8363301060396497
x6,2.1543171538483805,3.66222093778035,2.6896217264791464
x7,2.266124942449235,3.8501060105546148,2.817294281729428
x8,2.1853486926787076,3.9214470232466683,2.70486965076242
x9,2.2244960327420356,3.695475138594806,2.741171003717472
