timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769749846.058863,SENT,599fc260-7cd6-4b16-ab75-3431ef8c5ff0,a1c93843-6ad4-4dfd-ba7b-cbe23fc96b5a,c4,c5,3379,?,p1,
1769749846.0589645,CREATED,f1632295-b335-4d64-be50-45d909a7c506,7edd4bde-8a01-431d-809c-2bab2c487cb8,c4,c5,27,?,?,surb={'id': 'ea0799e8-b09c-4c78-a896-499aea586a3b', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c4']}
1769749846.067198,RECEIVED,2fb9ead0-fb18-4d34-99f1-3034c06eb58c,842c3520-ebe8-43bd-b25c-34bfcccc04b2,c2,c4,27,p1,?,surb={'id': '68daceab-d7e1-45cf-bfc9-b32cee71145a', 'route': ['p1', 'e7', 'i9', 'x3', 'p2', 'c2']}
1769749846.0689018,RECEIVED,9b88ffc2-362f-4a2f-b3b4-1734b65ed7dc,c94fb82b-f9a2-4ef6-bbe2-f05ec948818a,c2,c4,27,p1,?,surb={'id': '57f93411-b6f1-4736-bba0-419e90d6f9f7', 'route': ['p1', 'e5', 'i4', 'x3', 'p2', 'c2']}
1769749846.244563,SENT,3204ef72-c21b-4860-a5a4-fd5a813963a6,2ba28590-6438-4742-bf47-229b570b6032,c4,c5,3401,?,p1,
1769749846.244666,CREATED,10b6b06c-a759-4293-98dd-06f485a3ea02,c4276fe7-ce01-4334-8812-42b67c8aada4,c4,c5,27,?,?,surb={'id': '8653c2a8-d86d-469d-91be-5131013e74f1', 'route': ['p2', 'e9', 'i1', 'x12', 'p1', 'c4']}
1769749846.4304183,SENT,36596399-5b0e-42ce-8456-18b3b62f1985,05385a99-8f9c-435c-bf28-9f8ae82aa139,c4,c5,3392,?,p1,
1769749846.4305196,CREATED,cb100a1d-ae75-4fef-9562-0d5324b1bb4b,d68cc330-8377-4895-ae9d-0ee97cbe7ba1,c4,c5,26,?,?,surb={'id': '1696b001-f67c-45c7-a191-3cdc96eccc3c', 'route': ['p2', 'e11', 'i10', 'x4', 'p1', 'c4']}
1769749846.576523,RECEIVED,7c723dea-3897-4ff6-8df4-7cc836c929ce,039cbd8e-5905-46f8-a985-2a8e01d55901,c2,c4,27,p1,?,surb={'id': 'cc5423af-8cd4-4c87-b60c-8c9c83b16a9d', 'route': ['p1', 'e1', 'i12', 'x3', 'p2', 'c2']}
1769749846.6892438,RECEIVED,28a39242-5d10-40e5-b8b0-d44ddb4b81b8,e9749b22-d154-4eda-8d34-642ede67ba55,c2,c4,27,p1,?,surb={'id': 'c0759850-9251-4d6e-968d-240940ccf1d7', 'route': ['p1', 'e2', 'i2', 'x4', 'p2', 'c2']}
1769749846.7776213,RECEIVED,8a7637a7-26ac-4f79-b333-130149acef62,caa315d0-4e45-43f3-92fd-5a6177defeac,c2,c4,27,p1,?,surb={'id': 'cc95c0ad-63c1-47cf-be52-7d292472c4ad', 'route': ['p1', 'e9', 'i4', 'x8', 'p2', 'c2']}
1769749847.143774,SENT,69976a2f-11ef-4bab-acf7-67ac307c7fae,1a020395-47f7-4022-aaae-871a359efbbb,c4,c5,3359,?,p1,
1769749847.143884,CREATED,1ce100a6-6ecb-4f8f-ab14-dc4a26866452,43c33986-0a72-43e2-9e92-ff055b6040c6,c4,c5,27,?,?,surb={'id': '9ddd0637-932e-441c-be13-22a6a39b8715', 'route': ['p2', 'e6', 'i11', 'x3', 'p1', 'c4']}
1769749847.5381851,SENT,32deadfe-ec67-40f1-855e-3377746b12ef,89d297f8-c0d1-44f1-8d75-584915f6732f,c4,c5,3379,?,p1,
1769749847.5382953,CREATED,7fdbd12a-dbb2-4f4e-8039-8eeca4406bed,23e4180e-6724-4a99-8bbb-e3f73ad26c48,c4,c5,26,?,?,surb={'id': '595aaed8-6458-4b31-9e37-efee43406109', 'route': ['p2', 'e3', 'i8', 'x7', 'p1', 'c4']}
1769749847.5446167,SENT,f905f717-f2ca-4f60-97e5-ecf19d339d0f,005be692-3ec4-413e-9fe1-a9c6664401ba,c4,c5,3380,?,p1,
1769749847.5447435,CREATED,5a49ea3b-88bc-4448-91d6-06570f644a3d,cc67a460-5593-4e2f-aa26-6ff778023e11,c4,c5,27,?,?,surb={'id': '5c898e4e-d541-408d-a82d-e012e6fff714', 'route': ['p2', 'e3', 'i12', 'x12', 'p1', 'c4']}
1769749847.710398,SENT,d3f7e6b9-b11c-451c-ac0a-9845dbe46c66,646ea927-fb4a-41f4-be53-c3d6e323e3c1,c4,c5,3384,?,p1,
1769749847.7105198,CREATED,6428f6a5-1c49-4cac-83be-a4eb45dc6d38,711f8d8e-69c5-4c68-94cc-69b4d71a5fe6,c4,c5,27,?,?,surb={'id': '65576ee8-620f-4731-90dd-d147c3f0557d', 'route': ['p2', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769749847.9335098,RECEIVED,12e82f84-39cd-4d2e-9b83-2c9880a6e162,4613726f-5912-46b2-85af-4433b1533c63,c2,c4,26,p1,?,surb={'id': '64f28f33-d3cd-4a94-9aff-ebdae988552f', 'route': ['p1', 'e10', 'i3', 'x4', 'p2', 'c2']}
1769749848.0994952,SENT,742b1a73-8fa2-4122-ac4c-e756ac11850d,925e0102-9b85-48f3-8739-89d9f02b4418,c4,c5,3359,?,p1,
1769749848.0996284,CREATED,f0ea1d2b-2bdf-4390-a0a9-cb7154d8b7a2,fe136ec3-3075-46fc-b155-33d359ebd0ec,c4,c5,27,?,?,surb={'id': '8f3b1151-9b15-42ba-847d-42e739b63704', 'route': ['p2', 'e8', 'i2', 'x2', 'p1', 'c4']}
1769749848.1488736,SENT,ab2ee30d-cd9a-4868-b66c-7c7a10341155,1babb599-7a1b-4c04-b3e0-ab4c6dfa8e2f,c4,c5,3375,?,p1,
1769749848.1490052,CREATED,7dfd4041-fef6-4019-a795-38444afe3df3,f8b43fb3-b582-4258-bf8c-dded54577bfd,c4,c5,27,?,?,surb={'id': '70ce51a1-bcc8-4d78-b84f-118f15211df6', 'route': ['p2', 'e12', 'i4', 'x9', 'p1', 'c4']}
1769749848.150122,RECEIVED,4f4444f0-5653-49a3-adfc-b862be7e0a71,80a4dd25-fa41-447b-b43e-d1658282f2a8,c2,c4,27,p1,?,surb={'id': '98f1b433-7f31-4cd2-a13d-ae1aadfa008c', 'route': ['p1', 'e1', 'i10', 'x11', 'p2', 'c2']}
1769749848.1653035,RECEIVED,e29a64e4-3779-4a4e-8591-d41cd412c17b,173f1f8a-e75c-46cc-97ad-f7d134d1061d,c2,c4,27,p1,?,surb={'id': 'd8074dd7-f371-4467-895a-327cfe5da147', 'route': ['p1', 'e9', 'i4', 'x7', 'p2', 'c2']}
1769749848.3572383,SENT,ebb05ce7-6800-4435-9e82-21bfb9bfe85b,1ce9cc0f-0fe8-4bc9-b81b-96146519d8d4,c4,c5,3360,?,p1,
1769749848.357309,CREATED,6794e612-42c1-456a-85a7-c83eaaf03650,71335a64-9ebf-483d-a890-269b000ed026,c4,c5,27,?,?,surb={'id': '08b1952f-9fab-45c0-8524-2a83c5a0e68b', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c4']}
1769749848.4262376,SENT,d21c42a6-c39f-4940-9fdf-cb787a57c323,ce4712ab-aa9f-4120-b329-fe83a99f492e,c4,c5,3375,?,p1,
1769749848.42631,CREATED,a580fdef-c08b-4b30-adb1-f544525d77f5,157b3872-7108-49e9-bfc2-90a1545899fe,c4,c5,26,?,?,surb={'id': '6e209cdf-fcbf-4ff8-bc2e-487d27a32a2c', 'route': ['p2', 'e9', 'i5', 'x4', 'p1', 'c4']}
1769749848.51236,RECEIVED,a47312c8-969e-46f5-80e8-5255210aaf6b,152d2b6b-109d-42d9-bee3-88b8f0005fa9,c2,c4,27,p1,?,surb={'id': '913d77a7-be3d-42f7-b983-3b20ba223d35', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c2']}
1769749848.8259203,RECEIVED,3d2d4f67-2dc1-484c-bdb6-496e09c5cbd2,4cf59d0a-432f-4542-9c06-62e7a59ffa02,c2,c4,27,p1,?,surb={'id': '094acb61-442f-4977-881c-b19f514870bf', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769749849.0309966,SENT,b9cbbfd0-1b9f-497b-b3b5-115bac1a9ff8,546d6576-3dd9-4bf5-a949-9086cef16a49,c4,c5,3384,?,p1,
1769749849.0311022,CREATED,e118b2e3-c4fc-492b-a130-df0699c0e0d6,84623f4d-b8de-4411-bfea-39996d5a8701,c4,c5,27,?,?,surb={'id': '6fb01527-11ee-4b4b-a9e5-c94f45db5cee', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c4']}
1769749849.5728133,RECEIVED,c078a3c0-38a8-4233-a61c-333adcc1883c,8ef62ef3-9f74-4a5a-8cd8-fd5dd1e574e0,c2,c4,27,p1,?,surb={'id': 'ac3c2c33-d849-4d77-9f07-6d70f5ed2e8b', 'route': ['p1', 'e1', 'i6', 'x7', 'p2', 'c2']}
1769749849.7340188,SENT,3bd9433b-3a55-4f90-a41d-37a13c2decaf,0d2c20ef-7e92-49e4-a985-dc3299db2a51,c4,c5,3402,?,p1,
1769749849.7341917,CREATED,56cce6e0-fafc-4b4f-b138-9960ea587e74,0e55add9-20ef-4e55-a0bf-c0a6d40958ce,c4,c5,26,?,?,surb={'id': '1615d5b3-05f4-4d47-b102-c8f2b9f79df4', 'route': ['p2', 'e11', 'i12', 'x10', 'p1', 'c4']}
1769749849.9256773,RECEIVED,2df499c8-d697-483e-8ff2-1a113f3d6cae,b7ce90e1-7ead-4b99-aaa1-d44d5332b09a,c2,c4,27,p1,?,surb={'id': 'ebd5d823-a126-480e-abfe-98d901edf9fd', 'route': ['p1', 'e3', 'i11', 'x11', 'p2', 'c2']}
1769749849.964244,SENT,a919c073-1de3-4acc-a73b-ecd07f57ed22,50e0f1a5-fe5f-4070-a6ea-0b88b8e6716c,c4,c5,3372,?,p1,
1769749849.964334,CREATED,1d5fdcb2-9857-468a-adee-64fa89d0189d,4239f86a-c455-4bc7-9b64-9107be24b1d5,c4,c5,26,?,?,surb={'id': '4ed3f6b9-95f9-46f0-9acf-dd3d05bd8f63', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769749850.0410233,RECEIVED,3a9a5711-2d68-434c-9c29-21d1f8779919,fa163ea1-a28b-49f1-ba5b-b40cc0d13ed2,c2,c4,26,p1,?,surb={'id': '2c10f507-65c8-4bdc-9aa0-a1959a151099', 'route': ['p1', 'e4', 'i6', 'x10', 'p2', 'c2']}
1769749850.0527444,SENT,92d46d65-a0cd-4d3f-9abf-09b84678f621,d1bad037-8914-467f-97d6-3d78cc572992,c4,c5,3376,?,p1,
1769749850.0528347,CREATED,34a0ca33-89ee-4bf0-b962-a3c1a8a661b9,734720bc-abf1-48d1-9b9b-96297e0284bd,c4,c5,27,?,?,surb={'id': '2b02ebcf-0fd3-4b75-90e5-1e99dd9947d4', 'route': ['p2', 'e8', 'i3', 'x6', 'p1', 'c4']}
1769749850.055237,RECEIVED,ec8b02f1-0170-4831-8bee-c1d14771eab9,6bea4642-ba77-493c-a853-6ae4cb2c6854,c2,c4,27,p1,?,surb={'id': 'd89708e0-e5d8-4a81-a745-ca8cc72b7b14', 'route': ['p1', 'e7', 'i10', 'x2', 'p2', 'c2']}
1769749850.2417226,RECEIVED,00cd58de-3ec6-4159-8f4f-b1d2d7616d95,e81bde58-5e9d-44ab-8ce8-519c423634ee,c2,c4,26,p1,?,surb={'id': '76c3de0d-9575-418e-b78b-88735ce4c4af', 'route': ['p1', 'e10', 'i12', 'x11', 'p2', 'c2']}
1769749850.2662823,SENT,4aab52c3-136b-42e4-aa6a-6c540a27bf9c,44ccfdc6-d023-4a2d-89a6-d544e3524f65,c4,c5,3375,?,p1,
1769749850.2664242,CREATED,269d73a6-7d30-42d8-bb93-0727b429b479,a3adf1a5-b7d8-47ca-b35c-3510c6347ec8,c4,c5,27,?,?,surb={'id': '652a0931-04c1-4a5c-a737-124d0e0beb12', 'route': ['p2', 'e11', 'i3', 'x9', 'p1', 'c4']}
1769749850.3483539,SENT,34e7d4e9-bd75-45c6-a20b-4afc9d348d7a,854fb8e0-05fb-4de6-b5c7-08adff39954d,c4,c5,3364,?,p1,
1769749850.3484457,CREATED,d3baaded-6c5f-450c-b0dd-cd31b29d1055,8ebf543e-0ba0-49af-8a15-ef629b5b56aa,c4,c5,27,?,?,surb={'id': '9631faaa-86de-4907-92dd-868dcaf10e63', 'route': ['p2', 'e1', 'i8', 'x8', 'p1', 'c4']}
1769749850.637332,SENT,06f6c691-a804-4e68-94c9-587ed00c37d2,d250cf72-cebc-4327-bd80-6f316411e2f0,c4,c5,3400,?,p1,
1769749850.637463,CREATED,f130f3da-5432-4825-8d92-335793a291a4,91417dad-5d82-41a2-97c1-61a641cd3ed1,c4,c5,27,?,?,surb={'id': 'ee7b3107-5efd-4f8f-9b96-81a8e71042fe', 'route': ['p2', 'e12', 'i3', 'x10', 'p1', 'c4']}
1769749850.8151944,RECEIVED,63ca7b6e-5899-4bf3-b00a-b39f0dea8bdb,5cc22135-2fc4-49f4-8f56-a67c2779259b,c2,c4,27,p1,?,surb={'id': '0ab76deb-8c47-4e85-8528-994272ad13f6', 'route': ['p1', 'e10', 'i8', 'x8', 'p2', 'c2']}
1769749850.8571553,RECEIVED,a7f5d229-7055-4e86-881f-a4cef4fbf4d5,6c0b677a-0810-4f1c-b6ac-cfdcf073f664,c2,c4,27,p1,?,surb={'id': 'be888630-b8e6-4998-8ca6-a5f18b788ebf', 'route': ['p1', 'e9', 'i4', 'x7', 'p2', 'c2']}
1769749850.8635821,RECEIVED,be0a81b9-d487-4db4-9483-6b83e64fd749,a022e432-4d40-43ee-a8c6-e16ab87441f7,c2,c4,27,p1,?,surb={'id': '6f9330f8-18bb-4b1e-b87d-4663ebef32e8', 'route': ['p1', 'e4', 'i11', 'x11', 'p2', 'c2']}
1769749851.4035468,SENT,637b9776-19cb-42fb-b5b8-6a94942d788a,e729ac09-eb9e-472f-9d20-1c9ebbea7a40,c4,c5,3372,?,p1,
1769749851.4036818,CREATED,b42da8b4-6cbc-4f3b-baa1-4a941866dd0d,46c56b95-c19e-43f0-a97a-7f38a482cb7c,c4,c5,27,?,?,surb={'id': '4292cf2b-98fe-421b-a446-8652fe5c36ee', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c4']}
1769749851.4867463,SENT,b377260d-93fa-4d48-abfd-c61b0b1b8770,6879fc0b-e872-4d83-8c15-45ce1b987549,c4,c5,3376,?,p1,
1769749851.4868164,CREATED,9e7176eb-a68d-45fe-af77-2e1b62ea3555,fd7776b2-94a2-47e0-8b45-7aac4685c15e,c4,c5,27,?,?,surb={'id': '58b67220-45f3-4b7d-ab34-788dbe42689a', 'route': ['p2', 'e6', 'i8', 'x9', 'p1', 'c4']}
1769749851.6978152,RECEIVED,8fec74d5-f592-4cd5-b794-270377ed854e,d5ecff2d-4258-4f5a-9242-eaf0c8cf4281,c2,c4,27,p1,?,surb={'id': '0f039b37-1477-4ce8-b439-466e6f04f05b', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c2']}
1769749851.7960117,SENT,bf19d665-bf98-458a-8411-f7a9189dcbc8,c483c31c-8141-4074-a2e9-96053c2f396e,c4,c5,3377,?,p1,
1769749851.7962039,CREATED,074e8841-dccf-4666-ba86-65a867358ffb,ba122bab-8d25-4d13-b12c-b62c17030d9c,c4,c5,27,?,?,surb={'id': '837c3d89-fcf9-4b05-898a-1cab9445df7a', 'route': ['p2', 'e4', 'i4', 'x10', 'p1', 'c4']}
1769749851.8938413,RECEIVED,54a7bbb5-f7c0-4107-9841-f04dc43aab8b,9221d309-52ae-418c-8e28-a3a79ba9a35b,c2,c4,27,p1,?,surb={'id': '31a31c3b-da41-4dd0-947b-810ec5d192d9', 'route': ['p1', 'e9', 'i12', 'x11', 'p2', 'c2']}
1769749851.9968047,RECEIVED,1b63ac66-6b65-429d-a999-30304d28ad3c,973a5143-f7ec-40a9-85c4-5d1716a27076,c2,c4,27,p1,?,surb={'id': '97ac83db-1c32-4255-ad1b-1266b9f717f9', 'route': ['p1', 'e1', 'i1', 'x9', 'p2', 'c2']}
1769749852.0551772,SENT,1837de30-3a6b-4413-8c14-bdb7bf10395d,332a2c8a-866c-4ae2-bd59-59f891824f2c,c4,c5,3376,?,p1,
1769749852.0552735,CREATED,35d4c1af-d429-45f7-bc7c-5aa8df1dcf7e,68b95b91-cda1-4e22-a7fc-4e727ffbb5a1,c4,c5,27,?,?,surb={'id': '475380fb-ea38-4efe-a2ba-1134664a7a90', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769749852.2846396,SENT,d52002e0-8065-4172-b85b-1df4ea58808c,c307c2b7-1e89-4db3-8e91-912ec9f4c702,c4,c5,3395,?,p1,
1769749852.2847593,CREATED,290c4c4e-fc5d-4913-8d89-a5e5df29c0b1,dfb6edcc-6431-45a9-8eb1-79b68e265b9b,c4,c5,27,?,?,surb={'id': 'a6a2b2d9-ea53-44b9-a4a7-074e16cf2f4f', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769749852.3353522,RECEIVED,d3ec17f2-90d3-4d9b-b321-df3fb2b56c5d,393852be-95df-4c60-b8aa-c082b79b78c1,c2,c4,27,p1,?,surb={'id': '0169bf80-a31c-4254-b14b-d3d367ac0dd2', 'route': ['p1', 'e2', 'i6', 'x6', 'p2', 'c2']}
1769749852.637727,RECEIVED,04a31f8b-d4ab-4d1c-a5c0-def3a31037f9,6f923e62-cf65-41f1-86d5-5caaaf713ebf,c2,c4,27,p1,?,surb={'id': 'd265e366-1ad4-4851-85f6-1e04cb9cb3e1', 'route': ['p1', 'e7', 'i12', 'x9', 'p2', 'c2']}
1769749852.7212458,SENT,c21ff27f-4351-4a63-8e52-1f633ea0d97d,3945cbf3-5a90-4218-a58a-a93b856365e7,c4,c5,3384,?,p1,
1769749852.7213025,CREATED,a2880108-9096-4090-a6c7-b249257613e2,e1d70277-6418-4924-8113-dc6c3be6abe3,c4,c5,27,?,?,surb={'id': 'c1d0a9e3-e91b-4c9f-a746-156089f22dc6', 'route': ['p2', 'e6', 'i6', 'x5', 'p1', 'c4']}
1769749852.8364537,RECEIVED,f41313f1-0735-4bf0-9f24-5fee30afd609,8ae891b4-4e4a-4e38-b581-4f3aba4df519,c2,c4,27,p1,?,surb={'id': '910edda5-b8fa-4608-b12f-c4dd69d2b744', 'route': ['p1', 'e7', 'i9', 'x10', 'p2', 'c2']}
1769749852.854427,SENT,47334fdf-8e26-4d0e-bfe0-956728373777,b7392b44-6beb-43e6-a662-2c07bdc74832,c4,c5,3377,?,p1,
1769749852.8544743,CREATED,75adb232-1f09-4bbc-b232-1a9377aac593,74130bff-2f87-4e74-8a2b-76840d07f013,c4,c5,27,?,?,surb={'id': '86e77ee0-5672-4339-90b3-3d7158a7c147', 'route': ['p2', 'e11', 'i3', 'x2', 'p1', 'c4']}
1769749852.9853601,RECEIVED,941514b6-cbd2-48d6-a121-16a65bd0d8fb,b24bf3f3-c39b-4624-ac89-f3f5db26c0ca,c2,c4,27,p1,?,surb={'id': '82cc1369-c913-416d-8d4e-106c5e74a78b', 'route': ['p1', 'e10', 'i12', 'x4', 'p2', 'c2']}
1769749853.1184392,RECEIVED,67a9bc71-b47e-46be-a0f7-97d0321fa3e1,92b4fd4f-4de0-4eb4-8e72-cf73594d7a4a,c2,c4,27,p1,?,surb={'id': '87eca739-2490-4ecd-a566-4b875d2c1f02', 'route': ['p1', 'e12', 'i9', 'x5', 'p2', 'c2']}
1769749853.4642441,SENT,c023ee5c-4061-48ce-a94a-cb76bfcbe99a,35dfc9b5-4762-43d4-9785-a67304901f5d,c4,c5,3400,?,p1,
1769749853.464332,CREATED,90901270-1239-4957-b84e-eb4d12199d1c,0b17218f-7480-49fa-b2f5-b2b80d57f0a3,c4,c5,27,?,?,surb={'id': '9cc46029-d545-414b-af14-a9d2032fb496', 'route': ['p2', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769749853.8011758,RECEIVED,6bec963d-a547-4fed-911f-ab53c7526283,3df1fe8d-164e-4bee-9346-ccd513a61268,c2,c4,26,p1,?,surb={'id': 'c1d8912c-ab49-4e24-9235-2328c2409624', 'route': ['p1', 'e12', 'i12', 'x10', 'p2', 'c2']}
1769749853.8428397,SENT,9906d163-feac-40a9-a7b0-8b14eb1da8b4,9ef0837b-e65c-4eab-840d-f0baf7a8b4a8,c4,c5,3372,?,p1,
1769749853.842977,CREATED,e2692a54-47b1-4654-b207-59e3bac90f15,211f81a8-f4f8-4ea2-8fa4-2280347ed655,c4,c5,26,?,?,surb={'id': '031c7622-ec11-4e7c-8c79-c0a8742bc2a8', 'route': ['p2', 'e10', 'i2', 'x7', 'p1', 'c4']}
1769749853.975269,RECEIVED,8a922119-20f9-4b6e-9f40-47081111e874,8f576521-5743-4f1b-8585-e0e348e0e4cb,c2,c4,25,p1,?,surb={'id': 'a54d5bac-fb45-478d-9c64-09c77735d03b', 'route': ['p1', 'e4', 'i2', 'x1', 'p2', 'c2']}
1769749854.0813787,RECEIVED,47183b14-84df-4f87-a043-4d3d86200a7c,29d30edf-8170-400b-8d3d-e9e3142d5dc5,c2,c4,27,p1,?,surb={'id': '7ebd0d69-c555-4b82-a44a-edc2f6405bf3', 'route': ['p1', 'e4', 'i11', 'x4', 'p2', 'c2']}
1769749854.1410618,SENT,c68e06e1-8ea0-40a8-9a2a-fed77b3d6edd,1b7a57c6-f6c3-4df6-96c7-09e6fba4c240,c4,c5,3384,?,p1,
1769749854.1411521,CREATED,0a9d78d1-7b16-496b-b265-a6b0b333c121,105c5684-d265-444b-a2f0-502db05907bd,c4,c5,27,?,?,surb={'id': '4abd2a4b-7f1e-46ec-b7fa-7fc494660e0f', 'route': ['p2', 'e12', 'i4', 'x6', 'p1', 'c4']}
1769749854.3321157,RECEIVED,68e7d2dd-0f12-4a55-b385-4c093bfff1ab,fa9f73f0-08b1-4c55-8942-cb0491d50bf2,c2,c4,27,p1,?,surb={'id': '883058ba-de37-4d48-a34e-fa112b48f94f', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769749854.4296143,RECEIVED,678c3600-0798-4e24-a1b3-31ddb12ad4db,55abc83a-4f59-488c-9cde-9c4db0850b0f,c2,c4,26,p1,?,surb={'id': 'ba10ee1c-e667-4aa4-85c6-f86c9342f07e', 'route': ['p1', 'e11', 'i12', 'x4', 'p2', 'c2']}
1769749854.5009575,RECEIVED,4e925aa6-5a9f-4bce-bb04-fbfb5bd36c6c,28cca521-beb2-4307-9b0a-a00c272f27eb,c2,c4,26,p1,?,surb={'id': 'af952693-dfe9-4618-b972-2b6bebef063c', 'route': ['p1', 'e4', 'i1', 'x3', 'p2', 'c2']}
1769749854.5768907,RECEIVED,262c3699-6a1f-432a-b8e3-b4c102fdb6f1,29461a7f-75ff-4f87-af1c-193818e737dc,c2,c4,27,p1,?,surb={'id': '1fe09504-61f8-4214-8d64-58fc5530544b', 'route': ['p1', 'e4', 'i8', 'x1', 'p2', 'c2']}
1769749854.5893657,SENT,b8cf4470-41d2-4846-9a51-64e074ff1d3f,cfa941c3-ab02-4c3c-b63d-f6ceb8b07107,c4,c5,3383,?,p1,
1769749854.5894477,CREATED,3344bce6-58f9-429a-af4b-0ec18a2fe229,bbb0433e-4bea-4a6e-b66e-4ceba1d6d77d,c4,c5,27,?,?,surb={'id': '8519ecde-d72f-4384-acbd-c028551aea98', 'route': ['p2', 'e3', 'i7', 'x7', 'p1', 'c4']}
1769749854.6404254,SENT,f5f90dbc-916e-4e79-b80b-1cc6c2e3c9db,94920397-3af6-41d6-a752-7b25c2874ab0,c4,c5,3383,?,p1,
1769749854.6405036,CREATED,fb843d69-42ad-4ebb-9b7f-0f26d2646968,aa7b6611-285e-43dd-b1f7-9f3e8df76119,c4,c5,27,?,?,surb={'id': 'c41ab029-74a5-4152-91d2-1c41d62f1bc8', 'route': ['p2', 'e3', 'i6', 'x6', 'p1', 'c4']}
1769749854.6820076,RECEIVED,c7215be8-6592-4325-b0a2-3607499054b8,b1e9b192-88dc-4624-8153-b684ead384e0,c2,c4,26,p1,?,surb={'id': '6c998a07-89a9-4119-b575-2004af4a41d7', 'route': ['p1', 'e11', 'i5', 'x4', 'p2', 'c2']}
1769749854.7045162,RECEIVED,001c7816-96e5-4964-aeed-c9a513f7fe67,85163823-64cf-4e40-8a44-c89fa3ffbaaf,c2,c4,25,p1,?,surb={'id': '5908a42f-f1a5-41e8-b2ab-d22d57a8d360', 'route': ['p1', 'e4', 'i7', 'x12', 'p2', 'c2']}
1769749854.7710679,SENT,b383fccd-653d-4db8-bb5f-e1d5b2957224,a3a4e242-dbed-44ed-86b3-73bfda6a182f,c4,c5,3371,?,p1,
1769749854.7711463,CREATED,57100842-0943-4ebb-842a-ee2d4fac6c9b,9fb8ec35-1a0c-4b71-b584-43434a4787c9,c4,c5,27,?,?,surb={'id': '24eb7819-8c36-4dec-b9c4-c082d48a2fda', 'route': ['p2', 'e8', 'i6', 'x4', 'p1', 'c4']}
1769749854.7948117,SENT,edab99ca-9588-4782-bc26-4c9f00eb4e2f,2b919dcd-c9a9-46e6-b378-9e4734a33299,c4,c5,3375,?,p1,
1769749854.7948835,CREATED,3b375f49-f224-46bf-b77c-9fbfa4557ae6,bd37ad14-5e3f-416e-930a-b682ce7b3f4c,c4,c5,27,?,?,surb={'id': 'd571aa66-8f5e-457d-ab32-a098ab824f24', 'route': ['p2', 'e11', 'i4', 'x1', 'p1', 'c4']}
1769749855.0527554,SENT,27ad493c-133a-41db-a3ef-73c9f145500d,8b17534e-690d-4893-ba1e-0a32bab47256,c4,c5,3375,?,p1,
1769749855.052814,CREATED,7991a0fd-4be7-4373-8eb8-2a8ac0a83dc2,7920e51c-67c7-4c81-bc99-652e6a043021,c4,c5,27,?,?,surb={'id': '4488e9b1-57a9-4fce-9ae3-7ae841e165de', 'route': ['p2', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769749855.1044886,SENT,41122da1-0f73-40a4-9770-829840265b14,347b7b84-9150-4b55-976d-67e98342362d,c4,c5,3360,?,p1,
1769749855.1045682,CREATED,5daf332b-09dd-4ceb-976e-c5ef435cbabb,4dedbc8a-77ec-4630-9394-0ff1c1c1fd78,c4,c5,27,?,?,surb={'id': '6da3a13f-1ea4-44d4-aac5-6691cec7ab23', 'route': ['p2', 'e8', 'i10', 'x8', 'p1', 'c4']}
1769749855.762032,RECEIVED,54d3cfb6-b6d6-4594-8b6a-1ccb406394dd,fe190f8b-2fe8-4250-a3ee-f0153502bfb9,c2,c4,27,p1,?,surb={'id': '93995963-380a-436c-a9c1-987c7df31a85', 'route': ['p1', 'e10', 'i1', 'x11', 'p2', 'c2']}
1769749856.0208454,SENT,f8e4631e-c7a1-4756-a720-83945d8ae475,be4d671e-c53f-444a-bcee-b91209ecb126,c4,c5,3395,?,p1,
1769749856.0209937,CREATED,2d8313d3-5ca2-4f79-97d4-6806baccc735,1eb784b9-d1f7-4094-869d-ac4894438167,c4,c5,27,?,?,surb={'id': 'f6bc68b7-aa30-4a13-9ff8-cc9e9621e6f9', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c4']}
1769749856.1646912,RECEIVED,c99d7a83-1fd5-4c6e-a523-950ffa2a5d4a,3f5afc27-e357-4704-965e-dfbcd672b0b1,c2,c4,24,p1,?,surb={'id': '2ac2019b-2bff-4c6b-83f1-042a8f73dd14', 'route': ['p1', 'e2', 'i7', 'x11', 'p2', 'c2']}
1769749856.1773086,SENT,655d22b0-a66a-47a0-8ce6-abc91906c5ac,4a11dd63-db54-446c-b3e5-1c52c705a097,c4,c5,3412,?,p1,
