timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769750011.7726774,RECEIVED,57b15864-1172-45d0-8f22-5891a7a7c629,93b6a874-1046-4aee-9147-cadd6d322b6b,c2,c4,27,p1,?,surb={'id': '2ee635c4-9258-467f-9582-cecb0c2bfc4e', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c2']}
1769750011.9158053,RECEIVED,7839b125-59f2-418d-bea5-7efe0286721c,3c67c68c-f750-4c4d-a1c8-eee49a2b6ea6,c2,c4,26,p1,?,surb={'id': '07107b05-9d53-4105-8249-c970c0325808', 'route': ['p1', 'e2', 'i12', 'x10', 'p2', 'c2']}
1769750012.518742,RECEIVED,2338a945-db5e-4b36-ba51-15ac4812967f,4ffd2974-c63e-4138-a694-71875b41159a,c2,c4,27,p1,?,surb={'id': 'fc86ced5-b676-47eb-9f68-239cc2f356a0', 'route': ['p1', 'e2', 'i7', 'x5', 'p2', 'c2']}
1769750012.5639894,SENT,d332739d-9341-4565-8aeb-302e5045ab33,a4e32877-0547-4898-a69e-81199776e132,c4,c5,3367,?,p1,
1769750012.564149,CREATED,ab79045e-eeed-48d1-b434-a6b9db14d176,7269768e-568f-4b35-bdc7-74f0c687e73e,c4,c5,27,?,?,surb={'id': 'd0cf5e43-539b-413d-8ac7-4b596ee12c52', 'route': ['p2', 'e7', 'i4', 'x1', 'p1', 'c4']}
1769750013.1086638,SENT,f8dd54f4-5655-4350-9f72-2325526549c6,475bbb5a-f345-4a91-be58-f5875e6e5166,c4,c5,3359,?,p1,
1769750013.1088142,CREATED,5bbf96b4-a386-4b4b-8949-ca94bf8eea64,f11b13bb-5620-4cab-8517-c0dc3c8d8472,c4,c5,27,?,?,surb={'id': 'ba681226-e88d-46d8-9b4a-03e2c4ca3166', 'route': ['p2', 'e9', 'i2', 'x11', 'p1', 'c4']}
1769750013.3480043,RECEIVED,11d2f9f7-c4a7-42ec-a1f5-f6467c3aadb4,288f508f-0786-481d-ac9c-ef431e6bfd43,c2,c4,27,p1,?,surb={'id': '27e0ab68-a87e-4ea0-8358-af699fb9ed92', 'route': ['p1', 'e2', 'i2', 'x5', 'p2', 'c2']}
1769750013.5727808,RECEIVED,46de04a2-c14a-4486-9c3c-a9e5da1bad5a,24c29900-22f4-4106-bd62-367878ac5128,c2,c4,26,p1,?,surb={'id': '3e16652b-3df6-4b71-94ad-f3415fb16677', 'route': ['p1', 'e2', 'i4', 'x1', 'p2', 'c2']}
1769750013.7914875,RECEIVED,11700b65-de84-4962-81c6-80f705d7f1cd,b9d53421-3f24-4fd7-93a5-098353a8561c,c2,c4,27,p1,?,surb={'id': 'f329549f-f8c3-493e-87b7-260272fdab50', 'route': ['p1', 'e7', 'i9', 'x8', 'p2', 'c2']}
1769750014.073239,SENT,425305ec-dbda-471d-bea3-b9091b63ff99,d9620132-993b-444e-be3b-4d4580e22eb8,c4,c5,3356,?,p1,
1769750014.073292,CREATED,98adf484-9f46-4a60-9cd0-c78971dc50bb,f2194a2f-26ae-4c64-83c5-1ba0d3aace47,c4,c5,25,?,?,surb={'id': '45f1c5bd-143a-4436-b4cb-1e9de29bba0c', 'route': ['p2', 'e9', 'i2', 'x4', 'p1', 'c4']}
1769750014.222729,RECEIVED,4878d449-85e4-4d08-a402-6104c16346c7,e6eb20bc-63f8-43d8-82c2-100dfc22a31b,c2,c4,27,p1,?,surb={'id': '43cbf6db-b8cc-4092-b510-2e87590f6537', 'route': ['p1', 'e7', 'i6', 'x4', 'p2', 'c2']}
1769750014.5200067,RECEIVED,aea26083-af75-4408-a824-af2a7df798a7,63ab8245-0dbb-4e6d-9b40-bbcafd612f55,c2,c4,27,p1,?,surb={'id': 'db8ad2bb-502b-445a-bfc6-2f5b698af838', 'route': ['p1', 'e10', 'i11', 'x4', 'p2', 'c2']}
1769750014.619098,SENT,e4f5e52d-9b88-42e7-9a0b-9adbc2b6eb5f,531b8e5b-7274-4547-a685-7e9f6515b5bc,c4,c5,3400,?,p1,
1769750014.6192493,CREATED,f9eb9b8c-df2a-4f6d-97aa-aab35b71e612,e94cc39f-2b59-47da-8e64-0f96de819a2c,c4,c5,27,?,?,surb={'id': 'f1653101-48db-4916-9bb3-ef2c5a364abf', 'route': ['p2', 'e4', 'i12', 'x2', 'p1', 'c4']}
1769750015.0417871,RECEIVED,2eaea596-248b-4661-b1ec-be701e1ddf03,aa9b6ecb-06ef-47b0-9897-f6bf780dbdeb,c2,c4,27,p1,?,surb={'id': '011399cf-87fb-4251-b7ea-73b6951588bb', 'route': ['p1', 'e5', 'i3', 'x8', 'p2', 'c2']}
1769750015.396269,SENT,a3b90e04-4005-4e8f-bf54-c105f1f755df,9ff38679-40d5-4dad-b555-232aab12c61f,c4,c5,3391,?,p1,
1769750015.3964257,CREATED,a43d05ea-3a37-46be-a874-3f0e5f9e4057,1086cae6-9031-4dfc-a902-498bfff3ec6a,c4,c5,27,?,?,surb={'id': 'cdc35275-96f1-429e-8ddd-5cc0972eb8ce', 'route': ['p2', 'e12', 'i10', 'x1', 'p1', 'c4']}
1769750015.4845345,RECEIVED,fe04d907-4d43-4914-b533-5876af20450a,cef20168-ce82-4ae9-84d9-fa2b71e118d0,c2,c4,26,p1,?,surb={'id': '229e3128-47ce-42d3-8d00-ac5168a12ff4', 'route': ['p1', 'e3', 'i7', 'x4', 'p2', 'c2']}
1769750015.4863102,SENT,6d4c8379-de48-4495-946c-ef5af15b4df6,5874cf95-dfaf-47e2-9025-2763c10d25be,c4,c5,3377,?,p1,
1769750015.4866772,CREATED,03486c25-4133-4eb2-9043-3448c4045893,3ffd6358-537d-4c3b-984e-4cd96602f7b8,c4,c5,26,?,?,surb={'id': '2661dc8c-9683-4d29-be0f-debdb04edf26', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769750015.5208657,SENT,4ce17690-6212-43ea-b614-03a3fc9690fb,c26d1d51-af4a-488c-82aa-0fe1f9a409fd,c4,c5,3391,?,p1,
1769750015.5209703,CREATED,db227ab2-29e1-469b-b9b0-a245b54985eb,7d40afa7-090f-4f1a-bf2a-8df95e1aa79e,c4,c5,27,?,?,surb={'id': 'cc28a435-86a9-4fcd-884e-230f5bb449fa', 'route': ['p2', 'e12', 'i12', 'x5', 'p1', 'c4']}
1769750015.6192858,SENT,dd67262f-375a-42cb-a995-62bc97c77907,1f14b31e-8eb6-4a32-8809-18267e58cbd5,c4,c5,3385,?,p1,
1769750015.6194046,CREATED,dcabc422-982e-4ad9-99ea-b72d22c954ba,e4552213-fd85-45f8-86cf-47bb1390d236,c4,c5,27,?,?,surb={'id': '67bf886c-8452-47c2-a8e1-0c6597d985a2', 'route': ['p2', 'e12', 'i6', 'x8', 'p1', 'c4']}
1769750015.7539654,SENT,536e00ef-5698-4259-a7c6-1cf1cdc5f36a,79bacd88-96bf-4f4c-ab11-9f6861c37151,c4,c5,3389,?,p1,
1769750015.75423,CREATED,51f49fe8-deb2-451c-b2eb-9f2b5c6cf68c,b477379b-d6aa-420f-8928-cdfbeb034448,c4,c5,27,?,?,surb={'id': '0b8530f2-0e63-4ec4-9761-27d47d9056f0', 'route': ['p2', 'e8', 'i12', 'x8', 'p1', 'c4']}
1769750015.90249,RECEIVED,29b12727-fb5a-4ddd-8bc9-81d990f56fa0,230be1c8-4924-4860-a275-9f7697585240,c2,c4,27,p1,?,surb={'id': '74e42117-51fb-4f25-9d07-ad14c6f0cd1a', 'route': ['p1', 'e2', 'i1', 'x1', 'p2', 'c2']}
1769750016.0382903,RECEIVED,832bf6bc-8be5-4ed9-a0ba-93ab603a9e13,7a596529-451d-4b4b-a356-d830207169d8,c2,c4,27,p1,?,surb={'id': '150120a4-47db-4930-9c4d-628d72137d94', 'route': ['p1', 'e7', 'i4', 'x1', 'p2', 'c2']}
1769750016.200556,SENT,e2595423-fdc3-499d-8f16-1e186f8203e5,4f6e5f6a-0a34-4ce9-a665-59732ec11072,c4,c5,3391,?,p1,
1769750016.2007055,CREATED,894caa62-4cbb-4601-9f09-cbcf6237d86e,cfd28dae-deba-4a44-96e1-72f4ea8a9d4c,c4,c5,27,?,?,surb={'id': '65b11736-49bd-4c61-a2a7-c8d3c239b4a7', 'route': ['p2', 'e12', 'i4', 'x10', 'p1', 'c4']}
1769750016.3287885,SENT,4fd69c5b-dadf-4a1f-8d35-6f5ec0c099ce,d21294ed-16bb-4526-9c94-8beab5e40868,c4,c5,3392,?,p1,
1769750016.329665,CREATED,8f9890ad-4d8c-48f9-bb08-30ab6fd8930a,0f10ccbf-4752-448b-aeb8-f02c31dec177,c4,c5,26,?,?,surb={'id': 'b0f94683-df8a-4289-9dcf-9acaabf98dc7', 'route': ['p2', 'e2', 'i1', 'x1', 'p1', 'c4']}
1769750016.3509586,RECEIVED,12e7cc82-920d-44e4-b1b7-8d751c6c0e09,951277a7-bd20-4026-bdf7-71cc0ea353e5,c2,c4,27,p1,?,surb={'id': 'c0193f45-b319-477c-ab02-ecf562073160', 'route': ['p1', 'e4', 'i10', 'x9', 'p2', 'c2']}
1769750016.430748,RECEIVED,fc1e7a02-dfe0-42e4-be0e-87986a6f2dc1,5952b20d-ad02-44ff-8f0f-bd5e08367735,c2,c4,27,p1,?,surb={'id': '7e3c238d-38f8-4b21-b007-6554fbd3d8ff', 'route': ['p1', 'e10', 'i4', 'x6', 'p2', 'c2']}
1769750016.5052173,RECEIVED,b8b0484a-22c7-44d6-88e9-3e0cbf2808ab,4c2907df-c495-4914-9783-2f61f220165b,c2,c4,27,p1,?,surb={'id': '2ab83108-b07b-4a1f-8c32-2c826a0e2fb7', 'route': ['p1', 'e7', 'i9', 'x12', 'p2', 'c2']}
1769750016.6290998,SENT,cb6983e7-5974-43ec-9b49-718acbc16a3b,5193239f-a974-4812-a063-f4075d4bf0a7,c4,c5,3388,?,p1,
1769750016.6292048,CREATED,953d9bcf-2c8c-48dd-acc5-2d504c5d7523,9b097c77-2a2a-4dd7-a5e5-d96614c19317,c4,c5,27,?,?,surb={'id': '2d2a80b3-dc78-4a42-8e6e-8fe631b6b5a6', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c4']}
1769750016.7919111,SENT,7e0ad2f6-250f-49a6-8ff9-ed9f7b5fbb9b,a0c59471-1735-4eed-aef4-9354d1b6fb06,c4,c5,3376,?,p1,
1769750016.7919865,CREATED,a8367832-0879-4041-88d5-21ead80b5974,a5e338d9-faeb-490d-940a-5c726e5873d0,c4,c5,27,?,?,surb={'id': 'dc061c2f-99da-4415-9d2a-ac5bead864b4', 'route': ['p2', 'e1', 'i2', 'x8', 'p1', 'c4']}
1769750016.823093,SENT,c1023a60-2bc3-415d-9966-15b60585fc2d,8d3a6dde-c6be-4c21-a09b-a5d8ee8dd6df,c4,c5,3384,?,p1,
1769750016.823165,CREATED,5a819297-8110-4618-8e1e-3da0ffc2677c,a57c4e1b-6ed2-4223-8732-578d802570b2,c4,c5,27,?,?,surb={'id': 'f70db3c9-015f-4103-ae36-ba34da2f4ddf', 'route': ['p2', 'e2', 'i4', 'x7', 'p1', 'c4']}
1769750016.8987625,RECEIVED,c58a2e1a-0216-4bff-8552-16f3bdacbd1a,ef2ed432-d556-4e7d-91d1-19c958dc0b87,c2,c4,26,p1,?,surb={'id': 'f08e2d51-70ef-458e-bdf0-6e812b9edcbd', 'route': ['p1', 'e7', 'i11', 'x5', 'p2', 'c2']}
1769750017.2074416,SENT,d97468f0-579e-4286-be07-a1b48b569f03,18f41e7b-c68b-401d-9316-759b3d0cc231,c4,c5,3375,?,p1,
1769750017.207573,CREATED,0b0f5387-9644-48a0-a629-0eee5eb29449,17cdf410-edce-4b5c-828d-76413e348a99,c4,c5,26,?,?,surb={'id': '90a8cef2-277f-4c6f-8522-e1d601f025c8', 'route': ['p2', 'e4', 'i3', 'x10', 'p1', 'c4']}
1769750017.5708976,SENT,bba3d70b-ba11-4e88-a581-7c9d2cc1ffed,67f1edb1-d99e-4f2f-9569-52b865ef2d8f,c4,c5,3371,?,p1,
1769750017.5710955,CREATED,04b07a68-1603-4cdc-8b0b-a2f1cfc8a537,4d0d57d6-72aa-4690-8c80-a8c6ea8eb427,c4,c5,26,?,?,surb={'id': 'f2519beb-7b2c-463e-8561-d0f0a4fca5d2', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c4']}
1769750017.5936873,SENT,7c1a2c70-d3b7-4c13-8418-dde30185c83f,93ea0da8-a953-41ec-a0d8-eb49c102a5b2,c4,c5,3375,?,p1,
1769750017.5938356,CREATED,c41bc75f-8d46-437e-881e-759804da7710,48418a2a-d964-4f60-94fd-b10d5f4d9fd5,c4,c5,27,?,?,surb={'id': '1ed3d965-9805-4338-8a65-1534b8f66cca', 'route': ['p2', 'e4', 'i9', 'x12', 'p1', 'c4']}
1769750017.6639664,RECEIVED,57a10bae-cc08-4144-9361-e8691bee0bd2,960b098f-6f4b-4de8-b496-446a9d961e8f,c2,c4,27,p1,?,surb={'id': '4c7ab321-a85f-4364-ac88-e807e906e072', 'route': ['p1', 'e11', 'i7', 'x12', 'p2', 'c2']}
1769750017.7143943,SENT,05e381a8-ffb9-4cf4-87c5-dc26c0eb825f,8669eb90-5d56-4ebe-8536-285cae6b4937,c4,c5,3380,?,p1,
1769750017.7145336,CREATED,b7146a61-ab91-409f-bc90-7ab985aba30d,08de8ce0-67c7-4914-a0da-12118ddae5f6,c4,c5,27,?,?,surb={'id': '20b84f7c-d862-4170-8974-f0322059377a', 'route': ['p2', 'e9', 'i8', 'x8', 'p1', 'c4']}
1769750017.8488607,RECEIVED,22941b77-b636-40a0-b6d3-beadb3486157,c0a6a1c7-aeb5-42bc-bacc-79352b208dc2,c2,c4,27,p1,?,surb={'id': 'c79e8012-4e12-4f28-9504-5881458cfd71', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769750017.8891976,SENT,2f01d078-ae96-42ae-8115-8c0c73fb11e0,518e5cba-7d24-4cda-b119-1d2aec943f69,c4,c5,3377,?,p1,
1769750017.8893306,CREATED,794c7e07-c282-4a53-8079-4634d0d3c8f5,4e4d6fc6-97a0-44ed-9ab4-f277299c7908,c4,c5,26,?,?,surb={'id': '4de0e950-f60f-47d5-b2c8-e7ac17920e92', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c4']}
1769750018.001989,SENT,e276d940-545c-428c-8021-0f6db41f914e,e2c1a157-cdda-43d9-bc48-86919b5cb258,c4,c5,3368,?,p1,
1769750018.0021036,CREATED,3fc06df3-ece9-436c-8752-98c9603bc3f9,d920c451-192e-4fd0-87d1-7af02ff99601,c4,c5,27,?,?,surb={'id': 'fccb7c88-5ba1-49b7-8f7c-cbfd69d6229c', 'route': ['p2', 'e2', 'i7', 'x7', 'p1', 'c4']}
1769750018.0720224,SENT,a036bb03-7f87-40cb-b77b-fe6eec271236,a141021e-edd1-41ce-92df-3d89b62b878c,c4,c5,3388,?,p1,
1769750018.0722008,CREATED,1a13aec9-a06c-4ef1-b310-6b9272c5b638,aa3aa17d-34a2-420a-a741-5f1324d982d4,c4,c5,26,?,?,surb={'id': 'c0e63d15-82a0-4c3a-8e2b-c3219634848f', 'route': ['p2', 'e4', 'i2', 'x4', 'p1', 'c4']}
1769750018.1351914,RECEIVED,e6ff8edd-7cad-4890-8eaa-ced1f382f0c7,27e320a0-0842-43bc-9b09-b2956c63cbe2,c2,c4,27,p1,?,surb={'id': '078057f9-82a4-45d3-a66a-242529ec9b06', 'route': ['p1', 'e12', 'i2', 'x8', 'p2', 'c2']}
1769750018.3711412,RECEIVED,b30082a6-5596-4f37-92b4-b664b6ffc1dc,bd9fd1b6-2309-40f3-b17a-02d78a3d338d,c2,c4,27,p1,?,surb={'id': '15690296-7522-4a41-8c60-0e18e9452926', 'route': ['p1', 'e2', 'i4', 'x12', 'p2', 'c2']}
1769750018.5215309,SENT,d5cea98a-f68d-4291-8f63-61cca2bac7dc,04a130e8-c652-4d7d-acb0-c02cf3ec2e72,c4,c5,3360,?,p1,
1769750018.5216746,CREATED,7491923e-e512-472a-b428-6abfe473da15,460303d4-3ae2-4eb5-ae7e-d634026dd289,c4,c5,27,?,?,surb={'id': 'fd5a451a-ded8-4bc0-8188-71ea3570da2b', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c4']}
1769750018.5645068,SENT,7fab7222-874e-4b93-ae13-2c4a89737757,757d3eda-a572-4064-a41f-03b23cc6ee5b,c4,c5,3372,?,p1,
1769750018.5646398,CREATED,e303ea34-9732-47fa-81ec-2f3cb1cf43fc,5a6bcd0a-2a6c-48f8-b7b2-cfceddfc0cb7,c4,c5,27,?,?,surb={'id': '19d7e568-3fb8-4363-bbd7-c00654816e60', 'route': ['p2', 'e3', 'i5', 'x11', 'p1', 'c4']}
1769750018.9002836,SENT,58923abe-fc00-4f6c-afc3-22088e99803e,9a6d3169-d61a-4af2-89f3-e3368731e5d9,c4,c5,3379,?,p1,
1769750018.9004285,CREATED,b42d2a1c-e237-4339-8b22-ae39cefb13c1,2c71849c-f42e-411e-9047-6d677ec5c0fb,c4,c5,27,?,?,surb={'id': 'd97d86c5-1964-4904-80b5-310266926bb4', 'route': ['p2', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769750019.0146885,SENT,4daaed1d-1e71-4be0-8310-12c602c389cc,6e332670-68ad-4bef-bd37-d74900ddb69d,c4,c5,3372,?,p1,
1769750019.0148396,CREATED,46720369-f2a2-40af-b1fb-3f86e0e1e99e,fc19ff2f-aab4-43d2-8c29-5cd155bb999f,c4,c5,26,?,?,surb={'id': 'b89b3791-56ff-46de-8d1f-9b64c4e52070', 'route': ['p2', 'e6', 'i12', 'x10', 'p1', 'c4']}
1769750019.3100853,RECEIVED,be0fb9f9-1e3a-4f3c-b289-9b3d29b0c534,1fb912b5-a47f-4c7c-98fc-7e450eea5be7,c2,c4,27,p1,?,surb={'id': '3da42bce-77e4-4aa5-bee7-9de5aff2d723', 'route': ['p1', 'e8', 'i3', 'x6', 'p2', 'c2']}
1769750019.3585799,SENT,99ae62af-f0d9-4584-97d4-2b05f400cc61,070a3c7b-2fa2-4aaa-b784-bf866b182aaf,c4,c5,3384,?,p1,
1769750019.3587549,CREATED,17eb1592-4a4d-4f77-94ce-cdf8f89cb54b,eb27ff37-7b87-4e7b-b75b-91045fc5e47a,c4,c5,27,?,?,surb={'id': 'f807cc89-2aa0-4161-9bc4-9fa23ff23153', 'route': ['p2', 'e4', 'i11', 'x4', 'p1', 'c4']}
1769750019.60664,SENT,8738ddc2-b035-45bf-a98a-8d959fa9f9d6,4c2a3670-217d-4e4e-a478-5958b2fb1ae3,c4,c5,3381,?,p1,
1769750019.606718,CREATED,3fd006d0-85b8-44f6-b826-9d8aa0143944,f18f1bc7-6382-48d8-b413-76ebe8e854d2,c4,c5,26,?,?,surb={'id': 'f8616f5d-a0dc-4be7-bf6c-97a367400a10', 'route': ['p2', 'e1', 'i7', 'x6', 'p1', 'c4']}
1769750020.2755487,RECEIVED,2621df69-c731-42b7-a8a1-7a39f0437d5c,879ba3c3-caeb-4e4a-a67f-2f9bc78eb0a8,c2,c4,25,p1,?,surb={'id': '1e66bb35-81dd-4836-89b6-9b7148c823e5', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c2']}
1769750020.4570274,SENT,ba059f9d-e2cf-4c8b-a865-87a47774ee3c,9891e141-5e0f-43eb-903a-3f58dd69a34b,c4,c5,3376,?,p1,
1769750020.4571779,CREATED,14268d1d-3fc7-4c9b-ae0c-4247dfd29e49,053f22cd-c937-4d9a-a8e2-7fc283673985,c4,c5,27,?,?,surb={'id': '024d8b2a-27a2-4ce8-8a1f-8fdaf63c5d7c', 'route': ['p2', 'e4', 'i4', 'x10', 'p1', 'c4']}
1769750020.7900696,SENT,b1e74b2c-da05-412f-82cb-02f5a734d5d5,4743d2d8-6fd1-4b17-b5a9-13a5b3b718e9,c4,c5,3402,?,p1,
1769750020.7902,CREATED,723fccef-cbca-4d7b-bff3-b6eabf81157f,e63d9cd1-d268-4f2b-97a9-1c1d14ccd3b1,c4,c5,27,?,?,surb={'id': 'a4bf363a-a158-43b7-8286-7ba2b396d706', 'route': ['p2', 'e9', 'i3', 'x12', 'p1', 'c4']}
1769750020.896789,RECEIVED,49616239-bfa8-4064-afbf-3f094d0af103,a5c6b2cf-7b24-4905-aa17-32210382c986,c2,c4,27,p1,?,surb={'id': 'e9ec533c-ccfb-4cf6-b7dd-90dd339e943a', 'route': ['p1', 'e5', 'i9', 'x7', 'p2', 'c2']}
1769750021.1416643,RECEIVED,dd4375c3-dd72-4852-8c5e-1cb4d74b4f04,59e200c2-11ee-4dc5-95de-ad6ae3d931d8,c2,c4,27,p1,?,surb={'id': '4bdd09c8-95fb-4cfe-a306-a662e94d53be', 'route': ['p1', 'e8', 'i5', 'x10', 'p2', 'c2']}
1769750021.2115312,SENT,14831877-46dc-4320-b609-a697cd8c71cf,ad71edeb-a146-4c32-8aff-c9e4cd2b093c,c4,c5,3379,?,p1,
1769750021.2116535,CREATED,4777fce6-4901-4f05-88c2-89b88f7ca390,a151a51d-f28c-4a78-aaeb-40f8b7ea2c03,c4,c5,27,?,?,surb={'id': '6fcf9283-ba0f-486e-a16e-2e15be877282', 'route': ['p2', 'e2', 'i2', 'x9', 'p1', 'c4']}
1769750021.4041276,RECEIVED,85150501-55bf-427d-9198-0f7847a1732f,9f1a59ea-b385-4057-9f69-7524fec89c41,c2,c4,26,p1,?,surb={'id': '404473af-c356-4cee-b469-9a3302e32729', 'route': ['p1', 'e5', 'i4', 'x12', 'p2', 'c2']}
1769750021.4846272,RECEIVED,0f253c88-e1e4-4663-b8c1-087af1010587,765b788a-cc62-4ccf-b9ba-596dd2f44440,c2,c4,27,p1,?,surb={'id': '190148e9-b87c-4f64-8670-3a1f174fe952', 'route': ['p1', 'e4', 'i2', 'x10', 'p2', 'c2']}
1769750021.6055217,RECEIVED,2623d5b7-f7dc-41e8-9382-14bfc251eb23,d5805f56-0dec-4683-ad30-bba295636b90,c2,c4,27,p1,?,surb={'id': '3ba91b44-5fef-4092-aa59-171f37d913e7', 'route': ['p1', 'e5', 'i5', 'x4', 'p2', 'c2']}
1769750021.7732217,SENT,7f331070-6771-41ab-ab2d-96df22e0cce4,9d33dd3c-b947-4f9f-8a0e-56fc37b16efc,c4,c5,3383,?,p1,
1769750021.7733414,CREATED,cc7287b8-1b4c-40f5-83f7-800e4bc13119,c8a20ad6-95ea-4c28-8748-ae0026b109ca,c4,c5,27,?,?,surb={'id': '3519b496-8f18-4327-9194-abb50ae4b20b', 'route': ['p2', 'e8', 'i12', 'x2', 'p1', 'c4']}
1769750022.3032773,RECEIVED,31b9a05a-2f68-45e7-b5a0-4edc67b3264e,8a6235c1-b100-4c31-803b-6f07a2cbacb0,c2,c4,27,p1,?,surb={'id': '0438e3d4-ac33-44bf-9f2e-25764e71d7bc', 'route': ['p1', 'e9', 'i9', 'x4', 'p2', 'c2']}
1769750022.316959,SENT,fd545cde-4508-49dc-bd05-4835c9c3b08f,ad47f7ae-1e89-4537-afed-d59fd42bb2f3,c4,c5,3394,?,p1,
1769750022.3170958,CREATED,f11f93e5-8e0e-44f1-8fd1-7d1de4257e5a,6324440f-e648-4f3b-a464-bdb4d15dc3d8,c4,c5,27,?,?,surb={'id': '56ddf9a6-e041-44ba-8cd2-6e5fcb56dc61', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c4']}
1769750022.3218124,RECEIVED,819fa89b-22a6-433f-8404-4dac216e2606,10aae44e-7a1a-45bc-ba7d-71a8b18e31f4,c2,c4,27,p1,?,surb={'id': '71128192-39aa-4937-944e-e75b3f16d608', 'route': ['p1', 'e6', 'i2', 'x11', 'p2', 'c2']}
1769750022.5059016,SENT,75b5e4fd-8839-40fd-89da-8b80c1a0366e,a9abbbaf-b50a-425d-b5e2-870d4dcfd577,c4,c5,3389,?,p1,
1769750022.506082,CREATED,004cfdab-bffe-4f21-83d3-251d4d098156,070f587b-b09a-4c29-90cb-44b167ca397f,c4,c5,27,?,?,surb={'id': '6d101640-fe03-4bd2-9a2d-a4342f40065b', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769750022.6721873,SENT,bc142d71-13b3-4a65-9fc8-bd9d44173720,517f6ac8-4a41-4582-a0c0-fbf49a96f81e,c4,c5,3379,?,p1,
1769750022.6723187,CREATED,8eda5ad9-5446-45f2-9d14-03368ee06749,d45ae57c-1de9-4201-a9c4-c3a447b300e3,c4,c5,26,?,?,surb={'id': '41fefadb-490d-4447-89aa-927e4756c3e5', 'route': ['p2', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769750022.7566142,RECEIVED,40992b4e-57a1-4ce7-b59d-17687accdd00,35f2c37b-01bc-4f5b-b4fd-7e4faa52c255,c2,c4,27,p1,?,surb={'id': '5208b23e-4061-43c5-bb93-66fa3d98ec67', 'route': ['p1', 'e1', 'i4', 'x6', 'p2', 'c2']}
1769750022.9036903,SENT,d5af33c7-efa5-4f0e-9f6a-1958a3adb12d,58920f78-1de5-4964-9eab-a6cdba85e6d6,c4,c5,3392,?,p1,
1769750022.9038181,CREATED,86cd8c58-80cc-49e9-81e7-5f27ff9f1064,eeef58da-d2de-4edd-a11a-b84089989ebd,c4,c5,27,?,?,surb={'id': 'd647daa1-4e72-4a70-a52b-520c415d6757', 'route': ['p2', 'e8', 'i6', 'x10', 'p1', 'c4']}
1769750023.3514404,RECEIVED,f0fd50cb-0ee3-46f9-929e-c95623822af6,2593d78a-b737-4ad0-bcd1-86a16da60f8e,c2,c4,27,p1,?,surb={'id': 'ecbbb489-ef43-4a29-b8e6-b2ba84ba9dbb', 'route': ['p1', 'e4', 'i8', 'x4', 'p2', 'c2']}
1769750023.3925376,SENT,26daf624-694d-4f63-bd6d-918d1e7fb360,512662e3-ab20-49c8-99d6-6603dbdfcb55,c4,c5,3403,?,p1,
1769750023.392674,CREATED,bcf85928-f501-403d-94fd-755130a08dcd,9154b41e-d70e-49b6-a4ca-1426b4488712,c4,c5,27,?,?,surb={'id': '0878e0ef-0446-4393-99d7-507808141752', 'route': ['p2', 'e11', 'i11', 'x3', 'p1', 'c4']}
1769750023.5343745,SENT,d4ca5f03-8426-49cb-96a2-39d7e8b1b278,59ffa61d-99d0-444e-b886-b35b8fa15b33,c4,c5,3363,?,p1,
1769750023.534521,CREATED,cabb4975-745d-4117-9193-d6eae028b382,ce12f8c6-d0aa-4244-804f-1a9868540fd2,c4,c5,27,?,?,surb={'id': '2d3424da-d1f9-4bfa-a9ff-02ad839986ce', 'route': ['p2', 'e4', 'i1', 'x4', 'p1', 'c4']}
1769750023.7447681,SENT,abd3c6ac-e5b8-447e-9d82-fec91add2f1f,6bf3ae9f-ebc3-48e8-95ed-80e31056baaa,c4,c5,3372,?,p1,
1769750023.7449012,CREATED,49a0d2c7-0e51-4553-8727-40ca8694defe,c399882b-a0cf-4cc9-9713-ab6c0c1ad179,c4,c5,27,?,?,surb={'id': '1398a6dd-d8b5-47c4-8587-6bc037304e6f', 'route': ['p2', 'e11', 'i1', 'x11', 'p1', 'c4']}
1769750024.1646256,SENT,a078e72d-dcd4-4c9e-8dcb-79eed397251a,586e87cb-0651-4f0b-be5b-49770160a229,c4,c5,3380,?,p1,
1769750024.1647604,CREATED,6de36bc4-c31d-406c-b358-910e69e0fd23,eb4a2509-fcb1-4be7-9d95-3e6a87796135,c4,c5,27,?,?,surb={'id': 'd536abde-2ab0-4fa0-a416-00cbfefce669', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c4']}
1769750024.1937737,SENT,89cea515-836c-46cc-8143-51c22a396c59,0d849864-414e-4b68-91e9-c43c070c528d,c4,c5,3384,?,p1,
