timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769749949.5149398,RECEIVED,4e0788b7-bf43-476c-b96a-9910139b673b,294b3661-0560-41e4-aaa9-104d39365f0c,c1,c5,26,p2,?,surb={'id': '23e16c59-ebe7-4075-a580-c4f5aa9b98bd', 'route': ['p2', 'e9', 'i4', 'x9', 'p1', 'c1']}
1769749949.863795,SENT,1382b362-eead-490f-8cba-0964fa371fb0,f5ca8136-6ce2-4b1f-9ec2-49fd1a50b279,c5,c2,3387,?,p2,
1769749949.8639283,CREATED,cbe8bb7a-37f9-4f92-8df0-4e218540bfc4,ef195133-12c8-4928-bfa0-1c8a7d733582,c5,c2,27,?,?,surb={'id': 'b7f226a3-16ba-4b7a-bb0e-6bf876164151', 'route': ['p2', 'e12', 'i9', 'x12', 'p2', 'c5']}
1769749949.9411635,SENT,dd0ba549-69ec-478f-878c-6cd728d23139,929e91cf-f02c-4ed3-9039-b880b451911b,c5,c2,3376,?,p2,
1769749949.9412997,CREATED,8994e54a-45c1-4d73-a0ba-b5e6f32e1e19,2f9f2207-fc7d-490d-b8f9-0a1959bf333f,c5,c2,26,?,?,surb={'id': '875b2b7d-8c12-4975-a12d-c26e06db6c82', 'route': ['p2', 'e5', 'i5', 'x11', 'p2', 'c5']}
1769749949.9831014,SENT,4f7766e6-09d2-435b-acb1-9458f30b7adb,433eec04-5f72-4f4a-b48c-1ce828f4db2c,c5,c2,3385,?,p2,
1769749949.9832385,CREATED,269b0fa8-3371-426a-a778-19a990934cdb,9aa5d3a1-f0ab-4d15-8727-811e54c4126f,c5,c2,27,?,?,surb={'id': '6f77c858-ae55-4cb7-937a-7d93ec5c24f9', 'route': ['p2', 'e5', 'i7', 'x3', 'p2', 'c5']}
1769749950.0369997,RECEIVED,28b94c92-1a40-44f2-9a77-b8f9e7f1bcff,27df4e14-eb1e-4bda-b6dc-6929084dfbdd,c4,c5,26,p2,?,surb={'id': '54b2f099-39b4-4b3e-9f4e-1f77a304d56d', 'route': ['p2', 'e6', 'i3', 'x6', 'p1', 'c4']}
1769749950.0506222,SENT,8dc2ba1c-72d9-428e-8300-2e76a8877f8b,ef6aff2f-9181-4303-914c-760f2d80c905,c5,c2,3385,?,p2,
1769749950.0507534,CREATED,30298692-1f58-4ccb-8584-8f1b2a7df915,a0e6387f-2ed4-40b8-b935-584e8598d1ef,c5,c2,27,?,?,surb={'id': 'aeda9cfa-7942-41a5-8c78-8dd7978ad822', 'route': ['p2', 'e3', 'i6', 'x7', 'p2', 'c5']}
1769749950.0592408,RECEIVED,09d3ad71-cd4e-40af-872b-562e1235a182,d79507bf-d4d2-4874-b28e-a6a8bdf154bc,c1,c5,27,p2,?,surb={'id': 'fff4061a-703f-4e82-8bf4-6a50d0156ecc', 'route': ['p2', 'e2', 'i9', 'x4', 'p1', 'c1']}
1769749950.3862078,SENT,08481fbf-82ed-457e-a934-b7cdcb6cc2c4,8a7aa60f-a9e1-47a8-a064-58f73b0c8cb8,c5,c2,3379,?,p2,
1769749950.3863406,CREATED,a560aea6-cc3c-4549-a1ef-c2731aafef57,3d87e271-23c4-429b-8398-e4edcff18fde,c5,c2,27,?,?,surb={'id': 'db115a87-23aa-4137-9259-c34c221f776c', 'route': ['p2', 'e5', 'i6', 'x6', 'p2', 'c5']}
1769749950.4239898,RECEIVED,bdea6076-4adf-4321-ae03-a822b2ee2c34,99166425-6666-4946-9a5c-fb1310fc7a1b,c4,c5,25,p2,?,surb={'id': '00c86aa3-b3d2-4ba0-8268-f23ca43635ec', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c4']}
1769749950.4363363,RECEIVED,dca721f8-4748-491e-8024-b1edf615b4cb,5de75c42-3c9d-4d87-8b9a-5d7af394afb7,c4,c5,27,p2,?,surb={'id': 'ad90528f-a2d6-4cc4-9efb-843df92c42b5', 'route': ['p2', 'e3', 'i6', 'x1', 'p1', 'c4']}
1769749950.5352466,SENT,8b3c6377-fdb2-4adb-b214-93d3c85a6b98,f033734a-5ed8-4dc1-865a-e916c84941d8,c5,c2,3406,?,p2,
1769749950.5353186,CREATED,a546982e-f59a-4c6f-bd2d-6cce026ec424,96ee4483-d19c-4a39-8a4d-92ddd17608d0,c5,c2,26,?,?,surb={'id': '97a98200-a6cb-48c8-8611-0e9e4d010b88', 'route': ['p2', 'e11', 'i10', 'x6', 'p2', 'c5']}
1769749951.1400561,RECEIVED,5d8cef04-3ac4-43e4-ab28-6cc88b088fa6,07fd1491-b8bc-43bd-a973-5e19ce7179ce,c4,c5,26,p2,?,surb={'id': '84111b43-a02c-421d-8471-a38248c1b019', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c4']}
1769749951.3614001,SENT,a5c17236-bafc-4a43-9c34-0beab513b4f3,ab3c70fd-da01-4175-a9e7-d556625aac22,c5,c2,3376,?,p2,
1769749951.3614936,CREATED,9d802127-dddf-4622-ae91-4aa56fbd417e,829936ce-8515-41d2-adfa-585f1bb2d379,c5,c2,27,?,?,surb={'id': '68968dd4-10fd-4375-bd0c-506bef56c015', 'route': ['p2', 'e2', 'i6', 'x8', 'p2', 'c5']}
1769749951.3846252,RECEIVED,9dfd57e9-c01d-480b-aeba-ab6845b2a6e5,d1a02a16-9208-421a-9643-efde0c73acb7,c4,c5,27,p2,?,surb={'id': '15b1615e-a2e5-4efe-b099-db46cc31be00', 'route': ['p2', 'e4', 'i8', 'x7', 'p1', 'c4']}
1769749951.48673,RECEIVED,e0795757-2d82-48d0-ae28-3fda90e5cffd,df1a0c28-89a9-4787-a94f-6a48c543b957,c4,c5,27,p2,?,surb={'id': '4074e0e1-04a6-4abf-899f-fa40f4230657', 'route': ['p2', 'e9', 'i10', 'x8', 'p1', 'c4']}
1769749951.7190726,RECEIVED,be92bc33-4856-4e43-9102-6dcffc57a0a3,c7b61492-6ebb-4c31-b7f0-65b8490ba8c7,c4,c5,27,p2,?,surb={'id': 'c3018d87-c351-46ce-ab8a-977fb7ad3d15', 'route': ['p2', 'e9', 'i5', 'x11', 'p1', 'c4']}
1769749952.0741274,RECEIVED,794b660b-c7e5-4b42-b42f-19921500e691,f0489ab4-1365-4eb4-bbb7-1fefc7550dee,c1,c5,27,p2,?,surb={'id': 'f26e3906-89b3-454c-a752-9cae30570e2e', 'route': ['p2', 'e8', 'i8', 'x9', 'p1', 'c1']}
1769749952.0923219,RECEIVED,e613703d-241f-4bc7-a938-54d992169a9a,04ed6b79-f03b-4ec4-88f2-f9c4e153a1e5,c4,c5,27,p2,?,surb={'id': 'c4a19a90-84ad-4cc1-ba4e-b9fd9f2c0079', 'route': ['p2', 'e5', 'i2', 'x3', 'p1', 'c4']}
1769749952.1455796,SENT,37d9ecdd-6ccb-485f-a894-c92c65a28dbc,c898f910-e846-427f-b4e6-5d4cf2e68d10,c5,c2,3379,?,p2,
1769749952.1457148,CREATED,02b4956b-88d4-4ac9-aef7-b11879b24f21,30995777-44cf-4c56-9893-3e40cb505470,c5,c2,27,?,?,surb={'id': '8f411560-3968-40f4-b370-fbb31b0d4bfb', 'route': ['p2', 'e7', 'i5', 'x11', 'p2', 'c5']}
1769749952.2701018,RECEIVED,4f5be2c7-2feb-47b4-b30a-353d3bcfc2d5,1f422495-300a-4174-b5b9-239667c518ae,c4,c5,27,p2,?,surb={'id': '917dfcab-3061-4bb2-b640-061dfa4a9f2c', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c4']}
1769749952.282432,RECEIVED,0c614097-b4f9-4679-8a4b-33c290d95ae2,9d035bd8-c375-4d46-bb5f-35df8210bd2e,c4,c5,26,p2,?,surb={'id': '3d2e9b7c-30c8-4f52-b928-b8864a622176', 'route': ['p2', 'e9', 'i5', 'x2', 'p1', 'c4']}
1769749952.3686264,SENT,3f9533b9-1e00-4252-9991-64aa9538455a,ab47c205-af5b-4a0e-a1e3-2643a6152d35,c5,c2,3376,?,p2,
1769749952.3687608,CREATED,4d15a316-5f65-4161-9628-d07a3129b2ef,cc0f7e3e-c4db-4a6c-a8e1-d555cf38d364,c5,c2,27,?,?,surb={'id': 'f8dabce1-0e81-42da-a23a-0853313d1435', 'route': ['p2', 'e1', 'i3', 'x8', 'p2', 'c5']}
1769749952.4263709,RECEIVED,24c0d017-d161-4dfd-9af0-005e101b6a6f,9192e5e6-8275-4882-b501-4bb8244d69fb,c1,c5,27,p2,?,surb={'id': '7434c4fc-7e3a-4a62-9033-65c900b5d68f', 'route': ['p2', 'e6', 'i11', 'x12', 'p1', 'c1']}
1769749952.4528792,RECEIVED,6c0f13b1-a98d-423d-b9da-d25a84bfd143,5e27521a-2cc3-432f-be7d-e46cac9f641c,c1,c5,27,p2,?,surb={'id': 'c5e67d52-0d29-4f0a-a87a-9e4131b0f161', 'route': ['p2', 'e10', 'i4', 'x8', 'p1', 'c1']}
1769749952.7036386,SENT,0bb19587-4e47-4945-9599-2a95537d92eb,98888d4e-50fc-426c-a4bd-be88e750bbb8,c5,c2,3400,?,p2,
1769749952.7037694,CREATED,0f33e1b0-b2f6-42b1-8bed-03d1fcc5c209,10aa2dcd-88f9-40e0-aa2c-781b88740572,c5,c2,27,?,?,surb={'id': 'a54ae5bf-27d2-4be4-9ae3-faad00847741', 'route': ['p2', 'e4', 'i5', 'x4', 'p2', 'c5']}
1769749952.7572517,RECEIVED,ec158405-56d7-4c4f-9cd1-42476d0cc6e7,b75bc1ae-f07e-4953-a053-91139b59784c,c1,c5,26,p2,?,surb={'id': '5167d5bf-2917-4f2c-a6ab-1d8e81a310f1', 'route': ['p2', 'e8', 'i9', 'x6', 'p1', 'c1']}
1769749952.8639047,SENT,405a60fb-3388-468a-a30e-3d17dda5ff29,9b305627-1f1c-46ef-ac87-2c17f359f42b,c5,c2,3401,?,p2,
1769749952.8640594,CREATED,204f8b25-b045-4c20-a53a-c16a1cfda461,2aba7980-ed40-4286-a61f-7a4f6f4f6d3d,c5,c2,27,?,?,surb={'id': '198bcc7f-5304-4476-96ac-6b40d6662902', 'route': ['p2', 'e2', 'i3', 'x1', 'p2', 'c5']}
1769749953.054392,SENT,baeac335-ee7f-42ad-be63-ce6c4e0947d1,c9c786d9-c830-4ecd-a54b-f8faa0fcf5aa,c5,c2,3387,?,p2,
1769749953.0545266,CREATED,2b470628-ef2b-412a-a515-52d230cdb52e,b0f9a8cb-987c-4a0e-b6af-59986922c53c,c5,c2,26,?,?,surb={'id': '3fe22198-db38-4314-a109-784ee4ad5c6e', 'route': ['p2', 'e9', 'i7', 'x4', 'p2', 'c5']}
1769749953.2758417,SENT,d8df2b13-dac1-481f-ad90-37181760c559,0f3e49db-9378-4143-a797-6e90169ed439,c5,c2,3381,?,p2,
1769749953.275994,CREATED,6bfae384-51cc-4297-a99d-721364171260,87bcf939-d3d5-469c-83fd-2d8cd4544ccb,c5,c2,26,?,?,surb={'id': '089cc9c5-e95b-4126-825b-f3003f8856c6', 'route': ['p2', 'e5', 'i4', 'x2', 'p2', 'c5']}
1769749953.4003363,RECEIVED,788efd99-87fa-4315-acd0-2eca8ed10577,1802120a-be67-460e-9ac1-cb2330a499bf,c4,c5,27,p2,?,surb={'id': '134664a0-3a53-4e12-ac6f-7e779f20d937', 'route': ['p2', 'e11', 'i9', 'x3', 'p1', 'c4']}
1769749953.523371,SENT,0bfa5252-a35c-4cd0-a891-60b21f46bde4,e9875393-cc15-4943-af45-73c6013abf98,c5,c2,3379,?,p2,
1769749953.5235202,CREATED,45db7587-d757-4731-af26-b21e30815d9f,8d0384c4-a4aa-48c2-bda6-116829b110a5,c5,c2,27,?,?,surb={'id': 'a4227320-0f2d-484a-858f-b0978b296476', 'route': ['p2', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769749953.5281081,RECEIVED,45dec701-1d14-4581-b447-1e9b4941a5a1,f7de63a8-a92c-496d-94e9-39e8540d06e0,c4,c5,27,p2,?,surb={'id': '1e92a890-65ae-4559-b75e-66f010173e38', 'route': ['p2', 'e4', 'i10', 'x2', 'p1', 'c4']}
1769749953.7631614,RECEIVED,e04b491c-a103-4952-9fcd-f3789d06f794,a10f1c33-29d5-495b-957c-0757def2be43,c1,c5,26,p2,?,surb={'id': '5de7c0dc-cab1-4ed4-ad3f-e4ba7ed8c181', 'route': ['p2', 'e9', 'i2', 'x6', 'p1', 'c1']}
1769749954.218632,SENT,b713fa0f-8d7d-4b8b-8920-b12de62d49ec,087f054d-6b97-4f46-923a-bccdf63ad9af,c5,c2,3393,?,p2,
1769749954.218731,CREATED,dd5732bd-0316-4fc5-b6db-9d7a83532d26,41493f9c-865e-4c25-86b2-279e750b80ca,c5,c2,27,?,?,surb={'id': 'a1af7766-3137-4b48-b0b2-72fe3b4ecb33', 'route': ['p2', 'e12', 'i3', 'x5', 'p2', 'c5']}
1769749954.2283857,SENT,a3052af2-8df5-4da5-a6c0-fd9185bf19c8,825c7c13-1b9f-4a3d-829a-a9c45e7105c0,c5,c2,3388,?,p2,
1769749954.228487,CREATED,ed0fe843-7682-4758-ae8a-d4bde27281fa,e6a26cd9-2004-4091-9f99-bcbca314ed5d,c5,c2,27,?,?,surb={'id': 'c3a2d027-2d3b-433a-b945-d5ad52141578', 'route': ['p2', 'e6', 'i12', 'x1', 'p2', 'c5']}
1769749954.489988,RECEIVED,63389032-a27d-455c-9dde-51df36eac13c,a9bf0311-6318-4f95-b7de-d9d6c697668c,c1,c5,27,p2,?,surb={'id': '63c6396f-4d82-465a-927a-5fdef8a385c9', 'route': ['p2', 'e12', 'i10', 'x2', 'p1', 'c1']}
1769749954.527716,RECEIVED,bffe87f6-855a-48a8-9c99-bbbad86e94fc,e6d9d4fa-c777-4161-9983-3a4ce5d61ab4,c4,c5,27,p2,?,surb={'id': '86e4b313-bf66-4eef-86e2-65c27e62d307', 'route': ['p2', 'e8', 'i3', 'x5', 'p1', 'c4']}
1769749954.662986,RECEIVED,b167384c-04de-400d-9137-48c6d8e25232,7cbaef67-9917-48b8-9462-3c36e63cf8f2,c1,c5,27,p2,?,surb={'id': 'd1fc71ee-065c-4155-8597-53934ee4ea8e', 'route': ['p2', 'e6', 'i12', 'x6', 'p1', 'c1']}
1769749954.9047294,SENT,308174b9-cc26-4247-941a-3cc59fe63b04,8465a153-7776-4f63-8349-5a9a5cdca097,c5,c2,3377,?,p2,
1769749954.9048834,CREATED,8db93538-0500-41c8-b307-187d76bd84b3,20774797-0032-4d80-9630-daea4a5dc6e9,c5,c2,27,?,?,surb={'id': '5ca8fdde-d39c-4354-8c9a-fa1597eb1475', 'route': ['p2', 'e1', 'i9', 'x10', 'p2', 'c5']}
1769749955.3589816,RECEIVED,255e3baf-c36d-4999-9290-39199f389b55,8d23c6f2-2a29-4109-b06d-4764bfa2ed13,c4,c5,26,p2,?,surb={'id': '5e2c0ae3-a57c-4a70-832b-4103fe18f86c', 'route': ['p2', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769749955.3941877,RECEIVED,62515f94-3734-4d78-aa39-05dcafd5fd1c,787ab831-eade-454d-b661-51ee49454366,c1,c5,27,p2,?,surb={'id': '5e0b9405-753d-431e-bc4b-9eb3a43489df', 'route': ['p2', 'e6', 'i7', 'x10', 'p1', 'c1']}
1769749955.4229498,SENT,9335c161-b658-414d-a657-e9db1385e2b9,4d208676-dc31-4302-932c-d22eee981c2e,c5,c2,3392,?,p2,
1769749955.4231913,CREATED,009edb47-c12d-4111-b208-9b9a5675da92,9a619257-7a18-45f4-af1e-29f8a8eeb34d,c5,c2,27,?,?,surb={'id': '780e94ca-7425-44fc-a709-e8e62036cb15', 'route': ['p2', 'e6', 'i11', 'x6', 'p2', 'c5']}
1769749955.6029584,RECEIVED,b24cf1f4-5aea-45c5-a362-682d54b5bd39,73c758ee-f807-4231-816c-bcfdd08ac1b3,c4,c5,27,p2,?,surb={'id': '32b5a02f-0602-4489-b2c5-66c90f084d9b', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c4']}
1769749955.6143107,RECEIVED,839447cf-8e7a-4274-abe0-10b37d715e9d,77c600c2-58d9-4480-aec7-199fba0165c9,c1,c5,27,p2,?,surb={'id': '4f67ec1b-4b34-49b1-8023-8ad4dd770790', 'route': ['p2', 'e2', 'i4', 'x4', 'p1', 'c1']}
1769749955.8522668,SENT,430cb590-71f6-48bd-ae13-d494ac554fa5,0df00f3a-e6c8-4624-90fc-37abffeb4503,c5,c2,3397,?,p2,
1769749955.8524168,CREATED,0cb39670-dc11-4acf-a7ff-47cbfaff4858,bf50cf8f-a438-425f-a6ba-b64c241ed381,c5,c2,27,?,?,surb={'id': '6c93526c-5515-4d6c-9f6d-059c94cce84f', 'route': ['p2', 'e11', 'i8', 'x9', 'p2', 'c5']}
1769749956.0938566,SENT,9ac18a80-05e4-4bc9-a301-ac943235d926,c4c6f364-4f8f-40d3-b332-a0a4bfb2f58c,c5,c2,3383,?,p2,
1769749956.094007,CREATED,10b45a1d-750e-416d-8faf-b0ee050b36a1,7b3b60af-7387-4105-8b21-9fb48999aeb5,c5,c2,26,?,?,surb={'id': 'b8be4fe7-ce13-4798-bac8-abd0b1eb55e9', 'route': ['p2', 'e7', 'i3', 'x10', 'p2', 'c5']}
1769749956.200685,RECEIVED,03a87d56-940b-4ec1-9ab4-61cccd996ce8,cf93b5d9-f963-463d-b9f1-acd564958b09,c4,c5,25,p2,?,surb={'id': '93c564ed-faa6-4d00-8ace-ec2c390499be', 'route': ['p2', 'e8', 'i1', 'x2', 'p1', 'c4']}
1769749956.3757083,RECEIVED,640926db-ffbc-48b9-91c0-6854bb8fd121,0668185b-7ace-4292-be9a-1a974f473fc1,c1,c5,27,p2,?,surb={'id': 'b64b0ae0-ff75-4a87-94ad-76453ec3391f', 'route': ['p2', 'e12', 'i11', 'x10', 'p1', 'c1']}
1769749956.4033961,SENT,0df9edfe-f9a5-4697-9259-23bd8761d4ec,97f87c5f-f43a-40bc-8461-fad1c2a43057,c5,c2,3356,?,p2,
1769749956.4035575,CREATED,c3d3a168-7a62-4f5c-907d-19be7d6ad0ad,8737b658-ac6c-4fed-a8b2-342bd143daf6,c5,c2,25,?,?,surb={'id': '164f8e88-1017-49e0-94a4-8255db8dcf06', 'route': ['p2', 'e1', 'i6', 'x6', 'p2', 'c5']}
1769749956.568356,SENT,653051ee-26f3-4444-93fd-fdf1b0154aef,84c86e60-7418-44d6-858c-e757d9b2071e,c5,c2,3359,?,p2,
1769749956.5684967,CREATED,27a071f0-e050-4664-819d-1696521f03d6,7b781676-2524-489d-9305-efc576ef6452,c5,c2,26,?,?,surb={'id': '9bd66305-372a-4818-ad61-85354a7058cc', 'route': ['p2', 'e4', 'i10', 'x5', 'p2', 'c5']}
1769749956.6853094,RECEIVED,32ec304a-7394-490b-914c-8c799b94658d,f762ff19-31d6-4545-bf02-48cbd6354cce,c1,c5,27,p2,?,surb={'id': 'aac806c7-8430-4fbf-a4af-64e2f882ed52', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c1']}
1769749957.0848665,SENT,059eb76d-d666-4950-9782-b080a220a9fe,c676074e-76fb-47fa-9b46-4a7330902918,c5,c2,3359,?,p2,
1769749957.0850227,CREATED,78ac651e-db94-4efe-a4de-6508944ad8fc,311792a4-fabe-47ba-91d4-ede26e919d4f,c5,c2,26,?,?,surb={'id': '4eea4f59-b6be-4755-b0e1-88ff1ef86cf3', 'route': ['p2', 'e2', 'i2', 'x8', 'p2', 'c5']}
1769749957.5244882,RECEIVED,759ebe24-4e31-46e2-a149-b71ad12f50ce,365be053-f971-4a11-a460-8304c2810192,c1,c5,26,p2,?,surb={'id': '5bf3c15f-d84a-4f03-a160-0ae737ebb64d', 'route': ['p2', 'e6', 'i1', 'x12', 'p1', 'c1']}
1769749957.545782,SENT,1266b934-8c1f-4654-85d8-b842ff86bd38,de177fb5-bb98-4f03-ade3-af0ddcef7ecb,c5,c2,3383,?,p2,
1769749957.5459318,CREATED,8460f242-8a5a-49af-9559-b5716141049a,9b25ab98-8c70-470c-90a6-5317cd5a6826,c5,c2,27,?,?,surb={'id': '690f4005-33c4-407e-a394-b1c316a49ee5', 'route': ['p2', 'e4', 'i5', 'x7', 'p2', 'c5']}
1769749957.834319,RECEIVED,7400a9c1-e03c-4ec3-a261-50bbc0fd2dae,a638c1e1-07d8-4b72-8133-d12db1507925,c4,c5,27,p2,?,surb={'id': '340acbe1-6009-437c-886f-d7c5c41de37b', 'route': ['p2', 'e3', 'i8', 'x9', 'p1', 'c4']}
1769749957.8835723,SENT,eed4ada6-bdac-4e7e-bcd9-d9f691c8cfd1,d2f87a0a-ecec-470e-b45e-b9c8ff78cf84,c5,c2,3377,?,p2,
1769749957.8837073,CREATED,4a0ea3a1-6110-4ed7-ad6e-432b735da641,a21d2585-b344-445f-a57b-5aa6fc5aec51,c5,c2,27,?,?,surb={'id': 'f3f3f02d-a697-4d5b-bcf7-0d4055bd1ee4', 'route': ['p2', 'e1', 'i6', 'x8', 'p2', 'c5']}
1769749957.8936713,RECEIVED,a65e2e6b-91cc-442c-bda4-d15af8ff551e,2800e4e2-4640-44b0-ae71-ccc9aa6b4e4e,c4,c5,27,p2,?,surb={'id': 'bcf81f66-d80b-4ad4-b9e7-0e85d3349631', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769749957.925352,RECEIVED,c2b0c536-58b6-487b-8a98-cc83a5c9de09,c76aa664-22b2-4c12-890d-83e7f43c067f,c4,c5,27,p2,?,surb={'id': '72d82526-2b3f-48a2-b373-d14b3e0bec51', 'route': ['p2', 'e4', 'i12', 'x1', 'p1', 'c4']}
1769749957.9729705,SENT,f28db68f-73ed-406f-8c67-7b83bfe761a3,92ff0465-a22f-495a-8dc2-046e09fe421b,c5,c2,3376,?,p2,
1769749957.973126,CREATED,7caa00ed-c8a2-4dc6-a3f1-b95853b00832,52678473-f319-4460-a083-2fef9a8a6047,c5,c2,27,?,?,surb={'id': 'e9ecd21f-07b4-42d7-8c3a-ac8f52d61503', 'route': ['p2', 'e3', 'i3', 'x7', 'p2', 'c5']}
1769749958.0662296,SENT,05bd65f6-415a-4add-9f4b-52a36a126175,ef3f1cb6-6556-4b5f-8fff-7070a2ef3411,c5,c2,3371,?,p2,
1769749958.06637,CREATED,46734997-8266-42c9-a53d-11a5be945b9d,7bd96c60-bad6-48a7-918f-24d0bb3fa8a7,c5,c2,26,?,?,surb={'id': '3381e1cb-ee91-4169-b791-48c20a6ecbfc', 'route': ['p2', 'e6', 'i11', 'x7', 'p2', 'c5']}
1769749958.1453676,RECEIVED,d5b8e70c-3f31-415c-92ea-256f7656f7d1,e76fed7f-fe8b-465d-8093-3c3049212d01,c4,c5,27,p2,?,surb={'id': '2bd6bc06-bb34-4f3f-bbc6-a061bb5693f0', 'route': ['p2', 'e8', 'i4', 'x9', 'p1', 'c4']}
1769749958.2776577,RECEIVED,b2f3845a-8a96-4192-843a-b78319fc1965,9823bd90-2de5-45b3-b1e2-77e1b276bd78,c1,c5,26,p2,?,surb={'id': '0285261d-7e8b-48f1-90d3-23317138ac97', 'route': ['p2', 'e12', 'i3', 'x10', 'p1', 'c1']}
1769749958.4607296,RECEIVED,252d817d-3886-43e1-90b7-b0356c74e169,75e3cb95-2b30-4c42-a292-c7e51236d04d,c4,c5,27,p2,?,surb={'id': 'ca16da4a-3e49-4b03-a0c9-36aa2209d89f', 'route': ['p2', 'e4', 'i6', 'x9', 'p1', 'c4']}
1769749958.580659,RECEIVED,af4d3432-0b9e-42b7-bf1e-bafb8542a043,ce7f0a51-e100-4c8c-9b08-230626ad4f4e,c1,c5,27,p2,?,surb={'id': '667880e1-054c-4811-b90c-9a1281eee910', 'route': ['p2', 'e3', 'i8', 'x11', 'p1', 'c1']}
1769749958.5930269,RECEIVED,84e8ab1c-d315-48ce-9f29-a87c0b53091c,49705a84-b0cb-491f-8490-739569d6d4fb,c4,c5,27,p2,?,surb={'id': 'dcbe484c-4241-4810-8886-682ac92916df', 'route': ['p2', 'e5', 'i3', 'x12', 'p1', 'c4']}
1769749958.7053504,SENT,34954d83-ef25-42f3-9f89-60ea89b721ec,d4e654c1-b7e4-4e4a-8c27-eba085d5282e,c5,c2,3379,?,p2,
1769749958.7054818,CREATED,25cc4ba7-96fc-42cf-9810-e3e4a253ca36,aabc63b7-5707-45e8-a30e-4b955b4c937c,c5,c2,27,?,?,surb={'id': 'dfefae15-afc7-4de3-8228-6a25c75a2681', 'route': ['p2', 'e9', 'i4', 'x7', 'p2', 'c5']}
1769749958.753524,SENT,a16d8de9-a6cf-437c-af6d-0158684f31cb,a704f110-540d-46ab-b388-192a2de169b4,c5,c2,3370,?,p2,
1769749958.753673,CREATED,275f4940-6715-4663-9edd-149b74c26a71,c25061ce-58c1-42b6-9203-217d8adf81d2,c5,c2,26,?,?,surb={'id': 'dd9868a1-f793-4084-a019-b65f009fb273', 'route': ['p2', 'e4', 'i9', 'x6', 'p2', 'c5']}
1769749958.857161,RECEIVED,738a8cdf-cdfd-4c12-a081-74033884c663,80b2b2a1-034a-4722-9f09-7bab6f362742,c4,c5,26,p2,?,surb={'id': '295514c0-a3c2-4c0b-bc77-bdffdb8f8e0b', 'route': ['p2', 'e2', 'i7', 'x11', 'p1', 'c4']}
1769749958.8707988,SENT,560644c9-4530-4ac1-ad9a-ec443454bb6a,710b3265-0656-439c-b2e8-5854fb7153ee,c5,c2,3368,?,p2,
1769749958.8709304,CREATED,999cbc24-a2a3-4cbc-99e6-16b317f4b4f7,99f88064-e08d-45a1-8920-ca4e954356ed,c5,c2,27,?,?,surb={'id': 'd44ffabf-21b1-4134-81f0-8331f6811c53', 'route': ['p2', 'e7', 'i2', 'x11', 'p2', 'c5']}
1769749959.0706677,RECEIVED,eb1ba472-63dc-46de-8982-a058573d244f,933b940b-14ee-4bf0-9537-3a191f85ea9f,c4,c5,27,p2,?,surb={'id': 'b7c85ecc-c1d6-433d-a71c-bd1fcf7c2a39', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769749959.1908565,RECEIVED,30bf58ea-be59-46a9-af9e-22d50d126c5e,66de2644-34ab-4508-a51d-9597275b6af4,c1,c5,27,p2,?,surb={'id': 'bf2bcbc0-8f19-445d-b485-03b27c67fcb8', 'route': ['p2', 'e4', 'i4', 'x3', 'p1', 'c1']}
1769749959.2065206,RECEIVED,35addd20-b14c-4f9f-baf0-46026488708a,cce43c77-ce4d-409f-82e6-36af563452c0,c4,c5,27,p2,?,surb={'id': '71f86f1e-6f6d-4835-acb7-4c6567398435', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c4']}
1769749959.2322261,RECEIVED,206df502-ffea-457e-bdab-309e36dda538,89902065-51a1-49a9-b77f-edc0704d1e86,c4,c5,27,p2,?,surb={'id': '86467869-d0f0-40de-81d1-72335491b8b0', 'route': ['p2', 'e12', 'i7', 'x2', 'p1', 'c4']}
1769749959.3878894,RECEIVED,475ded19-12b4-4a09-ba7b-562091a5f3bd,a4c20987-ff3e-4c7a-96c3-96ea0becacfd,c1,c5,27,p2,?,surb={'id': '2dd3f41a-1cd8-4bbc-bbb9-97c247fd423f', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c1']}
1769749959.4118407,RECEIVED,ac3ebf20-8bce-4f20-a9cb-59f42e447062,ccebb7a2-4812-46b9-8ac9-73d9dc2c7206,c4,c5,26,p2,?,surb={'id': '8695b6f2-d6a9-41c0-80b6-0ad58baae350', 'route': ['p2', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769749959.41472,RECEIVED,160d6ab9-9b09-42a5-81a0-9c1516a08de5,5a1d00fc-d3e4-4bb9-afb3-b8404c51d7e5,c1,c5,27,p2,?,surb={'id': '3d94125f-f9d2-4d64-b8b6-467c96d88854', 'route': ['p2', 'e5', 'i4', 'x12', 'p1', 'c1']}
