timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769750335.180894,SENT,696cbb2c-00a3-43be-b57a-419608c38de1,2ed891df-6eb8-45c0-9338-f09aced7e0da,c5,c2,3371,?,p2,
1769750335.1809757,CREATED,1f328a51-388c-4fd2-ae9c-ab11a1202ac1,152e2765-3597-4eb6-ba87-14019f1bce01,c5,c2,27,?,?,surb={'id': 'e72f5703-824f-4faf-bcd2-c4c0689b2342', 'route': ['p2', 'e1', 'i8', 'x3', 'p2', 'c5']}
1769750335.2362912,RECEIVED,aaca9c80-04bb-4bbe-a947-2ccd158d2538,cb201f81-addd-453d-a788-2d77e288a462,c4,c5,26,p2,?,surb={'id': '1f27d807-bb5a-45e8-ad7d-19683951119a', 'route': ['p2', 'e10', 'i7', 'x6', 'p1', 'c4']}
1769750335.2394574,RECEIVED,37e0f44f-3796-46ff-90c0-e3edeb8efed6,b2a2ca26-354f-42d5-bdaf-228495cf7293,c4,c5,27,p2,?,surb={'id': 'd62b4ed9-2e5a-49f4-8f2a-c8c5e45bd9fe', 'route': ['p2', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769750335.2682374,RECEIVED,745e039d-1ba7-4f3f-a215-518311c30a81,6cb98463-3757-4cce-9731-63cb82845a24,c4,c5,27,p2,?,surb={'id': '81dacb24-3b58-4b6e-8a3b-41056042c06b', 'route': ['p2', 'e6', 'i6', 'x7', 'p1', 'c4']}
1769750335.2821863,RECEIVED,a51f986c-2e69-4693-8134-3226ba4786de,1beb0a7c-6d1a-4370-914f-1950cf9eed82,c1,c5,27,p2,?,surb={'id': '3b2537c1-c9ef-47d7-9873-dba95ca866ff', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c1']}
1769750335.3664272,RECEIVED,8d72a553-e1be-45a0-8f2d-538a7a9f4379,c172d01a-b4ef-4f71-8630-32643c1b1f7f,c1,c5,27,p2,?,surb={'id': '19da8bb1-4d62-4fa8-a6a1-9e53db29a01b', 'route': ['p2', 'e10', 'i2', 'x2', 'p1', 'c1']}
1769750335.4344592,SENT,73325efb-0976-45d0-b20b-3257efa023da,88487485-1468-402a-a3ba-1ef037aaf667,c5,c2,3376,?,p2,
1769750335.4345615,CREATED,4b3e8d55-bf27-4ed9-9db7-a2fa970b64de,a09b6fbe-e924-460f-89e1-642ee0eb8caa,c5,c2,26,?,?,surb={'id': 'fc905911-05a0-44b0-b7c5-c3751dd7fbb1', 'route': ['p2', 'e11', 'i3', 'x9', 'p2', 'c5']}
1769750335.6213121,SENT,270be4eb-ab34-444a-8774-533ce63ad479,4ff0b533-21f6-4b2e-8649-bbaae751c2a9,c5,c2,3388,?,p2,
1769750335.6214087,CREATED,a175ecfa-6003-4b18-984f-9c90682ca492,75491970-9485-4c8b-9088-6c491f038231,c5,c2,27,?,?,surb={'id': '5193b311-c2c8-4667-b30e-6dc769f4e7ce', 'route': ['p2', 'e10', 'i3', 'x7', 'p2', 'c5']}
1769750335.874394,RECEIVED,40a69ee4-4be6-4440-9c2c-2c85223d09dc,b989ebaa-0bf8-400f-b4ad-9d75ab32efac,c1,c5,27,p2,?,surb={'id': 'd030b500-3c9e-497c-b658-2ccb1def5694', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c1']}
1769750335.8886113,RECEIVED,09132f3b-3a58-4619-84d1-25a06e90b05d,e2080efb-5a2d-4984-84b0-cfad330f80af,c1,c5,27,p2,?,surb={'id': 'bc256c8e-68cc-4038-83f4-1181dfd36f77', 'route': ['p2', 'e8', 'i1', 'x2', 'p1', 'c1']}
1769750336.0169928,RECEIVED,a3e8b404-97f4-45ae-b543-d9aa990bbdb1,a282326f-907d-4e13-ad66-508b7f86f198,c4,c5,27,p2,?,surb={'id': '6fdbba69-c864-45e8-9795-4d3984f87f27', 'route': ['p2', 'e10', 'i11', 'x9', 'p1', 'c4']}
1769750336.0948634,SENT,b600c253-f282-4239-aaf2-898dc77f1eff,056c405d-bd66-4674-909e-e333b8c31b29,c5,c2,3377,?,p2,
1769750336.0949712,CREATED,2f918d09-71aa-4714-a70c-98be5ca42225,7a0330a2-2723-456a-95fb-9e7012a597d7,c5,c2,27,?,?,surb={'id': '68e0ee3c-2d44-4b8e-86b3-4e232571fb82', 'route': ['p2', 'e8', 'i5', 'x6', 'p2', 'c5']}
1769750336.1747904,RECEIVED,b946c076-a0b1-4126-b3c1-ef5fdc13e235,30ae9d62-e4f7-40df-a8f4-fbab446f8ac4,c4,c5,27,p2,?,surb={'id': '404b87b8-2ba6-45a3-886b-49774ad60c9e', 'route': ['p2', 'e3', 'i2', 'x8', 'p1', 'c4']}
1769750336.2284393,SENT,a54bf2db-1b30-4c9a-bac2-96eb6d799d1c,9f8e91dd-b1e4-4bd5-b14a-728c4cf813c5,c5,c2,3374,?,p2,
1769750336.228541,CREATED,8816b20e-574f-4ed3-b9d2-c9eca31502db,719fccbd-be0d-40d0-9edb-c7b14394cd09,c5,c2,27,?,?,surb={'id': 'd9f8d763-0e08-4bb7-bbe0-89f22680749b', 'route': ['p2', 'e9', 'i11', 'x7', 'p2', 'c5']}
1769750336.4554725,SENT,63c4ca65-3658-46a3-9bce-c25894adaef9,ca6057dc-5e91-4961-8fb0-187b98f1a4ea,c5,c2,3400,?,p2,
1769750336.4555838,CREATED,4129d0cc-4167-4c07-9de2-7ad5c0bb4128,2c305987-0454-490e-99f9-8331131a0ffc,c5,c2,27,?,?,surb={'id': '2883963d-172c-4aac-af67-22d9fda83bd4', 'route': ['p2', 'e4', 'i11', 'x2', 'p2', 'c5']}
1769750336.466282,SENT,c82abb03-d6ec-49c8-a163-8c6e937efc82,5d6a69b9-8177-460d-a490-4601b4974499,c5,c2,3400,?,p2,
1769750336.4663818,CREATED,f0fc9655-30d8-4c24-b364-c672fdd361c2,09773ee8-4bab-47cd-a9e7-786ac186d874,c5,c2,27,?,?,surb={'id': '76be16df-5654-47f3-82ec-e071baa98726', 'route': ['p2', 'e10', 'i4', 'x11', 'p2', 'c5']}
1769750336.5573354,SENT,c2b14550-aa28-4e03-a6fd-1c316b2a55f1,3f5484ce-cf6d-420c-bc74-3a99ba6dfa16,c5,c2,3400,?,p2,
1769750336.5574377,CREATED,6a80e49e-499f-46c4-9375-32c0a52af2cd,d4c4d95d-3471-4daa-901b-b8cb703f37d0,c5,c2,27,?,?,surb={'id': 'e1964acf-d26d-4654-b114-ebf480174944', 'route': ['p2', 'e9', 'i12', 'x4', 'p2', 'c5']}
1769750336.6795049,RECEIVED,5970b21f-e9a6-4e15-b48a-640358f6b5a1,1f93bab2-2c34-46fc-b535-0c229d28e212,c4,c5,27,p2,?,surb={'id': 'c75bdadc-bc92-4a83-b4cb-35f559bbb4b3', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769750336.7420144,RECEIVED,37e61281-aa59-4d29-b858-7af10e2ca5db,e8611511-e550-426f-8f06-9afba367a238,c4,c5,26,p2,?,surb={'id': 'e3ed10f7-6dc9-4467-bf11-bc7db6e2ff83', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c4']}
1769750336.8923898,RECEIVED,96fa95ab-9302-43d3-96f8-0e49513275dd,9a0cf5a3-e2ef-4f7a-9c48-a44c773e2bd9,c1,c5,27,p2,?,surb={'id': 'f19a78cc-c528-4ae5-8347-19afd1d7a51f', 'route': ['p2', 'e11', 'i11', 'x7', 'p1', 'c1']}
1769750336.9399288,RECEIVED,980518be-781d-43dc-825b-30dd01fb44db,e85d1046-14ec-4a96-bb84-d76fd738e67b,c4,c5,27,p2,?,surb={'id': 'cba4fcb8-a082-4269-ba7e-7d4f76e89bb1', 'route': ['p2', 'e10', 'i1', 'x5', 'p1', 'c4']}
1769750337.0938623,SENT,1b758179-b865-4c1b-8f81-69286b412d1f,10bc2f5b-6823-44a3-8f8f-9e4206e11f5a,c5,c2,3400,?,p2,
1769750337.0939338,CREATED,983ade45-3360-4155-b536-1a16a78a7bb3,cf4d9c83-b91d-4e84-95e0-1e6c825fd385,c5,c2,26,?,?,surb={'id': '4faaf297-7e0c-4d6a-930a-a0d077afea12', 'route': ['p2', 'e10', 'i10', 'x12', 'p2', 'c5']}
1769750337.220153,RECEIVED,2af5691b-9c8a-46c4-948c-74fe2e0b4fd0,5b15cad0-13a7-45d4-b525-b42dd5ab6cf1,c1,c5,26,p2,?,surb={'id': 'f33fc0d2-e5c8-42b4-8485-da08b10f2f5f', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c1']}
1769750337.2989135,SENT,08edba15-e7f3-4be6-bf63-cf6602058db8,7d14213b-f9da-4346-9055-a1459e8bf79f,c5,c2,3379,?,p2,
1769750337.2998338,CREATED,a10d3b03-4aac-4622-9048-e1bfc5157e4f,82b57e7d-0b80-41bb-ad6e-2fd3ddac0dca,c5,c2,27,?,?,surb={'id': '30e7ebc5-6834-41ab-a824-1a168d9de174', 'route': ['p2', 'e7', 'i2', 'x2', 'p2', 'c5']}
1769750337.5446544,SENT,6f1105db-8217-488e-8b5f-8f5e58cd066f,3aaaf0bd-4182-41e9-9c2c-b753fc82728e,c5,c2,3383,?,p2,
1769750337.5447862,CREATED,b02e2a19-dd3e-414d-8c95-672db8f8652e,f945b4a2-133e-4afa-8e6a-2a1b54516af4,c5,c2,27,?,?,surb={'id': '9eb94ffb-30ec-4cd4-a501-a1e2a5273db1', 'route': ['p2', 'e8', 'i6', 'x2', 'p2', 'c5']}
1769750337.5704293,RECEIVED,bb7433a2-14bf-4c03-af11-6bf1f68662a4,0d0dad89-1ec9-42f3-b81f-db5764a5a551,c4,c5,27,p2,?,surb={'id': '70e741ee-56c0-4941-ae6c-db7053f69bf8', 'route': ['p2', 'e3', 'i8', 'x5', 'p1', 'c4']}
1769750337.5747564,RECEIVED,3128da92-fd29-48c9-99ac-041e9cc1bb60,b1dc5d05-85b7-4262-90f5-ed251f58625b,c1,c5,26,p2,?,surb={'id': '532d7a88-fae2-49b8-b9bb-9d4dfcff6626', 'route': ['p2', 'e6', 'i3', 'x1', 'p1', 'c1']}
1769750337.6153147,SENT,05d2a377-d796-491b-b58b-8edf4fb08d25,4c59b7d8-bfb5-4103-9e23-e9bc5c3f5963,c5,c2,3400,?,p2,
1769750337.6154482,CREATED,def91125-9193-4864-9e18-5f9993a31b86,f24501e8-0561-4b31-812d-7f127de07d94,c5,c2,27,?,?,surb={'id': '67ff65c5-e007-41d7-9533-5e2aadddc70a', 'route': ['p2', 'e6', 'i8', 'x5', 'p2', 'c5']}
1769750337.7075453,RECEIVED,b1cefd96-d828-4dbd-9900-041cc1f9a794,5d9b9440-0d0a-4744-bdf6-e7aa636a9cbf,c1,c5,26,p2,?,surb={'id': '75981a4d-11e4-4afb-814c-dc9fdc1732bc', 'route': ['p2', 'e11', 'i8', 'x7', 'p1', 'c1']}
1769750337.7686012,RECEIVED,4178b669-50fc-42cf-9259-469a02a3af2c,9e087cad-f4b4-468d-8e2e-0faa420e0d12,c1,c5,27,p2,?,surb={'id': 'f79b593f-3b7e-4ea9-877d-c8279d5947bc', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c1']}
1769750338.0398135,SENT,8c24c851-662c-430e-a0e3-427c17457610,5ffb72d1-2eca-448e-b2a5-59b6525e11c5,c5,c2,3352,?,p2,
1769750338.039959,CREATED,21803003-47d9-4425-989e-3e055c21e017,72cde009-e397-4d50-b799-2ed788a2c7bd,c5,c2,27,?,?,surb={'id': 'fce091bb-b76d-47d7-b252-12edb546fe77', 'route': ['p2', 'e3', 'i8', 'x8', 'p2', 'c5']}
1769750338.0995998,RECEIVED,a66c79a2-93d2-4441-8396-401acf642bd9,fbb86eb7-1131-4743-8081-fc4ef50dc3a5,c4,c5,27,p2,?,surb={'id': '46397ce5-64e2-431b-aa62-2dc48c36ac3e', 'route': ['p2', 'e6', 'i6', 'x6', 'p1', 'c4']}
1769750338.250156,RECEIVED,4b2971b0-818d-4ae5-ac70-1387bd49de8f,ca1f998b-e729-4ec7-a2da-b492030c5073,c4,c5,26,p2,?,surb={'id': 'd073c2a1-a4a0-4fde-bdec-f2b215d6aa97', 'route': ['p2', 'e12', 'i11', 'x6', 'p1', 'c4']}
1769750338.2659576,RECEIVED,d694ccf3-851c-42a2-88f0-04e796b618c0,6dda1dd9-9f51-42db-952a-22e94d31e8d4,c4,c5,25,p2,?,surb={'id': '22f30d04-da9b-455a-80d5-f1e6395c9441', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c4']}
1769750338.3426404,SENT,e996d8e8-f714-40de-a52f-25ad4635efb3,7ee22fae-d778-4a90-b012-e3e16f07d370,c5,c2,3358,?,p2,
1769750338.3427887,CREATED,58963133-d445-4616-91e2-86fa6fa29af5,3e70c1c3-70be-4a53-934e-d599fd13922e,c5,c2,27,?,?,surb={'id': '015ced66-4e17-432a-8d5e-ab308bbcfe91', 'route': ['p2', 'e6', 'i6', 'x2', 'p2', 'c5']}
1769750338.352621,RECEIVED,d536401f-3832-4c13-a4c8-f3185526bca1,7d409f4c-65ee-4fff-b1f2-a80cc12d1dfd,c1,c5,27,p2,?,surb={'id': 'a1389df5-c414-46a6-a537-7b3fd45ef26e', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c1']}
1769750338.3977365,SENT,9025e52c-0370-479a-9ab4-75107d67060d,da881abc-fde1-4fcb-8369-1854488e1c5e,c5,c2,3380,?,p2,
1769750338.3978877,CREATED,75e82da7-656b-40a1-b100-b4571d0d6341,7df44c8c-c6af-4f8d-acb5-2cdc6c1411ab,c5,c2,27,?,?,surb={'id': 'fd960d9b-e293-44d5-8480-2622af6079ae', 'route': ['p2', 'e8', 'i8', 'x1', 'p2', 'c5']}
1769750338.5574849,RECEIVED,bf8402f1-c36e-465c-aaff-02d9436c4e5f,376831b4-7827-4d25-ba52-77b38dd66ac1,c4,c5,27,p2,?,surb={'id': 'e59a628c-9a37-4b18-8910-d3ee112d982b', 'route': ['p2', 'e4', 'i2', 'x1', 'p1', 'c4']}
1769750338.6891975,RECEIVED,e9958d83-97b7-48b9-9d38-88785afd38f3,269dce4e-a7ad-4989-9430-b936f244ad16,c1,c5,26,p2,?,surb={'id': '783e6c15-3edf-4dd1-817a-66e207cb9ecc', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c1']}
1769750339.0488403,RECEIVED,79c1131e-d33b-46d4-b3bd-632dbfd2fc2a,1e2aa17a-2424-4adb-bb23-bc41707257af,c1,c5,27,p2,?,surb={'id': 'b9e03f5c-9bac-42ef-8f1a-ae90e5069070', 'route': ['p2', 'e2', 'i7', 'x9', 'p1', 'c1']}
1769750339.4539304,RECEIVED,b3230ef8-ea17-4a36-b799-fe548a2a7407,026b4408-b414-4d15-aa31-1d7cd78bde60,c4,c5,27,p2,?,surb={'id': '24fb8474-3770-46a2-8c21-06d48aacada8', 'route': ['p2', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769750339.7050135,RECEIVED,f9d5acbf-c6aa-42ee-b475-9439a8ae570a,712c6cbc-42e1-4e35-9542-5df95d839c43,c1,c5,26,p2,?,surb={'id': '6ca5293a-2582-4eda-9e27-c3bfa81be6b0', 'route': ['p2', 'e2', 'i9', 'x1', 'p1', 'c1']}
1769750339.9396467,RECEIVED,f245b552-3cac-4718-b15b-a4a023dd2059,58a6824c-da90-46df-ac4a-6711781d26dd,c1,c5,27,p2,?,surb={'id': 'f6e0d8e4-df2d-46f7-b5ec-97d1ba0f440b', 'route': ['p2', 'e1', 'i3', 'x7', 'p1', 'c1']}
1769750340.2049446,RECEIVED,64911502-6d58-412d-96c5-42e4d3596e3d,fa8c3c0e-9369-4073-b108-5f819ca680e4,c4,c5,27,p2,?,surb={'id': '7b67ade0-336e-4fb1-993f-9e81923a7f69', 'route': ['p2', 'e5', 'i7', 'x4', 'p1', 'c4']}
1769750340.2064543,RECEIVED,723b89c8-7901-4035-9c71-97c5a87940dc,0fff356a-6cb3-4492-86bd-910a698ffa40,c4,c5,27,p2,?,surb={'id': 'f611a856-01d5-4682-a6ee-0c9b4c1a68f1', 'route': ['p2', 'e5', 'i10', 'x5', 'p1', 'c4']}
1769750340.274132,RECEIVED,ffc30711-3005-464f-98ee-96462fefbb0d,b13c0a69-f5b4-49f7-a381-f38785aea59e,c4,c5,27,p2,?,surb={'id': 'c0aef42f-8ddb-4bfd-aa5c-b459572e02db', 'route': ['p2', 'e2', 'i11', 'x7', 'p1', 'c4']}
1769750340.3007538,RECEIVED,6a5922ba-71c3-4549-a0db-0526ea40d23f,66190ba5-c21a-4a4c-8f61-d395bd7debe4,c1,c5,27,p2,?,surb={'id': '9ccf96be-77b6-47ce-907d-254e59f0c73d', 'route': ['p2', 'e12', 'i10', 'x11', 'p1', 'c1']}
1769750340.3431308,SENT,e69b2d5a-9e27-4451-a22f-7707c9028e20,87a16ece-55ac-4c1f-9c5c-caa0226921ea,c5,c2,3367,?,p2,
1769750340.3431957,CREATED,58e43e8f-4a15-4529-aed5-7f5bc4ca6b36,083f7a6c-a61e-45b2-96f1-e9e259b197ef,c5,c2,26,?,?,surb={'id': 'e32e55f5-055c-422e-9a5e-f794a2e5ad85', 'route': ['p2', 'e10', 'i5', 'x6', 'p2', 'c5']}
1769750340.4510512,RECEIVED,c522fdee-0ba7-4da2-95f3-97b6315ee5b3,485b14c7-d6c4-4f6f-94a3-111f6760a200,c4,c5,27,p2,?,surb={'id': '56ab7665-4b8e-47b5-8e13-39f6115ac913', 'route': ['p2', 'e9', 'i10', 'x6', 'p1', 'c4']}
1769750340.4755583,SENT,099fe371-3ea7-45b1-a470-5771fcaa0265,4e58afc4-fd2d-4488-b6f5-c75272c2c33f,c5,c2,3381,?,p2,
1769750340.4756482,CREATED,1ee9a251-1e43-4598-b0d4-1f0d4478f7d0,664e980d-98ab-48b4-b6dc-0d88bbff12b7,c5,c2,27,?,?,surb={'id': '42ed2128-48e5-4b53-9464-a24be1e24f8d', 'route': ['p2', 'e7', 'i2', 'x2', 'p2', 'c5']}
1769750340.5754793,RECEIVED,82fcb7ce-4bf0-42c7-a36a-1ed7e9646bb2,c50e0fc2-34f4-4b36-b0f4-fafb0d2fbc2b,c4,c5,26,p2,?,surb={'id': 'bc2bf05c-ae4e-4e64-8102-9141154701d0', 'route': ['p2', 'e5', 'i7', 'x4', 'p1', 'c4']}
1769750340.6307137,RECEIVED,d94bc7ae-fe48-4043-8b28-bf97e7434c83,c9cadf79-1f2a-4add-b975-171887488a18,c1,c5,27,p2,?,surb={'id': 'cb61c3cf-d8bc-49e5-be5d-6e2c527c031e', 'route': ['p2', 'e4', 'i5', 'x3', 'p1', 'c1']}
1769750340.6682093,SENT,15d8d0b3-c1ff-4c67-bd49-7b58cb6bf128,2b914469-8653-475d-a961-e97840c5b5c8,c5,c2,3396,?,p2,
1769750340.6683125,CREATED,d2b711a5-7828-4658-88b9-262337249b33,e44ec8bf-753c-485c-9c00-9fc3e966d932,c5,c2,26,?,?,surb={'id': 'c19339d2-f8be-47b1-943b-17d258ae8f0c', 'route': ['p2', 'e11', 'i9', 'x1', 'p2', 'c5']}
1769750340.6771572,RECEIVED,31fad6b7-58e8-4a2c-b803-6dfb55a05935,b0f4aec4-e244-4ae8-8b18-0458469b273e,c4,c5,27,p2,?,surb={'id': 'ec1b494b-b583-4ed3-8ffc-5293d82af2e4', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769750340.6818366,RECEIVED,ebd1f0c6-b0ca-4fa3-a482-8b1f054fc051,983e4630-1121-4499-9ef4-69dfaf5c4242,c4,c5,27,p2,?,surb={'id': '4f5e75dc-e154-4a48-81ca-613f5f457574', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769750340.8483744,SENT,7434ebbc-c689-418c-a742-f48287002ac1,b8c02cf2-74bf-4aa6-8b49-b7345ab658c9,c5,c2,3363,?,p2,
1769750340.848495,CREATED,5beb0078-75ee-4c02-859e-28ea44f8df82,90dfe634-75e4-411b-9bfc-c6e9c0986610,c5,c2,26,?,?,surb={'id': 'c815c651-8fa4-4110-b423-bfff9dbc7af6', 'route': ['p2', 'e4', 'i6', 'x9', 'p2', 'c5']}
1769750340.8904173,SENT,e26e1dcf-6ae6-4b5a-ba39-164e7c81fdec,81aec86b-47cf-4fa7-8ef4-6adb2f2310c2,c5,c2,3392,?,p2,
1769750340.890524,CREATED,8446ebbd-e03e-4b50-a06d-56fbae84c0ce,6130acb4-7691-4e08-9340-bcb50218945b,c5,c2,27,?,?,surb={'id': 'ef8c14aa-b54f-492e-897d-52e9709107a4', 'route': ['p2', 'e12', 'i2', 'x1', 'p2', 'c5']}
1769750341.2107413,SENT,19f8b818-9906-457f-afa7-00e7c6ef94a7,64688c4f-83a0-4bff-9dc9-3920ebb8bf59,c5,c2,3377,?,p2,
1769750341.2108734,CREATED,02f1530b-bc1e-4b2b-b685-fd22d2890a1e,1af78cec-cea2-4ee5-8245-f6b56712b42d,c5,c2,27,?,?,surb={'id': 'a35cf378-c064-4c3f-b01e-2942bf853a71', 'route': ['p2', 'e9', 'i7', 'x1', 'p2', 'c5']}
1769750341.2367797,SENT,a84d5635-3bc4-4fcc-8530-4ce8eb9a6bc0,aaf24adb-92a3-497f-a386-ab05fd7c2d4b,c5,c2,3391,?,p2,
1769750341.2369542,CREATED,d856bf38-3046-4b66-9c11-73a3b0c4ac02,b08eb8a5-cd1b-41bf-9fe5-74b48bf8c7a9,c5,c2,27,?,?,surb={'id': 'f59b1c0c-1cdc-46b2-a74c-69edb4927e35', 'route': ['p2', 'e1', 'i3', 'x9', 'p2', 'c5']}
1769750341.4314322,RECEIVED,12c8e549-f8c8-459d-9f4e-232614856cc5,7b3ca78f-0445-4f38-a5d2-51f302df3f23,c4,c5,26,p2,?,surb={'id': 'e837818f-7fa7-4f62-82ae-72de4ff6691b', 'route': ['p2', 'e11', 'i2', 'x8', 'p1', 'c4']}
1769750341.670798,RECEIVED,084ea608-7031-4b0b-b922-d4b73e030766,e69b41da-00c2-4179-aa73-3e7819a882ab,c4,c5,27,p2,?,surb={'id': '1dc826e1-5b8a-4c2b-b993-25aa36841ce1', 'route': ['p2', 'e5', 'i5', 'x11', 'p1', 'c4']}
1769750341.7666175,RECEIVED,f9938d5b-6255-4fb7-b67b-51130ebf99d7,cf84ce07-0848-4247-aa75-9a98ed621c22,c1,c5,26,p2,?,surb={'id': '4d1a4421-3f36-4023-9967-78740c23b4b2', 'route': ['p2', 'e8', 'i12', 'x12', 'p1', 'c1']}
1769750341.8812518,SENT,c5bbd1bf-6379-4fa0-830f-deb885be0202,aba5cd1c-bbf4-47c1-bb0f-6f5f74bab9f6,c5,c2,3359,?,p2,
1769750341.8813293,CREATED,b61faa9b-e36a-479a-9862-979da48cc267,691a4014-fb1e-42fc-9346-791e3a9640e9,c5,c2,27,?,?,surb={'id': '47843b8d-9e21-44a1-add3-972440ce4414', 'route': ['p2', 'e9', 'i2', 'x4', 'p2', 'c5']}
1769750342.3773296,RECEIVED,d7e75ac5-307b-4709-b294-99b3ad44542a,4935c98c-c42a-4967-8d6c-8db602260547,c1,c5,26,p2,?,surb={'id': 'd6bc1116-6fe3-4745-973b-4d62a47d8ddf', 'route': ['p2', 'e5', 'i7', 'x9', 'p1', 'c1']}
1769750342.7087598,RECEIVED,554cd472-428c-48fc-ad54-97a63c660d92,0acd3477-5d2e-4d6e-929c-0910e5b31f85,c4,c5,27,p2,?,surb={'id': '1b77aa6e-9dbf-43ad-a294-eef6ab9ed006', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c4']}
1769750342.7165987,RECEIVED,dde49833-4b60-49ab-8884-fd726aa35728,20d63271-f0dc-44cf-84fb-251aa52a5532,c4,c5,26,p2,?,surb={'id': 'f9631a5a-af60-475e-80c1-006ad8db1250', 'route': ['p2', 'e4', 'i12', 'x11', 'p1', 'c4']}
1769750342.8787017,SENT,9782612a-0e9d-4d12-a95e-60c913e11e0f,726dcb69-2234-441c-9ea0-e32175983bee,c5,c2,3383,?,p2,
1769750342.878859,CREATED,7aeec28c-01ec-47c2-89e2-f084c963efc5,c7899ab7-2139-431a-9a52-c4d3245e4b7e,c5,c2,27,?,?,surb={'id': 'b28e91ae-5bac-40dd-abcc-63d8e0f28e16', 'route': ['p2', 'e8', 'i3', 'x7', 'p2', 'c5']}
1769750342.9697535,RECEIVED,f5b1387a-a4b2-4a7c-b93c-e23cb4b8c681,fa954b94-5702-4cde-bb75-289a25ef91ff,c4,c5,27,p2,?,surb={'id': '485ddb39-e061-46cb-9c71-99b67b968b66', 'route': ['p2', 'e2', 'i7', 'x10', 'p1', 'c4']}
1769750343.0562282,RECEIVED,339ce818-3400-4a79-bf2d-2e1a600bb4b1,f7edf3c3-2dc4-4a92-b08f-d11145a1fd5e,c4,c5,27,p2,?,surb={'id': '01f41c8c-e095-4146-bffa-8e3fe3ca9669', 'route': ['p2', 'e7', 'i2', 'x8', 'p1', 'c4']}
1769750343.1718178,RECEIVED,6c43bbdb-ec01-47fb-953a-e1f1facee170,bf04527e-b954-47e0-b370-9cf84dfe3511,c4,c5,27,p2,?,surb={'id': 'b4c644a1-fa36-499f-a117-cf12fcee22d7', 'route': ['p2', 'e12', 'i3', 'x4', 'p1', 'c4']}
1769750343.5151358,RECEIVED,9a3f5fcd-cb74-48d1-96e4-e84c5b029f67,0475aedd-bf46-4b09-af04-41700eaed84b,c1,c5,27,p2,?,surb={'id': '0bc128d6-55fe-4e51-adb2-7719d0aae090', 'route': ['p2', 'e2', 'i10', 'x9', 'p1', 'c1']}
1769750343.5504448,RECEIVED,20e0ab3b-4f54-426e-9b23-d24aea46e235,94fd6e07-c30c-491f-9a99-7ecc792d16d4,c1,c5,27,p2,?,surb={'id': '7e34e3f1-2fd3-43e5-ae47-ee4d21207ed1', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769750343.6716747,SENT,d5a29f7c-ccc1-4812-bd6e-e6889cf2e1c7,bc4e2c39-b2fc-4003-9665-579183c587b9,c5,c2,3380,?,p2,
1769750343.6718233,CREATED,92e4f527-1448-49f2-ac2a-15545551cf66,908813e4-5331-48d5-a586-79d420a8dcf1,c5,c2,26,?,?,surb={'id': '7f044ebb-26af-49b2-bffb-d4e3c5376c37', 'route': ['p2', 'e1', 'i7', 'x2', 'p2', 'c5']}
1769750343.8547475,RECEIVED,6a619b40-ab86-4061-84cd-e1a141a79159,6b5dede9-dbd2-4bff-9e40-e5c9e1cb2406,c4,c5,27,p2,?,surb={'id': '03513b26-9e0e-48a5-b2f0-1f89578e0d26', 'route': ['p2', 'e11', 'i7', 'x3', 'p1', 'c4']}
1769750343.8895042,SENT,cd52424c-1121-435d-a5ec-e34aa2263863,b74da7bb-4403-4ba6-8e86-c50ba9d9001e,c5,c2,3367,?,p2,
1769750343.8895805,CREATED,fc2c36f3-4da0-40c4-8daa-2ef5c41bdbbc,0b64fe9a-5070-47b9-8b24-b17ca5c3dd98,c5,c2,27,?,?,surb={'id': '868211ba-213b-48ad-9ccf-d8e9fffefa8e', 'route': ['p2', 'e1', 'i9', 'x4', 'p2', 'c5']}
1769750344.1309576,RECEIVED,22d10fd9-caec-42b3-b9c5-8755f536d330,e571f266-0989-4461-a8b4-891e425ba421,c1,c5,27,p2,?,surb={'id': '19e09dc5-a509-45af-8481-7738436a40f0', 'route': ['p2', 'e4', 'i6', 'x11', 'p1', 'c1']}
1769750344.584025,SENT,6ca8d4af-17ec-4cf2-af77-2f71e873852e,bf5aa609-e5d0-4460-aaba-1c512bde0153,c5,c2,3377,?,p2,
