timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769749767.0788982,SENT,040114d4-1118-47df-af5e-99368a671dc7,4fecc6f6-3022-4697-aed6-45c6c88f74c2,c2,DROP,2015,?,p2,
1769749767.0790646,CREATED,8fb7bc9a-4313-4f70-ad02-5fa6749bb6a6,45afa387-4a98-4ba1-9414-ba505bfa0444,c2,DROP,27,?,?,
1769749767.4579988,SENT,d844a016-c52b-42a5-8914-4ff610c84220,7af6f17f-0a66-4a03-8b0c-665061210eb5,c2,c4,3388,?,p2,
1769749767.4581778,CREATED,745b1f36-0739-4712-8d01-65d6e0960048,4c150a8e-e51f-485f-b57b-f0d82833cfc9,c2,c4,27,?,?,surb={'id': 'f3dd6194-a2c6-44dc-9baa-166754a471a5', 'route': ['p1', 'e6', 'i10', 'x5', 'p2', 'c2']}
1769749767.6612642,SENT,ebb097e7-1b85-4498-940a-39cc207ced4b,bb15000c-0821-45e4-b8cf-a09ae4b56ba2,c2,c4,3393,?,p2,
1769749767.661415,CREATED,10e45026-5da3-4d5d-9bac-5f18a9576e99,7be26dde-4bfc-4e7b-8a49-99ae55df4af9,c2,c4,27,?,?,surb={'id': '6143ff85-f605-40b2-9ef0-30747e7740bc', 'route': ['p1', 'e10', 'i6', 'x6', 'p2', 'c2']}
1769749767.7792013,SENT,15842b16-15a5-4804-8b17-954102ac32f7,df4d219f-9cfd-411b-b7cc-5c41e1ee06ae,c2,DROP,2023,?,p2,
1769749767.779322,CREATED,63d1b8c9-cdcb-40be-a72e-c051725217d1,29b60409-191c-4f3a-9ee5-64e6f7c6193b,c2,DROP,27,?,?,
1769749768.5747607,SENT,7c0fab6f-8a6d-4271-99fd-bb13ae88f6c4,f2b4eabe-1f82-489b-8e2c-ef9143276609,c2,c4,3370,?,p2,
1769749768.5748913,CREATED,dca352e7-d70a-4093-94fd-94f02c3b14c2,c46590b1-b07d-481b-8241-acc5e9332dda,c2,c4,27,?,?,surb={'id': 'f437cc74-112c-44f0-a93e-824ba8c301c3', 'route': ['p1', 'e7', 'i5', 'x5', 'p2', 'c2']}
1769749768.8925142,RECEIVED,6b85547e-e225-49a1-91a5-497b9227b89a,5d030647-1c3a-490f-8304-7db3f6113d94,c5,c2,26,p2,?,surb={'id': 'bdb20c5c-22b9-4cdf-b9c3-dfb0913d6384', 'route': ['p2', 'e2', 'i6', 'x12', 'p2', 'c5']}
1769749769.236487,RECEIVED,fa99491c-5274-4872-8816-26e1a95319f7,36c3fd51-e6b3-4d59-9240-8109d5349456,c5,c2,27,p2,?,surb={'id': '333717bb-49cf-45ec-8266-d44d30d9dc70', 'route': ['p2', 'e11', 'i9', 'x4', 'p2', 'c5']}
1769749769.4416807,RECEIVED,6919085f-db6d-4aeb-803b-e312ef3cf64f,80389998-1c76-4843-865f-03230f3b3f26,c5,c2,27,p2,?,surb={'id': '95f61ca7-220e-49bc-b6e9-b49bbdd8a453', 'route': ['p2', 'e5', 'i8', 'x4', 'p2', 'c5']}
1769749769.4940572,SENT,306272dd-9bef-463f-b145-ad04e57fcf70,ec59aafc-b6aa-4ad0-b90e-307937f676ca,c2,c4,3387,?,p2,
1769749769.4942536,CREATED,2de1f45a-1dbd-4492-83b2-35df5320f5da,a854719e-193e-4027-8a84-4fa3372d7372,c2,c4,27,?,?,surb={'id': '8e8e744d-013f-491e-a9b0-294822294653', 'route': ['p1', 'e8', 'i4', 'x7', 'p2', 'c2']}
1769749769.8289647,SENT,26326008-3a3b-4eee-9553-8270f23e8698,bdf0bea9-210e-44a1-8993-53d60bf0536b,c2,c4,3383,?,p2,
1769749769.8291612,CREATED,9e1ceb9e-d8a3-45b7-9f65-3305ee76dd5e,40a2c8ce-f428-4134-98cd-99aa76e45a86,c2,c4,26,?,?,surb={'id': 'e512234c-65d8-48c1-a37f-bedee7251888', 'route': ['p1', 'e12', 'i2', 'x3', 'p2', 'c2']}
