Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,2.3418026994482624,3.7856044426218727,2.91727078891258
e11,2.418271207836775,3.8875639019409474,3.0392320534223707
e12,2.45976600601074,3.827528781726685,3.044617273843635
e1,2.505078211481566,4.006989691688849,3.119935170178282
e2,2.4488773450500725,3.9500316635308885,3.07331136738056
e3,2.3985593133559786,3.9066231219480816,2.9954954954954953
e4,2.4008334271673477,4.139194705080287,3.0168563000421407
e5,2.179506262218776,3.3204273905833164,2.7864583333333335
e6,2.4169390235950368,3.8758695416289273,2.9987765089722673
e7,2.4903469811709105,4.003149426520116,3.1076
e8,2.466094649307222,3.7518290240821623,3.0526315789473686
e9,2.4347996709529216,4.2026723382622535,3.0395756833945327
i10,7.099550144672732,8.840175690218098,90.16699702675916
i11,6.788899140780344,8.736679754122203,73.96009615384615
i12,6.801644319355301,8.63027042898906,74.31778425655976
i1,6.977593075423167,8.770863016954923,83.17514970059881
i2,6.859867113282078,8.691817965466822,76.58832046332046
i3,6.974330394960016,8.716381122607123,81.26432970156324
i4,6.986036778277054,8.832173651587187,84.59148112294288
i5,6.98147864348671,8.841247248221054,84.34208103130756
i6,6.804581180537104,8.666928843503229,75.7123828317711
i7,6.828343962831945,8.691860149730633,76.37169811320754
i8,6.9298048706383115,8.858820937958795,83.29272989889263
i9,6.862901625870027,8.816698441887732,82.00380952380952
p1,9.41030566982613,11.169343130937987,402.96420646406176
p2,9.423156011735639,11.152570064162308,406.4411327093832
p3,8.436826356434917,10.103208677767505,200.58313112685624
x10,2.2852694666103757,3.77838423710195,2.8451940850277264
x11,2.4043372515088697,3.764828207722683,3.0017368649587493
x12,2.3768941094623965,3.8523080382623585,2.9750445632798574
x1,2.2742613108955045,3.683317197158903,2.8001885014137606
x2,2.3552254499725933,3.862888304084086,2.963589076723017
x3,2.385648913063615,3.8666867967889975,2.9617267467734756
x4,2.397738448259552,3.8372517791042213,3.0030146425495263
x5,2.351594061675991,3.9066800784517897,2.92523768366465
x6,2.3159119204257688,3.754059987150947,2.8616780045351473
x7,2.274737530211577,3.86203222592451,2.832960143304971
x8,2.1312422438807057,3.273997540514716,2.6377551020408165
x9,2.3338883748849835,4.065427074455006,2.9168149466192173
