timestamp,event_type,packet_id,src,dst,size,prev_hop,next_hop,flags
1768406939.6399205,RECEIVED,ec374e1f-019c-4882-b705-f3b05487e6f4,c3,DROP,609,i6,?,
1768406939.7793531,SENT,ec374e1f-019c-4882-b705-f3b05487e6f4,c3,DROP,382,?,x12,
1768406939.7795177,FORWARDED,ec374e1f-019c-4882-b705-f3b05487e6f4,c3,DROP,382,?,x12,
1768406940.4323454,RECEIVED,e0b334d3-2dd2-4afc-882e-543d9c0ee0b0,c2,DROP,599,i2,?,
1768406941.6103845,SENT,e0b334d3-2dd2-4afc-882e-543d9c0ee0b0,c2,DROP,378,?,i8,
1768406941.610516,FORWARDED,e0b334d3-2dd2-4afc-882e-543d9c0ee0b0,c2,DROP,378,?,i8,
1768406943.492948,RECEIVED,1fd903b9-cb6e-4ebb-bc9c-1f35750da8a1,c5,DROP,599,i4,?,
1768406943.9388134,SENT,1fd903b9-cb6e-4ebb-bc9c-1f35750da8a1,c5,DROP,377,?,e2,
1768406943.938946,FORWARDED,1fd903b9-cb6e-4ebb-bc9c-1f35750da8a1,c5,DROP,377,?,e2,
1768406949.4578137,RECEIVED,884c6266-3c6f-4927-8144-b92f637c08aa,c2,DROP,599,i8,?,
1768406949.6078932,SENT,884c6266-3c6f-4927-8144-b92f637c08aa,c2,DROP,377,?,i6,
1768406949.6086662,FORWARDED,884c6266-3c6f-4927-8144-b92f637c08aa,c2,DROP,377,?,i6,
1768406950.1894538,RECEIVED,674424b2-ae65-4d95-ad7d-fb8b1c0dc0ff,c5,DROP,603,i11,?,
1768406950.4326446,SENT,674424b2-ae65-4d95-ad7d-fb8b1c0dc0ff,c5,DROP,381,?,i4,
1768406950.4327576,FORWARDED,674424b2-ae65-4d95-ad7d-fb8b1c0dc0ff,c5,DROP,381,?,i4,
1768406951.1086268,RECEIVED,f37aa7c6-cb16-4e31-b006-d9d1f5c5a330,c4,DROP,378,x2,?,
1768406951.9418333,RECEIVED,ee55e288-ae7a-4799-baef-181fccc877b9,c4,DROP,603,i6,?,
1768406952.1344867,SENT,ee55e288-ae7a-4799-baef-181fccc877b9,c4,DROP,381,?,x9,
1768406952.1346214,FORWARDED,ee55e288-ae7a-4799-baef-181fccc877b9,c4,DROP,381,?,x9,
1768406954.4434125,RECEIVED,d39780e0-fb2a-4da9-b5da-2310548443d8,c1,DROP,600,i7,?,
1768406954.4714248,SENT,d39780e0-fb2a-4da9-b5da-2310548443d8,c1,DROP,376,?,x2,
1768406954.4715676,FORWARDED,d39780e0-fb2a-4da9-b5da-2310548443d8,c1,DROP,376,?,x2,
1768406955.946256,RECEIVED,fc5a3d12-c7fc-4144-9b52-21237df19b69,c1,DROP,599,i10,?,
1768406955.9537683,RECEIVED,71e80566-043d-4b1a-90f4-9b4cc325fec7,c4,DROP,601,i11,?,
1768406956.053449,SENT,71e80566-043d-4b1a-90f4-9b4cc325fec7,c4,DROP,378,?,i4,
1768406956.0535283,FORWARDED,71e80566-043d-4b1a-90f4-9b4cc325fec7,c4,DROP,378,?,i4,
1768406956.2712483,SENT,fc5a3d12-c7fc-4144-9b52-21237df19b69,c1,DROP,377,?,e5,
1768406956.2713556,FORWARDED,fc5a3d12-c7fc-4144-9b52-21237df19b69,c1,DROP,377,?,e5,
1768406956.405151,RECEIVED,95a910e6-77f2-468c-88e7-0e555039240c,c2,DROP,599,i4,?,
1768406956.8969226,RECEIVED,75bfcf15-a688-45db-8a47-6dc44ac2f68b,c2,DROP,383,x10,?,
1768406956.9419355,SENT,95a910e6-77f2-468c-88e7-0e555039240c,c2,DROP,377,?,i4,
1768406956.942088,REDIRECTED,95a910e6-77f2-468c-88e7-0e555039240c,c2,DROP,377,?,i4,
1768406956.942197,FORWARDED,95a910e6-77f2-468c-88e7-0e555039240c,c2,DROP,377,?,i3,
1768406960.3606064,RECEIVED,98f0b79f-3fd1-48a2-9c4f-118bed3224be,c5,DROP,381,x6,?,
1768406961.570844,RECEIVED,9795ba8c-d90a-4134-88cb-0701a710ee23,c3,DROP,600,i12,?,
1768406961.6098409,RECEIVED,3da4b8c1-74e2-43f8-9015-ebc85b3ef22b,c5,DROP,599,i8,?,
1768406961.7133448,SENT,9795ba8c-d90a-4134-88cb-0701a710ee23,c3,DROP,377,?,i5,
1768406961.7134824,FORWARDED,9795ba8c-d90a-4134-88cb-0701a710ee23,c3,DROP,377,?,i5,
1768406962.0109332,SENT,3da4b8c1-74e2-43f8-9015-ebc85b3ef22b,c5,DROP,377,?,e8,
1768406962.011019,FORWARDED,3da4b8c1-74e2-43f8-9015-ebc85b3ef22b,c5,DROP,377,?,e8,
1768406962.284007,RECEIVED,202307e9-6169-4307-bf42-969b25ac7c5d,c5,DROP,382,x7,?,
1768406963.1239939,RECEIVED,067c506d-5b34-4a98-853e-93d9a819aff4,c4,DROP,600,i6,?,
1768406963.367097,SENT,067c506d-5b34-4a98-853e-93d9a819aff4,c4,DROP,377,?,x6,
1768406963.3672297,FORWARDED,067c506d-5b34-4a98-853e-93d9a819aff4,c4,DROP,377,?,x6,
1768406963.6563933,RECEIVED,22d24510-aa9c-431e-857f-20ebe83c31f9,c3,DROP,599,i4,?,
1768406964.1291223,SENT,22d24510-aa9c-431e-857f-20ebe83c31f9,c3,DROP,378,?,i1,
1768406964.1300867,FORWARDED,22d24510-aa9c-431e-857f-20ebe83c31f9,c3,DROP,378,?,i1,
1768406967.2446964,RECEIVED,66968f10-cbd3-40f6-a8ab-7d3324b1f993,c1,DROP,601,i9,?,
1768406967.2920732,SENT,66968f10-cbd3-40f6-a8ab-7d3324b1f993,c1,DROP,377,?,e8,
1768406967.2921977,FORWARDED,66968f10-cbd3-40f6-a8ab-7d3324b1f993,c1,DROP,377,?,e8,
1768406969.680708,RECEIVED,66426520-9740-42f4-8d90-27322d7bb57f,c1,DROP,603,i12,?,
1768406970.620943,SENT,66426520-9740-42f4-8d90-27322d7bb57f,c1,DROP,381,?,i7,
1768406970.6212344,FORWARDED,66426520-9740-42f4-8d90-27322d7bb57f,c1,DROP,381,?,i7,
